[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000f0 0x000000f0 4   5            ascii   Rich
2     0x000001f8 0x000001f8 5   6            ascii   .text
3     0x0000021f 0x0000021f 7   8            ascii   `.rdata
4     0x00000247 0x00000247 6   7            ascii   @.data
5     0x00000270 0x00000270 5   6            ascii   .UPX0
6     0x00000298 0x00000298 4   5            ascii   .tls
7     0x000002c0 0x000002c0 5   6            ascii   .UPX1
8     0x000002e8 0x000002e8 6   7            ascii   .reloc
9     0x0000030f 0x0000030f 6   7            ascii   @.rsrc
8400  0x0007ec82 0x004a0682 5   8    .UPX1   utf8    !K`b枫 blocks=Basic Latin,CJK Unified Ideographs
8401  0x0007ed06 0x004a0706 4   5    .UPX1   ascii   vQ~3
8402  0x0007ed1c 0x004a071c 4   5    .UPX1   ascii   AW`\
8403  0x0007ed92 0x004a0792 4   6    .UPX1   utf8    ĳYVK blocks=Latin Extended-A,Basic Latin
8404  0x0007edc7 0x004a07c7 5   7    .UPX1   utf8    \aF7ȪD blocks=Basic Latin,Latin Extended-B
8405  0x0007ee03 0x004a0803 5   6    .UPX1   ascii   |tMcu
8406  0x0007ee31 0x004a0831 4   5    .UPX1   ascii   \rU`*
8407  0x0007ee4a 0x004a084a 4   5    .UPX1   ascii   L{+=
8408  0x0007ee86 0x004a0886 4   5    .UPX1   ascii   x:\a0
8409  0x0007eee9 0x004a08e9 4   5    .UPX1   ascii   8,?$
8410  0x0007eeff 0x004a08ff 4   5    .UPX1   ascii   XWp^
8411  0x0007ef35 0x004a0935 4   5    .UPX1   ascii   !3L\n
8412  0x0007ef79 0x004a0979 4   8    .UPX1   utf8    \v«сo blocks=Basic Latin,Latin-1 Supplement,Cyrillic
8413  0x0007ef9d 0x004a099d 5   6    .UPX1   ascii   fU G/
8414  0x0007efd0 0x004a09d0 6   7    .UPX1   ascii   $TMk"s
8415  0x0007f002 0x004a0a02 4   6    .UPX1   utf8    uL\fǞ blocks=Basic Latin,Latin Extended-B
8416  0x0007f06f 0x004a0a6f 4   5    .UPX1   ascii   5$3^
8417  0x0007f0ec 0x004a0aec 6   8    .UPX1   utf8    6IxV\e֝ blocks=Basic Latin,Hebrew
8418  0x0007f12f 0x004a0b2f 4   5    .UPX1   ascii   V/R>
8419  0x0007f13c 0x004a0b3c 5   6    .UPX1   ascii   PS7j\a
8420  0x0007f15d 0x004a0b5d 4   6    .UPX1   utf8    ȈvtU blocks=Latin Extended-B,Basic Latin
8421  0x0007f1c0 0x004a0bc0 4   5    .UPX1   ascii   \tC@5
8422  0x0007f1d3 0x004a0bd3 4   6    .UPX1   utf8    ƬC^` blocks=Latin Extended-B,Basic Latin
8423  0x0007f233 0x004a0c33 4   5    .UPX1   ascii   (m~}
8424  0x0007f244 0x004a0c44 5   7    .UPX1   utf8    7wǉ\n[ blocks=Basic Latin,Latin Extended-B
8425  0x0007f297 0x004a0c97 4   5    .UPX1   ascii   >c{T
8426  0x0007f3b0 0x004a0db0 4   5    .UPX1   ascii   .-ZM
8427  0x0007f409 0x004a0e09 5   6    .UPX1   ascii   \amh\=
8428  0x0007f43f 0x004a0e3f 4   6    .UPX1   utf8    t1wƽ blocks=Basic Latin,Latin Extended-B
8429  0x0007f4e6 0x004a0ee6 5   7    .UPX1   utf8    CĎ*"  blocks=Basic Latin,Latin Extended-A
8430  0x0007f4f9 0x004a0ef9 4   5    .UPX1   ascii   EINW
8431  0x0007f50d 0x004a0f0d 4   6    .UPX1   utf8    гJH( blocks=Cyrillic,Basic Latin
8432  0x0007f51f 0x004a0f1f 5   7    .UPX1   utf8    t\fU\nՅ blocks=Basic Latin,Armenian
8433  0x0007f563 0x004a0f63 4   5    .UPX1   ascii   )=!L
8434  0x0007f571 0x004a0f71 4   5    .UPX1   ascii   \afgz
8435  0x0007f5b3 0x004a0fb3 5   6    .UPX1   ascii   -GV<y
8436  0x0007f5bc 0x004a0fbc 5   6    .UPX1   ascii   P\b\t5/
8437  0x0007f60c 0x004a100c 5   7    .UPX1   utf8    *`Yȍ\v blocks=Basic Latin,Latin Extended-B
8438  0x0007f624 0x004a1024 6   7    .UPX1   ascii   7'vPO6
8439  0x0007f688 0x004a1088 5   6    .UPX1   ascii   P=Bxs
8440  0x0007f702 0x004a1102 6   9    .UPX1   utf8    S\v:厼z- blocks=Basic Latin,CJK Unified Ideographs
8441  0x0007f736 0x004a1136 4   5    .UPX1   ascii   ;#,"
8442  0x0007f7c0 0x004a11c0 4   5    .UPX1   ascii   $L\rX
8443  0x0007f7d3 0x004a11d3 5   6    .UPX1   ascii   ~z|bq
8444  0x0007f81f 0x004a121f 4   5    .UPX1   ascii   `~]w
8445  0x0007f838 0x004a1238 4   5    .UPX1   ascii   +\b*0
8446  0x0007f874 0x004a1274 4   6    .UPX1   utf8    s\b't
8447  0x0007f88b 0x004a128b 5   6    .UPX1   ascii   BxcVB
8448  0x0007f894 0x004a1294 4   6    .UPX1   utf8    %ln܀ blocks=Basic Latin,Syriac
8449  0x0007f8ac 0x004a12ac 4   5    .UPX1   ascii   \e\tO4
8450  0x0007f8df 0x004a12df 5   6    .UPX1   ascii   RU^9V
8451  0x0007f8fc 0x004a12fc 5   6    .UPX1   ascii   [KG}q
8452  0x0007f9f5 0x004a13f5 6   7    .UPX1   ascii   Usi)@c
8453  0x0007fa04 0x004a1404 4   6    .UPX1   utf8    0Ǿ&@ blocks=Basic Latin,Latin Extended-B
8454  0x0007fa2d 0x004a142d 4   5    .UPX1   ascii   nJO$
8455  0x0007fa68 0x004a1468 4   5    .UPX1   ascii   LXP0
8456  0x0007fa7a 0x004a147a 4   5    .UPX1   ascii   T&F/
8457  0x0007fac1 0x004a14c1 6   7    .UPX1   ascii   +\bF\a$W
8458  0x0007fb7f 0x004a157f 6   7    .UPX1   ascii   <*\eWex
8459  0x0007fbca 0x004a15ca 4   5    .UPX1   ascii   (klu
8460  0x0007fc02 0x004a1602 4   5    .UPX1   ascii    |Z\b
8461  0x0007fccf 0x004a16cf 5   6    .UPX1   ascii   i\e/A`
8462  0x0007fcd6 0x004a16d6 4   5    .UPX1   ascii   v\f\a[
8463  0x0007fd78 0x004a1778 4   5    .UPX1   ascii   2r(D
8464  0x0007fd9a 0x004a179a 4   5    .UPX1   ascii   (GOt
8465  0x0007febf 0x004a18bf 6   7    .UPX1   ascii   iMK5Qe
8466  0x0007ff0a 0x004a190a 4   6    .UPX1   utf8    \bNIЁ blocks=Basic Latin,Cyrillic
8467  0x0007ff1d 0x004a191d 5   6    .UPX1   ascii   Op@Z^
8468  0x0007ff59 0x004a1959 5   6    .UPX1   ascii   \e\th&[
8469  0x0007ff68 0x004a1968 4   5    .UPX1   ascii   K."u
8470  0x0007ff92 0x004a1992 4   8    .UPX1   utf8    ኤ&g܃ blocks=Ethiopic,Basic Latin,Syriac
8471  0x00080052 0x004a1a52 4   5    .UPX1   ascii   2w#$
8472  0x000800ee 0x004a1aee 5   6    .UPX1   ascii   c-'~l
8473  0x00080144 0x004a1b44 4   5    .UPX1   ascii   VLZ)
8474  0x0008015e 0x004a1b5e 5   7    .UPX1   utf8    i0߀"m blocks=Basic Latin,NKo
8475  0x00080172 0x004a1b72 5   6    .UPX1   ascii   i!4p)
8476  0x000801a6 0x004a1ba6 11  14   .UPX1   utf8    `Nw[\n#\aщJÀC blocks=Basic Latin,Cyrillic,Latin-1 Supplement
8477  0x00080213 0x004a1c13 4   5    .UPX1   ascii   1\f4-
8478  0x00080221 0x004a1c21 6   9    .UPX1   utf8    9 J!8 blocks=Basic Latin,Private Use Area
8479  0x0008023d 0x004a1c3d 6   8    .UPX1   utf8    lðn2>` blocks=Basic Latin,Latin-1 Supplement
8480  0x0008027b 0x004a1c7b 6   7    .UPX1   ascii   y/0 HN
8481  0x000802c9 0x004a1cc9 7   8    .UPX1   ascii   zsf|w`1
8482  0x000802e4 0x004a1ce4 5   8    .UPX1   utf8    Y~pηҀ blocks=Basic Latin,Greek and Coptic,Cyrillic
8483  0x0008034d 0x004a1d4d 4   5    .UPX1   ascii   }9{\e
8484  0x000803bb 0x004a1dbb 4   6    .UPX1   utf8    ԉb\e8 blocks=Cyrillic Supplement,Basic Latin
8485  0x0008041c 0x004a1e1c 4   5    .UPX1   ascii   e$s!
8486  0x00080494 0x004a1e94 8   9    .UPX1   ascii   -\nN\v8\t8J
8487  0x0008049d 0x004a1e9d 4   7    .UPX1   utf8    砜\fTi blocks=CJK Unified Ideographs,Basic Latin
8488  0x00080567 0x004a1f67 4   5    .UPX1   ascii   _\.i
8489  0x0008056e 0x004a1f6e 4   5    .UPX1   ascii   @[S@
8490  0x0008059b 0x004a1f9b 5   6    .UPX1   ascii   `~^u:
8491  0x000805b7 0x004a1fb7 4   5    .UPX1   ascii   A[\va
8492  0x000805c7 0x004a1fc7 4   6    .UPX1   utf8    Ȑ9\f. blocks=Latin Extended-B,Basic Latin
8493  0x000805db 0x004a1fdb 5   8    .UPX1   utf8    \rw؉_p blocks=Basic Latin,Arabic
8494  0x00080616 0x004a2016 4   5    .UPX1   ascii   )O,`
8495  0x00080631 0x004a2031 4   7    .UPX1   utf8    눬ny+ blocks=Hangul Syllables,Basic Latin
8496  0x000806de 0x004a20de 5   6    .UPX1   ascii   D{Obp
8497  0x00080712 0x004a2112 4   5    .UPX1   ascii   #\aGN
8498  0x00080792 0x004a2192 6   7    .UPX1   ascii   FEp\e9/
8499  0x000807ea 0x004a21ea 5   6    .UPX1   ascii   1\a=" 
8500  0x00080801 0x004a2201 6   8    .UPX1   utf8    ;ڣ\rgay blocks=Basic Latin,Arabic
8501  0x00080812 0x004a2212 5   7    .UPX1   utf8    6Xً:0 blocks=Basic Latin,Arabic
8502  0x00080825 0x004a2225 4   5    .UPX1   ascii   jJ\e3
8503  0x0008084d 0x004a224d 4   7    .UPX1   utf8    9ٽځ  blocks=Basic Latin,Arabic
8504  0x00080857 0x004a2257 4   6    .UPX1   utf8    }ҞGk blocks=Basic Latin,Cyrillic
8505  0x00080936 0x004a2336 4   5    .UPX1   ascii   Sj!V
8506  0x00080956 0x004a2356 5   7    .UPX1   utf8    cٟ#d] blocks=Basic Latin,Arabic
8507  0x000809fb 0x004a23fb 5   6    .UPX1   ascii   L|?MK
8508  0x00080a01 0x004a2401 5   6    .UPX1   ascii   !B@lR
8509  0x00080a21 0x004a2421 4   8    .UPX1   utf8    ى/f뾥 blocks=Arabic,Basic Latin,Hangul Syllables
8510  0x00080a9e 0x004a249e 7   8    .UPX1   ascii   E"*~]?}
8511  0x00080acd 0x004a24cd 4   5    .UPX1   ascii   kCA2
8512  0x00080b26 0x004a2526 4   5    .UPX1   ascii   +ngP
8513  0x00080b4b 0x004a254b 4   5    .UPX1   ascii   4BT@
8514  0x00080b75 0x004a2575 4   5    .UPX1   ascii   s0n$
8515  0x00080b7a 0x004a257a 5   7    .UPX1   utf8    ݽhHt\a blocks=Arabic Supplement,Basic Latin
8516  0x00080b82 0x004a2582 4   5    .UPX1   ascii   6uE~
8517  0x00080bb6 0x004a25b6 5   6    .UPX1   ascii   3Hja}
8518  0x00080bd9 0x004a25d9 4   5    .UPX1   ascii   s&S<
8519  0x00080bf3 0x004a25f3 4   5    .UPX1   ascii   U5I(
8520  0x00080c04 0x004a2604 8   10   .UPX1   utf8    &:.P|!Å7 blocks=Basic Latin,Latin-1 Supplement
8521  0x00080c0e 0x004a260e 4   5    .UPX1   ascii   -1@_
8522  0x00080c13 0x004a2613 5   7    .UPX1   utf8    ]$݇Xd blocks=Basic Latin,Syriac
8523  0x00080c37 0x004a2637 4   5    .UPX1   ascii   C%,{
8524  0x00080c78 0x004a2678 4   6    .UPX1   utf8    jx˂\b blocks=Basic Latin,Spacing Modifier Letters
8525  0x00080cd0 0x004a26d0 4   5    .UPX1   ascii   `06~
8526  0x00080ce7 0x004a26e7 4   5    .UPX1   ascii   `kNr
8527  0x00080d2a 0x004a272a 5   6    .UPX1   ascii   ^`mYF
8528  0x00080d93 0x004a2793 4   5    .UPX1   ascii   Y0[b
8529  0x00080da7 0x004a27a7 4   5    .UPX1   ascii   a]b\n
8530  0x00080db5 0x004a27b5 4   5    .UPX1   ascii   7\e$:
8531  0x00080dd4 0x004a27d4 4   5    .UPX1   ascii   $\wp
8532  0x00080e01 0x004a2801 4   5    .UPX1   ascii   \aYdn
8533  0x00080e2a 0x004a282a 4   5    .UPX1   ascii   ')+r
8534  0x00080e46 0x004a2846 5   7    .UPX1   utf8    Ͻ[qtM blocks=Greek and Coptic,Basic Latin
8535  0x00080ef0 0x004a28f0 5   6    .UPX1   ascii   9(M/1
8536  0x00080ef9 0x004a28f9 6   9    .UPX1   utf8    d@a\nˀÜ blocks=Basic Latin,Spacing Modifier Letters,Latin-1 Supplement
8537  0x00080f17 0x004a2917 6   7    .UPX1   ascii   "2{)B[
8538  0x00080f41 0x004a2941 4   7    .UPX1   utf8    8Xj쐕 blocks=Basic Latin,Hangul Syllables
8539  0x00080f71 0x004a2971 4   5    .UPX1   ascii   D'1B
8540  0x00080f80 0x004a2980 5   6    .UPX1   ascii   yr\op
8541  0x00080fd7 0x004a29d7 6   7    .UPX1   ascii   XCGv3\a
8542  0x00080fe1 0x004a29e1 4   5    .UPX1   ascii    $7-
8543  0x00081009 0x004a2a09 5   6    .UPX1   ascii   ) =cX
8544  0x00081080 0x004a2a80 5   6    .UPX1   ascii   Llo^<
8545  0x00081137 0x004a2b37 5   6    .UPX1   ascii   wi\vtg
8546  0x00081150 0x004a2b50 4   6    .UPX1   utf8    V30ߥ blocks=Basic Latin,NKo
8547  0x00081161 0x004a2b61 5   7    .UPX1   utf8    \ՀX2+ blocks=Basic Latin,Armenian
8548  0x00081169 0x004a2b69 4   5    .UPX1   ascii   B#t|
8549  0x0008119c 0x004a2b9c 7   8    .UPX1   ascii   \n3)N\bIm
8550  0x000811d1 0x004a2bd1 4   5    .UPX1   ascii   @UH}
8551  0x000811f5 0x004a2bf5 6   7    .UPX1   ascii   FQd@![
8552  0x0008120a 0x004a2c0a 8   9    .UPX1   ascii   Rt`A:;wm
8553  0x00081225 0x004a2c25 5   7    .UPX1   utf8    @.}<o
8554  0x0008126e 0x004a2c6e 4   5    .UPX1   ascii   _;#X
8555  0x000812fa 0x004a2cfa 5   6    .UPX1   ascii   \a)96q
8556  0x0008131e 0x004a2d1e 4   5    .UPX1   ascii   t\rhD
8557  0x00081356 0x004a2d56 4   7    .UPX1   utf8    _2ゼ? blocks=Basic Latin,Katakana
8558  0x0008136a 0x004a2d6a 4   5    .UPX1   ascii   Dd,m
8559  0x000813b1 0x004a2db1 5   7    .UPX1   utf8    -H#ε9 blocks=Basic Latin,Greek and Coptic
8560  0x000813fa 0x004a2dfa 4   5    .UPX1   ascii   );mC
8561  0x0008144c 0x004a2e4c 6   7    .UPX1   ascii   mIN$xM
8562  0x00081456 0x004a2e56 4   5    .UPX1   ascii   3".p
8563  0x0008147d 0x004a2e7d 4   5    .UPX1   ascii    &\b1
8564  0x00081496 0x004a2e96 4   5    .UPX1   ascii   `@]\f
8565  0x000814f3 0x004a2ef3 5   6    .UPX1   ascii   sn\tL[
8566  0x0008153b 0x004a2f3b 4   6    .UPX1   utf8    ʽHLh blocks=Spacing Modifier Letters,Basic Latin
8567  0x000815bd 0x004a2fbd 4   6    .UPX1   utf8    ۺTT\b blocks=Arabic,Basic Latin
8568  0x000815d5 0x004a2fd5 4   5    .UPX1   ascii   \\a\n,
8569  0x00081626 0x004a3026 4   5    .UPX1   ascii   S?O4
8570  0x00081663 0x004a3063 4   5    .UPX1   ascii   \8ae
8571  0x00081697 0x004a3097 4   5    .UPX1   ascii   "#7f
8572  0x000816a9 0x004a30a9 4   6    .UPX1   utf8    4}~|
8573  0x000816b0 0x004a30b0 4   5    .UPX1   ascii   \TKN
8574  0x00081738 0x004a3138 4   5    .UPX1   ascii   ya)\r
8575  0x000817bc 0x004a31bc 4   5    .UPX1   ascii   H@%>
8576  0x0008183f 0x004a323f 4   5    .UPX1   ascii   zQ\ns
8577  0x00081861 0x004a3261 4   5    .UPX1   ascii   ^;xh
8578  0x00081873 0x004a3273 4   5    .UPX1   ascii   Jc|)
8579  0x000818b3 0x004a32b3 5   7    .UPX1   utf8    Dc*8ΐ blocks=Basic Latin,Greek and Coptic
8580  0x00081915 0x004a3315 4   5    .UPX1   ascii   x1dS
8581  0x0008195a 0x004a335a 6   7    .UPX1   ascii   lbeVF7
8582  0x0008197e 0x004a337e 6   7    .UPX1   ascii   Rj/2[K
8583  0x0008198b 0x004a338b 4   6    .UPX1   utf8    \rVPp
8584  0x000819b0 0x004a33b0 4   5    .UPX1   ascii   6+9E
8585  0x000819e0 0x004a33e0 5   7    .UPX1   utf8    9l\ì) blocks=Basic Latin,Latin-1 Supplement
8586  0x00081a01 0x004a3401 5   8    .UPX1   utf8    :ɺΎ8\v blocks=Basic Latin,IPA Extensions,Greek and Coptic
8587  0x00081a26 0x004a3426 5   7    .UPX1   utf8    ?Țpw! blocks=Basic Latin,Latin Extended-B
8588  0x00081a3b 0x004a343b 5   6    .UPX1   ascii   kNG:0
8589  0x00081a56 0x004a3456 5   6    .UPX1   ascii   ?pdV\t
8590  0x00081a7b 0x004a347b 4   6    .UPX1   utf8    ś\r&/ blocks=Latin Extended-A,Basic Latin
8591  0x00081ad0 0x004a34d0 4   5    .UPX1   ascii   ?~Bw
8592  0x00081b03 0x004a3503 4   5    .UPX1   ascii   QxVw
8593  0x00081b29 0x004a3529 4   5    .UPX1   ascii   x3H\e
8594  0x00081b47 0x004a3547 4   5    .UPX1   ascii   Rt}2
8595  0x00081b53 0x004a3553 6   7    .UPX1   ascii   6\rP\eN
8596  0x00081b81 0x004a3581 4   5    .UPX1   ascii   p-S5
8597  0x00081b94 0x004a3594 5   6    .UPX1   ascii   Z@3c:
8598  0x00081b9e 0x004a359e 4   5    .UPX1   ascii   \U; 
8599  0x00081bc8 0x004a35c8 4   5    .UPX1   ascii   0.I|
8600  0x00081bf0 0x004a35f0 6   7    .UPX1   ascii   R\b2)j\t
8601  0x00081c23 0x004a3623 4   5    .UPX1   ascii   Z"l8
8602  0x00081c6c 0x004a366c 4   5    .UPX1   ascii   js7.
8603  0x00081cb9 0x004a36b9 4   5    .UPX1   ascii   @U+r
8604  0x00081ccc 0x004a36cc 4   5    .UPX1   ascii   \b&'_
8605  0x00081d39 0x004a3739 6   7    .UPX1   ascii   !kJ6D~
8606  0x00081dd0 0x004a37d0 4   5    .UPX1   ascii   o@\f,
8607  0x00081dda 0x004a37da 6   7    .UPX1   ascii   U3gxF\b
8608  0x00081e24 0x004a3824 5   6    .UPX1   ascii   "a\r0`
8609  0x00081e2f 0x004a382f 5   6    .UPX1   ascii   4zR;\t
8610  0x00081e4d 0x004a384d 4   5    .UPX1   ascii   p;b\v
8611  0x00081e89 0x004a3889 4   5    .UPX1   ascii   r'ST
8612  0x00081ea6 0x004a38a6 4   5    .UPX1   ascii   4wk`
8613  0x00081eea 0x004a38ea 5   8    .UPX1   utf8    ~c\皛L blocks=Basic Latin,CJK Unified Ideographs
8614  0x00081f15 0x004a3915 4   6    .UPX1   utf8    a/Pߴ blocks=Basic Latin,NKo
8615  0x00081f7b 0x004a397b 4   5    .UPX1   ascii   ){;`
8616  0x00081fdb 0x004a39db 4   5    .UPX1   ascii   {iKp
8617  0x00081fed 0x004a39ed 4   5    .UPX1   ascii   Alg/
8618  0x00082033 0x004a3a33 6   7    .UPX1   ascii   /tYMx\e
8619  0x0008203f 0x004a3a3f 5   7    .UPX1   utf8    ޑbxq0 blocks=Thaana,Basic Latin
8620  0x0008208b 0x004a3a8b 8   10   .UPX1   utf8    ̀9e \a.\n! blocks=Combining Diacritical Marks,Basic Latin
8621  0x000820b8 0x004a3ab8 4   5    .UPX1   ascii   hv^K
8622  0x000820ce 0x004a3ace 5   6    .UPX1   ascii   ?>bp/
8623  0x000820e8 0x004a3ae8 4   5    .UPX1   ascii   |?!z
8624  0x000820f5 0x004a3af5 4   5    .UPX1   ascii   NKY_
8625  0x00082103 0x004a3b03 5   6    .UPX1   ascii   O\v\+F
8626  0x0008213c 0x004a3b3c 4   5    .UPX1   ascii   gF&A
8627  0x00082168 0x004a3b68 4   6    .UPX1   utf8    ܪ\a]K blocks=Syriac,Basic Latin
8628  0x00082192 0x004a3b92 4   5    .UPX1   ascii   "@\vV
8629  0x000821ff 0x004a3bff 4   5    .UPX1   ascii   wX\vy
8630  0x0008223e 0x004a3c3e 5   6    .UPX1   ascii   Ik{,1
8631  0x00082267 0x004a3c67 4   5    .UPX1   ascii   8<\tU
8632  0x0008228c 0x004a3c8c 4   5    .UPX1   ascii   KWo\a
8633  0x000822d4 0x004a3cd4 4   5    .UPX1   ascii   ^X\ew
8634  0x000822e9 0x004a3ce9 4   5    .UPX1   ascii   ,\r`J
8635  0x000822ff 0x004a3cff 4   5    .UPX1   ascii   .\b@c
8636  0x00082309 0x004a3d09 6   8    .UPX1   utf8    δgmDhh blocks=Greek and Coptic,Basic Latin
8637  0x00082347 0x004a3d47 4   6    .UPX1   utf8    ̙-,b blocks=Combining Diacritical Marks,Basic Latin
8638  0x0008234d 0x004a3d4d 5   6    .UPX1   ascii   }[s\k
8639  0x00082361 0x004a3d61 5   7    .UPX1   utf8     ҃Wr~ blocks=Basic Latin,Cyrillic
8640  0x000823c0 0x004a3dc0 5   6    .UPX1   ascii   wd$m#
8641  0x000823d0 0x004a3dd0 4   6    .UPX1   utf8    G_pև blocks=Basic Latin,Armenian
8642  0x00082447 0x004a3e47 5   8    .UPX1   utf8    چfU\r| blocks=Arabic,Basic Latin
8643  0x00082477 0x004a3e77 4   6    .UPX1   utf8    ǹd#. blocks=Latin Extended-B,Basic Latin
8644  0x0008250a 0x004a3f0a 7   9    .UPX1   utf8    _7*xֱ<0 blocks=Basic Latin,Hebrew
8645  0x00082513 0x004a3f13 7   9    .UPX1   utf8    Ɛ^j1rn$ blocks=Latin Extended-B,Basic Latin
8646  0x00082596 0x004a3f96 6   7    .UPX1   ascii   `}CE@m
8647  0x000825d9 0x004a3fd9 5   7    .UPX1   utf8    ¬5a]Y blocks=Latin-1 Supplement,Basic Latin
8648  0x00082600 0x004a4000 4   6    .UPX1   utf8    Uûfj blocks=Basic Latin,Latin-1 Supplement
8649  0x0008265e 0x004a405e 4   5    .UPX1   ascii   @Q\a8
8650  0x000826be 0x004a40be 4   5    .UPX1   ascii   &wX5
8651  0x000826cb 0x004a40cb 5   7    .UPX1   utf8    }\bԁ2) blocks=Basic Latin,Cyrillic Supplement
8652  0x000826fc 0x004a40fc 4   5    .UPX1   ascii   91e]
8653  0x00082712 0x004a4112 4   5    .UPX1   ascii   a8`b
8654  0x0008274f 0x004a414f 4   5    .UPX1   ascii   PrbO
8655  0x0008277d 0x004a417d 4   6    .UPX1   utf8    5${Ѓ blocks=Basic Latin,Cyrillic
8656  0x0008279f 0x004a419f 4   6    .UPX1   utf8    d9Ȃ@ blocks=Basic Latin,Latin Extended-B
8657  0x00082833 0x004a4233 6   8    .UPX1   utf8    ϡv@@yG blocks=Greek and Coptic,Basic Latin
8658  0x00082857 0x004a4257 5   6    .UPX1   ascii   sy/\vp
8659  0x0008288f 0x004a428f 4   5    .UPX1   ascii   \e{t<
8660  0x000828b8 0x004a42b8 4   5    .UPX1   ascii   q!~y
8661  0x00082900 0x004a4300 4   5    .UPX1   ascii   dc<x
8662  0x00082938 0x004a4338 4   6    .UPX1   utf8    ˿hE= blocks=Spacing Modifier Letters,Basic Latin
8663  0x00082943 0x004a4343 4   6    .UPX1   utf8    ~&Aƌ blocks=Basic Latin,Latin Extended-B
8664  0x000829d0 0x004a43d0 4   5    .UPX1   ascii   \a,|!
8665  0x00082a13 0x004a4413 5   6    .UPX1   ascii   '`GaM
8666  0x00082a34 0x004a4434 8   10   .UPX1   utf8    :ċ;i0xk< blocks=Basic Latin,Latin Extended-A
8667  0x00082a82 0x004a4482 5   6    .UPX1   ascii   gIERr
8668  0x00082a96 0x004a4496 4   5    .UPX1   ascii   Ppl 
8669  0x00082ab1 0x004a44b1 6   7    .UPX1   ascii   +L,hi~
8670  0x00082acc 0x004a44cc 5   6    .UPX1   ascii   A!\apR
8671  0x00082b72 0x004a4572 5   7    .UPX1   utf8    z\t/ɍv blocks=Basic Latin,Latin Extended-B
8672  0x00082b7e 0x004a457e 4   5    .UPX1   ascii   LEKd
8673  0x00082b87 0x004a4587 4   5    .UPX1   ascii   3NOA
8674  0x00082b9c 0x004a459c 6   8    .UPX1   utf8    LP`uv@
8675  0x00082baa 0x004a45aa 4   5    .UPX1   ascii   fc2;
8676  0x00082be1 0x004a45e1 4   7    .UPX1   utf8    ̩˨j* blocks=Combining Diacritical Marks,Spacing Modifier Letters,Basic Latin
8677  0x00082c20 0x004a4620 6   7    .UPX1   ascii   D"}:yW
8678  0x00082c3d 0x004a463d 6   7    .UPX1   ascii   46,Fg&
8679  0x00082c72 0x004a4672 4   5    .UPX1   ascii   \rOlC
8680  0x00082c92 0x004a4692 7   9    .UPX1   utf8    p`'\ej|Ѐ blocks=Basic Latin,Cyrillic
8681  0x00082cd1 0x004a46d1 4   6    .UPX1   utf8    r͡<B blocks=Basic Latin,Combining Diacritical Marks
8682  0x00082d1e 0x004a471e 7   8    .UPX1   ascii   \a>~d+Pz
8683  0x00082d3f 0x004a473f 4   5    .UPX1   ascii   'Oyr
8684  0x00082d94 0x004a4794 4   5    .UPX1   ascii    %=&
8685  0x00082e72 0x004a4872 6   8    .UPX1   utf8    YMe҃;< blocks=Basic Latin,Cyrillic
8686  0x00082edb 0x004a48db 4   5    .UPX1   ascii   0\v4}
8687  0x00082efe 0x004a48fe 4   5    .UPX1   ascii   B4j}
8688  0x00082f2a 0x004a492a 4   6    .UPX1   utf8    bFհ5 blocks=Basic Latin,Armenian
8689  0x00082f9a 0x004a499a 5   6    .UPX1   ascii   hU\t6N
8690  0x00083031 0x004a4a31 4   5    .UPX1   ascii   yjtv
8691  0x00083038 0x004a4a38 9   12   .UPX1   utf8    f8p\te߁Tgʍ blocks=Basic Latin,NKo,IPA Extensions
8692  0x00083044 0x004a4a44 5   6    .UPX1   ascii   ?L|y&
8693  0x00083059 0x004a4a59 4   5    .UPX1   ascii   L(z/
8694  0x00083060 0x004a4a60 4   5    .UPX1   ascii   !H< 
8695  0x00083100 0x004a4b00 6   7    .UPX1   ascii   \tdwV=8
8696  0x00083166 0x004a4b66 4   5    .UPX1   ascii   u[@J
8697  0x0008318b 0x004a4b8b 4   5    .UPX1   ascii   u")\a
8698  0x0008330e 0x004a4d0e 4   5    .UPX1   ascii   D|.6
8699  0x00083357 0x004a4d57 4   5    .UPX1   ascii   O`|j
8700  0x000833b7 0x004a4db7 5   8    .UPX1   utf8     D0ʼī blocks=Basic Latin,Spacing Modifier Letters,Latin Extended-A
8701  0x0008347b 0x004a4e7b 4   5    .UPX1   ascii    \b7y
8702  0x00083484 0x004a4e84 4   6    .UPX1   utf8    Іk}Y blocks=Cyrillic,Basic Latin
8703  0x000834ab 0x004a4eab 4   5    .UPX1   ascii   >~1H
8704  0x000834cd 0x004a4ecd 4   6    .UPX1   utf8    @uѝf blocks=Basic Latin,Cyrillic
8705  0x00083554 0x004a4f54 4   5    .UPX1   ascii   C@$\r
8706  0x000835a6 0x004a4fa6 4   5    .UPX1   ascii   rtPe
8707  0x000835e7 0x004a4fe7 4   5    .UPX1   ascii   e_uu
8708  0x000835f5 0x004a4ff5 4   5    .UPX1   ascii   7Rp)
8709  0x0008362a 0x004a502a 4   5    .UPX1   ascii   ;o\s
8710  0x00083638 0x004a5038 4   5    .UPX1   ascii   p *>
