[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 5   6            ascii   RichW
2    0x000001f8 0x000001f8 5   6            ascii   .flat
3    0x0000021f 0x0000021f 6   7            ascii   `.text
4    0x00000247 0x00000247 7   8            ascii   `.rdata
5    0x0000026f 0x0000026f 6   7            ascii   @.data
6    0x00000298 0x00000298 6   7            ascii   .reloc
7    0x00000403 0x00451003 5   6    .flat   ascii   SVWj3
8    0x00000443 0x00451043 4   5    .flat   ascii   T$\bL
9    0x00000483 0x00451083 4   5    .flat   ascii   VWj3
10   0x000004f1 0x004510f1 4   5    .flat   ascii   VWj3
11   0x00001003 0x00452803 5   6    .text   ascii   SVWj3
12   0x00001043 0x00452843 4   5    .text   ascii   T$\bL
13   0x00001083 0x00452883 4   5    .text   ascii   VWj3
14   0x000010f1 0x004528f1 4   5    .text   ascii   VWj3
15   0x0000111d 0x0045291d 4   6    .text   utf8    Ё8PE blocks=Cyrillic,Basic Latin
16   0x000011d1 0x004529d1 4   5    .text   ascii   VWj3
17   0x00001216 0x00452a16 4   5    .text   ascii   VWj3
18   0x00001227 0x00452a27 4   5    .text   ascii   u\bgH
19   0x00002005 0x00453805 4   5    .text   ascii   F\bPj
20   0x00002028 0x00453828 4   5    .text   ascii   L$\fQ
21   0x000020ce 0x004538ce 7   9    .text   utf8    3ĉD$pSV blocks=Basic Latin,Latin Extended-A
22   0x0000210f 0x0045390f 6   7    .text   ascii   D$\fPSV
23   0x0000212a 0x0045392a 5   6    .text   ascii   T$,h 
24   0x00002136 0x00453936 4   5    .text   ascii   VQRj
25   0x00002145 0x00453945 5   6    .text   ascii   D$\fPj
26   0x0000215a 0x0045395a 4   5    .text   ascii   L$\fS
27   0x00002175 0x00453975 4   5    .text   ascii   T$lR
28   0x0000218f 0x0045398f 5   7    .text   utf8    3ۉD$L blocks=Basic Latin,Arabic
29   0x000021aa 0x004539aa 4   5    .text   ascii   D$`S
30   0x000021af 0x004539af 4   5    .text   ascii   D$,j
31   0x000021f1 0x004539f1 4   5    .text   ascii   T$LR
32   0x000021fa 0x004539fa 6   7    .text   ascii   D$pPQR
33   0x0000220f 0x00453a0f 4   5    .text   ascii   WSWP
34   0x00002271 0x00453a71 4   5    .text   ascii   t$$3
35   0x000022a3 0x00453aa3 4   5    .text   ascii   T$0R
36   0x000022ae 0x00453aae 6   8    .text   utf8    ҍD$0PV blocks=Cyrillic,Basic Latin
37   0x000022bb 0x00453abb 4   5    .text   ascii   D$0;
38   0x000022e9 0x00453ae9 4   5    .text   ascii   L$@Q
39   0x000022fb 0x00453afb 7   8    .text   ascii   L$|_^[3
40   0x00002365 0x00453b65 5   6    .text   ascii   VWSRP
41   0x00002371 0x00453b71 6   7    .text   ascii   9t$\fvI
42   0x000023b9 0x00453bb9 6   7    .text   ascii   L;t$\fr
43   0x00002413 0x00453c13 5   6    .text   ascii   SUVWj
44   0x0000243b 0x00453c3b 4   5    .text   ascii   j@SP
45   0x00002455 0x00453c55 4   5    .text   ascii   D$(@
46   0x00002500 0x00453d00 4   5    .text   ascii   \fWUR
47   0x0000251e 0x00453d1e 4   5    .text   ascii   \fWUQ
48   0x000025af 0x00453daf 4   5    .text   ascii   \fWUQ
49   0x000025d3 0x00453dd3 4   5    .text   ascii   \fWUP
50   0x0000262b 0x00453e2b 4   5    .text   ascii   \fWUQ
51   0x00002662 0x00453e62 4   5    .text   ascii   \fWUP
52   0x0000269b 0x00453e9b 4   5    .text   ascii   j@SP
53   0x000026b5 0x00453eb5 4   5    .text   ascii   D$(@
54   0x00002709 0x00453f09 4   6    .text   utf8    ՋF,; blocks=Armenian,Basic Latin
55   0x0000270f 0x00453f0f 4   5    .text   ascii   t\vSP
56   0x00002747 0x00453f47 4   5    .text   ascii   _^][
57   0x000027d1 0x00453fd1 4   5    .text   ascii   T$$R
58   0x000027da 0x00453fda 4   5    .text   ascii   D$0@
59   0x00002802 0x00454002 4   5    .text   ascii   j@WP
60   0x00002813 0x00454013 4   5    .text   ascii   D$ @
61   0x00002821 0x00454021 4   5    .text   ascii   D$$P
62   0x00002826 0x00454026 4   5    .text   ascii   L$4Q
63   0x00002839 0x00454039 4   5    .text   ascii   D$4P
64   0x0000285e 0x0045405e 7   10   .text   utf8    t)G뽋t$4 blocks=Basic Latin,Hangul Syllables
65   0x0000289b 0x0045409b 4   6    .text   utf8    3ۉ\$ blocks=Basic Latin,Arabic
66   0x000028b2 0x004540b2 4   6    .text   utf8    3\tD$
67   0x000028c1 0x004540c1 4   5    .text   ascii   D$$P
68   0x000028f4 0x004540f4 4   5    .text   ascii   L$<Q
69   0x00002a04 0x00454204 4   5    .text   ascii   SUVW
70   0x00002a4c 0x0045424c 5   6    .text   ascii   UUUUQ
71   0x00002a57 0x00454257 6   7    .text   ascii   UUUh@)
72   0x00002a71 0x00454271 6   8    .text   utf8    3ۉ\$ ; blocks=Basic Latin,Arabic
73   0x00002acd 0x004542cd 4   5    .text   ascii   ;X\bs
74   0x00002bf8 0x004543f8 4   5    .text   ascii   D$0P
75   0x00002c36 0x00454436 4   5    .text   ascii   L$$Q
76   0x00002c69 0x00454469 4   5    .text   ascii   D$ @
77   0x00002c95 0x00454495 4   5    .text   ascii   L$,Q
78   0x00002cd7 0x004544d7 4   5    .text   ascii   D$,P
79   0x00002ce9 0x004544e9 4   5    .text   ascii   D$,;
80   0x00002dcb 0x004545cb 4   5    .text   ascii   L$TQ
81   0x00002e07 0x00454607 6   7    .text   ascii   T$TVWR
82   0x00002eb7 0x004546b7 4   5    .text   ascii   T$XR
83   0x00002ef3 0x004546f3 6   7    .text   ascii   T$XVWR
84   0x00002fa7 0x004547a7 4   5    .text   ascii   T$\R
85   0x00002fe3 0x004547e3 6   7    .text   ascii   T$\VWR
86   0x00003097 0x00454897 4   5    .text   ascii   T$`R
87   0x000030d3 0x004548d3 6   7    .text   ascii   T$`VWR
88   0x00003189 0x00454989 4   5    .text   ascii   T$lR
89   0x000031c5 0x004549c5 6   7    .text   ascii   T$lVWR
90   0x00003277 0x00454a77 4   5    .text   ascii   T$pR
91   0x000032b3 0x00454ab3 6   7    .text   ascii   T$pVWR
92   0x000032f1 0x00454af1 4   5    .text   ascii   L$,Q
93   0x0000332f 0x00454b2f 4   5    .text   ascii   D$,P
94   0x00003339 0x00454b39 4   5    .text   ascii   D$,;
95   0x00003422 0x00454c22 6   7    .text   ascii   HHHH9-
96   0x000034b3 0x00454cb3 4   5    .text   ascii   @~=S
97   0x000034f2 0x00454cf2 4   5    .text   ascii   \fVWS
98   0x000035a3 0x00454da3 6   7    .text   ascii   HHHH9-
99   0x00003633 0x00454e33 4   5    .text   ascii   @~=S
100  0x00003672 0x00454e72 4   5    .text   ascii   \fVWS
101  0x0000376a 0x00454f6a 4   5    .text   ascii   T$HR
102  0x00003849 0x00455049 6   7    .text   ascii   9itt\fh
103  0x00003892 0x00455092 4   5    .text   ascii   D$(d
104  0x000038ae 0x004550ae 4   5    .text   ascii   U\bRj
105  0x000038fb 0x004550fb 6   7    .text   ascii   HHHH95
106  0x00003a18 0x00455218 9   11   .text   utf8    E(;؋U ~5R blocks=Basic Latin,Arabic
107  0x00003a48 0x00455248 4   5    .text   ascii   \fSPQ
108  0x00003a68 0x00455268 4   5    .text   ascii   \fSPQ
109  0x00003a86 0x00455286 4   6    .text   utf8    \bE\f3
110  0x00003aed 0x004552ed 4   5    .text   ascii   D$,;
111  0x00003bc1 0x004553c1 15  16   .text   ascii   \b\b\b\b\b\b\b\b\b\b\b\b\b\b\b
112  0x00003bd1 0x004553d1 4   5    .text   ascii   \b\b\b\b
113  0x00003ec0 0x004556c0 4   5    .text   ascii   u&j0
114  0x0000417f 0x0045597f 4   7    .text   utf8    NHQ躿 blocks=Basic Latin,CJK Unified Ideographs
115  0x00004188 0x00455988 4   7    .text   utf8    VDR豿 blocks=Basic Latin,CJK Unified Ideographs
116  0x00004191 0x00455991 4   7    .text   utf8    F@P訿 blocks=Basic Latin,CJK Unified Ideographs
117  0x0000419a 0x0045599a 4   7    .text   utf8    N<Q蟿 blocks=Basic Latin,CJK Unified Ideographs
118  0x000041a3 0x004559a3 4   7    .text   utf8    V8R薿 blocks=Basic Latin,CJK Unified Ideographs
119  0x000041ac 0x004559ac 4   7    .text   utf8    F4P荿 blocks=Basic Latin,CJK Unified Ideographs
120  0x000041b5 0x004559b5 4   7    .text   utf8    N0Q脿 blocks=Basic Latin,CJK Unified Ideographs
121  0x00004282 0x00455a82 7   8    .text   ascii   L$$QhH3
122  0x0000428c 0x00455a8c 5   6    .text   ascii   T$(RP
123  0x00004292 0x00455a92 5   6    .text   ascii   D$,h(
124  0x000042da 0x00455ada 4   5    .text   ascii   ShH3
125  0x0000439f 0x00455b9f 5   6    .text   ascii   9^\bvC
126  0x000043e2 0x00455be2 4   6    .text   utf8    ;^\br
127  0x000044f2 0x00455cf2 5   6    .text   ascii   t\v+F,
128  0x00004553 0x00455d53 5   6    .text   ascii   V@WUR
129  0x00004618 0x00455e18 4   5    .text   ascii   ^,RP
130  0x00004638 0x00455e38 4   5    .text   ascii   F@PS
131  0x00004660 0x00455e60 5   6    .text   ascii   L$BQf
132  0x00004672 0x00455e72 4   5    .text   ascii   T$\fR
133  0x000046a8 0x00455ea8 4   7    .text   utf8    F\fP葺 blocks=Basic Latin,CJK Unified Ideographs
134  0x000046e1 0x00455ee1 5   6    .text   ascii   T$<RP
135  0x000046fd 0x00455efd 5   6    .text   ascii   L$NQf
136  0x0000470f 0x00455f0f 4   5    .text   ascii   T$\fR
137  0x00004714 0x00455f14 4   5    .text   ascii   D$<P
138  0x00004780 0x00455f80 5   6    .text   ascii   T$<RP
139  0x000047b4 0x00455fb4 4   5    .text   ascii   L$AQ
140  0x000047ca 0x00455fca 4   5    .text   ascii   T$<R
141  0x000047d5 0x00455fd5 4   5    .text   ascii   D$8P
142  0x000047f4 0x00455ff4 5   6    .text   ascii   QRPhH
143  0x00004810 0x00456010 5   6    .text   ascii   T$BRf
144  0x0000483c 0x0045603c 5   6    .text   ascii   l$\fUS
145  0x00004842 0x00456042 5   6    .text   ascii   L$@Qj
146  0x00004869 0x00456069 4   5    .text   ascii   T$(R
147  0x00004883 0x00456083 4   5    .text   ascii   T$5P
148  0x00004889 0x00456089 4   5    .text   ascii   D$8Q
149  0x0000488f 0x0045608f 4   5    .text   ascii   L$;R
150  0x00004895 0x00456095 4   5    .text   ascii   T$>P
151  0x0000489b 0x0045609b 4   5    .text   ascii   D$AQ
152  0x000048a1 0x004560a1 4   5    .text   ascii   L$DR
153  0x000048a7 0x004560a7 4   5    .text   ascii   T$FP
154  0x000048ad 0x004560ad 4   5    .text   ascii   D$HQ
155  0x000048b2 0x004560b2 7   8    .text   ascii   L$HRPQh
156  0x000048be 0x004560be 7   10   .text   utf8    T$hj R脷 blocks=Basic Latin,CJK Unified Ideographs
157  0x000048d4 0x004560d4 5   6    .text   ascii   D$<Ph
158  0x00004940 0x00456140 5   6    .text   ascii   T$<RP
159  0x0000495f 0x0045615f 4   5    .text   ascii   D$Pj
160  0x0000496e 0x0045616e 4   5    .text   ascii   L$8Q
161  0x000049df 0x004561df 4   5    .text   ascii   u\ah,
162  0x000049fa 0x004561fa 4   5    .text   ascii   u\ahP
163  0x00004a15 0x00456215 4   5    .text   ascii   u\ahl
164  0x00004a6d 0x0045626d 4   5    .text   ascii   T$\fR
165  0x00004a79 0x00456279 4   6    .text   utf8    ׃|$\f blocks=Hebrew,Basic Latin
166  0x00004a97 0x00456297 4   7    .text   utf8    t\tP袶 blocks=Basic Latin,CJK Unified Ideographs
167  0x00004aa9 0x004562a9 4   5    .text   ascii   _][3
168  0x00004b62 0x00456362 4   5    .text   ascii   F\bPj
169  0x00004b96 0x00456396 4   5    .text   ascii   j@SP
170  0x00004c14 0x00456414 4   5    .text   ascii   [t\tV
171  0x00004c85 0x00456485 5   8    .text   utf8    T$(R賴 blocks=Basic Latin,CJK Unified Ideographs
172  0x00004cb5 0x004564b5 5   7    .text   utf8    ]Ít$  blocks=Basic Latin,Latin-1 Supplement
173  0x00004cd2 0x004564d2 4   5    .text   ascii   L$(Q
174  0x00004d2d 0x0045652d 4   5    .text   ascii   T$(R
175  0x00004d3e 0x0045653e 5   7    .text   utf8    ]Ít$  blocks=Basic Latin,Latin-1 Supplement
176  0x00004d5a 0x0045655a 4   5    .text   ascii   D$(P
177  0x00004d6b 0x0045656b 5   7    .text   utf8    ]Ít$  blocks=Basic Latin,Latin-1 Supplement
178  0x00004d7f 0x0045657f 6   7    .text   ascii   t$(j.V
179  0x00004dcd 0x004565cd 4   5    .text   ascii   tyj@
180  0x00004dd2 0x004565d2 4   5    .text   ascii   L$@j
181  0x00004de2 0x004565e2 4   6    .text   utf8    3҉D$ blocks=Basic Latin,Cyrillic
182  0x00004df6 0x004565f6 7   8    .text   ascii   L$<QRRh
183  0x00004e00 0x00456600 6   7    .text   ascii   \bRRRRV
184  0x00004e0f 0x0045660f 4   5    .text   ascii   D$`D
185  0x00004e39 0x00456639 4   7    .text   utf8    t$ 诀 blocks=Basic Latin,CJK Unified Ideographs
186  0x00004ee6 0x004566e6 4   5    .text   ascii   _^][
187  0x00004f01 0x00456701 4   5    .text   ascii   t$Lj
188  0x00004f73 0x00456773 4   5    .text   ascii   D$0P
189  0x00004fc1 0x004567c1 4   5    .text   ascii   \$Dh
190  0x00005047 0x00456847 4   5    .text   ascii   T$XR
191  0x0000507e 0x0045687e 6   7    .text   ascii   T$XVWR
192  0x0000508a 0x0045688a 4   6    .text   utf8    L$d3
193  0x000050b6 0x004568b6 4   5    .text   ascii   D$h3
194  0x000050bd 0x004568bd 4   5    .text   ascii   D$|P
195  0x000050e1 0x004568e1 5   6    .text   ascii   T$0QR
196  0x0000511e 0x0045691e 4   6    .text   utf8    Ћ\$( blocks=Cyrillic,Basic Latin
197  0x00005170 0x00456970 4   5    .text   ascii   j@WP
198  0x00005181 0x00456981 4   5    .text   ascii   T$,R
199  0x00005188 0x00456988 4   5    .text   ascii   D$8@
200  0x00005249 0x00456a49 4   5    .text   ascii   T$\R
201  0x00005258 0x00456a58 4   5    .text   ascii   \b9D$
202  0x00005266 0x00456a66 6   7    .text   ascii   L$@9L$
203  0x000052b2 0x00456ab2 4   7    .text   utf8    t\tW臮 blocks=Basic Latin,CJK Unified Ideographs
204  0x000052f0 0x00456af0 4   5    .text   ascii   T$LR
205  0x000052fc 0x00456afc 4   5    .text   ascii   _^][
206  0x0000532b 0x00456b2b 4   5    .text   ascii   SUVW
207  0x000053da 0x00456bda 4   5    .text   ascii   D$$$
208  0x00005447 0x00456c47 4   5    .text   ascii   T$(R
209  0x0000547e 0x00456c7e 6   7    .text   ascii   T$(VWR
210  0x0000548a 0x00456c8a 4   6    .text   utf8    L$43
211  0x0000549c 0x00456c9c 4   5    .text   ascii   +D$|
212  0x000054ae 0x00456cae 10  13   .text   utf8    +ŉT$4\eщ\$0 blocks=Basic Latin,Latin Extended-A,Cyrillic
213  0x000054de 0x00456cde 5   7    .text   utf8    +݉\$@ blocks=Basic Latin,Syriac
214  0x00005546 0x00456d46 4   5    .text   ascii   j@WP
215  0x0000555b 0x00456d5b 4   5    .text   ascii   T$LR
216  0x00005562 0x00456d62 4   5    .text   ascii   D$X@
217  0x00005580 0x00456d80 4   5    .text   ascii   D$l0
218  0x0000559e 0x00456d9e 4   5    .text   ascii   D$LP
219  0x000055ca 0x00456dca 4   5    .text   ascii   D$xW
220  0x000055d5 0x00456dd5 4   5    .text   ascii   QRVP
221  0x000055ef 0x00456def 4   5    .text   ascii   |$\;
222  0x00005629 0x00456e29 4   5    .text   ascii   L$DQ
223  0x0000562e 0x00456e2e 4   5    .text   ascii   D$$$
224  0x0000563b 0x00456e3b 4   5    .text   ascii   T$,R
225  0x0000564a 0x00456e4a 4   5    .text   ascii   \b;D$
226  0x00005674 0x00456e74 4   5    .text   ascii   L$DQ
227  0x00005679 0x00456e79 4   5    .text   ascii   D$$$
