[Strings]
nth   paddr      vaddr       len size section  type    string
85    0x00000e75 0x180001a75 4   6    .text    utf8    fAՆ7 blocks=Basic Latin,Armenian
86    0x00000ea1 0x180001aa1 4   6    .text    utf8    ӏA7A blocks=Cyrillic,Basic Latin
87    0x00000ed1 0x180001ad1 4   5    .text    ascii   |<w,
88    0x00000eff 0x180001aff 4   6    .text    utf8    O؉<C blocks=Basic Latin,Arabic
89    0x00000f06 0x180001b06 4   5    .text    ascii   Ac,m
90    0x00000f38 0x180001b38 4   6    .text    utf8    є;2\f blocks=Cyrillic,Basic Latin
91    0x00000f4b 0x180001b4b 4   5    .text    ascii   W]zS
92    0x00000f70 0x180001b70 4   6    .text    utf8    4E$Ĩ blocks=Basic Latin,Latin Extended-A
93    0x00000fd8 0x180001bd8 6   7    .text    ascii   anC#|w
94    0x00001013 0x180001c13 4   5    .text    ascii   mO.1
95    0x00001031 0x180001c31 4   5    .text    ascii   f_qM
96    0x00001082 0x180001c82 4   5    .text    ascii   @a\b7
97    0x000010e2 0x180001ce2 4   5    .text    ascii   \$\bH
98    0x0000112f 0x180001d2f 5   7    .text    utf8    ɈD$8A blocks=Latin Extended-B,Basic Latin
99    0x0000113a 0x180001d3a 4   5    .text    ascii   D$9C
100   0x00001144 0x180001d44 4   5    .text    ascii   D$:B
101   0x00001152 0x180001d52 4   5    .text    ascii   D$8A
102   0x00001194 0x180001d94 4   5    .text    ascii   HNff
103   0x00001203 0x180001e03 4   5    .text    ascii   \$0H
104   0x00001208 0x180001e08 4   5    .text    ascii   t$@H
105   0x00001249 0x180001e49 4   5    .text    ascii   T$ I
106   0x0000128c 0x180001e8c 4   5    .text    ascii   t$ I
107   0x00001298 0x180001e98 4   5    .text    ascii   |$$I
108   0x000012b1 0x180001eb1 7   8    .text    ascii   fffffff
109   0x000012c0 0x180001ec0 5   6    .text    ascii   A+S\fA
110   0x000012d3 0x180001ed3 4   5    .text    ascii   E+C8
111   0x000012e2 0x180001ee2 5   6    .text    ascii   A+S4A
112   0x000012f1 0x180001ef1 4   5    .text    ascii   E+C0
113   0x00001300 0x180001f00 5   6    .text    ascii   A+S,A
114   0x0000130f 0x180001f0f 4   5    .text    ascii   E+C(
115   0x0000131e 0x180001f1e 5   6    .text    ascii   A+S$A
116   0x0000132d 0x180001f2d 4   5    .text    ascii   E+C 
117   0x00001532 0x180002132 5   6    .text    ascii   \ef"IJ
118   0x00001543 0x180002143 6   8    .text    utf8    :NݓRbs blocks=Basic Latin,Arabic Supplement
119   0x00001580 0x180002180 5   6    .text    ascii   *Q&Zc
120   0x000015a3 0x1800021a3 4   5    .text    ascii   na/e
121   0x000015a8 0x1800021a8 4   6    .text    utf8    \a4>ʇ blocks=Basic Latin,IPA Extensions
122   0x000015d2 0x1800021d2 4   6    .text    utf8    #ȉW) blocks=Basic Latin,Latin Extended-B
123   0x000015d9 0x1800021d9 5   7    .text    utf8    ӤYsZ] blocks=Cyrillic,Basic Latin
124   0x00001683 0x180002283 4   5    .text    ascii   t7SH
125   0x000016c2 0x1800022c2 4   5    .text    ascii   \$\bH
126   0x00001768 0x180002368 4   5    .text    ascii   \$0H
127   0x0000176d 0x18000236d 4   5    .text    ascii   t$8H
128   0x00001782 0x180002382 12  13   .text    ascii   UVWATAUAVAWH
129   0x000017af 0x1800023af 4   5    .text    ascii   L$`M
130   0x000017d6 0x1800023d6 4   5    .text    ascii   u\fH9
131   0x000017f1 0x1800023f1 4   5    .text    ascii   u\fH9
132   0x0000180c 0x18000240c 4   5    .text    ascii   u\fH9
133   0x0000182c 0x18000242c 6   7    .text    ascii   f9\vt\tH
134   0x0000183c 0x18000243c 5   6    .text    ascii   ;:u,H
135   0x0000188e 0x18000248e 4   5    .text    ascii   \t\vf
136   0x00001894 0x180002494 4   5    .text    ascii   .u\tH
137   0x000018ef 0x1800024ef 4   5    .text    ascii   tWH;
138   0x00001922 0x180002522 4   5    .text    ascii   tWH+
139   0x0000194b 0x18000254b 4   5    .text    ascii   t$H+
140   0x00001980 0x180002580 4   5    .text    ascii   t$`L
141   0x00001985 0x180002585 4   5    .text    ascii   L$pM
142   0x000019f8 0x1800025f8 4   5    .text    ascii   \$hH
143   0x000019fe 0x1800025fe 12  13   .text    ascii    A_A^A]A\_^]
144   0x00001a0e 0x18000260e 4   5    .text    ascii   \$\bH
145   0x00001a4c 0x18000264c 4   5    .text    ascii   \$@H
146   0x00001a51 0x180002651 5   6    .text    ascii   L$8M#
147   0x00001a62 0x180002662 4   5    .text    ascii   T$0L
148   0x00001a67 0x180002667 5   6    .text    ascii   L$(I#
149   0x00001a78 0x180002678 4   5    .text    ascii   T$ H
150   0x00001a8c 0x18000268c 4   5    .text    ascii   \$`H
151   0x00001a91 0x180002691 4   5    .text    ascii   t$hH
152   0x00001c56 0x180002856 4   5    .text    ascii   \$\bH
153   0x00001ca1 0x1800028a1 4   6    .text    utf8    щD$  blocks=Cyrillic,Basic Latin
154   0x00001d32 0x180002932 4   5    .text    ascii   L$ t
155   0x00001d5b 0x18000295b 4   5    .text    ascii   \$@H
156   0x00001d60 0x180002960 4   5    .text    ascii   t$HH
157   0x00001d65 0x180002965 4   5    .text    ascii   |$PH
158   0x00001d72 0x180002972 4   5    .text    ascii   \$\bH
159   0x00001d9b 0x18000299b 4   5    .text    ascii   \$0H
160   0x00001da0 0x1800029a0 4   5    .text    ascii   t$8H
161   0x00001db2 0x1800029b2 4   5    .text    ascii   L$\bH
162   0x00001dd2 0x1800029d2 5   6    .text    ascii   D$XE3
163   0x00001dda 0x1800029da 4   5    .text    ascii   T$`H
164   0x00001de9 0x1800029e9 4   5    .text    ascii   D$PH
165   0x00001dff 0x1800029ff 4   5    .text    ascii   D$HH
166   0x00001e04 0x180002a04 4   5    .text    ascii   D$0H
167   0x00001e09 0x180002a09 4   5    .text    ascii   D$@H
168   0x00001e0e 0x180002a0e 4   5    .text    ascii   D$(H
169   0x00001e1a 0x180002a1a 4   5    .text    ascii   D$ L
170   0x00001e1f 0x180002a1f 4   5    .text    ascii   L$PL
171   0x00001e24 0x180002a24 4   5    .text    ascii   D$XH
172   0x00001e29 0x180002a29 4   5    .text    ascii   T$`3
173   0x00001e91 0x180002a91 4   5    .text    ascii   D$hH
174   0x00001f0a 0x180002b0a 6   7    .text    ascii   @\b;\nt+
175   0x00001f67 0x180002b67 4   6    .text    utf8    (E3:
176   0x00001f9f 0x180002b9f 4   5    .text    ascii   D$0A
177   0x00002093 0x180002c93 5   6    .text    ascii   \$\bWH
178   0x000020b6 0x180002cb6 4   5    .text    ascii   \$0H
179   0x000020c2 0x180002cc2 5   6    .text    ascii   \$\bWH
180   0x000020f0 0x180002cf0 4   5    .text    ascii   \$0H
181   0x000020fe 0x180002cfe 5   6    .text    ascii   \$\bWH
182   0x000021a2 0x180002da2 4   5    .text    ascii   \$0H
183   0x000021ae 0x180002dae 4   5    .text    ascii   \$\bH
184   0x000021bb 0x180002dbb 10  11   .text    ascii   WATAUAVAWH
185   0x00002213 0x180002e13 4   5    .text    ascii   D$0H
186   0x00002231 0x180002e31 4   5    .text    ascii   D$ L
187   0x00002239 0x180002e39 4   5    .text    ascii   t$(L
188   0x00002241 0x180002e41 4   5    .text    ascii   D$8H
189   0x0000224a 0x180002e4a 5   6    .text    ascii   |$ H;
190   0x00002257 0x180002e57 4   5    .text    ascii   H9\au
191   0x000022a5 0x180002ea5 4   5    .text    ascii   \$(H
192   0x000022ad 0x180002ead 4   5    .text    ascii   \$0L
193   0x000022b5 0x180002eb5 4   5    .text    ascii   D$8H
194   0x00002325 0x180002f25 4   5    .text    ascii   \$pH
195   0x0000232a 0x180002f2a 4   5    .text    ascii   t$xH
196   0x00002330 0x180002f30 10  11   .text    ascii   @A_A^A]A\_
197   0x000023b8 0x180002fb8 9   10   .text    ascii   t$ WATAUH
198   0x000024ab 0x1800030ab 4   5    .text    ascii   <vGI
199   0x00002598 0x180003198 5   6    .text    ascii   \bf93t
200   0x000025b1 0x1800031b1 4   5    .text    ascii   L$@@
201   0x000025c3 0x1800031c3 4   5    .text    ascii   L$0H
202   0x000025c8 0x1800031c8 4   5    .text    ascii   T$@H
203   0x00002603 0x180003203 5   6    .text    ascii   A]A\_
204   0x0000269e 0x18000329e 5   6    .text    ascii   UWATH
205   0x000026da 0x1800032da 4   5    .text    ascii   L$t3
206   0x000026ec 0x1800032ec 4   5    .text    ascii   \$pH
207   0x000026f9 0x1800032f9 4   5    .text    ascii   \$HH
208   0x00002710 0x180003310 4   5    .text    ascii   T$@I
209   0x0000272b 0x18000332b 4   5    .text    ascii   T$@H
210   0x00002730 0x180003330 4   5    .text    ascii   L$`H
211   0x00002735 0x180003335 4   5    .text    ascii   L$0H
212   0x0000273a 0x18000333a 4   5    .text    ascii   L$XL
213   0x00002742 0x180003342 4   5    .text    ascii   L$(H
214   0x0000274e 0x18000334e 4   5    .text    ascii   L$ 3
215   0x00002782 0x180003382 4   5    .text    ascii   |$tH
216   0x000027da 0x1800033da 4   5    .text    ascii   A\_]
217   0x00002816 0x180003416 4   5    .text    ascii   \$\bH
218   0x00002854 0x180003454 4   5    .text    ascii   T$`L
219   0x00002860 0x180003460 4   5    .text    ascii   \$@H
220   0x00002865 0x180003465 4   5    .text    ascii   l$HH
221   0x0000286a 0x18000346a 4   5    .text    ascii   t$PH
222   0x00002875 0x180003475 4   5    .text    ascii   D$`H
223   0x00002987 0x180003587 10  11   .text    ascii   WATAUAVAWH
224   0x000029a0 0x1800035a0 4   5    .text    ascii   y8M+
225   0x000029b6 0x1800035b6 5   6    .text    ascii   IcqHI
226   0x00002a00 0x180003600 4   5    .text    ascii   L$0I
227   0x00002a68 0x180003668 4   5    .text    ascii   D$(I
228   0x00002a6d 0x18000366d 4   5    .text    ascii   D$(I
229   0x00002aac 0x1800036ac 7   9    .text    utf8    M+Ǩ t;3 blocks=Basic Latin,Latin Extended-B
230   0x00002aee 0x1800036ee 5   6    .text    ascii   IcqHH
231   0x00002af5 0x1800036f5 5   6    .text    ascii   ;7sUH
232   0x00002b18 0x180003718 5   6    .text    ascii   D;+t1
233   0x00002b37 0x180003737 4   5    .text    ascii   D$HD
234   0x00002b55 0x180003755 4   5    .text    ascii   \$@I
235   0x00002b67 0x180003767 9   10   .text    ascii   A_A^A]A\_
236   0x00002bae 0x1800037ae 5   6    .text    ascii   \$\bWH
237   0x00002c58 0x180003858 4   5    .text    ascii   \$0H
238   0x00002c66 0x180003866 5   6    .text    ascii   \$\bWH
239   0x00002cdf 0x1800038df 4   5    .text    ascii   \$0H
240   0x00002db5 0x1800039b5 4   5    .text    ascii   L$0H
241   0x00002dcb 0x1800039cb 5   6    .text    ascii   L$0H;
242   0x00002e36 0x180003a36 4   5    .text    ascii   \$8H
243   0x00002e48 0x180003a48 4   6    .text    utf8    ً\r1w blocks=Arabic,Basic Latin
244   0x00002f15 0x180003b15 5   6    .text    ascii   x ATH
245   0x00002f66 0x180003b66 4   5    .text    ascii   l$8H
246   0x00002f6b 0x180003b6b 4   5    .text    ascii   t$@H
247   0x00002f70 0x180003b70 4   5    .text    ascii   |$HH
248   0x00002f78 0x180003b78 4   5    .text    ascii   \$0H
249   0x00002f95 0x180003b95 5   6    .text    ascii   x ATH
250   0x00002feb 0x180003beb 4   5    .text    ascii   l$8H
251   0x00002ff0 0x180003bf0 4   5    .text    ascii   t$@H
252   0x00002ff5 0x180003bf5 4   5    .text    ascii   |$HH
253   0x00002ffd 0x180003bfd 4   5    .text    ascii   \$0H
254   0x00003019 0x180003c19 5   6    .text    ascii   x ATH
255   0x00003071 0x180003c71 4   5    .text    ascii   l$8H
256   0x00003076 0x180003c76 4   5    .text    ascii   t$@H
257   0x0000307b 0x180003c7b 4   5    .text    ascii   |$HH
258   0x00003083 0x180003c83 4   5    .text    ascii   \$0H
259   0x00003092 0x180003c92 4   5    .text    ascii   \$\bH
260   0x0000309f 0x180003c9f 7   8    .text    ascii   ATAUAVH
261   0x0000310d 0x180003d0d 4   5    .text    ascii   B1\nD
262   0x00003130 0x180003d30 4   6    .text    utf8    rŋ\r4 blocks=Basic Latin,Latin Extended-A
263   0x00003138 0x180003d38 6   7    .text    ascii   fD9t$b
264   0x00003146 0x180003d46 4   5    .text    ascii   D$hH
265   0x000031bd 0x180003dbd 5   6    .text    ascii   B0\n\nD
266   0x00003224 0x180003e24 4   5    .text    ascii   tEHc
267   0x000032e7 0x180003ee7 4   5    .text    ascii   L;\b@
268   0x000032f3 0x180003ef3 5   6    .text    ascii   L;\b\bH
269   0x00003316 0x180003f16 5   6    .text    ascii   L;\b@H
270   0x0000335b 0x180003f5b 6   7    .text    ascii   A^A]A\
271   0x00003366 0x180003f66 4   5    .text    ascii   \$\bH
272   0x000033c9 0x180003fc9 4   5    .text    ascii   \$0H
273   0x000033ce 0x180003fce 4   5    .text    ascii   t$8H
274   0x000033da 0x180003fda 4   5    .text    ascii   \$\bH
275   0x00003462 0x180004062 4   5    .text    ascii   t.Hc
276   0x000034c6 0x1800040c6 4   5    .text    ascii   \$@H
277   0x000034cb 0x1800040cb 4   5    .text    ascii   l$HH
278   0x000034d0 0x1800040d0 4   5    .text    ascii   t$PH
279   0x00003519 0x180004119 9   10   .text    ascii   x ATAUAVH
280   0x00003527 0x180004127 4   5    .text    ascii   l$`M
281   0x000035fd 0x1800041fd 4   6    .text    utf8    @;\t
282   0x00003604 0x180004204 4   5    .text    ascii   ;"u6
283   0x0000364a 0x18000424a 10  11   .text    ascii   u\b< tG<\ttC
284   0x000036ba 0x1800042ba 4   5    .text    ascii   \$@H
285   0x000036bf 0x1800042bf 4   5    .text    ascii   l$HH
286   0x000036c4 0x1800042c4 4   5    .text    ascii   t$PH
287   0x000036c9 0x1800042c9 4   5    .text    ascii   |$XH
288   0x000036cf 0x1800042cf 7   8    .text    ascii    A^A]A\
289   0x000036df 0x1800042df 5   6    .text    ascii   t$ WH
290   0x00003731 0x180004331 4   5    .text    ascii   D$HL
291   0x00003736 0x180004336 5   6    .text    ascii   L$@E3
292   0x0000374b 0x18000434b 6   7    .text    ascii   Hct$@H
293   0x0000375d 0x18000435d 8   9    .text    ascii   s\HcL$HH
294   0x00003789 0x180004389 4   5    .text    ascii   D$HL
295   0x0000378e 0x18000438e 4   5    .text    ascii   L$@H
296   0x000037a3 0x1800043a3 4   5    .text    ascii   \$@H
297   0x000037c0 0x1800043c0 4   5    .text    ascii   \$PH
298   0x000037c5 0x1800043c5 4   5    .text    ascii   t$XH
299   0x000037e1 0x1800043e1 5   6    .text    ascii   x ATH
300   0x00003801 0x180004401 5   6    .text    ascii   fD9 t
301   0x0000380b 0x18000440b 5   6    .text    ascii   fD9#u
302   0x00003815 0x180004415 5   6    .text    ascii   fD9#u
303   0x0000381d 0x18000441d 5   6    .text    ascii   d$8H+
304   0x00003825 0x180004425 4   5    .text    ascii   d$0H
305   0x00003838 0x180004438 4   5    .text    ascii   d$(L
306   0x0000385f 0x18000445f 4   5    .text    ascii   d$8L
307   0x00003864 0x180004464 4   5    .text    ascii   d$0D
308   0x00003870 0x180004470 6   8    .text    utf8    3ɉl$(H blocks=Basic Latin,Latin Extended-B
309   0x000038ab 0x1800044ab 4   5    .text    ascii   \$PH
310   0x000038b0 0x1800044b0 4   5    .text    ascii   l$XH
311   0x000038b5 0x1800044b5 4   5    .text    ascii   t$`H
312   0x000038ba 0x1800044ba 4   5    .text    ascii   |$hH
313   0x000038c6 0x1800044c6 5   6    .text    ascii   \$\bWH
314   0x000038f3 0x1800044f3 4   5    .text    ascii   \$0H
315   0x000038fe 0x1800044fe 5   6    .text    ascii   \$\bWH
316   0x0000392b 0x18000452b 4   5    .text    ascii   \$0H
317   0x00003936 0x180004536 4   5    .text    ascii   \$\bH
318   0x00003af1 0x1800046f1 4   5    .text    ascii   \$0H
319   0x00003af6 0x1800046f6 4   5    .text    ascii   l$8H
320   0x00003afb 0x1800046fb 4   5    .text    ascii   t$@H
321   0x00003b01 0x180004701 6   8    .text    utf8     _øcsm blocks=Basic Latin,Latin-1 Supplement
322   0x00003b7a 0x18000477a 4   5    .text    ascii   L$8D
323   0x00003b8b 0x18000478b 5   6    .text    ascii   \$8L3
324   0x00003bc2 0x1800047c2 4   5    .text    ascii   \$@H
325   0x00003bd6 0x1800047d6 4   5    .text    ascii   \$\bH
326   0x00003bfb 0x1800047fb 5   7    .text    utf8    u&Hcƺ blocks=Basic Latin,Latin Extended-B
327   0x00003c35 0x180004835 4   5    .text    ascii   \$0H
328   0x00003c3a 0x18000483a 4   5    .text    ascii   t$8H
329   0x00003c3f 0x18000483f 4   5    .text    ascii   |$@H
330   0x00003c5a 0x18000485a 4   5    .text    ascii   \$\bH
331   0x00003ccc 0x1800048cc 4   5    .text    ascii   \$0H
332   0x00003cd1 0x1800048d1 4   5    .text    ascii   l$8H
333   0x00003cd6 0x1800048d6 4   5    .text    ascii   t$@H
334   0x00003cfa 0x1800048fa 4   5    .text    ascii   \$\bH
335   0x00003d0c 0x18000490c 4   6    .text    utf8     Hcپ blocks=Basic Latin,Arabic
336   0x00003dca 0x1800049ca 4   5    .text    ascii   \$0H
337   0x00003dcf 0x1800049cf 4   5    .text    ascii   t$8H
338   0x00003dd4 0x1800049d4 4   5    .text    ascii   |$@H
339   0x00003de2 0x1800049e2 5   6    .text    ascii   \$\bWH
340   0x00003e15 0x180004a15 4   5    .text    ascii   \$0H
341   0x00003ea2 0x180004aa2 10  11   .text    ascii   WATAUAVAWH
342   0x00003eb4 0x180004ab4 4   5    .text    ascii   |$`3
343   0x00003ff0 0x180004bf0 4   5    .text    ascii   |$(H
344   0x00004024 0x180004c24 4   6    .text    utf8    щL$  blocks=Cyrillic,Basic Latin
345   0x00004033 0x180004c33 4   5    .text    ascii   }*Hc
346   0x000040b4 0x180004cb4 4   5    .text    ascii   \$hH
347   0x000040b9 0x180004cb9 4   5    .text    ascii   t$pH
348   0x000040bf 0x180004cbf 10  11   .text    ascii   0A_A^A]A\_
349   0x00004122 0x180004d22 4   5    .text    ascii   \$\bH
350   0x0000412f 0x180004d2f 7   8    .text    ascii   ATAUAVH
351   0x000041b8 0x180004db8 4   5    .text    ascii   V H;
352   0x00004212 0x180004e12 4   5    .text    ascii   \$@H
353   0x00004217 0x180004e17 4   5    .text    ascii   t$HH
354   0x0000421c 0x180004e1c 4   5    .text    ascii   |$PH
355   0x00004222 0x180004e22 7   8    .text    ascii    A^A]A\
356   0x00004246 0x180004e46 5   6    .text    ascii   \$\bWH
357   0x00004271 0x180004e71 4   5    .text    ascii   \$0H
358   0x00004288 0x180004e88 4   5    .text    ascii   f9\bt
359   0x00004290 0x180004e90 5   6    .text    ascii   HcH<H
360   0x000042b0 0x180004eb0 6   7    .text    ascii   LcA<E3
361   0x000042d2 0x180004ed2 4   5    .text    ascii   Q\fL;
362   0x00004318 0x180004f18 4   5    .text    ascii   t"M+
363   0x00004362 0x180004f62 5   6    .text    ascii   @\bMcP
364   0x00004488 0x180005088 12  13   .text    ascii   @SUVWATAUAVH
365   0x000044a3 0x1800050a3 4   5    .text    ascii   D$HA
366   0x000045ac 0x1800051ac 4   5    .text    ascii   tbL;
367   0x000045e2 0x1800051e2 4   5    .text    ascii   L$0A
368   0x000045ed 0x1800051ed 4   5    .text    ascii   D$8H
369   0x000045f2 0x1800051f2 4   5    .text    ascii   L$ A
370   0x00004676 0x180005276 5   6    .text    ascii   L$HH3
371   0x00004684 0x180005284 11  12   .text    ascii   PA^A]A\_^][
372   0x000048ff 0x1800054ff 4   5    .text    ascii   d$ L
373   0x00004922 0x180005522 4   5    .text    ascii   L$\bH
374   0x00004a86 0x180005686 4   5    .text    ascii   \$\bH
375   0x00004beb 0x1800057eb 4   5    .text    ascii   \$0H
376   0x00004bf0 0x1800057f0 4   5    .text    ascii   t$8H
377   0x00004cd2 0x1800058d2 4   5    .text    ascii   \$\bH
378   0x00004d49 0x180005949 4   5    .text    ascii   \$0H
379   0x00004d4e 0x18000594e 4   5    .text    ascii   l$8H
380   0x00004d53 0x180005953 4   5    .text    ascii   t$@H
381   0x00004d69 0x180005969 4   5    .text    ascii   x UH
382   0x00004dc0 0x1800059c0 5   6    .text    ascii   D$p H
383   0x00004df6 0x1800059f6 4   6    .text    utf8    uӋF\f blocks=Basic Latin,Cyrillic
384   0x00004e0e 0x180005a0e 5   7    .text    utf8    ˉD$(H blocks=Spacing Modifier Letters,Basic Latin
385   0x00004e37 0x180005a37 4   5    .text    ascii   D$8H
386   0x00004e3f 0x180005a3f 4   5    .text    ascii   \$0H
387   0x00004e44 0x180005a44 4   5    .text    ascii   D$(L
388   0x00004e49 0x180005a49 4   5    .text    ascii   L$pD
389   0x00004e4f 0x180005a4f 5   7    .text    utf8    3ɉ\$  blocks=Basic Latin,Latin Extended-B
390   0x00004e66 0x180005a66 4   5    .text    ascii   D$8H
391   0x00004e71 0x180005a71 4   5    .text    ascii   \$0H
392   0x00004e76 0x180005a76 4   5    .text    ascii   D$(L
393   0x00004e7b 0x180005a7b 4   5    .text    ascii   L$pA
394   0x00004e84 0x180005a84 5   7    .text    utf8    3ɉ\$  blocks=Basic Latin,Latin Extended-B
395   0x00004f93 0x180005b93 5   6    .text    ascii   \$0H;
396   0x00004fb2 0x180005bb2 5   6    .text    ascii   L$0H;
397   0x00004ffd 0x180005bfd 4   5    .text    ascii   \$8H
398   0x00005036 0x180005c36 4   5    .text    ascii   K\bH;
399   0x0000505e 0x180005c5e 7   8    .text    ascii   H9C\bt\eH
400   0x000050b6 0x180005cb6 4   5    .text    ascii   L$ 3
401   0x0000511f 0x180005d1f 4   7    .text    utf8    뻀|$8 blocks=Hangul Syllables,Basic Latin
402   0x00005141 0x180005d41 8   9    .text    ascii   UVWATAUH
