[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000200 0x00000200 5   6            ascii   .text
1    0x00000227 0x00000227 6   7            ascii   `.data
2    0x00000250 0x00000250 6   7            ascii   .reloc
3    0x00001001 0x00401001 4   5    .text   ascii   @AvJ
4    0x00001009 0x00401009 4   5    .text   ascii   wBv2
5    0x0000101d 0x0040101d 4   5    .text   ascii   CAv$
6    0x00001022 0x00401022 7   8    .text   ascii   Av,CAv\f
7    0x00001046 0x00401046 11  12   .text   ascii   Av FAv^AAvY
8    0x00001052 0x00401052 6   7    .text   ascii   Av\bFAv
9    0x00001059 0x00401059 4   5    .text   ascii   FAv~
10   0x0000106e 0x0040106e 6   7    .text   ascii   @v;AAv
11   0x00001076 0x00401076 7   8    .text   ascii   @vDCAv:
12   0x0000107e 0x0040107e 6   7    .text   ascii   Ev\vAAv
13   0x000010a1 0x004010a1 4   5    .text   ascii   Z1va
14   0x000010ec 0x004010ec 4   5    .text   ascii   MjCt
15   0x00001123 0x00401123 7   8    .text   ascii   u"+!uqS
16   0x0000112e 0x0040112e 4   5    .text   ascii    uPI
17   0x000011ae 0x004011ae 4   5    .text   ascii    uLB
18   0x000011ba 0x004011ba 4   5    .text   ascii    u5D
19   0x000011e5 0x004011e5 8   10   .text   utf8    D'uI?'uɇ blocks=Basic Latin,Latin Extended-B
20   0x000011ef 0x004011ef 6   7    .text   ascii   u/w!u\t
21   0x00001216 0x00401216 6   7    .text   ascii   !ukA'u
22   0x00001293 0x00401293 5   6    .text   ascii   u_s!u
23   0x000012a3 0x004012a3 7   8    .text   ascii   u?\'u+I
24   0x000012f5 0x004012f5 11  12   .text   ascii   " wp" wB,!w
25   0x0000133c 0x0040133c 8   9    .text   ascii   Y>2uBF2u
26   0x00001350 0x00401350 4   5    .text   ascii   q<bu
27   0x00001356 0x00401356 6   7    .text   ascii   bu\bWiu
28   0x000013f1 0x004013f1 4   5    .text   ascii   \tsv+
29   0x000013f9 0x004013f9 8   9    .text   ascii   %!w"bsvA
30   0x0000140e 0x0040140e 15  16   .text   ascii   tv\txrv{xrvJ\vsvC
31   0x0000143a 0x0040143a 6   7    .text   ascii   svclrv
32   0x0000144a 0x0040144a 13  15   .text   utf8    tvKCsvEsv2\rsv
33   0x0000145a 0x0040145a 7   8    .text   ascii   sv/ysve
34   0x0000147e 0x0040147e 6   7    .text   ascii   uvsmsv
35   0x00001485 0x00401485 7   8    .text   ascii   A$w#Xsv
36   0x0000149a 0x0040149a 6   8    .text   utf8    svˇxvK blocks=Basic Latin,Spacing Modifier Letters
37   0x000014a2 0x004014a2 7   8    .text   ascii   xvAPsv&
38   0x000014c1 0x004014c1 4   5    .text   ascii   *sv@
39   0x000014ce 0x004014ce 6   7    .text   ascii   tvu>sv
40   0x000014e1 0x004014e1 8   9    .text   ascii   rrvFtrv2
41   0x000014ee 0x004014ee 6   7    .text   ascii   rvGvrv
42   0x000014fe 0x004014fe 6   7    .text   ascii   sv/}rv
43   0x00001505 0x00401505 4   5    .text   ascii   {rv4
44   0x0000150d 0x0040150d 4   5    .text   ascii   xrvV
45   0x00001516 0x00401516 10  12   .text   utf8    sv6qrvҗrvN blocks=Basic Latin,Cyrillic
46   0x0000152e 0x0040152e 5   7    .text   utf8    tvӐrv blocks=Basic Latin,Cyrillic
47   0x00001536 0x00401536 5   7    .text   utf8    rvgsv
48   0x00001546 0x00401546 6   7    .text   ascii   vv;Vsv
49   0x0000154e 0x0040154e 6   7    .text   ascii   %wt_sv
50   0x0000156d 0x0040156d 4   5    .text   ascii   \esvh
51   0x00001578 0x00401578 4   5    .text   ascii   Q\eBt
52   0x00001683 0x00401683 4   6    .text   utf8    v#ȿv blocks=Basic Latin,Latin Extended-B
53   0x00001722 0x00401722 4   5    .text   ascii   3)6{
54   0x00001732 0x00401732 4   5    .text   ascii   3)6{
55   0x000017b2 0x004017b2 4   5    .text   ascii   L09n
56   0x000017e1 0x004017e1 5   6    .text   ascii   <5IkQ
57   0x00001872 0x00401872 4   5    .text   ascii   s1q4
58   0x000018b1 0x004018b1 5   6    .text   ascii   <5IkQ
59   0x000018d1 0x004018d1 5   6    .text   ascii   <5IkQ
60   0x00002390 0x00402390 14  60   .text   utf32le \a\a\b\b\t\t\n\n\v\v\f\f\r\r
61   0x0000281a 0x0040281a 7   16   .text   utf16le \a@\a \a`\a
62   0x0000282a 0x0040282a 15  32   .text   utf16le \aP\a0\ap\a\b\aH\a(\ah\a
63   0x0000284a 0x0040284a 7   16   .text   utf16le \aX\a8\ax\a
64   0x0000285a 0x0040285a 7   16   .text   utf16le \aD\a$\ad\a
65   0x0000286a 0x0040286a 7   16   .text   utf16le \aT\a4\at\a
66   0x0000291c 0x0040291c 116 117  .text   ascii   \a\a\a\a\b\b\b\b\b\b\b\b\t\t\t\t\t\t\t\t\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
67   0x00002a70 0x00402a70 32  33   .text   ascii   \e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e\e
68   0x00002b17 0x00402b17 17  18   .text   ascii   \a\b\b\t\t\n\n\v\v\f\f\f\f\r\r\r\r
