[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
18620 0x000e66b5 0x004ff0b5 5   6            ascii   n\f[us
18621 0x000e670b 0x004ff10b 5   6            ascii   kF/&m
18622 0x000e671e 0x004ff11e 7   8            ascii   4Y1Mb\aP
18623 0x000e6758 0x004ff158 4   5            ascii   @Do,
18624 0x000e67b4 0x004ff1b4 5   7            utf8    ֞"3@W blocks=Hebrew,Basic Latin
18625 0x000e67d0 0x004ff1d0 6   8            utf8    (D#e۩G blocks=Basic Latin,Arabic
18626 0x000e681d 0x004ff21d 4   6            utf8    ˊw?4 blocks=Spacing Modifier Letters,Basic Latin
18627 0x000e6892 0x004ff292 7   8            ascii   .8/3+k1
18628 0x000e68cf 0x004ff2cf 5   9            utf8    &kȷ擽N blocks=Basic Latin,Latin Extended-B,CJK Unified Ideographs
18629 0x000e6926 0x004ff326 4   5            ascii   \vg]N
18630 0x000e6960 0x004ff360 6   8            utf8    -6ΓgDw blocks=Basic Latin,Greek and Coptic
18631 0x000e6973 0x004ff373 4   5            ascii   %)2o
18632 0x000e69c6 0x004ff3c6 5   7            utf8    ,ܥ<q[ blocks=Basic Latin,Syriac
18633 0x000e6a13 0x004ff413 4   6            utf8    ?QJǷ blocks=Basic Latin,Latin Extended-B
18634 0x000e6a72 0x004ff472 6   9            utf8    iH6㔨\n^ blocks=Basic Latin,CJK Unified Ideographs Extension A
18635 0x000e6adc 0x004ff4dc 6   7            ascii   SrS0BQ
18636 0x000e6b2d 0x004ff52d 4   6            utf8    Ђca\v blocks=Cyrillic,Basic Latin
18637 0x000e6b7d 0x004ff57d 4   6            utf8    w\҅7 blocks=Basic Latin,Cyrillic
18638 0x000e6b88 0x004ff588 4   5            ascii   \rZ)y
18639 0x000e6bf6 0x004ff5f6 4   6            utf8    A\v~Ƈ blocks=Basic Latin,Latin Extended-B
18640 0x000e6c1b 0x004ff61b 4   5            ascii   Kt9(
18641 0x000e6c36 0x004ff636 8   9            ascii   rffdi>\e\b
18642 0x000e6c51 0x004ff651 4   5            ascii   *);#
18643 0x000e6cec 0x004ff6ec 4   5            ascii   -XQ9
18644 0x000e6d4b 0x004ff74b 4   6            utf8    }Fxϩ blocks=Basic Latin,Greek and Coptic
18645 0x000e6d59 0x004ff759 5   6            ascii   (%!/=
18646 0x000e6d73 0x004ff773 4   5            ascii   o-Yi
18647 0x000e6d87 0x004ff787 5   6            ascii   ~?wx*
18648 0x000e6de3 0x004ff7e3 4   5            ascii   tV%S
18649 0x000e6df5 0x004ff7f5 7   9            utf8    ]UcJnM&
18650 0x000e6eea 0x004ff8ea 5   7            utf8    "{ۜx5 blocks=Basic Latin,Arabic
18651 0x000e6f4a 0x004ff94a 4   6            utf8    Q3ĭ1 blocks=Basic Latin,Latin Extended-A
18652 0x000e6f75 0x004ff975 4   6            utf8    ſ(}a blocks=Latin Extended-A,Basic Latin
18653 0x000e6f80 0x004ff980 4   5            ascii   "'\ep
18654 0x000e6f85 0x004ff985 6   7            ascii   G#JL\v"
18655 0x000e6f8e 0x004ff98e 6   9            utf8    X<ɪRom blocks=Basic Latin,IPA Extensions
18656 0x000e6fc3 0x004ff9c3 4   5            ascii   2]=e
18657 0x000e701b 0x004ffa1b 4   6            utf8    HA`˵ blocks=Basic Latin,Spacing Modifier Letters
18658 0x000e7025 0x004ffa25 6   7            ascii   ]RuN#>
18659 0x000e7073 0x004ffa73 4   5            ascii   M_xs
18660 0x000e708f 0x004ffa8f 10  13           utf8    %4.,Ѿޝ3<\n] blocks=Basic Latin,Cyrillic,Thaana
18661 0x000e70e6 0x004ffae6 4   5            ascii   G;-V
18662 0x000e7153 0x004ffb53 4   5            ascii   [K!7
18663 0x000e719b 0x004ffb9b 4   5            ascii   YLi(
18664 0x000e71e2 0x004ffbe2 5   6            ascii   A)%R\n
18665 0x000e71fb 0x004ffbfb 5   6            ascii   ';G7_
18666 0x000e7217 0x004ffc17 4   5            ascii   dZ`;
18667 0x000e7258 0x004ffc58 6   8            utf8    j?\fh0ۄ blocks=Basic Latin,Arabic
18668 0x000e7280 0x004ffc80 4   6            utf8    <aàu blocks=Basic Latin,Latin-1 Supplement
18669 0x000e72aa 0x004ffcaa 5   6            ascii   `=/rG
18670 0x000e72b9 0x004ffcb9 4   5            ascii   IY?{
18671 0x000e72be 0x004ffcbe 4   5            ascii   +Eag
18672 0x000e72cf 0x004ffccf 5   8            utf8    %e:Šf blocks=Basic Latin,Latin Extended-A
18673 0x000e72fa 0x004ffcfa 4   6            utf8    \fZHݚ blocks=Basic Latin,Arabic Supplement
18674 0x000e7345 0x004ffd45 6   7            ascii   EomFwC
18675 0x000e736f 0x004ffd6f 4   6            utf8    ɟ3(v blocks=IPA Extensions,Basic Latin
18676 0x000e73f3 0x004ffdf3 5   7            utf8    CVUЍm blocks=Basic Latin,Cyrillic
18677 0x000e7403 0x004ffe03 6   7            ascii   ZA{ca?
18678 0x000e7440 0x004ffe40 4   6            utf8    BŖ_J blocks=Basic Latin,Latin Extended-A
18679 0x000e746d 0x004ffe6d 5   7            utf8    {%5'ե blocks=Basic Latin,Armenian
18680 0x000e7476 0x004ffe76 4   6            utf8    ѡ _@ blocks=Cyrillic,Basic Latin
18681 0x000e74b0 0x004ffeb0 4   5            ascii   {y\t6
18682 0x000e74f4 0x004ffef4 4   5            ascii   5d}2
18683 0x000e7522 0x004fff22 7   8            ascii   ;U\rwYzo
18684 0x000e7530 0x004fff30 4   5            ascii   \e\fU\
18685 0x000e758a 0x004fff8a 4   6            utf8    Ŏ}+0 blocks=Latin Extended-A,Basic Latin
18686 0x000e7630 0x00500030 5   7            utf8    3W)ʑA blocks=Basic Latin,IPA Extensions
18687 0x000e7640 0x00500040 5   8            utf8    唩cpK@ blocks=CJK Unified Ideographs,Basic Latin
18688 0x000e7653 0x00500053 4   5            ascii   J\QU
18689 0x000e7687 0x00500087 4   5            ascii   a?)X
18690 0x000e7698 0x00500098 4   5            ascii   iw?V
18691 0x000e76ef 0x005000ef 5   6            ascii   gtq\vK
18692 0x000e76fd 0x005000fd 5   6            ascii   K2TOZ
18693 0x000e770c 0x0050010c 5   7            utf8    Kwϧ|) blocks=Basic Latin,Greek and Coptic
18694 0x000e7736 0x00500136 5   7            utf8    >*Zͮ\r blocks=Basic Latin,Combining Diacritical Marks
18695 0x000e774b 0x0050014b 9   11           utf8    z>eS:̖Pkv blocks=Basic Latin,Combining Diacritical Marks
18696 0x000e7774 0x00500174 4   5            ascii   ^lVs
18697 0x000e77d7 0x005001d7 5   6            ascii   Uo=1L
18698 0x000e77ef 0x005001ef 6   8            utf8    UDǿRzw blocks=Basic Latin,Latin Extended-B
18699 0x000e7823 0x00500223 4   5            ascii   l;}<
18700 0x000e78ad 0x005002ad 4   5            ascii   O\r_\r
18701 0x000e78cd 0x005002cd 4   6            utf8    oOlv
18702 0x000e78d6 0x005002d6 4   5            ascii   -z0$
18703 0x000e78fe 0x005002fe 4   5            ascii   7_\ti
18704 0x000e7924 0x00500324 4   6            utf8    ϥ&>q blocks=Greek and Coptic,Basic Latin
18705 0x000e793b 0x0050033b 4   5            ascii   $:2K
18706 0x000e7946 0x00500346 4   5            ascii   @2]*
18707 0x000e797a 0x0050037a 7   8            ascii   x0cr82V
18708 0x000e79cd 0x005003cd 4   6            utf8    vɌ}) blocks=Basic Latin,Latin Extended-B
18709 0x000e79fb 0x005003fb 5   7            utf8    ʹ\r+,' blocks=Spacing Modifier Letters,Basic Latin
18710 0x000e7a1b 0x0050041b 5   6            ascii   (W6k]
18711 0x000e7a66 0x00500466 6   7            ascii   \eKP4\nR
18712 0x000e7a70 0x00500470 5   6            ascii   *\e3~*
18713 0x000e7ae5 0x005004e5 4   5            ascii   @K'+
18714 0x000e7b18 0x00500518 6   7            ascii   e-3Mg\t
18715 0x000e7b56 0x00500556 4   5            ascii   xY|`
18716 0x000e7b60 0x00500560 6   8            utf8    ڨ.<+Zv blocks=Arabic,Basic Latin
18717 0x000e7ba2 0x005005a2 4   5            ascii   \v>\vJ
18718 0x000e7bb5 0x005005b5 4   5            ascii   U\az(
18719 0x000e7bce 0x005005ce 4   5            ascii   uro$
18720 0x000e7c09 0x00500609 5   6            ascii   \mo^\f
18721 0x000e7c13 0x00500613 5   6            ascii   e62`k
18722 0x000e7c30 0x00500630 4   5            ascii   ;l!\f
18723 0x000e7c82 0x00500682 7   9            utf8    vzz]ц\aA blocks=Basic Latin,Cyrillic
18724 0x000e7c9f 0x0050069f 4   6            utf8    I%MP
18725 0x000e7cf6 0x005006f6 4   5            ascii   @[rk
18726 0x000e7d0e 0x0050070e 5   7            utf8    )8\e٤v blocks=Basic Latin,Arabic
18727 0x000e7d59 0x00500759 5   6            ascii   K^Hj0
18728 0x000e7d7a 0x0050077a 5   7            utf8    K݀z/+ blocks=Basic Latin,Syriac
18729 0x000e7dbf 0x005007bf 7   8            ascii   WY_OVGo
18730 0x000e7dde 0x005007de 4   5            ascii   CPKX
18731 0x000e7ded 0x005007ed 6   9            utf8    ի7ߵ$K9 blocks=Armenian,Basic Latin,NKo
18732 0x000e7e0f 0x0050080f 12  14           utf8    QkN8ܨ"l4ug^8 blocks=Basic Latin,Syriac
18733 0x000e7e6e 0x0050086e 4   5            ascii   &=EP
18734 0x000e7e88 0x00500888 5   6            ascii   .6[S~
18735 0x000e7e95 0x00500895 5   6            ascii   p"-mY
18736 0x000e7eb9 0x005008b9 5   6            ascii   tE{%u
18737 0x000e7ed2 0x005008d2 4   7            utf8    沰'}T blocks=CJK Unified Ideographs,Basic Latin
18738 0x000e7ee9 0x005008e9 4   6            utf8    խ;yU blocks=Armenian,Basic Latin
18739 0x000e7eef 0x005008ef 9   11           utf8    \tY<rj&dʛw blocks=Basic Latin,IPA Extensions
18740 0x000e7f15 0x00500915 4   5            ascii   k:j\a
18741 0x000e7f53 0x00500953 4   5            ascii   TO?y
18742 0x000e7fb4 0x005009b4 6   7            ascii   5Y1\aMI
18743 0x000e7fc0 0x005009c0 4   6            utf8    "~ÅX blocks=Basic Latin,Latin-1 Supplement
18744 0x000e8002 0x00500a02 7   8            ascii   \v}Z{={`
18745 0x000e8015 0x00500a15 6   8            utf8    ]~MUҖt blocks=Basic Latin,Cyrillic
18746 0x000e8029 0x00500a29 5   6            ascii   CB .G
18747 0x000e8042 0x00500a42 4   5            ascii   `qx9
18748 0x000e8071 0x00500a71 5   10           utf8    ꍯgLޟ0 blocks=Yi Syllables,Basic Latin,Thaana
18749 0x000e80da 0x00500ada 4   5            ascii   0;WU
18750 0x000e814e 0x00500b4e 5   8            utf8    F:A&䭑 blocks=Basic Latin,CJK Unified Ideographs Extension A
18751 0x000e8202 0x00500c02 8   9            ascii   \fZ0-\v\aO5
18752 0x000e823b 0x00500c3b 4   5            ascii   k%+}
18753 0x000e8276 0x00500c76 4   6            utf8    θ\fOE blocks=Greek and Coptic,Basic Latin
18754 0x000e827c 0x00500c7c 5   6            ascii   \v9#ow
18755 0x000e8299 0x00500c99 4   5            ascii   hxC^
18756 0x000e82c6 0x00500cc6 4   5            ascii   y~Zw
18757 0x000e82e9 0x00500ce9 4   5            ascii   {EkV
18758 0x000e8301 0x00500d01 7   8            ascii   wk>AlL*
18759 0x000e831d 0x00500d1d 7   9            utf8    or˹o\n*6 blocks=Basic Latin,Spacing Modifier Letters
18760 0x000e8366 0x00500d66 4   6            utf8    ݎ|,E blocks=Syriac,Basic Latin
18761 0x000e8371 0x00500d71 4   5            ascii   Jz~(
18762 0x000e838d 0x00500d8d 6   7            ascii   S>H\tJ\
18763 0x000e83b2 0x00500db2 4   6            utf8    yKˇr blocks=Basic Latin,Spacing Modifier Letters
18764 0x000e83c1 0x00500dc1 7   9            utf8    Wv_݆2+z blocks=Basic Latin,Syriac
18765 0x000e83dd 0x00500ddd 5   6            ascii   t^mr;
18766 0x000e842a 0x00500e2a 5   6            ascii   %c*<e
18767 0x000e8437 0x00500e37 4   5            ascii   ~L_r
18768 0x000e8463 0x00500e63 4   5            ascii   e%x*
18769 0x000e84d2 0x00500ed2 4   6            utf8    =ћ8{ blocks=Basic Latin,Cyrillic
18770 0x000e84e9 0x00500ee9 6   8            utf8    Lǿ+E?3 blocks=Basic Latin,Latin Extended-B
18771 0x000e8501 0x00500f01 4   5            ascii   nnIC
18772 0x000e850f 0x00500f0f 4   5            ascii   Z)4E
18773 0x000e8566 0x00500f66 5   8            utf8    Кz!$ȹ blocks=Cyrillic,Basic Latin,Latin Extended-B
18774 0x000e85af 0x00500faf 4   5            ascii   \bXZ\r
18775 0x000e85f5 0x00500ff5 4   5            ascii   \t&)o
18776 0x000e8610 0x00501010 4   5            ascii   ~fM`
18777 0x000e8625 0x00501025 4   5            ascii   \t Ey
18778 0x000e869f 0x0050109f 5   6            ascii   :?,$L
18779 0x000e86f3 0x005010f3 4   5            ascii   nQ0}
18780 0x000e86fc 0x005010fc 4   5            ascii   <\f~Z
18781 0x000e8707 0x00501107 5   6            ascii   4\r@\\e
18782 0x000e871d 0x0050111d 4   6            utf8    =܀CH blocks=Basic Latin,Syriac
18783 0x000e8750 0x00501150 4   6            utf8    Y%χX blocks=Basic Latin,Greek and Coptic
18784 0x000e8757 0x00501157 4   5            ascii   -h\az
18785 0x000e8777 0x00501177 4   5            ascii   \t`!1
18786 0x000e87a7 0x005011a7 5   6            ascii   -k\n,O
18787 0x000e87cc 0x005011cc 4   6            utf8    E=MǦ blocks=Basic Latin,Latin Extended-B
18788 0x000e87e2 0x005011e2 4   5            ascii   {+e\
18789 0x000e8802 0x00501202 4   5            ascii   Wo",
18790 0x000e8809 0x00501209 4   6            utf8    ]L+֕ blocks=Basic Latin,Hebrew
18791 0x000e884f 0x0050124f 4   5            ascii   \*KW
18792 0x000e88aa 0x005012aa 4   5            ascii   1]J8
18793 0x000e88cf 0x005012cf 4   5            ascii   [&*b
18794 0x000e88e9 0x005012e9 5   7            utf8    \t.TfΓ blocks=Basic Latin,Greek and Coptic
18795 0x000e8926 0x00501326 4   5            ascii   /aKG
18796 0x000e8931 0x00501331 6   8            utf8    M(&-ߍX blocks=Basic Latin,NKo
18797 0x000e8943 0x00501343 4   5            ascii   2Q?s
18798 0x000e8953 0x00501353 5   6            ascii   #r(dl
18799 0x000e8960 0x00501360 4   5            ascii   r6wr
18800 0x000e8965 0x00501365 4   5            ascii   m7)C
18801 0x000e896a 0x0050136a 5   6            ascii   =/sXs
18802 0x000e8970 0x00501370 4   5            ascii   *MO0
18803 0x000e89be 0x005013be 4   5            ascii   \f\ni#
18804 0x000e89df 0x005013df 5   6            ascii   m\f\n6\v
18805 0x000e8a3f 0x0050143f 5   6            ascii   zm\f+_
18806 0x000e8a74 0x00501474 9   11           utf8    K3TDeϟ3Yp blocks=Basic Latin,Greek and Coptic
18807 0x000e8a80 0x00501480 4   5            ascii   YtMh
18808 0x000e8acd 0x005014cd 5   6            ascii   *"7"d
18809 0x000e8b4f 0x0050154f 5   6            ascii   !\n,'F
18810 0x000e8bb3 0x005015b3 6   8            utf8    m~ףAz% blocks=Basic Latin,Hebrew
18811 0x000e8bbf 0x005015bf 7   9            utf8    \f[O+8RE
18812 0x000e8bca 0x005015ca 4   5            ascii   \bpC>
18813 0x000e8be1 0x005015e1 4   5            ascii   =LZ2
18814 0x000e8bfe 0x005015fe 5   6            ascii   _\vuaT
18815 0x000e8c0a 0x0050160a 8   10           utf8    JeVt!5گI blocks=Basic Latin,Arabic
18816 0x000e8c28 0x00501628 4   5            ascii   j03K
18817 0x000e8c34 0x00501634 5   7            utf8    çCw~r blocks=Latin-1 Supplement,Basic Latin
18818 0x000e8c60 0x00501660 8   10           utf8    н~\a(\a/(H blocks=Cyrillic,Basic Latin
18819 0x000e8c83 0x00501683 4   6            utf8    L@,Ժ blocks=Basic Latin,Armenian
18820 0x000e8ca5 0x005016a5 4   5            ascii   7:!V
18821 0x000e8cc0 0x005016c0 4   5            ascii   '@\eY
18822 0x000e8cd0 0x005016d0 5   6            ascii   <it\t}
18823 0x000e8cdf 0x005016df 4   5            ascii   j;~K
18824 0x000e8cf7 0x005016f7 6   7            ascii   "7lb+f
18825 0x000e8deb 0x005017eb 4   6            utf8    h/\tB
18826 0x000e8e48 0x00501848 4   5            ascii   Kl;1
18827 0x000e8e82 0x00501882 4   5            ascii   ai\vy
18828 0x000e8f99 0x00501999 5   6            ascii   XKSz!
18829 0x000e8fba 0x005019ba 5   7            utf8     <כw_ blocks=Basic Latin,Hebrew
18830 0x000e8fc8 0x005019c8 5   7            utf8    EPgܙ5 blocks=Basic Latin,Syriac
18831 0x000e900c 0x00501a0c 7   10           utf8    Ӎ-ڲGW\ns blocks=Cyrillic,Basic Latin,Arabic
18832 0x000e902d 0x00501a2d 4   5            ascii   AC5Y
18833 0x000e906a 0x00501a6a 4   5            ascii   !bkc
18834 0x000e9095 0x00501a95 4   7            utf8    ]苈sR blocks=Basic Latin,CJK Unified Ideographs
18835 0x000e90a5 0x00501aa5 5   7            utf8    $՛#\ff blocks=Basic Latin,Armenian
18836 0x000e90cc 0x00501acc 6   9            utf8    YZǐfRM blocks=Basic Latin,Latin Extended-B
18837 0x000e90e0 0x00501ae0 4   5            ascii   %,I=
18838 0x000e9175 0x00501b75 6   7            ascii   _yIFW9
18839 0x000e918d 0x00501b8d 4   5            ascii   _I\bv
18840 0x000e919b 0x00501b9b 4   6            utf8    eH\rٗ blocks=Basic Latin,Arabic
18841 0x000e91a8 0x00501ba8 4   5            ascii   p$\tt
18842 0x000e91b3 0x00501bb3 4   6            utf8    Nkݗ{ blocks=Basic Latin,Arabic Supplement
18843 0x000e91bd 0x00501bbd 4   7            utf8    I\a~ blocks=Basic Latin,Private Use Area
18844 0x000e9246 0x00501c46 4   5            ascii   k/"$
18845 0x000e924c 0x00501c4c 4   6            utf8    ݁\v+I blocks=Syriac,Basic Latin
18846 0x000e9272 0x00501c72 6   8            utf8    4/cTdÊ blocks=Basic Latin,Latin-1 Supplement
18847 0x000e92df 0x00501cdf 4   5            ascii   a\b-Y
18848 0x000e92fd 0x00501cfd 8   9            ascii   T-SaBza-
18849 0x000e935a 0x00501d5a 7   9            utf8    SL˙B~?f blocks=Basic Latin,Spacing Modifier Letters
18850 0x000e93ba 0x00501dba 7   8            ascii   H{B"Cj!
18851 0x000e93d3 0x00501dd3 4   6            utf8    \bԥ\g blocks=Basic Latin,Cyrillic Supplement
18852 0x000e9416 0x00501e16 5   6            ascii   Vh8\s
18853 0x000e9463 0x00501e63 4   5            ascii   6x,m
18854 0x000e947d 0x00501e7d 4   5            ascii   ]4;6
18855 0x000e9484 0x00501e84 5   6            ascii   t~{\a|
18856 0x000e9494 0x00501e94 5   7            utf8    \ϑP@m blocks=Basic Latin,Greek and Coptic
18857 0x000e94cf 0x00501ecf 4   5            ascii   gg@V
18858 0x000e9540 0x00501f40 5   6            ascii   ^x$,V
18859 0x000e95b0 0x00501fb0 4   5            ascii   5}&P
18860 0x000e95d7 0x00501fd7 4   5            ascii   vOKx
18861 0x000e95f0 0x00501ff0 9   12           utf8    k<b\˥ԣ0~\t blocks=Basic Latin,Spacing Modifier Letters,Cyrillic Supplement
18862 0x000e9625 0x00502025 4   5            ascii   N-dx
18863 0x000e964e 0x0050204e 5   7            utf8    @ڟ 0* blocks=Basic Latin,Arabic
18864 0x000e9689 0x00502089 4   5            ascii   }%+'
18865 0x000e968e 0x0050208e 9   10           ascii   vK4`H-y?I
18866 0x000e96a0 0x005020a0 4   5            ascii   [?\r6
18867 0x000e96d4 0x005020d4 4   5            ascii   2\tm6
18868 0x000e9721 0x00502121 4   5            ascii   P>Eq
18869 0x000e972b 0x0050212b 4   5            ascii   WwFt
18870 0x000e974b 0x0050214b 4   6            utf8    _Ʃ\e^ blocks=Basic Latin,Latin Extended-B
18871 0x000e9777 0x00502177 5   6            ascii   ?=*.\e
18872 0x000e979c 0x0050219c 4   5            ascii   z&+<
18873 0x000e97c3 0x005021c3 4   5            ascii   y6?g
18874 0x000e9818 0x00502218 4   6            utf8    K.Q$
18875 0x000e983a 0x0050223a 5   6            ascii   mh#8k
18876 0x000e986e 0x0050226e 4   5            ascii   f\e:4
18877 0x000e9882 0x00502282 5   6            ascii   WNcux
18878 0x000e98a4 0x005022a4 4   5            ascii   Z_]D
18879 0x000e98fb 0x005022fb 4   5            ascii   {A|m
18880 0x000e990b 0x0050230b 4   5            ascii   9;B!
18881 0x000e991f 0x0050231f 5   8            utf8    \aⴃ'I% blocks=Basic Latin,Georgian Supplement
18882 0x000e994e 0x0050234e 5   7            utf8    &~8p>
18883 0x000e998c 0x0050238c 4   5            ascii   pAUI
18884 0x000e99e9 0x005023e9 4   6            utf8    eDǬa blocks=Basic Latin,Latin Extended-B
18885 0x000e99ef 0x005023ef 4   6            utf8    ƌ->P blocks=Latin Extended-B,Basic Latin
18886 0x000e9a2a 0x0050242a 4   5            ascii   LWFU
18887 0x000e9a3e 0x0050243e 4   5            ascii   6e;B
18888 0x000e9a45 0x00502445 4   6            utf8    "ӳ\nt blocks=Basic Latin,Cyrillic
18889 0x000e9a4d 0x0050244d 6   8            utf8    \}Uʹh^ blocks=Basic Latin,Greek and Coptic
18890 0x000e9a6c 0x0050246c 9   12           utf8    Muo܇t\elq0 blocks=Basic Latin,Syriac
18891 0x000e9a7b 0x0050247b 4   5            ascii   N}Jh
18892 0x000e9a97 0x00502497 5   8            utf8    걹\b.y& blocks=Hangul Syllables,Basic Latin
18893 0x000e9aca 0x005024ca 6   7            ascii   |/Kx/[
18894 0x000e9ae6 0x005024e6 5   7            utf8    6S˼\v: blocks=Basic Latin,Spacing Modifier Letters
18895 0x000e9b4d 0x0050254d 5   6            ascii   ^\nilx
18896 0x000e9b5e 0x0050255e 4   5            ascii   yi\b\
18897 0x000e9b81 0x00502581 4   5            ascii   q|x+
18898 0x000e9b9e 0x0050259e 4   5            ascii   \apr\v
18899 0x000e9ba4 0x005025a4 4   5            ascii   }Jwo
18900 0x000e9bb8 0x005025b8 4   5            ascii   6"A3
18901 0x000e9c74 0x00502674 4   5            ascii   Isea
18902 0x000e9c79 0x00502679 5   6            ascii   /+|\vM
