[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 4    5            ascii   Rich
2    0x000001d0 0x000001d0 5    6            ascii   .text
3    0x000001f7 0x000001f7 7    8            ascii   `.rdata
4    0x0000021f 0x0000021f 6    7            ascii   @.data
5    0x0000110d 0x0040110d 4    6    .text   utf8    Q\fËQ blocks=Basic Latin,Latin-1 Supplement
6    0x00001156 0x00401156 5    6    .text   ascii   VUUUW
7    0x00001186 0x00401186 5    6    .text   ascii   q\b~!S
8    0x00001272 0x00401272 5    6    .text   ascii   \$\fVS
9    0x000012a3 0x004012a3 4    6    .text   utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
10   0x000012e3 0x004012e3 6    8    .text   utf8    \b<Au\aƅ blocks=Basic Latin,Latin Extended-B
11   0x000012ee 0x004012ee 5    6    .text   ascii   Wj\th 
12   0x00001322 0x00401322 4    5    .text   ascii   dSVW
13   0x0000132b 0x0040132b 5    7    .text   utf8    3\r|$\r
14   0x00001346 0x00401346 4    6    .text   utf8    M|$\f
15   0x00001363 0x00401363 5    8    .text   utf8    \f\e3\vѿ blocks=Basic Latin,Cyrillic
16   0x000013ba 0x004013ba 5    7    .text   utf8    mVWƄ$ blocks=Basic Latin,Latin Extended-B
17   0x000014d9 0x004014d9 4    6    .text   utf8    [Ƅ$$ blocks=Basic Latin,Latin Extended-B
18   0x000014e1 0x004014e1 4    6    .text   utf8    2Ƅ$% blocks=Basic Latin,Latin Extended-B
19   0x000014f1 0x004014f1 4    6    .text   utf8    `Ƅ$' blocks=Basic Latin,Latin Extended-B
20   0x000014f9 0x004014f9 4    6    .text   utf8    lƄ$( blocks=Basic Latin,Latin Extended-B
21   0x00001501 0x00401501 4    6    .text   utf8    hƄ$) blocks=Basic Latin,Latin Extended-B
22   0x00001511 0x00401511 4    6    .text   utf8    <Ƅ$+ blocks=Basic Latin,Latin Extended-B
23   0x00001521 0x00401521 4    6    .text   utf8    IƄ$- blocks=Basic Latin,Latin Extended-B
24   0x00001540 0x00401540 4    6    .text   utf8    [Ƅ$D blocks=Basic Latin,Latin Extended-B
25   0x00001548 0x00401548 4    6    .text   utf8    4Ƅ$E blocks=Basic Latin,Latin Extended-B
26   0x00001586 0x00401586 4    6    .text   utf8    IƄ$M blocks=Basic Latin,Latin Extended-B
27   0x0000160d 0x0040160d 4    6    .text   utf8    2Ƅ$b blocks=Basic Latin,Latin Extended-B
28   0x00001622 0x00401622 4    6    .text   utf8    |Ƅ$c blocks=Basic Latin,Latin Extended-B
29   0x0000162a 0x0040162a 4    6    .text   utf8    "Ƅ$d blocks=Basic Latin,Latin Extended-B
30   0x00001632 0x00401632 4    6    .text   utf8    *Ƅ$e blocks=Basic Latin,Latin Extended-B
31   0x0000163a 0x0040163a 4    6    .text   utf8    rƄ$f blocks=Basic Latin,Latin Extended-B
32   0x00001642 0x00401642 4    6    .text   utf8    sƄ$g blocks=Basic Latin,Latin Extended-B
33   0x0000164a 0x0040164a 4    6    .text   utf8    oƄ$h blocks=Basic Latin,Latin Extended-B
34   0x00001652 0x00401652 4    6    .text   utf8    %Ƅ$i blocks=Basic Latin,Latin Extended-B
35   0x0000165a 0x0040165a 4    6    .text   utf8    -Ƅ$j blocks=Basic Latin,Latin Extended-B
36   0x00001662 0x00401662 4    6    .text   utf8    -Ƅ$k blocks=Basic Latin,Latin Extended-B
37   0x000016c9 0x004016c9 4    6    .text   utf8    [Ƅ$\f blocks=Basic Latin,Latin Extended-B
38   0x000016d1 0x004016d1 4    6    .text   utf8    4Ƅ$\r blocks=Basic Latin,Latin Extended-B
39   0x00001805 0x00401805 4    6    .text   utf8    [Ƅ$$ blocks=Basic Latin,Latin Extended-B
40   0x0000182a 0x0040182a 4    6    .text   utf8    \rƄ$) blocks=Basic Latin,Latin Extended-B
41   0x00001832 0x00401832 4    6    .text   utf8    (Ƅ$* blocks=Basic Latin,Latin Extended-B
42   0x00001858 0x00401858 4    6    .text   utf8    8Ƅ$/ blocks=Basic Latin,Latin Extended-B
43   0x00001860 0x00401860 4    6    .text   utf8    AƄ$| blocks=Basic Latin,Latin Extended-B
44   0x000018f6 0x004018f6 4    6    .text   utf8    >Ƅ$Z blocks=Basic Latin,Latin Extended-B
45   0x00001906 0x00401906 4    6    .text   utf8    XƄ$\ blocks=Basic Latin,Latin Extended-B
46   0x00001916 0x00401916 4    6    .text   utf8    JƄ$^ blocks=Basic Latin,Latin Extended-B
47   0x00001935 0x00401935 4    6    .text   utf8    dƄ$b blocks=Basic Latin,Latin Extended-B
48   0x0000195d 0x0040195d 4    6    .text   utf8    7Ƅ$g blocks=Basic Latin,Latin Extended-B
49   0x00001965 0x00401965 4    6    .text   utf8    ;Ƅ$h blocks=Basic Latin,Latin Extended-B
50   0x0000196d 0x0040196d 4    6    .text   utf8    AƄ$i blocks=Basic Latin,Latin Extended-B
51   0x0000198d 0x0040198d 4    6    .text   utf8    wƄ$v blocks=Basic Latin,Latin Extended-B
52   0x000019ad 0x004019ad 4    6    .text   utf8    CƄ$z blocks=Basic Latin,Latin Extended-B
53   0x000019bd 0x004019bd 4    6    .text   utf8    KƄ$| blocks=Basic Latin,Latin Extended-B
54   0x000019cd 0x004019cd 4    6    .text   utf8    ?Ƅ$~ blocks=Basic Latin,Latin Extended-B
55   0x000019fd 0x004019fd 4    6    .text   utf8    >Ƅ$5 blocks=Basic Latin,Latin Extended-B
56   0x00001a0d 0x00401a0d 4    6    .text   utf8    `Ƅ$7 blocks=Basic Latin,Latin Extended-B
57   0x00001a15 0x00401a15 4    6    .text   utf8    lƄ$8 blocks=Basic Latin,Latin Extended-B
58   0x00001a1d 0x00401a1d 4    6    .text   utf8    iƄ$9 blocks=Basic Latin,Latin Extended-B
59   0x00001a2d 0x00401a2d 4    6    .text   utf8    [Ƅ$; blocks=Basic Latin,Latin Extended-B
