[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1374 0x0001d201 0x00426a01 111 112  .rsrc   ascii   ???????????????????????????????????????????????????????????????????????????????????????????????????????????????
1375 0x0001d783 0x00426f83 6   7    .rsrc   ascii   ,(V|3|
1376 0x0001d7de 0x00426fde 4   5    .rsrc   ascii   az}2
1377 0x0001d826 0x00427026 4   5    .rsrc   ascii   aV\e%
1378 0x0001d878 0x00427078 4   5    .rsrc   ascii   &fR2
1379 0x0001d890 0x00427090 4   7    .rsrc   utf8    N]R퇇 blocks=Basic Latin,Hangul Syllables
1380 0x0001d901 0x00427101 5   6    .rsrc   ascii   k,;CB
1381 0x0001de39 0x00427639 5   6    .rsrc   ascii   ()w\P
1382 0x0001dfc3 0x004277c3 7   10   .rsrc   utf8    0~ڃ"}щ0 blocks=Basic Latin,Arabic,Cyrillic
1383 0x0001e290 0x00427a90 4   6    .rsrc   utf8    ~||Ձ blocks=Basic Latin,Armenian
1384 0x0001e2b0 0x00427ab0 4   6    .rsrc   utf8    ~{{Հ blocks=Basic Latin,Armenian
1385 0x0001e33c 0x00427b3c 4   6    .rsrc   utf8    z|z˅ blocks=Basic Latin,Spacing Modifier Letters
1386 0x0001e4b3 0x00427cb3 4   5    .rsrc   ascii   ;~}~
1387 0x0001e539 0x00427d39 5   8    .rsrc   utf8    ݿ5|ڽ8 blocks=Arabic Supplement,Basic Latin,Arabic
1388 0x0001e6b1 0x00427eb1 5   8    .rsrc   utf8    Ԏ(zی' blocks=Cyrillic Supplement,Basic Latin,Arabic
1389 0x0001e6c2 0x00427ec2 5   7    .rsrc   utf8    {"{ڃ& blocks=Basic Latin,Arabic
1390 0x0001e919 0x00428119 5   8    .rsrc   utf8    ޖ'}щ3 blocks=Thaana,Basic Latin,Cyrillic
1391 0x0001e9d3 0x004281d3 4   6    .rsrc   utf8    2}׆$ blocks=Basic Latin,Hebrew
1392 0x0001e9f1 0x004281f1 4   6    .rsrc   utf8    ǩ8~| blocks=Latin Extended-B,Basic Latin
1393 0x0001eab1 0x004282b1 4   6    .rsrc   utf8    Ϩ5{| blocks=Greek and Coptic,Basic Latin
1394 0x0001eb71 0x00428371 4   6    .rsrc   utf8    ƞ;}{ blocks=Latin Extended-B,Basic Latin
1395 0x0001ec31 0x00428431 4   6    .rsrc   utf8    ɵ9~~ blocks=IPA Extensions,Basic Latin
1396 0x0001ecf1 0x004284f1 5   7    .rsrc   utf8    Х0{~| blocks=Cyrillic,Basic Latin
1397 0x0001eecb 0x004286cb 4   7    .rsrc   utf8    ׆~|Ԕ blocks=Hebrew,Basic Latin,Cyrillic Supplement
1398 0x0001ef23 0x00428723 4   6    .rsrc   utf8    *~Ԁ, blocks=Basic Latin,Cyrillic Supplement
1399 0x0001f052 0x00428852 4   8    .rsrc   utf8    ~͈|҄ blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
1400 0x0001f193 0x00428993 4   7    .rsrc   utf8    Љ}|ˈ blocks=Cyrillic,Basic Latin,Spacing Modifier Letters
1401 0x0001f1b2 0x004289b2 6   9    .rsrc   utf8    ~։}zՁ} blocks=Basic Latin,Armenian
1402 0x0001f1d0 0x004289d0 5   7    .rsrc   utf8    ~{~Љ~ blocks=Basic Latin,Cyrillic
1403 0x0001f310 0x00428b10 4   6    .rsrc   utf8    |}}Ϗ blocks=Basic Latin,Greek and Coptic
1404 0x0001f367 0x00428b67 5   8    .rsrc   utf8    ΄}|܆{ blocks=Greek and Coptic,Basic Latin,Syriac
1405 0x0001f3ca 0x00428bca 4   7    .rsrc   utf8    }Ά|| blocks=Basic Latin,Greek and Coptic
1406 0x0001f48a 0x00428c8a 4   6    .rsrc   utf8    ~τ|} blocks=Basic Latin,Greek and Coptic
1407 0x0001f531 0x00428d31 5   7    .rsrc   utf8    ˬ8~~} blocks=Spacing Modifier Letters,Basic Latin
1408 0x0001f573 0x00428d73 7   11   .rsrc   utf8    ݂|{ӂ}}֜ blocks=Syriac,Basic Latin,Cyrillic,Hebrew
1409 0x0001f597 0x00428d97 5   8    .rsrc   utf8    ن||ӆ{ blocks=Arabic,Basic Latin,Cyrillic
1410 0x0001f603 0x00428e03 5   9    .rsrc   utf8    ǃ~فz{ blocks=Latin Extended-B,Basic Latin,Arabic
1411 0x0001f6cd 0x00428ecd 4   6    .rsrc   utf8    }yΈz blocks=Basic Latin,Greek and Coptic
1412 0x0001f6ea 0x00428eea 6   9    .rsrc   utf8    {֓~z׀} blocks=Basic Latin,Hebrew
1413 0x0001f8ef 0x004290ef 4   5    .rsrc   ascii   `}}|
1414 0x0001f8f5 0x004290f5 4   6    .rsrc   utf8    }{߁{ blocks=Basic Latin,NKo
1415 0x0001f92b 0x0042912b 4   7    .rsrc   utf8    Є}|ۃ blocks=Cyrillic,Basic Latin,Arabic
1416 0x0001f974 0x00429174 4   5    .rsrc   ascii   z}~X
1417 0x0001faf8 0x004292f8 8   9    .rsrc   ascii   J@{*^7`7
1418 0x0001fbb4 0x004293b4 4   6    .rsrc   utf8    |}}ф blocks=Basic Latin,Cyrillic
1419 0x0001fcef 0x004294ef 4   10   .rsrc   utf8    ػĭϷw blocks=Arabic,Latin Extended-A,Greek and Coptic,Basic Latin
1420 0x0001fd6d 0x0042956d 5   7    .rsrc   utf8    z~Ԋ}{ blocks=Basic Latin,Cyrillic Supplement
1421 0x0001fda1 0x004295a1 5   11   .rsrc   utf8    wٴ8˼ý blocks=Basic Latin,Arabic,Spacing Modifier Letters,Latin-1 Supplement
1422 0x0001fed8 0x004296d8 4   7    .rsrc   utf8    ~և,{ blocks=Basic Latin,Armenian
1423 0x0001ff25 0x00429725 4   9    .rsrc   utf8    żѴ7־ blocks=Latin Extended-A,Cyrillic,Basic Latin,Hebrew
1424 0x0001ff31 0x00429731 4   9    .rsrc   utf8    qϹ|ʷ blocks=Basic Latin,Greek and Coptic,Spacing Modifier Letters
1425 0x0001ffb1 0x004297b1 4   6    .rsrc   utf8    }|ڄ} blocks=Basic Latin,Arabic
1426 0x00020309 0x00429b09 8   12   .rsrc   utf8    ۃ#{ލ%~܇& blocks=Arabic,Basic Latin,Thaana,Syriac
1427 0x0002059f 0x00429d9f 6   9    .rsrc   utf8    /}ށ-yۍ blocks=Basic Latin,Thaana,Arabic
1428 0x000205ab 0x00429dab 4   6    .rsrc   utf8    0~އ" blocks=Basic Latin,Thaana
1429 0x000205b1 0x00429db1 5   8    .rsrc   utf8    Շ(~ځ) blocks=Armenian,Basic Latin,Arabic
1430 0x00020602 0x00429e02 5   7    .rsrc   utf8    }*|ۆ0 blocks=Basic Latin,Arabic
1431 0x0002060a 0x00429e0a 5   7    .rsrc   utf8    {-~Ѕ' blocks=Basic Latin,Cyrillic
1432 0x00020611 0x00429e11 5   8    .rsrc   utf8    މ,}ρ+ blocks=Thaana,Basic Latin,Greek and Coptic
1433 0x00020639 0x00429e39 5   8    .rsrc   utf8    Љ&}ځ1 blocks=Cyrillic,Basic Latin,Arabic
1434 0x00020645 0x00429e45 5   8    .rsrc   utf8    ږ6|ގ+ blocks=Arabic,Basic Latin,Thaana
1435 0x0002068f 0x00429e8f 7   8    .rsrc   ascii   /vxsE}}
1436 0x000206bf 0x00429ebf 6   9    .rsrc   utf8    ف{}у|y blocks=Arabic,Basic Latin,Cyrillic
1437 0x0002080d 0x0042a00d 4   6    .rsrc   utf8    ϏA{{ blocks=Greek and Coptic,Basic Latin
1438 0x00020ae0 0x0042a2e0 4   5    .rsrc   ascii   |s{}
1439 0x00020b60 0x0042a360 4   5    .rsrc   ascii   ruz}
1440 0x00020b8d 0x0042a38d 4   6    .rsrc   utf8    ͕@{{ blocks=Combining Diacritical Marks,Basic Latin
1441 0x00020c0d 0x0042a40d 4   6    .rsrc   utf8    ě<~{ blocks=Latin Extended-A,Basic Latin
1442 0x00020c80 0x0042a480 4   7    .rsrc   utf8    {ގ+} blocks=Basic Latin,Thaana
1443 0x00020c8d 0x0042a48d 4   6    .rsrc   utf8    єH}} blocks=Cyrillic,Basic Latin
1444 0x00020d60 0x0042a560 4   5    .rsrc   ascii   |osz
1445 0x00020e56 0x0042a656 4   8    .rsrc   utf8    }غƧՀ blocks=Basic Latin,Arabic,Latin Extended-B,Armenian
1446 0x00020e60 0x0042a660 4   5    .rsrc   ascii   }|xz
1447 0x00020e9b 0x0042a69b 7   11   .rsrc   utf8    ғ{}ې}}ڕ blocks=Cyrillic,Basic Latin,Arabic
1448 0x00020eb3 0x0042a6b3 6   9    .rsrc   utf8    ր{~ۉ|~ blocks=Armenian,Basic Latin,Arabic
1449 0x00020ebc 0x0042a6bc 4   6    .rsrc   utf8    ~~}Щ blocks=Basic Latin,Cyrillic
1450 0x00020f9b 0x0042a79b 5   8    .rsrc   utf8    ω~{ݍ~ blocks=Greek and Coptic,Basic Latin,Syriac
1451 0x00020fa3 0x0042a7a3 4   7    .rsrc   utf8    Ց~|מ blocks=Armenian,Basic Latin,Hebrew
1452 0x00020fd3 0x0042a7d3 4   7    .rsrc   utf8    ڃ}{ط blocks=Arabic,Basic Latin
1453 0x00021081 0x0042a881 4   8    .rsrc   utf8    ٮ*繗1 blocks=Arabic,Basic Latin,CJK Unified Ideographs
1454 0x0002109f 0x0042a89f 4   7    .rsrc   utf8    Ҁ}~с blocks=Cyrillic,Basic Latin
1455 0x000211a5 0x0042a9a5 4   9    .rsrc   utf8    =Ҹ´ؼ blocks=Basic Latin,Cyrillic,Latin-1 Supplement,Arabic
1456 0x000211e3 0x0042a9e3 6   10   .rsrc   utf8    π|zԿܢH blocks=Greek and Coptic,Basic Latin,Armenian,Syriac
1457 0x0002139c 0x0042ab9c 7   10   .rsrc   utf8    ||~ԁ{|ف blocks=Basic Latin,Cyrillic Supplement,Arabic
1458 0x000213da 0x0042abda 6   9    .rsrc   utf8    |܆|~ֆ{ blocks=Basic Latin,Syriac,Armenian
1459 0x00021608 0x0042ae08 6   9    .rsrc   utf8    |݉)|ۑ0 blocks=Basic Latin,Syriac,Arabic
1460 0x00021673 0x0042ae73 6   8    .rsrc   utf8    t|~~Â} blocks=Basic Latin,Latin-1 Supplement
1461 0x000216ce 0x0042aece 4   5    .rsrc   ascii   ~iz{
1462 0x0002183d 0x0042b03d 5   8    .rsrc   utf8    ֑/|ك- blocks=Hebrew,Basic Latin,Arabic
1463 0x000219bd 0x0042b1bd 5   8    .rsrc   utf8    Ӗ+|τ) blocks=Cyrillic,Basic Latin,Greek and Coptic
1464 0x000219e7 0x0042b1e7 4   7    .rsrc   utf8    ɍ~~҂ blocks=Latin Extended-B,Basic Latin,Cyrillic
1465 0x00021a43 0x0042b243 4   8    .rsrc   utf8    ֵğї| blocks=Hebrew,Latin Extended-A,Cyrillic,Basic Latin
1466 0x00021aa3 0x0042b2a3 4   8    .rsrc   utf8    ܸ(ޏ~ blocks=Syriac,Basic Latin,Thaana
1467 0x00021b0a 0x0042b30a 5   8    .rsrc   utf8    }ԍ~}̖ blocks=Basic Latin,Cyrillic Supplement,Combining Diacritical Marks
1468 0x00021b67 0x0042b367 5   8    .rsrc   utf8    ؉~|։| blocks=Arabic,Basic Latin,Armenian
1469 0x00021baa 0x0042b3aa 4   5    .rsrc   ascii   }A}{
1470 0x00021be5 0x0042b3e5 4   7    .rsrc   utf8    kԃ~~ blocks=Basic Latin,Cyrillic Supplement
1471 0x00021c3f 0x0042b43f 6   9    .rsrc   utf8    Ղ}{ق}{ blocks=Armenian,Basic Latin,Arabic
1472 0x00021d9d 0x0042b59d 4   9    .rsrc   utf8    ƿӴͮӯ blocks=Latin Extended-B,Cyrillic,Combining Diacritical Marks
1473 0x00021f7c 0x0042b77c 5   7    .rsrc   utf8    }}|ف~ blocks=Basic Latin,Arabic
1474 0x00021fad 0x0042b7ad 5   7    .rsrc   utf8    ʝ5|}| blocks=IPA Extensions,Basic Latin
1475 0x000220ed 0x0042b8ed 4   6    .rsrc   utf8    ϛD{| blocks=Greek and Coptic,Basic Latin
1476 0x00022103 0x0042b903 4   7    .rsrc   utf8    ь|~ު blocks=Cyrillic,Basic Latin,Thaana
1477 0x0002220a 0x0042ba0a 6   9    .rsrc   utf8    ~لzzςz blocks=Basic Latin,Arabic,Greek and Coptic
1478 0x00022227 0x0042ba27 4   6    .rsrc   utf8    0|݅/ blocks=Basic Latin,Syriac
1479 0x0002225f 0x0042ba5f 7   10   .rsrc   utf8    .yԆ,{׃& blocks=Basic Latin,Cyrillic Supplement,Hebrew
1480 0x00022277 0x0042ba77 4   10   .rsrc   utf8    سķֿĮ blocks=Arabic,Latin Extended-A,Hebrew
1481 0x000223fe 0x0042bbfe 15  32   .rsrc   utf16le VS_VERSION_INFO
1482 0x0002245a 0x0042bc5a 16  34   .rsrc   utf16le StringFileInform
1483 0x00022482 0x0042bc82 8   18   .rsrc   utf16le 080805a0
1484 0x0002249a 0x0042bc9a 12  26   .rsrc   utf16le InternalName
1485 0x000224b4 0x0042bcb4 15  32   .rsrc   utf16le bomgpiaruci.iwa
1486 0x000224da 0x0042bcda 9   20   .rsrc   utf16le Copyright
1487 0x000224f0 0x0042bcf0 28  58   .rsrc   utf16le Copyrighz (C) 2021, fudkagat
1488 0x00022532 0x0042bd32 14  30   .rsrc   utf16le ProductVersion
1489 0x00022550 0x0042bd50 11  24   .rsrc   utf16le 15.54.32.51
1490 0x00022570 0x0042bd70 10  22   .rsrc   utf16le arFileInfo
1491 0x0002258e 0x0042bd8e 11  24   .rsrc   utf16le Translation
1492 0x000225b0 0x0042bdb0 146 294  .rsrc   utf16le gGovuginavoleji wumejes putepop jetujozuwawoxug levopexirexed wuboguvecey ziyiyo giyolugob nomotib yagis)Judisigidu rizuxuxoci yanor cuk yijanilug
1493 0x000226e6 0x0042bee6 323 648  .rsrc   utf16le .Lojo tifebihihopo mifibazotunewo gebedibofajolbFevu boxuloxapijah melum fizumisivifuzo vamawir peracacocubete dedahijaluyob femuxetegawoge ficeyi@Zipelokaj hac toru lon gehe yebopizecekin moka gum simo fuxegope2Dap tatikafadehibu fiduvigovido lozepe konazoreriw<Vosukuxixit tahacevada yitumogij pebuwoxipubac wifimaputazec
1494 0x00022980 0x0042c180 173 348  .rsrc   utf16le \vRege ripoma8Hasuxecem feyidez bahoxuzukahoso fidediwubazisi vunifefa;Dopozafabayi feraturifa xuhiw depuvi dalubo molinig pixeniw+Hadigaxonabifon hiziyogadil cewaneca mazavo
1495 0x00022aea 0x0042c2ea 336 674  .rsrc   utf16le 1Yonufuwu zatuso fixeyajeraref miyuyix rosadi fehiANaziwokefek rijoyurogebetuc zekitosipudo cimoxirosur vewodat cidifNibufe deviwifawinop meduzuw vigob gosi likuwunirimiyuj waliwo lepexobetoj tiwasoxewosabi viduledehewutRufebipugine redukakazonexo lazubolunimizin neliberuwipayu suki yolelu mananeragi jerepizajo ligupifujiv fayurorisus
1496 0x00022d96 0x0042c596 69  140  .rsrc   utf16le DHixibe kuxen jugediwuzaxexif jelijapux bik goramep fewakow focipiyuf
1497 0x00022e22 0x0042c622 18  38   .rsrc   utf16le Mafuge\vXihenetimen
1498 0x00022e48 0x0042c648 63  128  .rsrc   utf16le Sib tuve yepebow.Gaxoz tacucefebu zezonaponapocu figojexijunora

