[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x0000009c 0x0000009c 4   7            utf8    X+䝏I blocks=Basic Latin,CJK Unified Ideographs Extension A
2    0x000000f8 0x000000f8 4   5            ascii   Rich
3    0x00000210 0x00000210 5   6            ascii   .text
4    0x00000237 0x00000237 7   8            ascii   `.rdata
5    0x0000025f 0x0000025f 6   7            ascii   @.data
6    0x00000288 0x00000288 5   6            ascii   .rsrc
7    0x000005bc 0x004011bc 4   5    .text   ascii   (SVW
8    0x000005d2 0x004011d2 5   8    .text   utf8    ǉE̋Hx blocks=Latin Extended-B,Basic Latin,Combining Diacritical Marks
9    0x000005e4 0x004011e4 4   6    .text   utf8    U܋A$ blocks=Basic Latin,Syriac
10   0x00000631 0x00401231 4   6    .text   utf8    E̋@| blocks=Basic Latin,Combining Diacritical Marks
11   0x00000690 0x00401290 4   6    .text   utf8    r3҉U blocks=Basic Latin,Cyrillic
12   0x000006ed 0x004012ed 5   8    .text   utf8    U؋]ԋE blocks=Basic Latin,Arabic,Cyrillic Supplement
13   0x0000071c 0x0040131c 4   5    .text   ascii   QSVW
14   0x00000781 0x00401381 4   5    .text   ascii   Nj\nY
15   0x00000871 0x00401471 6   8    .text   utf8    SVW3ۉM blocks=Basic Latin,Arabic
16   0x00000c3d 0x0040183d 4   5    .text   ascii   SPRR
17   0x00000dfd 0x004019fd 6   8    .text   utf8    SVW3ۉU blocks=Basic Latin,Arabic
18   0x00000ff3 0x00401bf3 4   5    .text   ascii   TSVW
19   0x0000105d 0x00401c5d 4   5    .text   ascii   SSSS
20   0x000010cf 0x00401ccf 4   6    .text   utf8    CEčM blocks=Basic Latin,Latin Extended-A
21   0x0000122b 0x00401e2b 4   6    .text   utf8    CEă} blocks=Basic Latin,Latin Extended-A
22   0x00001245 0x00401e45 4   6    .text   utf8    CEă} blocks=Basic Latin,Latin Extended-A
23   0x00001327 0x00401f27 5   9    .text   utf8    +ʍEċ} blocks=Basic Latin,IPA Extensions,Latin Extended-A
24   0x0000144e 0x0040204e 4   7    .text   utf8    +ʍEă blocks=Basic Latin,IPA Extensions,Latin Extended-A
25   0x000014cf 0x004020cf 4   7    .text   utf8    +ʍEă blocks=Basic Latin,IPA Extensions,Latin Extended-A
26   0x0000155c 0x0040215c 4   7    .text   utf8    +ʍEă blocks=Basic Latin,IPA Extensions,Latin Extended-A
27   0x000015e8 0x004021e8 4   7    .text   utf8    +ʍEă blocks=Basic Latin,IPA Extensions,Latin Extended-A
28   0x0000166d 0x0040226d 4   7    .text   utf8    +ʍEă blocks=Basic Latin,IPA Extensions,Latin Extended-A
29   0x000016f2 0x004022f2 4   7    .text   utf8    +ʍEă blocks=Basic Latin,IPA Extensions,Latin Extended-A
30   0x00001773 0x00402373 4   5    .text   ascii   t5h\b
31   0x00001855 0x00402455 6   8    .text   utf8    2T\rψT\r blocks=Basic Latin,Greek and Coptic
32   0x0000188f 0x0040248f 4   6    .text   utf8    ø}$@ blocks=Latin-1 Supplement,Basic Latin
33   0x000018d3 0x004024d3 4   6    .text   utf8    \fƄ$) blocks=Basic Latin,Latin Extended-B
34   0x00001a26 0x00402626 4   6    .text   utf8    fǄ$& blocks=Basic Latin,Latin Extended-B
35   0x00001b57 0x00402757 4   7    .text   utf8    бEǄ$ blocks=Cyrillic,Basic Latin,Latin Extended-B
36   0x00001bc0 0x004027c0 5   8    .text   utf8    б\Ǆ$M blocks=Cyrillic,Basic Latin,Latin Extended-B
37   0x00001cce 0x004028ce 4   6    .text   utf8    fǄ$F blocks=Basic Latin,Latin Extended-B
38   0x00001d51 0x00402951 4   6    .text   utf8    .Ǆ$* blocks=Basic Latin,Latin Extended-B
39   0x00001d5d 0x0040295d 4   6    .text   utf8    fǄ$. blocks=Basic Latin,Latin Extended-B
40   0x00001d91 0x00402991 4   6    .text   utf8    $Ǆ$6 blocks=Basic Latin,Latin Extended-B
41   0x00001d9f 0x0040299f 4   6    .text   utf8    fǄ$: blocks=Basic Latin,Latin Extended-B
42   0x00001e6f 0x00402a6f 4   5    .text   ascii   \rX$D
43   0x00001e8d 0x00402a8d 4   5    .text   ascii   \rX$D
44   0x00001e9b 0x00402a9b 4   5    .text   ascii   \rX$D
45   0x00001eca 0x00402aca 6   9    .text   utf8    ʱGfǄ$^ blocks=Spacing Modifier Letters,Basic Latin,Latin Extended-B
46   0x00002038 0x00402c38 4   7    .text   utf8    rꍄ$W blocks=Basic Latin,Yi Syllables
47   0x00002135 0x00402d35 4   7    .text   utf8    ӱIǄ$ blocks=Cyrillic,Basic Latin,Latin Extended-B
48   0x00002192 0x00402d92 4   5    .text   ascii   \rX$D
49   0x00002256 0x00402e56 6   7    .text   ascii   t:h,wD
50   0x00002322 0x00402f22 4   5    .text   ascii   \rX$D
51   0x000023cf 0x00402fcf 4   5    .text   ascii   h,wD
52   0x000024f5 0x004030f5 4   6    .text   utf8    fǄ$\n blocks=Basic Latin,Latin Extended-B
53   0x00002535 0x00403135 4   6    .text   utf8    ~Ǆ$\f blocks=Basic Latin,Latin Extended-B
54   0x0000265a 0x0040325a 4   6    .text   utf8    fǄ$q blocks=Basic Latin,Latin Extended-B
55   0x00002678 0x00403278 4   7    .text   utf8    rꍄ$V blocks=Basic Latin,Yi Syllables
56   0x000026d2 0x004032d2 4   6    .text   utf8    [Ǆ$D blocks=Basic Latin,Latin Extended-B
57   0x0000272e 0x0040332e 4   5    .text   ascii   \rX$D
58   0x0000275f 0x0040335f 4   7    .text   utf8    ΄fǄ$ blocks=Greek and Coptic,Basic Latin,Latin Extended-B
59   0x000027c1 0x004033c1 4   6    .text   utf8    fǄ$S blocks=Basic Latin,Latin Extended-B
60   0x000028a6 0x004034a6 4   5    .text   ascii   \rX$D
61   0x000028be 0x004034be 4   6    .text   utf8    ,Ǆ$t blocks=Basic Latin,Latin Extended-B
62   0x000028d7 0x004034d7 4   6    .text   utf8    fǄ$| blocks=Basic Latin,Latin Extended-B
63   0x00002918 0x00403518 4   5    .text   ascii   \rX$D
64   0x00002930 0x00403530 4   6    .text   utf8    kǄ$~ blocks=Basic Latin,Latin Extended-B
65   0x0000298a 0x0040358a 4   5    .text   ascii   \rX$D
66   0x00002a9e 0x0040369e 4   5    .text   ascii   \rX$D
67   0x00002ce9 0x004038e9 4   5    .text   ascii   D$X(
68   0x00002d4d 0x0040394d 4   5    .text   ascii   L$TP
69   0x00002d57 0x00403957 4   5    .text   ascii   D4UF
70   0x00002d6a 0x0040396a 5   7    .text   utf8    \$_Ƅ$ blocks=Basic Latin,Latin Extended-B
71   0x00002e7b 0x00403a7b 6   8    .text   utf8    \vrލD$U blocks=Basic Latin,Thaana
72   0x00002fa9 0x00403ba9 4   5    .text   ascii   L$~P
73   0x000031cd 0x00403dcd 4   5    .text   ascii   D$xP
74   0x0000324f 0x00403e4f 4   5    .text   ascii   L$tP
75   0x00003259 0x00403e59 4   5    .text   ascii   D4uF
76   0x00003267 0x00403e67 4   5    .text   ascii   \$}P
77   0x0000338e 0x00403f8e 4   5    .text   ascii   \rX$D
78   0x00003520 0x00404120 4   5    .text   ascii   L$\P
79   0x0000352a 0x0040412a 4   5    .text   ascii   D4]F
80   0x00003538 0x00404138 4   5    .text   ascii   \$cP
81   0x0000354f 0x0040414f 4   5    .text   ascii   \rX$D
82   0x0000356d 0x0040416d 4   5    .text   ascii   D$P\b
83   0x000035d1 0x004041d1 4   5    .text   ascii   L$LP
84   0x000035db 0x004041db 4   5    .text   ascii   D4MF
85   0x000035e9 0x004041e9 4   5    .text   ascii   \$SP
86   0x0000361a 0x0040421a 4   5    .text   ascii   D$hi
87   0x0000367e 0x0040427e 4   5    .text   ascii   L$dP
88   0x00003688 0x00404288 4   5    .text   ascii   D4eF
89   0x00003696 0x00404296 4   5    .text   ascii   \$kP
90   0x000036ad 0x004042ad 4   5    .text   ascii   \rX$D
91   0x000036cb 0x004042cb 4   5    .text   ascii   D$pe
92   0x0000372f 0x0040432f 4   5    .text   ascii   L$lP
93   0x00003739 0x00404339 4   5    .text   ascii   D4mF
94   0x00003747 0x00404347 4   5    .text   ascii   \$sP
95   0x00003c57 0x00404857 4   5    .text   ascii   D$ M
96   0x00003cbb 0x004048bb 4   5    .text   ascii   D$&?
97   0x00003d01 0x00404901 4   5    .text   ascii   L$"P
98   0x00003d0b 0x0040490b 4   5    .text   ascii   D4#F
99   0x00003d65 0x00404965 4   5    .text   ascii   L$(P
100  0x00003d6f 0x0040496f 4   5    .text   ascii   D4)F
101  0x00003d83 0x00404983 4   5    .text   ascii   D$2A
102  0x00003dc9 0x004049c9 4   5    .text   ascii   L$.P
103  0x00003dd3 0x004049d3 4   5    .text   ascii   D4/F
104  0x00003de7 0x004049e7 4   5    .text   ascii   D$8\a
105  0x00003e2d 0x00404a2d 4   5    .text   ascii   L$4P
106  0x00003e37 0x00404a37 4   5    .text   ascii   D45F
107  0x00003eae 0x00404aae 5   7    .text   utf8    \$\eƄ$ blocks=Basic Latin,Latin Extended-B
108  0x00004057 0x00404c57 4   5    .text   ascii   D$!P
109  0x0000406c 0x00404c6c 4   5    .text   ascii   D$/P
110  0x0000407a 0x00404c7a 4   5    .text   ascii   D$=P
111  0x00004092 0x00404c92 4   5    .text   ascii   D$KP
112  0x000040aa 0x00404caa 4   5    .text   ascii   D$YP
113  0x000040c2 0x00404cc2 4   5    .text   ascii   D$?P
114  0x0000425b 0x00404e5b 4   5    .text   ascii   D$>Z
115  0x000042a1 0x00404ea1 4   5    .text   ascii   L$:P
116  0x000042ab 0x00404eab 4   5    .text   ascii   D4;F
117  0x000042b9 0x00404eb9 8   9    .text   ascii   \$?PhxiD
118  0x00004316 0x00404f16 4   5    .text   ascii   \rX$D
119  0x0000431d 0x00404f1d 4   5    .text   ascii   h`iD
120  0x00004484 0x00405084 4   5    .text   ascii   D$Dd
121  0x000044ca 0x004050ca 4   5    .text   ascii   L$@P
122  0x000044d4 0x004050d4 4   5    .text   ascii   D4AF
123  0x0000451f 0x0040511f 4   5    .text   ascii   L$\rP
124  0x0000453d 0x0040513d 4   5    .text   ascii   D$J:
125  0x00004583 0x00405183 4   5    .text   ascii   L$FP
126  0x0000458d 0x0040518d 4   5    .text   ascii   D4GF
127  0x0000459b 0x0040519b 8   9    .text   ascii   \$KPhxiD
128  0x000045aa 0x004051aa 5   8    .text   utf8    D$SP調 blocks=Basic Latin,CJK Unified Ideographs
129  0x0000466f 0x0040526f 4   5    .text   ascii   @_^[
130  0x00004701 0x00405301 4   5    .text   ascii   2E\b]
131  0x0000470e 0x0040530e 5   6    .text   ascii   U\bSVW
132  0x0000481e 0x0040541e 7   8    .text   ascii   ;]\bt#VW
133  0x00004855 0x00405455 5   7    .text   utf8    SVW3ۋ blocks=Basic Latin,Arabic
134  0x00004902 0x00405502 5   6    .text   ascii   7@PVW
135  0x000049aa 0x004055aa 4   5    .text   ascii   }\f;~
136  0x00004bba 0x004057ba 4   5    .text   ascii   E\bVW
