[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 5   6            ascii   Rich:
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 6   7            ascii   .reloc
6    0x00000405 0x00931005 4   5    .text   ascii   u\fhP
7    0x00000433 0x00931033 6   7    .text   ascii   ]\bWPVS
8    0x0000044c 0x0093104c 4   5    .text   ascii   t1h(
9    0x00000497 0x00931097 4   5    .text   ascii   _[^]
10   0x000004ed 0x009310ed 4   5    .text   ascii   u\b_[
11   0x000004fc 0x009310fc 5   6    .text   ascii   u\bQWV
12   0x000005b4 0x009311b4 5   7    .text   utf8    ӋE\f_[ blocks=Cyrillic,Basic Latin
13   0x00000618 0x00931218 5   6    .text   ascii   QRPWV
14   0x0000062c 0x0093122c 4   5    .text   ascii   u\bh\b
15   0x00000678 0x00931278 5   6    .text   ascii   RPQWV
16   0x000006ba 0x009312ba 4   5    .text   ascii   u\bWV
17   0x000006c5 0x009312c5 4   6    .text   utf8    U 3Ƀ blocks=Basic Latin,Latin Extended-B
18   0x000006df 0x009312df 5   6    .text   ascii   QRPSV
19   0x0000077b 0x0093137b 5   6    .text   ascii   txVhD
20   0x00000792 0x00931392 5   6    .text   ascii   uaVhD
21   0x000007b7 0x009313b7 4   7    .text   utf8    \bQV葍 blocks=Basic Latin,CJK Unified Ideographs
22   0x000007f6 0x009313f6 4   5    .text   ascii   ]\b_^
23   0x00000804 0x00931404 4   5    .text   ascii   u\bSV
24   0x0000082d 0x0093142d 5   6    .text   ascii   QRPSV
25   0x00000849 0x00931449 4   5    .text   ascii   SVW3
26   0x000009c5 0x009315c5 4   5    .text   ascii   u\bhP
27   0x000009d5 0x009315d5 4   5    .text   ascii   u3h0
28   0x000009e7 0x009315e7 4   5    .text   ascii   u!h(
29   0x00000a35 0x00931635 4   5    .text   ascii   u3h0
30   0x00000b7f 0x0093177f 6   7    .text   ascii   U\fPQRV
31   0x00000bc1 0x009317c1 6   7    .text   ascii   M\fRPQW
32   0x00000ca2 0x009318a2 4   5    .text   ascii   tJh\b
33   0x00000cd4 0x009318d4 5   6    .text   ascii   E\fQRP
34   0x00000d90 0x00931990 5   6    .text   ascii   u:WhD
35   0x00000da7 0x009319a7 5   6    .text   ascii   u#WhD
36   0x00000ddb 0x009319db 6   7    .text   ascii   E\fQRPW
37   0x00000df4 0x009319f4 5   6    .text   ascii   E\bj\P
38   0x00000e18 0x00931a18 5   6    .text   ascii   M\bSVj
39   0x00000e4a 0x00931a4a 6   7    .text   ascii   M\fRPQV
40   0x00000e78 0x00931a78 5   6    .text   ascii   M\bSVj
41   0x00000eaa 0x00931aaa 6   7    .text   ascii   M\fRPQV
42   0x00000f3e 0x00931b3e 5   7    .text   utf8    ЋE\bRP blocks=Cyrillic,Basic Latin
43   0x00000f88 0x00931b88 5   7    .text   utf8    KM\bPQ
44   0x00000fcc 0x00931bcc 5   6    .text   ascii   U\bVVV
45   0x000010c2 0x00931cc2 4   5    .text   ascii   PQRV
46   0x000011db 0x00931ddb 5   6    .text   ascii   M\fRPQ
47   0x00001246 0x00931e46 6   7    .text   ascii   M\fRPQW
48   0x000012aa 0x00931eaa 5   6    .text   ascii   E\bSW3
49   0x0000131a 0x00931f1a 4   5    .text   ascii   RSSh
50   0x000014ce 0x009320ce 4   5    .text   ascii   vG9u
51   0x000014e5 0x009320e5 5   6    .text   ascii   t0WSV
52   0x0000150a 0x0093210a 4   5    .text   ascii   WVRj
53   0x0000153b 0x0093213b 7   8    .text   ascii   U\bWSPQR
54   0x0000157e 0x0093217e 4   5    .text   ascii   vt9u
55   0x000015a5 0x009321a5 5   6    .text   ascii   t0WSV
56   0x000015ca 0x009321ca 4   5    .text   ascii   WVRj
