[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000097 0x00000097 5   6            ascii   GgH\eG
2    0x000000b1 0x000000b1 4   5            ascii   p)GE
3    0x000000df 0x000000df 5   6            ascii   GRich
4    0x000001e8 0x000001e8 5   6            ascii   .text
5    0x0000020f 0x0000020f 7   8            ascii   `.rdata
6    0x00000237 0x00000237 6   7            ascii   @.data
7    0x00000260 0x00000260 5   6            ascii   .rsrc
8    0x00000287 0x00000287 7   8            ascii   @.reloc
9    0x0000050d 0x013b110d 4   5    .text   ascii   \r|u\t
10   0x00000597 0x013b1197 4   5    .text   ascii   \nLSu
11   0x000005db 0x013b11db 4   5    .text   ascii   t\n9M
12   0x000005f5 0x013b11f5 5   6    .text   ascii   s<j@h
13   0x00000653 0x013b1253 4   5    .text   ascii   @AJu
14   0x000007d8 0x013b13d8 9   10   .text   ascii   VW8E\bt\aPP
15   0x000007e9 0x013b13e9 4   5    .text   ascii   #A\f3
16   0x0000081a 0x013b141a 4   5    .text   ascii   hPt>
17   0x000008c3 0x013b14c3 4   5    .text   ascii   =`\f@
18   0x000008d4 0x013b14d4 4   5    .text   ascii   Yj\nY
19   0x00000948 0x013b1548 4   5    .text   ascii   5\b!>
20   0x000009b6 0x013b15b6 4   5    .text   ascii   5\b!>
21   0x0000199e 0x013b259e 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
22   0x00001aeb 0x013b26eb 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
23   0x00001bc8 0x013b27c8 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
24   0x00001ce5 0x013b28e5 4   5    .text   ascii   h`e?
25   0x00001dc5 0x013b29c5 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
26   0x00001e84 0x013b2a84 4   5    .text   ascii   \fj`Y
27   0x00001eb9 0x013b2ab9 7   8    .text   ascii   PPPh/;;
28   0x00002039 0x013b2c39 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
29   0x000021b0 0x013b2db0 4   5    .text   ascii   E\bSV
30   0x000021b9 0x013b2db9 4   5    .text   ascii   D$@3
31   0x000021c4 0x013b2dc4 4   6    .text   utf8    Ɖt$0 blocks=Latin Extended-B,Basic Latin
32   0x000021fa 0x013b2dfa 4   5    .text   ascii   \f8\$
33   0x0000221b 0x013b2e1b 4   5    .text   ascii   D$P\f
34   0x00002230 0x013b2e30 5   6    .text   ascii   D$DhG
35   0x000022d5 0x013b2ed5 4   5    .text   ascii   D$TP
36   0x000022da 0x013b2eda 4   5    .text   ascii   D$xP
37   0x000022df 0x013b2edf 4   5    .text   ascii   D$pP
38   0x000022e7 0x013b2ee7 4   5    .text   ascii   D$TP
39   0x000022ec 0x013b2eec 4   5    .text   ascii   D$pP
40   0x000022f1 0x013b2ef1 4   5    .text   ascii   D$xP
41   0x00002343 0x013b2f43 12  15   .text   utf8    F\f3ɉD$L3\r|$t blocks=Basic Latin,Latin Extended-B
42   0x00002376 0x013b2f76 4   6    .text   utf8    ÍV\b; blocks=Latin-1 Supplement,Basic Latin
43   0x000023a0 0x013b2fa0 5   6    .text   ascii   ;D$0t
44   0x000023df 0x013b2fdf 4   5    .text   ascii   D$<3
45   0x00002406 0x013b3006 6   7    .text   ascii   D$$f9\b
46   0x00002456 0x013b3056 4   5    .text   ascii   5\b!>
47   0x00002473 0x013b3073 4   6    .text   utf8    փD$8 blocks=Armenian,Basic Latin
48   0x0000247a 0x013b307a 4   5    .text   ascii   D$$\b
49   0x000024a4 0x013b30a4 5   6    .text   ascii   PQQQj
50   0x000024e8 0x013b30e8 5   6    .text   ascii   D$<YY
51   0x000024f8 0x013b30f8 4   5    .text   ascii   5$!>
52   0x00002503 0x013b3103 5   6    .text   ascii   L$$QP
53   0x00002514 0x013b3114 5   6    .text   ascii   D$$Pj
54   0x00002530 0x013b3130 4   5    .text   ascii   D$(h
55   0x00002588 0x013b3188 4   5    .text   ascii   L$(Q
56   0x000025ac 0x013b31ac 4   5    .text   ascii   D$$P
57   0x00002618 0x013b3218 4   5    .text   ascii   s\bh>
58   0x00002681 0x013b3281 6   7    .text   ascii   t$DPh?
59   0x000026a4 0x013b32a4 4   5    .text   ascii   t$(h
60   0x000026c3 0x013b32c3 6   7    .text   ascii   t?h,R>
61   0x0000270b 0x013b330b 4   5    .text   ascii   _^[3
62   0x0000273a 0x013b333a 5   6    .text   ascii   E\bSVW
63   0x0000274c 0x013b334c 4   5    .text   ascii   D$$3
64   0x000027de 0x013b33de 4   5    .text   ascii   \tt\vf
