[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   `.rdata
4    0x00000237 0x00000237 6   7            ascii   @.data
5    0x00000260 0x00000260 5   6            ascii   .rsrc
6    0x00000287 0x00000287 7   8            ascii   @.reloc
7    0x00000591 0x00401191 5   7    .text   utf8    ]À>Mu blocks=Basic Latin,Latin-1 Supplement
8    0x000005a3 0x004011a3 4   5    .text   ascii   <0PE
9    0x000005b0 0x004011b0 5   7    .text   utf8    rڋD0x blocks=Basic Latin,Arabic
10   0x000005b8 0x004011b8 4   6    .text   utf8    tҋL0 blocks=Basic Latin,Cyrillic
11   0x0000061a 0x0040121a 4   5    .text   ascii   r\b_3
12   0x00000622 0x00401222 4   6    .text   utf8    ]ËB$ blocks=Basic Latin,Latin-1 Supplement
13   0x00000650 0x00401250 4   5    .text   ascii   SVWj
14   0x00000663 0x00401263 5   7    .text   utf8    Ћ=<!A blocks=Cyrillic,Basic Latin
15   0x00000671 0x00401271 4   5    .text   ascii   5\b A
16   0x000006fb 0x004012fb 4   6    .text   utf8    []Ã~ blocks=Basic Latin,Latin-1 Supplement
17   0x00000716 0x00401316 4   5    .text   ascii   _^[]
18   0x0000079b 0x0040139b 4   5    .text   ascii   u\bjd
19   0x000007c3 0x004013c3 4   5    .text   ascii   u\bjd
20   0x00000880 0x00401480 4   5    .text   ascii   SVWP
21   0x00000985 0x00401585 4   5    .text   ascii   ;8}T
22   0x00000a04 0x00401604 4   5    .text   ascii   Y_^[
23   0x00000a34 0x00401634 6   7    .text   ascii   U\bSVW3
24   0x00000b61 0x00401761 4   6    .text   utf8    Nu܋M blocks=Basic Latin,Syriac
25   0x00000cde 0x004018de 4   5    .text   ascii   hP'A
26   0x00000d2f 0x0040192f 5   6    .text   ascii   Phx$B
27   0x00000d46 0x00401946 4   5    .text   ascii   hx$B
28   0x00000d53 0x00401953 5   6    .text   ascii   Vhd#B
29   0x00000d72 0x00401972 4   5    .text   ascii   hP&B
30   0x00000d7c 0x0040197c 4   5    .text   ascii   hx$B
31   0x00000d86 0x00401986 4   5    .text   ascii   h`"B
32   0x00000d90 0x00401990 4   5    .text   ascii   hp#B
33   0x00000db8 0x004019b8 4   5    .text   ascii   h`"B
34   0x00000de1 0x004019e1 4   5    .text   ascii   h`"B
35   0x00000deb 0x004019eb 4   5    .text   ascii   hp#B
36   0x00000e14 0x00401a14 4   5    .text   ascii   hp#B
37   0x00000e23 0x00401a23 4   5    .text   ascii   hP&B
38   0x00001035 0x00401c35 6   7    .text   ascii   PSh\f,A
39   0x00001095 0x00401c95 5   6    .text   ascii   VhT=A
40   0x000010ac 0x00401cac 4   5    .text   ascii   h`"B
41   0x000010c4 0x00401cc4 5   6    .text   ascii   Ph`"B
42   0x000010e5 0x00401ce5 4   5    .text   ascii   h`"B
43   0x00001122 0x00401d22 5   6    .text   ascii   Ph|5A
44   0x00001184 0x00401d84 4   5    .text   ascii   E\bSV
45   0x000011c7 0x00401dc7 4   5    .text   ascii   hP&B
46   0x00001212 0x00401e12 6   7    .text   ascii   jPhx$B
47   0x00001264 0x00401e64 4   5    .text   ascii   hP(B
48   0x0000126b 0x00401e6b 4   5    .text   ascii   hd#B
49   0x0000129b 0x00401e9b 5   6    .text   ascii   Ph(>A
50   0x000012c6 0x00401ec6 4   5    .text   ascii   hx$B
51   0x000012cb 0x00401ecb 4   5    .text   ascii   hX>A
52   0x0000130b 0x00401f0b 5   6    .text   ascii   Phl>A
53   0x000013ea 0x00401fea 4   5    .text   ascii   @\f=b
54   0x00001408 0x00402008 4   6    .text   utf8    3\nBh
55   0x00001438 0x00402038 4   5    .text   ascii   \bSVW
56   0x00001477 0x00402077 4   5    .text   ascii   Y_^[
57   0x0000149b 0x0040209b 4   5    .text   ascii   Y_^[
58   0x000014c5 0x004020c5 4   5    .text   ascii   hXmA
59   0x000014d8 0x004020d8 4   5    .text   ascii   \bSVW
60   0x00001519 0x00402119 4   5    .text   ascii   Y_^[
61   0x00001561 0x00402161 4   5    .text   ascii   Y_^[
62   0x00001586 0x00402186 4   5    .text   ascii   Y_^[
