[Strings]
nth  paddr      vaddr       len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d  44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e6 0x000000e6  6   7            ascii   t5Rich
2    0x00000108 0x00000108  4   5            ascii   /80Q
3    0x00000208 0x00000208  5   6            ascii   .text
4    0x0000022f 0x0000022f  7   8            ascii   `.rdata
5    0x00000257 0x00000257  6   7            ascii   @.data
6    0x00000280 0x00000280  6   7            ascii   .pdata
7    0x000002a7 0x000002a7  6   7            ascii   @.rsrc
8    0x00000445 0x140001045 4   5    .text   ascii   l$8H
9    0x0000044a 0x14000104a 4   5    .text   ascii   t$@H
10   0x000004a9 0x1400010a9 4   5    .text   ascii   \$0H
11   0x000004ae 0x1400010ae 4   5    .text   ascii   l$8H
12   0x000004b3 0x1400010b3 4   5    .text   ascii   t$@H
13   0x000004f2 0x1400010f2 5   6    .text   ascii   \$\bWH
14   0x00000516 0x140001116 4   5    .text   ascii   \$0H
15   0x00000522 0x140001122 5   6    .text   ascii   \$\bWH
16   0x00000546 0x140001146 4   5    .text   ascii   \$0H
17   0x00000562 0x140001162 5   6    .text   ascii   \$\bWH
18   0x000005bd 0x1400011bd 4   5    .text   ascii   \$0H
19   0x000005d0 0x1400011d0 5   6    .text   ascii   @VATH
20   0x000005e4 0x1400011e4 4   5    .text   ascii   D$(I
21   0x000005fb 0x1400011fb 4   5    .text   ascii   \$`H
22   0x00000600 0x140001200 4   5    .text   ascii   l$@I
23   0x00000608 0x140001208 4   5    .text   ascii   |$8L
24   0x0000063a 0x14000123a 4   5    .text   ascii   L$ I
25   0x0000063f 0x14000123f 4   6    .text   utf8    ԈD$! blocks=Cyrillic Supplement,Basic Latin
26   0x0000065c 0x14000125c 4   5    .text   ascii   L$ I
27   0x0000067f 0x14000127f 4   5    .text   ascii   |$8H
28   0x00000684 0x140001284 4   5    .text   ascii   l$@H
29   0x00000689 0x140001289 4   5    .text   ascii   \$`L
30   0x0000068e 0x14000128e 4   5    .text   ascii   l$0H
31   0x00000693 0x140001293 5   6    .text   ascii   L$(H3
32   0x000006a1 0x1400012a1 6   8    .text   utf8    HA\^ÍG blocks=Basic Latin,Latin-1 Supplement
33   0x000007e2 0x1400013e2 4   5    .text   ascii   \$\bH
34   0x000007f1 0x1400013f1 6   7    .text   ascii   |$ ATH
35   0x0000086d 0x14000146d 4   5    .text   ascii   \$0H
36   0x00000872 0x140001472 4   5    .text   ascii   l$8H
37   0x0000087a 0x14000147a 4   5    .text   ascii   t$@H
38   0x0000087f 0x14000147f 4   5    .text   ascii   |$HH
39   0x000008a7 0x1400014a7 7   8    .text   ascii   D9B\f})E
40   0x0000091e 0x14000151e 4   5    .text   ascii   D$@L
41   0x00000923 0x140001523 4   5    .text   ascii   D$8H
42   0x00000931 0x140001531 4   5    .text   ascii   D$(L
43   0x00000936 0x140001536 4   5    .text   ascii   D$ H
44   0x0000093b 0x14000153b 4   5    .text   ascii   T$PE
45   0x00000994 0x140001594 4   5    .text   ascii   L$`H
46   0x000009a2 0x1400015a2 4   5    .text   ascii   T$`H
