[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019e 0x0000019e 7   8            ascii   P`.data
3    0x000001c8 0x000001c8 6   7            ascii   .idata
4    0x000001f0 0x000001f0 6   7            ascii   .rdata
5    0x00000216 0x00000216 6   7            ascii   `@.bss
6    0x00000240 0x00000240 5   6            ascii   .rsrc
7    0x0000040a 0x0040100a 5   7    .text   utf8    E\b1ۉu blocks=Basic Latin,Arabic
8    0x00000431 0x00401031 4   6    .text   utf8    1҉T$ blocks=Basic Latin,Cyrillic
9    0x000004e9 0x004010e9 4   6    .text   utf8    1\tD$
10   0x0000076c 0x0040136c 5   6    .text   ascii   95xp@
11   0x000007c9 0x004013c9 5   7    .text   utf8    !ڡ@p@ blocks=Basic Latin,Arabic
12   0x0000084c 0x0040144c 5   6    .text   ascii   E\f2E\b
13   0x000009bc 0x004015bc 4   5    .text   ascii   \vC;_
14   0x00000a54 0x00401654 4   5    .text   ascii   D$\fq
15   0x00000ad6 0x004016d6 4   5    .text   ascii   D$\b'
16   0x00000b10 0x00401710 4   5    .text   ascii    [^]
17   0x00000b3b 0x0040173b 7   8    .text   ascii   D$\b#@-G
18   0x00000ba3 0x004017a3 4   5    .text   ascii   =xp@
19   0x00000bac 0x004017ac 4   5    .text   ascii   =,p@
20   0x00000c97 0x00401897 4   5    .text   ascii   =lp@
21   0x00000cef 0x004018ef 4   5    .text   ascii   WAPf
22   0x00000d38 0x00401938 4   5    .text   ascii   =Hp@
23   0x00000e35 0x00401a35 4   5    .text   ascii   =Dp@
24   0x00000e3c 0x00401a3c 4   5    .text   ascii   3~u\r
25   0x00000e4e 0x00401a4e 4   5    .text   ascii   =xp@
26   0x00000e69 0x00401a69 4   5    .text   ascii   =4p@
27   0x00000ea3 0x00401aa3 4   5    .text   ascii   =hp@
28   0x00000ea9 0x00401aa9 5   6    .text   ascii   a7\fu(
29   0x00000ee3 0x00401ae3 4   5    .text   ascii   =Dp@
30   0x00000f4d 0x00401b4d 4   5    .text   ascii   =<p@
31   0x00000fbd 0x00401bbd 4   5    .text   ascii   =4p@
