[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
12135 0x0009da1e 0x0049f21e 4   5    .data   ascii   g%"z
12136 0x0009da25 0x0049f225 6   7    .data   ascii   \r5.zzz
12137 0x0009da31 0x0049f231 7   8    .data   ascii   >Ky+ZF\v
12138 0x0009da57 0x0049f257 4   5    .data   ascii   QK\bp
12139 0x0009da5c 0x0049f25c 8   9    .data   ascii   `````x\nw
12140 0x0009da6c 0x0049f26c 5   6    .data   ascii   r<xxx
12141 0x0009da8b 0x0049f28b 7   8    .data   ascii   gggggzC
12142 0x0009daa9 0x0049f2a9 7   8    .data   ascii   zhhhhhm
12143 0x0009dab7 0x0049f2b7 9   10   .data   ascii   :mmmaaaaa
12144 0x0009dae1 0x0049f2e1 5   6    .data   ascii   $ss#\b
12145 0x0009dae8 0x0049f2e8 8   9    .data   ascii   Askkkkkh
12146 0x0009daf5 0x0049f2f5 5   6    .data   ascii   $\thG-
12147 0x0009dafc 0x0049f2fc 5   6    .data   ascii   P;hhh
12148 0x0009db06 0x0049f306 4   6    .data   utf8    hܰ*D blocks=Basic Latin,Syriac
12149 0x0009db17 0x0049f317 17  19   .data   utf8    hbȉhhmmmmms\eSE]sM blocks=Basic Latin,Latin Extended-B
12150 0x0009db3c 0x0049f33c 4   6    .data   utf8    <o6ͦ blocks=Basic Latin,Combining Diacritical Marks
12151 0x0009db44 0x0049f344 8   9    .data   ascii   oooyyyyy
12152 0x0009dbcf 0x0049f3cf 4   5    .data   ascii   u\ti8
12153 0x0009dbd7 0x0049f3d7 5   6    .data   ascii   fffff
12154 0x0009dbf3 0x0049f3f3 8   9    .data   ascii   pppppc\v8
12155 0x0009dbff 0x0049f3ff 4   5    .data   ascii   QTcc
12156 0x0009dc04 0x0049f404 4   5    .data   ascii   f\v$c
12157 0x0009dc1a 0x0049f41a 13  15   .data   utf8    bbbooooowɴNhw blocks=Basic Latin,IPA Extensions
12158 0x0009dc35 0x0049f435 7   8    .data   ascii   wwnnnnn
12159 0x0009dc56 0x0049f456 5   6    .data   ascii   ttttt
12160 0x0009dc67 0x0049f467 8   9    .data   ascii   wwwwweM!
12161 0x0009dc9f 0x0049f49f 6   7    .data   ascii   r=^ijA
12162 0x0009dd3b 0x0049f53b 4   5    .data   ascii   CqhV
12163 0x0009dd56 0x0049f556 7   8    .data   ascii   lbiiiii
12164 0x0009dda6 0x0049f5a6 5   6    .data   ascii   `````
12165 0x0009ddb7 0x0049f5b7 6   7    .data   ascii   aaaaae
12166 0x0009ddc8 0x0049f5c8 5   6    .data   ascii   _\e}ee
12167 0x0009dde6 0x0049f5e6 5   6    .data   ascii   `````
12168 0x0009ddfd 0x0049f5fd 5   6    .data   ascii   aaaaa
12169 0x0009de0c 0x0049f60c 4   5    .data   ascii   .b\J
12170 0x0009de19 0x0049f619 6   7    .data   ascii   pppppl
12171 0x0009de26 0x0049f626 4   5    .data   ascii   Dll\r
12172 0x0009de5b 0x0049f65b 11  13   .data   utf8    mmzzzzziqϽJ blocks=Basic Latin,Greek and Coptic
12173 0x0009de71 0x0049f671 9   10   .data   ascii   lii=7!9uE
12174 0x0009de89 0x0049f689 4   5    .data   ascii   >ttt
12175 0x0009ded3 0x0049f6d3 5   6    .data   ascii   ppppp
12176 0x0009defb 0x0049f6fb 4   5    .data   ascii   JRpp
12177 0x0009df03 0x0049f703 7   8    .data   ascii   pcccccq
12178 0x0009df15 0x0049f715 10  11   .data   ascii   _qqqxxxxxc
12179 0x0009df52 0x0049f752 6   7    .data   ascii   ffffft
12180 0x0009df5b 0x0049f75b 13  15   .data   utf8    t0Kưtttlllllb blocks=Basic Latin,Latin Extended-B
12181 0x0009df6e 0x0049f76e 4   5    .data   ascii   \b/\tb
12182 0x0009df92 0x0049f792 5   6    .data   ascii   iiiii
12183 0x0009dfd9 0x0049f7d9 7   8    .data   ascii   gzzzzzz
12184 0x0009dfea 0x0049f7ea 5   6    .data   ascii   \awzzz
12185 0x0009e017 0x0049f817 5   6    .data   ascii   ia&?3
12186 0x0009e04d 0x0049f84d 8   9    .data   ascii   xxzzzzzb
12187 0x0009e05b 0x0049f85b 7   8    .data   ascii   bz<gIbb
12188 0x0009e065 0x0049f865 9   10   .data   ascii   C\rbssssse
12189 0x0009e0ab 0x0049f8ab 4   5    .data   ascii   !dXr
12190 0x0009e0b0 0x0049f8b0 6   7    .data   ascii   mmmmmk
12191 0x0009e0df 0x0049f8df 5   6    .data   ascii   lllll
12192 0x0009e109 0x0049f909 6   7    .data   ascii   D:9```
12193 0x0009e121 0x0049f921 4   5    .data   ascii   \e\n``
12194 0x0009e168 0x0049f968 4   6    .data   utf8    ʴ!t= blocks=Spacing Modifier Letters,Basic Latin
12195 0x0009e196 0x0049f996 5   6    .data   ascii   <Yzzz
12196 0x0009e1a5 0x0049f9a5 5   6    .data   ascii   j1Nj\v
12197 0x0009e1d3 0x0049f9d3 8   9    .data   ascii   cccccc`?
12198 0x0009e1dd 0x0049f9dd 12  14   .data   utf8    `\ů8```nnnnn blocks=Basic Latin,Latin Extended-A
12199 0x0009e20c 0x0049fa0c 5   6    .data   ascii   tt\vu6
12200 0x0009e213 0x0049fa13 6   7    .data   ascii   tqqqqq
12201 0x0009e22b 0x0049fa2b 6   7    .data   ascii   dddddx
12202 0x0009e241 0x0049fa41 6   7    .data   ascii   xb4fxx
12203 0x0009e255 0x0049fa55 7   8    .data   ascii   pp(j\f_p
12204 0x0009e263 0x0049fa63 9   10   .data   ascii   ^oa_jYK/{
12205 0x0009e26d 0x0049fa6d 4   5    .data   ascii   :jjj
12206 0x0009e2a5 0x0049faa5 4   5    .data   ascii   oR[g
12207 0x0009e2aa 0x0049faaa 5   6    .data   ascii   kkkkk
12208 0x0009e2cc 0x0049facc 5   6    .data   ascii   TIacc
12209 0x0009e389 0x0049fb89 8   9    .data   ascii   dddooooo
12210 0x0009e3a8 0x0049fba8 5   6    .data   ascii   hhhhh
12211 0x0009e3c2 0x0049fbc2 4   5    .data   ascii   hy<z
12212 0x0009e3ce 0x0049fbce 14  17   .data   utf8    $hhhjjjjjpڤϥp} blocks=Basic Latin,Arabic,Greek and Coptic
12213 0x0009e3e1 0x0049fbe1 6   7    .data   ascii   Gp4'n`
12214 0x0009e3fb 0x0049fbfb 4   5    .data   ascii   L\b11
12215 0x0009e432 0x0049fc32 5   6    .data   ascii   eeeee
12216 0x0009e43a 0x0049fc3a 4   5    .data   ascii   Eu\eM
12217 0x0009e44b 0x0049fc4b 5   6    .data   ascii   hhhhh
12218 0x0009e462 0x0049fc62 8   9    .data   ascii   lllllwy;
12219 0x0009e46e 0x0049fc6e 5   6    .data   ascii   sVwjy
12220 0x0009e478 0x0049fc78 10  12   .data   utf8    wڴ\twwppppp blocks=Basic Latin,Arabic
12221 0x0009e4a8 0x0049fca8 5   6    .data   ascii   ppppp
12222 0x0009e4c2 0x0049fcc2 7   9    .data   utf8    nnnnneԽ blocks=Basic Latin,Armenian
12223 0x0009e4d6 0x0049fcd6 4   5    .data   ascii   weeg
12224 0x0009e4f2 0x0049fcf2 6   7    .data   ascii   dddddn
12225 0x0009e538 0x0049fd38 6   7    .data   ascii   qqqqqz
12226 0x0009e54c 0x0049fd4c 4   5    .data   ascii   Tczq
12227 0x0009e551 0x0049fd51 8   9    .data   ascii   Azzfffff
12228 0x0009e570 0x0049fd70 4   6    .data   utf8    ٌt-h blocks=Arabic,Basic Latin
12229 0x0009e576 0x0049fd76 14  15   .data   ascii   <EG`Uhhhvvvvvc
12230 0x0009e59d 0x0049fd9d 4   5    .data   ascii   y&@!
12231 0x0009e5b6 0x0049fdb6 6   7    .data   ascii   yfffff
12232 0x0009e5de 0x0049fdde 5   6    .data   ascii   zzzzz
12233 0x0009e60b 0x0049fe0b 8   9    .data   ascii   xxxuuuuu
12234 0x0009e63f 0x0049fe3f 5   6    .data   ascii   lllll
12235 0x0009e654 0x0049fe54 5   6    .data   ascii   hhhhh
12236 0x0009e66e 0x0049fe6e 6   7    .data   ascii   kkkkkk
12237 0x0009e675 0x0049fe75 5   7    .data   utf8    .̩b+k blocks=Basic Latin,Combining Diacritical Marks
12238 0x0009e6b4 0x0049feb4 5   6    .data   ascii   zzzzz
12239 0x0009e700 0x0049ff00 6   7    .data   ascii   aaaaai
12240 0x0009e70c 0x0049ff0c 4   5    .data   ascii   B\fii
12241 0x0009e744 0x0049ff44 5   6    .data   ascii   ccccc
12242 0x0009e763 0x0049ff63 5   6    .data   ascii   ggggg
12243 0x0009e774 0x0049ff74 5   6    .data   ascii   ppppp
12244 0x0009e796 0x0049ff96 4   5    .data   ascii   zRe7
12245 0x0009e7a1 0x0049ffa1 7   8    .data   ascii   1zooooo
12246 0x0009e7cd 0x0049ffcd 4   5    .data   ascii   LM@r
12247 0x0009e7d2 0x0049ffd2 4   5    .data   ascii   <-rr
12248 0x0009e847 0x004a0047 9   10   .data   ascii   ccccccccw
12249 0x0009e85d 0x004a005d 8   9    .data   ascii   Swwsssss
12250 0x0009e8eb 0x004a00eb 5   6    .data   ascii   C\am``
12251 0x0009e920 0x004a0120 10  11   .data   ascii   qqqqqf7v\vf
12252 0x0009e934 0x004a0134 9   10   .data   ascii   ffnnnnnie
12253 0x0009e93f 0x004a013f 6   8    .data   utf8    ڽ2iY%% blocks=Arabic,Basic Latin
12254 0x0009e94e 0x004a014e 7   8    .data   ascii   ieeeeel
12255 0x0009e957 0x004a0157 5   8    .data   utf8    者2mlD blocks=CJK Compatibility Ideographs,Basic Latin
12256 0x0009e970 0x004a0170 6   7    .data   ascii   }MG5iT
12257 0x0009e980 0x004a0180 7   8    .data   ascii   iippppp
12258 0x0009e9c0 0x004a01c0 4   5    .data   ascii   Tm:L
12259 0x0009e9c6 0x004a01c6 5   6    .data   ascii   sssss
12260 0x0009e9d3 0x004a01d3 4   5    .data   ascii   ("RM
12261 0x0009e9f6 0x004a01f6 11  12   .data   ascii   xxxxxay#~a&
12262 0x0009eab7 0x004a02b7 5   6    .data   ascii   ttttt
12263 0x0009eae8 0x004a02e8 11  12   .data   ascii   ttgggggr+pu
12264 0x0009eb0c 0x004a030c 4   5    .data   ascii   YVDb
12265 0x0009eb11 0x004a0311 8   9    .data   ascii   lllfffff
12266 0x0009eb85 0x004a0385 6   7    .data   ascii   xx#+\el
12267 0x0009eba4 0x004a03a4 5   6    .data   ascii   `````
12268 0x0009ebce 0x004a03ce 5   6    .data   ascii   hh<M=
12269 0x0009ebd4 0x004a03d4 6   7    .data   ascii   httttt
12270 0x0009ec00 0x004a0400 4   5    .data   ascii   \rJoo
12271 0x0009ec23 0x004a0423 6   7    .data   ascii   lllllk
12272 0x0009ec4a 0x004a044a 5   6    .data   ascii   eeeee
12273 0x0009ec63 0x004a0463 5   6    .data   ascii   sssss
12274 0x0009ecab 0x004a04ab 5   6    .data   ascii   `````
12275 0x0009ecd7 0x004a04d7 8   9    .data   ascii   ^nnddddd
12276 0x0009ecf9 0x004a04f9 5   6    .data   ascii   bbbbb
12277 0x0009ed39 0x004a0539 5   6    .data   ascii   ttttt
12278 0x0009ed78 0x004a0578 4   5    .data   ascii   ?{aa
12279 0x0009ed7d 0x004a057d 11  13   .data   utf8    5Nkatttttg]
12280 0x0009ed8a 0x004a058a 4   5    .data   ascii   ;=g#
12281 0x0009ed8f 0x004a058f 6   8    .data   utf8    ԛ`Pggg blocks=Cyrillic Supplement,Basic Latin
12282 0x0009edb5 0x004a05b5 5   6    .data   ascii   r*lMH
12283 0x0009edc5 0x004a05c5 5   7    .data   utf8    rrƺ ( blocks=Basic Latin,Latin Extended-B
12284 0x0009edcc 0x004a05cc 9   10   .data   ascii   t5rfffffw
12285 0x0009eddd 0x004a05dd 8   9    .data   ascii   wwwccccc
12286 0x0009ee0f 0x004a060f 6   7    .data   ascii   nnnnna
12287 0x0009ee1a 0x004a061a 5   6    .data   ascii   Bvak"
12288 0x0009ee23 0x004a0623 8   9    .data   ascii   aaaggggg
12289 0x0009ee42 0x004a0642 7   8    .data   ascii   kkkkkzQ
12290 0x0009ee4e 0x004a064e 4   6    .data   utf8    Ppzz
12291 0x0009ee69 0x004a0669 8   9    .data   ascii   nnnrrrrr
12292 0x0009ee86 0x004a0686 5   6    .data   ascii   ppppp
12293 0x0009ee93 0x004a0693 7   8    .data   ascii   HRt.~^u
12294 0x0009eea5 0x004a06a5 7   8    .data   ascii   yyyyya\v
12295 0x0009eecc 0x004a06cc 6   7    .data   ascii   dddddf
12296 0x0009eeda 0x004a06da 4   6    .data   utf8    Gλff blocks=Basic Latin,Greek and Coptic
12297 0x0009eee2 0x004a06e2 8   9    .data   ascii   \rDfxxxxx
12298 0x0009eeed 0x004a06ed 4   6    .data   utf8    xϣQ< blocks=Basic Latin,Greek and Coptic
12299 0x0009ef16 0x004a0716 7   8    .data   ascii   eeeeeee
12300 0x0009ef5c 0x004a075c 5   6    .data   ascii   `````
12301 0x0009ef7b 0x004a077b 5   6    .data   ascii   sssss
12302 0x0009ef8c 0x004a078c 5   6    .data   ascii   sssss
12303 0x0009efa2 0x004a07a2 5   6    .data   ascii   wwwww
12304 0x0009efd2 0x004a07d2 6   7    .data   ascii   gggggr
12305 0x0009f003 0x004a0803 8   9    .data   ascii   zzzzzpwB
12306 0x0009f015 0x004a0815 8   9    .data   ascii   pppaaaaa
12307 0x0009f072 0x004a0872 13  14   .data   ascii   voRBbbzzzzzpT
12308 0x0009f0c2 0x004a08c2 7   8    .data   ascii   uurrrrr
12309 0x0009f0d9 0x004a08d9 6   7    .data   ascii   pppppu
12310 0x0009f0ea 0x004a08ea 9   10   .data   ascii   >uuueeeee
12311 0x0009f130 0x004a0930 13  15   .data   utf8    `ȘXC```uuuuu` blocks=Basic Latin,Latin Extended-B
12312 0x0009f23f 0x004a0a3f 4   5    .data   ascii   %Zrr
12313 0x0009f28e 0x004a0a8e 8   9    .data   ascii   .+zzzzzz
12314 0x0009f2b0 0x004a0ab0 4   6    .data   utf8    ghPǱ blocks=Basic Latin,Latin Extended-B
12315 0x0009f2b6 0x004a0ab6 8   9    .data   ascii   ggrrrrrn
12316 0x0009f2c8 0x004a0ac8 6   7    .data   ascii   #nn@ B
12317 0x0009f300 0x004a0b00 12  13   .data   ascii   S1qqzzzzz`\vC
12318 0x0009f310 0x004a0b10 4   5    .data   ascii   $6``
12319 0x0009f318 0x004a0b18 7   8    .data   ascii   `cccccf
12320 0x0009f32b 0x004a0b2b 9   10   .data   ascii   fffuuuuua
12321 0x0009f346 0x004a0b46 7   8    .data   ascii   aavvvvv
12322 0x0009f37d 0x004a0b7d 5   6    .data   ascii   eAf_e
12323 0x0009f384 0x004a0b84 5   7    .data   utf8    nCe`ײ blocks=Basic Latin,Hebrew
12324 0x0009f395 0x004a0b95 5   6    .data   ascii   VL2?k
12325 0x0009f3a7 0x004a0ba7 5   6    .data   ascii   ttttt
12326 0x0009f3cb 0x004a0bcb 4   5    .data   ascii   ouco
12327 0x0009f3e6 0x004a0be6 6   7    .data   ascii   A!mmD,
12328 0x0009f3f8 0x004a0bf8 4   5    .data   ascii   Owh6
12329 0x0009f401 0x004a0c01 8   9    .data   ascii   hhhbbbbb
12330 0x0009f428 0x004a0c28 5   6    .data   ascii   }vq`>
12331 0x0009f432 0x004a0c32 4   5    .data   ascii   \nqqz
12332 0x0009f44e 0x004a0c4e 5   6    .data   ascii   wwwww
12333 0x0009f47d 0x004a0c7d 5   6    .data   ascii   wwwww
12334 0x0009f4da 0x004a0cda 5   6    .data   ascii   hhhhh
12335 0x0009f553 0x004a0d53 5   6    .data   ascii   nnnnn
12336 0x0009f57c 0x004a0d7c 4   5    .data   ascii   VTs[
12337 0x0009f586 0x004a0d86 7   8    .data   ascii   eeeeex{
12338 0x0009f5e7 0x004a0de7 7   8    .data   ascii   ntjjjjj
12339 0x0009f62f 0x004a0e2f 4   5    .data   ascii   L|\fF
12340 0x0009f651 0x004a0e51 6   7    .data   ascii   =E5nnx
12341 0x0009f671 0x004a0e71 5   6    .data   ascii   uuuuu
12342 0x0009f686 0x004a0e86 8   9    .data   ascii   yyyyyz\e*
12343 0x0009f6ad 0x004a0ead 5   7    .data   utf8    q{̍uN blocks=Basic Latin,Combining Diacritical Marks
12344 0x0009f6c6 0x004a0ec6 4   5    .data   ascii   3)hN
12345 0x0009f6cb 0x004a0ecb 4   6    .data   utf8    lhhh
12346 0x0009f6e4 0x004a0ee4 9   11   .data   utf8    jjtttttlͰ blocks=Basic Latin,Greek and Coptic
12347 0x0009f6f7 0x004a0ef7 7   9    .data   utf8    ll}ȹ<wl blocks=Basic Latin,Latin Extended-B
12348 0x0009f716 0x004a0f16 5   6    .data   ascii   mmmmm
12349 0x0009f71c 0x004a0f1c 4   6    .data   utf8    e2<Ͽ blocks=Basic Latin,Greek and Coptic
12350 0x0009f732 0x004a0f32 5   6    .data   ascii   jjjjj
12351 0x0009f747 0x004a0f47 5   6    .data   ascii   iiiii
12352 0x0009f75c 0x004a0f5c 6   7    .data   ascii   uuuuun
12353 0x0009f774 0x004a0f74 7   8    .data   ascii   nnjjjjj
12354 0x0009f7ec 0x004a0fec 5   6    .data   ascii   nnnnn
12355 0x0009f823 0x004a1023 4   5    .data   ascii   \fc+$
12356 0x0009f85b 0x004a105b 4   5    .data   ascii   %2@Q
12357 0x0009f86b 0x004a106b 8   9    .data   ascii   bbbbbn44
12358 0x0009f876 0x004a1076 6   7    .data   ascii   t<bnnn
12359 0x0009f8ab 0x004a10ab 5   6    .data   ascii   xxxxx
12360 0x0009f8b3 0x004a10b3 4   5    .data   ascii   =\nOQ
12361 0x0009f8c2 0x004a10c2 7   8    .data   ascii   pppppla
12362 0x0009f8dc 0x004a10dc 10  11   .data   ascii   llxxxxxpnI
12363 0x0009f8eb 0x004a10eb 4   5    .data   ascii   \rppO
12364 0x0009f915 0x004a1115 4   5    .data   ascii   yU)m
12365 0x0009f91d 0x004a111d 5   6    .data   ascii   F_@mm
12366 0x0009f9ff 0x004a11ff 7   8    .data   ascii   oouuuuu
12367 0x0009fa1a 0x004a121a 8   10   .data   utf8    nnnnnpjѳ blocks=Basic Latin,Cyrillic
12368 0x0009fa49 0x004a1249 4   5    .data   ascii   KVcc
12369 0x0009fa62 0x004a1262 5   6    .data   ascii   `````
12370 0x0009fa70 0x004a1270 4   5    .data   ascii   'i+V
12371 0x0009fa77 0x004a1277 5   6    .data   ascii   ooooo
12372 0x0009fa83 0x004a1283 4   5    .data   ascii   *+Fl
12373 0x0009fa8b 0x004a128b 4   5    .data   ascii   UwF0
12374 0x0009fab0 0x004a12b0 8   9    .data   ascii   zzzzzvX3
12375 0x0009fb23 0x004a1323 6   7    .data   ascii   sssssz
12376 0x0009fb36 0x004a1336 9   10   .data   ascii   bz`````jh
12377 0x0009fb4a 0x004a134a 10  11   .data   ascii   jjjbbbbbnF
12378 0x0009fb7b 0x004a137b 4   6    .data   utf8    rnnˈ blocks=Basic Latin,Spacing Modifier Letters
12379 0x0009fb94 0x004a1394 8   9    .data   ascii   pppnnnnn
12380 0x0009fbad 0x004a13ad 6   7    .data   ascii   zzzzzo
12381 0x0009fbf9 0x004a13f9 5   6    .data   ascii   ttttt
12382 0x0009fc20 0x004a1420 8   9    .data   ascii   hhhfffff
12383 0x0009fc3d 0x004a143d 8   9    .data   ascii   bbbbbhb\e
12384 0x0009fc6a 0x004a146a 10  11   .data   ascii   gggcccccwH
12385 0x0009fc76 0x004a1476 4   5    .data   ascii   wvl:
12386 0x0009fc7b 0x004a147b 5   6    .data   ascii   w:$^-
12387 0x0009fc96 0x004a1496 4   5    .data   ascii   G,?\
12388 0x0009fc9c 0x004a149c 5   6    .data   ascii   wwwww
12389 0x0009fccf 0x004a14cf 6   7    .data   ascii   vvvvvr
12390 0x0009fcdd 0x004a14dd 4   6    .data   utf8    rrɖq blocks=Basic Latin,IPA Extensions
12391 0x0009fce3 0x004a14e3 6   7    .data   ascii   rxxxxx
12392 0x0009fd3a 0x004a153a 5   6    .data   ascii   ^m3.k
12393 0x0009fd59 0x004a1559 5   6    .data   ascii   kkkkk
12394 0x0009fd72 0x004a1572 5   6    .data   ascii   lllll
12395 0x0009fd8e 0x004a158e 4   5    .data   ascii   vOqA
12396 0x0009fda2 0x004a15a2 9   10   .data   ascii   qvvfffffv
12397 0x0009fdb3 0x004a15b3 4   6    .data   utf8    vv=ϯ blocks=Basic Latin,Greek and Coptic
12398 0x0009fdb9 0x004a15b9 6   7    .data   ascii   vyyyyy
12399 0x0009fe37 0x004a1637 4   5    .data   ascii   \v4i_
12400 0x0009fe5c 0x004a165c 11  12   .data   ascii   zzzuuuuuv[\f
12401 0x0009feef 0x004a16ef 5   6    .data   ascii   bbbbb
12402 0x0009ff0e 0x004a170e 5   7    .data   utf8    Ǔrf/U blocks=Latin Extended-B,Basic Latin
12403 0x0009ff1c 0x004a171c 11  12   .data   ascii   3feeeeem"u(
12404 0x0009ff31 0x004a1731 4   5    .data   ascii   Bmmm
12405 0x0009ff3a 0x004a173a 4   5    .data   ascii   h:it
12406 0x0009ff3f 0x004a173f 5   6    .data   ascii   o1>jh
12407 0x0009ff4e 0x004a174e 10  11   .data   ascii   /hhvvvvvvg
12408 0x0009ff5a 0x004a175a 4   5    .data   ascii   #vc7
12409 0x0009ff65 0x004a1765 6   7    .data   ascii   vzzzzz
12410 0x0009ffb3 0x004a17b3 6   7    .data   ascii   pnnnnn
12411 0x0009ffdb 0x004a17db 5   6    .data   ascii   zzzzz
12412 0x0009fff4 0x004a17f4 7   8    .data   ascii   nnnnnrz
12413 0x000a0016 0x004a1816 4   5    .data   ascii   %^Le
12414 0x000a0025 0x004a1825 7   8    .data   ascii   eerrrrr
12415 0x000a004c 0x004a184c 9   11   .data   utf8    ׄssszzzzz blocks=Hebrew,Basic Latin
12416 0x000a006b 0x004a186b 6   7    .data   ascii   ccccck
12417 0x000a0079 0x004a1879 5   6    .data   ascii   Y^Nr\e
12418 0x000a0080 0x004a1880 4   5    .data   ascii   kk4S
12419 0x000a0095 0x004a1895 12  13   .data   ascii   6`xiiimmmmmw
12420 0x000a00bf 0x004a18bf 5   6    .data   ascii   7\n]ee
12421 0x000a00c5 0x004a18c5 12  13   .data   ascii   $R}\aessssst!
12422 0x000a00de 0x004a18de 9   10   .data   ascii   tttmmmmmn
12423 0x000a00f6 0x004a18f6 4   5    .data   ascii   onG-
12424 0x000a00fb 0x004a18fb 8   9    .data   ascii   nnnnnnne
12425 0x000a0109 0x004a1909 4   5    .data   ascii   &<ee
12426 0x000a0189 0x004a1989 8   9    .data   ascii   wwwwwj)P
12427 0x000a01a7 0x004a19a7 7   8    .data   ascii   jeeeeeu
12428 0x000a01b5 0x004a19b5 10  11   .data   ascii   suuu`````n
12429 0x000a021b 0x004a1a1b 6   7    .data   ascii   tttttl
12430 0x000a0235 0x004a1a35 4   6    .data   utf8    pҕg\e blocks=Basic Latin,Cyrillic
12431 0x000a0242 0x004a1a42 8   9    .data   ascii   pppeeeee
12432 0x000a025f 0x004a1a5f 5   6    .data   ascii   ooooo
12433 0x000a028f 0x004a1a8f 7   9    .data   utf8    bbbbbmϣ blocks=Basic Latin,Greek and Coptic
12434 0x000a02be 0x004a1abe 5   6    .data   ascii   rrrrr
12435 0x000a02f1 0x004a1af1 6   7    .data   ascii   hhhhht
12436 0x000a02ff 0x004a1aff 4   5    .data   ascii   tt_!
12437 0x000a0394 0x004a1b94 6   7    .data   ascii   `````z
12438 0x000a03a8 0x004a1ba8 8   9    .data   ascii   zzzooooo
12439 0x000a03c7 0x004a1bc7 5   6    .data   ascii   aaaaa
12440 0x000a03dc 0x004a1bdc 5   6    .data   ascii   zzzzz
12441 0x000a040b 0x004a1c0b 7   8    .data   ascii   wwwwwj4
12442 0x000a0415 0x004a1c15 4   6    .data   utf8    Ρj+3 blocks=Greek and Coptic,Basic Latin
12443 0x000a041f 0x004a1c1f 5   6    .data   ascii   6jj4>
12444 0x000a0429 0x004a1c29 6   7    .data   ascii   jrrrrr
12445 0x000a0442 0x004a1c42 4   5    .data   ascii   uPbj
12446 0x000a046a 0x004a1c6a 5   6    .data   ascii   eeeee
12447 0x000a0481 0x004a1c81 5   6    .data   ascii   ggggg
12448 0x000a049d 0x004a1c9d 6   7    .data   ascii   nnnnnn
12449 0x000a04ab 0x004a1cab 4   6    .data   utf8    nnVտ blocks=Basic Latin,Armenian
12450 0x000a04b1 0x004a1cb1 6   7    .data   ascii   niiiii
12451 0x000a0554 0x004a1d54 5   6    .data   ascii   ttttt
12452 0x000a0573 0x004a1d73 6   7    .data   ascii   qqqqqt
12453 0x000a0581 0x004a1d81 10  11   .data   ascii   tttbbbbbe/
12454 0x000a0598 0x004a1d98 7   8    .data   ascii   eeqqqqq
12455 0x000a05b3 0x004a1db3 5   6    .data   ascii   aaaaa
12456 0x000a05ca 0x004a1dca 6   7    .data   ascii   rrrrrg
12457 0x000a05e4 0x004a1de4 7   8    .data   ascii   ggttttt
12458 0x000a0615 0x004a1e15 6   7    .data   ascii   sJ\r\tZs
12459 0x000a0627 0x004a1e27 8   9    .data   ascii   ,sseeeee
12460 0x000a064e 0x004a1e4e 5   6    .data   ascii   nKq>n
12461 0x000a0657 0x004a1e57 10  11   .data   ascii   nnnqqqqqiu
12462 0x000a066d 0x004a1e6d 8   9    .data   ascii   Wiivvvvv
12463 0x000a06ca 0x004a1eca 6   8    .data   utf8    rr͠\r"r blocks=Basic Latin,Combining Diacritical Marks
12464 0x000a06ef 0x004a1eef 4   5    .data   ascii   ?tA)
12465 0x000a06fe 0x004a1efe 8   9    .data   ascii   ttvvvvvh
12466 0x000a071c 0x004a1f1c 11  12   .data   ascii   ?'hppppph\bW
12467 0x000a072b 0x004a1f2b 10  11   .data   ascii   _:hhhlllll
12468 0x000a0746 0x004a1f46 7   8    .data   ascii   hhhhhjt
12469 0x000a0769 0x004a1f69 5   6    .data   ascii   JbhhS
12470 0x000a0773 0x004a1f73 10  11   .data   ascii   hhhdddddp#
12471 0x000a0781 0x004a1f81 4   5    .data   ascii   gCzp
12472 0x000a078b 0x004a1f8b 11  13   .data   utf8    qp\Ӈppqqqqq blocks=Basic Latin,Cyrillic
12473 0x000a07a7 0x004a1fa7 5   6    .data   ascii   uuuuu
12474 0x000a07bc 0x004a1fbc 5   6    .data   ascii   mmmmm
12475 0x000a07d6 0x004a1fd6 6   7    .data   ascii   `````z
12476 0x000a07de 0x004a1fde 4   6    .data   utf8    HÂez blocks=Basic Latin,Latin-1 Supplement
12477 0x000a07f4 0x004a1ff4 6   7    .data   ascii   z`````
12478 0x000a0810 0x004a2010 4   5    .data   ascii   \e!d~
