[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f8 0x000000f8 6   8            utf8    RichӘS blocks=Basic Latin,Cyrillic
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x00000726 0x10001326 4   5    .text   ascii   f1DM
8    0x00000b12 0x10001712 4   5    .text   ascii   f1DM
9    0x00000bd8 0x100017d8 4   6    .text   utf8    \b3ɰ4 blocks=Basic Latin,IPA Extensions
10   0x00000c12 0x10001812 4   5    .text   ascii   f1DM
11   0x00000cc3 0x100018c3 4   5    .text   ascii   f1DM
12   0x00000e28 0x10001a28 4   6    .text   utf8    \f3ɰa blocks=Basic Latin,IPA Extensions
13   0x00000e62 0x10001a62 4   5    .text   ascii   f1DM
14   0x00001112 0x10001d12 4   5    .text   ascii   f1DM
15   0x000011a7 0x10001da7 4   5    .text   ascii   f1DM
16   0x000015c2 0x100021c2 4   5    .text   ascii   f1DM
17   0x000016f2 0x100022f2 4   5    .text   ascii   f1DM
18   0x00001832 0x10002432 4   6    .text   utf8    ]fǅD blocks=Basic Latin,Latin Extended-B
19   0x00001c28 0x10002828 4   5    .text   ascii   f1DM
20   0x00001cc2 0x100028c2 4   5    .text   ascii   f1DM
21   0x00001d21 0x10002921 4   7    .text   utf8    3ɰeǅ blocks=Basic Latin,IPA Extensions,Latin Extended-B
22   0x00001ddf 0x100029df 4   6    .text   utf8    \a3ɰO blocks=Basic Latin,IPA Extensions
23   0x00001e14 0x10002a14 4   5    .text   ascii   f1DM
24   0x00001e72 0x10002a72 4   6    .text   utf8    \b3ɰ' blocks=Basic Latin,IPA Extensions
25   0x00001ea7 0x10002aa7 4   5    .text   ascii   f1DM
26   0x000021e9 0x10002de9 6   9    .text   utf8    \r3ɰ ǅr blocks=Basic Latin,IPA Extensions,Latin Extended-B
27   0x00002386 0x10002f86 5   6    .text   ascii   R\bf1J
28   0x00002424 0x10003024 4   6    .text   utf8    H<3\t
29   0x00002543 0x10003143 5   8    .text   utf8    3ɰ\rǅn blocks=Basic Latin,IPA Extensions,Latin Extended-B
30   0x000027de 0x100033de 4   6    .text   utf8    Y_^ù blocks=Basic Latin,Latin-1 Supplement
31   0x0000288c 0x1000348c 4   5    .text   ascii   E\fVW
32   0x00002985 0x10003585 4   6    .text   utf8    #+ڍC blocks=Basic Latin,Arabic
33   0x000029bd 0x100035bd 5   6    .text   ascii   }\b;}\f
34   0x00002bee 0x100037ee 5   6    .text   ascii   E\b_^d
35   0x00002e24 0x10003a24 5   9    .text   utf8    >벋Ëu\f blocks=Basic Latin,Hangul Syllables,Latin-1 Supplement
36   0x00002e6b 0x10003a6b 4   6    .text   utf8    _^+ڋ blocks=Basic Latin,Arabic
37   0x00002f5a 0x10003b5a 4   5    .text   ascii   $SVW
38   0x00002f64 0x10003b64 6   8    .text   utf8    }؋u\b+7 blocks=Basic Latin,Arabic
39   0x00002fec 0x10003bec 4   7    .text   utf8    ؉]ЋE blocks=Arabic,Basic Latin,Cyrillic
40   0x00003016 0x10003c16 4   5    .text   ascii   u\fPW
41   0x00003038 0x10003c38 4   5    .text   ascii   WSPR
42   0x00003050 0x10003c50 4   5    .text   ascii   WPQR
43   0x000030da 0x10003cda 4   5    .text   ascii   $SVW
44   0x00003129 0x10003d29 4   6    .text   utf8    N\b+ϸ blocks=Basic Latin,Greek and Coptic
45   0x00003168 0x10003d68 4   7    .text   utf8    ؉]ЋE blocks=Arabic,Basic Latin,Cyrillic
46   0x0000318c 0x10003d8c 4   5    .text   ascii   u\fPV
47   0x000031ae 0x10003dae 4   5    .text   ascii   VSPR
48   0x000031c6 0x10003dc6 4   5    .text   ascii   VPQR
49   0x0000324a 0x10003e4a 4   5    .text   ascii   $SVW
50   0x00003254 0x10003e54 6   8    .text   utf8    }؋u\b+7 blocks=Basic Latin,Arabic
51   0x000032dc 0x10003edc 4   7    .text   utf8    ؉]ЋE blocks=Arabic,Basic Latin,Cyrillic
52   0x00003306 0x10003f06 4   5    .text   ascii   u\fPW
53   0x00003328 0x10003f28 4   5    .text   ascii   WSPR
54   0x00003340 0x10003f40 4   5    .text   ascii   WPQR
55   0x000033ca 0x10003fca 4   5    .text   ascii   $SVW
56   0x000033fa 0x10003ffa 5   7    .text   utf8    u܋O\b+ blocks=Basic Latin,Syriac
57   0x000034ca 0x100040ca 4   5    .text   ascii   WVQP
58   0x000034df 0x100040df 4   5    .text   ascii   WSRP
59   0x0000350f 0x1000410f 4   6    .text   utf8    O\b+ʃ blocks=Basic Latin,IPA Extensions
60   0x0000353d 0x1000413d 5   8    .text   utf8    E܍\fƉO blocks=Basic Latin,Syriac,Latin Extended-B
