Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1290 0x0000fea6 0x00021ca6 4   5    .data   ascii   tv\v\v
1291 0x0000fec9 0x00021cc9 5   6    .data   ascii   )uiM\r
1292 0x0000feee 0x00021cee 4   5    .data   ascii   #I\eZ
1293 0x0000fef7 0x00021cf7 5   6    .data   ascii   \e\b*7~
1294 0x0000ff72 0x00021d72 5   6    .data   ascii   \v\f}$&
1295 0x0000ff85 0x00021d85 5   8    .data   utf8    ".A٧ñ blocks=Basic Latin,Arabic,Latin-1 Supplement
1296 0x0000ff8f 0x00021d8f 4   5    .data   ascii   \e?X~
1297 0x0000ff99 0x00021d99 4   5    .data   ascii   >7\to
1298 0x0000ffd1 0x00021dd1 6   8    .data   utf8    dmj\tף? blocks=Basic Latin,Hebrew
1299 0x0000ffe6 0x00021de6 4   5    .data   ascii   u6f*
1300 0x00010023 0x00021e23 5   8    .data   utf8    i0W0 blocks=Basic Latin,Private Use Area
1301 0x0001008a 0x00021e8a 4   6    .data   utf8    ͌\aPk blocks=Combining Diacritical Marks,Basic Latin
1302 0x00010094 0x00021e94 4   6    .data   utf8    Ԣ Oa blocks=Cyrillic Supplement,Basic Latin
1303 0x000100a4 0x00021ea4 5   6    .data   ascii   8f8/\r
1304 0x000100b1 0x00021eb1 4   5    .data   ascii   _{A!
1305 0x000100c2 0x00021ec2 4   6    .data   utf8    xQIk
1306 0x000100f8 0x00021ef8 4   5    .data   ascii   rkF)
1307 0x00010174 0x00021f74 7   8    .data   ascii   L\c\fS:r
1308 0x00010180 0x00021f80 4   5    .data   ascii   L0k,
1309 0x00010190 0x00021f90 4   5    .data   ascii   aPlL
1310 0x000101b3 0x00021fb3 6   8    .data   utf8    ̓+=HZl blocks=Combining Diacritical Marks,Basic Latin
1311 0x000101c9 0x00021fc9 5   6    .data   ascii   \aEh,=
1312 0x000101e2 0x00021fe2 5   6    .data   ascii   q\n1Y-
1313 0x00010252 0x00022052 4   5    .data   ascii   \bALW
1314 0x0001025e 0x0002205e 7   8    .data   ascii   \tkzU#4D
1315 0x000102ca 0x000220ca 4   5    .data   ascii   Ut\r[
1316 0x00010315 0x00022115 4   6    .data   utf8    qݎ\n! blocks=Basic Latin,Syriac
1317 0x0001032e 0x0002212e 4   6    .data   utf8    ȭBU^ blocks=Latin Extended-B,Basic Latin
1318 0x0001033e 0x0002213e 4   5    .data   ascii   $h\9
1319 0x00010375 0x00022175 4   6    .data   utf8    :G\n֘ blocks=Basic Latin,Hebrew
1320 0x000103ba 0x000221ba 7   10   .data   utf8    ԛ\v(ïBRT blocks=Cyrillic Supplement,Basic Latin,Latin-1 Supplement
1321 0x000103e9 0x000221e9 5   6    .data   ascii   <N,6\b
1322 0x00010409 0x00022209 4   6    .data   utf8    _y\bð blocks=Basic Latin,Latin-1 Supplement
1323 0x00010439 0x00022239 6   7    .data   ascii   DeUN&*
1324 0x0001048f 0x0002228f 8   11   .data   utf8    u+ްWKUTÇ blocks=Basic Latin,Thaana,Latin-1 Supplement
1325 0x000104ae 0x000222ae 4   5    .data   ascii   _s\b!
1326 0x000104f1 0x000222f1 4   5    .data   ascii   !Y4a
1327 0x0001050f 0x0002230f 4   6    .data   utf8    E̥C@ blocks=Basic Latin,Combining Diacritical Marks
1328 0x0001056b 0x0002236b 4   6    .data   utf8    y82Ѩ blocks=Basic Latin,Cyrillic
1329 0x00010592 0x00022392 7   10   .data   utf8    wQu!TJЫ blocks=Basic Latin,Cyrillic
1330 0x0001059c 0x0002239c 5   6    .data   ascii   \ejX\a!
1331 0x000105f0 0x000223f0 4   6    .data   utf8    S̒gn blocks=Basic Latin,Combining Diacritical Marks
1332 0x000105f8 0x000223f8 4   5    .data   ascii   1\b\m
1333 0x0001062b 0x0002242b 4   5    .data   ascii   \ep:o
1334 0x00010669 0x00022469 5   6    .data   ascii   ]\e|\a\a
1335 0x0001069b 0x0002249b 6   7    .data   ascii   m\n{\r_w
1336 0x000106b1 0x000224b1 4   5    .data   ascii   x=\rJ
1337 0x000106c6 0x000224c6 4   5    .data   ascii   v8]D
1338 0x00010754 0x00022554 5   6    .data   ascii   \GJoe
1339 0x00010777 0x00022577 5   6    .data   ascii   .Y4C8
1340 0x00010783 0x00022583 4   5    .data   ascii   S2W<
1341 0x0001079a 0x0002259a 4   5    .data   ascii   dP}e
1342 0x00010845 0x00022645 4   6    .data   utf8    xք=i blocks=Basic Latin,Armenian
1343 0x0001084e 0x0002264e 6   7    .data   ascii   mT;Xr|
1344 0x000108e5 0x000226e5 4   5    .data   ascii   t!:#
1345 0x00010905 0x00022705 4   5    .data   ascii   D`g%
1346 0x00010981 0x00022781 4   5    .data   ascii   czE3
1347 0x00010a24 0x00022824 4   5    .data   ascii   ?TE5
1348 0x00010a4d 0x0002284d 4   6    .data   utf8    $j؊~ blocks=Basic Latin,Arabic
1349 0x00010a84 0x00022884 5   7    .data   utf8    ʚG4,] blocks=IPA Extensions,Basic Latin
1350 0x00010a8c 0x0002288c 5   7    .data   utf8    *FjXڝ blocks=Basic Latin,Arabic
1351 0x00010b00 0x00022900 5   6    .data   ascii   nLQAC
1352 0x00010b17 0x00022917 4   5    .data   ascii   ^X+@
1353 0x00010b25 0x00022925 6   8    .data   utf8    ֔y,t;A blocks=Hebrew,Basic Latin
1354 0x00010b5f 0x0002295f 5   6    .data   ascii   0+YG\
1355 0x00010b8f 0x0002298f 4   5    .data   ascii   1\eW~
1356 0x00010bca 0x000229ca 5   6    .data   ascii   \p6uv
1357 0x00010c21 0x00022a21 4   5    .data   ascii   yX$\t
1358 0x00010c36 0x00022a36 5   6    .data   ascii   -K}2p
1359 0x00010c66 0x00022a66 6   8    .data   utf8    $QQGϵ> blocks=Basic Latin,Greek and Coptic
1360 0x00010c8d 0x00022a8d 4   5    .data   ascii   e!!|
1361 0x00010d1e 0x00022b1e 4   5    .data   ascii   /.t2
1362 0x00010d85 0x00022b85 5   6    .data   ascii   !TN4\e
1363 0x00010dcd 0x00022bcd 4   5    .data   ascii   hB\vn
1364 0x00010e1f 0x00022c1f 4   5    .data   ascii   qpl~
1365 0x00010e3a 0x00022c3a 4   5    .data   ascii   #Uwn
1366 0x00010ebe 0x00022cbe 4   6    .data   utf8    o)˘\v blocks=Basic Latin,Spacing Modifier Letters
1367 0x00010eec 0x00022cec 4   5    .data   ascii   y"Ee
1368 0x00010f49 0x00022d49 4   5    .data   ascii   ad.w
1369 0x00010fbe 0x00022dbe 4   5    .data   ascii   x?u\b
1370 0x00010fca 0x00022dca 9   11   .data   utf8    y:ً\a\eVc9s blocks=Basic Latin,Arabic
1371 0x00010ff6 0x00022df6 5   8    .data   utf8    6\v3ᐶ\v blocks=Basic Latin,Unified Canadian Aboriginal Syllabics
1372 0x00011017 0x00022e17 4   5    .data   ascii   -^/g
1373 0x00011023 0x00022e23 4   5    .data   ascii   \a(S9
1374 0x00011045 0x00022e45 5   6    .data   ascii   zRmJ\a
1375 0x00011085 0x00022e85 5   7    .data   utf8    f8Jڻ& blocks=Basic Latin,Arabic
1376 0x000110a4 0x00022ea4 4   5    .data   ascii   sCb6
1377 0x000110f2 0x00022ef2 5   6    .data   ascii   $\r{\tY
1378 0x00011104 0x00022f04 4   5    .data   ascii   P1.\b
1379 0x0001110c 0x00022f0c 4   5    .data   ascii   c-8:
1380 0x00011133 0x00022f33 4   7    .data   utf8    Hs糡* blocks=Basic Latin,CJK Unified Ideographs
1381 0x0001119a 0x00022f9a 4   6    .data   utf8    YȆW} blocks=Basic Latin,Latin Extended-B
1382 0x000111e6 0x00022fe6 6   7    .data   ascii   hKj\nry
1383 0x000111f3 0x00022ff3 4   5    .data   ascii   r\b|2
1384 0x00011201 0x00023001 4   6    .data   utf8    6aɸ% blocks=Basic Latin,IPA Extensions
1385 0x00011284 0x00023084 4   6    .data   utf8    Eπ%, blocks=Basic Latin,Greek and Coptic
1386 0x000112c1 0x000230c1 4   5    .data   ascii   Dhvf
1387 0x000112d3 0x000230d3 6   7    .data   ascii   v]4RYM
1388 0x0001130b 0x0002310b 4   5    .data   ascii   #r.N
1389 0x00011310 0x00023110 5   6    .data   ascii   8\~x1
1390 0x0001132a 0x0002312a 5   6    .data   ascii   ,\b%@O
1391 0x00011331 0x00023131 4   7    .data   utf8    \n7aː blocks=Basic Latin,Spacing Modifier Letters
1392 0x0001134b 0x0002314b 5   6    .data   ascii   bO\r?"
1393 0x000113ff 0x000231ff 4   5    .data   ascii   R'3F
1394 0x00011404 0x00023204 4   6    .data   utf8    ϣP\n\b blocks=Greek and Coptic,Basic Latin
1395 0x00011437 0x00023237 4   6    .data   utf8    ܀[}) blocks=Syriac,Basic Latin
1396 0x0001144c 0x0002324c 6   8    .data   utf8    ߃nb=/( blocks=NKo,Basic Latin
1397 0x00011458 0x00023258 4   7    .data   utf8    Vxw blocks=Private Use Area,Basic Latin
1398 0x00011471 0x00023271 4   5    .data   ascii   (CT\b
1399 0x0001149f 0x0002329f 5   7    .data   utf8    [+ٕ~3 blocks=Basic Latin,Arabic
1400 0x000114c8 0x000232c8 4   5    .data   ascii   t\rHG
1401 0x00011558 0x00023358 4   6    .data   utf8    N"}Ć blocks=Basic Latin,Latin Extended-A
1402 0x00011564 0x00023364 6   7    .data   ascii   D?zOF1
1403 0x0001156e 0x0002336e 9   11   .data   utf8    ١)i!\bA2PG blocks=Arabic,Basic Latin
1404 0x000115f5 0x000233f5 6   7    .data   ascii   Ct`=UR
1405 0x00011611 0x00023411 4   6    .data   utf8    i\nӞ) blocks=Basic Latin,Cyrillic
1406 0x00011628 0x00023428 4   8    .data   utf8    ~읐4Ǹ blocks=Basic Latin,Hangul Syllables,Latin Extended-B
1407 0x0001163e 0x0002343e 5   8    .data   utf8    ⷿ7<\e< blocks=Cyrillic Extended-A,Basic Latin
1408 0x00011653 0x00023453 6   7    .data   ascii   8/Ng@6
1409 0x00011697 0x00023497 4   6    .data   utf8    qbԟ` blocks=Basic Latin,Cyrillic Supplement
1410 0x000116c0 0x000234c0 5   6    .data   ascii   >X~rR
1411 0x0001172d 0x0002352d 4   5    .data   ascii   ?:bJ
1412 0x00011746 0x00023546 5   7    .data   utf8    xRΤ\bx blocks=Basic Latin,Greek and Coptic
1413 0x0001177d 0x0002357d 4   5    .data   ascii   V^W`
1414 0x00011839 0x00023639 4   5    .data   ascii   :y#o
1415 0x00011841 0x00023641 4   5    .data   ascii   yN@(
1416 0x000118b4 0x000236b4 4   5    .data   ascii   B\bUN
1417 0x000118da 0x000236da 4   6    .data   utf8    eCe͠ blocks=Basic Latin,Combining Diacritical Marks
1418 0x000118e5 0x000236e5 5   6    .data   ascii   =]c&P
1419 0x000118f9 0x000236f9 4   5    .data   ascii   c3FE
1420 0x0001197c 0x0002377c 4   5    .data   ascii   tS@z
1421 0x000119bc 0x000237bc 4   5    .data   ascii   36[h
1422 0x000119d4 0x000237d4 11  13   .data   utf8    Ɓr$t3Ca4,G& blocks=Latin Extended-B,Basic Latin
1423 0x00011a19 0x00023819 4   5    .data   ascii   Vds9
1424 0x00011a79 0x00023879 4   5    .data   ascii   G]_X
1425 0x00011aa1 0x000238a1 4   5    .data   ascii   V|jx
1426 0x00011b74 0x00023974 4   5    .data   ascii   yd\z
1427 0x00011bb5 0x000239b5 5   6    .data   ascii   g\7ys
1428 0x00011bf1 0x000239f1 5   7    .data   utf8    HeRӯ# blocks=Basic Latin,Cyrillic
1429 0x00011c73 0x00023a73 7   8    .data   ascii   }QURmws
1430 0x00011d34 0x00023b34 4   5    .data   ascii   2X_\f
1431 0x00011d4e 0x00023b4e 7   9    .data   utf8    ;\v:9vݞ{ blocks=Basic Latin,Arabic Supplement
1432 0x00011d91 0x00023b91 4   6    .data   utf8    Ny%)
1433 0x00011de5 0x00023be5 6   7    .data   ascii   EJ\t\rr'
1434 0x00011dee 0x00023bee 4   5    .data   ascii   \edkj
1435 0x00011df7 0x00023bf7 5   7    .data   utf8    ~aާ\rq blocks=Basic Latin,Thaana
1436 0x00011e18 0x00023c18 5   6    .data   ascii   ]"h\aA
1437 0x00011e2f 0x00023c2f 4   6    .data   utf8    \vܴ4W blocks=Basic Latin,Syriac
1438 0x00011e9e 0x00023c9e 4   6    .data   utf8    ˴,t/ blocks=Spacing Modifier Letters,Basic Latin
1439 0x00011ee3 0x00023ce3 7   9    .data   utf8    ҋ:d\aJX[ blocks=Cyrillic,Basic Latin
1440 0x00011f31 0x00023d31 4   6    .data   utf8    ^վm& blocks=Basic Latin,Armenian
1441 0x00011f48 0x00023d48 4   7    .data   utf8    㝁Mg? blocks=CJK Unified Ideographs Extension A,Basic Latin
1442 0x00011f7d 0x00023d7d 4   5    .data   ascii   R#yK
1443 0x00011ff0 0x00023df0 5   6    .data   ascii   O/#H\r
1444 0x0001201d 0x00023e1d 4   6    .data   utf8    e=Բq blocks=Basic Latin,Armenian
1445 0x00012049 0x00023e49 5   7    .data   utf8    \fµ!5d blocks=Basic Latin,Latin-1 Supplement
1446 0x00012056 0x00023e56 4   6    .data   utf8    م5dO blocks=Arabic,Basic Latin
1447 0x000120a4 0x00023ea4 8   9    .data   ascii   $\f i,H#>
1448 0x000120c9 0x00023ec9 5   6    .data   ascii   'KMH$
1449 0x000120d6 0x00023ed6 7   8    .data   ascii   ipBGu}z
1450 0x000120ea 0x00023eea 5   6    .data   ascii   '(cy>
1451 0x00012134 0x00023f34 4   5    .data   ascii   "gb[
1452 0x000121be 0x00023fbe 4   6    .data   utf8    9ۦ~\t blocks=Basic Latin,Arabic
1453 0x00012207 0x00024007 4   5    .data   ascii   7tDA
1454 0x00012219 0x00024019 5   7    .data   utf8    q5EƟ0 blocks=Basic Latin,Latin Extended-B
1455 0x00012251 0x00024051 4   5    .data   ascii   IWMz
1456 0x00012271 0x00024071 4   5    .data   ascii   FgW\n
1457 0x000122d7 0x000240d7 5   7    .data   utf8    ՉyfZY blocks=Armenian,Basic Latin
1458 0x00012320 0x00024120 4   6    .data   utf8    ~W$$
1459 0x00012328 0x00024128 4   5    .data   ascii   ]YBg
1460 0x00012380 0x00024180 4   5    .data   ascii   1ve.
1461 0x0001239c 0x0002419c 11  15   .data   utf8    at$fH\Րs={捭 blocks=Basic Latin,Armenian,CJK Unified Ideographs
1462 0x000123c1 0x000241c1 4   5    .data   ascii   Us\fh
1463 0x00012449 0x00024249 4   5    .data   ascii   3S,\v
1464 0x0001245a 0x0002425a 4   6    .data   utf8    8\t{x
1465 0x0001246f 0x0002426f 5   6    .data   ascii   NH=<4
1466 0x000124ac 0x000242ac 4   5    .data   ascii   8}6{
1467 0x000124d9 0x000242d9 5   7    .data   utf8    (2\nD́ blocks=Basic Latin,Combining Diacritical Marks
1468 0x0001253e 0x0002433e 4   5    .data   ascii   Ia\v3
1469 0x00012563 0x00024363 4   5    .data   ascii   faIi
1470 0x000125cd 0x000243cd 5   7    .data   utf8    K{˅I9 blocks=Basic Latin,Spacing Modifier Letters
1471 0x000125d7 0x000243d7 5   6    .data   ascii   |<uba
1472 0x000125fc 0x000243fc 4   5    .data   ascii   k8o6
1473 0x00012611 0x00024411 10  12   .data   utf8    FBBt,"XZϙ\r blocks=Basic Latin,Greek and Coptic
1474 0x00012657 0x00024457 4   5    .data   ascii   zoW.
1475 0x00012660 0x00024460 4   5    .data   ascii   3SBz
1476 0x00012674 0x00024474 5   6    .data   ascii   !g+y6
1477 0x0001268b 0x0002448b 4   5    .data   ascii   ?)Zq
1478 0x000126d0 0x000244d0 9   12   .data   utf8    >*xQ.L\n釔= blocks=Basic Latin,CJK Unified Ideographs
1479 0x00012703 0x00024503 5   6    .data   ascii   [\e\nsx
1480 0x00012733 0x00024533 5   7    .data   utf8    ݮXKOS blocks=Arabic Supplement,Basic Latin
1481 0x0001274c 0x0002454c 4   5    .data   ascii   *~Pj
1482 0x00012785 0x00024585 5   6    .data   ascii   KSn` 
1483 0x000127e3 0x000245e3 4   5    .data   ascii   5yv\f
1484 0x00012826 0x00024626 4   5    .data   ascii   o~A0
1485 0x0001284a 0x0002464a 4   5    .data   ascii   $cg%
1486 0x0001286c 0x0002466c 7   9    .data   utf8    ?_LGY(Ԅ blocks=Basic Latin,Cyrillic Supplement
1487 0x000128b1 0x000246b1 5   6    .data   ascii   ~xa\E
1488 0x00012921 0x00024721 4   6    .data   utf8    #Dߐg blocks=Basic Latin,NKo
1489 0x00012944 0x00024744 4   5    .data   ascii   ~*\aG
1490 0x00012949 0x00024749 5   6    .data   ascii   7&(BB
1491 0x00012961 0x00024761 7   9    .data   utf8    pI\fƺi,\v blocks=Basic Latin,Latin Extended-B
1492 0x000129ad 0x000247ad 4   5    .data   ascii   z3{\
1493 0x000129f6 0x000247f6 4   5    .data   ascii   "SR9
1494 0x00012a39 0x00024839 4   5    .data   ascii   cI\rO
1495 0x00012a5b 0x0002485b 4   5    .data   ascii   \a48!
1496 0x00012ad7 0x000248d7 4   5    .data   ascii   U>Us
1497 0x00012ae2 0x000248e2 4   5    .data   ascii   n1][
1498 0x00012b0b 0x0002490b 4   7    .data   utf8    =ᬥ|6 blocks=Basic Latin,Balinese
1499 0x00012b29 0x00024929 4   5    .data   ascii   nh+m
1500 0x00012b87 0x00024987 5   6    .data   ascii   z\bM`.
1501 0x00012c00 0x00024a00 4   5    .data   ascii   D[CI
1502 0x00012c47 0x00024a47 4   5    .data   ascii   *a\t"
1503 0x00012c63 0x00024a63 4   5    .data   ascii   \8q%
1504 0x00012c9d 0x00024a9d 4   6    .data   utf8    ]{ǔZ blocks=Basic Latin,Latin Extended-B
1505 0x00012cba 0x00024aba 4   5    .data   ascii   hl0O
1506 0x00012cfa 0x00024afa 4   5    .data   ascii   uB/=
1507 0x00012d12 0x00024b12 4   5    .data   ascii   Sa,W
1508 0x00012d29 0x00024b29 5   7    .data   utf8    Ь[^<D blocks=Cyrillic,Basic Latin
1509 0x00012d53 0x00024b53 4   5    .data   ascii   s#9^
1510 0x00012da1 0x00024ba1 6   7    .data   ascii   |05s)\a
1511 0x00012e28 0x00024c28 7   8    .data   ascii   yh~l%\r\e
1512 0x00012e62 0x00024c62 4   6    .data   utf8    ֞Hz1 blocks=Hebrew,Basic Latin
1513 0x00012e99 0x00024c99 4   6    .data   utf8    С:g( blocks=Cyrillic,Basic Latin
1514 0x00012f01 0x00024d01 4   6    .data   utf8    ˩SaI blocks=Spacing Modifier Letters,Basic Latin
1515 0x00012f33 0x00024d33 4   6    .data   utf8    Dջ>3 blocks=Basic Latin,Armenian
1516 0x00012f63 0x00024d63 4   5    .data   ascii   9\eE4
1517 0x00012faa 0x00024daa 4   5    .data   ascii   \bM|_
1518 0x00012fd3 0x00024dd3 4   5    .data   ascii   bpJ1
1519 0x00012fdb 0x00024ddb 4   5    .data   ascii   ePi"
1520 0x00012ff9 0x00024df9 6   7    .data   ascii   SuD;:l
1521 0x00013018 0x00024e18 4   6    .data   utf8    ܱL\eP blocks=Syriac,Basic Latin
1522 0x0001303d 0x00024e3d 4   6    .data   utf8    U"ԧ$ blocks=Basic Latin,Cyrillic Supplement
1523 0x0001304d 0x00024e4d 4   5    .data   ascii   \tAdz
1524 0x00013052 0x00024e52 4   8    .data   utf8    ċ，|B blocks=Latin Extended-A,Halfwidth and Fullwidth Forms,Basic Latin
1525 0x00013064 0x00024e64 4   5    .data   ascii   Gq8K
1526 0x0001306d 0x00024e6d 6   7    .data   ascii   GdvDl5
1527 0x00013074 0x00024e74 4   6    .data   utf8    ^ɺ`[ blocks=Basic Latin,IPA Extensions
1528 0x0001309e 0x00024e9e 4   5    .data   ascii   \fY$'
1529 0x000130b6 0x00024eb6 4   5    .data   ascii   5Gd]
1530 0x000130c8 0x00024ec8 6   7    .data   ascii   ]B /_\
1531 0x000130cf 0x00024ecf 9   10   .data   ascii   _Q\nT{BN\fy
1532 0x00013142 0x00024f42 4   7    .data   utf8    3D錚L blocks=Basic Latin,CJK Unified Ideographs
1533 0x000131ac 0x00024fac 4   5    .data   ascii   emZ\v
1534 0x000131e5 0x00024fe5 5   7    .data   utf8    ǧ\tvN/ blocks=Latin Extended-B,Basic Latin
1535 0x000131f8 0x00024ff8 4   5    .data   ascii   V=\fd
1536 0x00013201 0x00025001 5   6    .data   ascii   nDx;n
1537 0x00013249 0x00025049 6   7    .data   ascii   ]9rV\vd
1538 0x000132d3 0x000250d3 5   6    .data   ascii   5sH@Z
1539 0x000132df 0x000250df 6   8    .data   utf8    )3\vl ϥ blocks=Basic Latin,Greek and Coptic
1540 0x000132f6 0x000250f6 5   7    .data   utf8    N\[uЎ blocks=Basic Latin,Cyrillic
1541 0x00013344 0x00025144 6   7    .data   ascii   }W#`1;
1542 0x000133b0 0x000251b0 4   5    .data   ascii   .K*D
1543 0x000133e3 0x000251e3 4   6    .data   utf8    نDDi blocks=Arabic,Basic Latin
1544 0x00013405 0x00025205 5   6    .data   ascii   ;z>X`
1545 0x00013429 0x00025229 6   7    .data   ascii   /c{'yy
1546 0x00013432 0x00025232 4   5    .data   ascii   'E}J
1547 0x00013464 0x00025264 5   6    .data   ascii   \b>e>*
1548 0x00013480 0x00025280 4   5    .data   ascii   yBje
1549 0x000134a6 0x000252a6 4   5    .data   ascii   @?BX
1550 0x000134af 0x000252af 4   5    .data   ascii   Ph(R
1551 0x000134be 0x000252be 4   5    .data   ascii   0m\aJ
1552 0x000134d1 0x000252d1 7   9    .data   utf8    2"Iq\nވ- blocks=Basic Latin,Thaana
1553 0x00013523 0x00025323 4   6    .data   utf8    dغ*7 blocks=Basic Latin,Arabic
1554 0x0001354b 0x0002534b 4   7    .data   utf8    罳upW blocks=CJK Unified Ideographs,Basic Latin
1555 0x00013559 0x00025359 6   7    .data   ascii   ,i@iC[
1556 0x00013578 0x00025378 4   5    .data   ascii   |EuO
1557 0x00013581 0x00025381 4   6    .data   utf8    \fխ\f) blocks=Basic Latin,Armenian
1558 0x0001358a 0x0002538a 4   5    .data   ascii   \r>P\n
1559 0x00013595 0x00025395 4   5    .data   ascii   ]_uj
1560 0x0001359e 0x0002539e 4   6    .data   utf8    q Mӊ blocks=Basic Latin,Cyrillic
1561 0x000135bc 0x000253bc 4   5    .data   ascii   $n\v"
1562 0x000135cd 0x000253cd 7   8    .data   ascii   `W"=DQW
1563 0x000135e7 0x000253e7 4   5    .data   ascii   e[C?
1564 0x000135fe 0x000253fe 4   5    .data   ascii   (NLb
1565 0x000136a2 0x000254a2 5   7    .data   utf8    P$<|ŗ blocks=Basic Latin,Latin Extended-A
1566 0x00013701 0x00025501 6   7    .data   ascii   -DMBUE
1567 0x00013736 0x00025536 9   14   .data   utf8    (ӫ512ه#] blocks=Basic Latin,Cyrillic,Private Use Area,Arabic
1568 0x000137d4 0x000255d4 6   7    .data   ascii   6j\b$-]
1569 0x000137e9 0x000255e9 4   6    .data   utf8    Ӷ6#% blocks=Cyrillic,Basic Latin
1570 0x0001384b 0x0002564b 4   5    .data   ascii   [<\vf
1571 0x0001385e 0x0002565e 4   6    .data   utf8    \r+ݤ\t blocks=Basic Latin,Arabic Supplement
1572 0x00013868 0x00025668 5   6    .data   ascii   v<\r\e 
1573 0x00013872 0x00025672 4   5    .data   ascii   IT3I
1574 0x0001388b 0x0002568b 4   6    .data   utf8    E\bߵ5 blocks=Basic Latin,NKo
1575 0x000138f6 0x000256f6 4   5    .data   ascii   $QY8
1576 0x0001396a 0x0002576a 9   11   .data   utf8    ~8.ɂby[#n blocks=Basic Latin,Latin Extended-B
1577 0x0001397b 0x0002577b 6   7    .data   ascii   PVc|%W
1578 0x000139ca 0x000257ca 5   6    .data   ascii   j\b9#\
1579 0x000139d6 0x000257d6 4   5    .data   ascii   Fk1!
1580 0x00013a31 0x00025831 4   5    .data   ascii   \ai/ 
1581 0x00013a4a 0x0002584a 6   9    .data   utf8    c\f܈փfk blocks=Basic Latin,Syriac,Armenian
1582 0x00013a61 0x00025861 4   5    .data   ascii   y7-X
1583 0x00013a94 0x00025894 4   5    .data   ascii   ]K_Z
1584 0x00013ae8 0x000258e8 7   8    .data   ascii   [6n\e*8D
1585 0x00013afb 0x000258fb 4   5    .data   ascii   VH"(
1586 0x00013b06 0x00025906 4   5    .data   ascii   !\rM'
1587 0x00013b18 0x00025918 4   5    .data   ascii   bF]r
1588 0x00013b65 0x00025965 5   6    .data   ascii   r+ {.
1589 0x00013b9c 0x0002599c 5   6    .data   ascii   \t|H\r.
1590 0x00013bd1 0x000259d1 4   5    .data   ascii   '\n'q
1591 0x00013bdc 0x000259dc 5   7    .data   utf8    ]ԓ,wt blocks=Basic Latin,Cyrillic Supplement
1592 0x00013c2d 0x00025a2d 4   5    .data   ascii   gs<I
1593 0x00013c7c 0x00025a7c 9   11   .data   utf8    ;*آwZ"l1T blocks=Basic Latin,Arabic
1594 0x00013ce1 0x00025ae1 5   6    .data   ascii   Y%\v<W
1595 0x00013d87 0x00025b87 4   5    .data   ascii   {JG!
1596 0x00013df4 0x00025bf4 5   7    .data   utf8    ]ӞFAW blocks=Basic Latin,Cyrillic
1597 0x00013dfd 0x00025bfd 5   6    .data   ascii   :t?/o
1598 0x00013e05 0x00025c05 4   5    .data   ascii   P:O\t
1599 0x00013e54 0x00025c54 5   6    .data   ascii   >F2k2
1600 0x00013e5b 0x00025c5b 4   5    .data   ascii   r=;+
1601 0x00013e69 0x00025c69 4   6    .data   utf8    .s)Ƙ blocks=Basic Latin,Latin Extended-B
1602 0x00013e79 0x00025c79 5   6    .data   ascii   10|\v+
1603 0x00013f01 0x00025d01 6   7    .data   ascii   x>?uI5
1604 0x00013f2a 0x00025d2a 6   7    .data   ascii   <GY~^!
1605 0x00013f9f 0x00025d9f 4   7    .data   utf8    텙3iZ blocks=Hangul Syllables,Basic Latin
1606 0x00013fc2 0x00025dc2 5   7    .data   utf8    ~+ڏ!8 blocks=Basic Latin,Arabic
1607 0x00014000 0x00025e00 4   5    .data   ascii   ?6kQ
1608 0x00014011 0x00025e11 4   5    .data   ascii   Iz/3
1609 0x00014016 0x00025e16 8   10   .data   utf8    RDʥ~`EI: blocks=Basic Latin,IPA Extensions
1610 0x000140b5 0x00025eb5 4   6    .data   utf8    \b/χA blocks=Basic Latin,Greek and Coptic
1611 0x000140f9 0x00025ef9 4   5    .data   ascii   10gB
1612 0x00014195 0x00025f95 4   5    .data   ascii   5\ahX
1613 0x000141a2 0x00025fa2 5   7    .data   utf8    rP)|\f
1614 0x000141ab 0x00025fab 4   5    .data   ascii   );$)
1615 0x000141b2 0x00025fb2 5   6    .data   ascii   @dQPA
1616 0x000141de 0x00025fde 8   9    .data   ascii   f<\ag_QD3
1617 0x0001420b 0x0002600b 4   5    .data   ascii   \f%\a<
1618 0x0001421b 0x0002601b 4   6    .data   utf8    0,!ٌ blocks=Basic Latin,Arabic
1619 0x00014229 0x00026029 5   7    .data   utf8    ٣G\TR blocks=Arabic,Basic Latin
1620 0x00014283 0x00026083 5   8    .data   utf8    ȼVi֩' blocks=Latin Extended-B,Basic Latin,Hebrew
1621 0x0001429a 0x0002609a 6   7    .data   ascii   aY&\ace
1622 0x000142ac 0x000260ac 4   5    .data   ascii   ^]5L
1623 0x000142ce 0x000260ce 6   7    .data   ascii   1QmwU)
1624 0x00014330 0x00026130 4   6    .data   utf8    j\v_ע blocks=Basic Latin,Hebrew
1625 0x00014383 0x00026183 4   7    .data   utf8    ⋝"Pu blocks=Mathematical Operators,Basic Latin
1626 0x000143c7 0x000261c7 4   6    .data   utf8    ,ںP\ blocks=Basic Latin,Arabic
1627 0x000143ef 0x000261ef 7   8    .data   ascii   q(Bv7-2
1628 0x0001440f 0x0002620f 4   6    .data   utf8    2| ý blocks=Basic Latin,Latin-1 Supplement
1629 0x00014415 0x00026215 5   6    .data   ascii   ^<( p
