Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3325 0x0002829c 0x0003a09c 5   7    .data   utf8    vp\v̭A blocks=Basic Latin,Combining Diacritical Marks
3326 0x000282c9 0x0003a0c9 5   6    .data   ascii   |$E9X
3327 0x000282d8 0x0003a0d8 4   5    .data   ascii   :07U
3328 0x00028305 0x0003a105 5   6    .data   ascii   i6V.C
3329 0x00028318 0x0003a118 4   6    .data   utf8    ]֙/% blocks=Basic Latin,Hebrew
3330 0x0002832e 0x0003a12e 6   7    .data   ascii   \eF.=&M
3331 0x00028359 0x0003a159 4   5    .data   ascii   |*e9
3332 0x0002836b 0x0003a16b 5   6    .data   ascii   N.I&5
3333 0x00028371 0x0003a171 6   9    .data   utf8    Eͼߝz>) blocks=Basic Latin,Greek and Coptic,NKo
3334 0x000283bf 0x0003a1bf 4   5    .data   ascii   m`_6
3335 0x000283d6 0x0003a1d6 5   6    .data   ascii   ic@Z;
3336 0x00028449 0x0003a249 5   7    .data   utf8    yp`ră blocks=Basic Latin,Latin Extended-A
3337 0x0002846a 0x0003a26a 5   6    .data   ascii   ]2uJt
3338 0x000284ab 0x0003a2ab 4   5    .data   ascii   '\eo>
3339 0x000284d6 0x0003a2d6 4   5    .data   ascii   [eu}
3340 0x000284e9 0x0003a2e9 4   5    .data   ascii   .\rtF
3341 0x000284fc 0x0003a2fc 4   6    .data   utf8    _e\nw
3342 0x0002856f 0x0003a36f 4   5    .data   ascii   iAa)
3343 0x0002858c 0x0003a38c 4   6    .data   utf8    /c&Ā blocks=Basic Latin,Latin Extended-A
3344 0x000285c3 0x0003a3c3 4   5    .data   ascii   zk~$
3345 0x000285f1 0x0003a3f1 4   7    .data   utf8    筇ry@ blocks=CJK Unified Ideographs,Basic Latin
3346 0x00028600 0x0003a400 4   5    .data   ascii   k{,.
3347 0x0002862f 0x0003a42f 4   6    .data   utf8    4=ă` blocks=Basic Latin,Latin Extended-A
3348 0x0002863e 0x0003a43e 6   7    .data   ascii   *doSbL
3349 0x000286b4 0x0003a4b4 5   6    .data   ascii   fQE|1
3350 0x000286bc 0x0003a4bc 6   7    .data   ascii   \v@VD5W
3351 0x000286db 0x0003a4db 4   5    .data   ascii   O#U8
3352 0x00028700 0x0003a500 4   6    .data   utf8    \e|)Β blocks=Basic Latin,Greek and Coptic
3353 0x0002870f 0x0003a50f 4   5    .data   ascii   \=\n]
3354 0x0002876f 0x0003a56f 4   5    .data   ascii   1\a(0
3355 0x00028777 0x0003a577 4   6    .data   utf8    .%&Ϣ blocks=Basic Latin,Greek and Coptic
3356 0x0002877f 0x0003a57f 4   5    .data   ascii   TVes
3357 0x00028784 0x0003a584 4   5    .data   ascii   HPA\b
3358 0x000287ab 0x0003a5ab 4   5    .data   ascii   RQ<\f
3359 0x000287e9 0x0003a5e9 9   10   .data   ascii   nT @G@_O!
3360 0x0002882d 0x0003a62d 4   5    .data   ascii   {)a$
3361 0x00028886 0x0003a686 6   10   .data   utf8    7IMÙ4ǂ blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
3362 0x00028892 0x0003a692 6   7    .data   ascii   !#R1/s
3363 0x00028993 0x0003a793 5   7    .data   utf8    S6|܀: blocks=Basic Latin,Syriac
3364 0x000289a0 0x0003a7a0 4   5    .data   ascii   Y,=\f
3365 0x000289a7 0x0003a7a7 4   5    .data   ascii   I~.\n
3366 0x000289af 0x0003a7af 5   6    .data   ascii   D4\b6c
3367 0x00028a47 0x0003a847 4   5    .data   ascii   \eb%"
3368 0x00028a6e 0x0003a86e 6   8    .data   utf8    Ť\t[>:q blocks=Latin Extended-A,Basic Latin
3369 0x00028a8c 0x0003a88c 4   7    .data   utf8    QQ(Ӏ blocks=Basic Latin,Cyrillic
3370 0x00028ac5 0x0003a8c5 7   9    .data   utf8    Ě|>]OS\a blocks=Latin Extended-A,Basic Latin
3371 0x00028ada 0x0003a8da 5   6    .data   ascii   l\\n7X
3372 0x00028ae6 0x0003a8e6 4   5    .data   ascii   P=|P
3373 0x00028b16 0x0003a916 4   5    .data   ascii   u8rE
3374 0x00028b26 0x0003a926 4   6    .data   utf8    1֥ ? blocks=Basic Latin,Hebrew
3375 0x00028b2f 0x0003a92f 4   5    .data   ascii   ?5$x
3376 0x00028b73 0x0003a973 5   8    .data   utf8    -'L ꑻ blocks=Basic Latin,Yi Syllables
3377 0x00028c68 0x0003aa68 4   5    .data   ascii   *9g\b
3378 0x00028c77 0x0003aa77 6   7    .data   ascii   Mxazk 
3379 0x00028c9d 0x0003aa9d 4   5    .data   ascii   XU4~
3380 0x00028cc1 0x0003aac1 5   7    .data   utf8    Ai\bǶ2 blocks=Basic Latin,Latin Extended-B
3381 0x00028ccf 0x0003aacf 6   9    .data   utf8    گ`:уSP blocks=Arabic,Basic Latin,Cyrillic
3382 0x00028d15 0x0003ab15 4   5    .data   ascii   FRjH
3383 0x00028d59 0x0003ab59 4   5    .data   ascii   ?W}=
3384 0x00028d85 0x0003ab85 4   5    .data   ascii   F8iS
3385 0x00028e26 0x0003ac26 4   5    .data   ascii   XCGo
3386 0x00028e31 0x0003ac31 4   5    .data   ascii   @`\f*
3387 0x00028e85 0x0003ac85 6   7    .data   ascii   <\nF8\T
3388 0x00028eec 0x0003acec 6   7    .data   ascii   lfZ\a;M
3389 0x00028ef5 0x0003acf5 4   5    .data   ascii   aCdo
3390 0x00028f37 0x0003ad37 4   6    .data   utf8    `#6ټ blocks=Basic Latin,Arabic
3391 0x00028f4f 0x0003ad4f 4   5    .data   ascii   !6+~
3392 0x00028f91 0x0003ad91 4   6    .data   utf8    0ٕ`Y blocks=Basic Latin,Arabic
3393 0x00028fa7 0x0003ada7 4   5    .data   ascii   >Xxn
3394 0x00029002 0x0003ae02 4   6    .data   utf8    JcÔ& blocks=Basic Latin,Latin-1 Supplement
3395 0x00029052 0x0003ae52 5   6    .data   ascii   b9Z*P
3396 0x00029058 0x0003ae58 4   7    .data   utf8    jhP僰 blocks=Basic Latin,CJK Unified Ideographs
3397 0x000290ab 0x0003aeab 4   5    .data   ascii   F!0c
3398 0x000290bc 0x0003aebc 4   5    .data   ascii   \a[cE
3399 0x000290d8 0x0003aed8 5   9    .data   utf8    ؛@)$- blocks=Arabic,Basic Latin
3400 0x000290f5 0x0003aef5 5   6    .data   ascii   ,|.N>
3401 0x0002911e 0x0003af1e 8   12   .data   utf8    XѹlqϾLZӡ blocks=Basic Latin,Cyrillic,Greek and Coptic
3402 0x0002915b 0x0003af5b 8   9    .data   ascii   >O%0ct*K
3403 0x0002917a 0x0003af7a 5   8    .data   utf8    d稁bhI blocks=Basic Latin,CJK Unified Ideographs
3404 0x000291b5 0x0003afb5 5   7    .data   utf8    *1/&{
3405 0x000291d7 0x0003afd7 5   6    .data   ascii   "SueM
3406 0x000291e9 0x0003afe9 5   6    .data   ascii   u\eSl_
3407 0x000291ff 0x0003afff 6   8    .data   utf8    .hֵ`\r+ blocks=Basic Latin,Hebrew
3408 0x0002923e 0x0003b03e 4   6    .data   utf8    )EƾH blocks=Basic Latin,Latin Extended-B
3409 0x0002924d 0x0003b04d 4   5    .data   ascii   i\e56
3410 0x00029287 0x0003b087 4   5    .data   ascii   re)<
3411 0x000292b7 0x0003b0b7 4   5    .data   ascii   &\v\rC
3412 0x000292cc 0x0003b0cc 5   7    .data   utf8    V{erX
3413 0x00029301 0x0003b101 7   10   .data   utf8    m}F7P䄺; blocks=Basic Latin,CJK Unified Ideographs Extension A
3414 0x00029328 0x0003b128 4   5    .data   ascii   *mE[
3415 0x00029351 0x0003b151 4   6    .data   utf8    nkxÎ blocks=Basic Latin,Latin-1 Supplement
3416 0x000293d0 0x0003b1d0 4   5    .data   ascii   P/nk
3417 0x000293e0 0x0003b1e0 4   5    .data   ascii   IW\r7
3418 0x00029406 0x0003b206 4   6    .data   utf8    o_LĶ blocks=Basic Latin,Latin Extended-A
3419 0x0002941f 0x0003b21f 5   7    .data   utf8    !?&Ƚd blocks=Basic Latin,Latin Extended-B
3420 0x0002942d 0x0003b22d 5   6    .data   ascii   ccp1\t
3421 0x0002944b 0x0003b24b 4   6    .data   utf8    Zذet blocks=Basic Latin,Arabic
3422 0x00029496 0x0003b296 4   5    .data   ascii   XB\a"
3423 0x000294a6 0x0003b2a6 5   7    .data   utf8    :\rz˒8 blocks=Basic Latin,Spacing Modifier Letters
3424 0x000294dd 0x0003b2dd 4   5    .data   ascii   d\f,\t
3425 0x00029530 0x0003b330 4   6    .data   utf8    9vhڧ blocks=Basic Latin,Arabic
3426 0x00029549 0x0003b349 4   5    .data   ascii   <_R$
3427 0x00029553 0x0003b353 4   5    .data   ascii   ruKH
3428 0x000295c7 0x0003b3c7 5   6    .data   ascii   BHUE&
3429 0x000295f6 0x0003b3f6 8   9    .data   ascii   ;p\MIt@d
3430 0x0002962f 0x0003b42f 5   6    .data   ascii   5t*l\f
3431 0x000296a5 0x0003b4a5 6   7    .data   ascii   ?$((>\t
3432 0x000296b8 0x0003b4b8 4   6    .data   utf8    A\fܽj blocks=Basic Latin,Syriac
3433 0x000296c4 0x0003b4c4 4   5    .data   ascii   pps[
3434 0x000296e9 0x0003b4e9 5   9    .data   utf8    \f䬮3Ŧ5 blocks=Basic Latin,CJK Unified Ideographs Extension A,Latin Extended-A
3435 0x00029726 0x0003b526 5   6    .data   ascii   KHy{%
3436 0x0002979c 0x0003b59c 6   8    .data   utf8    Me81ɂt blocks=Basic Latin,Latin Extended-B
3437 0x000297e2 0x0003b5e2 6   7    .data   ascii   @QPl7j
3438 0x0002982d 0x0003b62d 5   6    .data   ascii   %F\nU_
3439 0x00029836 0x0003b636 4   5    .data   ascii   "Gu-
3440 0x0002985d 0x0003b65d 6   7    .data   ascii   \f6K\n%P
3441 0x0002986a 0x0003b66a 5   6    .data   ascii   X\pT\e
3442 0x00029890 0x0003b690 5   6    .data   ascii   J-@.m
3443 0x00029977 0x0003b777 4   5    .data   ascii   %\aSW
3444 0x00029995 0x0003b795 4   5    .data   ascii   =F\bd
3445 0x000299b5 0x0003b7b5 4   5    .data   ascii   toFP
3446 0x000299d8 0x0003b7d8 4   6    .data   utf8    o"B-
3447 0x00029a29 0x0003b829 5   6    .data   ascii   \r<6L<
3448 0x00029a54 0x0003b854 6   7    .data   ascii   9&;eXG
3449 0x00029a5e 0x0003b85e 4   6    .data   utf8    cޭ\t| blocks=Basic Latin,Thaana
3450 0x00029a7c 0x0003b87c 5   7    .data   utf8    *QNZܖ blocks=Basic Latin,Syriac
3451 0x00029ab2 0x0003b8b2 5   6    .data   ascii   \a&&wv
3452 0x00029b3d 0x0003b93d 5   8    .data   utf8    cS_ဲ\e blocks=Basic Latin,Myanmar
3453 0x00029b53 0x0003b953 10  11   .data   ascii   t\r/zW& v=m
3454 0x00029b7e 0x0003b97e 4   5    .data   ascii   J-6<
3455 0x00029b8e 0x0003b98e 4   5    .data   ascii   Ffb\e
3456 0x00029bea 0x0003b9ea 4   6    .data   utf8    K|TԠ blocks=Basic Latin,Cyrillic Supplement
3457 0x00029c3e 0x0003ba3e 6   8    .data   utf8    |֔M\t:Q blocks=Basic Latin,Hebrew
3458 0x00029c7b 0x0003ba7b 4   6    .data   utf8    ѕfrH blocks=Cyrillic,Basic Latin
3459 0x00029cab 0x0003baab 5   6    .data   ascii   ]w4SL
3460 0x00029d34 0x0003bb34 7   8    .data   ascii   WwAncTj
3461 0x00029d74 0x0003bb74 4   5    .data   ascii   ^`W}
3462 0x00029d94 0x0003bb94 4   6    .data   utf8    Rr%Ͻ blocks=Basic Latin,Greek and Coptic
3463 0x00029e31 0x0003bc31 4   5    .data   ascii   `\1+
3464 0x00029e8d 0x0003bc8d 4   7    .data   utf8    _=J blocks=Basic Latin,Private Use Area
3465 0x00029ebe 0x0003bcbe 5   8    .data   utf8    -\rYEʸ blocks=Basic Latin,Spacing Modifier Letters
3466 0x00029ed3 0x0003bcd3 4   5    .data   ascii   iDB&
3467 0x00029eee 0x0003bcee 4   5    .data   ascii   SulR
3468 0x00029f0a 0x0003bd0a 4   5    .data   ascii   AS\e6
3469 0x00029f26 0x0003bd26 5   6    .data   ascii   .gR;K
3470 0x00029f46 0x0003bd46 5   7    .data   utf8    'ljjӺ blocks=Basic Latin,Cyrillic
3471 0x00029f5c 0x0003bd5c 4   5    .data   ascii   X!Q(
3472 0x00029f80 0x0003bd80 4   7    .data   utf8    UӡƖK blocks=Basic Latin,Cyrillic,Latin Extended-B
3473 0x00029f99 0x0003bd99 4   5    .data   ascii   \bT6|
3474 0x00029fe7 0x0003bde7 4   5    .data   ascii   XE*7
3475 0x00029ff9 0x0003bdf9 6   8    .data   utf8    d_u̠S\n blocks=Basic Latin,Combining Diacritical Marks
3476 0x0002a015 0x0003be15 6   8    .data   utf8    pª\b{C\v blocks=Basic Latin,Latin-1 Supplement
3477 0x0002a04e 0x0003be4e 5   8    .data   utf8    l㋆jr. blocks=Basic Latin,Enclosed CJK Letters and Months
3478 0x0002a056 0x0003be56 8   9    .data   ascii   6!G9:Hku
3479 0x0002a06f 0x0003be6f 6   7    .data   ascii   8wDoiO
3480 0x0002a078 0x0003be78 4   5    .data   ascii   J`k[
3481 0x0002a09a 0x0003be9a 4   7    .data   utf8    S@(⼣ blocks=Basic Latin,Kangxi Radicals
3482 0x0002a0a8 0x0003bea8 4   5    .data   ascii   \tAqM
3483 0x0002a0d6 0x0003bed6 4   5    .data   ascii   ff a
3484 0x0002a0fe 0x0003befe 4   5    .data   ascii   o:0s
3485 0x0002a109 0x0003bf09 5   6    .data   ascii   \b?Zr!
3486 0x0002a131 0x0003bf31 4   5    .data   ascii   \v#2J
3487 0x0002a139 0x0003bf39 8   9    .data   ascii   -U%[7{g\n
3488 0x0002a14c 0x0003bf4c 4   5    .data   ascii   -W+K
3489 0x0002a163 0x0003bf63 4   5    .data   ascii   LVG"
3490 0x0002a18c 0x0003bf8c 4   5    .data   ascii   *mf:
3491 0x0002a217 0x0003c017 7   8    .data   ascii   [kc\r\t/+
3492 0x0002a28a 0x0003c08a 4   5    .data   ascii   60<&
3493 0x0002a2c6 0x0003c0c6 4   5    .data   ascii   uroL
3494 0x0002a312 0x0003c112 4   5    .data   ascii   z%Lt
3495 0x0002a31d 0x0003c11d 5   6    .data   ascii   T~%t4
3496 0x0002a345 0x0003c145 6   7    .data   ascii   A?c,.z
3497 0x0002a356 0x0003c156 6   7    .data   ascii   BnKK}K
3498 0x0002a365 0x0003c165 4   5    .data   ascii   Qd\fV
3499 0x0002a39f 0x0003c19f 4   5    .data   ascii   Q2q5
3500 0x0002a3b3 0x0003c1b3 4   5    .data   ascii   4xCR
3501 0x0002a42b 0x0003c22b 7   8    .data   ascii   =fyruY\f
3502 0x0002a484 0x0003c284 4   5    .data   ascii   !8hD
3503 0x0002a49a 0x0003c29a 4   5    .data   ascii   s5Rg
3504 0x0002a4b6 0x0003c2b6 4   5    .data   ascii   2\nN1
3505 0x0002a4e8 0x0003c2e8 4   5    .data   ascii   A\eD4
3506 0x0002a4f1 0x0003c2f1 7   8    .data   ascii   X47J\r}_
3507 0x0002a52b 0x0003c32b 6   9    .data   utf8    х"y`ɾ1 blocks=Cyrillic,Basic Latin,IPA Extensions
3508 0x0002a565 0x0003c365 4   5    .data   ascii   7\f%\e
3509 0x0002a57b 0x0003c37b 6   8    .data   utf8    t\t\rʉw& blocks=Basic Latin,IPA Extensions
3510 0x0002a5bd 0x0003c3bd 8   9    .data   ascii   \eY5s"~4Y
3511 0x0002a5c6 0x0003c3c6 4   5    .data   ascii   \t?d:
3512 0x0002a5ed 0x0003c3ed 4   5    .data   ascii   2m8L
3513 0x0002a630 0x0003c430 5   7    .data   utf8    q]XՃV blocks=Basic Latin,Armenian
3514 0x0002a70a 0x0003c50a 4   5    .data   ascii   8i]\n
3515 0x0002a764 0x0003c564 4   5    .data   ascii   -K}y
3516 0x0002a76f 0x0003c56f 5   6    .data   ascii   p\a"hX
3517 0x0002a77b 0x0003c57b 4   5    .data   ascii   +GLP
3518 0x0002a7c4 0x0003c5c4 4   5    .data   ascii   \tg0z
3519 0x0002a7d2 0x0003c5d2 4   5    .data   ascii   V[""
3520 0x0002a7da 0x0003c5da 6   7    .data   ascii   Kq?M|T
3521 0x0002a7f7 0x0003c5f7 4   5    .data   ascii   \nt\al
3522 0x0002a89a 0x0003c69a 4   7    .data   utf8    ٞRwۏ blocks=Arabic,Basic Latin
3523 0x0002a8cb 0x0003c6cb 5   6    .data   ascii   Bs$nr
3524 0x0002a936 0x0003c736 4   5    .data   ascii   N,(-
3525 0x0002a956 0x0003c756 4   5    .data   ascii   ^\fpn
3526 0x0002a960 0x0003c760 7   10   .data   utf8    3(5ɦ+l_ blocks=Basic Latin,IPA Extensions
3527 0x0002aa16 0x0003c816 4   5    .data   ascii   !%\d
3528 0x0002aa3f 0x0003c83f 4   5    .data   ascii   a/K~
3529 0x0002aa83 0x0003c883 6   8    .data   utf8    'J6]\bڬ blocks=Basic Latin,Arabic
3530 0x0002aa94 0x0003c894 4   5    .data   ascii   P*E7
3531 0x0002aaf9 0x0003c8f9 5   7    .data   utf8    =\r[ݻ( blocks=Basic Latin,Arabic Supplement
3532 0x0002ab8a 0x0003c98a 5   6    .data   ascii   eROk{
3533 0x0002abbe 0x0003c9be 5   7    .data   utf8    |`ǄP{ blocks=Basic Latin,Latin Extended-B
3534 0x0002ac3d 0x0003ca3d 5   6    .data   ascii   wxY;4
3535 0x0002ac62 0x0003ca62 4   5    .data   ascii   U8KA
3536 0x0002aca1 0x0003caa1 4   5    .data   ascii   |u/2
3537 0x0002ad1e 0x0003cb1e 4   5    .data   ascii   w]~e
3538 0x0002ad2a 0x0003cb2a 7   8    .data   ascii   q\a.\b31]
3539 0x0002ad4a 0x0003cb4a 5   6    .data   ascii   B#U//
3540 0x0002ad6a 0x0003cb6a 6   8    .data   utf8    ek}u)r
3541 0x0002ad9c 0x0003cb9c 8   9    .data   ascii   9X\f\aIonF
3542 0x0002adb4 0x0003cbb4 4   5    .data   ascii   *L*\r
3543 0x0002add0 0x0003cbd0 4   7    .data   utf8    ё|̥> blocks=Cyrillic,Basic Latin,Combining Diacritical Marks
3544 0x0002ae06 0x0003cc06 5   7    .data   utf8    rv|Ɯ| blocks=Basic Latin,Latin Extended-B
3545 0x0002ae34 0x0003cc34 4   5    .data   ascii   Xr_A
3546 0x0002ae4f 0x0003cc4f 5   8    .data   utf8    #k؉ŌS blocks=Basic Latin,Arabic,Latin Extended-A
3547 0x0002af19 0x0003cd19 4   6    .data   utf8    JeׅS blocks=Basic Latin,Hebrew
3548 0x0002af29 0x0003cd29 4   7    .data   utf8    6O띠E blocks=Basic Latin,Hangul Syllables
3549 0x0002af32 0x0003cd32 4   5    .data   ascii   o}}{
3550 0x0002af54 0x0003cd54 4   6    .data   utf8    +Dڝ< blocks=Basic Latin,Arabic
3551 0x0002af78 0x0003cd78 7   8    .data   ascii   q%{l\fH]
3552 0x0002afa4 0x0003cda4 4   5    .data   ascii   ]\a=~
3553 0x0002afb7 0x0003cdb7 4   5    .data   ascii   ro*\v
3554 0x0002afd3 0x0003cdd3 5   6    .data   ascii   ZDUmC
3555 0x0002afed 0x0003cded 6   7    .data   ascii   y'2U:B
3556 0x0002b002 0x0003ce02 4   6    .data   utf8    \bθ\ry blocks=Basic Latin,Greek and Coptic
3557 0x0002b00e 0x0003ce0e 4   7    .data   utf8    ٘[]Ψ blocks=Arabic,Basic Latin,Greek and Coptic
3558 0x0002b039 0x0003ce39 4   5    .data   ascii   =O@\r
3559 0x0002b0a0 0x0003cea0 4   5    .data   ascii   vp;I
3560 0x0002b0ed 0x0003ceed 4   6    .data   utf8    P)iӕ blocks=Basic Latin,Cyrillic
3561 0x0002b140 0x0003cf40 4   7    .data   utf8    ϼ3@̫ blocks=Greek and Coptic,Basic Latin,Combining Diacritical Marks
3562 0x0002b164 0x0003cf64 7   10   .data   utf8    &߮K|T`˖ blocks=Basic Latin,NKo,Spacing Modifier Letters
3563 0x0002b16f 0x0003cf6f 4   6    .data   utf8    vǕ<9 blocks=Basic Latin,Latin Extended-B
3564 0x0002b1bb 0x0003cfbb 6   8    .data   utf8    6Ǒ@"0\r blocks=Basic Latin,Latin Extended-B
3565 0x0002b1c3 0x0003cfc3 4   7    .data   utf8    doC纁 blocks=Basic Latin,CJK Unified Ideographs
3566 0x0002b1f2 0x0003cff2 5   6    .data   ascii   _$\Y,
3567 0x0002b238 0x0003d038 4   5    .data   ascii   xD?.
3568 0x0002b27a 0x0003d07a 6   7    .data   ascii   DC*lzo
3569 0x0002b2c3 0x0003d0c3 5   7    .data   utf8    Clfp"
3570 0x0002b2d0 0x0003d0d0 4   5    .data   ascii   /dPW
3571 0x0002b350 0x0003d150 4   5    .data   ascii   33gH
3572 0x0002b394 0x0003d194 4   5    .data   ascii   rZ#{
3573 0x0002b3a5 0x0003d1a5 4   5    .data   ascii   o'G4
3574 0x0002b3c4 0x0003d1c4 4   6    .data   utf8    5ɰi- blocks=Basic Latin,IPA Extensions
3575 0x0002b3df 0x0003d1df 5   6    .data   ascii   \bqL(\
3576 0x0002b3e5 0x0003d1e5 5   7    .data   utf8    ĤO]$7 blocks=Latin Extended-A,Basic Latin
3577 0x0002b3f2 0x0003d1f2 4   5    .data   ascii   `:k<
3578 0x0002b40a 0x0003d20a 4   7    .data   utf8    \aЧ"ߞ blocks=Basic Latin,Cyrillic,NKo
3579 0x0002b46b 0x0003d26b 4   5    .data   ascii   `,-@
3580 0x0002b473 0x0003d273 4   7    .data   utf8    䭚"XG blocks=CJK Unified Ideographs Extension A,Basic Latin
3581 0x0002b491 0x0003d291 4   5    .data   ascii   ?Xa"
3582 0x0002b4ab 0x0003d2ab 5   6    .data   ascii   A%hh>
3583 0x0002b4c5 0x0003d2c5 4   6    .data   utf8    \eͶSU blocks=Basic Latin,Greek and Coptic
3584 0x0002b4fa 0x0003d2fa 4   5    .data   ascii   fx`,
3585 0x0002b52b 0x0003d32b 5   7    .data   utf8    r"Ƚ`i blocks=Basic Latin,Latin Extended-B
3586 0x0002b539 0x0003d339 6   7    .data   ascii   H./~/q
3587 0x0002b556 0x0003d356 4   5    .data   ascii   eN8l
3588 0x0002b57b 0x0003d37b 4   6    .data   utf8    p8҅0 blocks=Basic Latin,Cyrillic
3589 0x0002b5f9 0x0003d3f9 4   6    .data   utf8    bEKŎ blocks=Basic Latin,Latin Extended-A
3590 0x0002b61b 0x0003d41b 4   5    .data   ascii   sBBk
3591 0x0002b63b 0x0003d43b 6   7    .data   ascii   fuRAO\
3592 0x0002b683 0x0003d483 4   6    .data   utf8    kKՀx blocks=Basic Latin,Armenian
3593 0x0002b68d 0x0003d48d 6   8    .data   utf8    D5\aXܽR blocks=Basic Latin,Syriac
3594 0x0002b6c5 0x0003d4c5 4   5    .data   ascii   \ko~
3595 0x0002b6d6 0x0003d4d6 4   6    .data   utf8    _x=ۄ blocks=Basic Latin,Arabic
3596 0x0002b739 0x0003d539 4   5    .data   ascii   J{\a\v
3597 0x0002b74f 0x0003d54f 10  13   .data   utf8    \t$QvԆt'^SԷ blocks=Basic Latin,Cyrillic Supplement,Armenian
3598 0x0002b768 0x0003d568 5   7    .data   utf8    V8.\bҲ blocks=Basic Latin,Cyrillic
3599 0x0002b7a7 0x0003d5a7 4   5    .data   ascii   Vi=I
3600 0x0002b7c4 0x0003d5c4 5   6    .data   ascii   [l.4h
3601 0x0002b84a 0x0003d64a 4   5    .data   ascii   j5 g
3602 0x0002b8b9 0x0003d6b9 4   6    .data   utf8    #zˏ6 blocks=Basic Latin,Spacing Modifier Letters
3603 0x0002b8cc 0x0003d6cc 6   8    .data   utf8    @d&C"n
3604 0x0002b923 0x0003d723 4   5    .data   ascii   u\"\r
3605 0x0002b94c 0x0003d74c 4   6    .data   utf8    :Sēb blocks=Basic Latin,Latin Extended-A
3606 0x0002b96e 0x0003d76e 4   5    .data   ascii   n3P,
3607 0x0002b998 0x0003d798 4   5    .data   ascii   c+oY
3608 0x0002b9bb 0x0003d7bb 5   7    .data   utf8    W)bǃk blocks=Basic Latin,Latin Extended-B
3609 0x0002b9da 0x0003d7da 5   6    .data   ascii   jWN:b
3610 0x0002b9ec 0x0003d7ec 4   5    .data   ascii   y[<\
3611 0x0002b9fa 0x0003d7fa 4   5    .data   ascii   [zx@
3612 0x0002ba3c 0x0003d83c 4   5    .data   ascii   u!y\a
3613 0x0002ba43 0x0003d843 4   6    .data   utf8    ŗ>.U blocks=Latin Extended-A,Basic Latin
3614 0x0002ba57 0x0003d857 4   5    .data   ascii   j?\te
3615 0x0002ba7d 0x0003d87d 4   5    .data   ascii   TRSb
3616 0x0002ba96 0x0003d896 4   5    .data   ascii   [lyE
3617 0x0002baa1 0x0003d8a1 4   5    .data   ascii    NwH
3618 0x0002babb 0x0003d8bb 7   12   .data   utf8    ɼnxٓyꄂ? blocks=IPA Extensions,Basic Latin,Arabic,Yi Syllables
3619 0x0002bada 0x0003d8da 5   6    .data   ascii   \a\n"L-
3620 0x0002bb0d 0x0003d90d 5   7    .data   utf8    _(Ӈ6D blocks=Basic Latin,Cyrillic
3621 0x0002bb57 0x0003d957 4   5    .data   ascii   2 &Z
3622 0x0002bba5 0x0003d9a5 4   5    .data   ascii   >VrD
3623 0x0002bbda 0x0003d9da 4   5    .data   ascii   ?P]H
3624 0x0002bbdf 0x0003d9df 8   9    .data   ascii   =i?3vw`\v
3625 0x0002bc24 0x0003da24 4   6    .data   utf8    ȟ5PB blocks=Latin Extended-B,Basic Latin
3626 0x0002bc4b 0x0003da4b 4   5    .data   ascii   k\b32
3627 0x0002bc5f 0x0003da5f 5   7    .data   utf8    z8˟=G blocks=Basic Latin,Spacing Modifier Letters
3628 0x0002bca1 0x0003daa1 6   9    .data   utf8    :TāF˪5 blocks=Basic Latin,Latin Extended-A,Spacing Modifier Letters
3629 0x0002bd1a 0x0003db1a 5   6    .data   ascii   Fu\tMl
3630 0x0002bd51 0x0003db51 5   7    .data   utf8    cTfEІ blocks=Basic Latin,Cyrillic
3631 0x0002bdcc 0x0003dbcc 6   7    .data   ascii   7f^2Ns
3632 0x0002be10 0x0003dc10 6   7    .data   ascii   {bHmAm
3633 0x0002be70 0x0003dc70 4   5    .data   ascii   byD-
3634 0x0002bec9 0x0003dcc9 5   7    .data   utf8    H\rGѲ~ blocks=Basic Latin,Cyrillic
3635 0x0002beda 0x0003dcda 7   9    .data   utf8    LyX"u֏M blocks=Basic Latin,Armenian
3636 0x0002bef9 0x0003dcf9 6   7    .data   ascii   8Q7\e'7
3637 0x0002bf17 0x0003dd17 4   5    .data   ascii   w-Xr
3638 0x0002bf1f 0x0003dd1f 4   5    .data   ascii   ][=\a
3639 0x0002bf5d 0x0003dd5d 4   7    .data   utf8    c Y鞆 blocks=Basic Latin,CJK Unified Ideographs
3640 0x0002bf7c 0x0003dd7c 7   8    .data   ascii   %[P(6>/
3641 0x0002bf91 0x0003dd91 4   6    .data   utf8    ٴ 0? blocks=Arabic,Basic Latin
3642 0x0002bf9f 0x0003dd9f 4   5    .data   ascii   %/([
3643 0x0002bfcf 0x0003ddcf 4   5    .data   ascii   6}u4
3644 0x0002c018 0x0003de18 5   7    .data   utf8    Nֹb\tt blocks=Basic Latin,Hebrew
3645 0x0002c037 0x0003de37 4   5    .data   ascii   clv\n
3646 0x0002c047 0x0003de47 4   5    .data   ascii   Af(f
3647 0x0002c06d 0x0003de6d 5   8    .data   utf8    |6d*\e
3648 0x0002c0b3 0x0003deb3 5   8    .data   utf8    \e77㍈F blocks=Basic Latin,CJK Compatibility
3649 0x0002c0be 0x0003debe 4   6    .data   utf8    gQפ0 blocks=Basic Latin,Hebrew
