[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2031 0x000225dd 0x004235dd 9   11   DATA    utf8    Q1!@K'\tcߺ blocks=Basic Latin,NKo
2032 0x0002262c 0x0042362c 4   5    DATA    ascii   R; Q
2033 0x00022655 0x00423655 5   8    DATA    utf8    jNڊʹ\t blocks=Basic Latin,Arabic,Greek and Coptic
2034 0x0002266a 0x0042366a 6   7    DATA    ascii   \KNA$x
2035 0x00022675 0x00423675 4   5    DATA    ascii   ^5l>
2036 0x000226a3 0x004236a3 4   6    DATA    utf8    Ђ6<h blocks=Cyrillic,Basic Latin
2037 0x000226e0 0x004236e0 4   7    DATA    utf8    ~sX봗 blocks=Basic Latin,Hangul Syllables
2038 0x00022724 0x00423724 8   9    DATA    ascii   6`\,)XUQ
2039 0x00022735 0x00423735 4   5    DATA    ascii   MwH\
2040 0x0002277c 0x0042377c 8   10   DATA    utf8    ?\eyđEr\w blocks=Basic Latin,Latin Extended-A
2041 0x000227fe 0x004237fe 6   7    DATA    ascii   i=|\b]]
2042 0x0002281b 0x0042381b 4   5    DATA    ascii   wS\tR
2043 0x0002287f 0x0042387f 5   6    DATA    ascii   d\nE, 
2044 0x00022890 0x00423890 5   6    DATA    ascii   F`rie
2045 0x000228d1 0x004238d1 4   5    DATA    ascii   -HZO
2046 0x000228da 0x004238da 5   6    DATA    ascii   C\v*)v
2047 0x000228e2 0x004238e2 4   5    DATA    ascii   n\aqF
2048 0x000228f6 0x004238f6 4   5    DATA    ascii   ;0\t]
2049 0x00022971 0x00423971 4   5    DATA    ascii   <!\f 
2050 0x00022983 0x00423983 5   6    DATA    ascii   B\at\bI
2051 0x000229a1 0x004239a1 4   5    DATA    ascii   !3J[
2052 0x000229b0 0x004239b0 4   5    DATA    ascii   $N\aE
2053 0x000229f2 0x004239f2 4   5    DATA    ascii   yI`;
2054 0x00022a3f 0x00423a3f 4   5    DATA    ascii   RV=|
2055 0x00022a63 0x00423a63 4   5    DATA    ascii   F ?+
2056 0x00022a70 0x00423a70 6   9    DATA    utf8    fʰJмd\v blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
2057 0x00022a90 0x00423a90 4   5    DATA    ascii   \:e!
2058 0x00022ae6 0x00423ae6 4   5    DATA    ascii   av]\n
2059 0x00022ba2 0x00423ba2 4   5    DATA    ascii   $PqI
2060 0x00022bc0 0x00423bc0 5   6    DATA    ascii   3:U\a{
2061 0x00022bfb 0x00423bfb 5   6    DATA    ascii   ^gI^F
2062 0x00022c5d 0x00423c5d 4   5    DATA    ascii   ,*T*
2063 0x00022ca6 0x00423ca6 4   5    DATA    ascii   L#@?
2064 0x00022cb2 0x00423cb2 4   5    DATA    ascii   i:*$
2065 0x00022ced 0x00423ced 9   11   DATA    utf8    nEK\ekϜXr1 blocks=Basic Latin,Greek and Coptic
2066 0x00022cff 0x00423cff 4   5    DATA    ascii   OZ7F
2067 0x00022d0e 0x00423d0e 4   5    DATA    ascii   ex\ag
2068 0x00022d43 0x00423d43 5   8    DATA    utf8    /zрsΊ blocks=Basic Latin,Cyrillic,Greek and Coptic
2069 0x00022d73 0x00423d73 4   5    DATA    ascii   \!+-
2070 0x00022d8c 0x00423d8c 6   7    DATA    ascii   "pl\vHG
2071 0x00022df5 0x00423df5 4   5    DATA    ascii   a\t-x
2072 0x00022e4d 0x00423e4d 4   5    DATA    ascii   XE|I
2073 0x00022e54 0x00423e54 5   7    DATA    utf8    ]\aL:D
2074 0x00022ea5 0x00423ea5 5   6    DATA    ascii   (C:=d
2075 0x00022f01 0x00423f01 4   6    DATA    utf8    ZMxƠ blocks=Basic Latin,Latin Extended-B
2076 0x00022f7c 0x00423f7c 5   7    DATA    utf8    @s%ͬ~ blocks=Basic Latin,Combining Diacritical Marks
2077 0x00022f85 0x00423f85 5   8    DATA    utf8    .z~q㱹 blocks=Basic Latin,CJK Unified Ideographs Extension A
2078 0x00022fb8 0x00423fb8 4   6    DATA    utf8    q\flԡ blocks=Basic Latin,Cyrillic Supplement
2079 0x00022fbe 0x00423fbe 4   5    DATA    ascii   {\rRP
2080 0x00023080 0x00424080 6   7    DATA    ascii   \n+nSBs
2081 0x00023093 0x00424093 4   5    DATA    ascii   l\e/`
2082 0x000230b6 0x004240b6 4   5    DATA    ascii   BC/}
2083 0x000230f2 0x004240f2 4   5    DATA    ascii   R@+G
2084 0x00023121 0x00424121 4   6    DATA    utf8    1:ȇ blocks=Basic Latin,Combining Diacritical Marks
2085 0x00023166 0x00424166 4   7    DATA    utf8    EC\v쿻 blocks=Basic Latin,Hangul Syllables
2086 0x0002317f 0x0042417f 4   5    DATA    ascii   f7@d
2087 0x0002318a 0x0042418a 4   5    DATA    ascii   XgF%
2088 0x000231bb 0x004241bb 5   7    DATA    utf8    Ӎ%5=S blocks=Cyrillic,Basic Latin
2089 0x0002321b 0x0042421b 6   7    DATA    ascii   \a_}7-9
2090 0x00023227 0x00424227 4   5    DATA    ascii   7+|:
2091 0x00023271 0x00424271 5   6    DATA    ascii   <\aG+!
2092 0x000232d8 0x004242d8 4   5    DATA    ascii   q$\v(
2093 0x000232e1 0x004242e1 4   5    DATA    ascii   C>!4
2094 0x000232f8 0x004242f8 5   7    DATA    utf8    RkҬ11 blocks=Basic Latin,Cyrillic
2095 0x00023316 0x00424316 4   5    DATA    ascii   Vk2 
2096 0x000233c9 0x004243c9 4   5    DATA    ascii   zOFC
2097 0x0002341a 0x0042441a 4   5    DATA    ascii   qni9
2098 0x0002347d 0x0042447d 4   5    DATA    ascii   NH@R
2099 0x0002349a 0x0042449a 5   6    DATA    ascii   }oMKm
2100 0x000234d9 0x004244d9 4   6    DATA    utf8    ƽwLH blocks=Latin Extended-B,Basic Latin
2101 0x000234f6 0x004244f6 4   5    DATA    ascii   D\ftm
2102 0x0002350a 0x0042450a 4   6    DATA    utf8    i$\n߀ blocks=Basic Latin,NKo
2103 0x00023539 0x00424539 6   7    DATA    ascii   %\aLZWN
2104 0x0002359d 0x0042459d 4   6    DATA    utf8    ƊT4L blocks=Latin Extended-B,Basic Latin
2105 0x000235b7 0x004245b7 5   7    DATA    utf8    DIۡre blocks=Basic Latin,Arabic
2106 0x000235d9 0x004245d9 4   8    DATA    utf8    ؗᄯ4O blocks=Arabic,Hangul Jamo,Basic Latin
2107 0x000235f2 0x004245f2 6   8    DATA    utf8    Ksܷ\r%b blocks=Basic Latin,Syriac
2108 0x00023602 0x00424602 4   5    DATA    ascii   ,*a8
2109 0x00023624 0x00424624 4   5    DATA    ascii   o\vz\t
2110 0x00023632 0x00424632 4   5    DATA    ascii   rpQ`
2111 0x0002369a 0x0042469a 4   6    DATA    utf8    3K)Ю blocks=Basic Latin,Cyrillic
2112 0x000236be 0x004246be 8   9    DATA    ascii   ?XF^3gst
2113 0x000236fb 0x004246fb 6   7    DATA    ascii   aI\rfZ"
2114 0x00023768 0x00424768 4   6    DATA    utf8    9چ\bn blocks=Basic Latin,Arabic
2115 0x0002382e 0x0042482e 5   6    DATA    ascii   xUC)$
2116 0x00023834 0x00424834 5   6    DATA    ascii   C'y~P
2117 0x0002386d 0x0042486d 6   7    DATA    ascii   5\t9f;-
2118 0x0002387d 0x0042487d 4   6    DATA    utf8    \a{ѯa blocks=Basic Latin,Cyrillic
2119 0x0002396a 0x0042496a 4   5    DATA    ascii   3(nU
2120 0x00023975 0x00424975 6   7    DATA    ascii   q\t/zjm
2121 0x000239aa 0x004249aa 6   8    DATA    utf8    \fzѿZ<\r blocks=Basic Latin,Cyrillic
2122 0x000239c7 0x004249c7 5   6    DATA    ascii   /QFb~
2123 0x000239ef 0x004249ef 4   5    DATA    ascii   lU\t9
2124 0x00023a1c 0x00424a1c 5   8    DATA    utf8    q\t[녅5 blocks=Basic Latin,Hangul Syllables
2125 0x00023a37 0x00424a37 4   6    DATA    utf8    UXա= blocks=Basic Latin,Armenian
2126 0x00023a7c 0x00424a7c 4   5    DATA    ascii   b Y[
2127 0x00023a9b 0x00424a9b 5   7    DATA    utf8    `Mׂ\eI blocks=Basic Latin,Hebrew
2128 0x00023ad6 0x00424ad6 5   6    DATA    ascii   `\EJG
2129 0x00023ae4 0x00424ae4 4   5    DATA    ascii   7zN#
2130 0x00023b07 0x00424b07 4   6    DATA    utf8    8IѓX blocks=Basic Latin,Cyrillic
2131 0x00023b1a 0x00424b1a 5   6    DATA    ascii   SkJ)b
2132 0x00023b56 0x00424b56 4   5    DATA    ascii   5;[u
2133 0x00023b7c 0x00424b7c 5   6    DATA    ascii   ~o\e@J
2134 0x00023b92 0x00424b92 6   7    DATA    ascii   0xU=ID
2135 0x00023bbf 0x00424bbf 5   6    DATA    ascii   j?vn-
2136 0x00023be3 0x00424be3 7   9    DATA    utf8    zEE^4ۭ0 blocks=Basic Latin,Arabic
2137 0x00023c5f 0x00424c5f 6   7    DATA    ascii   CjdVg~
2138 0x00023c6c 0x00424c6c 4   5    DATA    ascii   =MPM
2139 0x00023c7f 0x00424c7f 4   5    DATA    ascii   sIO+
2140 0x00023c8f 0x00424c8f 4   5    DATA    ascii   G]Pj
2141 0x00023ca1 0x00424ca1 4   6    DATA    utf8    :w,۷ blocks=Basic Latin,Arabic
2142 0x00023cb8 0x00424cb8 4   5    DATA    ascii   &jeq
2143 0x00023cbd 0x00424cbd 5   6    DATA    ascii   )\v|!X
2144 0x00023d07 0x00424d07 4   5    DATA    ascii   aSAT
2145 0x00023d0e 0x00424d0e 4   5    DATA    ascii   ?Q@q
2146 0x00023d42 0x00424d42 4   5    DATA    ascii   F4G[
2147 0x00023d7b 0x00424d7b 4   7    DATA    utf8    QうgL blocks=Basic Latin,Hiragana
2148 0x00023da1 0x00424da1 4   5    DATA    ascii   5xQ}
2149 0x00023dd9 0x00424dd9 4   5    DATA    ascii   gYg{
2150 0x00023e07 0x00424e07 6   7    DATA    ascii   GrUCFd
2151 0x00023e18 0x00424e18 5   6    DATA    ascii   Q}\n?7
2152 0x00023e49 0x00424e49 4   5    DATA    ascii   MHIs
2153 0x00023e7b 0x00424e7b 4   5    DATA    ascii   \b$If
2154 0x00023eb2 0x00424eb2 4   6    DATA    utf8    ݤ(BW blocks=Arabic Supplement,Basic Latin
2155 0x00023edc 0x00424edc 4   5    DATA    ascii   <2a0
2156 0x00023ee2 0x00424ee2 5   6    DATA    ascii   5b4i6
2157 0x00023f74 0x00424f74 5   6    DATA    ascii   ?{]Lh
2158 0x00023fae 0x00424fae 6   8    DATA    utf8    ХUi{rC blocks=Cyrillic,Basic Latin
2159 0x00023fd3 0x00424fd3 4   6    DATA    utf8    nݢ8t blocks=Basic Latin,Arabic Supplement
2160 0x0002402b 0x0042502b 5   6    DATA    ascii   aOWv\b
2161 0x00024115 0x00425115 4   5    DATA    ascii   unl>
2162 0x0002411a 0x0042511a 4   5    DATA    ascii   Utmq
2163 0x00024145 0x00425145 4   5    DATA    ascii   sK>\e
2164 0x00024161 0x00425161 5   6    DATA    ascii   eK$@t
2165 0x000241bb 0x004251bb 4   5    DATA    ascii   \b.H\e
2166 0x000241fb 0x004251fb 4   5    DATA    ascii   pX@_
2167 0x000242a2 0x004252a2 4   5    DATA    ascii   RX'6
2168 0x000242de 0x004252de 4   5    DATA    ascii   VOj&
2169 0x00024329 0x00425329 5   6    DATA    ascii   Ecuj$
2170 0x0002432f 0x0042532f 8   11   DATA    utf8    ˟K\r]7w;< blocks=Spacing Modifier Letters,Basic Latin
2171 0x00024360 0x00425360 4   5    DATA    ascii   1uP~
2172 0x00024399 0x00425399 4   5    DATA    ascii   XPqZ
2173 0x000243bb 0x004253bb 4   5    DATA    ascii   Sool
2174 0x000243c2 0x004253c2 8   10   DATA    utf8    ȑ'>CZxGn blocks=Latin Extended-B,Basic Latin
2175 0x000243e0 0x004253e0 8   10   DATA    utf8    &NZݴj*qj blocks=Basic Latin,Arabic Supplement
2176 0x0002447b 0x0042547b 6   8    DATA    utf8    Xe_Eֻ> blocks=Basic Latin,Hebrew
2177 0x000244a8 0x004254a8 4   6    DATA    utf8    @g:M
2178 0x000244bd 0x004254bd 5   6    DATA    ascii   VXWbO
2179 0x000244ee 0x004254ee 4   6    DATA    utf8    6ҠY' blocks=Basic Latin,Cyrillic
2180 0x00024512 0x00425512 6   7    DATA    ascii   ,c[2vR
2181 0x0002451d 0x0042551d 4   6    DATA    utf8    /ŻY; blocks=Basic Latin,Latin Extended-A
2182 0x00024551 0x00425551 4   6    DATA    utf8    ƖZQ| blocks=Latin Extended-B,Basic Latin
2183 0x000245c9 0x004255c9 5   7    DATA    utf8    CnfК\ blocks=Basic Latin,Cyrillic
2184 0x000245f3 0x004255f3 4   5    DATA    ascii   69n\f
2185 0x000245fd 0x004255fd 5   6    DATA    ascii   mC\b2,
2186 0x0002469d 0x0042569d 4   5    DATA    ascii   "0\f;
2187 0x000246c0 0x004256c0 4   6    DATA    utf8    #p$ͼ blocks=Basic Latin,Greek and Coptic
2188 0x00024712 0x00425712 4   5    DATA    ascii   [y\ey
2189 0x00024728 0x00425728 5   6    DATA    ascii   m*~b\a
2190 0x00024773 0x00425773 9   10   DATA    ascii   \n\bW6z9fft
2191 0x000247ba 0x004257ba 4   5    DATA    ascii   ,\v6+
2192 0x000247fb 0x004257fb 6   7    DATA    ascii   1T.ydu
2193 0x00024812 0x00425812 4   6    DATA    utf8    ͟&?\ blocks=Combining Diacritical Marks,Basic Latin
2194 0x00024853 0x00425853 5   6    DATA    ascii   i^n0p
2195 0x00024867 0x00425867 4   5    DATA    ascii   cf\nI
2196 0x000248a0 0x004258a0 4   5    DATA    ascii   z1q3
2197 0x000248ff 0x004258ff 4   5    DATA    ascii   K\.A
2198 0x00024905 0x00425905 5   8    DATA    utf8    O(O릴] blocks=Basic Latin,Hangul Syllables
2199 0x00024951 0x00425951 5   6    DATA    ascii   9-21'
2200 0x0002495b 0x0042595b 4   5    DATA    ascii   +!DS
2201 0x0002496c 0x0042596c 5   7    DATA    utf8    \vr"Ղ7 blocks=Basic Latin,Armenian
2202 0x0002498e 0x0042598e 5   7    DATA    utf8    m %^4
2203 0x000249ab 0x004259ab 5   6    DATA    ascii   R\f!Ni
2204 0x000249d1 0x004259d1 6   7    DATA    ascii   hed6S!
2205 0x000249f5 0x004259f5 4   5    DATA    ascii   ;Q3A
2206 0x00024a27 0x00425a27 4   5    DATA    ascii   '<CN
2207 0x00024a37 0x00425a37 4   6    DATA    utf8    Ltߩ\a blocks=Basic Latin,NKo
2208 0x00024a9b 0x00425a9b 4   5    DATA    ascii   \t_8H
2209 0x00024aa2 0x00425aa2 4   5    DATA    ascii   :d[>
2210 0x00024af4 0x00425af4 5   6    DATA    ascii   cv(o4
2211 0x00024afc 0x00425afc 5   7    DATA    utf8    !NIՉE blocks=Basic Latin,Armenian
2212 0x00024b14 0x00425b14 4   5    DATA    ascii   & ,e
2213 0x00024b47 0x00425b47 4   5    DATA    ascii   F\bB"
2214 0x00024b9c 0x00425b9c 4   6    DATA    utf8    Аq_S blocks=Cyrillic,Basic Latin
2215 0x00024bab 0x00425bab 4   6    DATA    utf8    Jd$5
2216 0x00024bd5 0x00425bd5 4   5    DATA    ascii   \e\vTN
2217 0x00024be7 0x00425be7 6   7    DATA    ascii   LJh|i\
2218 0x00024bf6 0x00425bf6 6   7    DATA    ascii   aSfaZ 
2219 0x00024c4b 0x00425c4b 4   5    DATA    ascii   }HAo
2220 0x00024c66 0x00425c66 6   10   DATA    utf8    B~ݺǩYf blocks=Basic Latin,Arabic Supplement,Latin Extended-B
2221 0x00024c91 0x00425c91 4   6    DATA    utf8    3,0ۚ blocks=Basic Latin,Arabic
2222 0x00024c9b 0x00425c9b 4   7    DATA    utf8    Ӧė:S blocks=Cyrillic,Latin Extended-A,Basic Latin
2223 0x00024ce9 0x00425ce9 4   5    DATA    ascii   F#W5
2224 0x00024d57 0x00425d57 5   6    DATA    ascii   PP\v/6
2225 0x00024df3 0x00425df3 4   5    DATA    ascii   <}4\f
2226 0x00024e24 0x00425e24 5   6    DATA    ascii   qd\rXy
2227 0x00024e32 0x00425e32 4   6    DATA    utf8    ܆{>Y blocks=Syriac,Basic Latin
2228 0x00024e56 0x00425e56 4   5    DATA    ascii   W_ec
2229 0x00024e62 0x00425e62 8   9    DATA    ascii   C6\bcYDd'
2230 0x00024e75 0x00425e75 5   6    DATA    ascii   :^m^t
2231 0x00024ea6 0x00425ea6 4   5    DATA    ascii   ^=>}
2232 0x00024ec6 0x00425ec6 4   5    DATA    ascii   o!\e^
2233 0x00024f16 0x00425f16 6   8    DATA    utf8    Ł)%6kz blocks=Latin Extended-A,Basic Latin
2234 0x00024f25 0x00425f25 4   5    DATA    ascii   X>Fo
2235 0x00024f2a 0x00425f2a 4   6    DATA    utf8    gPضl blocks=Basic Latin,Arabic
2236 0x00024f4b 0x00425f4b 5   6    DATA    ascii   Ni}"E
2237 0x00024f8c 0x00425f8c 4   6    DATA    utf8    Iڒ=. blocks=Basic Latin,Arabic
2238 0x00024fa0 0x00425fa0 4   5    DATA    ascii   bn~c
2239 0x00024fad 0x00425fad 6   7    DATA    ascii   .<F9/|
2240 0x00024fb8 0x00425fb8 5   7    DATA    utf8    ¸2&al blocks=Latin-1 Supplement,Basic Latin
2241 0x00024ffc 0x00425ffc 5   7    DATA    utf8    ~Hɮ\? blocks=Basic Latin,IPA Extensions
2242 0x00025007 0x00426007 7   9    DATA    utf8    _Ԛ=\rD\n< blocks=Basic Latin,Cyrillic Supplement
2243 0x00025089 0x00426089 4   5    DATA    ascii   *~D{
2244 0x0002509a 0x0042609a 5   6    DATA    ascii   t'`m>
2245 0x000250f6 0x004260f6 4   5    DATA    ascii   4x2\r
2246 0x00025193 0x00426193 5   6    DATA    ascii   e%FN\v
2247 0x000251af 0x004261af 4   5    DATA    ascii   [wb=
2248 0x000251f6 0x004261f6 4   5    DATA    ascii   1@13
2249 0x00025246 0x00426246 4   5    DATA    ascii   @Bvz
2250 0x0002529c 0x0042629c 5   6    DATA    ascii   Th\eU-
2251 0x000252c1 0x004262c1 4   5    DATA    ascii   ']A7
2252 0x000252cc 0x004262cc 6   7    DATA    ascii   pm|+nd
2253 0x00025306 0x00426306 4   5    DATA    ascii   o\tN2
2254 0x00025329 0x00426329 4   5    DATA    ascii   J\bE=
2255 0x00025350 0x00426350 4   7    DATA    utf8    員~-& blocks=CJK Unified Ideographs,Basic Latin
2256 0x00025364 0x00426364 4   6    DATA    utf8    ?{ݲz blocks=Basic Latin,Arabic Supplement
2257 0x000253b9 0x004263b9 5   6    DATA    ascii   ,$?/f
2258 0x000253e8 0x004263e8 4   5    DATA    ascii   ; @-
2259 0x00025434 0x00426434 6   8    DATA    utf8    s*$ˈvV blocks=Basic Latin,Spacing Modifier Letters
2260 0x000254a2 0x004264a2 4   5    DATA    ascii   &v=i
2261 0x000254a7 0x004264a7 4   6    DATA    utf8    ݠ\aS{ blocks=Arabic Supplement,Basic Latin
2262 0x000254b8 0x004264b8 6   8    DATA    utf8    aK6ɧw\f blocks=Basic Latin,IPA Extensions
2263 0x00025529 0x00426529 5   6    DATA    ascii   }\f.,R
2264 0x0002553e 0x0042653e 4   6    DATA    utf8    /3nփ blocks=Basic Latin,Armenian
2265 0x000255fd 0x004265fd 5   6    DATA    ascii   Y/@\bL
2266 0x000256c2 0x004266c2 5   6    DATA    ascii   p[&\<
2267 0x00025717 0x00426717 4   6    DATA    utf8    ,_Oѩ blocks=Basic Latin,Cyrillic
2268 0x00025760 0x00426760 4   5    DATA    ascii   tIM~
2269 0x0002576a 0x0042676a 4   6    DATA    utf8    -\t\nʁ blocks=Basic Latin,IPA Extensions
2270 0x000257ad 0x004267ad 4   6    DATA    utf8    _~\tΙ blocks=Basic Latin,Greek and Coptic
2271 0x00025854 0x00426854 4   5    DATA    ascii   \fEW?
2272 0x00025883 0x00426883 4   5    DATA    ascii   lAM,
2273 0x000258a1 0x004268a1 7   8    DATA    ascii   B3e)t(N
2274 0x0002591e 0x0042691e 6   7    DATA    ascii   X(I+l6
2275 0x00025954 0x00426954 4   6    DATA    utf8    ԴO=( blocks=Armenian,Basic Latin
2276 0x0002596e 0x0042696e 4   7    DATA    utf8    ړ܅\z blocks=Arabic,Syriac,Basic Latin
2277 0x000259a5 0x004269a5 4   5    DATA    ascii   G\>Q
2278 0x000259c2 0x004269c2 6   8    DATA    utf8    Όd.OTk blocks=Greek and Coptic,Basic Latin
2279 0x000259f4 0x004269f4 4   6    DATA    utf8    N/#î blocks=Basic Latin,Latin-1 Supplement
2280 0x000259fe 0x004269fe 4   6    DATA    utf8    8Ј63 blocks=Basic Latin,Cyrillic
2281 0x00025a36 0x00426a36 6   7    DATA    ascii   9due1]
2282 0x00025a3d 0x00426a3d 4   5    DATA    ascii   j#qB
2283 0x00025a93 0x00426a93 4   5    DATA    ascii   /tQ\f
2284 0x00025abe 0x00426abe 6   7    DATA    ascii   \E[q/4
2285 0x00025b27 0x00426b27 5   6    DATA    ascii   k|t>K
2286 0x00025b64 0x00426b64 4   5    DATA    ascii   m,V\n
2287 0x00025b74 0x00426b74 5   6    DATA    ascii   \nA%u5
2288 0x00025b7e 0x00426b7e 4   6    DATA    utf8    ,_ґ` blocks=Basic Latin,Cyrillic
2289 0x00025b9b 0x00426b9b 4   5    DATA    ascii   )TzI
2290 0x00025c02 0x00426c02 7   8    DATA    ascii   rbs72;M
2291 0x00025c5a 0x00426c5a 4   5    DATA    ascii   r5t;
2292 0x00025c62 0x00426c62 4   5    DATA    ascii   \b5fo
2293 0x00025c69 0x00426c69 6   7    DATA    ascii   NbQK=*
2294 0x00025c7a 0x00426c7a 5   6    DATA    ascii   ik6\rb
2295 0x00025ce8 0x00426ce8 4   5    DATA    ascii   <\e(7
2296 0x00025cf1 0x00426cf1 4   5    DATA    ascii   \vXW>
2297 0x00025d06 0x00426d06 4   5    DATA    ascii   .`Qu
2298 0x00025d2b 0x00426d2b 5   6    DATA    ascii   9I\FG
2299 0x00025d75 0x00426d75 4   5    DATA    ascii   e7:=
2300 0x00025d7a 0x00426d7a 4   5    DATA    ascii   8MJF
2301 0x00025d7f 0x00426d7f 4   5    DATA    ascii   {7\v\t
2302 0x00025e3b 0x00426e3b 4   5    DATA    ascii   s_z'
2303 0x00025e40 0x00426e40 8   9    DATA    ascii    \a!uwHbn
2304 0x00025e60 0x00426e60 6   7    DATA    ascii   bg)\nBj
2305 0x00025ef8 0x00426ef8 4   5    DATA    ascii   $]}K
2306 0x00025f4b 0x00426f4b 5   6    DATA    ascii   Z.9F6
2307 0x00025f5a 0x00426f5a 4   5    DATA    ascii   aEap
2308 0x00025f6f 0x00426f6f 5   7    DATA    utf8    FocϸY blocks=Basic Latin,Greek and Coptic
2309 0x00025f78 0x00426f78 4   5    DATA    ascii   fHiR
2310 0x00025f9f 0x00426f9f 5   6    DATA    ascii   >\v^B}
2311 0x00025fc3 0x00426fc3 4   5    DATA    ascii   &\rce
2312 0x00025fcd 0x00426fcd 8   9    DATA    ascii   ?V\e"I|2-
2313 0x00025fe7 0x00426fe7 5   6    DATA    ascii   X%~Bi
2314 0x00026007 0x00427007 4   5    DATA    ascii   5J<2
2315 0x00026038 0x00427038 4   6    DATA    utf8    ,mƫp blocks=Basic Latin,Latin Extended-B
2316 0x00026084 0x00427084 4   5    DATA    ascii   9p{@
2317 0x00026097 0x00427097 4   5    DATA    ascii   C{%h
2318 0x000260b4 0x004270b4 4   5    DATA    ascii   @o^%
2319 0x000260b9 0x004270b9 4   5    DATA    ascii   l!=#
2320 0x000260ed 0x004270ed 6   9    DATA    utf8    bT-ﻔ8e blocks=Basic Latin,Arabic Presentation Forms-B
2321 0x0002617a 0x0042717a 5   6    DATA    ascii   xk\a|\r
2322 0x00026199 0x00427199 4   7    DATA    utf8    1yꥏ8 blocks=Basic Latin,Rejang
2323 0x000262a3 0x004272a3 6   7    DATA    ascii   |kD$8S
2324 0x000262d1 0x004272d1 4   5    DATA    ascii   e=<l
2325 0x0002631b 0x0042731b 4   5    DATA    ascii   4bv5
2326 0x00026329 0x00427329 4   5    DATA    ascii   fV`-
2327 0x0002633c 0x0042733c 4   5    DATA    ascii   N^3%
2328 0x00026399 0x00427399 4   5    DATA    ascii   GKsY
2329 0x000263b1 0x004273b1 4   5    DATA    ascii   ,IH~
2330 0x000263d2 0x004273d2 4   7    DATA    utf8    է:Êm blocks=Armenian,Basic Latin,Latin-1 Supplement
2331 0x00026408 0x00427408 4   5    DATA    ascii   3VuE
2332 0x0002643f 0x0042743f 7   8    DATA    ascii   ST|5x3k
2333 0x0002646e 0x0042746e 6   8    DATA    utf8    }9\t.:ݚ blocks=Basic Latin,Arabic Supplement
2334 0x0002647a 0x0042747a 4   6    DATA    utf8    #\кS blocks=Basic Latin,Cyrillic
2335 0x00026532 0x00427532 4   5    DATA    ascii   \v.w<
2336 0x00026538 0x00427538 5   6    DATA    ascii   )Ng8u
2337 0x0002656f 0x0042756f 5   6    DATA    ascii   1T8}F
2338 0x000265af 0x004275af 4   5    DATA    ascii   nOTA
2339 0x000265b9 0x004275b9 4   6    DATA    utf8    hFU± blocks=Basic Latin,Latin-1 Supplement
2340 0x000265ed 0x004275ed 4   5    DATA    ascii   2N_g
2341 0x0002662f 0x0042762f 5   6    DATA    ascii   Aj0*4
2342 0x00026635 0x00427635 7   10   DATA    utf8    0=<\n_o뮱 blocks=Basic Latin,Hangul Syllables
2343 0x00026646 0x00427646 4   6    DATA    utf8    ޯ'$7 blocks=Thaana,Basic Latin
2344 0x00026668 0x00427668 5   6    DATA    ascii   b\t,Z2
2345 0x00026677 0x00427677 6   7    DATA    ascii   $6}5:$
2346 0x0002667f 0x0042767f 5   6    DATA    ascii   ;J\eQ7
2347 0x00026691 0x00427691 4   5    DATA    ascii   OeT\
2348 0x00026701 0x00427701 4   5    DATA    ascii   F\r*I
2349 0x00026715 0x00427715 4   5    DATA    ascii   ]=:t
2350 0x00026721 0x00427721 5   7    DATA    utf8    gܺV\ta blocks=Basic Latin,Syriac
2351 0x0002674d 0x0042774d 4   7    DATA    utf8    ـٔ<~ blocks=Arabic,Basic Latin
2352 0x00026802 0x00427802 5   6    DATA    ascii   XZUNX
2353 0x00026851 0x00427851 5   6    DATA    ascii   y#q8J
2354 0x000268b7 0x004278b7 4   5    DATA    ascii   '<ps
2355 0x000268d8 0x004278d8 4   5    DATA    ascii   e"v.
2356 0x00026906 0x00427906 4   6    DATA    utf8     Jȝi blocks=Basic Latin,Latin Extended-B
2357 0x0002693b 0x0042793b 4   5    DATA    ascii   W(+X
2358 0x0002695c 0x0042795c 4   5    DATA    ascii   +Fm/
2359 0x00026986 0x00427986 4   5    DATA    ascii   I=8}
