[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d7 0x000000d7 5   6            ascii   #Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   `.rdata
4    0x00000237 0x00000237 6   7            ascii   @.data
5    0x00000260 0x00000260 5   6            ascii   .rsrc
6    0x00001010 0x00401010 4   5    .text   ascii   %L @
7    0x00001027 0x00401027 4   5    .text   ascii   %P @
8    0x0000103c 0x0040103c 4   5    .text   ascii   %T @
9    0x00001053 0x00401053 4   5    .text   ascii   %X @
10   0x000010ba 0x004010ba 7   8    .text   ascii   SVWh00@
11   0x000010c2 0x004010c2 4   5    .text   ascii   h 0@
12   0x000010e0 0x004010e0 7   9    .text   utf8    Y3ۋ\rt @ blocks=Basic Latin,Arabic
13   0x00001130 0x00401130 4   5    .text   ascii   \rt @
14   0x0000128b 0x0040128b 5   6    .text   ascii   Ph 0@
15   0x000012b0 0x004012b0 5   7    .text   utf8    Ћ5$ @ blocks=Cyrillic,Basic Latin
16   0x000012c8 0x004012c8 4   5    .text   ascii   SQWP
17   0x0000134b 0x0040134b 6   7    .text   ascii   YPh 0@
18   0x0000137f 0x0040137f 4   5    .text   ascii   \rd @
19   0x00001388 0x00401388 4   6    .text   utf8    о|0@ blocks=Cyrillic,Basic Latin
20   0x000013c0 0x004013c0 4   5    .text   ascii   hl0@
21   0x000013d3 0x004013d3 4   5    .text   ascii   h`0@
22   0x00001402 0x00401402 6   7    .text   ascii   rPh 0@
23   0x0000146b 0x0040146b 9   10   .text   ascii   PSSSSSSSh
24   0x000014f6 0x004014f6 4   7    .text   utf8    }؍Eإ blocks=Basic Latin,Arabic
25   0x00001509 0x00401509 4   5    .text   ascii   $<0@
26   0x0000150e 0x0040150e 4   5    .text   ascii   h 0@
27   0x000015cd 0x004015cd 4   5    .text   ascii   t@9}
28   0x00001603 0x00401603 4   5    .text   ascii   5\f @
29   0x00001631 0x00401631 5   6    .text   ascii   Ph 0@
30   0x000016cc 0x004016cc 4   5    .text   ascii   YY_^
31   0x000016f9 0x004016f9 4   5    .text   ascii   h 0@
32   0x0000174a 0x0040174a 4   5    .text   ascii   Pj\aS
33   0x000018ae 0x004018ae 4   5    .text   ascii   u\fVV
34   0x00001910 0x00401910 4   5    .text   ascii   X_^[
35   0x00001938 0x00401938 4   5    .text   ascii   h|1@
36   0x00001949 0x00401949 4   5    .text   ascii   hx1@
37   0x0000195a 0x0040195a 4   5    .text   ascii   ht1@
38   0x0000196b 0x0040196b 4   5    .text   ascii   hp1@
39   0x0000197c 0x0040197c 4   5    .text   ascii   hl1@
40   0x0000198d 0x0040198d 4   5    .text   ascii   hh1@
41   0x0000199e 0x0040199e 4   5    .text   ascii   hd1@
42   0x000019d3 0x004019d3 4   5    .text   ascii   h`1@
43   0x000019e7 0x004019e7 4   5    .text   ascii   h\1@
44   0x00001a3b 0x00401a3b 4   5    .text   ascii   %h @
45   0x00001aa0 0x00401aa0 4   5    .text   ascii   WVS3
46   0x00001b2b 0x00401b2b 7   8    .text   ascii   w\br\a;D$
47   0x00001b5b 0x00401b5b 4   5    .text   ascii   h !@
48   0x00001b75 0x00401b75 4   5    .text   ascii   hSVW
49   0x00001c2e 0x00401c2e 5   6    .text   ascii   >"u:F
50   0x00001c77 0x00401c77 7   8    .text   ascii   j\nXPVSS
51   0x00001ca5 0x00401ca5 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
52   0x00001cdd 0x00401cdd 4   5    .text   ascii   %| @
53   0x0000227e 0x0040227e 5   6    .rdata  ascii   Sleep
54   0x00002286 0x00402286 14  15   .rdata  ascii   GetProcAddress
55   0x00002298 0x00402298 12  13   .rdata  ascii   LoadLibraryA
56   0x000022a8 0x004022a8 11  12   .rdata  ascii   CloseHandle
57   0x000022b6 0x004022b6 9   10   .rdata  ascii   WriteFile
58   0x000022c2 0x004022c2 8   9    .rdata  ascii   ReadFile
59   0x000022ce 0x004022ce 11  12   .rdata  ascii   CreateFileA
60   0x000022dc 0x004022dc 8   9    .rdata  ascii   HeapFree
61   0x000022e8 0x004022e8 9   10   .rdata  ascii   HeapAlloc
62   0x000022f4 0x004022f4 14  15   .rdata  ascii   GetProcessHeap
63   0x00002306 0x00402306 18  19   .rdata  ascii   GetModuleFileNameA
64   0x0000231c 0x0040231c 14  15   .rdata  ascii   SetFilePointer
65   0x0000232e 0x0040232e 19  20   .rdata  ascii   MultiByteToWideChar
66   0x00002344 0x00402344 9   10   .rdata  ascii   FindClose
67   0x00002350 0x00402350 13  14   .rdata  ascii   FindNextFileA
68   0x00002360 0x00402360 14  15   .rdata  ascii   FindFirstFileA
69   0x00002370 0x00402370 12  13   .rdata  ascii   KERNEL32.dll
70   0x00002380 0x00402380 20  21   .rdata  ascii   SHGetPathFromIDListA
71   0x00002398 0x00402398 26  27   .rdata  ascii   SHGetSpecialFolderLocation
72   0x000023b4 0x004023b4 11  12   .rdata  ascii   SHELL32.dll
73   0x000023c2 0x004023c2 28  29   .rdata  ascii   ??0Init@ios_base@std@@QAE@XZ
74   0x000023e2 0x004023e2 28  29   .rdata  ascii   ??1Init@ios_base@std@@QAE@XZ
75   0x00002402 0x00402402 21  22   .rdata  ascii   ??0_Winit@std@@QAE@XZ
76   0x0000241a 0x0040241a 21  22   .rdata  ascii   ??1_Winit@std@@QAE@XZ
77   0x00002432 0x00402432 84  85   .rdata  ascii   ?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@PBDI@Z
78   0x0000248a 0x0040248a 76  77   .rdata  ascii   ?_Tidy@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEX_N@Z
79   0x000024da 0x004024da 89  90   .rdata  ascii   ?_C@?1??_Nullstr@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@CAPBDXZ@4DB
