[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d7 0x000000d7 6   7            ascii   3Rich6
2    0x00000100 0x00000100 4   5            ascii   {9\r]
3    0x000001f0 0x000001f0 5   6            ascii   .text
4    0x00000217 0x00000217 7   8            ascii   `.rdata
5    0x0000023f 0x0000023f 6   7            ascii   @.data
6    0x00000268 0x00000268 5   6            ascii   .rsrc
7    0x0000028f 0x0000028f 7   8            ascii   @.reloc
8    0x0000040c 0x0040100c 4   5    .text   ascii   u\bW3
9    0x00000420 0x00401020 4   5    .text   ascii   D$<`
10   0x00000459 0x00401059 4   5    .text   ascii   D$0P
11   0x00000462 0x00401062 4   5    .text   ascii   D$Xd
12   0x00000492 0x00401092 5   6    .text   ascii   WVWWh
13   0x0000051e 0x0040111e 4   5    .text   ascii   D$ P
14   0x00000549 0x00401149 4   5    .text   ascii   D$ P
15   0x0000056a 0x0040116a 4   5    .text   ascii   wdtO
16   0x00000592 0x00401192 4   5    .text   ascii   u\bh@
17   0x0000072a 0x0040132a 4   6    .text   utf8    3\rd$
18   0x000007fa 0x004013fa 6   7    .text   ascii   E\bSVWP
19   0x0000084d 0x0040144d 4   5    .text   ascii   Pj(h
20   0x00000883 0x00401483 5   6    .text   ascii   Lv(Qh
21   0x000009e0 0x004015e0 5   6    .text   ascii   T\t(Rh
22   0x000009f1 0x004015f1 4   5    .text   ascii   E\bWP
23   0x00000c72 0x00401872 4   5    .text   ascii   (WQV
24   0x00000d03 0x00401903 5   6    .text   ascii   SRWPV
25   0x00000d22 0x00401922 4   5    .text   ascii   \eu7W
26   0x00000d9d 0x0040199d 4   5    .text   ascii   &u\nV
27   0x00000db8 0x004019b8 4   5    .text   ascii   %u\fj
28   0x00000e83 0x00401a83 4   7    .text   utf8    3\vփ: blocks=Basic Latin,Armenian
29   0x00001047 0x00401c47 4   5    .text   ascii   T\t(V
30   0x00001142 0x00401d42 4   5    .text   ascii   \au\tj
31   0x000011bc 0x00401dbc 5   6    .text   ascii   \b9z\bu
32   0x00001346 0x00401f46 6   8    .text   utf8    SVWhԱ@ blocks=Basic Latin,Armenian
33   0x00001384 0x00401f84 5   7    .text   utf8    tm3\tE
34   0x000013cc 0x00401fcc 4   5    .text   ascii   RSVW
35   0x00001427 0x00402027 4   5    .text   ascii   9u\bt
36   0x00001725 0x00402325 5   6    .text   ascii   \bSVW3
37   0x0000173d 0x0040233d 4   5    .text   ascii   PWh:
38   0x00001770 0x00402370 5   6    .text   ascii   PSQWV
39   0x0000177d 0x0040237d 4   5    .text   ascii   u-9]
40   0x0000179e 0x0040239e 4   5    .text   ascii   SPWV
41   0x00001915 0x00402515 4   5    .text   ascii   4SVW
42   0x00001b38 0x00402738 5   6    .text   ascii   W<?t>
43   0x00001b4b 0x0040274b 4   5    .text   ascii   w\a,\a
44   0x00001b6c 0x0040276c 6   8    .text   utf8    ,72؋M\b blocks=Basic Latin,Arabic
45   0x00001b94 0x00402794 4   6    .text   utf8    ]ËU\b blocks=Basic Latin,Latin-1 Supplement
46   0x00001bb9 0x004027b9 4   5    .text   ascii   SVW3
47   0x00001c75 0x00402875 4   5    .text   ascii   \fSVW
48   0x00001d81 0x00402981 5   7    .text   utf8    }\b3ۋ5 blocks=Basic Latin,Arabic
49   0x00001dac 0x004029ac 4   5    .text   ascii   calc
