[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000097 0x00000097 5   6            ascii   r,8\vr
2    0x000000bf 0x000000bf 5   6            ascii   rRich
3    0x000001c8 0x000001c8 5   6            ascii   .text
4    0x000001ef 0x000001ef 7   8            ascii   `.rdata
5    0x00000217 0x00000217 6   7            ascii   @.data
6    0x00000240 0x00000240 6   7            ascii   .reloc
7    0x00001002 0x10001002 4   5    .text   ascii   t$\fW
8    0x0000105f 0x1000105f 4   5    .text   ascii   D$\av
9    0x00001090 0x10001090 7   9    .text   utf8    +ȋT$\fVW blocks=Basic Latin,Latin Extended-B
10   0x000010ae 0x100010ae 5   7    .text   utf8    \bËD$\b blocks=Basic Latin,Latin-1 Supplement
11   0x000010fa 0x100010fa 4   6    .text   utf8    ҉_lu blocks=Cyrillic,Basic Latin
12   0x00001100 0x10001100 4   6    .text   utf8    _^[Á blocks=Basic Latin,Latin-1 Supplement
13   0x0000121e 0x1000121e 6   8    .text   utf8    \bËD$\bV blocks=Basic Latin,Latin-1 Supplement
14   0x00001226 0x10001226 6   7    .text   ascii   t$\bW= 
15   0x00001260 0x10001260 4   5    .text   ascii   SUVW
16   0x000012aa 0x100012aa 4   5    .text   ascii   tGPW
17   0x000012e1 0x100012e1 4   5    .text   ascii   V8RW
18   0x00001305 0x10001305 4   5    .text   ascii   NLQW
19   0x00001430 0x10001430 4   5    .text   ascii   \f(QW
20   0x00001440 0x10001440 5   6    .text   ascii   D*\bPW
21   0x00001476 0x10001476 5   6    .text   ascii   Uj VW
22   0x000014de 0x100014de 5   6    .text   ascii   T(\bRW
23   0x00001505 0x10001505 4   5    .text   ascii   ~\eUh
24   0x00001550 0x10001550 4   5    .text   ascii   F|PW
25   0x00001596 0x10001596 6   8    .text   utf8    #Ũ@tX9 blocks=Basic Latin,Latin Extended-A
26   0x00001611 0x10001611 5   7    .text   utf8    _^][Ð blocks=Basic Latin,Latin-1 Supplement
27   0x00001621 0x10001621 4   5    .text   ascii   D$\bV
28   0x00001626 0x10001626 4   5    .text   ascii   t$\bj
29   0x00001669 0x10001669 5   6    .text   ascii   T$\fh 
30   0x00001695 0x10001695 5   6    .text   ascii   T$\bVW
31   0x0000172b 0x1000172b 4   5    .text   ascii   >#uE
32   0x00001735 0x10001735 4   5    .text   ascii   <0 t
33   0x0000177d 0x1000177d 4   5    .text   ascii   D$\b0
34   0x0000178e 0x1000178e 4   5    .text   ascii   t\aVS
35   0x000017b1 0x100017b1 4   5    .text   ascii   T$\bV
36   0x000017b6 0x100017b6 4   5    .text   ascii   t$\b3
37   0x0000180d 0x1000180d 6   7    .text   ascii   t$\PQV
38   0x00001832 0x10001832 5   6    .text   ascii   l$\bVW
39   0x000018cd 0x100018cd 6   7    .text   ascii   t$\PQV
40   0x00001944 0x10001944 4   5    .text   ascii   L$\f#
41   0x000019a1 0x100019a1 4   5    .text   ascii   @\b t
42   0x00001a14 0x10001a14 4   6    .text   utf8    \b3\nF
43   0x00001a38 0x10001a38 4   6    .text   utf8    \b3ɊN blocks=Basic Latin,Latin Extended-B
44   0x00001a60 0x10001a60 5   7    .text   utf8    t\a3ɊN blocks=Basic Latin,Latin Extended-B
45   0x00001a6f 0x10001a6f 6   8    .text   utf8    t\a3ɊN\e blocks=Basic Latin,Latin Extended-B
46   0x00001a7e 0x10001a7e 5   7    .text   utf8    t\a3ɊN blocks=Basic Latin,Latin Extended-B
47   0x00001b07 0x10001b07 4   5    .text   ascii   \b_^]
48   0x00001b12 0x10001b12 4   5    .text   ascii   _^]3
49   0x00001b31 0x10001b31 4   5    .text   ascii   @\b\bt
50   0x00001c0d 0x10001c0d 4   5    .text   ascii   VWu\a
51   0x00001c35 0x10001c35 5   6    .text   ascii   T$\bVR
52   0x00001d09 0x10001d09 5   6    .text   ascii   t*WQV
53   0x00001d51 0x10001d51 5   6    .text   ascii   D$\bVP
54   0x00001de1 0x10001de1 4   5    .text   ascii   L$\bV
55   0x00001de6 0x10001de6 6   7    .text   ascii   t$\bWQV
56   0x00001e02 0x10001e02 5   7    .text   utf8    ~l_^Ð blocks=Basic Latin,Latin-1 Supplement
57   0x00001e6d 0x10001e6d 4   6    .text   utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
58   0x00001eb9 0x10001eb9 4   5    .text   ascii   T$\bj
59   0x00001eec 0x10001eec 6   7    .text   ascii   SVWPQj
60   0x00001f02 0x10001f02 5   6    .text   ascii   u\a_^[
61   0x00001f34 0x10001f34 6   8    .text   utf8    M PQVǆ blocks=Basic Latin,Latin Extended-B
62   0x00001f52 0x10001f52 4   6    .text   utf8    ]ËU  blocks=Basic Latin,Latin-1 Supplement
63   0x00001f60 0x10001f60 4   5    .text   ascii   RPQV
64   0x00001f70 0x10001f70 6   7    .text   ascii   M\fRPQV
65   0x00001fa1 0x10001fa1 4   5    .text   ascii   Vlt}
66   0x00001fb3 0x10001fb3 6   7    .text   ascii   u\e<1u\r
67   0x00001fc4 0x10001fc4 6   7    .text   ascii   u\n<0uX
68   0x00002125 0x10002125 6   7    .text   ascii   D+ WPV
69   0x00002131 0x10002131 7   9    .text   utf8    E WSPƆ, blocks=Basic Latin,Latin Extended-B
70   0x00002152 0x10002152 5   6    .text   ascii   E WSP
71   0x00002161 0x10002161 5   6    .text   ascii   t\ah,a
72   0x0000219a 0x1000219a 4   5    .text   ascii   T$ R
73   0x000021d4 0x100021d4 7   8    .text   ascii   ;\bu\rWUV
74   0x000021ee 0x100021ee 5   6    .text   ascii   u\rWUV
75   0x0000221c 0x1000221c 5   6    .text   ascii   FhWUV
76   0x0000222f 0x1000222f 5   6    .text   ascii   \f;\bu\r
77   0x00002452 0x10002452 6   8    .text   utf8    \b_^][À blocks=Basic Latin,Latin-1 Supplement
78   0x00002463 0x10002463 5   6    .text   ascii   uJhTa
79   0x00002472 0x10002472 8   10   .text   utf8    \b_^][ËFh blocks=Basic Latin,Latin-1 Supplement
80   0x0000247d 0x1000247d 5   6    .text   ascii   u\ahpa
81   0x000024ad 0x100024ad 7   9    .text   utf8    Fh_^][Ð blocks=Basic Latin,Latin-1 Supplement
82   0x000024c6 0x100024c6 4   5    .text   ascii   Fl@u
83   0x00002516 0x10002516 6   7    .text   ascii   Fl@u\tV
84   0x000026ed 0x100026ed 4   5    .text   ascii   T$ R
85   0x0000275b 0x1000275b 4   6    .text   utf8    ;IFx
86   0x00002769 0x10002769 5   6    .text   ascii   FxPRV
87   0x00002869 0x10002869 7   8    .text   ascii   BPARQWV
88   0x0000288a 0x1000288a 5   6    .text   ascii   @PQRV
89   0x00002916 0x10002916 4   6    .text   utf8    t@3Ɋ blocks=Basic Latin,Latin Extended-B
90   0x00002980 0x10002980 5   7    .text   utf8    \f^ÐT% blocks=Basic Latin,Latin-1 Supplement
91   0x000029a2 0x100029a2 5   6    .text   ascii   \$\bUS
92   0x000029bd 0x100029bd 4   5    .text   ascii   ~1VW
93   0x000029ee 0x100029ee 5   7    .text   utf8    _^][Ð blocks=Basic Latin,Latin-1 Supplement
94   0x00002a2b 0x10002a2b 4   5    .text   ascii   L$ Q
95   0x00002a67 0x10002a67 5   6    .text   ascii   u\rWUV
96   0x00002a7f 0x10002a7f 5   6    .text   ascii   u\rWUV
97   0x00002aac 0x10002aac 4   5    .text   ascii   Fh\bt
98   0x00002ac2 0x10002ac2 4   5    .text   ascii   Fh\f\b
99   0x00002ac7 0x10002ac7 5   6    .text   ascii   FhWUV
100  0x00002b00 0x10002b00 4   5    .text   ascii   Fh\bt
101  0x00002b29 0x10002b29 7   8    .text   ascii   ;\bu\rWUV
102  0x00002b43 0x10002b43 5   6    .text   ascii   u\rWUV
103  0x00002b5b 0x10002b5b 5   6    .text   ascii   u\rWUV
104  0x00002b71 0x10002b71 7   8    .text   ascii   ;\bu\rWUV
105  0x00002b8b 0x10002b8b 5   6    .text   ascii   u\rWUV
106  0x00002ba3 0x10002ba3 5   6    .text   ascii   u\rWUV
107  0x00002bb9 0x10002bb9 7   8    .text   ascii   ;\bu\rWUV
108  0x00002bd3 0x10002bd3 5   6    .text   ascii   u\rWUV
109  0x00002beb 0x10002beb 5   6    .text   ascii   u\rWUV
110  0x00002c01 0x10002c01 7   8    .text   ascii   ;\bu\rWUV
111  0x00002c1b 0x10002c1b 5   6    .text   ascii   u\rWUV
112  0x00002c33 0x10002c33 5   6    .text   ascii   u\nWUV
113  0x00002c46 0x10002c46 7   8    .text   ascii   ;\bu\nWUV
114  0x00002c5d 0x10002c5d 5   6    .text   ascii   u\nWUV
115  0x00002c72 0x10002c72 5   6    .text   ascii   u\nWUV
116  0x00002c85 0x10002c85 7   8    .text   ascii   ;\bu\nWUV
