[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 5   6            ascii   Richy
2    0x000001f0 0x000001f0 5   6            ascii   .text
3    0x00000217 0x00000217 7   8            ascii   `.rdata
4    0x0000023f 0x0000023f 6   7            ascii   @.data
5    0x00000268 0x00000268 6   7            ascii   .reloc
6    0x0000044e 0x0040104e 5   6    .text   ascii   VWu&3
7    0x000004d4 0x004010d4 4   6    .text   utf8    D5ݹ& blocks=Basic Latin,Arabic Supplement
8    0x000005df 0x004011df 6   8    .text   utf8    u"3ɊD\r blocks=Basic Latin,Latin Extended-B
9    0x000007ff 0x004013ff 6   8    .text   utf8    u"3ɊD\r blocks=Basic Latin,Latin Extended-B
10   0x00000a95 0x00401695 4   5    .text   ascii   \bSVW
11   0x00000afe 0x004016fe 5   6    .text   ascii   r\v@f;
12   0x00000ca8 0x004018a8 4   6    .text   utf8    hrų\n blocks=Basic Latin,Latin Extended-A
13   0x00000da0 0x004019a0 4   5    .text   ascii   2<a|
14   0x00000db6 0x004019b6 10  11   .text   ascii   \tv\f<.t\b<_t
15   0x00000dc1 0x004019c1 5   6    .text   ascii   <-u\fB
16   0x00000e14 0x00401a14 4   6    .text   utf8    3\n\f0
17   0x00000e1e 0x00401a1e 5   6    .text   ascii   r\nw\b@
18   0x00000e58 0x00401a58 6   7    .text   ascii   Qj@j@W
19   0x00000e98 0x00401a98 5   6    .text   ascii   QVj@W
20   0x00000eda 0x00401ada 4   5    .text   ascii   j[hr
21   0x00000ef6 0x00401af6 4   5    .text   ascii   j[hr
22   0x00000f66 0x00401b66 4   5    .text   ascii   _[@^
23   0x00000fc6 0x00401bc6 4   5    .text   ascii   _[@^
24   0x00001029 0x00401c29 4   5    .text   ascii   _[@^
25   0x00001043 0x00401c43 5   6    .text   ascii   u0SVW
26   0x000015e0 0x004021e0 6   7    .text   ascii   t\f<.t\e
27   0x00001bb6 0x004027b6 4   5    .text   ascii   <\tw+
28   0x000020a5 0x00402ca5 4   5    .text   ascii   \bSVW
29   0x00002666 0x00403266 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
30   0x000026f8 0x004032f8 5   7    .text   utf8    ]ËE\b% blocks=Basic Latin,Latin-1 Supplement
31   0x00002765 0x00403365 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
