[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e0 0x000000e0 5   7            utf8    Richܽ blocks=Basic Latin,Syriac
2    0x00000100 0x00000100 4   5            ascii   S%*V
3    0x000001f0 0x000001f0 5   6            ascii   .text
4    0x00000217 0x00000217 7   8            ascii   `.rdata
5    0x0000023f 0x0000023f 6   7            ascii   @.data
6    0x00000268 0x00000268 5   6            ascii   .rsrc
7    0x0000028f 0x0000028f 7   8            ascii   @.reloc
8    0x0000110d 0x013b1d0d 4   5    .text   ascii   \r|u\t
9    0x00001197 0x013b1d97 4   5    .text   ascii   \nLSu
10   0x000011db 0x013b1ddb 4   5    .text   ascii   t\n9M
11   0x000011f5 0x013b1df5 5   6    .text   ascii   s<j@h
12   0x00001253 0x013b1e53 4   5    .text   ascii   @AJu
13   0x000013d0 0x013b1fd0 4   5    .text   ascii   Yj\nY
14   0x000017f0 0x013b23f0 4   5    .text   ascii   =PQ=
15   0x00001b6e 0x013b276e 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
16   0x00001c66 0x013b2866 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
17   0x00001db3 0x013b29b3 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
18   0x00001e90 0x013b2a90 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
19   0x00001fba 0x013b2bba 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
20   0x000020b2 0x013b2cb2 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
21   0x000021ff 0x013b2dff 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
22   0x000022dc 0x013b2edc 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
23   0x0000279c 0x013b339c 4   5    .text   ascii   hhr>
24   0x00002884 0x013b3484 4   6    .text   utf8    ÍO\b; blocks=Latin-1 Supplement,Basic Latin
25   0x00002943 0x013b3543 4   5    .text   ascii   \fj`Y
26   0x0000296e 0x013b356e 4   5    .text   ascii   VVVh
27   0x000029a6 0x013b35a6 5   6    .text   ascii   \a}<VV
28   0x00002a18 0x013b3618 5   6    .text   ascii   E\bSVW
29   0x00002a2a 0x013b362a 4   5    .text   ascii   D$$3
30   0x00002abc 0x013b36bc 4   5    .text   ascii   \tt\vf
31   0x00002ea7 0x013b3aa7 5   7    .text   utf8    MD$HP
32   0x00002eae 0x013b3aae 4   5    .text   ascii   D$L@
33   0x00002f09 0x013b3b09 4   6    .text   utf8    3ۉt$ blocks=Basic Latin,Arabic
34   0x00002f3a 0x013b3b3a 4   5    .text   ascii   D$@P
35   0x00002f3f 0x013b3b3f 4   5    .text   ascii   D$,P
36   0x00002f44 0x013b3b44 4   5    .text   ascii   D$8P
37   0x00002f54 0x013b3b54 4   5    .text   ascii   t#VW
38   0x00002f65 0x013b3b65 4   5    .text   ascii   VWRP
39   0x00002f6e 0x013b3b6e 4   5    .text   ascii   VWRP
40   0x00002f87 0x013b3b87 4   5    .text   ascii   f90u
