[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000b8 0x000000b8 4   5            ascii   Rich
2    0x000001d0 0x000001d0 5   6            ascii   .text
3    0x000001f7 0x000001f7 7   8            ascii   `.rdata
4    0x0000021f 0x0000021f 6   7            ascii   @.data
5    0x00000248 0x00000248 6   7            ascii   .ndata
6    0x00000270 0x00000270 5   6            ascii   .rsrc
7    0x000005f5 0x004011f5 4   5    .text   ascii   U\bSV
8    0x00000617 0x00401217 6   7    .text   ascii   t\v9M\ft
9    0x000006a7 0x004012a7 6   7    .text   ascii    s495L
10   0x0000073a 0x0040133a 4   7    .text   utf8    #ȋKM blocks=Basic Latin,Latin Extended-B
11   0x000007c2 0x004013c2 5   7    .text   utf8    +C|$\f
12   0x00000845 0x00401445 6   7    .text   ascii   u\bWj\aY
13   0x00000856 0x00401456 4   7    .text   utf8    E؋U܋ blocks=Basic Latin,Arabic,Syriac
14   0x0000091f 0x0040151f 4   7    .text   utf8    UċM؉ blocks=Basic Latin,Latin Extended-A,Arabic
15   0x0000097d 0x0040157d 4   5    .text   ascii   t\aRQ
16   0x000009ce 0x004015ce 5   6    .text   ascii   tTj\V
17   0x000009de 0x004015de 5   7    .text   utf8    :ÈE\vu blocks=Basic Latin,Latin-1 Supplement
18   0x00000ac4 0x004016c4 5   6    .text   ascii   E\bPWh
19   0x00000b27 0x00401727 5   6    .text   ascii   M\bQVh
20   0x00000bdd 0x004017dd 6   7    .text   ascii   E\b9]\bu
21   0x00000c06 0x00401806 8   9    .text   ascii   uv9]\buSh
22   0x00000c55 0x00401855 5   6    .text   ascii   Ht\eVj
23   0x00000d77 0x00401977 6   9    .text   utf8    }ȉỦE\b blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
24   0x00000d95 0x00401995 5   6    .text   ascii   E\b9]\b
