[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000081 0x00000081 5   7            utf8    2GڒS) blocks=Basic Latin,Arabic
2    0x000000c8 0x000000c8 4   5            ascii   Rich
3    0x000001d8 0x000001d8 5   6            ascii   .text
4    0x00000200 0x00000200 6   7            ascii   .rdata
5    0x00000227 0x00000227 6   7            ascii   @.data
6    0x00000250 0x00000250 5   6            ascii   .rsrc
7    0x00000277 0x00000277 7   8            ascii   @.reloc
8    0x0000042a 0x0040102a 6   8    .text   utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
9    0x0000050d 0x0040110d 4   5    .text   ascii   h@"D
10   0x00000560 0x00401160 4   5    .text   ascii   PQVW
11   0x00000604 0x00401204 4   5    .text   ascii   E\bVP
12   0x000006e7 0x004012e7 5   7    .text   utf8    M\b3\bN
13   0x00000733 0x00401333 4   5    .text   ascii   (SVW
14   0x0000074c 0x0040134c 4   5    .text   ascii   }\bj 
15   0x00000840 0x00401440 4   5    .text   ascii   Y_^[
16   0x000008c9 0x004014c9 6   7    .text   ascii   ;;8t`j
17   0x00000947 0x00401547 7   8    .text   ascii   u\b;q\fs%
18   0x00000963 0x00401563 4   5    .text   ascii   ;p\fs
19   0x00000a05 0x00401605 4   6    .text   utf8    \b3\tE
20   0x00000a38 0x00401638 4   5    .text   ascii   ]\bV3
21   0x00000a81 0x00401681 4   7    .text   utf8    F3ɋƺ blocks=Basic Latin,Latin Extended-B
22   0x00000abd 0x004016bd 4   5    .text   ascii   QRPW
23   0x00000b88 0x00401788 5   7    .text   utf8    E\b3ۉ] blocks=Basic Latin,Arabic
24   0x00000dc0 0x004019c0 4   5    .text   ascii   L$\bQ
25   0x00000e13 0x00401a13 4   5    .text   ascii   (SVW
26   0x00000e29 0x00401a29 5   7    .text   utf8    }\b3ۉ] blocks=Basic Latin,Arabic
27   0x00000e36 0x00401a36 4   5    .text   ascii   u[j 
28   0x00000ea2 0x00401aa2 4   5    .text   ascii   Y_^[
29   0x00000ebb 0x00401abb 4   5    .text   ascii   D$\bP
30   0x00000f3e 0x00401b3e 5   6    .text   ascii   M\fPQR
31   0x000012b0 0x00401eb0 4   5    .text   ascii   D$\bP
32   0x000012ef 0x00401eef 4   5    .text   ascii   T$\bR
33   0x0000132b 0x00401f2b 4   5    .text   ascii   L$\bQ
34   0x00001427 0x00402027 5   6    .text   ascii   F\bRWj
35   0x000014ca 0x004020ca 5   6    .text   ascii   ^0_^[
36   0x000014d1 0x004020d1 7   9    .text   utf8    ]É~0_^[ blocks=Basic Latin,Latin-1 Supplement
37   0x000014f6 0x004020f6 5   6    .text   ascii   N\bPWS
38   0x00001506 0x00402106 4   5    .text   ascii   [_^]
39   0x00001613 0x00402213 4   9    .text   utf16le jjjj
40   0x000016f8 0x004022f8 4   5    .text   ascii   M\bPQ
41   0x000017ae 0x004023ae 4   5    .text   ascii   SVWP
42   0x0000180a 0x0040240a 4   5    .text   ascii   L0\f3
43   0x0000183b 0x0040243b 4   5    .text   ascii   9Y8u
