[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000ce 0x000000ce 5   7            utf8    ߬Rich blocks=NKo,Basic Latin
2    0x000000f0 0x000000f0 4   5            ascii   j=$P
3    0x000001e0 0x000001e0 5   6            ascii   .text
4    0x00000207 0x00000207 7   8            ascii   `.rdata
5    0x0000022f 0x0000022f 6   7            ascii   @.data
6    0x00000258 0x00000258 5   6            ascii   .rsrc
7    0x0000027f 0x0000027f 7   8            ascii   @.reloc
8    0x0000044c 0x0040104c 5   7    .text   utf8    ɸVUUU blocks=IPA Extensions,Basic Latin
9    0x00000616 0x00401216 5   6    .text   ascii   \f;j=Q
10   0x00000813 0x00401413 4   5    .text   ascii   QSPQ
11   0x0000095c 0x0040155c 4   5    .text   ascii   M\fQ+
12   0x00000ac3 0x004016c3 4   5    .text   ascii   s\nht
13   0x00000baa 0x004017aa 4   5    .text   ascii   M\bW;
14   0x00000baf 0x004017af 4   5    .text   ascii   s\nht
15   0x00000bf9 0x004017f9 4   6    .text   utf8    \f+ǃ~ blocks=Basic Latin,Latin Extended-B
16   0x00000d61 0x00401961 4   5    .text   ascii   Y_^[
17   0x00000df4 0x004019f4 4   5    .text   ascii   E\bVP
18   0x00000f64 0x00401b64 4   5    .text   ascii   E\bVP
19   0x00001083 0x00401c83 4   5    .text   ascii   8SVW
20   0x00001099 0x00401c99 5   7    .text   utf8    }\b3ۉ] blocks=Basic Latin,Arabic
21   0x00001142 0x00401d42 4   5    .text   ascii   Y_^[
22   0x000012fa 0x00401efa 5   6    .text   ascii   VWt\tj
23   0x00001504 0x00402104 5   6    .text   ascii   E\bSVW
24   0x00001572 0x00402172 4   6    .text   utf8    3ۋG\f blocks=Basic Latin,Arabic
25   0x00001623 0x00402223 5   7    .text   utf8    >_^3Ͱ blocks=Basic Latin,Greek and Coptic
26   0x00001681 0x00402281 7   9    .text   utf8    E\b3ۉD$0 blocks=Basic Latin,Arabic
27   0x000016ae 0x004022ae 5   6    .text   ascii   SQRPh
28   0x000016c5 0x004022c5 4   5    .text   ascii   D$ 3
29   0x000016f0 0x004022f0 4   5    .text   ascii   |$0;
30   0x00001736 0x00402336 4   5    .text   ascii   SSVR
31   0x0000187c 0x0040247c 4   5    .text   ascii   L$ Q
32   0x000018b1 0x004024b1 4   5    .text   ascii   D$D\b
33   0x000019c1 0x004025c1 4   5    .text   ascii   D$ ;
34   0x00001a09 0x00402609 4   6    .text   utf8    ҋL$  blocks=Cyrillic,Basic Latin
35   0x00001a82 0x00402682 4   5    .text   ascii   D$LP
36   0x00001b78 0x00402778 4   5    .text   ascii   9Y8u
37   0x00001bc5 0x004027c5 4   5    .text   ascii   T$PR
38   0x00001bff 0x004027ff 4   5    .text   ascii   L\fD;
39   0x00001c0b 0x0040280b 4   5    .text   ascii   9Y8u
40   0x00001c47 0x00402847 4   5    .text   ascii   9Y8u
41   0x00001c6e 0x0040286e 4   5    .text   ascii   D$ P
42   0x00001d14 0x00402914 4   5    .text   ascii   9Y8u
43   0x00001d5d 0x0040295d 4   5    .text   ascii   L$PQ
44   0x00001d97 0x00402997 4   5    .text   ascii   L\fD;
45   0x00001da3 0x004029a3 4   5    .text   ascii   9Y8u
46   0x00001ddb 0x004029db 4   5    .text   ascii   9Y8u
47   0x00001e39 0x00402a39 5   7    .text   utf8    L$LǄ$ blocks=Basic Latin,Latin Extended-B
48   0x00001ea0 0x00402aa0 4   5    .text   ascii   D$(@
49   0x00001eb2 0x00402ab2 4   5    .text   ascii   D$0;
50   0x00001ed4 0x00402ad4 4   5    .text   ascii   Y_^[
51   0x00001f00 0x00402b00 4   5    .text   ascii   PQVW
52   0x00002063 0x00402c63 4   5    .text   ascii   T$8R
53   0x000020b2 0x00402cb2 5   6    .text   ascii   D$ PW
54   0x0000213f 0x00402d3f 5   6    .text   ascii   Ph@"@
55   0x0000228f 0x00402e8f 4   5    .text   ascii   @PRV
