[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
9528  0x00074317 0x00474317 4   6    .text   utf8    _m$Ԗ blocks=Basic Latin,Cyrillic Supplement
9529  0x00074344 0x00474344 4   6    .text   utf8    &݂Qy blocks=Basic Latin,Syriac
9530  0x0007434c 0x0047434c 5   7    .text   utf8    \\bͬ'] blocks=Basic Latin,Combining Diacritical Marks
9531  0x000743b3 0x004743b3 6   10   .text   utf8    :T j告ߍ blocks=Basic Latin,CJK Unified Ideographs,NKo
9532  0x000743f1 0x004743f1 7   8    .text   ascii   Q}C4FT+
9533  0x000744b4 0x004744b4 6   8    .text   utf8    P?fÖi7 blocks=Basic Latin,Latin-1 Supplement
9534  0x000744df 0x004744df 4   5    .text   ascii   \)8|
9535  0x00074509 0x00474509 5   7    .text   utf8    w*pސJ blocks=Basic Latin,Thaana
9536  0x00074517 0x00474517 4   5    .text   ascii   9`UJ
9537  0x0007452c 0x0047452c 4   7    .text   utf8    轒U}k blocks=CJK Unified Ideographs,Basic Latin
9538  0x0007458c 0x0047458c 4   5    .text   ascii   E}E%
9539  0x000745ba 0x004745ba 6   7    .text   ascii   ht@zx\v
9540  0x000745ce 0x004745ce 4   5    .text   ascii   `GZh
9541  0x000745ff 0x004745ff 4   5    .text   ascii   xe/[
9542  0x0007460a 0x0047460a 4   5    .text   ascii   IpH\e
9543  0x00074616 0x00474616 5   6    .text   ascii   5'\tP\a
9544  0x0007466e 0x0047466e 4   5    .text   ascii   ]2Hp
9545  0x0007467e 0x0047467e 4   5    .text   ascii   kAV,
9546  0x000746aa 0x004746aa 5   6    .text   ascii   hrq\f\n
9547  0x000746ba 0x004746ba 4   5    .text   ascii   L \r/
9548  0x000746bf 0x004746bf 5   7    .text   utf8    QȧLjX blocks=Basic Latin,Latin Extended-B
9549  0x000746cd 0x004746cd 4   5    .text   ascii   W!Y9
9550  0x000746da 0x004746da 6   7    .text   ascii   3pMr44
9551  0x000746f1 0x004746f1 6   7    .text   ascii   }VUdvT
9552  0x00074750 0x00474750 4   5    .text   ascii   ,N+4
9553  0x0007475d 0x0047475d 4   5    .text   ascii   !2e2
9554  0x000747b0 0x004747b0 4   6    .text   utf8    Q^þ* blocks=Basic Latin,Latin-1 Supplement
9555  0x000747d1 0x004747d1 5   6    .text   ascii   ;y3>`
9556  0x000747f5 0x004747f5 6   7    .text   ascii   <;\v=6%
9557  0x00074802 0x00474802 4   5    .text   ascii   M[Oh
9558  0x00074892 0x00474892 5   6    .text   ascii   l.Njv
9559  0x000748e4 0x004748e4 5   6    .text   ascii   pQb\n:
9560  0x00074933 0x00474933 5   6    .text   ascii   \fG9k]
9561  0x00074943 0x00474943 5   6    .text   ascii   mm\t\aJ
9562  0x0007495a 0x0047495a 5   6    .text   ascii   l\n'1N
9563  0x000749c9 0x004749c9 6   7    .text   ascii   gg0HMx
9564  0x000749e5 0x004749e5 4   5    .text   ascii   ,\f7V
9565  0x00074a2d 0x00474a2d 5   7    .text   utf8    [$ǄT\v blocks=Basic Latin,Latin Extended-B
9566  0x00074a46 0x00474a46 4   5    .text   ascii   w!tg
9567  0x00074a6c 0x00474a6c 4   5    .text   ascii   \b!=@
9568  0x00074a73 0x00474a73 5   6    .text   ascii   X7cEc
9569  0x00074a85 0x00474a85 4   6    .text   utf8    i٣=R blocks=Basic Latin,Arabic
9570  0x00074a92 0x00474a92 4   5    .text   ascii   [{mr
9571  0x00074ac2 0x00474ac2 4   5    .text   ascii   \n\eE.
9572  0x00074acf 0x00474acf 4   9    .text   utf8    õṜɿm blocks=Latin-1 Supplement,Latin Extended Additional,IPA Extensions,Basic Latin
9573  0x00074af6 0x00474af6 4   5    .text   ascii   gs^+
9574  0x00074b03 0x00474b03 5   6    .text   ascii   XgUN2
9575  0x00074b7a 0x00474b7a 4   5    .text   ascii   D5Ue
9576  0x00074b9a 0x00474b9a 5   7    .text   utf8    +\t֬1B blocks=Basic Latin,Hebrew
9577  0x00074bf1 0x00474bf1 5   7    .text   utf8    \v@q~`
9578  0x00074c1a 0x00474c1a 4   5    .text   ascii   WWN3
9579  0x00074c90 0x00474c90 7   8    .text   ascii   [t<Ttax
9580  0x00074cbb 0x00474cbb 4   5    .text   ascii   >\fM\r
9581  0x00074cf7 0x00474cf7 4   5    .text   ascii   _d\n(
9582  0x00074d23 0x00474d23 5   6    .text   ascii   2D@\ry
9583  0x00074d4c 0x00474d4c 4   5    .text   ascii   bRbJ
9584  0x00074db9 0x00474db9 5   6    .text   ascii   )&Cu.
9585  0x00074de9 0x00474de9 4   5    .text   ascii   OaB_
9586  0x00074df1 0x00474df1 4   5    .text   ascii   \fX^\n
9587  0x00074df6 0x00474df6 4   5    .text   ascii   L\fo$
9588  0x00074e1b 0x00474e1b 5   7    .text   utf8    Jzɛ6\t blocks=Basic Latin,IPA Extensions
9589  0x00074e73 0x00474e73 4   5    .text   ascii   c9B\b
9590  0x00074e9a 0x00474e9a 4   5    .text   ascii   }\+p
9591  0x00074ec9 0x00474ec9 4   5    .text   ascii   @oYd
9592  0x00074edd 0x00474edd 6   8    .text   utf8    1@ȃG Q blocks=Basic Latin,Latin Extended-B
9593  0x00074ee8 0x00474ee8 4   5    .text   ascii   ?d#>
9594  0x00074ef5 0x00474ef5 4   5    .text   ascii   ;te[
9595  0x00074f06 0x00474f06 6   7    .text   ascii   rbi"Mu
9596  0x00074f1a 0x00474f1a 5   6    .text   ascii   \v#dBu
9597  0x00074f34 0x00474f34 4   5    .text   ascii   \r\b,s
9598  0x00074f4b 0x00474f4b 4   5    .text   ascii   aX+u
9599  0x00074f65 0x00474f65 4   5    .text   ascii   Cx\tA
9600  0x00074f9e 0x00474f9e 4   5    .text   ascii   <&{4
9601  0x00074fdf 0x00474fdf 9   13   .text   utf8    鵛2 &v=*8߇ blocks=CJK Unified Ideographs,Basic Latin,NKo
9602  0x0007500d 0x0047500d 4   5    .text   ascii   lO!*
9603  0x00075065 0x00475065 5   6    .text   ascii   *'(\n\f
9604  0x000750f2 0x004750f2 4   5    .text   ascii   8g :
9605  0x00075116 0x00475116 4   6    .text   utf8    oP]Ϥ blocks=Basic Latin,Greek and Coptic
9606  0x00075133 0x00475133 5   8    .text   utf8    qƒJN" blocks=Basic Latin,Latin Extended-B
9607  0x00075148 0x00475148 4   5    .text   ascii   GE*9
9608  0x000751c3 0x004751c3 5   7    .text   utf8    ٴf!W] blocks=Arabic,Basic Latin
9609  0x000751ca 0x004751ca 4   5    .text   ascii   1zJ\f
9610  0x000751ea 0x004751ea 4   5    .text   ascii   dYgf
9611  0x00075203 0x00475203 5   6    .text   ascii   o__+\f
9612  0x00075251 0x00475251 4   6    .text   utf8    a6Pд blocks=Basic Latin,Cyrillic
9613  0x00075274 0x00475274 4   6    .text   utf8    \fؽP1 blocks=Basic Latin,Arabic
9614  0x0007529f 0x0047529f 4   5    .text   ascii   ^MH(
9615  0x000752ea 0x004752ea 4   5    .text   ascii   W#F2
9616  0x000752fb 0x004752fb 4   5    .text   ascii   \fV.x
9617  0x00075352 0x00475352 4   5    .text   ascii   \nnC'
9618  0x00075357 0x00475357 4   6    .text   utf8    ֘w:~ blocks=Hebrew,Basic Latin
9619  0x0007535d 0x0047535d 7   9    .text   utf8    ߬/wu8 C blocks=NKo,Basic Latin
9620  0x00075396 0x00475396 5   6    .text   ascii   \b!1+Z
9621  0x00075430 0x00475430 4   5    .text   ascii   wR\vF
9622  0x0007544d 0x0047544d 4   5    .text   ascii   9NPw
9623  0x00075455 0x00475455 6   8    .text   utf8    7g:\rǋg blocks=Basic Latin,Latin Extended-B
9624  0x000754ab 0x004754ab 8   9    .text   ascii   5^\a=\eVKx
9625  0x00075520 0x00475520 4   6    .text   utf8    &ȝt_ blocks=Basic Latin,Latin Extended-B
9626  0x00075539 0x00475539 4   5    .text   ascii   1Gub
9627  0x00075553 0x00475553 6   7    .text   ascii   -`b`?!
9628  0x000755b6 0x004755b6 4   5    .text   ascii   3K(f
9629  0x000755bd 0x004755bd 4   6    .text   utf8    *ԠAh blocks=Basic Latin,Cyrillic Supplement
9630  0x000755e5 0x004755e5 9   10   .text   ascii   5?vx%FA6.
9631  0x000755fa 0x004755fa 4   5    .text   ascii   {xn7
9632  0x0007561b 0x0047561b 6   9    .text   utf8    -9膢cVT blocks=Basic Latin,CJK Unified Ideographs
9633  0x0007564f 0x0047564f 8   9    .text   ascii   \rvIR:6@\
9634  0x0007567f 0x0047567f 4   5    .text   ascii   4}fU
9635  0x000756c5 0x004756c5 5   6    .text   ascii   :|bWf
9636  0x000756cc 0x004756cc 4   5    .text   ascii   6$\fp
9637  0x000756f3 0x004756f3 6   7    .text   ascii   3*;)~!
9638  0x00075732 0x00475732 4   5    .text   ascii   \Q*-
9639  0x00075747 0x00475747 4   6    .text   utf8    ;0Nӎ blocks=Basic Latin,Cyrillic
9640  0x00075769 0x00475769 4   5    .text   ascii   \t$Pl
9641  0x00075792 0x00475792 5   11   .text   utf8    埈PK欙ы blocks=CJK Unified Ideographs,Basic Latin,Cyrillic
9642  0x000757c3 0x004757c3 4   5    .text   ascii   VNP>
9643  0x000757d4 0x004757d4 6   7    .text   ascii   X\nx<m~
9644  0x0007585d 0x0047585d 4   5    .text   ascii   ]6Pj
9645  0x00075868 0x00475868 4   5    .text   ascii   acCF
9646  0x00075882 0x00475882 6   7    .text   ascii   (*!EkS
9647  0x0007588d 0x0047588d 5   6    .text   ascii   43b0!
9648  0x000758bf 0x004758bf 6   8    .text   utf8    |IGc>Ɔ blocks=Basic Latin,Latin Extended-B
9649  0x00075921 0x00475921 4   5    .text   ascii   6VH\r
9650  0x0007595f 0x0047595f 8   11   .text   utf8    ڈُL\bTN|; blocks=Arabic,Basic Latin
9651  0x00075994 0x00475994 4   5    .text   ascii   \rQ\f}
9652  0x000759aa 0x004759aa 4   5    .text   ascii   laLq
9653  0x000759b3 0x004759b3 4   6    .text   utf8    Gļt[ blocks=Basic Latin,Latin Extended-A
9654  0x00075a30 0x00475a30 5   6    .text   ascii   She^*
9655  0x00075a40 0x00475a40 4   6    .text   utf8    ĵ\rcf blocks=Latin Extended-A,Basic Latin
9656  0x00075b34 0x00475b34 4   5    .text   ascii   cw7"
9657  0x00075b3c 0x00475b3c 4   5    .text   ascii   P\a4v
9658  0x00075bee 0x00475bee 5   7    .text   utf8    Xm=ӨT blocks=Basic Latin,Cyrillic
9659  0x00075c30 0x00475c30 4   8    .text   utf8    ث͈2ǡ blocks=Arabic,Combining Diacritical Marks,Basic Latin,Latin Extended-B
9660  0x00075c38 0x00475c38 5   6    .text   ascii   \r{xh$
9661  0x00075d5a 0x00475d5a 4   6    .text   utf8    8cͰW blocks=Basic Latin,Greek and Coptic
9662  0x00075d7d 0x00475d7d 4   6    .text   utf8    j"<® blocks=Basic Latin,Latin-1 Supplement
9663  0x00075de5 0x00475de5 4   5    .text   ascii   |\a."
9664  0x00075e11 0x00475e11 5   9    .text   utf8    Đܮ/*у blocks=Latin Extended-A,Syriac,Basic Latin,Cyrillic
9665  0x00075e1a 0x00475e1a 4   7    .text   utf8    6/\n blocks=Basic Latin,Private Use Area
9666  0x00075e48 0x00475e48 4   5    .text   ascii   GWNS
9667  0x00075e73 0x00475e73 4   6    .text   utf8    cy$֧ blocks=Basic Latin,Hebrew
9668  0x00075efe 0x00475efe 6   7    .text   ascii   IpSptY
9669  0x00075f2b 0x00475f2b 4   5    .text   ascii   :w(B
9670  0x00075f42 0x00475f42 4   5    .text   ascii   9:1A
9671  0x00075f49 0x00475f49 4   5    .text   ascii   qE:D
9672  0x00075f54 0x00475f54 4   5    .text   ascii   LF3;
9673  0x00075f67 0x00475f67 4   5    .text   ascii   H/vz
9674  0x00075f6c 0x00475f6c 6   7    .text   ascii   juq 5_
9675  0x00075fa5 0x00475fa5 5   6    .text   ascii   I\vTZ5
9676  0x00075fdb 0x00475fdb 5   6    .text   ascii   }\a^\y
9677  0x00075fed 0x00475fed 4   5    .text   ascii   :JH2
9678  0x00075ffc 0x00475ffc 7   9    .text   utf8    "߁f|KZ= blocks=Basic Latin,NKo
9679  0x00076024 0x00476024 5   6    .text   ascii   8#E/Q
9680  0x0007603b 0x0047603b 6   8    .text   utf8    `j~pq̦ blocks=Basic Latin,Combining Diacritical Marks
9681  0x00076072 0x00476072 4   6    .text   utf8    %Pu֦ blocks=Basic Latin,Hebrew
9682  0x00076088 0x00476088 5   7    .text   utf8    צQ0sD blocks=Hebrew,Basic Latin
9683  0x0007609a 0x0047609a 5   7    .text   utf8    xĂs`b blocks=Basic Latin,Latin Extended-A
9684  0x000760a1 0x004760a1 6   7    .text   ascii   v,fr^F
9685  0x000760d7 0x004760d7 10  14   .text   utf8    \aN?V嘄y!v߰^ blocks=Basic Latin,CJK Unified Ideographs,NKo
9686  0x0007611c 0x0047611c 4   5    .text   ascii   Ue}C
9687  0x0007612e 0x0047612e 4   5    .text   ascii   r\bPT
9688  0x00076140 0x00476140 4   5    .text   ascii   y~\a!
9689  0x00076148 0x00476148 4   5    .text   ascii   EB\v[
9690  0x0007617d 0x0047617d 4   6    .text   utf8    <>ּG blocks=Basic Latin,Hebrew
9691  0x0007619b 0x0047619b 6   7    .text   ascii   #@di\!
9692  0x000761aa 0x004761aa 5   6    .text   ascii   :fpW'
9693  0x000761b2 0x004761b2 4   5    .text   ascii   \eZ,1
9694  0x00076207 0x00476207 4   5    .text   ascii   jF\vB
9695  0x00076239 0x00476239 5   6    .text   ascii   #\vZ|N
9696  0x0007624e 0x0047624e 4   5    .text   ascii   _6_o
9697  0x0007625f 0x0047625f 4   5    .text   ascii   4?(-
9698  0x0007626b 0x0047626b 5   6    .text   ascii   H\eNOl
9699  0x0007627a 0x0047627a 5   6    .text   ascii   <(\nmC
9700  0x00076298 0x00476298 4   6    .text   utf8    ߭h-M blocks=NKo,Basic Latin
9701  0x000762af 0x004762af 4   5    .text   ascii   5r*x
9702  0x000762cb 0x004762cb 4   7    .text   utf8    ì1Xݷ blocks=Latin-1 Supplement,Basic Latin,Arabic Supplement
9703  0x00076319 0x00476319 4   5    .text   ascii   qQ\tN
9704  0x00076327 0x00476327 6   7    .text   ascii   I&x\eD}
9705  0x00076398 0x00476398 4   5    .text   ascii   L\bR2
9706  0x000763a6 0x004763a6 4   5    .text   ascii   g\asS
9707  0x000763bf 0x004763bf 4   5    .text   ascii   Cn`^
9708  0x000763da 0x004763da 5   7    .text   utf8    OrM`շ blocks=Basic Latin,Armenian
9709  0x000763e1 0x004763e1 4   5    .text   ascii   o ;E
9710  0x000763ed 0x004763ed 7   8    .text   ascii   CA%nqp?
9711  0x00076446 0x00476446 5   6    .text   ascii   kE``(
9712  0x0007645b 0x0047645b 4   5    .text   ascii   V^;V
9713  0x00076470 0x00476470 4   5    .text   ascii   (3M.
9714  0x00076481 0x00476481 4   5    .text   ascii   JmM:
9715  0x000764cd 0x004764cd 6   8    .text   utf8    bBw2iʪ blocks=Basic Latin,IPA Extensions
9716  0x000764f9 0x004764f9 4   5    .text   ascii   |q4;
9717  0x00076545 0x00476545 4   5    .text   ascii   *D5\n
9718  0x0007654a 0x0047654a 4   5    .text   ascii   o:2U
9719  0x000765a7 0x004765a7 7   9    .text   utf8    @ߟL\nGNE blocks=Basic Latin,NKo
9720  0x000765bf 0x004765bf 5   6    .text   ascii   Ph~\bh
9721  0x000765e3 0x004765e3 5   6    .text   ascii   \e\n.j'
9722  0x0007660a 0x0047660a 4   5    .text   ascii   Kg</
9723  0x00076648 0x00476648 4   6    .text   utf8    Dxgٝ blocks=Basic Latin,Arabic
9724  0x0007665a 0x0047665a 4   7    .text   utf8    K괈h; blocks=Basic Latin,Hangul Syllables
9725  0x00076676 0x00476676 5   7    .text   utf8    <Uާ`' blocks=Basic Latin,Thaana
9726  0x00076741 0x00476741 4   5    .text   ascii   f\eX\t
9727  0x00076747 0x00476747 4   5    .text   ascii   D)-O
9728  0x000767cf 0x004767cf 4   5    .text   ascii   0l(}
9729  0x00076816 0x00476816 4   5    .text   ascii   ;yg|
9730  0x0007682b 0x0047682b 4   5    .text   ascii   $CRX
9731  0x00076842 0x00476842 4   5    .text   ascii   YV,@
9732  0x00076874 0x00476874 8   10   .text   utf8    fDFڢM%r` blocks=Basic Latin,Arabic
9733  0x00076885 0x00476885 4   5    .text   ascii   j|Wa
9734  0x0007688e 0x0047688e 5   6    .text   ascii   bsnfd
9735  0x000768bd 0x004768bd 10  12   .text   utf8    }{(-qErůCA blocks=Basic Latin,Latin Extended-A
9736  0x000768e8 0x004768e8 5   6    .text   ascii   w$\neF
9737  0x0007691d 0x0047691d 4   5    .text   ascii   {\n>m
9738  0x0007699a 0x0047699a 4   5    .text   ascii   Uc2h
9739  0x000769a7 0x004769a7 4   5    .text   ascii   eO76
9740  0x000769bc 0x004769bc 5   7    .text   utf8    ֗({FT blocks=Hebrew,Basic Latin
9741  0x000769ff 0x004769ff 4   5    .text   ascii   o&\aW
9742  0x00076a1c 0x00476a1c 6   7    .text   ascii   &$\ru,t
9743  0x00076a26 0x00476a26 5   6    .text   ascii   L|~`S
9744  0x00076a3c 0x00476a3c 4   6    .text   utf8    $=|̍ blocks=Basic Latin,Combining Diacritical Marks
9745  0x00076a78 0x00476a78 4   7    .text   utf8    eŰ)Y blocks=Basic Latin,Latin Extended-A
9746  0x00076aa6 0x00476aa6 5   6    .text   ascii   &\Hl<
9747  0x00076acd 0x00476acd 4   5    .text   ascii   ?\v[N
9748  0x00076af1 0x00476af1 4   5    .text   ascii   }R&&
9749  0x00076bb7 0x00476bb7 5   6    .text   ascii   XWe|/
9750  0x00076c0b 0x00476c0b 8   9    .text   ascii   Y ~eW}b,
9751  0x00076c48 0x00476c48 5   6    .text   ascii   mu\fw]
9752  0x00076ca2 0x00476ca2 4   5    .text   ascii   \vmY5
9753  0x00076cc9 0x00476cc9 7   9    .text   utf8    ~X|߅}a7 blocks=Basic Latin,NKo
9754  0x00076ce7 0x00476ce7 4   5    .text   ascii   **<E
9755  0x00076d04 0x00476d04 7   9    .text   utf8    pU:Bxݜ\t blocks=Basic Latin,Arabic Supplement
9756  0x00076d6d 0x00476d6d 8   10   .text   utf8    t\\v5]ȪOK blocks=Basic Latin,Latin Extended-B
9757  0x00076d8b 0x00476d8b 4   5    .text   ascii   M!-c
9758  0x00076d93 0x00476d93 4   6    .text   utf8    5\tܪO blocks=Basic Latin,Syriac
9759  0x00076dad 0x00476dad 4   6    .text   utf8    /˨0[ blocks=Basic Latin,Spacing Modifier Letters
9760  0x00076dd8 0x00476dd8 6   9    .text   utf8    }\e\nƆhς blocks=Basic Latin,Latin Extended-B,Greek and Coptic
9761  0x00076dee 0x00476dee 6   8    .text   utf8    lk^\e\bY
9762  0x00076dff 0x00476dff 4   5    .text   ascii   d&K`
9763  0x00076e7e 0x00476e7e 4   5    .text   ascii   \aY>D
9764  0x00076e8d 0x00476e8d 7   9    .text   utf8    \v(@pW%T
9765  0x00076eb9 0x00476eb9 6   8    .text   utf8    ٹmTsba blocks=Arabic,Basic Latin
9766  0x00076f15 0x00476f15 6   8    .text   utf8    aא0_|H blocks=Basic Latin,Hebrew
9767  0x00076f25 0x00476f25 5   6    .text   ascii   o6o?u
9768  0x00076f92 0x00476f92 4   5    .text   ascii   APi}
9769  0x00076f99 0x00476f99 4   5    .text   ascii   J~&X
9770  0x00076fad 0x00476fad 4   5    .text   ascii   5}Y\e
9771  0x00076fc7 0x00476fc7 4   5    .text   ascii   f1OZ
9772  0x00076fcc 0x00476fcc 7   9    .text   utf8    Zx2<*άH blocks=Basic Latin,Greek and Coptic
9773  0x00076feb 0x00476feb 5   7    .text   utf8    VzƧ*i blocks=Basic Latin,Latin Extended-B
9774  0x00076ff2 0x00476ff2 4   5    .text   ascii   \{E.
9775  0x00077013 0x00477013 5   6    .text   ascii   <-X<y
9776  0x0007705b 0x0047705b 5   6    .text   ascii   ^Xv!\
9777  0x00077064 0x00477064 4   5    .text   ascii   J}@<
9778  0x00077081 0x00477081 4   6    .text   utf8    H̶ot blocks=Basic Latin,Combining Diacritical Marks
9779  0x000770dc 0x004770dc 6   7    .text   ascii   >wr\e b
9780  0x000770e4 0x004770e4 5   6    .text   ascii   T\rh-+
9781  0x0007720d 0x0047720d 6   7    .text   ascii   RG~R[U
9782  0x00077241 0x00477241 4   5    .text   ascii   \vL7G
9783  0x00077264 0x00477264 4   6    .text   utf8    ٱuSp blocks=Arabic,Basic Latin
9784  0x000772b3 0x004772b3 5   8    .text   utf8    ;v"$ȡ blocks=Basic Latin,Latin Extended-B
9785  0x0007732c 0x0047732c 5   6    .text   ascii   Q9Few
9786  0x00077354 0x00477354 4   6    .text   utf8    vD;v
9787  0x00077382 0x00477382 4   5    .text   ascii   ox23
9788  0x00077393 0x00477393 4   6    .text   utf8    &G+8
9789  0x000773d5 0x004773d5 5   7    .text   utf8    xrD\fЕ blocks=Basic Latin,Cyrillic
9790  0x0007741a 0x0047741a 4   6    .text   utf8    a-Iՙ blocks=Basic Latin,Armenian
9791  0x00077433 0x00477433 4   5    .text   ascii   \a{)B
9792  0x00077488 0x00477488 4   5    .text   ascii   @uhI
9793  0x000774d9 0x004774d9 4   5    .text   ascii   \vGc5
9794  0x00077507 0x00477507 4   5    .text   ascii   \b\$S
9795  0x0007751c 0x0047751c 4   5    .text   ascii   xiyt
9796  0x0007753d 0x0047753d 5   6    .text   ascii   K \vhX
9797  0x0007756b 0x0047756b 7   9    .text   utf8    ĩ%Rc:^1 blocks=Latin Extended-A,Basic Latin
9798  0x000775a7 0x004775a7 7   8    .text   ascii   eYVv"~^
9799  0x00077606 0x00477606 5   6    .text   ascii   _A5Pa
9800  0x00077663 0x00477663 6   7    .text   ascii   51{ \b7
9801  0x000776be 0x004776be 4   6    .text   utf8    BԤ/n blocks=Basic Latin,Cyrillic Supplement
9802  0x000776cc 0x004776cc 5   6    .text   ascii   |G#NQ
9803  0x000776f8 0x004776f8 6   9    .text   utf8    ͝:ǎlGu blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-B
9804  0x0007771c 0x0047771c 4   6    .text   utf8    74¿n blocks=Basic Latin,Latin-1 Supplement
9805  0x0007773a 0x0047773a 5   6    .text   ascii   .k:^?
9806  0x00077740 0x00477740 4   5    .text   ascii   H;6\r
9807  0x000777a3 0x004777a3 5   6    .text   ascii   \nYS:\e
9808  0x000777b5 0x004777b5 5   8    .text   utf8    חW+J. blocks=Hebrew,Basic Latin
9809  0x000777bd 0x004777bd 4   5    .text   ascii   N7\r|
9810  0x000777cd 0x004777cd 5   6    .text   ascii   +:yp6
9811  0x000777fc 0x004777fc 4   5    .text   ascii   A[s{
9812  0x00077810 0x00477810 7   8    .text   ascii   X2)8.*C
9813  0x00077859 0x00477859 7   9    .text   utf8    &a{/UPՋ blocks=Basic Latin,Armenian
9814  0x00077870 0x00477870 4   5    .text   ascii   E`L1
9815  0x00077875 0x00477875 6   7    .text   ascii   y;Ob\r#
9816  0x000778a2 0x004778a2 5   6    .text   ascii   znK0n
9817  0x00077924 0x00477924 4   6    .text   utf8    ;(ң. blocks=Basic Latin,Cyrillic
9818  0x00077959 0x00477959 7   8    .text   ascii   ]\aeza0R
9819  0x00077970 0x00477970 4   5    .text   ascii   IdH4
9820  0x0007798f 0x0047798f 4   5    .text   ascii   MC;d
9821  0x00077a04 0x00477a04 4   5    .text   ascii   /"\n\n
9822  0x00077a14 0x00477a14 4   8    .text   utf8    hѨ֪ԅ blocks=Basic Latin,Cyrillic,Hebrew,Cyrillic Supplement
9823  0x00077a1f 0x00477a1f 4   5    .text   ascii   U5\_
9824  0x00077a3b 0x00477a3b 4   5    .text   ascii   tl\v7
9825  0x00077a79 0x00477a79 4   5    .text   ascii   k<jv
9826  0x00077abe 0x00477abe 5   7    .text   utf8    ӖDE+D blocks=Cyrillic,Basic Latin
9827  0x00077acd 0x00477acd 6   7    .text   ascii   [v7JXQ
9828  0x00077ad6 0x00477ad6 4   8    .text   utf8    hɕ)ฦ blocks=Basic Latin,IPA Extensions,Thai
9829  0x00077aea 0x00477aea 5   7    .text   utf8    Ӹr9Ro blocks=Cyrillic,Basic Latin
