[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 6   7            ascii   Richjj
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 4   5            ascii   .tls
6    0x000002a0 0x000002a0 5   6            ascii   .rsrc
7    0x000002c7 0x000002c7 7   8            ascii   @.reloc
8    0x00000404 0x00401004 4   5    .text   ascii   M\fVW
9    0x00000421 0x00401021 4   5    .text   ascii   PWh#
10   0x000004a2 0x004010a2 4   5    .text   ascii   YY^]
11   0x000004c7 0x004010c7 4   6    .text   utf8    +ыM\b blocks=Basic Latin,Cyrillic
12   0x000004da 0x004010da 4   5    .text   ascii   A\b^]
13   0x000004e3 0x004010e3 5   6    .text   ascii   E\fVW3
14   0x0000051e 0x0040111e 4   5    .text   ascii   A\b^]
15   0x0000057c 0x0040117c 5   6    .text   ascii   u$WSQ
16   0x00000594 0x00401194 4   5    .text   ascii   ^_[]
17   0x0000059f 0x0040119f 4   5    .text   ascii   E\f\vE
18   0x000005ad 0x004011ad 7   8    .text   ascii   B\f#M\f#E
19   0x000005bf 0x004011bf 5   6    .text   ascii   #E\f#M
20   0x000006ff 0x004012ff 4   5    .text   ascii   h BD
21   0x0000074f 0x0040134f 4   5    .text   ascii   hpBD
22   0x000007fe 0x004013fe 4   5    .text   ascii   h`CD
23   0x0000099e 0x0040159e 4   5    .text   ascii   h DD
24   0x000009c8 0x004015c8 4   5    .text   ascii   hpDD
25   0x00000acf 0x004016cf 4   5    .text   ascii   h0ED
26   0x00000c85 0x00401885 5   7    .text   utf8    Y_^ùa blocks=Basic Latin,Latin-1 Supplement
27   0x00000d8c 0x0040198c 5   6    .text   ascii   t\vj\fV
28   0x00000da5 0x004019a5 4   5    .text   ascii   h('D
29   0x00000de6 0x004019e6 5   6    .text   ascii   t\vj\fV
30   0x00000e15 0x00401a15 4   5    .text   ascii   hX'D
31   0x00000f65 0x00401b65 4   5    .text   ascii   h:(D
32   0x00000fa2 0x00401ba2 4   7    .text   utf8    t\tP賶 blocks=Basic Latin,CJK Unified Ideographs
33   0x00000fbd 0x00401bbd 4   7    .text   utf8    t\tP蘶 blocks=Basic Latin,CJK Unified Ideographs
34   0x00001065 0x00401c65 4   5    .text   ascii   hh(D
35   0x00001230 0x00401e30 5   6    .text   ascii   t\vj\bV
36   0x00001265 0x00401e65 4   5    .text   ascii   h )D
37   0x000012e5 0x00401ee5 4   5    .text   ascii   hP)D
38   0x0000132d 0x00401f2d 5   6    .text   ascii   t\vj\bV
39   0x000013cb 0x00401fcb 4   5    .text   ascii   ~@ f
40   0x00001438 0x00402038 4   5    .text   ascii   uuj4
41   0x000014d5 0x004020d5 4   5    .text   ascii   E\fSV
42   0x00001534 0x00402134 5   6    .text   ascii   \af9\bu
43   0x000015a4 0x004021a4 4   5    .text   ascii   U\bSV
44   0x000016b5 0x004022b5 4   5    .text   ascii   ]\bVW
45   0x000016ca 0x004022ca 4   5    .text   ascii   A\bPS
46   0x00001767 0x00402367 4   5    .text   ascii   U\bSV
47   0x00001799 0x00402399 4   5    .text   ascii   E\bVP
48   0x000017b3 0x004023b3 5   6    .text   ascii   f9E\bu
49   0x0000186a 0x0040246a 5   6    .text   ascii   t\vj4V
50   0x00001895 0x00402495 4   5    .text   ascii   h )D
51   0x000018f5 0x004024f5 4   5    .text   ascii   hP)D
52   0x0000193d 0x0040253d 5   6    .text   ascii   t\vj\bV
53   0x00001965 0x00402565 4   5    .text   ascii   hX*D
54   0x00001cb5 0x004028b5 4   5    .text   ascii   h(+D
55   0x00001d3e 0x0040293e 4   5    .text   ascii   ~@ f
56   0x00001d75 0x00402975 4   5    .text   ascii   hx+D
57   0x00001da8 0x004029a8 4   5    .text   ascii   uujD
58   0x00001ffa 0x00402bfa 4   6    .text   utf8    W\bE\b
59   0x00002073 0x00402c73 4   6    .text   utf8    W\bE\f
60   0x0000223d 0x00402e3d 5   6    .text   ascii   t\vjDV
61   0x00002280 0x00402e80 5   6    .text   ascii   t\vj\bV
62   0x00002374 0x00402f74 5   6    .text   ascii   ;E\fu\a
63   0x00002395 0x00402f95 4   5    .text   ascii   h\t,D
64   0x000024e5 0x004030e5 4   5    .text   ascii   hP,D
65   0x00002515 0x00403115 4   7    .text   utf8    ̉eЉu blocks=Combining Diacritical Marks,Basic Latin,Cyrillic
66   0x000027b5 0x004033b5 4   5    .text   ascii   h8-D
67   0x00002825 0x00403425 4   5    .text   ascii   hx-D
68   0x00002890 0x00403490 4   5    .text   ascii   PQVW
69   0x0000295a 0x0040355a 5   6    .text   ascii   t\vj\bV
70   0x00002a65 0x00403665 4   5    .text   ascii   hP.D
71   0x00002a9a 0x0040369a 5   6    .text   ascii   t\vj\bV
72   0x00002ac5 0x004036c5 4   5    .text   ascii   hx.D
73   0x00002d1e 0x0040391e 5   6    .text   ascii   w0_^Y
74   0x00002d35 0x00403935 4   5    .text   ascii   h0/D
75   0x00002da5 0x004039a5 4   5    .text   ascii   hp/D
76   0x00002e00 0x00403a00 4   5    .text   ascii   PQVW
77   0x00002e42 0x00403a42 4   5    .text   ascii   \a|TD
78   0x00002e4f 0x00403a4f 4   5    .text   ascii   \aL`D
79   0x00002e68 0x00403a68 4   5    .text   ascii   \aX`D
80   0x00002eb0 0x00403ab0 4   5    .text   ascii   PQVW
81   0x00002ef2 0x00403af2 4   5    .text   ascii   \a|TD
82   0x00002eff 0x00403aff 4   5    .text   ascii   \aL`D
83   0x00002f18 0x00403b18 4   5    .text   ascii   \aX`D
84   0x00002f45 0x00403b45 4   5    .text   ascii   h 0D
85   0x00002f50 0x00403b50 4   5    .text   ascii   PQVW
86   0x00002f92 0x00403b92 4   5    .text   ascii   \a|TD
87   0x00002f9f 0x00403b9f 4   5    .text   ascii   \aL`D
88   0x00002fd5 0x00403bd5 4   5    .text   ascii   h@0D
89   0x00003008 0x00403c08 5   6    .text   ascii   t\vj8V
90   0x00003035 0x00403c35 4   5    .text   ascii   h~0D
91   0x00003195 0x00403d95 4   5    .text   ascii   h\e1D
92   0x000031b1 0x00403db1 4   5    .text   ascii   SVWP
93   0x00003845 0x00404445 4   5    .text   ascii   5DRD
94   0x0000385e 0x0040445e 4   5    .text   ascii   =@RD
95   0x000038a5 0x004044a5 4   5    .text   ascii   Y_^[
96   0x000038d5 0x004044d5 4   5    .text   ascii   hP1D
97   0x000038f1 0x004044f1 4   5    .text   ascii   SVWP
98   0x000039d9 0x004045d9 5   6    .text   ascii   QhPxE
99   0x000039eb 0x004045eb 4   5    .text   ascii   5,PD
100  0x00003a00 0x00404600 6   13   .text   utf16le Djjjjj
101  0x00003a6f 0x0040466f 6   13   .text   utf16le Djjjjj
102  0x00003ab0 0x004046b0 4   5    .text   ascii   =4PD
103  0x00003acf 0x004046cf 5   6    .text   ascii   jWj(S
104  0x00003aef 0x004046ef 5   6    .text   ascii   jjj(S
105  0x00003af5 0x004046f5 4   6    .text   utf8    ֹ\byE blocks=Hebrew,Basic Latin
106  0x00003b09 0x00404709 5   6    .text   ascii   Qh\byE
