[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000080 0x00000080 5   6            ascii   8|)7|
2    0x0000008e 0x0000008e 7   8            ascii   Gd'uDev
3    0x00000096 0x00000096 6   7            ascii   Gd'uBe
4    0x0000009e 0x0000009e 7   8            ascii   Gd'uCen
5    0x000000a9 0x000000a9 4   5            ascii   rBeY
6    0x000000b1 0x000000b1 4   5            ascii   rCem
7    0x000000b9 0x000000b9 4   5            ascii   rDem
8    0x000000be 0x000000be 7   8            ascii   Gd'uFem
9    0x000000ce 0x000000ce 7   8            ascii   Gd'uAe}
10   0x000000d9 0x000000d9 4   5            ascii   mOev
11   0x000000e1 0x000000e1 4   5            ascii   mEe}
12   0x000000e6 0x000000e6 7   8            ascii   GdRich|
13   0x000001f8 0x000001f8 5   6            ascii   .text
14   0x0000021f 0x0000021f 7   8            ascii   `.rdata
15   0x00000247 0x00000247 6   7            ascii   @.data
16   0x00000270 0x00000270 6   7            ascii   .reloc
17   0x000011e0 0x00401de0 5   8    .text   utf8    3ЉE܋E blocks=Basic Latin,Cyrillic,Syriac
18   0x00001228 0x00401e28 4   6    .text   utf8    }̉E\b blocks=Basic Latin,Combining Diacritical Marks
19   0x000012eb 0x00401eeb 4   5    .text   ascii   nG\bf
20   0x000012f5 0x00401ef5 4   5    .text   ascii   nG\ff
21   0x0000133a 0x00401f3a 4   5    .text   ascii   nG f
22   0x0000134b 0x00401f4b 4   5    .text   ascii   nG$f
23   0x0000135c 0x00401f5c 4   5    .text   ascii   nG(f
24   0x000013b4 0x00401fb4 5   7    .text   utf8    M܍J@f blocks=Basic Latin,Syriac
25   0x00001fd4 0x00402bd4 4   6    .text   utf8    L\n\vU
26   0x00002265 0x00402e65 4   7    .text   utf8    KM؉E blocks=Basic Latin,Arabic
27   0x00002431 0x00403031 4   5    .text   ascii   F<;E
28   0x00002593 0x00403193 4   5    .text   ascii   =,0A
29   0x000025c5 0x004031c5 4   5    .text   ascii   t$ j
30   0x000025f0 0x004031f0 4   5    .text   ascii   PPPP
31   0x000025f5 0x004031f5 5   6    .text   ascii   D$,Pj
32   0x0000261b 0x0040321b 4   5    .text   ascii   D$<P
33   0x00002647 0x00403247 4   5    .text   ascii   D$$f
34   0x0000265a 0x0040325a 4   5    .text   ascii   t&Vj
35   0x00002683 0x00403283 4   5    .text   ascii   D$$G
36   0x0000268d 0x0040328d 6   7    .text   ascii   D$$;|$
37   0x0000269b 0x0040329b 4   5    .text   ascii   =,0A
38   0x000026d5 0x004032d5 4   5    .text   ascii   ]vuj
39   0x000026ee 0x004032ee 6   7    .text   ascii   D$8Pj\r
40   0x0000275d 0x0040335d 4   5    .text   ascii   Qj P
41   0x000027ce 0x004033ce 6   7    .text   ascii   G@expa
42   0x000027d5 0x004033d5 6   7    .text   ascii   GDnd 3
43   0x000027dc 0x004033dc 6   7    .text   ascii   GH2-by
44   0x000027e3 0x004033e3 6   7    .text   ascii   GLte k
45   0x0000280f 0x0040340f 4   5    .text   ascii   t$4V
46   0x000028d7 0x004034d7 7   9    .text   utf8    \bH3ʉD$  blocks=Basic Latin,IPA Extensions
47   0x000028e0 0x004034e0 4   5    .text   ascii   9"F#
48   0x000028ee 0x004034ee 5   7    .text   utf8    y9"F#
49   0x000028fe 0x004034fe 7   8    .text   ascii   9"F#3O\b
50   0x0000290c 0x0040350c 5   7    .text   utf8    y9"F#
51   0x00002917 0x00403517 4   6    .text   utf8    ЋD$  blocks=Cyrillic,Basic Latin
52   0x000029a0 0x004035a0 4   5    .text   ascii   = 0A
53   0x000029ab 0x004035ab 5   6    .text   ascii   D$ PV
54   0x000029cc 0x004035cc 5   6    .text   ascii   Pj hp
55   0x000029dd 0x004035dd 4   5    .text   ascii   Pj\rh
56   0x000029e7 0x004035e7 4   6    .text   utf8    ס80A blocks=Hebrew,Basic Latin
57   0x00002a89 0x00403689 4   5    .text   ascii   Y_^[
58   0x00002aa0 0x004036a0 4   5    .text   ascii   Y_^[
59   0x00002ac4 0x004036c4 4   5    .text   ascii   Y_^[
60   0x00002ae8 0x004036e8 4   5    .text   ascii   \fSVW
61   0x00002b3b 0x0040373b 4   5    .text   ascii   Y_^[
62   0x00002bc1 0x004037c1 5   6    .text   ascii   aPHu3
63   0x00002bc7 0x004037c7 7   9    .text   utf8    }ĹTF/u* blocks=Basic Latin,Latin Extended-A
64   0x00002bd0 0x004037d0 4   6    .text   utf8    }șo% blocks=Basic Latin,Latin Extended-B
65   0x00002d1e 0x0040391e 4   7    .text   utf8    3#ضA blocks=Basic Latin,Arabic
66   0x00002d5e 0x0040395e 4   7    .text   utf8    3#ȶA blocks=Basic Latin,Latin Extended-B
67   0x00002d9e 0x0040399e 4   7    .text   utf8    3#ĶA blocks=Basic Latin,Latin Extended-A
68   0x00002dbb 0x004039bb 4   7    .text   utf8    3#ܶA blocks=Basic Latin,Syriac
69   0x00002df1 0x004039f1 4   5    .text   ascii   h<}A
70   0x00002e60 0x00403a60 6   10   .text   utf8    UċE̋Mȁ blocks=Basic Latin,Latin Extended-A,Combining Diacritical Marks,Latin Extended-B
71   0x00002e6a 0x00403a6a 6   7    .text   ascii   Genuu?
72   0x00002e72 0x00403a72 13  14   .text   ascii   ntelu7=ineIu0
73   0x00002eb1 0x00403ab1 5   6    .text   ascii   Authu
74   0x00002eb9 0x00403ab9 12  13   .text   ascii   entiu\a=cAMDt
75   0x00002ec8 0x00403ac8 6   7    .text   ascii   Hygou}
76   0x00002ed0 0x00403ad0 13  14   .text   ascii   uineuu=nGenun
77   0x00003a94 0x00404694 6   8    .text   utf8    \b\vȊ_\f\v blocks=Basic Latin,Latin Extended-B
