[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000a5 0x000000a5 5   7            utf8    XFҽ{v blocks=Basic Latin,Cyrillic
2     0x000000b8 0x000000b8 4   5            ascii   Rich
3     0x000001d0 0x000001d0 5   6            ascii   .text
4     0x000001f7 0x000001f7 7   8            ascii   `.rdata
5     0x0000021f 0x0000021f 6   7            ascii   @.data
6     0x00000248 0x00000248 6   7            ascii   .ndata
7     0x00000270 0x00000270 5   6            ascii   .rsrc
8     0x0000041a 0x0040101a 4   5    .text   ascii   \r\bdB
9     0x0000059f 0x0040119f 5   6    .text   ascii   ;5,dB
10    0x000005e1 0x004011e1 5   6    .text   ascii   ;5,dB
11    0x000005f5 0x004011f5 4   5    .text   ascii   U\bSV
12    0x00000617 0x00401217 6   7    .text   ascii   t\v9M\ft
13    0x000006a7 0x004012a7 8   9    .text   ascii    s495,dB
14    0x000006d5 0x004012d5 5   6    .text   ascii   ;5,dB
15    0x000006fa 0x004012fa 4   5    .text   ascii   =,dB
16    0x00000710 0x00401310 4   5    .text   ascii   5(dB
17    0x0000073a 0x0040133a 4   7    .text   utf8    #ȋKM blocks=Basic Latin,Latin Extended-B
18    0x00000791 0x00401391 5   7    .text   utf8    Ƌ\r0dB blocks=Latin Extended-B,Basic Latin
19    0x000007c2 0x004013c2 5   7    .text   utf8    +C|$\f
20    0x00000851 0x00401451 4   7    .text   utf8    MԋU؋ blocks=Basic Latin,Cyrillic Supplement,Arabic
21    0x000008e8 0x004014e8 4   5    .text   ascii   NVhl
22    0x000008f4 0x004014f4 4   5    .text   ascii   YYSV
23    0x000009dd 0x004015dd 4   5    .text   ascii   t\aRP
24    0x00000a76 0x00401676 5   7    .text   utf8    :ÈE\vu blocks=Basic Latin,Latin-1 Supplement
25    0x00000ad2 0x004016d2 4   5    .text   ascii   \vWh`
26    0x00000b1a 0x0040171a 4   5    .text   ascii   PWh<
27    0x00000b63 0x00401763 4   6    .text   utf8    Vhܤ@ blocks=Basic Latin,Syriac
28    0x00000b95 0x00401795 4   6    .text   utf8    WhФ@ blocks=Basic Latin,Cyrillic
29    0x00000bfc 0x004017fc 5   6    .text   ascii   E\bPWh
30    0x00000c5f 0x0040185f 5   6    .text   ascii   M\bQVh
31    0x00000cb0 0x004018b0 5   6    .text   ascii   \aPQhh
32    0x00000d35 0x00401935 6   7    .text   ascii   E\b9]\bu
33    0x00000d64 0x00401964 8   9    .text   ascii   9]\buwVhL
34    0x00000dca 0x004019ca 4   5    .text   ascii   Ht8h
35    0x00000df8 0x004019f8 4   5    .text   ascii   u\bVh
36    0x00000e40 0x00401a40 5   7    .text   utf8    VWh#@
37    0x00000f5b 0x00401b5b 4   6    .text   utf8    9]܉E blocks=Basic Latin,Syriac
38    0x00000f63 0x00401b63 5   6    .text   ascii   t\t9]\b
39    0x00001120 0x00401d20 4   5    .text   ascii   tPH;
40    0x000011ea 0x00401dea 6   7    .text   ascii   E\bt\nj3
41    0x000011fc 0x00401dfc 4   5    .text   ascii   t\njD
42    0x00001320 0x00401f20 4   5    .text   ascii   PShr
43    0x00001342 0x00401f42 4   5    .text   ascii   jHjZ
44    0x000013d0 0x00401fd0 4   5    .text   ascii   t\vhP
45    0x000013e0 0x00401fe0 4   5    .text   ascii   WVu\v
46    0x0000144b 0x0040204b 5   6    .text   ascii   PWSVh
47    0x00001461 0x00402061 4   5    .text   ascii   WSVh
48    0x0000147e 0x0040207e 4   6    .text   utf8    Vh̢@ blocks=Basic Latin,Combining Diacritical Marks
49    0x00001489 0x00402089 4   5    .text   ascii   YYVj
50    0x00001499 0x00402099 8   10   .text   utf8    ;ÉE\bVteh blocks=Basic Latin,Latin-1 Supplement
51    0x000014ae 0x004020ae 4   5    .text   ascii   YYtF
52    0x00001524 0x00402124 5   7    .text   utf8    ;ÉE\bt blocks=Basic Latin,Latin-1 Supplement
53    0x00001554 0x00402154 4   5    .text   ascii   QPj\f
54    0x00001561 0x00402161 4   7    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
55    0x0000157e 0x0040217e 4   6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
56    0x0000161a 0x0040221a 5   7    .text   utf8    ;ÉE\bu blocks=Basic Latin,Latin-1 Supplement
57    0x00001621 0x00402221 4   5    .text   ascii   j\bSW
58    0x0000162b 0x0040222b 4   6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
59    0x00001646 0x00402246 6   8    .text   utf8    t=9]܉] blocks=Basic Latin,Syriac
60    0x0000172a 0x0040232a 4   5    .text   ascii   u\aj!
61    0x00001761 0x00402361 4   5    .text   ascii   E\bPh
62    0x0000179c 0x0040239c 4   5    .text   ascii   E\bWP
63    0x000017c3 0x004023c3 4   5    .text   ascii   M\bPQ
64    0x00001803 0x00402403 4   6    .text   utf8    uȋ\bP blocks=Basic Latin,Latin Extended-B
65    0x00001852 0x00402452 4   5    .text   ascii   Q\b9]
66    0x000018a2 0x004024a2 4   5    .text   ascii   u\rSj
67    0x00001976 0x00402576 4   5    .text   ascii   t\nj"
68    0x0000198b 0x0040258b 4   5    .text   ascii   SWVh
69    0x000019b8 0x004025b8 5   6    .text   ascii   E\b!N~
70    0x000019dd 0x004025dd 4   5    .text   ascii   E\bVP
71    0x00001a00 0x00402600 5   6    .text   ascii   E\buDj
72    0x00001a53 0x00402653 4   5    .text   ascii   u\bh@
73    0x00001ac7 0x004026c7 5   6    .text   ascii   SPSSS
74    0x00001af0 0x004026f0 4   5    .text   ascii   u?j#
75    0x00001c1e 0x0040281e 7   8    .text   ascii   M\bVQSPW
76    0x00001c38 0x00402838 4   5    .text   ascii   9M\bt
77    0x00001c93 0x00402893 8   9    .text   ascii   M\bt\fQVPW
78    0x00001ca7 0x004028a7 7   8    .text   ascii   M\bSQVPW
79    0x00001d30 0x00402930 6   7    .text   ascii   M\bSQPh
80    0x00001da6 0x004029a6 4   5    .text   ascii   u_9]
81    0x00001dae 0x004029ae 5   6    .text   ascii   }\v\rt+
82    0x00001db4 0x004029b4 5   6    .text   ascii   }\v\nt%
83    0x00001dbe 0x004029be 10  12   .text   utf8    >F:ÈE\vt@;u blocks=Basic Latin,Latin-1 Supplement
84    0x00001de1 0x004029e1 4   5    .text   ascii   8E\vt
85    0x00001fd8 0x00402bd8 5   6    .text   ascii   t<Rh$
86    0x00002049 0x00402c49 4   5    .text   ascii   5(dB
87    0x00002090 0x00402c90 5   8    .text   utf8    E܋M؉\f blocks=Basic Latin,Syriac,Arabic
88    0x000020c0 0x00402cc0 4   5    .text   ascii   t#9]
89    0x00002128 0x00402d28 4   5    .text   ascii   t\vSS
90    0x00002377 0x00402f77 4   5    .text   ascii   @_^[
91    0x000023ba 0x00402fba 5   6    .text   ascii   \vE\bPj
92    0x000023e2 0x00402fe2 4   5    .text   ascii   #E\b]
93    0x00002476 0x00403076 4   5    .text   ascii   PjdQ
94    0x0000248a 0x0040308a 4   5    .text   ascii   9u\bt
95    0x000024c3 0x004030c3 7   8    .text   ascii   vX95\bdB
96    0x0000260a 0x0040320a 6   7    .text   ascii   Instu_
97    0x00002613 0x00403213 6   7    .text   ascii   softuV
98    0x0000261c 0x0040321c 9   10   .text   ascii   NulluM\tE\b
99    0x00002649 0x00403249 4   5    .text   ascii   E\b\bu
100   0x000027b2 0x004033b2 5   6    .text   ascii   Vh dB
101   0x000027cc 0x004033cc 6   7    .text   ascii   E\bSVW3
102   0x000027d8 0x004033d8 4   5    .text   ascii   \rXdB
103   0x00002810 0x00403410 4   5    .text   ascii   E\bVP
104   0x00002849 0x00403449 5   6    .text   ascii   uk9}\b
105   0x0000285e 0x0040345e 4   5    .text   ascii   9}\b}
106   0x00002878 0x00403478 4   5    .text   ascii   tm;}
107   0x000028b7 0x004034b7 4   5    .text   ascii   E\b;E
108   0x000028e9 0x004034e9 4   5    .text   ascii   X_^[
109   0x000028f1 0x004034f1 4   5    .text   ascii   QSUV
110   0x000029e9 0x004035e9 4   5    .text   ascii   SPVU
111   0x000029fb 0x004035fb 5   6    .text   ascii   tU;t$
112   0x00002a65 0x00403665 5   6    .text   ascii   _^][Y
113   0x00002a8c 0x0040368c 6   7    .text   ascii   t\n9u\fu
114   0x00002aed 0x004036ed 5   6    .text   ascii   SUVW3
115   0x00002b71 0x00403771 5   6    .text   ascii   D$8h`
116   0x00002bfb 0x004037fb 5   6    .text   ascii   8/u7@
117   0x00002c16 0x00403816 6   7    .text   ascii   8NCRCu
118   0x00002c30 0x00403830 5   6    .text   ascii    /D=t
119   0x00002cb1 0x004038b1 4   6    .text   utf8    ;ÉD$ blocks=Basic Latin,Latin-1 Supplement
120   0x00002cbf 0x004038bf 4   5    .text   ascii   tMSU
121   0x00002ccd 0x004038cd 6   7    .text   ascii   > _?=t
122   0x00002cf2 0x004038f2 4   5    .text   ascii   t1Vh
123   0x00002d64 0x00403964 4   5    .text   ascii   t\vh,
124   0x00002dab 0x004039ab 4   5    .text   ascii   u\vUh
125   0x00002db9 0x004039b9 4   5    .text   ascii   t$ h
126   0x00002e05 0x00403a05 4   5    .text   ascii   t-SV
127   0x00002e7d 0x00403a7d 6   7    .text   ascii   D$ Pj(
128   0x00002e91 0x00403a91 5   6    .text   ascii   D$(Ph
129   0x00002ea0 0x00403aa0 6   7    .text   ascii   D$,SPS
130   0x00002eca 0x00403aca 8   9    .text   ascii   t\fVj%SSS
131   0x00002ed6 0x00403ad6 4   5    .text   ascii   t\rVj
132   0x00002ee3 0x00403ae3 4   5    .text   ascii   u\aj\t
133   0x00002f9e 0x00403b9e 5   6    .text   ascii   H\b;L$
134   0x00002fb6 0x00403bb6 4   5    .text   ascii   t$\bV
135   0x00002fc5 0x00403bc5 5   6    .text   ascii   ,j\fj@
136   0x00003048 0x00403c48 5   6    .text   ascii   SWSh,
137   0x0000306c 0x00403c6c 4   5    .text   ascii   SWhJ
138   0x000030e7 0x00403ce7 5   6    .text   ascii   tT<"u
139   0x00003108 0x00403d08 4   5    .text   ascii   v&hp
140   0x000031de 0x00403dde 5   6    .text   ascii   SPSj0
141   0x000031f1 0x00403df1 10  11   .text   ascii   D$(+D$ SSP
142   0x000031fc 0x00403dfc 8   9    .text   ascii   D$0+D$(P
143   0x0000320d 0x00403e0d 4   5    .text   ascii   t$0h
144   0x00003284 0x00403e84 4   6    .text   utf8    WhԂ@ blocks=Basic Latin,Cyrillic Supplement
145   0x000032f8 0x00403ef8 4   5    .text   ascii   _^][
146   0x00003300 0x00403f00 4   5    .text   ascii   SUVW
147   0x00003315 0x00403f15 4   5    .text   ascii   5DdB
148   0x0000332f 0x00403f2f 4   5    .text   ascii   \r@dB
149   0x000033a4 0x00403fa4 4   5    .text   ascii   5(dB
150   0x000033c8 0x00403fc8 5   7    .text   utf8    _^][Ã blocks=Basic Latin,Latin-1 Supplement
151   0x000033f2 0x00403ff2 4   5    .text   ascii   |$$3
152   0x000033fe 0x00403ffe 5   6    .text   ascii   UUUUW
153   0x00003415 0x00404015 4   5    .text   ascii   D$,H
154   0x00003472 0x00404072 5   6    .text   ascii   t$,VW
155   0x000034ab 0x004040ab 5   6    .text   ascii   u\f9-L
156   0x000034be 0x004040be 4   5    .text   ascii   u49-
157   0x000034f9 0x004040f9 4   5    .text   ascii   t$0h
158   0x00003512 0x00404112 4   5    .text   ascii   t$0S
159   0x00003525 0x00404125 5   7    .text   utf8    |$$;٣ blocks=Basic Latin,Arabic
160   0x0000353b 0x0040413b 4   5    .text   ascii   =\bdB
161   0x0000358c 0x0040418c 4   5    .text   ascii   5 dB
162   0x00003668 0x00404268 6   7    .text   ascii   D$,t\bf
163   0x000037f0 0x004043f0 4   5    .text   ascii   t$ U
164   0x0000380f 0x0040440f 4   5    .text   ascii   u\j\b
165   0x0000383e 0x0040443e 4   5    .text   ascii   -\bdB
166   0x00003850 0x00404450 4   5    .text   ascii   u\e9-
167   0x0000386f 0x0040446f 4   5    .text   ascii   _^][
168   0x00003889 0x00404489 5   6    .text   ascii   t$\bh\b
169   0x00003892 0x00404492 4   5    .text   ascii   5\bdB
170   0x000038a1 0x004044a1 4   5    .text   ascii   t$\fj
171   0x000038d8 0x004044d8 5   6    .text   ascii   t$\bj(
172   0x000038de 0x004044de 4   5    .text   ascii   5\bdB
173   0x000038fa 0x004044fa 4   5    .text   ascii   t$\fP
174   0x00003974 0x00404574 4   5    .text   ascii   _t\nP
175   0x00003a55 0x00404655 4   5    .text   ascii   s8j#
176   0x00003c2e 0x0040482e 4   5    .text   ascii   5\bdB
177   0x00003c42 0x00404842 4   5    .text   ascii   5\bdB
178   0x00003d13 0x00404913 4   5    .text   ascii   u3Vh
179   0x00003e4e 0x00404a4e 4   6    .text   utf8    EȊL@ blocks=Basic Latin,Latin Extended-B
180   0x00003e96 0x00404a96 4   5    .text   ascii   u Pj
181   0x00003eaf 0x00404aaf 4   5    .text   ascii   t\aWV
182   0x00003ffc 0x00404bfc 4   5    .text   ascii   t0Pj
183   0x00004038 0x00404c38 4   5    .text   ascii   u\nj\a
184   0x0000411e 0x00404d1e 4   5    .text   ascii   j\nYj
185   0x0000414d 0x00404d4d 4   6    .text   utf8    j\n3ҍ blocks=Basic Latin,Cyrillic
186   0x00004175 0x00404d75 4   5    .text   ascii   PWVh
187   0x000041b6 0x00404db6 4   5    .text   ascii   D$\f3
188   0x000041d4 0x00404dd4 4   5    .text   ascii   \r(dB
189   0x0000420d 0x00404e0d 4   5    .text   ascii   j\th\n
190   0x0000430a 0x00404f0a 4   5    .text   ascii   h{T@
191   0x00004365 0x00404f65 4   5    .text   ascii   }\rWj
192   0x00004398 0x00404f98 4   5    .text   ascii   PWhC
193   0x000043a4 0x00404fa4 4   5    .text   ascii   SPhQ
194   0x000043b3 0x00404fb3 4   6    .text   utf8    !|ɋ} blocks=Basic Latin,Latin Extended-B
195   0x000043dc 0x00404fdc 5   6    .text   ascii   9=,dB
196   0x0000441d 0x0040501d 5   8    .text   utf8    Mĉ}܉U blocks=Basic Latin,Latin Extended-A,Syriac
197   0x00004497 0x00405097 5   6    .text   ascii   ;=,dB
198   0x00004517 0x00405117 5   6    .text   ascii   t\t9E\f
199   0x0000453e 0x0040513e 7   8    .text   ascii   uv9E\ft\t
200   0x000045ad 0x004051ad 4   6    .text   utf8    \b#IM
201   0x000045c8 0x004051c8 4   5    .text   ascii   p\Wh
