[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000080 0x00000080 5   6            ascii   8|)7|
2    0x0000008e 0x0000008e 7   8            ascii   Gd'uDev
3    0x00000096 0x00000096 6   7            ascii   Gd'uBe
4    0x0000009e 0x0000009e 7   8            ascii   Gd'uCen
5    0x000000a9 0x000000a9 4   5            ascii   rBeY
6    0x000000b1 0x000000b1 4   5            ascii   rCem
7    0x000000b9 0x000000b9 4   5            ascii   rDem
8    0x000000be 0x000000be 7   8            ascii   Gd'uFem
9    0x000000ce 0x000000ce 7   8            ascii   Gd'uAe}
10   0x000000d9 0x000000d9 4   5            ascii   mOev
11   0x000000e1 0x000000e1 4   5            ascii   mEe}
12   0x000000e6 0x000000e6 7   8            ascii   GdRich|
13   0x000001f8 0x000001f8 5   6            ascii   .text
14   0x0000021f 0x0000021f 7   8            ascii   `.rdata
15   0x00000247 0x00000247 6   7            ascii   @.data
16   0x00000270 0x00000270 6   7            ascii   .reloc
17   0x000005e0 0x004011e0 5   8    .text   utf8    3ЉE܋E blocks=Basic Latin,Cyrillic,Syriac
18   0x00000628 0x00401228 4   6    .text   utf8    }̉E\b blocks=Basic Latin,Combining Diacritical Marks
19   0x000006eb 0x004012eb 4   5    .text   ascii   nG\bf
20   0x000006f5 0x004012f5 4   5    .text   ascii   nG\ff
21   0x0000073a 0x0040133a 4   5    .text   ascii   nG f
22   0x0000074b 0x0040134b 4   5    .text   ascii   nG$f
23   0x0000075c 0x0040135c 4   5    .text   ascii   nG(f
24   0x000007b4 0x004013b4 5   7    .text   utf8    M܍J@f blocks=Basic Latin,Syriac
25   0x000013d4 0x00401fd4 4   6    .text   utf8    L\n\vU
26   0x00001665 0x00402265 4   7    .text   utf8    KM؉E blocks=Basic Latin,Arabic
27   0x00001831 0x00402431 4   5    .text   ascii   F<;E
28   0x00001993 0x00402593 4   5    .text   ascii   =,0A
29   0x000019c5 0x004025c5 4   5    .text   ascii   t$ j
30   0x000019f0 0x004025f0 4   5    .text   ascii   PPPP
31   0x000019f5 0x004025f5 5   6    .text   ascii   D$,Pj
32   0x00001a1b 0x0040261b 4   5    .text   ascii   D$<P
33   0x00001a47 0x00402647 4   5    .text   ascii   D$$f
34   0x00001a5a 0x0040265a 4   5    .text   ascii   t&Vj
35   0x00001a83 0x00402683 4   5    .text   ascii   D$$G
36   0x00001a8d 0x0040268d 6   7    .text   ascii   D$$;|$
37   0x00001a9b 0x0040269b 4   5    .text   ascii   =,0A
38   0x00001ad5 0x004026d5 4   5    .text   ascii   ]vuj
39   0x00001aee 0x004026ee 6   7    .text   ascii   D$8Pj\r
40   0x00001b5d 0x0040275d 4   5    .text   ascii   Qj P
41   0x00001bce 0x004027ce 6   7    .text   ascii   G@expa
