[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 4   5            ascii   Rich
2    0x000001f8 0x000001f8 5   6            ascii   .text
3    0x0000021f 0x0000021f 7   8            ascii   `.rdata
4    0x00000247 0x00000247 6   7            ascii   @.data
5    0x00000270 0x00000270 6   7            ascii   .reloc
6    0x000011d3 0x00401dd3 4   5    .text   ascii   E\f;E
7    0x00001226 0x00401e26 4   5    .text   ascii   E\f;E
8    0x000012fb 0x00401efb 4   5    .text   ascii   E\f;E
9    0x00001579 0x00402179 4   5    .text   ascii   t\fj\f
10   0x000015c7 0x004021c7 4   5    .text   ascii   t\fj\f
11   0x00001624 0x00402224 4   5    .text   ascii   t\fj\f
12   0x00001a4c 0x0040264c 5   6    .text   ascii   ;E\fu\t
13   0x00001aae 0x004026ae 4   5    .text   ascii   u\rh,
14   0x00001d9e 0x0040299e 4   5    .text   ascii   t\fj\b
15   0x00002020 0x00402c20 4   5    .text   ascii   \bIu\v
16   0x000022a0 0x00402ea0 6   7    .text   ascii   M\b;H\fs
17   0x000022eb 0x00402eeb 6   7    .text   ascii   M\b;H\fs
18   0x000023dc 0x00402fdc 6   7    .text   ascii   E\b#E\f]
19   0x0000240e 0x0040300e 6   7    .text   ascii   E\b\vE\f]
20   0x00002440 0x00403040 7   8    .text   ascii   YY;E\fu\t
21   0x0000266a 0x0040326a 5   6    .text   ascii   E\f+E\b
22   0x0000269c 0x0040329c 5   6    .text   ascii   E\f+E\b
23   0x000026f7 0x004032f7 5   6    .text   ascii   E\f+E\b
24   0x0000272b 0x0040332b 5   6    .text   ascii   E\f+E\b
25   0x00002783 0x00403383 4   5    .text   ascii   ?t4j
26   0x00002794 0x00403394 4   5    .text   ascii   .t#j
27   0x000027c3 0x004033c3 5   6    .text   ascii   E\f+E\b
28   0x00002874 0x00403474 6   7    .text   ascii   ;E\ft)j
29   0x00002899 0x00403499 4   5    .text   ascii   E\fHH
30   0x000028fd 0x004034fd 4   5    .text   ascii   E\b;E
31   0x00002912 0x00403512 4   5    .text   ascii   E\b;E
32   0x0000292c 0x0040352c 6   7    .text   ascii   HH9E\bu
33   0x0000295a 0x0040355a 4   5    .text   ascii   E\b;E
34   0x000029aa 0x004035aa 4   5    .text   ascii   j:Xf
35   0x000029ff 0x004035ff 5   6    .text   ascii   E\f+E\b
36   0x00002eff 0x00403aff 4   6    .text   utf8    E̍M\b blocks=Basic Latin,Combining Diacritical Marks
37   0x00002f0a 0x00403b0a 4   6    .text   utf8    EԍM\b blocks=Basic Latin,Cyrillic Supplement
38   0x000030aa 0x00403caa 4   6    .text   utf8    \t+IE
39   0x00003206 0x00403e06 4   5    .text   ascii   YY9E
40   0x000033ac 0x00403fac 4   6    .text   utf8    Y3\v}
41   0x000033c8 0x00403fc8 4   6    .text   utf8    Y3\r}
42   0x000033e1 0x00403fe1 4   5    .text   ascii   u\fQQ
43   0x0000349d 0x0040409d 4   5    .text   ascii   u\fQQ
44   0x00003657 0x00404257 4   5    .text   ascii   t\fj\
45   0x000039c7 0x004045c7 4   5    .text   ascii   }\b{t
46   0x00003a88 0x00404688 4   5    .text   ascii   u\fj\n
47   0x00003b62 0x00404762 6   8    .text   utf8    j\bY3\v}
48   0x00003b6e 0x0040476e 4   6    .text   utf8    Y3\v}
49   0x00003d86 0x00404986 4   5    .text   ascii   E\b_^
50   0x00003e6d 0x00404a6d 5   7    .text   utf8    E\b3ҋ@ blocks=Basic Latin,Cyrillic
51   0x00003e8c 0x00404a8c 4   5    .text   ascii   Q\fj\b
52   0x00003ea2 0x00404aa2 5   6    .text   ascii   \fj j\b
53   0x00004442 0x00405042 4   6    .text   utf8    3\vM\b
54   0x000049a4 0x004055a4 4   5    .text   ascii   E\b_^
55   0x000049af 0x004055af 4   5    .text   ascii   ,VWj
56   0x000049fe 0x004055fe 4   5    .text   ascii   E\b_^
57   0x00004a09 0x00405609 4   5    .text   ascii   $VWj
58   0x00004a5c 0x0040565c 4   5    .text   ascii   E\b_^
59   0x00004bcf 0x004057cf 5   8    .text   utf8    E\tUċE blocks=Basic Latin,Latin Extended-A
60   0x00004dce 0x004059ce 7   11   .text   utf8    E؉U܋E؉E blocks=Basic Latin,Arabic,Syriac
61   0x00004ec9 0x00405ac9 4   5    .text   ascii   \t\n\f\r
62   0x00004f2b 0x00405b2b 4   5    .text   ascii   \b\f\v\b
63   0x00004f79 0x00405b79 4   5    .text   ascii   \f\v\b\f
64   0x00005125 0x00405d25 6   8    .text   utf8    \r\t\n3\bE
65   0x0000525c 0x00405e5c 4   6    .text   utf8    \f3\bE
66   0x0000534f 0x00405f4f 4   5    .text   ascii   \v\r\f\b
67   0x00005516 0x00406116 4   6    .text   utf8    \n3\bE
68   0x00005561 0x00406161 4   5    .text   ascii   \v\f\f\v
69   0x00005588 0x00406188 4   5    .text   ascii   \v\f\t\b
70   0x0000573f 0x0040633f 4   5    .text   ascii   \v\b\b\t
71   0x00005799 0x00406399 5   7    .text   utf8    \f\f3\bE
72   0x0000590b 0x0040650b 5   7    .text   utf8    \r\n3\bE
73   0x00005a6e 0x0040666e 4   5    .text   ascii   \a\n\a\t
74   0x00005c4a 0x0040684a 7   9    .text   utf8    \b\r\n\f3\bE
75   0x00005c8e 0x0040688e 4   5    .text   ascii   \a\r\t\v
76   0x00005d17 0x00406917 4   5    .text   ascii   \t\v\n\b
77   0x00005d8e 0x0040698e 5   7    .text   utf8    \t\v3\bE
78   0x00005ec0 0x00406ac0 4   5    .text   ascii   \b\b\t\b
79   0x00006065 0x00406c65 4   5    .text   ascii   \f\a\v\n
80   0x00006278 0x00406e78 4   5    .text   ascii   ~@h`
81   0x00006448 0x00407048 4   5    .text   ascii   ~@h\f
82   0x00006540 0x00407140 4   5    .text   ascii   ~@h<
83   0x000066c4 0x004072c4 4   5    .text   ascii   ~@hx
84   0x00006780 0x00407380 4   5    .text   ascii   ~@h\f
85   0x00006950 0x00407550 4   5    .text   ascii   ~@h@
86   0x00006b0c 0x0040770c 4   5    .text   ascii   ~@hl
87   0x00006bc0 0x004077c0 4   5    .text   ascii   ~@hd
88   0x00006e10 0x00407a10 4   5    .text   ascii   ~@hH
89   0x00007314 0x00407f14 4   5    .text   ascii   RPVQ
90   0x00007419 0x00408019 5   8    .text   utf8    EԉẼM blocks=Basic Latin,Cyrillic Supplement,Combining Diacritical Marks
91   0x00007489 0x00408089 6   8    .text   utf8    .3\vM\bf
92   0x000078ed 0x004084ed 4   5    .text   ascii   t\fj\f
93   0x00007b3c 0x0040873c 4   5    .text   ascii   u%h$
94   0x00007bdc 0x004087dc 4   5    .text   ascii   E\b;E
95   0x00007d39 0x00408939 4   5    .text   ascii   E\f;E
96   0x00008402 0x00409002 4   5    .text   ascii   t\fj4
97   0x00008592 0x00409192 5   6    .text   ascii   PhD)I
98   0x000085f1 0x004091f1 4   5    .text   ascii   uDku
99   0x00008629 0x00409229 4   6    .text   utf8    uȋ}\b blocks=Basic Latin,Latin Extended-B
100  0x000086b0 0x004092b0 4   5    .text   ascii   u\fkE
101  0x000086ee 0x004092ee 4   5    .text   ascii   E\b_^
102  0x00008797 0x00409397 7   11   .text   utf8    E̋ẺE܃} blocks=Basic Latin,Combining Diacritical Marks,Syriac
103  0x00008957 0x00409557 11  17   .text   utf8    EċEĉE\vE\tEЃ} blocks=Basic Latin,Latin Extended-A,Cyrillic
104  0x00008995 0x00409595 6   7    .text   ascii   p\bh\n &
105  0x00008f23 0x00409b23 4   5    .text   ascii   @j\bX
106  0x00008f6c 0x00409b6c 4   5    .text   ascii   @j\tX
107  0x00008fb5 0x00409bb5 4   5    .text   ascii   @j\aX
108  0x00008ffe 0x00409bfe 4   5    .text   ascii   @j\bX
109  0x0000915a 0x00409d5a 4   6    .text   utf8    E\bƀ8 blocks=Basic Latin,Latin Extended-B
110  0x00009164 0x00409d64 4   6    .text   utf8    E\bƀ9 blocks=Basic Latin,Latin Extended-B
111  0x000092ee 0x00409eee 4   6    .text   utf8    E̋E\f blocks=Basic Latin,Combining Diacritical Marks
112  0x000092f7 0x00409ef7 4   6    .text   utf8    E؋E\f blocks=Basic Latin,Arabic
113  0x00009300 0x00409f00 4   6    .text   utf8    EЋE\f blocks=Basic Latin,Cyrillic
114  0x00009401 0x0040a001 5   8    .text   utf8    +E؋M̋ blocks=Basic Latin,Arabic,Combining Diacritical Marks
115  0x0000957a 0x0040a17a 4   5    .text   ascii   tIh/
116  0x0000969a 0x0040a29a 4   6    .text   utf8    DEĉE blocks=Basic Latin,Latin Extended-A
117  0x000096ec 0x0040a2ec 4   6    .text   utf8    EЋE\f blocks=Basic Latin,Cyrillic
118  0x0000974c 0x0040a34c 4   6    .text   utf8    E؋E\b blocks=Basic Latin,Arabic
119  0x0000975b 0x0040a35b 4   6    .text   utf8    E؋M\b blocks=Basic Latin,Arabic
120  0x00009778 0x0040a378 4   6    .text   utf8    \r3\vM
