[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000178 0x00000178 5   6            ascii   .text
2     0x0000019f 0x0000019f 6   7            ascii   `.data
3     0x000001c8 0x000001c8 6   7            ascii   .rdata
4     0x000001ef 0x000001ef 5   6            ascii   @.bss
5     0x00000218 0x00000218 6   7            ascii   .idata
1464  0x00010ea6 0x00414ea6 5   12           utf16le te-IN
1465  0x00010eb2 0x00414eb2 5   12           utf16le kn-IN
1466  0x00010ebe 0x00414ebe 5   12           utf16le ml-IN
1467  0x00010eca 0x00414eca 5   12           utf16le mr-IN
1468  0x00010ed6 0x00414ed6 5   12           utf16le sa-IN
1469  0x00010ee2 0x00414ee2 5   12           utf16le mn-MN
1470  0x00010eee 0x00414eee 5   12           utf16le cy-GB
1471  0x00010efa 0x00414efa 5   12           utf16le gl-ES
1472  0x00010f06 0x00414f06 6   14           utf16le kok-IN
1473  0x00010f16 0x00414f16 6   14           utf16le syr-SY
1474  0x00010f26 0x00414f26 6   14           utf16le div-MV
1475  0x00010f36 0x00414f36 6   14           utf16le quz-BO
1476  0x00010f46 0x00414f46 5   12           utf16le ns-ZA
1477  0x00010f52 0x00414f52 5   12           utf16le mi-NZ
1478  0x00010f5e 0x00414f5e 5   12           utf16le ar-IQ
1479  0x00010f6a 0x00414f6a 5   12           utf16le zh-CN
1480  0x00010f76 0x00414f76 5   12           utf16le de-CH
1481  0x00010f82 0x00414f82 5   12           utf16le en-GB
1482  0x00010f8e 0x00414f8e 5   12           utf16le es-MX
1483  0x00010f9a 0x00414f9a 5   12           utf16le fr-BE
1484  0x00010fa6 0x00414fa6 5   12           utf16le it-CH
1485  0x00010fb2 0x00414fb2 5   12           utf16le nl-BE
1486  0x00010fbe 0x00414fbe 5   12           utf16le nn-NO
1487  0x00010fca 0x00414fca 5   12           utf16le pt-PT
1488  0x00010fd6 0x00414fd6 10  22           utf16le sr-SP-Latn
1489  0x00010fee 0x00414fee 5   12           utf16le sv-FI
1490  0x00010ffa 0x00414ffa 10  22           utf16le az-AZ-Cyrl
1491  0x00011012 0x00415012 5   12           utf16le se-SE
1492  0x0001101e 0x0041501e 5   12           utf16le ms-BN
1493  0x0001102a 0x0041502a 10  22           utf16le uz-UZ-Cyrl
1494  0x00011042 0x00415042 6   14           utf16le quz-EC
1495  0x00011052 0x00415052 5   12           utf16le ar-EG
1496  0x0001105e 0x0041505e 5   12           utf16le zh-HK
1497  0x0001106a 0x0041506a 5   12           utf16le de-AT
1498  0x00011076 0x00415076 5   12           utf16le en-AU
1499  0x00011082 0x00415082 5   12           utf16le es-ES
1500  0x0001108e 0x0041508e 5   12           utf16le fr-CA
1501  0x0001109a 0x0041509a 10  22           utf16le sr-SP-Cyrl
1502  0x000110b2 0x004150b2 5   12           utf16le se-FI
1503  0x000110be 0x004150be 6   14           utf16le quz-PE
1504  0x000110ce 0x004150ce 5   12           utf16le ar-LY
1505  0x000110da 0x004150da 5   12           utf16le zh-SG
1506  0x000110e6 0x004150e6 5   12           utf16le de-LU
1507  0x000110f2 0x004150f2 5   12           utf16le en-CA
1508  0x000110fe 0x004150fe 5   12           utf16le es-GT
1509  0x0001110a 0x0041510a 5   12           utf16le fr-CH
1510  0x00011116 0x00415116 5   12           utf16le hr-BA
1511  0x00011122 0x00415122 6   14           utf16le smj-NO
1512  0x00011132 0x00415132 5   12           utf16le ar-DZ
1513  0x0001113e 0x0041513e 5   12           utf16le zh-MO
1514  0x0001114a 0x0041514a 5   12           utf16le de-LI
1515  0x00011156 0x00415156 5   12           utf16le en-NZ
1516  0x00011162 0x00415162 5   12           utf16le es-CR
1517  0x0001116e 0x0041516e 5   12           utf16le fr-LU
1518  0x0001117a 0x0041517a 10  22           utf16le bs-BA-Latn
1519  0x00011192 0x00415192 6   14           utf16le smj-SE
1520  0x000111a2 0x004151a2 5   12           utf16le ar-MA
1521  0x000111ae 0x004151ae 5   12           utf16le en-IE
1522  0x000111ba 0x004151ba 5   12           utf16le es-PA
1523  0x000111c6 0x004151c6 5   12           utf16le fr-MC
1524  0x000111d2 0x004151d2 10  22           utf16le sr-BA-Latn
1525  0x000111ea 0x004151ea 6   14           utf16le sma-NO
1526  0x000111fa 0x004151fa 5   12           utf16le ar-TN
1527  0x00011206 0x00415206 5   12           utf16le en-ZA
1528  0x00011212 0x00415212 5   12           utf16le es-DO
1529  0x0001121e 0x0041521e 10  22           utf16le sr-BA-Cyrl
1530  0x00011236 0x00415236 6   14           utf16le sma-SE
1531  0x00011246 0x00415246 5   12           utf16le ar-OM
1532  0x00011252 0x00415252 5   12           utf16le en-JM
1533  0x0001125e 0x0041525e 5   12           utf16le es-VE
1534  0x0001126a 0x0041526a 6   14           utf16le sms-FI
1535  0x0001127a 0x0041527a 5   12           utf16le ar-YE
1536  0x00011286 0x00415286 5   12           utf16le en-CB
1537  0x00011292 0x00415292 5   12           utf16le es-CO
1538  0x0001129e 0x0041529e 6   14           utf16le smn-FI
1539  0x000112ae 0x004152ae 5   12           utf16le ar-SY
1540  0x000112ba 0x004152ba 5   12           utf16le en-BZ
1541  0x000112c6 0x004152c6 5   12           utf16le es-PE
1542  0x000112d2 0x004152d2 5   12           utf16le ar-JO
1543  0x000112de 0x004152de 5   12           utf16le en-TT
1544  0x000112ea 0x004152ea 5   12           utf16le es-AR
1545  0x000112f6 0x004152f6 5   12           utf16le ar-LB
1546  0x00011302 0x00415302 5   12           utf16le en-ZW
1547  0x0001130e 0x0041530e 5   12           utf16le es-EC
1548  0x0001131a 0x0041531a 5   12           utf16le ar-KW
1549  0x00011326 0x00415326 5   12           utf16le en-PH
1550  0x00011332 0x00415332 5   12           utf16le es-CL
1551  0x0001133e 0x0041533e 5   12           utf16le ar-AE
1552  0x0001134a 0x0041534a 5   12           utf16le es-UY
1553  0x00011356 0x00415356 5   12           utf16le ar-BH
1554  0x00011362 0x00415362 5   12           utf16le es-PY
1555  0x0001136e 0x0041536e 5   12           utf16le ar-QA
1556  0x0001137a 0x0041537a 5   12           utf16le es-BO
1557  0x00011386 0x00415386 5   12           utf16le es-SV
1558  0x00011392 0x00415392 5   12           utf16le es-HN
1559  0x0001139e 0x0041539e 5   12           utf16le es-NI
1560  0x000113aa 0x004153aa 5   12           utf16le es-PR
1561  0x000113b6 0x004153b6 6   14           utf16le zh-CHT
1562  0x000113ce 0x004153ce 5   12           utf16le af-za
1563  0x000113da 0x004153da 5   12           utf16le ar-ae
1564  0x000113e6 0x004153e6 5   12           utf16le ar-bh
1565  0x000113f2 0x004153f2 5   12           utf16le ar-dz
1566  0x000113fe 0x004153fe 5   12           utf16le ar-eg
1567  0x0001140a 0x0041540a 5   12           utf16le ar-iq
1568  0x00011416 0x00415416 5   12           utf16le ar-jo
1569  0x00011422 0x00415422 5   12           utf16le ar-kw
1570  0x0001142e 0x0041542e 5   12           utf16le ar-lb
1571  0x0001143a 0x0041543a 5   12           utf16le ar-ly
1572  0x00011446 0x00415446 5   12           utf16le ar-ma
1573  0x00011452 0x00415452 5   12           utf16le ar-om
1574  0x0001145e 0x0041545e 5   12           utf16le ar-qa
1575  0x0001146a 0x0041546a 5   12           utf16le ar-sa
1576  0x00011476 0x00415476 5   12           utf16le ar-sy
1577  0x00011482 0x00415482 5   12           utf16le ar-tn
1578  0x0001148e 0x0041548e 5   12           utf16le ar-ye
1579  0x0001149a 0x0041549a 10  22           utf16le az-az-cyrl
1580  0x000114b2 0x004154b2 10  22           utf16le az-az-latn
1581  0x000114ca 0x004154ca 5   12           utf16le be-by
1582  0x000114d6 0x004154d6 5   12           utf16le bg-bg
1583  0x000114e2 0x004154e2 5   12           utf16le bn-in
1584  0x000114ee 0x004154ee 10  22           utf16le bs-ba-latn
1585  0x00011506 0x00415506 5   12           utf16le ca-es
1586  0x00011512 0x00415512 5   12           utf16le cs-cz
1587  0x0001151e 0x0041551e 5   12           utf16le cy-gb
1588  0x0001152a 0x0041552a 5   12           utf16le da-dk
1589  0x00011536 0x00415536 5   12           utf16le de-at
1590  0x00011542 0x00415542 5   12           utf16le de-ch
1591  0x0001154e 0x0041554e 5   12           utf16le de-de
1592  0x0001155a 0x0041555a 5   12           utf16le de-li
1593  0x00011566 0x00415566 5   12           utf16le de-lu
1594  0x00011572 0x00415572 6   14           utf16le div-mv
1595  0x00011582 0x00415582 5   12           utf16le el-gr
1596  0x0001158e 0x0041558e 5   12           utf16le en-au
1597  0x0001159a 0x0041559a 5   12           utf16le en-bz
1598  0x000115a6 0x004155a6 5   12           utf16le en-ca
1599  0x000115b2 0x004155b2 5   12           utf16le en-cb
1600  0x000115be 0x004155be 5   12           utf16le en-gb
1601  0x000115ca 0x004155ca 5   12           utf16le en-ie
1602  0x000115d6 0x004155d6 5   12           utf16le en-jm
1603  0x000115e2 0x004155e2 5   12           utf16le en-nz
1604  0x000115ee 0x004155ee 5   12           utf16le en-ph
1605  0x000115fa 0x004155fa 5   12           utf16le en-tt
1606  0x00011606 0x00415606 5   12           utf16le en-us
1607  0x00011612 0x00415612 5   12           utf16le en-za
1608  0x0001161e 0x0041561e 5   12           utf16le en-zw
1609  0x0001162a 0x0041562a 5   12           utf16le es-ar
1610  0x00011636 0x00415636 5   12           utf16le es-bo
1611  0x00011642 0x00415642 5   12           utf16le es-cl
1612  0x0001164e 0x0041564e 5   12           utf16le es-co
1613  0x0001165a 0x0041565a 5   12           utf16le es-cr
1614  0x00011666 0x00415666 5   12           utf16le es-do
1615  0x00011672 0x00415672 5   12           utf16le es-ec
1616  0x0001167e 0x0041567e 5   12           utf16le es-es
1617  0x0001168a 0x0041568a 5   12           utf16le es-gt
1618  0x00011696 0x00415696 5   12           utf16le es-hn
1619  0x000116a2 0x004156a2 5   12           utf16le es-mx
1620  0x000116ae 0x004156ae 5   12           utf16le es-ni
1621  0x000116ba 0x004156ba 5   12           utf16le es-pa
1622  0x000116c6 0x004156c6 5   12           utf16le es-pe
1623  0x000116d2 0x004156d2 5   12           utf16le es-pr
1624  0x000116de 0x004156de 5   12           utf16le es-py
1625  0x000116ea 0x004156ea 5   12           utf16le es-sv
1626  0x000116f6 0x004156f6 5   12           utf16le es-uy
1627  0x00011702 0x00415702 5   12           utf16le es-ve
1628  0x0001170e 0x0041570e 5   12           utf16le et-ee
1629  0x0001171a 0x0041571a 5   12           utf16le eu-es
1630  0x00011726 0x00415726 5   12           utf16le fa-ir
1631  0x00011732 0x00415732 5   12           utf16le fi-fi
1632  0x0001173e 0x0041573e 5   12           utf16le fo-fo
1633  0x0001174a 0x0041574a 5   12           utf16le fr-be
1634  0x00011756 0x00415756 5   12           utf16le fr-ca
1635  0x00011762 0x00415762 5   12           utf16le fr-ch
1636  0x0001176e 0x0041576e 5   12           utf16le fr-fr
1637  0x0001177a 0x0041577a 5   12           utf16le fr-lu
1638  0x00011786 0x00415786 5   12           utf16le fr-mc
1639  0x00011792 0x00415792 5   12           utf16le gl-es
1640  0x0001179e 0x0041579e 5   12           utf16le gu-in
1641  0x000117aa 0x004157aa 5   12           utf16le he-il
1642  0x000117b6 0x004157b6 5   12           utf16le hi-in
1643  0x000117c2 0x004157c2 5   12           utf16le hr-ba
1644  0x000117ce 0x004157ce 5   12           utf16le hr-hr
1645  0x000117da 0x004157da 5   12           utf16le hu-hu
1646  0x000117e6 0x004157e6 5   12           utf16le hy-am
1647  0x000117f2 0x004157f2 5   12           utf16le id-id
1648  0x000117fe 0x004157fe 5   12           utf16le is-is
1649  0x0001180a 0x0041580a 5   12           utf16le it-ch
1650  0x00011816 0x00415816 5   12           utf16le it-it
1651  0x00011822 0x00415822 5   12           utf16le ja-jp
1652  0x0001182e 0x0041582e 5   12           utf16le ka-ge
1653  0x0001183a 0x0041583a 5   12           utf16le kk-kz
1654  0x00011846 0x00415846 5   12           utf16le kn-in
1655  0x00011852 0x00415852 5   12           utf16le ko-kr
1656  0x0001185e 0x0041585e 6   14           utf16le kok-in
1657  0x0001186e 0x0041586e 5   12           utf16le ky-kg
1658  0x0001187a 0x0041587a 5   12           utf16le lt-lt
1659  0x00011886 0x00415886 5   12           utf16le lv-lv
1660  0x00011892 0x00415892 5   12           utf16le mi-nz
1661  0x0001189e 0x0041589e 5   12           utf16le mk-mk
1662  0x000118aa 0x004158aa 5   12           utf16le ml-in
1663  0x000118b6 0x004158b6 5   12           utf16le mn-mn
1664  0x000118c2 0x004158c2 5   12           utf16le mr-in
1665  0x000118ce 0x004158ce 5   12           utf16le ms-bn
1666  0x000118da 0x004158da 5   12           utf16le ms-my
1667  0x000118e6 0x004158e6 5   12           utf16le mt-mt
1668  0x000118f2 0x004158f2 5   12           utf16le nb-no
1669  0x000118fe 0x004158fe 5   12           utf16le nl-be
1670  0x0001190a 0x0041590a 5   12           utf16le nl-nl
1671  0x00011916 0x00415916 5   12           utf16le nn-no
1672  0x00011922 0x00415922 5   12           utf16le ns-za
1673  0x0001192e 0x0041592e 5   12           utf16le pa-in
1674  0x0001193a 0x0041593a 5   12           utf16le pl-pl
1675  0x00011946 0x00415946 5   12           utf16le pt-br
1676  0x00011952 0x00415952 5   12           utf16le pt-pt
1677  0x0001195e 0x0041595e 6   14           utf16le quz-bo
1678  0x0001196e 0x0041596e 6   14           utf16le quz-ec
1679  0x0001197e 0x0041597e 6   14           utf16le quz-pe
1680  0x0001198e 0x0041598e 5   12           utf16le ro-ro
1681  0x0001199a 0x0041599a 5   12           utf16le ru-ru
1682  0x000119a6 0x004159a6 5   12           utf16le sa-in
1683  0x000119b2 0x004159b2 5   12           utf16le se-fi
1684  0x000119be 0x004159be 5   12           utf16le se-no
1685  0x000119ca 0x004159ca 5   12           utf16le se-se
1686  0x000119d6 0x004159d6 5   12           utf16le sk-sk
1687  0x000119e2 0x004159e2 5   12           utf16le sl-si
1688  0x000119ee 0x004159ee 6   14           utf16le sma-no
1689  0x000119fe 0x004159fe 6   14           utf16le sma-se
1690  0x00011a0e 0x00415a0e 6   14           utf16le smj-no
1691  0x00011a1e 0x00415a1e 6   14           utf16le smj-se
1692  0x00011a2e 0x00415a2e 6   14           utf16le smn-fi
1693  0x00011a3e 0x00415a3e 6   14           utf16le sms-fi
1694  0x00011a4e 0x00415a4e 5   12           utf16le sq-al
1695  0x00011a5a 0x00415a5a 10  22           utf16le sr-ba-cyrl
1696  0x00011a72 0x00415a72 10  22           utf16le sr-ba-latn
1697  0x00011a8a 0x00415a8a 10  22           utf16le sr-sp-cyrl
1698  0x00011aa2 0x00415aa2 10  22           utf16le sr-sp-latn
1699  0x00011aba 0x00415aba 5   12           utf16le sv-fi
1700  0x00011ac6 0x00415ac6 5   12           utf16le sv-se
1701  0x00011ad2 0x00415ad2 5   12           utf16le sw-ke
1702  0x00011ade 0x00415ade 6   14           utf16le syr-sy
1703  0x00011aee 0x00415aee 5   12           utf16le ta-in
1704  0x00011afa 0x00415afa 5   12           utf16le te-in
1705  0x00011b06 0x00415b06 5   12           utf16le th-th
1706  0x00011b12 0x00415b12 5   12           utf16le tn-za
1707  0x00011b1e 0x00415b1e 5   12           utf16le tr-tr
1708  0x00011b2a 0x00415b2a 5   12           utf16le tt-ru
1709  0x00011b36 0x00415b36 5   12           utf16le uk-ua
1710  0x00011b42 0x00415b42 5   12           utf16le ur-pk
1711  0x00011b4e 0x00415b4e 10  22           utf16le uz-uz-cyrl
1712  0x00011b66 0x00415b66 10  22           utf16le uz-uz-latn
1713  0x00011b7e 0x00415b7e 5   12           utf16le vi-vn
1714  0x00011b8a 0x00415b8a 5   12           utf16le xh-za
1715  0x00011b96 0x00415b96 6   14           utf16le zh-chs
1716  0x00011ba6 0x00415ba6 6   14           utf16le zh-cht
1717  0x00011bb6 0x00415bb6 5   12           utf16le zh-cn
1718  0x00011bc2 0x00415bc2 5   12           utf16le zh-hk
1719  0x00011bce 0x00415bce 5   12           utf16le zh-mo
1720  0x00011bda 0x00415bda 5   12           utf16le zh-sg
1721  0x00011be6 0x00415be6 5   12           utf16le zh-tw
1722  0x00011bf2 0x00415bf2 5   12           utf16le zu-za
1723  0x00011c0e 0x00415c0e 20  21           ascii   bad array new length
1724  0x00011c6e 0x00415c6e 7   8            ascii   generic
1725  0x00011c92 0x00415c92 8   9            ascii   iostream
1726  0x00011c9e 0x00415c9e 21  22           ascii   iostream stream error
1727  0x00011cc2 0x00415cc2 8   9            ascii   bad cast
1728  0x00011cde 0x00415cde 15  16           ascii   bad locale name
1729  0x00011cf2 0x00415cf2 85  86           ascii   :Sun:Sunday:Mon:Monday:Tue:Tuesday:Wed:Wednesday:Thu:Thursday:Fri:Friday:Sat:Saturday
1730  0x00011d4a 0x00415d4a 134 135          ascii   :Jan:January:Feb:February:Mar:March:Apr:April:May:May:Jun:June:Jul:July:Aug:August:Sep:September:Oct:October:Nov:November:Dec:December
1731  0x00011dd2 0x00415dd2 5   6            ascii   false
1732  0x00011dda 0x00415dda 4   5            ascii   true
1733  0x00011de2 0x00415de2 85  172          utf16le :Sun:Sunday:Mon:Monday:Tue:Tuesday:Wed:Wednesday:Thu:Thursday:Fri:Friday:Sat:Saturday
1734  0x00011e92 0x00415e92 134 270          utf16le :Jan:January:Feb:February:Mar:March:Apr:April:May:May:Jun:June:Jul:July:Aug:August:Sep:September:Oct:October:Nov:November:Dec:December
1735  0x0001216a 0x0041616a 20  21           ascii   ios_base::badbit set
1736  0x00012182 0x00416182 21  22           ascii   ios_base::failbit set
1737  0x0001219a 0x0041619a 20  21           ascii   ios_base::eofbit set
1738  0x00012276 0x00416276 23  24           ascii   invalid string position
1739  0x0001228e 0x0041628e 15  16           ascii   string too long
1740  0x0001244a 0x0041644a 14  15           ascii   broken promise
1741  0x0001245a 0x0041645a 24  25           ascii   future already retrieved
1742  0x00012476 0x00416476 25  26           ascii   promise already satisfied
1743  0x00012492 0x00416492 8   9            ascii   no state
1744  0x0001255e 0x0041655e 14  15           ascii   0123456789-+Ee
1745  0x0001256e 0x0041656e 26  27           ascii   0123456789ABCDEFabcdef-+Xx
1746  0x0001258a 0x0041658a 28  29           ascii   0123456789ABCDEFabcdef-+XxPp
1747  0x00012a92 0x00416a92 28  29           ascii   address family not supported
1748  0x00012ab2 0x00416ab2 14  15           ascii   address in use
1749  0x00012ac2 0x00416ac2 21  22           ascii   address not available
1750  0x00012ada 0x00416ada 17  18           ascii   already connected
1751  0x00012aee 0x00416aee 22  23           ascii   argument list too long
1752  0x00012b06 0x00416b06 22  23           ascii   argument out of domain
1753  0x00012b1e 0x00416b1e 11  12           ascii   bad address
1754  0x00012b2a 0x00416b2a 19  20           ascii   bad file descriptor
1755  0x00012b3e 0x00416b3e 11  12           ascii   bad message
1756  0x00012b4a 0x00416b4a 11  12           ascii   broken pipe
1757  0x00012b56 0x00416b56 18  19           ascii   connection aborted
1758  0x00012b6a 0x00416b6a 30  31           ascii   connection already in progress
1759  0x00012b8a 0x00416b8a 18  19           ascii   connection refused
1760  0x00012b9e 0x00416b9e 16  17           ascii   connection reset
1761  0x00012bb2 0x00416bb2 17  18           ascii   cross device link
1762  0x00012bc6 0x00416bc6 28  29           ascii   destination address required
1763  0x00012be6 0x00416be6 23  24           ascii   device or resource busy
1764  0x00012bfe 0x00416bfe 19  20           ascii   directory not empty
1765  0x00012c12 0x00416c12 23  24           ascii   executable format error
1766  0x00012c2a 0x00416c2a 11  12           ascii   file exists
1767  0x00012c36 0x00416c36 14  15           ascii   file too large
1768  0x00012c46 0x00416c46 17  18           ascii   filename too long
1769  0x00012c5a 0x00416c5a 22  23           ascii   function not supported
1770  0x00012c72 0x00416c72 16  17           ascii   host unreachable
1771  0x00012c86 0x00416c86 18  19           ascii   identifier removed
1772  0x00012c9a 0x00416c9a 21  22           ascii   illegal byte sequence
1773  0x00012cb2 0x00416cb2 34  35           ascii   inappropriate io control operation
1774  0x00012cd6 0x00416cd6 11  12           ascii   interrupted
1775  0x00012ce2 0x00416ce2 16  17           ascii   invalid argument
1776  0x00012cf6 0x00416cf6 12  13           ascii   invalid seek
1777  0x00012d06 0x00416d06 8   9            ascii   io error
1778  0x00012d12 0x00416d12 14  15           ascii   is a directory
1779  0x00012d22 0x00416d22 12  13           ascii   message size
1780  0x00012d32 0x00416d32 12  13           ascii   network down
1781  0x00012d42 0x00416d42 13  14           ascii   network reset
1782  0x00012d52 0x00416d52 19  20           ascii   network unreachable
1783  0x00012d66 0x00416d66 15  16           ascii   no buffer space
1784  0x00012d76 0x00416d76 16  17           ascii   no child process
1785  0x00012d8a 0x00416d8a 7   8            ascii   no link
1786  0x00012d92 0x00416d92 17  18           ascii   no lock available
1787  0x00012da6 0x00416da6 20  21           ascii   no message available
1788  0x00012dbe 0x00416dbe 10  11           ascii   no message
1789  0x00012dca 0x00416dca 18  19           ascii   no protocol option
1790  0x00012dde 0x00416dde 18  19           ascii   no space on device
1791  0x00012df2 0x00416df2 19  20           ascii   no stream resources
1792  0x00012e06 0x00416e06 25  26           ascii   no such device or address
1793  0x00012e22 0x00416e22 14  15           ascii   no such device
1794  0x00012e32 0x00416e32 25  26           ascii   no such file or directory
1795  0x00012e4e 0x00416e4e 15  16           ascii   no such process
1796  0x00012e5e 0x00416e5e 15  16           ascii   not a directory
1797  0x00012e6e 0x00416e6e 12  13           ascii   not a socket
1798  0x00012e7e 0x00416e7e 12  13           ascii   not a stream
1799  0x00012e8e 0x00416e8e 13  14           ascii   not connected
1800  0x00012e9e 0x00416e9e 17  18           ascii   not enough memory
1801  0x00012eb2 0x00416eb2 13  14           ascii   not supported
1802  0x00012ec2 0x00416ec2 18  19           ascii   operation canceled
1803  0x00012ed6 0x00416ed6 21  22           ascii   operation in progress
1804  0x00012eee 0x00416eee 23  24           ascii   operation not permitted
1805  0x00012f06 0x00416f06 23  24           ascii   operation not supported
1806  0x00012f1e 0x00416f1e 21  22           ascii   operation would block
1807  0x00012f36 0x00416f36 10  11           ascii   owner dead
1808  0x00012f42 0x00416f42 17  18           ascii   permission denied
1809  0x00012f56 0x00416f56 14  15           ascii   protocol error
1810  0x00012f66 0x00416f66 22  23           ascii   protocol not supported
1811  0x00012f7e 0x00416f7e 21  22           ascii   read only file system
1812  0x00012f96 0x00416f96 29  30           ascii   resource deadlock would occur
1813  0x00012fb6 0x00416fb6 30  31           ascii   resource unavailable try again
1814  0x00012fd6 0x00416fd6 19  20           ascii   result out of range
1815  0x00012fea 0x00416fea 21  22           ascii   state not recoverable
1816  0x00013002 0x00417002 14  15           ascii   stream timeout
1817  0x00013012 0x00417012 14  15           ascii   text file busy
1818  0x00013022 0x00417022 9   10           ascii   timed out
1819  0x0001302e 0x0041702e 29  30           ascii   too many files open in system
1820  0x0001304e 0x0041704e 19  20           ascii   too many files open
1821  0x00013062 0x00417062 14  15           ascii   too many links
1822  0x00013072 0x00417072 29  30           ascii   too many symbolic link levels
1823  0x00013092 0x00417092 15  16           ascii   value too large
1824  0x000130a2 0x004170a2 19  20           ascii   wrong protocol type
1825  0x000130b6 0x004170b6 13  14           ascii   unknown error
1826  0x00013692 0x00417692 21  22           ascii   %b %d %H : %M : %S %Y
1827  0x000136aa 0x004176aa 12  13           ascii   %m / %d / %y
1828  0x000136be 0x004176be 12  13           ascii   :AM:am:PM:pm
1829  0x000136ce 0x004176ce 15  16           ascii   %I : %M : %S %p
1830  0x000136de 0x004176de 7   8            ascii   %H : %M
1831  0x000136e6 0x004176e6 12  13           ascii   %H : %M : %S
1832  0x000136f6 0x004176f6 12  13           ascii   %d / %m / %y
1833  0x00013706 0x00417706 11  12           ascii   0123456789-
1834  0x00013712 0x00417712 5   6            ascii   %.0Lf
1835  0x0001371a 0x0041771a 11  12           ascii   0123456789-
1836  0x00013726 0x00417726 11  12           ascii   0123456789-
1837  0x00013732 0x00417732 14  15           ascii   0123456789-+Ee
1838  0x00013742 0x00417742 26  27           ascii   0123456789ABCDEFabcdef-+Xx
1839  0x0001375e 0x0041775e 11  12           ascii   0123456789-
1840  0x0001376a 0x0041776a 14  15           ascii   0123456789-+Ee
1841  0x0001377a 0x0041777a 26  27           ascii   0123456789ABCDEFabcdef-+Xx
1842  0x00013796 0x00417796 4   5            ascii   $+xv
1843  0x0001379e 0x0041779e 28  29           ascii   0123456789ABCDEFabcdef-+XxPp
1844  0x000137be 0x004177be 28  29           ascii   0123456789ABCDEFabcdef-+XxPp
1845  0x000137e2 0x004177e2 120 121          ascii   +v$x+v$xv$+xv+$xv$+x+$vx+$vx$v+x+$vx$+vx+v $+v $v $+v +$v $++$ v+$ v$ v++$ v$+ v+xv$+ v$v$ +v+ $v$ ++x$v+ $v$v ++ $v$ +v
1846  0x00013862 0x00417862 12  26           utf16le :AM:am:PM:pm
1847  0x00013885 0x00417885 5   6            ascii   raB3G
1848  0x000138ef 0x004178ef 4   5            ascii   Dz@P
1849  0x00013904 0x00417904 4   5            ascii   <nqE
1850  0x0001394c 0x0041794c 4   5            ascii   <nqE
1851  0x000139b1 0x004179b1 11  12           ascii   ?U]pB(>@AU]
1852  0x00013a13 0x00417a13 6   8            utf8    y\b<ڪ*> blocks=Basic Latin,Arabic
1853  0x00013aa9 0x00417aa9 6   8            utf8    @ц_X-} blocks=Basic Latin,Cyrillic
1854  0x00013ab7 0x00417ab7 5   6            ascii   V$Az*
1855  0x00013ad9 0x00417ad9 6   8            utf8    @ц_X-} blocks=Basic Latin,Cyrillic
1856  0x00013b17 0x00417b17 5   6            ascii   \vS@V6
1857  0x00013b47 0x00417b47 5   6            ascii   \vS@V6
1858  0x00013cde 0x00417cde 11  12           ascii   0123456789-
1859  0x00013cea 0x00417cea 11  12           ascii   0123456789-
1860  0x00013d08 0x00417d08 4   5            ascii   j=2K
1861  0x00013d31 0x00417d31 7   8            ascii   ?UUUUUU
1862  0x00013d86 0x00417d86 6   7            ascii   system
1863  0x00013d8e 0x00417d8e 27  28           ascii   invalid random_device value
1864  0x00013dd1 0x00417dd1 7   8            ascii   ?\aTUUUU
1865  0x00013df5 0x00417df5 41  42           ascii   M(knN0123456789abcdefghijklmnopqrstuvwxyz
1866  0x00013e28 0x00417e28 31  32           ascii   \r\f\v\v\n\n\t\t\t\t\t\b\b\b\b\b\b\b\a\a\a\a\a\a\a\a\a\a\a\a\a
1867  0x00013e4a 0x00417e4a 36  37           ascii   0123456789abcdefghijklmnopqrstuvwxyz
1868  0x00013e91 0x00417e91 6   7            ascii   \r\r\r\r\r\r
1869  0x00013e9a 0x00417e9a 22  23           ascii   0123456789abcdefABCDEF
1870  0x00013eb9 0x00417eb9 7   8            ascii   \a\b\t\n\v\f\r
1871  0x00013ec2 0x00417ec2 4   5            ascii   \n\v\f\r
1872  0x00013f06 0x00417f06 17  18           ascii   bad function call
1873  0x00013f2a 0x00417f2a 87  88           ascii   regex_error(error_collate): The expression contained an invalid collating element name.
1874  0x00013f82 0x00417f82 83  84           ascii   regex_error(error_ctype): The expression contained an invalid character class name.
1875  0x00013fda 0x00417fda 103 104          ascii   regex_error(error_escape): The expression contained an invalid escaped character, or a trailing escape.
1876  0x00014042 0x00418042 79  80           ascii   regex_error(error_backref): The expression contained an invalid back reference.
1877  0x00014092 0x00418092 70  71           ascii   regex_error(error_brack): The expression contained mismatched [ and ].
1878  0x000140da 0x004180da 70  71           ascii   regex_error(error_paren): The expression contained mismatched ( and ).
1879  0x00014122 0x00418122 70  71           ascii   regex_error(error_brace): The expression contained mismatched { and }.
1880  0x0001416a 0x0041816a 91  92           ascii   regex_error(error_badbrace): The expression contained an invalid range in a { expression }.
1881  0x000141ca 0x004181ca 111 112          ascii   regex_error(error_range): The expression contained an invalid character range, such as [b-a] in most encodings.
1882  0x0001423a 0x0041823a 110 111          ascii   regex_error(error_space): There was insufficient memory to convert the expression into a finite state machine.
