[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000b8 0x000000b8 4   5            ascii   Rich
2    0x000001d0 0x000001d0 5   6            ascii   .text
3    0x000001f7 0x000001f7 7   8            ascii   `.rdata
4    0x0000021f 0x0000021f 6   7            ascii   @.data
5    0x00000248 0x00000248 6   7            ascii   .reloc
6    0x0000042f 0x0040102f 4   5    .text   ascii   j\fY2
7    0x00000438 0x00401038 4   5    .text   ascii   QSUV
8    0x000004a7 0x004010a7 9   10   .text   ascii   WUUUUUUSQ
9    0x000004bd 0x004010bd 4   5    .text   ascii   UUj\n
10   0x000004cf 0x004010cf 6   8    .text   utf8    _^][YÃ blocks=Basic Latin,Latin-1 Supplement
11   0x000004d7 0x004010d7 6   7    .text   ascii   $SUVWj
12   0x000004de 0x004010de 7   9    .text   utf8    hl?M%3ۋ blocks=Basic Latin,Arabic
13   0x000004ec 0x004010ec 4   5    .text   ascii   \$$Z
14   0x00000507 0x00401107 4   5    .text   ascii   VSj0
15   0x0000052b 0x0040112b 5   6    .text   ascii   T$ Rj
16   0x00000542 0x00401142 5   6    .text   ascii   i3j\vZ
17   0x00000556 0x00401156 6   7    .text   ascii   t$ SSV
18   0x000005d3 0x004011d3 4   7    .text   utf8    h쇫Ij blocks=Basic Latin,Hangul Syllables
19   0x0000063c 0x0040123c 7   8    .text   ascii   SUVWj\rY
20   0x00000661 0x00401261 4   5    .text   ascii   T$ Y
21   0x000006d2 0x004012d2 4   5    .text   ascii   T$,3
22   0x000006e0 0x004012e0 4   5    .text   ascii   tKhO
23   0x00000754 0x00401354 4   5    .text   ascii   _^][
24   0x00000765 0x00401365 4   5    .text   ascii   SUVW
25   0x000007d4 0x004013d4 4   5    .text   ascii   QQQQ
26   0x0000081a 0x0040141a 4   5    .text   ascii   58}A
27   0x000008af 0x004014af 4   5    .text   ascii   _^]3
28   0x000008c0 0x004014c0 6   7    .text   ascii   TSUVWj
29   0x0000093e 0x0040153e 5   7    .text   utf8    ։G\f9_ blocks=Armenian,Basic Latin
30   0x00000945 0x00401545 7   8    .text   ascii   t 9_\bt\e
31   0x00000950 0x00401550 5   6    .text   ascii   QQWh_
32   0x000009c3 0x004015c3 4   5    .text   ascii   VWQj
33   0x00000a07 0x00401607 5   7    .text   utf8    SVW3ۋ blocks=Basic Latin,Arabic
34   0x00000ad1 0x004016d1 4   5    .text   ascii   h)n\n
35   0x00000b7f 0x0040177f 4   5    .text   ascii   SVWj
36   0x00000b9c 0x0040179c 4   5    .text   ascii   "j\fZ
37   0x00000be9 0x004017e9 4   5    .text   ascii   Vj\rZ
38   0x00000c77 0x00401877 4   5    .text   ascii   Aj\aZ
39   0x00000d18 0x00401918 6   7    .text   ascii   h&v[xj
40   0x00000d37 0x00401937 4   6    .text   utf8    S3۹l blocks=Basic Latin,Arabic
41   0x00000d45 0x00401945 4   5    .text   ascii   "j\nZ
42   0x00000d57 0x00401957 6   8    .text   utf8    uzSh\v˼ blocks=Basic Latin,Spacing Modifier Letters
43   0x00000d75 0x00401975 4   5    .text   ascii   u\Sh
44   0x00000d93 0x00401993 4   5    .text   ascii   u>Sh
45   0x00000d98 0x00401998 6   7    .text   ascii   :j@j\tZ
46   0x00000db1 0x004019b1 5   6    .text   ascii   u Sh:
47   0x00000db7 0x004019b7 5   6    .text   ascii   jij\aZ
48   0x00000dde 0x004019de 5   6    .text   ascii   D$$Sh
49   0x00000e07 0x00401a07 6   7    .text   ascii   @PhZAz
50   0x00000e18 0x00401a18 4   5    .text   ascii   D$,P
51   0x00000e2b 0x00401a2b 4   5    .text   ascii   D$(P
52   0x00000e69 0x00401a69 9   11   .text   utf8    L$ 3\tL$\f@
53   0x00000e7e 0x00401a7e 4   5    .text   ascii   L$\bS
54   0x00000ece 0x00401ace 4   5    .text   ascii   \$$P
55   0x00000f21 0x00401b21 4   6    .text   utf8    E؋L$ blocks=Basic Latin,Arabic
56   0x00000f7e 0x00401b7e 4   5    .text   ascii   UVW3
57   0x00000f97 0x00401b97 4   5    .text   ascii   tNWU
