[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000b0 0x000000b0 4   8            utf8    ,Ι̃Θ blocks=Basic Latin,Greek and Coptic,Combining Diacritical Marks
2    0x000000d0 0x000000d0 6   8            utf8    Rich,Θ blocks=Basic Latin,Greek and Coptic
3    0x000001d8 0x000001d8 5   6            ascii   .text
4    0x000001ff 0x000001ff 7   8            ascii   `.rdata
5    0x00000227 0x00000227 6   7            ascii   @.data
6    0x00000250 0x00000250 5   6            ascii   .rsrc
7    0x00000277 0x00000277 7   8            ascii   @.reloc
8    0x0000041e 0x0040101e 5   6    .text   ascii   xDSVW
9    0x0000042f 0x0040102f 5   6    .text   ascii   PQVW3
10   0x0000061c 0x0040121c 5   6    .text   ascii   Ph4,A
11   0x0000064f 0x0040124f 4   6    .text   utf8    8D,A
12   0x00000669 0x00401269 6   7    .text   ascii   RPhH,A
13   0x00000945 0x00401545 4   5    .text   ascii   \bSW3
14   0x00000952 0x00401552 7   8    .text   ascii   9}\bu\b_3
15   0x000009f1 0x004015f1 5   7    .text   utf8    U\b3ɾW blocks=Basic Latin,IPA Extensions
16   0x00000b7e 0x0040177e 4   5    .text   ascii   \f\eQj
17   0x00000c5c 0x0040185c 4   5    .text   ascii   t\aHt
18   0x00000d02 0x00401902 6   7    .text   ascii   Ht(_^[
19   0x00000f24 0x00401b24 4   5    .text   ascii   t\aHt
20   0x00001184 0x00401d84 4   5    .text   ascii   E\fSV
21   0x000014b2 0x004020b2 5   7    .text   utf8    ]ÿL+A blocks=Basic Latin,Latin-1 Supplement
22   0x000014e3 0x004020e3 8   10   .text   utf8    SVWj\3ۍE blocks=Basic Latin,Arabic
23   0x000016b8 0x004022b8 4   5    .text   ascii   \f6QS
24   0x00001940 0x00402540 4   5    .text   ascii   SWVR
25   0x00001c6e 0x0040286e 4   5    .text   ascii   j\bhP
26   0x00001d19 0x00402919 4   5    .text   ascii   SVW3
27   0x00001e11 0x00402a11 4   5    .text   ascii   h`,A
28   0x00001e57 0x00402a57 4   5    .text   ascii   Qj0P
29   0x00001f53 0x00402b53 4   5    .text   ascii   VWj<
30   0x00001fe3 0x00402be3 4   5    .text   ascii   Rj0P
31   0x000020b5 0x00402cb5 4   5    .text   ascii   u\bW3
32   0x000020e0 0x00402ce0 4   5    .text   ascii   uBh\b
33   0x00002159 0x00402d59 5   6    .text   ascii   Qhl,A
34   0x0000219a 0x00402d9a 4   5    .text   ascii   \bSVP
35   0x0000224e 0x00402e4e 4   5    .text   ascii   <N\nu
36   0x00002309 0x00402f09 4   5    .text   ascii   AQGW
37   0x00002406 0x00403006 6   7    .text   ascii   VWt&Hu
38   0x00002431 0x00403031 4   5    .text   ascii   U\bh\v
39   0x0000252c 0x0040312c 4   6    .text   utf8    M؉\r0 blocks=Basic Latin,Arabic
40   0x0000258d 0x0040318d 4   5    .text   ascii   Ht0H
41   0x000025a2 0x004031a2 6   7    .text   ascii   j0h(,A
42   0x00002767 0x00403367 4   10   .text   utf16le Ajjh
43   0x000027fe 0x004033fe 4   6    .text   utf8    _Ã=l blocks=Basic Latin,Latin-1 Supplement
44   0x0000282e 0x0040342e 4   6    .text   utf8    _Ë\r0 blocks=Basic Latin,Latin-1 Supplement
45   0x00002924 0x00403524 5   6    .text   ascii   \a\b\t\n\v
