[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
684  0x000087b8 0x0040b7b8 4   5    .bin    ascii   \rwWu
685  0x00008816 0x0040b816 4   6    .bin    utf8    xAFμ blocks=Basic Latin,Greek and Coptic
686  0x0000882d 0x0040b82d 4   6    .bin    utf8    Umޮ- blocks=Basic Latin,Thaana
687  0x00008888 0x0040b888 5   6    .bin    ascii   \b7n\n`
688  0x0000889f 0x0040b89f 6   8    .bin    utf8    \f*IԂp$ blocks=Basic Latin,Cyrillic Supplement
689  0x00008915 0x0040b915 4   5    .bin    ascii   \eew>
690  0x00008977 0x0040b977 4   5    .bin    ascii   GQ3d
691  0x0000898a 0x0040b98a 6   7    .bin    ascii   \aVGX)w
692  0x000089f9 0x0040b9f9 4   5    .bin    ascii   a \bl
693  0x00008a03 0x0040ba03 4   5    .bin    ascii   Wx\t;
694  0x00008ac8 0x0040bac8 5   6    .bin    ascii   7I^N,
695  0x00008acf 0x0040bacf 7   8    .bin    ascii   d6<(={E
696  0x00008ae5 0x0040bae5 4   5    .bin    ascii   U[a6
697  0x00008b44 0x0040bb44 4   5    .bin    ascii    pYb
698  0x00008b8d 0x0040bb8d 5   6    .bin    ascii   I?>>R
699  0x00008b9b 0x0040bb9b 5   6    .bin    ascii   [ MY%
700  0x00008baf 0x0040bbaf 6   8    .bin    utf8    $}Ivqň blocks=Basic Latin,Latin Extended-A
701  0x00008bc4 0x0040bbc4 4   5    .bin    ascii   qSy^
702  0x00008bdf 0x0040bbdf 5   7    .bin    utf8    ֬PF~D blocks=Hebrew,Basic Latin
703  0x00008c06 0x0040bc06 4   5    .bin    ascii   \tqrY
704  0x00008c3c 0x0040bc3c 4   6    .bin    utf8    /RڞI blocks=Basic Latin,Arabic
705  0x00008c58 0x0040bc58 5   6    .bin    ascii   I^B([
706  0x00008c5f 0x0040bc5f 5   6    .bin    ascii   "nlJA
707  0x00008c6a 0x0040bc6a 4   5    .bin    ascii   HtWK
708  0x00008c90 0x0040bc90 4   5    .bin    ascii   R?\b\r
709  0x00008d1c 0x0040bd1c 4   5    .bin    ascii   tnI~
710  0x00008d34 0x0040bd34 4   5    .bin    ascii   \b)"x
711  0x00008d3a 0x0040bd3a 4   5    .bin    ascii   z_q7
712  0x00008d74 0x0040bd74 4   5    .bin    ascii   5wq\f
713  0x00008d8a 0x0040bd8a 5   7    .bin    utf8    ʈoS;S blocks=IPA Extensions,Basic Latin
714  0x00008daa 0x0040bdaa 4   5    .bin    ascii   +^\tA
715  0x00008db9 0x0040bdb9 4   5    .bin    ascii   Rdm}
716  0x00008e5e 0x0040be5e 4   7    .bin    utf8    xUf blocks=Basic Latin,Private Use Area
717  0x00008ea7 0x0040bea7 5   7    .bin    utf8    ȕ3g/\f blocks=Latin Extended-B,Basic Latin
718  0x00008ebf 0x0040bebf 4   5    .bin    ascii   */q\a
719  0x00008eca 0x0040beca 5   6    .bin    ascii   QADaw
720  0x00008eec 0x0040beec 5   6    .bin    ascii   c=a\n-
721  0x00008ef5 0x0040bef5 4   6    .bin    utf8    ݬTv9 blocks=Arabic Supplement,Basic Latin
722  0x00008f79 0x0040bf79 4   5    .bin    ascii   v3&Z
723  0x00008f7e 0x0040bf7e 4   6    .bin    utf8    }Gnӯ blocks=Basic Latin,Cyrillic
724  0x00008fae 0x0040bfae 5   7    .bin    utf8    XF(È3 blocks=Basic Latin,Latin-1 Supplement
725  0x00008fbb 0x0040bfbb 5   7    .bin    utf8    o\b^ԧb blocks=Basic Latin,Cyrillic Supplement
726  0x00008fec 0x0040bfec 4   5    .bin    ascii   C;?`
727  0x00008ff4 0x0040bff4 5   7    .bin    utf8    #A̩!? blocks=Basic Latin,Combining Diacritical Marks
728  0x00009026 0x0040c026 8   9    .bin    ascii   K\fU/HgVt
729  0x00009035 0x0040c035 5   6    .bin    ascii   H{z\vT
730  0x0000906a 0x0040c06a 4   5    .bin    ascii   ogZ\f
731  0x00009073 0x0040c073 7   9    .bin    utf8    p @bbWd
732  0x000090b9 0x0040c0b9 4   5    .bin    ascii   %i\v@
733  0x00009123 0x0040c123 5   6    .bin    ascii   j\f6>@
734  0x00009160 0x0040c160 4   5    .bin    ascii   (W2'
735  0x000091ae 0x0040c1ae 4   5    .bin    ascii   fU@C
736  0x00009223 0x0040c223 4   5    .bin    ascii   \b+=o
737  0x0000923c 0x0040c23c 4   6    .bin    utf8    Ī$B` blocks=Latin Extended-A,Basic Latin
738  0x0000925b 0x0040c25b 9   12   .bin    utf8    \nx](]bL鏻u blocks=Basic Latin,CJK Unified Ideographs
739  0x0000927f 0x0040c27f 4   5    .bin    ascii   M.B4
740  0x000092ad 0x0040c2ad 7   8    .bin    ascii   i!rA9s\n
741  0x000092b7 0x0040c2b7 6   7    .bin    ascii   y?C\f|\b
742  0x00009345 0x0040c345 8   9    .bin    ascii   29I\"f?I
743  0x0000936d 0x0040c36d 4   7    .bin    utf8    4ǴЍl blocks=Basic Latin,Latin Extended-B,Cyrillic
744  0x0000937b 0x0040c37b 6   7    .bin    ascii   F<$uq[
745  0x00009399 0x0040c399 9   10   .bin    ascii   Dp\v'DceT<
746  0x000093a3 0x0040c3a3 4   7    .bin    utf8    炭\vOH blocks=CJK Unified Ideographs,Basic Latin
747  0x000093dd 0x0040c3dd 6   8    .bin    utf8    Vʇ&n$u blocks=Basic Latin,IPA Extensions
748  0x000093f1 0x0040c3f1 4   5    .bin    ascii   )9Ie
749  0x000093fe 0x0040c3fe 4   5    .bin    ascii   \r,a|
750  0x00009418 0x0040c418 7   10   .bin    utf8    $i=Y\t(黔 blocks=Basic Latin,CJK Unified Ideographs
751  0x00009438 0x0040c438 4   5    .bin    ascii   .$ZC
752  0x00009466 0x0040c466 6   7    .bin    ascii   =3:u;,
753  0x0000948d 0x0040c48d 4   6    .bin    utf8    X9І] blocks=Basic Latin,Cyrillic
754  0x000094d5 0x0040c4d5 4   5    .bin    ascii   XwY\b
755  0x0000953d 0x0040c53d 4   5    .bin    ascii   07L1
756  0x000095c0 0x0040c5c0 6   7    .bin    ascii   yCjS\n+
757  0x000095d5 0x0040c5d5 4   5    .bin    ascii   vuJC
758  0x000095de 0x0040c5de 5   6    .bin    ascii   dZ80>
759  0x0000960a 0x0040c60a 4   5    .bin    ascii   NJGW
760  0x0000963e 0x0040c63e 6   7    .bin    ascii   \n\e\fi+L
761  0x00009651 0x0040c651 4   5    .bin    ascii   aF,O
762  0x000096b6 0x0040c6b6 7   9    .bin    utf8    XOkÊ\tX\v blocks=Basic Latin,Latin-1 Supplement
763  0x000096d3 0x0040c6d3 6   7    .bin    ascii   So_As\a
764  0x00009724 0x0040c724 5   6    .bin    ascii   A*Y\b[
765  0x0000974d 0x0040c74d 5   7    .bin    utf8    ΟmT~J blocks=Greek and Coptic,Basic Latin
766  0x000097ac 0x0040c7ac 6   8    .bin    utf8    În;xI blocks=Basic Latin,Combining Diacritical Marks
767  0x000097b5 0x0040c7b5 5   6    .bin    ascii   Q3:3&
768  0x0000986d 0x0040c86d 5   6    .bin    ascii   "Aay#
769  0x0000987b 0x0040c87b 5   6    .bin    ascii   j/!m[
770  0x0000989f 0x0040c89f 5   6    .bin    ascii   V92&3
771  0x000098b0 0x0040c8b0 5   7    .bin    utf8    U:1Y۬ blocks=Basic Latin,Arabic
772  0x000098b8 0x0040c8b8 5   6    .bin    ascii   W.nvi
773  0x000098be 0x0040c8be 5   7    .bin    utf8    ɻTX-Q blocks=IPA Extensions,Basic Latin
774  0x000098c5 0x0040c8c5 5   9    .bin    utf8    \bv\瓤ǀ blocks=Basic Latin,CJK Unified Ideographs,Latin Extended-B
775  0x000098d3 0x0040c8d3 4   5    .bin    ascii   :3r"
776  0x000098ff 0x0040c8ff 9   11   .bin    utf8    \n$Ũ%_{|Be blocks=Basic Latin,Latin Extended-A
777  0x0000990f 0x0040c90f 4   5    .bin    ascii   \tn<\n
778  0x00009915 0x0040c915 8   9    .bin    ascii   jvSB1?xH
779  0x00009928 0x0040c928 4   6    .bin    utf8    Ʉ6=E blocks=Latin Extended-B,Basic Latin
780  0x0000994d 0x0040c94d 5   6    .bin    ascii   EVa5)
781  0x00009958 0x0040c958 5   6    .bin    ascii   \a\b"E\r
782  0x00009961 0x0040c961 5   7    .bin    utf8    7ֲ#I4 blocks=Basic Latin,Hebrew
783  0x0000997a 0x0040c97a 4   5    .bin    ascii   'c(k
784  0x000099f0 0x0040c9f0 4   5    .bin    ascii   };$F
785  0x00009a4c 0x0040ca4c 4   5    .bin    ascii   g-Gd
786  0x00009a51 0x0040ca51 4   5    .bin    ascii   $f~M
787  0x00009a5c 0x0040ca5c 4   6    .bin    utf8    v8tת blocks=Basic Latin,Hebrew
788  0x00009a79 0x0040ca79 6   7    .bin    ascii   \ej((97
789  0x00009aa9 0x0040caa9 4   5    .bin    ascii   hDL0
790  0x00009aaf 0x0040caaf 4   5    .bin    ascii   27Y\
791  0x00009add 0x0040cadd 5   6    .bin    ascii   <k\eg?
792  0x00009b02 0x0040cb02 4   5    .bin    ascii   \eD!9
793  0x00009b4a 0x0040cb4a 4   6    .bin    utf8    dÅcF blocks=Basic Latin,Latin-1 Supplement
794  0x00009b50 0x0040cb50 4   5    .bin    ascii   (w}T
795  0x00009b68 0x0040cb68 4   5    .bin    ascii   7PFH
796  0x00009ba0 0x0040cba0 4   6    .bin    utf8    UՎ"B blocks=Basic Latin,Armenian
797  0x00009be9 0x0040cbe9 4   5    .bin    ascii   l&4s
798  0x00009c22 0x0040cc22 4   5    .bin    ascii   ~4]r
799  0x00009c2d 0x0040cc2d 5   7    .bin    utf8    Ǚr)\vm blocks=Latin Extended-B,Basic Latin
800  0x00009cb1 0x0040ccb1 11  14   .bin    utf8    sHH;\b껊 Y0Xa blocks=Basic Latin,Hangul Syllables
801  0x00009ce5 0x0040cce5 5   6    .bin    ascii   qPc+9
802  0x00009e07 0x0040ce07 4   6    .bin    utf8    \XѨC blocks=Basic Latin,Cyrillic
803  0x00009e12 0x0040ce12 4   5    .bin    ascii   "kzw
804  0x00009e1c 0x0040ce1c 4   6    .bin    utf8    d/3z
805  0x00009e34 0x0040ce34 5   7    .bin    utf8    \f2I(ޭ blocks=Basic Latin,Thaana
806  0x00009e48 0x0040ce48 4   5    .bin    ascii   G#\bG
807  0x00009e9c 0x0040ce9c 5   7    .bin    utf8    \aQVؾj blocks=Basic Latin,Arabic
808  0x00009f7b 0x0040cf7b 4   6    .bin    utf8    PM`ڐ blocks=Basic Latin,Arabic
809  0x00009f89 0x0040cf89 4   5    .bin    ascii   1\arH
810  0x00009fe7 0x0040cfe7 4   5    .bin    ascii   ^\r\f%
811  0x00009ffc 0x0040cffc 6   9    .bin    utf8    GGrҰ[ڴ blocks=Basic Latin,Cyrillic,Arabic
812  0x0000a007 0x0040d007 4   5    .bin    ascii   1wuD
813  0x0000a044 0x0040d044 4   5    .bin    ascii   SmUQ
814  0x0000a04f 0x0040d04f 4   6    .bin    utf8    wvkΤ blocks=Basic Latin,Greek and Coptic
815  0x0000a05b 0x0040d05b 4   5    .bin    ascii   `8MK
816  0x0000a062 0x0040d062 4   5    .bin    ascii   3HVV
817  0x0000a06c 0x0040d06c 4   7    .bin    utf8    P<㶡K blocks=Basic Latin,CJK Unified Ideographs Extension A
818  0x0000a0cd 0x0040d0cd 4   5    .bin    ascii   #]C^
819  0x0000a0d6 0x0040d0d6 5   7    .bin    utf8    LW۩K, blocks=Basic Latin,Arabic
820  0x0000a0e6 0x0040d0e6 4   5    .bin    ascii   "4t\e
821  0x0000a0f2 0x0040d0f2 4   5    .bin    ascii   s}t>
822  0x0000a100 0x0040d100 4   6    .bin    utf8    ˞*[8 blocks=Spacing Modifier Letters,Basic Latin
823  0x0000a112 0x0040d112 4   5    .bin    ascii   \n\fVT
824  0x0000a11b 0x0040d11b 4   7    .bin    utf8    Ql]۠ blocks=Basic Latin,Arabic
825  0x0000a134 0x0040d134 4   6    .bin    utf8    Gͮ/X blocks=Basic Latin,Combining Diacritical Marks
826  0x0000a14f 0x0040d14f 5   6    .bin    ascii   tQa#T
827  0x0000a165 0x0040d165 4   5    .bin    ascii   6<$w
828  0x0000a16b 0x0040d16b 4   6    .bin    utf8    \v !ܻ blocks=Basic Latin,Syriac
829  0x0000a1b6 0x0040d1b6 5   6    .bin    ascii   8S5SO
830  0x0000a1bc 0x0040d1bc 4   5    .bin    ascii   nJ[x
831  0x0000a213 0x0040d213 4   6    .bin    utf8    d=¬\v blocks=Basic Latin,Latin-1 Supplement
832  0x0000a21c 0x0040d21c 4   5    .bin    ascii   ,Qse
833  0x0000a221 0x0040d221 5   6    .bin    ascii   q~\af1
834  0x0000a253 0x0040d253 6   7    .bin    ascii   !7/xYB
835  0x0000a25a 0x0040d25a 4   5    .bin    ascii   5tF8
836  0x0000a278 0x0040d278 4   5    .bin    ascii   6tXK
837  0x0000a291 0x0040d291 4   5    .bin    ascii   !=%d
838  0x0000a2e3 0x0040d2e3 5   6    .bin    ascii   Mk:Q4
839  0x0000a319 0x0040d319 6   8    .bin    utf8    7@ŹuJZ blocks=Basic Latin,Latin Extended-A
840  0x0000a321 0x0040d321 8   10   .bin    utf8    U5WiNsfg
841  0x0000a34b 0x0040d34b 6   10   .bin    utf8    K즩G3ڟ' blocks=Basic Latin,Hangul Syllables,Arabic
842  0x0000a364 0x0040d364 5   7    .bin    utf8    9ϗ\ak# blocks=Basic Latin,Greek and Coptic
843  0x0000a39f 0x0040d39f 7   9    .bin    utf8    H\e4aP%Ɂ blocks=Basic Latin,Latin Extended-B
844  0x0000a3b2 0x0040d3b2 4   6    .bin    utf8    ¶I8E blocks=Latin-1 Supplement,Basic Latin
845  0x0000a3e6 0x0040d3e6 4   6    .bin    utf8    BpTʰ blocks=Basic Latin,Spacing Modifier Letters
846  0x0000a3ec 0x0040d3ec 4   6    .bin    utf8    zڡl0 blocks=Basic Latin,Arabic
847  0x0000a40a 0x0040d40a 4   5    .bin    ascii   -M6O
848  0x0000a416 0x0040d416 4   5    .bin    ascii   tNL`
849  0x0000a436 0x0040d436 6   7    .bin    ascii   _7\b,u$
850  0x0000a44f 0x0040d44f 5   6    .bin    ascii   o@qIZ
851  0x0000a4b4 0x0040d4b4 6   9    .bin    utf8    #3u1ẋB blocks=Basic Latin,Latin Extended Additional
852  0x0000a4ea 0x0040d4ea 4   5    .bin    ascii   })\a%
853  0x0000a4f5 0x0040d4f5 5   6    .bin    ascii   MnW6\a
854  0x0000a530 0x0040d530 5   6    .bin    ascii   GQ9\fp
855  0x0000a555 0x0040d555 4   6    .bin    utf8    ĻVy5 blocks=Latin Extended-A,Basic Latin
856  0x0000a596 0x0040d596 4   5    .bin    ascii   w(xl
857  0x0000a59c 0x0040d59c 4   5    .bin    ascii   sR+^
858  0x0000a5a4 0x0040d5a4 8   10   .bin    utf8    xPYϘF}\t blocks=Basic Latin,Greek and Coptic
859  0x0000a5b3 0x0040d5b3 5   6    .bin    ascii   <\nU\ap
860  0x0000a5c8 0x0040d5c8 6   7    .bin    ascii   \fHR$"<
861  0x0000a5cf 0x0040d5cf 5   6    .bin    ascii   ui,Cn
862  0x0000a63c 0x0040d63c 5   6    .bin    ascii   ]>eeq
863  0x0000a644 0x0040d644 4   6    .bin    utf8    qH׀y blocks=Basic Latin,Hebrew
864  0x0000a650 0x0040d650 4   5    .bin    ascii   `:s<
865  0x0000a66b 0x0040d66b 4   7    .bin    utf8    njӄ˟ blocks=Basic Latin,Cyrillic,Spacing Modifier Letters
866  0x0000a6ca 0x0040d6ca 4   5    .bin    ascii   \37^
867  0x0000a6ee 0x0040d6ee 6   7    .bin    ascii   sDyw\tB
868  0x0000a7c7 0x0040d7c7 4   5    .bin    ascii   X>%X
869  0x0000a7cc 0x0040d7cc 4   6    .bin    utf8    /,І/ blocks=Basic Latin,Cyrillic
870  0x0000a8b0 0x0040d8b0 4   5    .bin    ascii   JKuK
871  0x0000a8b7 0x0040d8b7 4   5    .bin    ascii   >MZ>
872  0x0000a8ea 0x0040d8ea 4   5    .bin    ascii   ZQCD
873  0x0000a97f 0x0040d97f 4   5    .bin    ascii   i\b?-
874  0x0000aa0b 0x0040da0b 5   7    .bin    utf8    ǿ]@*L blocks=Latin Extended-B,Basic Latin
875  0x0000aa39 0x0040da39 5   8    .bin    utf8    ?S뚨lT blocks=Basic Latin,Hangul Syllables
876  0x0000aa9e 0x0040da9e 6   7    .bin    ascii   _:k4D@
877  0x0000aaad 0x0040daad 4   6    .bin    utf8    ABqߐ blocks=Basic Latin,NKo
878  0x0000aac0 0x0040dac0 4   5    .bin    ascii   &N?>
879  0x0000ab09 0x0040db09 5   6    .bin    ascii   (oy"B
880  0x0000ab8b 0x0040db8b 5   6    .bin    ascii   )]q\rL
881  0x0000ab93 0x0040db93 4   7    .bin    utf8    复"_6 blocks=CJK Unified Ideographs,Basic Latin
882  0x0000abb0 0x0040dbb0 6   7    .bin    ascii   -X*b;\b
883  0x0000abd3 0x0040dbd3 4   5    .bin    ascii   CWqI
884  0x0000abdc 0x0040dbdc 4   5    .bin    ascii   J5eC
885  0x0000ac22 0x0040dc22 5   6    .bin    ascii   CkqNe
886  0x0000ac2b 0x0040dc2b 6   7    .bin    ascii   tnj9mu
887  0x0000ac72 0x0040dc72 5   6    .bin    ascii    wII\e
888  0x0000ac9d 0x0040dc9d 5   6    .bin    ascii   .W\biP
889  0x0000aca9 0x0040dca9 4   5    .bin    ascii   qX\L
890  0x0000acb5 0x0040dcb5 4   5    .bin    ascii   wLg|
891  0x0000acc7 0x0040dcc7 6   8    .bin    utf8    ӹXwykt blocks=Cyrillic,Basic Latin
892  0x0000acd7 0x0040dcd7 5   6    .bin    ascii   +g5]A
893  0x0000acfe 0x0040dcfe 5   6    .bin    ascii   y'OLi
894  0x0000ad64 0x0040dd64 4   5    .bin    ascii   SH+2
895  0x0000ad94 0x0040dd94 4   6    .bin    utf8    89,˅ blocks=Basic Latin,Spacing Modifier Letters
896  0x0000ae87 0x0040de87 4   5    .bin    ascii   2\r<h
897  0x0000aeb0 0x0040deb0 4   6    .bin    utf8    ҶIq* blocks=Cyrillic,Basic Latin
898  0x0000aec1 0x0040dec1 4   5    .bin    ascii   &y|A
899  0x0000aecd 0x0040decd 4   5    .bin    ascii   yMPp
900  0x0000aefe 0x0040defe 6   7    .bin    ascii   %n!RT~
901  0x0000af0c 0x0040df0c 4   5    .bin    ascii   (\vq8
902  0x0000af21 0x0040df21 4   5    .bin    ascii   d$7!
903  0x0000af62 0x0040df62 4   5    .bin    ascii   K+[s
904  0x0000afa8 0x0040dfa8 5   6    .bin    ascii   :h\bn[
905  0x0000afb6 0x0040dfb6 7   8    .bin    ascii   zOK\nR!g
906  0x0000afc9 0x0040dfc9 4   5    .bin    ascii   \t\nM,
907  0x0000b000 0x0040e000 4   6    .bin    utf8    L\n۪N blocks=Basic Latin,Arabic
908  0x0000b009 0x0040e009 4   5    .bin    ascii   gk2,
909  0x0000b02f 0x0040e02f 4   5    .bin    ascii   K/9e
910  0x0000b04a 0x0040e04a 4   5    .bin    ascii   *\a/l
911  0x0000b06e 0x0040e06e 4   6    .bin    utf8     vbΨ blocks=Basic Latin,Greek and Coptic
912  0x0000b082 0x0040e082 4   5    .bin    ascii   ~z T
913  0x0000b0cc 0x0040e0cc 5   6    .bin    ascii   \f}z\v:
914  0x0000b0d2 0x0040e0d2 4   5    .bin    ascii   a%TO
915  0x0000b11c 0x0040e11c 8   9    .bin    ascii   ([P%/,&0
916  0x0000b133 0x0040e133 4   6    .bin    utf8    8؈/A blocks=Basic Latin,Arabic
917  0x0000b163 0x0040e163 4   5    .bin    ascii   9\vP=
918  0x0000b16e 0x0040e16e 8   9    .bin    ascii   Ekme\rPat
919  0x0000b29d 0x0040e29d 5   6    .bin    ascii   dg}\a>
920  0x0000b2b0 0x0040e2b0 4   5    .bin    ascii   !zhC
921  0x0000b2ca 0x0040e2ca 5   6    .bin    ascii   uvL$K
922  0x0000b2e2 0x0040e2e2 6   7    .bin    ascii   tL]/C\n
923  0x0000b31b 0x0040e31b 4   5    .bin    ascii   =cm\f
924  0x0000b32c 0x0040e32c 5   6    .bin    ascii   +KC4+
925  0x0000b350 0x0040e350 6   7    .bin    ascii   \tK\tk-~
926  0x0000b35b 0x0040e35b 7   9    .bin    utf8    @"e\b\eԙ" blocks=Basic Latin,Cyrillic Supplement
927  0x0000b375 0x0040e375 4   5    .bin    ascii   x\t|\r
928  0x0000b37f 0x0040e37f 6   7    .bin    ascii   \vI9aru
929  0x0000b39b 0x0040e39b 4   6    .bin    utf8    V%͓c blocks=Basic Latin,Combining Diacritical Marks
930  0x0000b3bf 0x0040e3bf 6   7    .bin    ascii   +*_xxu
931  0x0000b3dd 0x0040e3dd 4   6    .bin    utf8    "|ʮ? blocks=Basic Latin,IPA Extensions
932  0x0000b426 0x0040e426 5   6    .bin    ascii   VF:vE
933  0x0000b43a 0x0040e43a 10  11   .bin    ascii   D\rH()h/1Gm
934  0x0000b44f 0x0040e44f 4   6    .bin    utf8    ܱw"\ blocks=Syriac,Basic Latin
935  0x0000b496 0x0040e496 4   6    .bin    utf8    bЏFK blocks=Basic Latin,Cyrillic
936  0x0000b4b9 0x0040e4b9 4   5    .bin    ascii   qgB!
937  0x0000b4db 0x0040e4db 6   9    .bin    utf8    z칛R,<G blocks=Basic Latin,Hangul Syllables
938  0x0000b4ed 0x0040e4ed 7   8    .bin    ascii   kFKQW=5
939  0x0000b503 0x0040e503 4   5    .bin    ascii   irJ[
940  0x0000b50f 0x0040e50f 4   5    .bin    ascii   +l?]
941  0x0000b52b 0x0040e52b 5   6    .bin    ascii   5RcV]
942  0x0000b580 0x0040e580 5   6    .bin    ascii   a(X?z
943  0x0000b5a8 0x0040e5a8 4   5    .bin    ascii   pSw\
944  0x0000b5be 0x0040e5be 4   5    .bin    ascii   0#5z
945  0x0000b67a 0x0040e67a 4   5    .bin    ascii   Z26o
946  0x0000b689 0x0040e689 4   5    .bin    ascii   g#\bN
947  0x0000b699 0x0040e699 4   5    .bin    ascii   ^T?N
948  0x0000b70b 0x0040e70b 7   8    .bin    ascii   zR9gw_a
949  0x0000b77a 0x0040e77a 4   5    .bin    ascii   \e^\eC
950  0x0000b7ab 0x0040e7ab 8   9    .bin    ascii   e#L\a _JC
951  0x0000b7c5 0x0040e7c5 4   6    .bin    utf8    s"ΦF blocks=Basic Latin,Greek and Coptic
952  0x0000b827 0x0040e827 4   7    .bin    utf8    ٳ\rNޛ blocks=Arabic,Basic Latin,Thaana
953  0x0000b86b 0x0040e86b 4   5    .bin    ascii   }D<\b
954  0x0000b8b9 0x0040e8b9 4   5    .bin    ascii   \nDzh
955  0x0000b8ca 0x0040e8ca 4   5    .bin    ascii   No(.
956  0x0000b91f 0x0040e91f 4   6    .bin    utf8    ΠA%C blocks=Greek and Coptic,Basic Latin
957  0x0000b957 0x0040e957 4   5    .bin    ascii   L\t: 
958  0x0000b965 0x0040e965 4   6    .bin    utf8    3.$;
959  0x0000b977 0x0040e977 4   5    .bin    ascii   \nM $
960  0x0000b9b3 0x0040e9b3 4   5    .bin    ascii   z(De
961  0x0000b9cc 0x0040e9cc 4   5    .bin    ascii   2)tl
962  0x0000b9e3 0x0040e9e3 4   6    .bin    utf8    ۀtlI blocks=Arabic,Basic Latin
963  0x0000ba1e 0x0040ea1e 5   6    .bin    ascii   \fV.aC
964  0x0000ba58 0x0040ea58 5   7    .bin    utf8    RmNĄN blocks=Basic Latin,Latin Extended-A
965  0x0000ba87 0x0040ea87 4   7    .bin    utf8    ̿+ߢ{ blocks=Combining Diacritical Marks,Basic Latin,NKo
966  0x0000ba93 0x0040ea93 6   7    .bin    ascii   =9"p=g
967  0x0000baa7 0x0040eaa7 6   7    .bin    ascii   |A<)^_
968  0x0000bb5b 0x0040eb5b 7   8    .bin    ascii   [?[oD/\v
969  0x0000bb65 0x0040eb65 4   5    .bin    ascii   P'S@
970  0x0000bb98 0x0040eb98 4   5    .bin    ascii   01%e
971  0x0000bb9d 0x0040eb9d 5   6    .bin    ascii   YN ,Y
972  0x0000bbf9 0x0040ebf9 6   8    .bin    utf8    t\fCʈjG blocks=Basic Latin,IPA Extensions
973  0x0000bc15 0x0040ec15 5   6    .bin    ascii   CJ3wK
974  0x0000bc73 0x0040ec73 5   6    .bin    ascii   ],w'{
975  0x0000bd4e 0x0040ed4e 5   6    .bin    ascii   i/(*I
976  0x0000bd73 0x0040ed73 4   5    .bin    ascii   m\nfN
977  0x0000bda8 0x0040eda8 4   5    .bin    ascii   /Nhu
978  0x0000be33 0x0040ee33 4   5    .bin    ascii   ;K)j
979  0x0000be4b 0x0040ee4b 6   7    .bin    ascii   nE[5k}
980  0x0000be76 0x0040ee76 4   5    .bin    ascii   \nM#b
981  0x0000be86 0x0040ee86 4   6    .bin    utf8    5\eőS blocks=Basic Latin,Latin Extended-A
982  0x0000bec7 0x0040eec7 8   10   .bin    utf8    ]>xlBtˮ~ blocks=Basic Latin,Spacing Modifier Letters
983  0x0000bf21 0x0040ef21 5   7    .bin    utf8    tiҖdh blocks=Basic Latin,Cyrillic
984  0x0000bf97 0x0040ef97 4   6    .bin    utf8    \aBش= blocks=Basic Latin,Arabic
985  0x0000bfc2 0x0040efc2 5   7    .bin    utf8    s{щ~} blocks=Basic Latin,Cyrillic
986  0x0000c00e 0x0040f00e 4   5    .bin    ascii   n%{\t
987  0x0000c020 0x0040f020 5   9    .bin    utf8    Y҃Ŋѝb blocks=Basic Latin,Cyrillic,Latin Extended-A
988  0x0000c039 0x0040f039 4   6    .bin    utf8    RbL{
989  0x0000c088 0x0040f088 4   8    .bin    utf8    ѧξ!Ȑ blocks=Cyrillic,Greek and Coptic,Basic Latin,Latin Extended-B
990  0x0000c0e6 0x0040f0e6 5   7    .bin    utf8    2ԾdUJ blocks=Basic Latin,Armenian
991  0x0000c11f 0x0040f11f 4   6    .bin    utf8    `ZҜW blocks=Basic Latin,Cyrillic
992  0x0000c137 0x0040f137 6   7    .bin    ascii   b!\xZB
993  0x0000c159 0x0040f159 6   8    .bin    utf8    |_7z0r
994  0x0000c171 0x0040f171 4   5    .bin    ascii   |V{Y
995  0x0000c178 0x0040f178 4   7    .bin    utf8    䍩\nCg blocks=CJK Unified Ideographs Extension A,Basic Latin
996  0x0000c17f 0x0040f17f 4   5    .bin    ascii   ji$0
997  0x0000c1ff 0x0040f1ff 4   5    .bin    ascii   ~A4|
998  0x0000c25a 0x0040f25a 6   8    .bin    utf8    <`$M3˦ blocks=Basic Latin,Spacing Modifier Letters
999  0x0000c2ae 0x0040f2ae 4   5    .bin    ascii   hpOL
1000 0x0000c2b9 0x0040f2b9 4   5    .bin    ascii   4\aY;
1001 0x0000c2d0 0x0040f2d0 4   5    .bin    ascii   nF\e_
1002 0x0000c303 0x0040f303 9   10   .bin    ascii   \t|n<6;6^\
1003 0x0000c324 0x0040f324 5   7    .bin    utf8    ъ0]7M blocks=Cyrillic,Basic Latin
1004 0x0000c38f 0x0040f38f 4   6    .bin    utf8    297M
1005 0x0000c3df 0x0040f3df 4   5    .bin    ascii   MHm`
1006 0x0000c427 0x0040f427 5   7    .bin    utf8    qܟ8~' blocks=Basic Latin,Syriac
1007 0x0000c431 0x0040f431 4   5    .bin    ascii   ^{C?
1008 0x0000c4c5 0x0040f4c5 4   5    .bin    ascii   \vnfs
1009 0x0000c4e9 0x0040f4e9 5   7    .bin    utf8    JO3¹H blocks=Basic Latin,Latin-1 Supplement
1010 0x0000c4f7 0x0040f4f7 4   6    .bin    utf8    Ȭ3\b\b blocks=Latin Extended-B,Basic Latin
1011 0x0000c507 0x0040f507 4   5    .bin    ascii   b9(:
1012 0x0000c518 0x0040f518 4   5    .bin    ascii   y\tPJ
