[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2071 0x00018d6e 0x0041bd6e 4   6    .bin    utf8    q\eBȄ blocks=Basic Latin,Latin Extended-B
2072 0x00018de4 0x0041bde4 4   5    .bin    ascii   H\r#X
2073 0x00018dfb 0x0041bdfb 4   5    .bin    ascii   iI/\f
2074 0x00018e00 0x0041be00 4   6    .bin    utf8    ˌ}<1 blocks=Spacing Modifier Letters,Basic Latin
2075 0x00018e4e 0x0041be4e 4   5    .bin    ascii   Wj\b%
2076 0x00018e8a 0x0041be8a 6   7    .bin    ascii   uKw {i
2077 0x00018ef1 0x0041bef1 4   5    .bin    ascii   dDOA
2078 0x00018ef7 0x0041bef7 5   7    .bin    utf8    {Oз*] blocks=Basic Latin,Cyrillic
2079 0x00018f17 0x0041bf17 5   6    .bin    ascii   S0(L.
2080 0x00018f4d 0x0041bf4d 5   6    .bin    ascii   p@P~&
2081 0x00018f7c 0x0041bf7c 6   7    .bin    ascii   #oft@&
2082 0x00018f87 0x0041bf87 4   6    .bin    utf8    \r5\vp
2083 0x00018fa5 0x0041bfa5 6   7    .bin    ascii   t&ib.T
2084 0x00018fc7 0x0041bfc7 4   5    .bin    ascii    ^v_
2085 0x00019008 0x0041c008 4   5    .bin    ascii   AS\e)
2086 0x00019041 0x0041c041 5   8    .bin    utf8    \bA∎\9 blocks=Basic Latin,Mathematical Operators
2087 0x00019063 0x0041c063 4   5    .bin    ascii   B}<$
2088 0x00019078 0x0041c078 4   6    .bin    utf8    \t'.ؖ blocks=Basic Latin,Arabic
2089 0x0001907e 0x0041c07e 4   5    .bin    ascii   /c-A
2090 0x00019085 0x0041c085 7   9    .bin    utf8    GS\t~L>߈ blocks=Basic Latin,NKo
2091 0x000190c2 0x0041c0c2 5   6    .bin    ascii   f\b\ac(
2092 0x000190c8 0x0041c0c8 4   5    .bin    ascii   rnTa
2093 0x000190df 0x0041c0df 4   5    .bin    ascii   ]9DI
2094 0x000190fb 0x0041c0fb 10  11   .bin    ascii   .o<#l;tCdv
2095 0x0001911c 0x0041c11c 5   6    .bin    ascii   \a"qpf
2096 0x00019182 0x0041c182 4   5    .bin    ascii   lo\t 
2097 0x0001918d 0x0041c18d 4   5    .bin    ascii   \ ;l
2098 0x00019193 0x0041c193 6   7    .bin    ascii   L2~CBF
2099 0x000191d8 0x0041c1d8 4   5    .bin    ascii   XcL/
2100 0x000191dd 0x0041c1dd 4   5    .bin    ascii   H|is
2101 0x000191eb 0x0041c1eb 5   6    .bin    ascii   p'i&x
2102 0x00019211 0x0041c211 7   8    .bin    ascii   j}Gh'UL
2103 0x0001924c 0x0041c24c 4   5    .bin    ascii   "&\V
2104 0x00019294 0x0041c294 4   5    .bin    ascii   &`Y\b
2105 0x00019299 0x0041c299 4   5    .bin    ascii   L#O!
2106 0x00019308 0x0041c308 4   5    .bin    ascii   y\nV\v
2107 0x00019399 0x0041c399 4   6    .bin    utf8    0Ԑ}J blocks=Basic Latin,Cyrillic Supplement
2108 0x000193cd 0x0041c3cd 4   5    .bin    ascii   j\2O
2109 0x000193e4 0x0041c3e4 4   6    .bin    utf8    hl`խ blocks=Basic Latin,Armenian
2110 0x0001945f 0x0041c45f 5   7    .bin    utf8    w{Ԧ2} blocks=Basic Latin,Cyrillic Supplement
2111 0x00019478 0x0041c478 4   5    .bin    ascii   L\v1{
2112 0x0001949b 0x0041c49b 4   5    .bin    ascii   8Vzp
2113 0x000194e6 0x0041c4e6 5   6    .bin    ascii   J4s\f<
2114 0x0001950b 0x0041c50b 4   6    .bin    utf8    اZx2 blocks=Arabic,Basic Latin
2115 0x00019577 0x0041c577 4   5    .bin    ascii   m9,;
2116 0x0001957c 0x0041c57c 8   10   .bin    utf8    Eu'ʞqo0r blocks=Basic Latin,IPA Extensions
2117 0x000195c4 0x0041c5c4 4   5    .bin    ascii   RUNK
2118 0x000195db 0x0041c5db 4   5    .bin    ascii   \nei_
2119 0x000195e0 0x0041c5e0 7   8    .bin    ascii   _Lnc-VW
2120 0x000195fe 0x0041c5fe 4   5    .bin    ascii   Y$sr
2121 0x0001962a 0x0041c62a 4   6    .bin    utf8    K^ޥ3 blocks=Basic Latin,Thaana
2122 0x0001968a 0x0041c68a 4   5    .bin    ascii   K9#n
2123 0x000196b4 0x0041c6b4 4   6    .bin    utf8    \e{Y¯ blocks=Basic Latin,Latin-1 Supplement
2124 0x000196ca 0x0041c6ca 6   7    .bin    ascii   c VVf7
2125 0x000196d4 0x0041c6d4 5   6    .bin    ascii   y,]/'
2126 0x00019700 0x0041c700 5   7    .bin    utf8    <*^Wа blocks=Basic Latin,Cyrillic
2127 0x0001975d 0x0041c75d 5   6    .bin    ascii   5(&af
2128 0x00019783 0x0041c783 4   5    .bin    ascii   ZsA;
2129 0x000197a9 0x0041c7a9 6   7    .bin    ascii   @,QL#%
2130 0x000197d2 0x0041c7d2 4   5    .bin    ascii   [a/_
2131 0x0001982e 0x0041c82e 6   7    .bin    ascii   qSbxwg
2132 0x00019840 0x0041c840 4   5    .bin    ascii   Id6f
2133 0x000198e5 0x0041c8e5 5   6    .bin    ascii   N\aiZ5
2134 0x00019922 0x0041c922 4   6    .bin    utf8    @Z@p
2135 0x00019951 0x0041c951 4   6    .bin    utf8    {ţN\r blocks=Basic Latin,Latin Extended-A
2136 0x0001998b 0x0041c98b 5   6    .bin    ascii   Ab/@6
2137 0x000199a8 0x0041c9a8 7   9    .bin    utf8    @nkMYLN
2138 0x000199de 0x0041c9de 5   8    .bin    utf8    čsáJv blocks=Latin Extended-A,Basic Latin,Latin-1 Supplement
2139 0x00019ac8 0x0041cac8 6   7    .bin    ascii   :e=ro1
2140 0x00019aed 0x0041caed 4   5    .bin    ascii   9{9f
2141 0x00019b18 0x0041cb18 5   6    .bin    ascii   X;$HF
2142 0x00019b3f 0x0041cb3f 4   5    .bin    ascii   zdB7
2143 0x00019b59 0x0041cb59 5   6    .bin    ascii   5K}N\t
2144 0x00019b6c 0x0041cb6c 4   5    .bin    ascii   7_\nv
2145 0x00019bad 0x0041cbad 4   5    .bin    ascii   ,+r\n
2146 0x00019bb2 0x0041cbb2 6   8    .bin    utf8    xL}\vӺT blocks=Basic Latin,Cyrillic
2147 0x00019bf2 0x0041cbf2 4   5    .bin    ascii   H',i
2148 0x00019c18 0x0041cc18 4   6    .bin    utf8    B}K֠ blocks=Basic Latin,Hebrew
2149 0x00019c31 0x0041cc31 4   5    .bin    ascii   G"\\a
2150 0x00019c53 0x0041cc53 5   7    .bin    utf8    ٙ9O[/ blocks=Arabic,Basic Latin
2151 0x00019c88 0x0041cc88 4   5    .bin    ascii   )'H=
2152 0x00019cf8 0x0041ccf8 4   5    .bin    ascii   .A;$
2153 0x00019d51 0x0041cd51 5   6    .bin    ascii   }97l{
2154 0x00019d7c 0x0041cd7c 4   5    .bin    ascii   .RVA
2155 0x00019db6 0x0041cdb6 4   5    .bin    ascii   Ezv 
2156 0x00019de0 0x0041cde0 4   6    .bin    utf8    u^ޘ# blocks=Basic Latin,Thaana
2157 0x00019e0b 0x0041ce0b 4   5    .bin    ascii   2`1O
2158 0x00019e3d 0x0041ce3d 4   5    .bin    ascii   \bhHL
2159 0x00019e81 0x0041ce81 6   7    .bin    ascii   -a#r:x
2160 0x00019ebf 0x0041cebf 4   5    .bin    ascii   v]\ek
2161 0x00019efa 0x0041cefa 4   6    .bin    utf8    wA̺} blocks=Basic Latin,Combining Diacritical Marks
2162 0x00019f27 0x0041cf27 7   9    .bin    utf8    gu.i]ԇy blocks=Basic Latin,Cyrillic Supplement
2163 0x00019f4e 0x0041cf4e 4   5    .bin    ascii   V|?h
2164 0x00019f5f 0x0041cf5f 4   5    .bin    ascii   W+aH
2165 0x00019f6c 0x0041cf6c 4   5    .bin    ascii   :nZi
2166 0x00019f81 0x0041cf81 6   7    .bin    ascii   Ehk\\f2
2167 0x00019fa4 0x0041cfa4 4   6    .bin    utf8    .ؒA8 blocks=Basic Latin,Arabic
2168 0x00019fd8 0x0041cfd8 7   10   .bin    utf8    èmfh4B5 blocks=Latin-1 Supplement,Basic Latin
2169 0x0001a01d 0x0041d01d 4   5    .bin    ascii   ?ogx
2170 0x0001a025 0x0041d025 4   5    .bin    ascii   va--
2171 0x0001a02d 0x0041d02d 5   7    .bin    utf8    Ļvu-= blocks=Latin Extended-A,Basic Latin
2172 0x0001a034 0x0041d034 4   5    .bin    ascii   ij^Y
2173 0x0001a0cb 0x0041d0cb 5   6    .bin    ascii   dZh\tz
2174 0x0001a0e6 0x0041d0e6 5   7    .bin    utf8    ζ0sig blocks=Greek and Coptic,Basic Latin
2175 0x0001a106 0x0041d106 4   5    .bin    ascii   TjfA
2176 0x0001a10e 0x0041d10e 4   5    .bin    ascii   >G-a
2177 0x0001a117 0x0041d117 4   5    .bin    ascii   ]d.w
2178 0x0001a11f 0x0041d11f 6   7    .bin    ascii   ljom|u
2179 0x0001a133 0x0041d133 4   6    .bin    utf8    ([Į% blocks=Basic Latin,Latin Extended-A
2180 0x0001a139 0x0041d139 4   5    .bin    ascii   x=\t\n
2181 0x0001a161 0x0041d161 4   6    .bin    utf8    Xǿ'6 blocks=Basic Latin,Latin Extended-B
2182 0x0001a1d4 0x0041d1d4 4   6    .bin    utf8    tʉWY blocks=Basic Latin,IPA Extensions
2183 0x0001a22b 0x0041d22b 4   5    .bin    ascii   Y\tr\e
2184 0x0001a244 0x0041d244 6   7    .bin    ascii   1\f\atal
2185 0x0001a24c 0x0041d24c 4   5    .bin    ascii   nP'e
2186 0x0001a2af 0x0041d2af 4   6    .bin    utf8    k£X? blocks=Basic Latin,Latin-1 Supplement
2187 0x0001a2d7 0x0041d2d7 5   7    .bin    utf8    ϽA\r#w blocks=Greek and Coptic,Basic Latin
2188 0x0001a2fe 0x0041d2fe 7   10   .bin    utf8    vG,3쬹\S blocks=Basic Latin,Hangul Syllables
2189 0x0001a308 0x0041d308 5   6    .bin    ascii   mW\fie
2190 0x0001a338 0x0041d338 4   5    .bin    ascii   Zf\bT
2191 0x0001a3fb 0x0041d3fb 4   5    .bin    ascii   ZziR
2192 0x0001a403 0x0041d403 5   6    .bin    ascii   .+aEF
2193 0x0001a40d 0x0041d40d 5   6    .bin    ascii   a-:;c
2194 0x0001a459 0x0041d459 4   6    .bin    utf8    Zjʺ8 blocks=Basic Latin,Spacing Modifier Letters
2195 0x0001a47c 0x0041d47c 4   6    .bin    utf8    GqސM blocks=Basic Latin,Thaana
2196 0x0001a4aa 0x0041d4aa 4   5    .bin    ascii   .fbu
2197 0x0001a4af 0x0041d4af 6   7    .bin    ascii   &G_p\va
2198 0x0001a506 0x0041d506 4   5    .bin    ascii   70mV
2199 0x0001a53f 0x0041d53f 6   7    .bin    ascii   uuY+mW
2200 0x0001a569 0x0041d569 4   6    .bin    utf8    ÃBg5 blocks=Latin-1 Supplement,Basic Latin
2201 0x0001a591 0x0041d591 4   5    .bin    ascii   :,0n
2202 0x0001a5ae 0x0041d5ae 5   6    .bin    ascii   MscNK
2203 0x0001a5ce 0x0041d5ce 5   6    .bin    ascii   !q*\vW
2204 0x0001a5ee 0x0041d5ee 5   6    .bin    ascii   BDdSY
2205 0x0001a625 0x0041d625 9   10   .bin    ascii   \t:uR1~e:\r
2206 0x0001a633 0x0041d633 4   5    .bin    ascii   JBe<
2207 0x0001a674 0x0041d674 4   6    .bin    utf8    Q:ϕh blocks=Basic Latin,Greek and Coptic
2208 0x0001a680 0x0041d680 8   11   .bin    utf8    vڧ<U\vs*ł blocks=Basic Latin,Arabic,Latin Extended-A
2209 0x0001a695 0x0041d695 5   6    .bin    ascii   a+W@P
2210 0x0001a6ca 0x0041d6ca 5   6    .bin    ascii   9s\eus
2211 0x0001a6df 0x0041d6df 4   5    .bin    ascii   [/Q{
2212 0x0001a709 0x0041d709 4   5    .bin    ascii   +\%U
2213 0x0001a74b 0x0041d74b 5   6    .bin    ascii   S`sI;
2214 0x0001a775 0x0041d775 4   5    .bin    ascii   HD<W
2215 0x0001a77a 0x0041d77a 5   6    .bin    ascii   G)%Ze
2216 0x0001a7f0 0x0041d7f0 4   5    .bin    ascii   3\n{I
2217 0x0001a827 0x0041d827 4   5    .bin    ascii   t04p
2218 0x0001a831 0x0041d831 4   5    .bin    ascii   )SB2
2219 0x0001a851 0x0041d851 4   5    .bin    ascii   J\ad&
2220 0x0001a93b 0x0041d93b 4   5    .bin    ascii   7\f$B
2221 0x0001a950 0x0041d950 5   6    .bin    ascii   YNGV:
2222 0x0001a96e 0x0041d96e 4   7    .bin    utf8    1ȣlƅ blocks=Basic Latin,Latin Extended-B
2223 0x0001a99c 0x0041d99c 5   6    .bin    ascii   .6-\b{
2224 0x0001a9bf 0x0041d9bf 5   6    .bin    ascii   6:w}}
2225 0x0001a9c6 0x0041d9c6 6   10   .bin    utf8    ާ\ri䆪\bJ blocks=Thaana,Basic Latin,CJK Unified Ideographs Extension A
2226 0x0001a9d0 0x0041d9d0 4   5    .bin    ascii   .9[}
2227 0x0001aa05 0x0041da05 4   5    .bin    ascii   \tznz
2228 0x0001aa23 0x0041da23 4   5    .bin    ascii   !\tu9
2229 0x0001aa5e 0x0041da5e 4   6    .bin    utf8    qlvܛ blocks=Basic Latin,Syriac
2230 0x0001aa68 0x0041da68 4   6    .bin    utf8    Kcݷ] blocks=Basic Latin,Arabic Supplement
2231 0x0001aa9e 0x0041da9e 5   6    .bin    ascii   +v0A+
2232 0x0001aaad 0x0041daad 6   7    .bin    ascii   :Y-4bv
2233 0x0001aaf0 0x0041daf0 4   5    .bin    ascii   \fsH|
2234 0x0001ab1b 0x0041db1b 5   6    .bin    ascii   -7Z$A
2235 0x0001ab3e 0x0041db3e 5   8    .bin    utf8    =˨ף?V blocks=Basic Latin,Spacing Modifier Letters,Hebrew
2236 0x0001ab8f 0x0041db8f 4   5    .bin    ascii   mAhM
2237 0x0001abcf 0x0041dbcf 4   5    .bin    ascii   =%z;
2238 0x0001ac43 0x0041dc43 6   8    .bin    utf8    tުXx7c blocks=Basic Latin,Thaana
2239 0x0001ac4c 0x0041dc4c 5   7    .bin    utf8    _ß<,n blocks=Basic Latin,Latin-1 Supplement
2240 0x0001ac5d 0x0041dc5d 6   7    .bin    ascii   OP}aR1
2241 0x0001aca6 0x0041dca6 4   5    .bin    ascii   [sp.
2242 0x0001acbf 0x0041dcbf 4   5    .bin    ascii   |>t!
2243 0x0001ace6 0x0041dce6 8   13   .bin    utf8    ՂjAҤn\nJ㴞 blocks=Armenian,Basic Latin,Cyrillic,CJK Unified Ideographs Extension A
2244 0x0001ad07 0x0041dd07 4   6    .bin    utf8    ؉4Wa blocks=Arabic,Basic Latin
2245 0x0001ad44 0x0041dd44 4   5    .bin    ascii   4a\v\t
2246 0x0001ad89 0x0041dd89 4   5    .bin    ascii   Uu(]
2247 0x0001ad9c 0x0041dd9c 6   7    .bin    ascii   IXfg|w
2248 0x0001add3 0x0041ddd3 4   5    .bin    ascii    siy
2249 0x0001adde 0x0041ddde 5   6    .bin    ascii   [/#@3
2250 0x0001ae38 0x0041de38 5   6    .bin    ascii   e1.pB
2251 0x0001ae58 0x0041de58 5   6    .bin    ascii   d]),n
2252 0x0001ae99 0x0041de99 4   6    .bin    utf8    %\0u
2253 0x0001aeb6 0x0041deb6 6   7    .bin    ascii   rVxh.;
2254 0x0001aef9 0x0041def9 4   5    .bin    ascii   6/L+
2255 0x0001af15 0x0041df15 4   7    .bin    utf8    »إ?A blocks=Latin-1 Supplement,Arabic,Basic Latin
2256 0x0001af39 0x0041df39 4   5    .bin    ascii   yW|\f
2257 0x0001af6c 0x0041df6c 5   6    .bin    ascii   f(DdN
2258 0x0001afd0 0x0041dfd0 5   6    .bin    ascii   +p\n3f
2259 0x0001b00a 0x0041e00a 4   6    .bin    utf8    \by~Ր blocks=Basic Latin,Armenian
2260 0x0001b060 0x0041e060 6   8    .bin    utf8     s*ޥha blocks=Basic Latin,Thaana
2261 0x0001b0bd 0x0041e0bd 4   5    .bin    ascii   $8\t#
2262 0x0001b12f 0x0041e12f 4   5    .bin    ascii   MdVt
2263 0x0001b140 0x0041e140 4   5    .bin    ascii   Q_ql
2264 0x0001b14e 0x0041e14e 4   5    .bin    ascii   2\f@^
2265 0x0001b1cc 0x0041e1cc 4   5    .bin    ascii   Kp\bT
2266 0x0001b1ee 0x0041e1ee 4   7    .bin    utf8    վ)lv blocks=Armenian,Basic Latin
2267 0x0001b213 0x0041e213 4   5    .bin    ascii   %A*P
2268 0x0001b227 0x0041e227 4   5    .bin    ascii   ?UNb
2269 0x0001b246 0x0041e246 4   5    .bin    ascii   {QS\t
2270 0x0001b280 0x0041e280 4   5    .bin    ascii   :8\fp
2271 0x0001b288 0x0041e288 4   5    .bin    ascii   *?c_
2272 0x0001b2bb 0x0041e2bb 4   5    .bin    ascii   *|R7
2273 0x0001b305 0x0041e305 4   5    .bin    ascii   i8C_
2274 0x0001b33d 0x0041e33d 7   9    .bin    utf8    =ZP̓m^T blocks=Basic Latin,Combining Diacritical Marks
2275 0x0001b3c8 0x0041e3c8 4   5    .bin    ascii   *l~r
2276 0x0001b412 0x0041e412 5   6    .bin    ascii   .Aghd
2277 0x0001b421 0x0041e421 4   5    .bin    ascii   /Vt.
2278 0x0001b438 0x0041e438 4   5    .bin    ascii   9B> 
2279 0x0001b461 0x0041e461 4   5    .bin    ascii   9WI 
2280 0x0001b466 0x0041e466 4   5    .bin    ascii   bIJ-
2281 0x0001b49e 0x0041e49e 6   7    .bin    ascii   ( [\tBM
2282 0x0001b4b8 0x0041e4b8 4   7    .bin    utf8    Rmߊʃ blocks=Basic Latin,NKo,IPA Extensions
2283 0x0001b54c 0x0041e54c 4   5    .bin    ascii   tuxx
2284 0x0001b57b 0x0041e57b 4   5    .bin    ascii   tg \b
2285 0x0001b60b 0x0041e60b 7   9    .bin    utf8    )ȱ`!37l blocks=Basic Latin,Latin Extended-B
2286 0x0001b61e 0x0041e61e 4   5    .bin    ascii   .ep\t
2287 0x0001b657 0x0041e657 4   6    .bin    utf8    Zϯ'" blocks=Basic Latin,Greek and Coptic
2288 0x0001b67f 0x0041e67f 8   10   .bin    utf8    YlZEB\nj߱ blocks=Basic Latin,NKo
2289 0x0001b6c2 0x0041e6c2 6   7    .bin    ascii   uv&NSN
2290 0x0001b6e1 0x0041e6e1 5   6    .bin    ascii   C(#ed
2291 0x0001b761 0x0041e761 7   8    .bin    ascii   U8gu$NR
2292 0x0001b771 0x0041e771 4   6    .bin    utf8    Ūm_h blocks=Latin Extended-A,Basic Latin
2293 0x0001b7bc 0x0041e7bc 4   6    .bin    utf8    uߞ1r blocks=Basic Latin,NKo
2294 0x0001b7f6 0x0041e7f6 4   5    .bin    ascii   lmg_
2295 0x0001b855 0x0041e855 4   5    .bin    ascii   ACYr
2296 0x0001b87e 0x0041e87e 4   5    .bin    ascii   hLJ-
2297 0x0001b8dc 0x0041e8dc 4   5    .bin    ascii   D{Jh
2298 0x0001b906 0x0041e906 5   6    .bin    ascii   TW"nc
2299 0x0001b93a 0x0041e93a 8   10   .bin    utf8    \tII"ŧ.L6 blocks=Basic Latin,Latin Extended-A
2300 0x0001b95d 0x0041e95d 9   10   .bin    ascii   %^bks\tnoa
2301 0x0001b967 0x0041e967 4   5    .bin    ascii   \a =[
2302 0x0001b96f 0x0041e96f 4   5    .bin    ascii   ;J-{
2303 0x0001b9be 0x0041e9be 4   6    .bin    utf8    Aǽ~= blocks=Basic Latin,Latin Extended-B
2304 0x0001b9c8 0x0041e9c8 5   7    .bin    utf8    yk`Ī[ blocks=Basic Latin,Latin Extended-A
2305 0x0001ba12 0x0041ea12 4   6    .bin    utf8    N6~օ blocks=Basic Latin,Armenian
2306 0x0001ba3b 0x0041ea3b 6   8    .bin    utf8    $یF9J\n blocks=Basic Latin,Arabic
2307 0x0001ba47 0x0041ea47 5   7    .bin    utf8    ձ .>. blocks=Armenian,Basic Latin
2308 0x0001ba73 0x0041ea73 4   5    .bin    ascii   _*d*
2309 0x0001baa1 0x0041eaa1 6   9    .bin    utf8    ^4"آӷ5 blocks=Basic Latin,Arabic,Cyrillic
2310 0x0001baaf 0x0041eaaf 4   5    .bin    ascii   Pp!k
2311 0x0001baf0 0x0041eaf0 4   6    .bin    utf8    EC\nƲ blocks=Basic Latin,Latin Extended-B
2312 0x0001bb28 0x0041eb28 4   5    .bin    ascii   MV\tM
2313 0x0001bb7d 0x0041eb7d 4   6    .bin    utf8    Z,_۪ blocks=Basic Latin,Arabic
2314 0x0001bb90 0x0041eb90 5   7    .bin    utf8    Çd{Q* blocks=Latin-1 Supplement,Basic Latin
2315 0x0001bc36 0x0041ec36 4   5    .bin    ascii   E8xm
2316 0x0001bc3b 0x0041ec3b 4   5    .bin    ascii   L[Ea
2317 0x0001bc6e 0x0041ec6e 4   5    .bin    ascii   :iXD
2318 0x0001bc79 0x0041ec79 7   8    .bin    ascii   \aG|ioF(
2319 0x0001bc9e 0x0041ec9e 4   5    .bin    ascii   ~:*%
2320 0x0001bca3 0x0041eca3 6   9    .bin    utf8    /(y?釨V blocks=Basic Latin,CJK Unified Ideographs
2321 0x0001bcca 0x0041ecca 6   7    .bin    ascii   Y`\aX-
2322 0x0001bce9 0x0041ece9 4   6    .bin    utf8    ܴ-\r  blocks=Syriac,Basic Latin
2323 0x0001bd2a 0x0041ed2a 4   5    .bin    ascii   ;++P
2324 0x0001bd72 0x0041ed72 4   5    .bin    ascii   Flo;
2325 0x0001bd9d 0x0041ed9d 4   5    .bin    ascii   Z39#
2326 0x0001bdbb 0x0041edbb 4   5    .bin    ascii   C==\n
2327 0x0001bde0 0x0041ede0 4   5    .bin    ascii   P-=Q
2328 0x0001be92 0x0041ee92 4   6    .bin    utf8    EHh{
2329 0x0001be9b 0x0041ee9b 4   5    .bin    ascii   X.\nC
2330 0x0001bead 0x0041eead 8   10   .bin    utf8    1jl-e/˴s blocks=Basic Latin,Spacing Modifier Letters
2331 0x0001beba 0x0041eeba 4   6    .bin    utf8    ډ,GN blocks=Arabic,Basic Latin
2332 0x0001becf 0x0041eecf 4   6    .bin    utf8    L5BǾ blocks=Basic Latin,Latin Extended-B
2333 0x0001bfa0 0x0041efa0 5   6    .bin    ascii   iY76P
2334 0x0001bfb9 0x0041efb9 4   5    .bin    ascii   W`Q@
2335 0x0001bfd5 0x0041efd5 4   5    .bin    ascii   %WVb
2336 0x0001c0cd 0x0041f0cd 4   5    .bin    ascii   +<rZ
2337 0x0001c108 0x0041f108 6   8    .bin    utf8    Jê\v|7q blocks=Basic Latin,Latin-1 Supplement
2338 0x0001c1c6 0x0041f1c6 6   7    .bin    ascii   jj&Rcn
2339 0x0001c207 0x0041f207 4   6    .bin    utf8    Ҝ)UZ blocks=Cyrillic,Basic Latin
2340 0x0001c233 0x0041f233 4   5    .bin    ascii   'ke9
2341 0x0001c2b6 0x0041f2b6 5   6    .bin    ascii   t,S0(
2342 0x0001c2d4 0x0041f2d4 5   7    .bin    utf8    \r<nÍw blocks=Basic Latin,Latin-1 Supplement
2343 0x0001c306 0x0041f306 4   5    .bin    ascii   #GfH
2344 0x0001c360 0x0041f360 4   5    .bin    ascii   6dz*
2345 0x0001c383 0x0041f383 5   6    .bin    ascii   ?/kG.
2346 0x0001c3a6 0x0041f3a6 4   5    .bin    ascii   I9sT
2347 0x0001c3ae 0x0041f3ae 4   6    .bin    utf8    հ-d: blocks=Armenian,Basic Latin
2348 0x0001c3b8 0x0041f3b8 5   6    .bin    ascii   iVM.v
2349 0x0001c403 0x0041f403 4   5    .bin    ascii   M{\bu
2350 0x0001c447 0x0041f447 5   6    .bin    ascii   f]!_F
2351 0x0001c45e 0x0041f45e 4   5    .bin    ascii   qkqq
2352 0x0001c4b2 0x0041f4b2 4   5    .bin    ascii   {Z{1
2353 0x0001c4f2 0x0041f4f2 5   7    .bin    utf8    \nטC1E blocks=Basic Latin,Hebrew
2354 0x0001c555 0x0041f555 4   5    .bin    ascii   Mi]!
2355 0x0001c56e 0x0041f56e 6   9    .bin    utf8    ΦȶNW@c blocks=Greek and Coptic,Latin Extended-B,Basic Latin
2356 0x0001c5e0 0x0041f5e0 5   6    .bin    ascii   bTA7!
2357 0x0001c5f3 0x0041f5f3 4   5    .bin    ascii   $$"c
2358 0x0001c5fa 0x0041f5fa 5   7    .bin    utf8    3+%ǘw blocks=Basic Latin,Latin Extended-B
2359 0x0001c662 0x0041f662 7   8    .bin    ascii   7B_ATC8
2360 0x0001c66a 0x0041f66a 4   5    .bin    ascii   #)oz
2361 0x0001c66f 0x0041f66f 4   5    .bin    ascii   i<\e#
2362 0x0001c70e 0x0041f70e 6   7    .bin    ascii   'MSZ\a\
2363 0x0001c718 0x0041f718 8   9    .bin    ascii   IdX^*MzK
2364 0x0001c740 0x0041f740 4   5    .bin    ascii   \r4]+
2365 0x0001c76d 0x0041f76d 4   6    .bin    utf8    Ԣ7(  blocks=Cyrillic Supplement,Basic Latin
2366 0x0001c783 0x0041f783 5   6    .bin    ascii   D?O66
2367 0x0001c79f 0x0041f79f 4   5    .bin    ascii   :]^&
2368 0x0001c7c9 0x0041f7c9 4   5    .bin    ascii   (Q/)
2369 0x0001c7d9 0x0041f7d9 7   8    .bin    ascii   V(56^Z"
2370 0x0001c7e2 0x0041f7e2 4   6    .bin    utf8    s%ڙ{ blocks=Basic Latin,Arabic
2371 0x0001c7ea 0x0041f7ea 4   5    .bin    ascii   ;rO%
2372 0x0001c7ef 0x0041f7ef 4   6    .bin    utf8    EʱR8 blocks=Basic Latin,Spacing Modifier Letters
2373 0x0001c84b 0x0041f84b 4   5    .bin    ascii   \nn`\e
2374 0x0001c872 0x0041f872 4   5    .bin    ascii   9C_B
2375 0x0001c87c 0x0041f87c 4   6    .bin    utf8    @Ĳ]b blocks=Basic Latin,Latin Extended-A
2376 0x0001c888 0x0041f888 4   5    .bin    ascii   _Jf*
2377 0x0001c89a 0x0041f89a 5   6    .bin    ascii   \vV9dj
2378 0x0001c8df 0x0041f8df 4   5    .bin    ascii   xptr
2379 0x0001c903 0x0041f903 8   9    .bin    ascii   ;\b#*~U4h
2380 0x0001c95d 0x0041f95d 5   6    .bin    ascii   W}OJ\v
2381 0x0001c968 0x0041f968 5   6    .bin    ascii    8@MO
2382 0x0001c9bc 0x0041f9bc 7   9    .bin    utf8    vF*uجge blocks=Basic Latin,Arabic
2383 0x0001c9ca 0x0041f9ca 8   10   .bin    utf8    qv=Uϋ+d* blocks=Basic Latin,Greek and Coptic
2384 0x0001c9d9 0x0041f9d9 5   6    .bin    ascii   U3O\ei
2385 0x0001ca0c 0x0041fa0c 5   6    .bin    ascii   ^hCb8
2386 0x0001ca2c 0x0041fa2c 5   6    .bin    ascii   f4`,h
2387 0x0001ca9d 0x0041fa9d 4   5    .bin    ascii   A=2_
2388 0x0001cacf 0x0041facf 4   5    .bin    ascii   O,aj
2389 0x0001caf6 0x0041faf6 4   5    .bin    ascii   F\b\nR
2390 0x0001cb2c 0x0041fb2c 7   8    .bin    ascii   {Knh\fT\b
2391 0x0001cb5a 0x0041fb5a 8   9    .bin    ascii   D~d\e\n??h
2392 0x0001cb9e 0x0041fb9e 4   5    .bin    ascii   `Yi<
2393 0x0001cbd0 0x0041fbd0 6   8    .bin    utf8    C#ZP؛\n blocks=Basic Latin,Arabic
2394 0x0001cbe8 0x0041fbe8 6   8    .bin    utf8    ؼ{@CP? blocks=Arabic,Basic Latin
2395 0x0001cc16 0x0041fc16 4   5    .bin    ascii   ll9(
2396 0x0001cc2f 0x0041fc2f 4   5    .bin    ascii   97i\t
2397 0x0001cc3d 0x0041fc3d 4   5    .bin    ascii   r&QC
2398 0x0001cc7c 0x0041fc7c 4   5    .bin    ascii   uQ?J
