[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 5    6            ascii   Rich%
2    0x000001e0 0x000001e0 5    6            ascii   .text
3    0x00000207 0x00000207 7    8            ascii   `.rdata
4    0x0000022f 0x0000022f 6    7            ascii   @.data
5    0x00000258 0x00000258 5    6            ascii   .rsrc
6    0x0000027f 0x0000027f 7    8            ascii   @.reloc
7    0x00000501 0x00401101 5    6    .text   ascii   \bf;\nu
8    0x000006d2 0x004012d2 4    5    .text   ascii   SVW3
9    0x0000076c 0x0040136c 6    7    .text   ascii   <w;E\f}
10   0x0000081e 0x0040141e 4    5    .text   ascii   "uHf
11   0x00000825 0x00401425 4    5    .text   ascii   -uAh
12   0x0000085d 0x0040145d 4    5    .text   ascii   GG;=
13   0x000008fe 0x004014fe 4    5    .text   ascii   582D
14   0x000009a8 0x004015a8 4    5    .text   ascii   9}\bu
15   0x000009ce 0x004015ce 6    7    .text   ascii   s/VPhl
16   0x00000a5f 0x0040165f 6    8    .text   utf8    ^]Ã|$\b blocks=Basic Latin,Latin-1 Supplement
17   0x00000a7d 0x0040167d 4    5    .text   ascii   t$\fh
18   0x00000abe 0x004016be 4    5    .text   ascii   VPh\f
19   0x00000ae8 0x004016e8 4    5    .text   ascii   t7h,
20   0x00000b03 0x00401703 4    5    .text   ascii   VPh<
21   0x00000b31 0x00401731 5    6    .text   ascii   Pj;h|
22   0x00000b40 0x00401740 4    5    .text   ascii   Pj;h
23   0x00000b6a 0x0040176a 5    7    .text   utf8    ^á@2D blocks=Basic Latin,Latin-1 Supplement
24   0x00000b72 0x00401772 4    5    .text   ascii   \rD2D
25   0x00000b79 0x00401779 6    7    .text   ascii   |/t\vh\b
26   0x00000b99 0x00401799 4    5    .text   ascii   5H2D
27   0x00000bc1 0x004017c1 4    5    .text   ascii   \rH2D
28   0x00000bfd 0x004017fd 4    5    .text   ascii   j\Sh
29   0x00000c17 0x00401817 4    5    .text   ascii   j\Sh
30   0x00000c2f 0x0040182f 4    5    .text   ascii   Y_^[
31   0x00000c3a 0x0040183a 5    6    .text   ascii   95@2D
32   0x00000c4e 0x0040184e 6    7    .text   ascii   t\fj;Yf
33   0x00000c5d 0x0040185d 4    5    .text   ascii   \rH2D
34   0x00000c9c 0x0040189c 7    8    .text   ascii   FY;5@2D
35   0x00000ca8 0x004018a8 4    5    .text   ascii   5H2D
36   0x00000cb3 0x004018b3 4    5    .text   ascii   %@2D
37   0x00000cba 0x004018ba 4    5    .text   ascii   %D2D
38   0x00000d75 0x00401975 5    6    .text   ascii   t7VhH
39   0x00000d80 0x00401980 6    7    .text   ascii   u\bj;hP
40   0x00000ecb 0x00401acb 4    6    .text   utf8    [Ã|$ blocks=Basic Latin,Latin-1 Supplement
41   0x00000fc7 0x00401bc7 4    5    .text   ascii   5 2D
42   0x00001008 0x00401c08 4    5    .text   ascii   =,2D
43   0x00001017 0x00401c17 4    5    .text   ascii   5(2D
44   0x00001027 0x00401c27 4    5    .text   ascii   5(2D
45   0x0000103b 0x00401c3b 4    5    .text   ascii   5(2D
46   0x00001068 0x00401c68 5    6    .text   ascii   \f?QSP
47   0x00001088 0x00401c88 4    5    .text   ascii   5(2D
48   0x00001098 0x00401c98 4    5    .text   ascii   t$ +
49   0x000010ab 0x00401cab 4    5    .text   ascii   -,2D
50   0x000010b0 0x00401cb0 4    5    .text   ascii   _^[]
51   0x00001147 0x00401d47 4    5    .text   ascii   tVf9
52   0x0000121b 0x00401e1b 7    8    .text   ascii   skVh4\aC
53   0x0000125d 0x00401e5d 5    6    .text   ascii   Sh$\aC
54   0x0000129e 0x00401e9e 6    7    .text   ascii   VPh\\aC
55   0x00001363 0x00401f63 5    6    .text   ascii   t\bG;}
56   0x00001577 0x00402177 5    6    .text   ascii   Phh\bC
57   0x000015a8 0x004021a8 4    5    .text   ascii   8-uH
58   0x00001aab 0x004026ab 4    5    .text   ascii   hT\tC
59   0x00001ad0 0x004026d0 5    6    .text   ascii   H%v:\t
60   0x00001adb 0x004026db 4    7    .text   utf8    uȋḾ blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
61   0x00001f87 0x00402b87 5    6    .text   ascii   H%v:\t
62   0x0000203c 0x00402c3c 8    10   .text   utf8    tUj\tY3\r}
63   0x00002051 0x00402c51 7    8    .text   ascii   E(Ph8\nC
64   0x00002059 0x00402c59 4    5    .text   ascii   hL\nC
65   0x00002064 0x00402c64 4    5    .text   ascii   m,l\a
66   0x000020aa 0x00402caa 4    5    .text   ascii   Yj\bY
67   0x0000210a 0x00402d0a 10   11   .text   ascii    HtDHt"Huk
68   0x00002169 0x00402d69 5    6    .text   ascii   Pht\nC
69   0x00002474 0x00403074 4    5    .text   ascii   \aL2D
70   0x00002482 0x00403082 4    6    .text   utf8    θ,\vC blocks=Greek and Coptic,Basic Latin
71   0x000024b8 0x004030b8 4    6    .text   utf8    θD\vC blocks=Greek and Coptic,Basic Latin
72   0x000024ff 0x004030ff 4    6    .text   utf8    θ\\vC blocks=Greek and Coptic,Basic Latin
73   0x00002541 0x00403141 4    5    .text   ascii   \ax\vC
74   0x00002585 0x00403185 4    5    .text   ascii   \aP2D
75   0x000027d6 0x004033d6 4    6    .text   utf8    θ \fC blocks=Greek and Coptic,Basic Latin
76   0x0000280f 0x0040340f 4    5    .text   ascii   h0\fC
77   0x00002835 0x00403435 5    7    .text   utf8    +¹P\fC blocks=Basic Latin,Latin-1 Supplement
78   0x00002866 0x00403466 4    5    .text   ascii   hp\fC
79   0x000029e8 0x004035e8 4    6    .text   utf8    θ\b\rC blocks=Greek and Coptic,Basic Latin
80   0x00002a5c 0x0040365c 4    6    .text   utf8    θ0\rC blocks=Greek and Coptic,Basic Latin
81   0x00002a96 0x00403696 4    6    .text   utf8    θP\rC blocks=Greek and Coptic,Basic Latin
