[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 5    6            ascii   RichQ
2    0x000001e0 0x000001e0 5    6            ascii   .text
3    0x00000207 0x00000207 7    8            ascii   `.rdata
4    0x0000022f 0x0000022f 6    7            ascii   @.data
5    0x00000258 0x00000258 5    6            ascii   .rsrc
6    0x0000027f 0x0000027f 7    8            ascii   @.reloc
7    0x000004c9 0x004010c9 4    5    .text   ascii   hxLA
8    0x00000520 0x00401120 4    5    .text   ascii   hxLA
9    0x0000056d 0x0040116d 4    5    .text   ascii   hxLA
10   0x00000626 0x00401226 4    9    .text   utf16le jjjh
11   0x000006c3 0x004012c3 4    5    .text   ascii   \f/_S
12   0x000006fb 0x004012fb 5    6    .text   ascii   SVWVP
13   0x0000075a 0x0040135a 4    5    .text   ascii   X9i9
14   0x0000084f 0x0040144f 4    5    .text   ascii   ZPVP
15   0x000008c0 0x004014c0 5    6    .text   ascii   #SVW3
16   0x00000991 0x00401591 4    6    .text   utf8    ZuME
17   0x00000a21 0x00401621 4    5    .text   ascii   0\r^3
18   0x00000a6e 0x0040166e 4    8    .text   utf8    뇟Wۉ] blocks=Hangul Syllables,Basic Latin,Arabic
19   0x00000a8f 0x0040168f 8    9    .text   ascii   i9~0_tj3
20   0x00000aba 0x004016ba 4    5    .text   ascii   mt^P
21   0x00000abf 0x004016bf 4    5    .text   ascii   oT\ff
22   0x00000af8 0x004016f8 7    8    .text   ascii   F\v9V0Zu
23   0x00000bdc 0x004017dc 4    5    .text   ascii   [SSW
24   0x00000bfe 0x004017fe 4    6    .text   utf8    \f^+ʋ blocks=Basic Latin,IPA Extensions
25   0x00000c1e 0x0040181e 4    5    .text   ascii   \f(XR
26   0x00000c48 0x00401848 4    6    .text   utf8    ȉE09 blocks=Latin Extended-B,Basic Latin
27   0x00000cac 0x004018ac 4    7    .text   utf8    x簉|$ blocks=Basic Latin,CJK Unified Ideographs
28   0x00000d03 0x00401903 4    5    .text   ascii   .^SP
29   0x00000d2c 0x0040192c 4    5    .text   ascii   ET'9
30   0x00000d98 0x00401998 4    6    .text   utf8    ƌMc[ blocks=Latin Extended-B,Basic Latin
31   0x00000dcd 0x004019cd 4    5    .text   ascii   .^SS
32   0x00000e66 0x00401a66 4    5    .text   ascii   ^b+z
33   0x00000f77 0x00401b77 4    5    .text   ascii   \nD/R
34   0x00000f9c 0x00401b9c 4    5    .text   ascii   ZX\e 
35   0x00001030 0x00401c30 4    5    .text   ascii   "Pb0
36   0x000010a8 0x00401ca8 4    5    .text   ascii   eX"T
37   0x000010d2 0x00401cd2 6    9    .text   utf8    Lށ\ro\fm blocks=Basic Latin,Thaana
38   0x000010e9 0x00401ce9 5    6    .text   ascii   V\fSWR
39   0x000010fb 0x00401cfb 4    5    .text   ascii   ms7(
40   0x00001108 0x00401d08 5    6    .text   ascii   V\fSWW
41   0x00001125 0x00401d25 5    6    .text   ascii   V\f_^[
42   0x000011ee 0x00401dee 4    6    .text   utf8    }+jŁ blocks=Basic Latin,Latin Extended-A
43   0x00001205 0x00401e05 4    5    .text   ascii   PPPP
44   0x00001213 0x00401e13 4    5    .text   ascii   PWPQ
45   0x000012b2 0x00401eb2 5    6    .text   ascii   SVWRQ
46   0x000012dc 0x00401edc 4    5    .text   ascii   VN"g
47   0x000012e2 0x00401ee2 4    5    .text   ascii   aWE)
48   0x00001443 0x00402043 6    8    .text   utf8    -?m\t^ɦ blocks=Basic Latin,IPA Extensions
49   0x00001451 0x00402051 4    5    .text   ascii   s#0[
50   0x0000145a 0x0040205a 4    5    .text   ascii   |LE4
51   0x0000147b 0x0040207b 5    6    .text   ascii   bMc1(
52   0x000014d5 0x004020d5 7    8    .text   ascii   \r(xUH4(
53   0x000014e7 0x004020e7 6    8    .text   utf8    ]),ebō blocks=Basic Latin,Latin Extended-A
54   0x0000150e 0x0040210e 5    6    .text   ascii   W;bG 
55   0x0000154f 0x0040214f 4    5    .text   ascii   7\r\f4
56   0x00001593 0x00402193 4    5    .text   ascii   Dh%#
57   0x000015fe 0x004021fe 4    5    .text   ascii   \t&/U
58   0x00001640 0x00402240 4    6    .text   utf8    A Ƕe blocks=Basic Latin,Latin Extended-B
59   0x0000164a 0x0040224a 5    7    .text   utf8    c3۟Zx blocks=Basic Latin,Arabic
60   0x000016e1 0x004022e1 15   17   .text   utf8    1AA/HLd+V?K\trѡ^ blocks=Basic Latin,Cyrillic
61   0x000016fb 0x004022fb 4    5    .text   ascii   \t23a
62   0x00001721 0x00402321 6    9    .text   utf8    ϑ[}ɏOS blocks=Greek and Coptic,Basic Latin,Latin Extended-B
63   0x00001750 0x00402350 4    5    .text   ascii   \r~W:
64   0x00001756 0x00402356 4    5    .text   ascii   -b<\v
65   0x0000175d 0x0040235d 5    6    .text   ascii   B<Q+\e
66   0x00001766 0x00402366 4    5    .text   ascii   \t&/U
67   0x00001849 0x00402449 12   13   .text   ascii   .5k_Fng=\]TT
68   0x00001893 0x00402493 4    6    .text   utf8    ?{Ү9 blocks=Basic Latin,Cyrillic
69   0x000018b8 0x004024b8 5    6    .text   ascii   G*ld#
70   0x000018f2 0x004024f2 4    5    .text   ascii   Yi\e"
71   0x000019cb 0x004025cb 4    5    .text   ascii   7\rDQ
72   0x00001a36 0x00402636 4    5    .text   ascii   \t&/U
73   0x00001b33 0x00402733 4    5    .text   ascii   7\rDQ
74   0x00001b8d 0x0040278d 4    5    .text   ascii   YXPS
75   0x00001bed 0x004027ed 4    5    .text   ascii   +[SR
76   0x00001c34 0x00402834 5    7    .text   utf8    \n\cÉ] blocks=Basic Latin,Latin-1 Supplement
77   0x00001c6c 0x0040286c 4    6    .text   utf8    pS9ĉ blocks=Basic Latin,Latin Extended-A
78   0x00001cb4 0x004028b4 4    7    .text   utf8    гdӉM blocks=Cyrillic,Basic Latin
