[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019e 0x0000019e 7   8            ascii   P`.data
3    0x000001c8 0x000001c8 6   7            ascii   .rdata
4    0x000001ee 0x000001ee 6   7            ascii   0@.bss
5    0x00000218 0x00000218 6   7            ascii   .idata
6    0x00000240 0x00000240 4   5            ascii   .CRT
7    0x00000268 0x00000268 4   5            ascii   .tls
310  0x000052bc 0x00405ebc 4   5    .text   ascii   sele
311  0x000052c3 0x00405ec3 5   6    .text   ascii   ctedf
312  0x00005340 0x00405f40 4   5    .text   ascii   D$\b\f
313  0x000053fe 0x00405ffe 4   5    .text   ascii   key=
314  0x0000546f 0x0040606f 4   5    .text   ascii   swit
315  0x00005539 0x00406139 4   5    .text   ascii   D$\bE
316  0x000055c7 0x004061c7 4   5    .text   ascii   D$\bQ
317  0x000056b5 0x004062b5 4   5    .text   ascii   \r\n\r\n
318  0x0000580b 0x0040640b 4   5    .text   ascii   D$\bU
319  0x000058e3 0x004064e3 6   7    .text   ascii   D$\b\n,@
320  0x00005928 0x00406528 6   7    .text   ascii   D$\b+1@
321  0x00005a10 0x00406610 4   5    .text   ascii   D$\f>
322  0x00005a18 0x00406618 4   5    .text   ascii   D$\b+
323  0x00005a9a 0x0040669a 4   5    .text   ascii   XXX\n
324  0x00005aa1 0x004066a1 4   5    .text   ascii   ANNI
325  0x00005aa6 0x004066a6 6   7    .text   ascii   @\bE-DA
326  0x00005aad 0x004066ad 7   8    .text   ascii   @\fEMONf
327  0x00005b60 0x00406760 4   5    .text   ascii   Y[_]
328  0x00005ba0 0x004067a0 4   5    .text   ascii   D$\b7
329  0x00005c06 0x00406806 4   5    .text   ascii   D$\b7
330  0x00005d01 0x00406901 4   6    .text   utf8    \tD$\b
331  0x00005d2e 0x0040692e 4   6    .text   utf8    \tD$\b
332  0x00005d80 0x00406980 4   5    .text   ascii   D$\b\a
333  0x00005de6 0x004069e6 4   5    .text   ascii   D$\b\t
334  0x00005e0e 0x00406a0e 4   5    .text   ascii   D$\b\v
335  0x00005e83 0x00406a83 4   5    .text   ascii   D$\b\t
336  0x000061fd 0x00406dfd 4   6    .text   utf8    \tD$\b
337  0x00006269 0x00406e69 4   6    .text   utf8    \tD$\b
338  0x00006379 0x00406f79 4   6    .text   utf8    E܉D$ blocks=Basic Latin,Syriac
339  0x000063ac 0x00406fac 5   7    .text   utf8    E܉D$\b blocks=Basic Latin,Syriac
340  0x000064a5 0x004070a5 4   6    .text   utf8    Љ\$\b blocks=Cyrillic,Basic Latin
341  0x00006646 0x00407246 4   6    .text   utf8    \tD$\f
342  0x00006699 0x00407299 4   5    .text   ascii   D$\b\a
343  0x000066c1 0x004072c1 4   5    .text   ascii   D$\b\a
344  0x000066e9 0x004072e9 4   5    .text   ascii   D$\b\t
345  0x00006711 0x00407311 4   5    .text   ascii   D$\b\r
346  0x00006739 0x00407339 4   5    .text   ascii   D$\b\f
347  0x00006761 0x00407361 4   5    .text   ascii   D$\b\v
348  0x00006789 0x00407389 4   5    .text   ascii   D$\b\f
349  0x000067b1 0x004073b1 4   5    .text   ascii   D$\b\v
350  0x000067d9 0x004073d9 4   5    .text   ascii   D$\b\b
351  0x00006801 0x00407401 4   5    .text   ascii   D$\b\t
352  0x00006826 0x00407426 4   5    .text   ascii   D$\b\n
353  0x0000684b 0x0040744b 4   5    .text   ascii   D$\b\v
354  0x0000693e 0x0040753e 4   5    .text   ascii   D$\b\f
355  0x000069e9 0x004075e9 4   6    .text   utf8    Љ\$\b blocks=Cyrillic,Basic Latin
356  0x00006d33 0x00407933 4   5    .text   ascii   not 
357  0x00006d3a 0x0040793a 5   6    .text   ascii   founf
358  0x00006e8b 0x00407a8b 4   5    .text   ascii   not 
359  0x00006e92 0x00407a92 5   6    .text   ascii   founf
360  0x00006e9f 0x00407a9f 4   5    .text   ascii   [^_]
361  0x00006f85 0x00407b85 5   6    .text   ascii   l[^_]
362  0x00007294 0x00407e94 5   8    .text   utf8    )IȉT$ blocks=Basic Latin,Latin Extended-B
363  0x000072ee 0x00407eee 4   5    .text   ascii   E\b)E
364  0x000073e5 0x00407fe5 7   10   .text   utf8    E\vUĉD$\b blocks=Basic Latin,Latin Extended-A
365  0x00007406 0x00408006 7   10   .text   utf8    EȋỦD$\b blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
366  0x000074cf 0x004080cf 4   5    .text   ascii   D$\bk
367  0x00007671 0x00408271 5   7    .text   utf8    E؉D$\f blocks=Basic Latin,Arabic
368  0x00007a21 0x00408621 4   5    .text   ascii   D$\b\t
369  0x00007aa8 0x004086a8 4   5    .text   ascii   D$\b\t
370  0x00007ad5 0x004086d5 4   6    .text   utf8    EԉD$ blocks=Basic Latin,Cyrillic Supplement
371  0x00007b15 0x00408715 4   5    .text   ascii   D$\b\t
372  0x00007b5d 0x0040875d 7   10   .text   utf8    EԍU؉T$  blocks=Basic Latin,Cyrillic Supplement,Arabic
373  0x00007bb6 0x004087b6 4   5    .text   ascii   D$\b\t
374  0x00007c21 0x00408821 6   9    .text   utf8    E؍UЉT$ blocks=Basic Latin,Arabic,Cyrillic
375  0x00007c61 0x00408861 4   5    .text   ascii   D$\b\t
376  0x00007ca2 0x004088a2 6   9    .text   utf8    EЍUĉT$ blocks=Basic Latin,Cyrillic,Latin Extended-A
377  0x00007cac 0x004088ac 5   7    .text   utf8    UȉT$\f blocks=Basic Latin,Latin Extended-B
378  0x00007ccb 0x004088cb 4   7    .text   utf8    E܋Eą blocks=Basic Latin,Syriac,Latin Extended-A
379  0x00007d09 0x00408909 4   6    .text   utf8    M̉L$ blocks=Basic Latin,Combining Diacritical Marks
380  0x00007d2b 0x0040892b 4   7    .text   utf8    E܋Ẽ blocks=Basic Latin,Syriac,Combining Diacritical Marks
381  0x000080e1 0x00408ce1 4   5    .text   ascii   <-u\e
382  0x00008126 0x00408d26 4   5    .text   ascii   ;E\fv
383  0x00008142 0x00408d42 4   6    .text   utf8    ʉD$\b blocks=IPA Extensions,Basic Latin
384  0x00008164 0x00408d64 5   6    .text   ascii   ;E\fs\v
385  0x00008183 0x00408d83 4   5    .text   ascii   ;E\fs
386  0x000081af 0x00408daf 4   5    .text   ascii   < t"
387  0x00008a41 0x00409641 4   6    .text   utf8    U܉T$ blocks=Basic Latin,Syriac
388  0x00008a4f 0x0040964f 4   5    .text   ascii   D$\b\n
389  0x00008e2c 0x00409a2c 5   6    .text   ascii   D$$t\n
390  0x00009139 0x00409d39 4   6    .text   utf8    ʋT$@ blocks=IPA Extensions,Basic Latin
391  0x000091ea 0x00409dea 4   5    .text   ascii   D$\b\e
392  0x0000924c 0x00409e4c 4   6    .text   utf8    M\v\rX
393  0x0000932f 0x00409f2f 4   6    .text   utf8    E\t4$
394  0x00009339 0x00409f39 4   6    .text   utf8    EĉD$ blocks=Basic Latin,Latin Extended-A
395  0x00009347 0x00409f47 7   9    .text   utf8    [^_]Ít& blocks=Basic Latin,Latin-1 Supplement
396  0x00009362 0x00409f62 7   11   .text   utf8    @tɋE؍}ȋ blocks=Basic Latin,Latin Extended-B,Arabic
397  0x00009376 0x00409f76 4   5    .text   ascii   D$\b@
398  0x00009394 0x00409f94 4   6    .text   utf8    Eĉ4$ blocks=Basic Latin,Latin Extended-A
399  0x000093b0 0x00409fb0 5   7    .text   utf8    Eȉ|$\f blocks=Basic Latin,Latin Extended-B
400  0x000093bb 0x00409fbb 4   6    .text   utf8    E؉D$ blocks=Basic Latin,Arabic
401  0x000093cf 0x00409fcf 5   7    .text   utf8    [^_]Ã blocks=Basic Latin,Latin-1 Supplement
402  0x000093ea 0x00409fea 4   5    .text   ascii   D$\b@
403  0x000093f6 0x00409ff6 5   7    .text   utf8    ẺL$\f blocks=Basic Latin,Combining Diacritical Marks
404  0x000094c4 0x0040a0c4 4   6    .text   utf8    )čD$ blocks=Basic Latin,Latin Extended-A
405  0x00009584 0x0040a184 6   8    .text   utf8    [^_]û  blocks=Basic Latin,Latin-1 Supplement
406  0x00009597 0x0040a197 6   9    .text   utf8    ẺEčt& blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-A
407  0x00009629 0x0040a229 5   7    .text   utf8    EȉD$\f blocks=Basic Latin,Latin Extended-B
408  0x0000963c 0x0040a23c 4   6    .text   utf8    E؉D$ blocks=Basic Latin,Arabic
409  0x00009699 0x0040a299 4   7    .text   utf8    MčU̹ blocks=Basic Latin,Latin Extended-A,Combining Diacritical Marks
410  0x000096e5 0x0040a2e5 4   7    .text   utf8    MčU̹ blocks=Basic Latin,Latin Extended-A,Combining Diacritical Marks
411  0x00009703 0x0040a303 4   7    .text   utf8    M̉MĹ blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-A
412  0x0000983d 0x0040a43d 7   10   .text   utf8    [^_]ÍE؉ blocks=Basic Latin,Latin-1 Supplement,Arabic
413  0x000098aa 0x0040a4aa 5   7    .text   utf8    [^_]Ð blocks=Basic Latin,Latin-1 Supplement
414  0x000099bc 0x0040a5bc 4   5    .text   ascii   [^_]
415  0x000099e8 0x0040a5e8 6   8    .text   utf8    [^]Ít& blocks=Basic Latin,Latin-1 Supplement
416  0x00009a48 0x0040a648 4   6    .text   utf8    [^]þ blocks=Basic Latin,Latin-1 Supplement
417  0x00009a71 0x0040a671 5   7    .text   utf8    u\r1\v]
418  0x00009bc6 0x0040a7c6 4   5    .text   ascii   8MZt
419  0x00009bfb 0x0040a7fb 4   6    .text   utf8    t\e1Ґ blocks=Basic Latin,Cyrillic
420  0x00009c1a 0x0040a81a 4   6    .text   utf8    [^Ív blocks=Basic Latin,Latin-1 Supplement
421  0x00009c20 0x0040a820 4   5    .text   ascii   UWV1
422  0x00009c37 0x0040a837 4   5    .text   ascii   \bw\vf
423  0x00009c41 0x0040a841 4   5    .text   ascii   MZt\v
424  0x00009c4a 0x0040a84a 5   7    .text   utf8    [^_]Ð blocks=Basic Latin,Latin-1 Supplement
425  0x00009c8b 0x0040a88b 4   5    .text   ascii   D$\b\b
426  0x00009ca9 0x0040a8a9 4   5    .text   ascii   [^_]
427  0x00009cb8 0x0040a8b8 6   8    .text   utf8    ^_]Ít& blocks=Basic Latin,Latin-1 Supplement
428  0x00009ccd 0x0040a8cd 4   5    .text   ascii   MZt\a
429  0x00009d4e 0x0040a94e 4   5    .text   ascii   \$\ft
430  0x00009d87 0x0040a987 5   6    .text   ascii   B' t\a
431  0x00009da1 0x0040a9a1 4   7    .text   utf8    [^É։ blocks=Basic Latin,Latin-1 Supplement,Armenian
432  0x00009e5c 0x0040aa5c 4   6    .text   utf8    [^_ø blocks=Basic Latin,Latin-1 Supplement
433  0x00009e7b 0x0040aa7b 4   6    .text   utf8    tډt$ blocks=Basic Latin,Arabic
434  0x00009e99 0x0040aa99 4   7    .text   utf8    u\v뺍v blocks=Basic Latin,Hangul Syllables
435  0x00009ed7 0x0040aad7 4   6    .text   utf8    [^_Ð blocks=Basic Latin,Latin-1 Supplement
436  0x00009ee8 0x0040aae8 4   5    .text   ascii   L$\fr
437  0x00009f10 0x0040ab10 4   5    .text   ascii   UWVS
438  0x00009f58 0x0040ab58 6   8    .text   utf8    [^_]Ív blocks=Basic Latin,Latin-1 Supplement
439  0x00009f6a 0x0040ab6a 5   6    .text   ascii   u6;\f$
440  0x00009f8e 0x0040ab8e 4   6    .text   utf8    ^_]Ã blocks=Basic Latin,Latin-1 Supplement
441  0x0000a019 0x0040ac19 4   6    .text   utf8    ^_]Ð blocks=Basic Latin,Latin-1 Supplement
442  0x0000a030 0x0040ac30 4   5    .text   ascii   UWVS
443  0x0000a0a7 0x0040aca7 7   9    .text   utf8    L[^_]Ív blocks=Basic Latin,Latin-1 Supplement
444  0x0000a0e1 0x0040ace1 8   9    .text   ascii   </t^<\tZ
445  0x0000a0ee 0x0040acee 6   7    .text   ascii   <\t\b</
446  0x0000a186 0x0040ad86 4   5    .text   ascii   <\t6
447  0x0000a18c 0x0040ad8c 5   6    .text   ascii   t2</u
448  0x0000a312 0x0040af12 8   9    .text   ascii   </t\r<\t\t
449  0x0000a3a3 0x0040afa3 4   5    .text   ascii   [^_]
450  0x0000a3b8 0x0040afb8 6   8    .text   utf8    [^_]Ív blocks=Basic Latin,Latin-1 Supplement
451  0x0000a497 0x0040b097 4   6    .text   utf8    t/ǃ( blocks=Basic Latin,Latin Extended-B
452  0x0000a60f 0x0040b20f 4   5    .text   ascii   |_t-
453  0x0000a639 0x0040b239 5   7    .text   utf8    [^Ít& blocks=Basic Latin,Latin-1 Supplement
454  0x0000a66a 0x0040b26a 4   6    .text   utf8    [^Ív blocks=Basic Latin,Latin-1 Supplement
455  0x0000a6c1 0x0040b2c1 4   5    .text   ascii   %D%A
456  0x0000a6c9 0x0040b2c9 4   5    .text   ascii   %p%A
457  0x0000a6d1 0x0040b2d1 4   5    .text   ascii   %P%A
458  0x0000a701 0x0040b301 4   5    .text   ascii   %`%A
459  0x0000a709 0x0040b309 4   5    .text   ascii   % %A
460  0x0000a711 0x0040b311 4   5    .text   ascii   %4%A
461  0x0000a719 0x0040b319 4   5    .text   ascii   %8%A
462  0x0000a729 0x0040b329 4   5    .text   ascii   %d%A
463  0x0000a731 0x0040b331 4   5    .text   ascii   %T%A
464  0x0000a739 0x0040b339 4   5    .text   ascii   %0%A
465  0x0000a749 0x0040b349 4   5    .text   ascii   %<%A
466  0x0000a751 0x0040b351 4   5    .text   ascii   %l%A
467  0x0000a759 0x0040b359 4   5    .text   ascii   %$%A
468  0x0000a761 0x0040b361 4   5    .text   ascii   %,%A
469  0x0000a769 0x0040b369 4   5    .text   ascii   %(%A
470  0x0000a779 0x0040b379 4   5    .text   ascii   %X%A
471  0x0000a781 0x0040b381 4   5    .text   ascii   %L%A
472  0x0000a789 0x0040b389 4   5    .text   ascii   %|%A
473  0x0000a799 0x0040b399 4   5    .text   ascii   %h%A
474  0x0000a7a1 0x0040b3a1 4   5    .text   ascii   %@%A
475  0x0000a7a9 0x0040b3a9 4   5    .text   ascii   %x%A
476  0x0000a7b1 0x0040b3b1 4   5    .text   ascii   %H%A
477  0x0000a7d1 0x0040b3d1 4   5    .text   ascii   %\%A
478  0x0000a7e9 0x0040b3e9 4   5    .text   ascii   %\b%A
479  0x0000a7f1 0x0040b3f1 4   5    .text   ascii   %\f%A
480  0x0000a7f9 0x0040b3f9 4   5    .text   ascii   %t%A
481  0x0000a841 0x0040b441 4   5    .text   ascii   %X$A
482  0x0000a849 0x0040b449 4   5    .text   ascii   %\$A
483  0x0000ac00 0x0040d000 13  14   .rdata  ascii   libgcj-13.dll
484  0x0000ac0e 0x0040d00e 19  20   .rdata  ascii   _Jv_RegisterClasses
485  0x0000ac24 0x0040d024 6   7    .rdata  ascii   160016
486  0x0000ac2b 0x0040d02b 18  19   .rdata  ascii   /software/send.cgi
487  0x0000ac3e 0x0040d03e 21  22   .rdata  ascii   snowy-nature.ddns.net
488  0x0000ac54 0x0040d054 151 152  .rdata  ascii   POST %s HTTP/1.1\r\nHost: %s\r\nUser-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows XP)\r\nReferer: http://%s%s\r\nCokkie: xtl_s=%s\r\nContent-Length: 207\r\n\r\n
489  0x0000acee 0x0040d0ee 17  18   .rdata  ascii   XXX\nANNIE-DAEMON\n
490  0x0000ad02 0x0040d102 17  18   .rdata  ascii   .\Sagittarius.txt
491  0x0000ad1c 0x0040d11c 55  56   .rdata  ascii   <System up time>\nContinuous operation time: %lu msec.\n\n
492  0x0000ad54 0x0040d154 25  26   .rdata  ascii   <Sample path & meta data>
493  0x0000ad6f 0x0040d16f 16  17   .rdata  ascii   <Start up list>\n
494  0x0000ad80 0x0040d180 24  25   .rdata  ascii   <Desktop customization>\n
495  0x0000ad99 0x0040d199 22  23   .rdata  ascii   <File access history>\n
496  0x0000adb0 0x0040d1b0 8   18   .rdata  utf16le DeviceId
497  0x0000adc4 0x0040d1c4 21  44   .rdata  utf16le PCI\VEN_80EE&DEV_CAFE
498  0x0000adf0 0x0040d1f0 14  15   .rdata  ascii   .\Scorpius.txt
499  0x0000ae00 0x0040d200 9   20   .rdata  utf16le \nDeviceID
500  0x0000ae14 0x0040d214 4   10   .rdata  utf16le name
501  0x0000ae20 0x0040d220 20  42   .rdata  utf16le NumberOfFunctionKeys
502  0x0000ae4a 0x0040d24a 6   14   .rdata  utf16le Layout
503  0x0000ae58 0x0040d258 12  26   .rdata  utf16le Manufacturer
504  0x0000ae72 0x0040d272 12  26   .rdata  utf16le HardwareType
505  0x0000ae8c 0x0040d28c 25  52   .rdata  utf16le CurrentVerticalResolution
506  0x0000aec0 0x0040d2c0 27  56   .rdata  utf16le CurrentHorizontalResolution
507  0x0000aef8 0x0040d2f8 11  24   .rdata  utf16le MonitorType
508  0x0000af10 0x0040d310 12  26   .rdata  utf16le ScreenHeight
509  0x0000af2a 0x0040d32a 11  24   .rdata  utf16le ScreenWidth
510  0x0000af44 0x0040d344 19  40   .rdata  utf16le MonitorManufacturer
511  0x0000af6c 0x0040d36c 4   10   .rdata  utf16le Name
512  0x0000af76 0x0040d376 7   16   .rdata  utf16le Product
513  0x0000af86 0x0040d386 7   16   .rdata  utf16le Version
514  0x0000af96 0x0040d396 12  26   .rdata  utf16le SerialNumber
515  0x0000afb0 0x0040d3b0 11  24   .rdata  utf16le ReleaseDate
516  0x0000afc8 0x0040d3c8 17  36   .rdata  utf16le SMBIOSBIOSVersion
517  0x0000afec 0x0040d3ec 11  24   .rdata  utf16le InstallDate
518  0x0000b004 0x0040d404 14  30   .rdata  utf16le RegisteredUser
519  0x0000b022 0x0040d422 6   14   .rdata  utf16le Locale
520  0x0000b030 0x0040d430 13  28   .rdata  utf16le TimeGenerated
521  0x0000b04c 0x0040d44c 11  12   .rdata  ascii   <keyboard>\n
522  0x0000b058 0x0040d458 28  58   .rdata  utf16le SELECT * FROM Win32_keyboard
523  0x0000b09a 0x0040d49a 10  22   .rdata  utf16le ROOT\CIMV2
524  0x0000b0b0 0x0040d4b0 8   9    .rdata  ascii   <mouse>\n
525  0x0000b0bc 0x0040d4bc 34  70   .rdata  utf16le SELECT * FROM Win32_PointingDevice
526  0x0000b102 0x0040d502 13  14   .rdata  ascii   <video card>\n
527  0x0000b110 0x0040d510 35  72   .rdata  utf16le SELECT * FROM Win32_VideoController
528  0x0000b158 0x0040d558 18  19   .rdata  ascii   <desktop monitor>\n
529  0x0000b16c 0x0040d56c 34  70   .rdata  utf16le SELECT * FROM Win32_DesktopMonitor
530  0x0000b1b2 0x0040d5b2 6   7    .rdata  ascii   <usb>\n
531  0x0000b1bc 0x0040d5bc 56  114  .rdata  utf16le SELECT * FROM Win32_PnPEntity WHERE DeviceID like 'USB' 
532  0x0000b22e 0x0040d62e 15  16   .rdata  ascii   <mother board>\n
533  0x0000b240 0x0040d640 29  60   .rdata  utf16le SELECT * FROM Win32_BaseBoard
534  0x0000b27c 0x0040d67c 7   8    .rdata  ascii   <bios>\n
535  0x0000b284 0x0040d684 24  50   .rdata  utf16le SELECT * FROM Win32_BIOS
536  0x0000b2b6 0x0040d6b6 5   6    .rdata  ascii   <os>\n
537  0x0000b2bc 0x0040d6bc 35  72   .rdata  utf16le SELECT * FROM Win32_OperatingSystem
538  0x0000b304 0x0040d704 16  17   .rdata  ascii   <login history>\n
539  0x0000b318 0x0040d718 74  150  .rdata  utf16le SELECT * FROM Win32_NTLogEvent WHERE logfile='system' And EventCode='6005'
540  0x0000b3ae 0x0040d7ae 21  22   .rdata  ascii   <emulator detection>\n
541  0x0000b3c4 0x0040d7c4 47  48   .rdata  ascii     [*] Detect by checking for VBox devices  ... 
542  0x0000b3f4 0x0040d7f4 10  22   .rdata  utf16le root\cimv2
543  0x0000b40a 0x0040d80a 6   7    .rdata  ascii   FALSE\n
544  0x0000b414 0x0040d814 36  74   .rdata  utf16le SELECT DeviceId FROM Win32_PnPEntity
545  0x0000b45e 0x0040d85e 5   6    .rdata  ascii   TRUE\n
546  0x0000b464 0x0040d864 53  54   .rdata  ascii     [*] Detect by looking for VMware serial number ... 
547  0x0000b49c 0x0040d89c 35  72   .rdata  utf16le SELECT SerialNumber FROM Win32_Bios
548  0x0000b4e4 0x0040d8e4 6   14   .rdata  utf16le VMware
549  0x0000b4f2 0x0040d8f2 14  15   .rdata  ascii   .\Circinus.txt
550  0x0000b504 0x0040d904 32  33   .rdata  ascii   <IP, MAC, Default Gateway, DNS>\n
551  0x0000b525 0x0040d925 13  14   .rdata  ascii   \n<Port List>\n
552  0x0000b533 0x0040d933 12  13   .rdata  ascii   \n<ARP List>\n
553  0x0000b540 0x0040d940 14  15   .rdata  ascii   .\Aquarius.txt
554  0x0000b552 0x0040d952 19  20   .rdata  ascii   <Application list>\n
555  0x0000b566 0x0040d966 4   5    .rdata  ascii   .exe
556  0x0000b56b 0x0040d96b 16  17   .rdata  ascii   C:\Program Files
557  0x0000b57c 0x0040d97c 11  12   .rdata  ascii   .\Orion.txt
558  0x0000b58b 0x0040d98b 17  18   .rdata  ascii   \n<OS product ID>\n
559  0x0000b59d 0x0040d99d 22  23   .rdata  ascii   <System manufacturer>\n
560  0x0000b5b4 0x0040d9b4 13  14   .rdata  ascii   <OS Version>\n
561  0x0000b5c2 0x0040d9c2 15  16   .rdata  ascii   <# Processors>\n
562  0x0000b5d2 0x0040d9d2 9   10   .rdata  ascii   <Memory>\n
563  0x0000b5dc 0x0040d9dc 7   8    .rdata  ascii   <Disk>\n
564  0x0000b5e4 0x0040d9e4 21  22   .rdata  ascii   <# Icons of Desktop>\n
565  0x0000b5fa 0x0040d9fa 16  17   .rdata  ascii   <System locale>\n
566  0x0000b60b 0x0040da0b 13  14   .rdata  ascii   <Resolution>\n
567  0x0000b619 0x0040da19 12  13   .rdata  ascii   .\Pisces.txt
568  0x0000b62c 0x0040da2c 45  46   .rdata  ascii   Sandbox detected 'TRUE', undetected 'FALSE'\n\n
569  0x0000b65a 0x0040da5a 21  22   .rdata  ascii   [-] Cuckoo detection\n
570  0x0000b670 0x0040da70 93  94   .rdata  ascii     [*] Detect by cuckoo return address is stored in the TLS (hooks information structure) ... 
571  0x0000b6d0 0x0040dad0 142 143  .rdata  ascii        Cuckoo stores the return address in an extra space, allocated in the hook information structure FS: TLS_HOOK_INFO (Thread Local Storage)\n
572  0x0000b760 0x0040db60 206 207  .rdata  ascii        Therefor read the address of hook information and calculate the min and max value for the return address value location. Also FireEye use cuckoo https://github.com/David-Reguera-Garcia-Dreg/anticuckoo\n
573  0x0000b82f 0x0040dc2f 19  20   .rdata  ascii   [-] Qemu detection\n
574  0x0000b844 0x0040dc44 42  43   .rdata  ascii     [*] Reg key Scsi identifier is QEMU ... 
575  0x0000b86f 0x0040dc6f 4   5    .rdata  ascii   QEMU
576  0x0000b874 0x0040dc74 10  11   .rdata  ascii   Identifier
577  0x0000b880 0x0040dc80 76  77   .rdata  ascii   HARDWARE\DEVICEMAP\Scsi\Scsi Port 0\Scsi Bus 0\Target Id 0\Logical Unit Id 0
578  0x0000b8cd 0x0040dccd 4   5    .rdata  ascii   TRUE
579  0x0000b8d4 0x0040dcd4 81  82   .rdata  ascii     [*] Reg key (HKLM\HARDWARE\Description\System "SystemBiosVersion") is QEMU ... 
580  0x0000b926 0x0040dd26 17  18   .rdata  ascii   SystemBiosVersion
581  0x0000b938 0x0040dd38 27  28   .rdata  ascii   HARDWARE\Description\System
582  0x0000b954 0x0040dd54 24  25   .rdata  ascii   [-] Sandboxie detection\n
583  0x0000b970 0x0040dd70 56  57   .rdata  ascii     [*] Using GetModuleHandle() to search sbiedll.dll ... 
584  0x0000b9a9 0x0040dda9 11  12   .rdata  ascii   sbiedll.dll
585  0x0000b9b5 0x0040ddb5 19  20   .rdata  ascii   [-] VBox detection\n
586  0x0000b9cc 0x0040ddcc 42  43   .rdata  ascii     [*] Reg key Scsi identifier is VBOX ... 
587  0x0000b9f7 0x0040ddf7 4   5    .rdata  ascii   VBOX
588  0x0000b9fc 0x0040ddfc 80  81   .rdata  ascii     [*] Reg key (HKLM\HARDWARE\Description\System "SystemBiosVersion") is VBOX... 
589  0x0000ba50 0x0040de50 68  69   .rdata  ascii     [*] Reg key (HKLM\SOFTWARE\Oracle\VirtualBox Guest Additions) ... 
590  0x0000ba98 0x0040de98 42  43   .rdata  ascii   SOFTWARE\Oracle\VirtualBox Guest Additions
591  0x0000bac4 0x0040dec4 85  86   .rdata  ascii     [*] Reg key (HKLM\HARDWARE\Description\System "VideoBiosVersion") is VIRTUALBOX... 
592  0x0000bb1a 0x0040df1a 10  11   .rdata  ascii   VIRTUALBOX
593  0x0000bb25 0x0040df25 16  17   .rdata  ascii   VideoBiosVersion
594  0x0000bb38 0x0040df38 51  52   .rdata  ascii     [*] Reg key (HKLM\HARDWARE\ACPI\DSDT\VBOX__) ... 
595  0x0000bb6c 0x0040df6c 25  26   .rdata  ascii   HARDWARE\ACPI\DSDT\VBOX__
596  0x0000bb88 0x0040df88 51  52   .rdata  ascii     [*] Reg key (HKLM\HARDWARE\ACPI\FADT\VBOX__) ... 
597  0x0000bbbc 0x0040dfbc 25  26   .rdata  ascii   HARDWARE\ACPI\FADT\VBOX__
598  0x0000bbd8 0x0040dfd8 51  52   .rdata  ascii     [*] Reg key (HKLM\HARDWARE\ACPI\RSDT\VBOX__) ... 
599  0x0000bc0c 0x0040e00c 25  26   .rdata  ascii   HARDWARE\ACPI\RSDT\VBOX__
600  0x0000bc28 0x0040e028 63  64   .rdata  ascii     [*] Reg key (HKLM\SYSTEM\ControlSet001\Services\VBox* x5 ... 
601  0x0000bc68 0x0040e068 39  40   .rdata  ascii   SYSTEM\ControlSet001\Services\VBoxGuest
602  0x0000bc90 0x0040e090 39  40   .rdata  ascii   SYSTEM\ControlSet001\Services\VBoxMouse
603  0x0000bcb8 0x0040e0b8 41  42   .rdata  ascii   SYSTEM\ControlSet001\Services\VBoxService
604  0x0000bce4 0x0040e0e4 36  37   .rdata  ascii   SYSTEM\ControlSet001\Services\VBoxSF
605  0x0000bd0c 0x0040e10c 39  40   .rdata  ascii   SYSTEM\ControlSet001\Services\VBoxVideo
606  0x0000bd34 0x0040e134 39  40   .rdata  ascii   VirtualBox traced using Reg key HKLM\%s
607  0x0000bd5c 0x0040e15c 82  83   .rdata  ascii     [*] Reg key (HKLM\HARDWARE\DESCRIPTION\System "SystemBiosDate") is 06/23/99 ... 
608  0x0000bdaf 0x0040e1af 8   9    .rdata  ascii   06/23/99
609  0x0000bdb8 0x0040e1b8 14  15   .rdata  ascii   SystemBiosDate
610  0x0000bdc7 0x0040e1c7 27  28   .rdata  ascii   HARDWARE\DESCRIPTION\System
611  0x0000bde4 0x0040e1e4 73  74   .rdata  ascii     [*] Detect by driver files in C:\WINDOWS\system32\drivers\VBox* x4 ... 
612  0x0000be30 0x0040e230 41  42   .rdata  ascii   C:\WINDOWS\system32\drivers\VBoxMouse.sys
613  0x0000be5c 0x0040e25c 41  42   .rdata  ascii   C:\WINDOWS\system32\drivers\VBoxGuest.sys
614  0x0000be88 0x0040e288 38  39   .rdata  ascii   C:\WINDOWS\system32\drivers\VBoxSF.sys
615  0x0000beb0 0x0040e2b0 41  42   .rdata  ascii   C:\WINDOWS\system32\drivers\VBoxVideo.sys
616  0x0000bedc 0x0040e2dc 38  39   .rdata  ascii   VirtualBox traced using driver file %s
617  0x0000bf04 0x0040e304 55  56   .rdata  ascii     [*] Detect by additional system files vbox* x 14 ... 
618  0x0000bf3c 0x0040e33c 32  33   .rdata  ascii   C:\WINDOWS\system32\vboxdisp.dll
