[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019e 0x0000019e 7   8            ascii   P`.data
3    0x000001c8 0x000001c8 6   7            ascii   .rdata
4    0x000001ee 0x000001ee 6   7            ascii   0@.bss
5    0x00000218 0x00000218 6   7            ascii   .idata
6    0x00000240 0x00000240 4   5            ascii   .CRT
7    0x00000268 0x00000268 4   5            ascii   .tls
51   0x000026ed 0x004032ed 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
52   0x00002710 0x00403310 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
53   0x00002733 0x00403333 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
54   0x0000273a 0x0040333a 4   5    .text   ascii   D$\b*
55   0x00002756 0x00403356 4   5    .text   ascii   D$\fo
56   0x0000275e 0x0040335e 4   5    .text   ascii   D$\bt
57   0x0000278c 0x0040338c 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
58   0x000027af 0x004033af 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
59   0x000027b6 0x004033b6 4   5    .text   ascii   D$\bQ
60   0x000027d2 0x004033d2 4   5    .text   ascii   D$\fo
61   0x000027da 0x004033da 4   5    .text   ascii   D$\b&
62   0x00002808 0x00403408 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
63   0x0000282b 0x0040342b 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
64   0x0000284e 0x0040344e 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
65   0x00002855 0x00403455 4   5    .text   ascii   D$\b8
66   0x00002886 0x00403486 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
67   0x000028ab 0x004034ab 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
68   0x000028ce 0x004034ce 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
69   0x000028f1 0x004034f1 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
70   0x000028f8 0x004034f8 4   5    .text   ascii   D$\b*
71   0x0000291c 0x0040351c 4   5    .text   ascii   D$\bt
72   0x0000293c 0x0040353c 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
73   0x00002961 0x00403561 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
74   0x00002984 0x00403584 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
75   0x0000298b 0x0040358b 4   5    .text   ascii   D$\bP
76   0x000029af 0x004035af 4   5    .text   ascii   D$\b&
77   0x000029cf 0x004035cf 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
78   0x000029f4 0x004035f4 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
79   0x00002a17 0x00403617 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
80   0x00002a1e 0x0040361e 4   5    .text   ascii   D$\bD
81   0x00002a52 0x00403652 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
82   0x00002a77 0x00403677 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
83   0x00002a9a 0x0040369a 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
84   0x00002aa1 0x004036a1 4   5    .text   ascii   D$\bU
85   0x00002ac5 0x004036c5 4   5    .text   ascii   D$\b%
86   0x00002ae5 0x004036e5 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
87   0x00002b0a 0x0040370a 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
88   0x00002b2d 0x0040372d 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
89   0x00002b34 0x00403734 4   5    .text   ascii   D$\b3
90   0x00002b68 0x00403768 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
91   0x00002b8d 0x0040378d 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
92   0x00002bb0 0x004037b0 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
93   0x00002bb7 0x004037b7 4   5    .text   ascii   D$\b3
94   0x00002beb 0x004037eb 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
95   0x00002c10 0x00403810 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
96   0x00002c33 0x00403833 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
97   0x00002c3a 0x0040383a 4   5    .text   ascii   D$\b3
98   0x00002c6e 0x0040386e 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
99   0x00002c93 0x00403893 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
100  0x00002cb6 0x004038b6 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
101  0x00002cbd 0x004038bd 4   5    .text   ascii   D$\b?
102  0x00002d16 0x00403916 4   6    .text   utf8    )čD$ blocks=Basic Latin,Latin Extended-A
103  0x00002d8d 0x0040398d 4   5    .text   ascii   D$\b4
104  0x00002dc4 0x004039c4 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
105  0x00002de9 0x004039e9 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
106  0x00002e0c 0x00403a0c 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
107  0x00002e13 0x00403a13 4   5    .text   ascii   D$\bR
108  0x00002e57 0x00403a57 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
109  0x00002e7c 0x00403a7c 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
110  0x00002e9f 0x00403a9f 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
111  0x00002ea6 0x00403aa6 4   5    .text   ascii   D$\bI
112  0x00002efc 0x00403afc 4   6    .text   utf8    )čD$ blocks=Basic Latin,Latin Extended-A
113  0x00002fa6 0x00403ba6 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
114  0x00002fcb 0x00403bcb 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
115  0x00002fee 0x00403bee 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
116  0x00002ff5 0x00403bf5 4   5    .text   ascii   D$\b7
117  0x0000304f 0x00403c4f 4   6    .text   utf8    )čD$ blocks=Basic Latin,Latin Extended-A
118  0x00003126 0x00403d26 4   5    .text   ascii   D$\bd
119  0x0000315d 0x00403d5d 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
120  0x00003182 0x00403d82 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
121  0x000031a5 0x00403da5 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
122  0x000031ac 0x00403dac 4   5    .text   ascii   D$\b>
123  0x000031c8 0x00403dc8 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
124  0x000031cf 0x00403dcf 4   5    .text   ascii   D$\b8
125  0x00003229 0x00403e29 4   6    .text   utf8    )čD$ blocks=Basic Latin,Latin Extended-A
126  0x000032d9 0x00403ed9 4   5    .text   ascii   D$\bT
127  0x00003314 0x00403f14 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
128  0x00003339 0x00403f39 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
129  0x0000335c 0x00403f5c 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
130  0x00003363 0x00403f63 4   5    .text   ascii   D$\b1
131  0x000033c3 0x00403fc3 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
132  0x000033e8 0x00403fe8 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
133  0x0000340b 0x0040400b 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
134  0x00003412 0x00404012 4   5    .text   ascii   D$\bO
135  0x00003452 0x00404052 5   7    .text   utf8    t\fǅ\i blocks=Basic Latin,Latin Extended-B
136  0x00003461 0x00404061 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
137  0x000034b0 0x004040b0 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
138  0x000034f5 0x004040f5 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
139  0x0000353e 0x0040413e 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
140  0x0000358b 0x0040418b 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
141  0x000035ae 0x004041ae 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
142  0x000035b5 0x004041b5 4   5    .text   ascii   D$\b>
143  0x000035e2 0x004041e2 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
144  0x00003607 0x00404207 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
145  0x0000362a 0x0040422a 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
146  0x00003631 0x00404231 4   5    .text   ascii   D$\bR
147  0x0000368a 0x0040428a 4   6    .text   utf8    )čD$ blocks=Basic Latin,Latin Extended-A
148  0x000036dc 0x004042dc 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
149  0x00003701 0x00404301 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
150  0x00003724 0x00404324 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
151  0x00003747 0x00404347 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
152  0x0000374e 0x0040434e 4   5    .text   ascii   D$\b,
153  0x00003772 0x00404372 4   5    .text   ascii   D$\bt
154  0x0000379a 0x0040439a 4   5    .text   ascii   D$\bt
155  0x000037c2 0x004043c2 4   5    .text   ascii   D$\bt
156  0x000037e2 0x004043e2 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
157  0x00003807 0x00404407 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
158  0x0000382a 0x0040442a 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
159  0x00003831 0x00404431 4   5    .text   ascii   D$\b<
160  0x00003865 0x00404465 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
161  0x0000388a 0x0040448a 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
162  0x000038ad 0x004044ad 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
163  0x000038b4 0x004044b4 4   5    .text   ascii   D$\bH
164  0x000038e0 0x004044e0 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
165  0x00003905 0x00404505 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
166  0x00003928 0x00404528 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
167  0x0000392f 0x0040452f 4   5    .text   ascii   D$\bG
168  0x0000395b 0x0040455b 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
169  0x00003980 0x00404580 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
170  0x000039a3 0x004045a3 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
171  0x000039aa 0x004045aa 4   5    .text   ascii   D$\b2
172  0x000039ff 0x004045ff 4   6    .text   utf8    )čD$ blocks=Basic Latin,Latin Extended-A
173  0x00003ab0 0x004046b0 4   5    .text   ascii   D$\b)
174  0x00003ace 0x004046ce 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
175  0x00003b01 0x00404701 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
176  0x00003b24 0x00404724 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
177  0x00003b2b 0x0040472b 4   5    .text   ascii   D$\b>
178  0x00003b58 0x00404758 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
179  0x00003b7d 0x0040477d 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
180  0x00003ba0 0x004047a0 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
181  0x00003ba7 0x004047a7 4   5    .text   ascii   D$\b>
182  0x00003bd4 0x004047d4 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
183  0x00003bf9 0x004047f9 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
184  0x00003c1c 0x0040481c 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
185  0x00003c23 0x00404823 4   5    .text   ascii   D$\b>
186  0x00003c50 0x00404850 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
187  0x00003c75 0x00404875 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
188  0x00003c98 0x00404898 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
189  0x00003c9f 0x0040489f 4   5    .text   ascii   D$\b>
190  0x00003ccc 0x004048cc 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
191  0x00003cf1 0x004048f1 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
192  0x00003d14 0x00404914 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
193  0x00003d1b 0x0040491b 4   5    .text   ascii   D$\b9
194  0x00003d48 0x00404948 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
195  0x00003d6d 0x0040496d 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
196  0x00003d90 0x00404990 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
197  0x00003db3 0x004049b3 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
198  0x00003dba 0x004049ba 4   5    .text   ascii   D$\bl
199  0x00003e15 0x00404a15 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
200  0x00003e3a 0x00404a3a 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
201  0x00003e5f 0x00404a5f 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
202  0x00003e82 0x00404a82 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
203  0x00003e89 0x00404a89 4   5    .text   ascii   D$\b'
204  0x00003ebd 0x00404abd 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
205  0x00003ee2 0x00404ae2 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
206  0x00003f05 0x00404b05 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
207  0x00003f28 0x00404b28 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
208  0x00003f2f 0x00404b2f 4   5    .text   ascii   D$\b9
209  0x00003fc4 0x00404bc4 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
210  0x00003fe7 0x00404be7 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
211  0x00003fee 0x00404bee 4   5    .text   ascii   D$\b@
212  0x00004047 0x00404c47 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
213  0x0000406c 0x00404c6c 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
214  0x0000408f 0x00404c8f 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
215  0x000040b2 0x00404cb2 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
216  0x000040df 0x00404cdf 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
217  0x000040e6 0x00404ce6 4   5    .text   ascii   D$\b;
218  0x0000411e 0x00404d1e 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
219  0x00004143 0x00404d43 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
220  0x00004166 0x00404d66 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
221  0x0000416d 0x00404d6d 4   5    .text   ascii   D$\b?
222  0x000041a5 0x00404da5 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
223  0x000041ca 0x00404dca 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
224  0x000041ed 0x00404ded 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
225  0x000041f4 0x00404df4 4   5    .text   ascii   D$\b>
226  0x0000422c 0x00404e2c 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
227  0x00004251 0x00404e51 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
228  0x00004274 0x00404e74 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
229  0x00004297 0x00404e97 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
230  0x0000429e 0x00404e9e 4   5    .text   ascii   D$\bR
231  0x000042ba 0x00404eba 4   5    .text   ascii   D$\f/
232  0x000042c2 0x00404ec2 4   5    .text   ascii   D$\b&
233  0x000042e2 0x00404ee2 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
234  0x00004307 0x00404f07 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
235  0x0000432a 0x00404f2a 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
236  0x00004331 0x00404f31 4   5    .text   ascii   D$\bH
237  0x0000437d 0x00404f7d 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
238  0x000043a2 0x00404fa2 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
239  0x000043c5 0x00404fc5 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
240  0x000043cc 0x00404fcc 4   5    .text   ascii   D$\bA
241  0x000043ed 0x00404fed 6   7    .text   ascii   cAMDu\t
242  0x00004416 0x00405016 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
243  0x0000443b 0x0040503b 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
244  0x0000445e 0x0040505e 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
245  0x00004465 0x00405065 4   5    .text   ascii   D$\bE
246  0x0000448f 0x0040508f 4   5    .text   ascii   D$\b/
247  0x000044b1 0x004050b1 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
248  0x000044d6 0x004050d6 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
249  0x000044f9 0x004050f9 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
250  0x00004557 0x00405157 4   5    .text   ascii   D$\bk
251  0x0000462f 0x0040522f 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
252  0x00004636 0x00405236 4   5    .text   ascii   D$\bh
253  0x0000468b 0x0040528b 6   9    .text   utf8    \t~ڋE؋U blocks=Basic Latin,Arabic
254  0x00004695 0x00405295 4   5    .text   ascii   D$\b\n
255  0x000046b1 0x004052b1 5   8    .text   utf8    E؉U܃} blocks=Basic Latin,Arabic,Syriac
256  0x000046d8 0x004052d8 7   10   .text   utf8    E؋U܉D$\b blocks=Basic Latin,Arabic,Syriac
257  0x000046fb 0x004052fb 6   9    .text   utf8    E؋U܉D$ blocks=Basic Latin,Arabic,Syriac
258  0x00004709 0x00405309 7   10   .text   utf8    E؋U܉D$\b blocks=Basic Latin,Arabic,Syriac
259  0x0000472a 0x0040532a 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
260  0x00004731 0x00405331 4   5    .text   ascii   D$\b|
261  0x00004786 0x00405386 6   9    .text   utf8    \t~ڋE؋U blocks=Basic Latin,Arabic
262  0x00004790 0x00405390 4   5    .text   ascii   D$\b\n
263  0x000047ac 0x004053ac 5   8    .text   utf8    E؉U܃} blocks=Basic Latin,Arabic,Syriac
264  0x000047d3 0x004053d3 7   10   .text   utf8    E؋U܉D$\b blocks=Basic Latin,Arabic,Syriac
265  0x000047f6 0x004053f6 6   9    .text   utf8    E؋U܉D$ blocks=Basic Latin,Arabic,Syriac
266  0x00004804 0x00405404 7   10   .text   utf8    E؋U܉D$\b blocks=Basic Latin,Arabic,Syriac
267  0x00004825 0x00405425 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
268  0x0000482c 0x0040542c 4   5    .text   ascii   D$\bB
269  0x00004860 0x00405460 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
270  0x00004885 0x00405485 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
271  0x000048a8 0x004054a8 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
272  0x000048af 0x004054af 4   5    .text   ascii   D$\bH
273  0x00004918 0x00405518 4   6    .text   utf8    )čD$ blocks=Basic Latin,Latin Extended-A
274  0x00004984 0x00405584 4   5    .text   ascii   D$\b\f
275  0x000049a2 0x004055a2 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
276  0x000049de 0x004055de 5   7    .text   utf8    EЉD$\f blocks=Basic Latin,Cyrillic
277  0x00004ad6 0x004056d6 4   5    .text   ascii   [^_]
278  0x00004b14 0x00405714 4   5    .text   ascii   @\b;E
279  0x00004b1f 0x0040571f 4   5    .text   ascii   @\b;E
280  0x00004c58 0x00405858 4   6    .text   utf8    E܋@\f blocks=Basic Latin,Syriac
281  0x00004cb2 0x004058b2 4   6    .text   utf8    fǅ@o blocks=Basic Latin,Latin Extended-B
282  0x00004d35 0x00405935 5   7    .text   utf8    U؉T$\b blocks=Basic Latin,Arabic
283  0x00004d74 0x00405974 4   5    .text   ascii   D$\f>
284  0x00004d7c 0x0040597c 4   5    .text   ascii   D$\b+
285  0x00004e5a 0x00405a5a 7   10   .text   utf8    EЁuЍzn\b blocks=Basic Latin,Cyrillic
286  0x00004e64 0x00405a64 5   7    .text   utf8    EЉD$\b blocks=Basic Latin,Cyrillic
287  0x00004eb7 0x00405ab7 4   5    .text   ascii   D$\f>
288  0x00004ebf 0x00405abf 4   5    .text   ascii   D$\b+
289  0x00004f03 0x00405b03 4   5    .text   ascii   Auth
290  0x00004f0a 0x00405b0a 4   5    .text   ascii   oriz
291  0x00004f0f 0x00405b0f 6   7    .text   ascii   @\batio
292  0x00004f16 0x00405b16 6   7    .text   ascii   @\fn: B
293  0x00004f1f 0x00405b1f 5   6    .text   ascii   asicf
294  0x00004f6c 0x00405b6c 4   5    .text   ascii   "\r\nC
295  0x00004f73 0x00405b73 4   5    .text   ascii   onte
296  0x00004f78 0x00405b78 6   7    .text   ascii   @\bnt-T
297  0x00004f7f 0x00405b7f 6   7    .text   ascii   @\fype:
298  0x00004f88 0x00405b88 4   5    .text   ascii    app
299  0x00004f8f 0x00405b8f 4   5    .text   ascii   lica
300  0x00004f96 0x00405b96 4   5    .text   ascii   tion
301  0x00004f9d 0x00405b9d 4   5    .text   ascii   /x-w
302  0x00004fa2 0x00405ba2 6   7    .text   ascii   @ ww-f
303  0x00004fa9 0x00405ba9 6   7    .text   ascii   @$orm-
304  0x00004fb0 0x00405bb0 6   7    .text   ascii   @(urle
305  0x00004fb7 0x00405bb7 6   7    .text   ascii   @,ncod
306  0x00004fbe 0x00405bbe 7   8    .text   ascii   @0ed\r\nf
307  0x00004fc6 0x00405bc6 4   5    .text   ascii   @4\r\n
308  0x0000517a 0x00405d7a 4   5    .text   ascii   tws_
309  0x00005181 0x00405d81 5   6    .text   ascii   flagf
