[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000d8 0x000000d8 4   5            ascii   Rich
2     0x000001f0 0x000001f0 5   6            ascii   .text
3     0x00000217 0x00000217 7   8            ascii   `.rdata
4     0x0000023f 0x0000023f 6   7            ascii   @.data
5     0x00000268 0x00000268 5   6            ascii   .rsrc
6     0x0000028f 0x0000028f 7   8            ascii   @.reloc
7     0x00000403 0x00401003 4   5    .text   ascii   SVW3
8     0x00000434 0x00401034 5   7    .text   utf8    SVW3\v
9     0x00000790 0x00401390 7   8    .text   ascii   t'j\bYj\b
10    0x00000857 0x00401457 4   5    .text   ascii   j\b^;
11    0x000008a5 0x004014a5 7   9    .text   utf8    \f;u\brƀ} blocks=Basic Latin,Latin Extended-B
12    0x000008b5 0x004014b5 4   5    .text   ascii   j\bX+
13    0x000008e0 0x004014e0 4   5    .text   ascii   j\bY+
14    0x0000093e 0x0040153e 6   7    .text   ascii   j:Xj\f
15    0x00000947 0x00401547 4   5    .text   ascii   Xjmf
16    0x0000094e 0x0040154e 4   5    .text   ascii   Xjyf
17    0x00000955 0x00401555 4   5    .text   ascii   Xjaf
18    0x0000095c 0x0040155c 4   5    .text   ascii   Xjpf
19    0x00000963 0x00401563 4   5    .text   ascii   Xj.f
20    0x0000096e 0x0040156e 4   5    .text   ascii   Xjef
21    0x00000975 0x00401575 4   5    .text   ascii   Xjxf
22    0x0000097c 0x0040157c 4   5    .text   ascii   Xjef
23    0x000009cd 0x004015cd 4   5    .text   ascii   QQSV
24    0x000009f2 0x004015f2 5   6    .text   ascii   teWSV
25    0x00000acb 0x004016cb 7   8    .text   ascii   ;E\bs\fj\r
26    0x00000b4c 0x0040174c 4   6    .text   utf8    ȋE\fQ blocks=Latin Extended-B,Basic Latin
27    0x00000c05 0x00401805 7   9    .text   utf8    9p8t\n3ҋ blocks=Basic Latin,Cyrillic
28    0x00000c7d 0x0040187d 4   5    .text   ascii   Z<VW
29    0x00000c91 0x00401891 4   7    .text   utf8    #؋ΉE blocks=Basic Latin,Arabic,Greek and Coptic
30    0x00000d9c 0x0040199c 4   5    .text   ascii   tWSW
31    0x00000e54 0x00401a54 4   5    .text   ascii   V$YY
32    0x00000f27 0x00401b27 5   6    .text   ascii   V,YYj
33    0x00000f36 0x00401b36 5   6    .text   ascii   V,YYj
34    0x00000fb8 0x00401bb8 4   6    .text   utf8    \nuȃ= blocks=Basic Latin,Latin Extended-B
35    0x00001022 0x00401c22 4   5    .text   ascii   s)h(
36    0x0000106b 0x00401c6b 5   6    .text   ascii   uGj\rS
37    0x00001100 0x00401d00 4   6    .text   utf8    ȍD1\f blocks=Latin Extended-B,Basic Latin
38    0x0000113f 0x00401d3f 5   6    .text   ascii   u;j\nS
39    0x000011a7 0x00401da7 4   6    .text   utf8    ȍD1\f blocks=Latin Extended-B,Basic Latin
40    0x00001231 0x00401e31 4   6    .text   utf8    ϋpPf blocks=Greek and Coptic,Basic Latin
41    0x000012ad 0x00401ead 4   5    .text   ascii   >j\vS
42    0x000013b8 0x00401fb8 4   5    .text   ascii   t$h<
43    0x0000144d 0x0040204d 4   6    .text   utf8    tԋ^< blocks=Basic Latin,Cyrillic Supplement
44    0x00001453 0x00402053 4   6    .text   utf8    ށ;PE blocks=Thaana,Basic Latin
45    0x00001465 0x00402065 4   6    .text   utf8    u͋S8 blocks=Basic Latin,Combining Diacritical Marks
46    0x000014a3 0x004020a3 4   6    .text   utf8    (Ouݍ blocks=Basic Latin,Syriac
47    0x00001500 0x00402100 4   5    .text   ascii   j@j\b
48    0x000015df 0x004021df 7   8    .text   ascii   A4+C4t\e
49    0x0000167e 0x0040227e 4   5    .text   ascii   t>9V
50    0x000016fb 0x004022fb 4   5    .text   ascii   9X|u
51    0x00001747 0x00402347 5   6    .text   ascii   9Y0ua
52    0x000017f7 0x004023f7 4   5    .text   ascii   tt9^
53    0x00001804 0x00402404 5   6    .text   ascii   I(SSP
54    0x00001815 0x00402415 8   9    .text   ascii   Y9^\bt,W3
55    0x0000181e 0x0040241e 4   5    .text   ascii   9^\f~
56    0x00001833 0x00402433 9   10   .text   ascii   V,YYG;~\f|
57    0x00001882 0x00402482 4   5    .text   ascii   SVW3
58    0x00001899 0x00402499 5   7    .text   utf8    jdY3\v
59    0x00001a72 0x00402672 4   6    .text   utf8    @\vً\f blocks=Basic Latin,Arabic
60    0x00001b59 0x00402759 4   5    .text   ascii   u\vVP
61    0x00001b87 0x00402787 6   7    .text   ascii   tbj\bY+
62    0x00001b8e 0x0040278e 4   5    .text   ascii   ;M\fv
63    0x00001bb6 0x004027b6 5   6    .text   ascii   M\f@Nu
64    0x00001c0c 0x0040280c 5   6    .text   ascii   9U\ftb
65    0x00001c46 0x00402846 7   9    .text   utf8    \vӃ}\f\br% blocks=Basic Latin,Cyrillic
66    0x00001c6e 0x0040286e 4   5    .text   ascii   m\f\bu
67    0x00001c9f 0x0040289f 5   6    .text   ascii   9E\fv.
68    0x00001ccc 0x004028cc 6   8    .text   utf8    @;E\frޣ blocks=Basic Latin,Thaana
69    0x00001ce1 0x004028e1 5   6    .text   ascii   QQSVW
70    0x00001d16 0x00402916 6   7    .text   ascii   %33333
71    0x00001d39 0x00402939 5   6    .text   ascii   %UUUU
72    0x00001d54 0x00402954 4   5    .text   ascii   ????
73    0x00001d5f 0x0040295f 4   6    .text   utf8    #ǉE\f blocks=Basic Latin,Latin Extended-B
74    0x00001de2 0x004029e2 4   6    .text   utf8    #ǉE\f blocks=Basic Latin,Latin Extended-B
75    0x00001e76 0x00402a76 5   6    .text   ascii   UUUU3
76    0x00001e99 0x00402a99 5   6    .text   ascii   33333
77    0x00001f51 0x00402b51 5   7    .text   utf8    j\fh9@
78    0x00001f61 0x00402b61 4   6    .text   utf8    3\vu\b
79    0x00001f85 0x00402b85 5   6    .text   ascii   F\f@t\r
80    0x00001fb9 0x00402bb9 4   6    .text   utf8    ԋu\bV blocks=Cyrillic Supplement,Basic Latin
81    0x00001ffc 0x00402bfc 4   5    .text   ascii   Hpu\a
82    0x0000201c 0x00402c1c 4   5    .text   ascii   Hpu\b
83    0x000020f6 0x00402cf6 4   5    .text   ascii   u\vVS
84    0x00002152 0x00402d52 6   7    .text   ascii   u'9E\bu
85    0x00002170 0x00402d70 4   5    .text   ascii   9E\ft
86    0x000023c6 0x00402fc6 4   5    .text   ascii   w\fSW
87    0x000023d9 0x00402fd9 4   5    .text   ascii   v\fSV
88    0x000024f7 0x004030f7 4   5    .text   ascii   woVW
89    0x0000253a 0x0040313a 6   7    .text   ascii   u&j\f^9
90    0x00002609 0x00403209 4   5    .text   ascii   9u\fv
91    0x00002610 0x00403210 5   7    .text   utf8    _[^]Ë blocks=Basic Latin,Latin-1 Supplement
92    0x0000262d 0x0040322d 4   5    .text   ascii   #E\fY
93    0x000027bd 0x004033bd 4   6    .text   utf8    X^Ã& blocks=Basic Latin,Latin-1 Supplement
94    0x00002816 0x00403416 4   6    .text   utf8    YH]Ë blocks=Basic Latin,Latin-1 Supplement
95    0x0000285b 0x0040345b 5   6    .text   ascii   95h+A
96    0x00002861 0x00403461 5   6    .text   ascii   u\vVVj
97    0x000028e8 0x004034e8 4   5    .text   ascii   y\bj\e
98    0x0000290e 0x0040350e 4   5    .text   ascii   y\bj\b
99    0x0000291f 0x0040351f 4   5    .text   ascii   y\bj\t
100   0x0000294d 0x0040354d 7   8    .text   ascii   j\nYQPVh
101   0x00002983 0x00403583 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
102   0x00002c23 0x00403823 4   5    .text   ascii   5t\bA
103   0x00002c4c 0x0040384c 5   6    .text   ascii   PPPPP
104   0x00002c7b 0x0040387b 5   7    .text   utf8    j\rX]Ë blocks=Basic Latin,Latin-1 Supplement
105   0x00002ce1 0x004038e1 7   9    .text   utf8    0^]á`+A blocks=Basic Latin,Latin-1 Supplement
106   0x00002cfe 0x004038fe 4   6    .text   utf8    ƣ`+A blocks=Latin Extended-B,Basic Latin
107   0x00002d1b 0x0040391b 4   5    .text   ascii   5`+A
108   0x00002daa 0x004039aa 4   5    .text   ascii   5@\eA
109   0x00002e17 0x00403a17 5   7    .text   utf8    Y]ËE\f blocks=Basic Latin,Latin-1 Supplement
110   0x00002ea7 0x00403aa7 6   7    .text   ascii   j@j ^V
111   0x00002f0d 0x00403b0d 5   6    .text   ascii   SWf9M
112   0x00002f49 0x00403b49 4   5    .text   ascii   j@j 
113   0x00002f86 0x00403b86 4   5    .text   ascii   @ \n\n
114   0x00002fd0 0x00403bd0 4   5    .text   ascii   \bu\vP
115   0x00003103 0x00403d03 5   6    .text   ascii   ~,WPV
116   0x000031ad 0x00403dad 5   6    .text   ascii   ;5`+A
117   0x000031c1 0x00403dc1 4   5    .text   ascii   98t^
118   0x000031cb 0x00403dcb 4   5    .text   ascii   tVPV
119   0x000031e8 0x00403de8 7   9    .text   utf8    Ct/9U\bu
120   0x00003202 0x00403e02 4   5    .text   ascii   9}\bu
121   0x00003218 0x00403e18 4   6    .text   utf8    \tE܉} blocks=Basic Latin,Syriac
122   0x000032ef 0x00403eef 5   6    .text   ascii   Y__^[
123   0x0000330e 0x00403f0e 4   5    .text   ascii   s\b35
124   0x000033e3 0x00403fe3 4   5    .text   ascii   9csm
125   0x000033f1 0x00403ff1 4   5    .text   ascii   t h0
126   0x0000341f 0x0040401f 6   7    .text   ascii   E\f9X\ft
127   0x0000349f 0x0040409f 9   10   .text   ascii   URPQQh A@
128   0x000034b5 0x004040b5 6   8    .text   utf8    3ĉD$\bd blocks=Basic Latin,Latin Extended-A
129   0x000034ca 0x004040ca 4   5    .text   ascii   L$,3
130   0x0000351c 0x0040411c 6   8    .text   utf8    _^[ËL$ blocks=Basic Latin,Latin-1 Supplement
131   0x00003582 0x00404182 4   5    .text   ascii   UVWS
132   0x00003594 0x00404194 5   7    .text   utf8    [_^]Ë blocks=Basic Latin,Latin-1 Supplement
133   0x000035b5 0x004041b5 4   5    .text   ascii   SVWj
134   0x000035c6 0x004041c6 4   5    .text   ascii   _^[]
135   0x000035cd 0x004041cd 5   6    .text   ascii   l$\bRQ
136   0x000035ef 0x004041ef 4   6    .text   utf8    ̋T$\f blocks=Combining Diacritical Marks,Basic Latin
137   0x000035fa 0x004041fa 7   9    .text   utf8    ti3\nD$\b
138   0x00003629 0x00404229 5   7    .text   utf8    t\f+ш\a blocks=Basic Latin,Cyrillic
139   0x00003660 0x00404260 7   9    .text   utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
140   0x00003688 0x00404288 4   5    .text   ascii   u\bW3
141   0x00003990 0x00404590 6   7    .text   ascii   t)j\rXP
142   0x00003b03 0x00404703 4   5    .text   ascii   j\r[f
143   0x00003bd8 0x004047d8 4   5    .text   ascii   j\r[f
144   0x00003bff 0x004047ff 5   6    .text   ascii   VVhU\r
145   0x00003e2f 0x00404a2f 4   6    .text   utf8    Ë]\bS blocks=Latin-1 Supplement,Basic Latin
146   0x00003fc1 0x00404bc1 4   5    .text   ascii   E\b^_
147   0x00003fcd 0x00404bcd 4   5    .text   ascii   E\b^_
148   0x00003fdf 0x00404bdf 4   5    .text   ascii   E\b^_
149   0x00003ff9 0x00404bf9 4   5    .text   ascii   E\b^_
150   0x0000415d 0x00404d5d 4   5    .text   ascii   E\b^_
151   0x0000416b 0x00404d6b 4   5    .text   ascii   E\b^_
152   0x00004181 0x00404d81 4   5    .text   ascii   E\b^_
153   0x0000419b 0x00404d9b 4   5    .text   ascii   E\b^_
154   0x000041a8 0x00404da8 4   5    .text   ascii   u\bWV
155   0x000042f5 0x00404ef5 4   6    .text   utf8    Ë]\bS blocks=Latin-1 Supplement,Basic Latin
156   0x00004340 0x00404f40 5   6    .text   ascii   \rt\fHt
157   0x0000457d 0x0040517d 4   5    .text   ascii   u\bj 
158   0x00004722 0x00405322 4   5    .text   ascii   s\f9U
159   0x00004813 0x00405413 5   6    .text   ascii   \b\b@Iu
160   0x00004840 0x00405440 5   6    .text   ascii   95|\bA
161   0x00004889 0x00405489 4   5    .text   ascii   E\b;C
162   0x000048df 0x004054df 4   5    .text   ascii   Fh=@
163   0x00004aa0 0x004056a0 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
164   0x00004c83 0x00405883 6   8    .text   utf8    Y_^[]Ë blocks=Basic Latin,Latin-1 Supplement
165   0x00004cd6 0x004058d6 5   7    .text   utf8    j\fhȺ@ blocks=Basic Latin,Latin Extended-B
166   0x00004cef 0x004058ef 4   5    .text   ascii   Fpt"
167   0x00004d03 0x00405903 4   5    .text   ascii   u\bj 
168   0x00004ded 0x004059ed 4   6    .text   utf8    F\П@ blocks=Basic Latin,Cyrillic
169   0x00004e72 0x00405a72 4   5    .text   ascii   u\bj\r
170   0x00004f93 0x00405b93 5   7    .text   utf8    F\=П@ blocks=Basic Latin,Cyrillic
171   0x00005031 0x00405c31 4   5    .text   ascii   u\bj\r
172   0x0000503a 0x00405c3a 6   8    .text   utf8    YËu\bj\f blocks=Basic Latin,Latin-1 Supplement
173   0x000052c4 0x00405ec4 4   6    .text   utf8    \b\v@}
174   0x00005478 0x00406078 4   5    .text   ascii   ;u\fr
175   0x000054bf 0x004060bf 5   6    .text   ascii   uTVWh
176   0x000054f4 0x004060f4 6   7    .text   ascii   _^t\eh,
177   0x00005517 0x00406117 4   5    .text   ascii   j h8
178   0x00005577 0x00406177 5   9    .text   utf8    }ԉ]܉} blocks=Basic Latin,Cyrillic Supplement,Syriac
179   0x000055c2 0x004061c2 6   10   .text   utf8    ]܉]ЉE؋ blocks=Basic Latin,Syriac,Cyrillic,Arabic
180   0x00005646 0x00406246 4   5    .text   ascii   t\bj\b
181   0x000056c4 0x004062c4 6   8    .text   utf8    3\vM\b;\f
182   0x000056fd 0x004062fd 4   5    .text   ascii   u\bWV
183   0x000057a5 0x004063a5 5   6    .text   ascii   PPPPP
184   0x000057b9 0x004063b9 4   5    .text   ascii   <v*V
185   0x00005826 0x00406426 6   7    .text   ascii   ^SSSSS
186   0x00005842 0x00406442 6   8    .text   utf8    tA3\n\fG
187   0x00005853 0x00406453 5   6    .text   ascii   Gt\b@=
188   0x00005964 0x00406564 4   6    .text   utf8    \n3Ɉ] blocks=Basic Latin,Latin Extended-B
189   0x000059fd 0x004065fd 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
190   0x00005a49 0x00406649 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
191   0x00005a67 0x00406667 8   9    .text   ascii   u,9E\ft'9
192   0x00005a97 0x00406697 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
193   0x00005ad9 0x004066d9 4   5    .text   ascii   8csm
194   0x00005c49 0x00406849 4   5    .text   ascii   vdj\b
195   0x00005c64 0x00406864 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
196   0x00005c7c 0x0040687c 4   5    .text   ascii   5d+A
