[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
775  0x0001b82c 0x0041c42c 4   5    .text   ascii   Y_^[
776  0x0001b890 0x0041c490 4   5    .text   ascii   ]\fVW
777  0x0001b8cc 0x0041c4cc 4   6    .text   utf8    w؍G\f blocks=Basic Latin,Arabic
778  0x0001b939 0x0041c539 5   6    .text   ascii   \f)G\b+
779  0x0001b9c7 0x0041c5c7 4   6    .text   utf8    N3\tM
780  0x0001ba6a 0x0041c66a 6   7    .text   ascii   j\fhx\aD
781  0x0001bad7 0x0041c6d7 4   5    .text   ascii   Y_^[
782  0x0001bb2a 0x0041c72a 4   5    .text   ascii   <1=u
783  0x0001bb31 0x0041c731 4   7    .text   utf8    u\bQ譮 blocks=Basic Latin,CJK Unified Ideographs
784  0x0001bb5b 0x0041c75b 4   5    .text   ascii   QQVW
785  0x0001bb71 0x0041c771 5   7    .text   utf8    u\b3҉U blocks=Basic Latin,Cyrillic
786  0x0001bbab 0x0041c7ab 4   5    .text   ascii   <r=u
787  0x0001bc27 0x0041c827 4   5    .text   ascii   Y_^[
788  0x0001bcd4 0x0041c8d4 5   6    .text   ascii   PPPPP
789  0x0001bd8b 0x0041c98b 4   5    .text   ascii   Y_^[
790  0x0001bf6b 0x0041cb6b 5   6    .text   ascii   35l.D
791  0x0001bf8b 0x0041cb8b 5   6    .text   ascii   PPPPP
792  0x0001bf9e 0x0041cb9e 5   6    .text   ascii   VVVVV
793  0x0001bfab 0x0041cbab 5   6    .text   ascii   VVVVV
794  0x0001c053 0x0041cc53 4   5    .text   ascii   Y_^[
795  0x0001c0c2 0x0041ccc2 4   6    .text   utf8    M\b3ۋ blocks=Basic Latin,Arabic
796  0x0001c0c8 0x0041ccc8 4   5    .text   ascii   9Y\b}
797  0x0001c0ce 0x0041ccce 4   5    .text   ascii   Y\bVj
798  0x0001c1de 0x0041cdde 4   5    .text   ascii   SWRQ
799  0x0001c21c 0x0041ce1c 4   5    .text   ascii    SVW
800  0x0001c24c 0x0041ce4c 4   5    .text   ascii   L\b)3
801  0x0001c2cb 0x0041cecb 7   8    .text   ascii   ;E\fuL;U
802  0x0001c321 0x0041cf21 4   7    .text   utf8    u\fV蹯 blocks=Basic Latin,CJK Unified Ideographs
803  0x0001c4db 0x0041d0db 4   5    .text   ascii   }|\b9
804  0x0001c575 0x0041d175 4   5    .text   ascii   SVW<
805  0x0001c58e 0x0041d18e 4   5    .text   ascii   9M\f\e
806  0x0001c5af 0x0041d1af 7   9    .text   utf8    u\b3ɋE\f3 blocks=Basic Latin,Latin Extended-B
807  0x0001c5bf 0x0041d1bf 4   5    .text   ascii   9u\f\e
808  0x0001c5e6 0x0041d1e6 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
809  0x0001c63a 0x0041d23a 4   5    .text   ascii   U\b+U
810  0x0001c643 0x0041d243 4   5    .text   ascii   }\f\e}
811  0x0001c64c 0x0041d24c 4   5    .text   ascii   A9E\f
812  0x0001c654 0x0041d254 4   5    .text   ascii   9E\bs
813  0x0001c673 0x0041d273 5   6    .text   ascii   t,9E\f
814  0x0001c67c 0x0041d27c 4   5    .text   ascii   9E\bs
815  0x0001c6a9 0x0041d2a9 4   5    .text   ascii   _^[]
816  0x0001c726 0x0041d326 4   5    .text   ascii   Y_^[
817  0x0001c768 0x0041d368 5   6    .text   ascii   9p\b~i
818  0x0001c791 0x0041d391 4   5    .text   ascii   uC9u
819  0x0001c7d8 0x0041d3d8 6   8    .text   utf8    _^]Ëu\b blocks=Basic Latin,Latin-1 Supplement
820  0x0001c7e4 0x0041d3e4 4   6    .text   utf8    +Y;U
821  0x0001c80b 0x0041d40b 5   6    .text   ascii   M\b)y\b
822  0x0001c833 0x0041d433 8   10   .text   utf8    ]ËE\bSVWj blocks=Basic Latin,Latin-1 Supplement
823  0x0001c84b 0x0041d44b 5   6    .text   ascii   ]\fVWS
824  0x0001c899 0x0041d499 5   6    .text   ascii   E\bt\vj
825  0x0001c8ae 0x0041d4ae 4   5    .text   ascii   A<Au
826  0x0001c8d2 0x0041d4d2 4   5    .text   ascii   VWSP
827  0x0001c8eb 0x0041d4eb 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
828  0x0001c93b 0x0041d53b 4   5    .text   ascii   Y_^[
829  0x0001c94f 0x0041d54f 5   7    .text   utf8    YY3ۉ] blocks=Basic Latin,Arabic
830  0x0001ca28 0x0041d628 4   5    .text   ascii   }\fWV
831  0x0001ca36 0x0041d636 4   5    .text   ascii   u"NV
832  0x0001ca5e 0x0041d65e 5   7    .text   utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
833  0x0001ca6b 0x0041d66b 6   7    .text   ascii   u\fWj\aY
834  0x0001caf3 0x0041d6f3 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
835  0x0001cb5c 0x0041d75c 7   8    .text   ascii   u\ajbZRX
836  0x0001ccb3 0x0041d8b3 6   7    .text   ascii   WSh`^C
837  0x0001ccd9 0x0041d8d9 6   7    .text   ascii   WSh`^C
838  0x0001ccff 0x0041d8ff 6   7    .text   ascii   WSh`^C
839  0x0001cd29 0x0041d929 6   7    .text   ascii   WSh`^C
840  0x0001cd7f 0x0041d97f 4   5    .text   ascii   h`^C
841  0x0001ce0a 0x0041da0a 4   6    .text   utf8    wɊM  blocks=Basic Latin,Latin Extended-B
842  0x0001ce30 0x0041da30 4   5    .text   ascii   hh^C
843  0x0001ce9a 0x0041da9a 4   5    .text   ascii   hp^C
844  0x0001ced7 0x0041dad7 6   7    .text   ascii   WShl^C
845  0x0001cee4 0x0041dae4 5   6    .text   ascii   u VWS
846  0x0001cf01 0x0041db01 6   7    .text   ascii   WShl^C
847  0x0001cf0e 0x0041db0e 5   6    .text   ascii   u VWS
848  0x0001cf2b 0x0041db2b 6   7    .text   ascii   WSh`^C
849  0x0001cf38 0x0041db38 5   6    .text   ascii   u VWS
850  0x0001cfcd 0x0041dbcd 5   6    .text   ascii   9p t 
851  0x0001d006 0x0041dc06 4   6    .text   utf8    ɹt^C blocks=IPA Extensions,Basic Latin
852  0x0001d166 0x0041dd66 4   5    .text   ascii   hx^C
853  0x0001d330 0x0041df30 4   5    .text   ascii   hl^C
854  0x0001d50e 0x0041e10e 5   6    .text   ascii   VVVVV
855  0x0001d570 0x0041e170 4   5    .text   ascii   sWS3
856  0x0001d636 0x0041e236 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
857  0x0001d668 0x0041e268 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
858  0x0001d698 0x0041e298 5   8    .text   utf8    Uԉ]܉M blocks=Basic Latin,Cyrillic Supplement,Syriac
859  0x0001d71a 0x0041e31a 8   9    .text   ascii   RRu\vWQRP
860  0x0001d728 0x0041e328 6   7    .text   ascii   \nRWQRP
861  0x0001d7a6 0x0041e3a6 5   6    .text   ascii   SVWQj
862  0x0001d7b6 0x0041e3b6 5   6    .text   ascii   SVWQj
863  0x0001d833 0x0041e433 5   6    .text   ascii   @f9\vt
864  0x0001d872 0x0041e472 4   5    .text   ascii   hL^C
865  0x0001d8d6 0x0041e4d6 4   5    .text   ascii   hX^C
866  0x0001d9b7 0x0041e5b7 5   7    .text   utf8    Mԃy\b\v blocks=Basic Latin,Cyrillic Supplement
867  0x0001db26 0x0041e726 4   6    .text   utf8    S3ۉM blocks=Basic Latin,Arabic
868  0x0001dd59 0x0041e959 4   5    .text   ascii   SWj\t
869  0x0001dd8d 0x0041e98d 5   6    .text   ascii   j\aX9G
870  0x0001de08 0x0041ea08 5   6    .text   ascii   \awnr\b
871  0x0001de1e 0x0041ea1e 4   6    .text   utf8    P\eډM blocks=Basic Latin,Arabic
872  0x0001ded7 0x0041ead7 4   5    .text   ascii   j<SW
873  0x0001df0c 0x0041eb0c 4   5    .text   ascii   j<SW
874  0x0001df5c 0x0041eb5c 4   5    .text   ascii   N\fj\a
875  0x0001dfbb 0x0041ebbb 5   6    .text   ascii   SSSSS
876  0x0001dff9 0x0041ebf9 4   5    .text   ascii   SVWt
877  0x0001e103 0x0041ed03 4   6    .text   utf8    t\f3ҋ blocks=Basic Latin,Cyrillic
878  0x0001e1ba 0x0041edba 4   5    .text   ascii   \t\b+}
879  0x0001e1f0 0x0041edf0 6   7    .text   ascii   j\fh8\bD
880  0x0001e240 0x0041ee40 4   5    .text   ascii   Y_^[
881  0x0001e2c0 0x0041eec0 4   5    .text   ascii   9u\fr
882  0x0001e2ee 0x0041eeee 5   6    .text   ascii   \f9u\fs
883  0x0001e309 0x0041ef09 5   7    .text   utf8    X_^]Ë blocks=Basic Latin,Latin-1 Supplement
884  0x0001e4c8 0x0041f0c8 4   5    .text   ascii   M\fQP
885  0x0001e605 0x0041f205 6   7    .text   ascii   ,0<\tw\b
886  0x0001e64f 0x0041f24f 4   7    .text   utf8    벋E\bj blocks=Hangul Syllables,Basic Latin
887  0x0001e664 0x0041f264 4   5    .text   ascii   :\bu|
888  0x0001e699 0x0041f299 6   7    .text   ascii   ,0<\tw\b
889  0x0001e701 0x0041f301 6   7    .text   ascii   j\aX_^[
890  0x0001e787 0x0041f387 6   7    .text   ascii   ,0<\tw\b
891  0x0001e7ba 0x0041f3ba 4   5    .text   ascii   \ns"k
892  0x0001e95b 0x0041f55b 5   6    .text   ascii   X[_^]
893  0x0001e996 0x0041f596 5   7    .text   utf8    }\b3ɉu blocks=Basic Latin,Latin Extended-B
894  0x0001ea55 0x0041f655 5   6    .text   ascii   ,0<\tv
895  0x0001ea7f 0x0041f67f 4   7    .text   utf8    )uˊр blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
896  0x0001eb5c 0x0041f75c 5   7    .text   utf8    ]ËE\f3 blocks=Basic Latin,Latin-1 Supplement
897  0x0001eb76 0x0041f776 4   6    .text   utf8    ڋE\f3 blocks=Arabic,Basic Latin
898  0x0001eba9 0x0041f7a9 4   7    .text   utf8    YY뭋E blocks=Basic Latin,Hangul Syllables
899  0x0001ebc8 0x0041f7c8 6   8    .text   utf8    @]ËE\f3 blocks=Basic Latin,Latin-1 Supplement
900  0x0001ebe7 0x0041f7e7 6   8    .text   utf8    X]ËE\f3 blocks=Basic Latin,Latin-1 Supplement
901  0x0001ec66 0x0041f866 4   5    .text   ascii   hHhC
902  0x0001ec70 0x0041f870 4   5    .text   ascii   h\fiC
903  0x0001ec8b 0x0041f88b 4   5    .text   ascii   hHhC
904  0x0001ec90 0x0041f890 4   5    .text   ascii   h(iC
905  0x0001ee3b 0x0041fa3b 4   5    .text   ascii   t\f8]
906  0x0001ef65 0x0041fb65 4   5    .text   ascii   t\f8]
907  0x0001efce 0x0041fbce 4   5    .text   ascii   X_^[
908  0x0001f005 0x0041fc05 4   5    .text   ascii   PVWS
909  0x0001f018 0x0041fc18 4   5    .text   ascii   PVWS
910  0x0001f03a 0x0041fc3a 4   5    .text   ascii   }\f8S
911  0x0001f10c 0x0041fd0c 6   8    .text   utf8    j@X+IE
912  0x0001f209 0x0041fe09 10  12   .text   utf8    M\f3\vU\bSV8A
913  0x0001f245 0x0041fe45 4   6    .text   utf8    +ٍz\b blocks=Basic Latin,Arabic
914  0x0001f331 0x0041ff31 4   6    .text   utf8    tn3҅ blocks=Basic Latin,Cyrillic
915  0x0001f68d 0x0042028d 4   5    .text   ascii   stU;
916  0x0001fbc9 0x004207c9 4   5    .text   ascii   stR;
917  0x0001ff0f 0x00420b0f 4   6    .text   utf8    tn3Ʌ blocks=Basic Latin,Latin Extended-B
918  0x0002021f 0x00420e1f 4   5    .text   ascii   stR;
919  0x00020409 0x00421009 4   6    .text   utf8    tn3Ʌ blocks=Basic Latin,Latin Extended-B
920  0x0002048c 0x0042108c 4   6    .text   utf8    j\n3҃ blocks=Basic Latin,Cyrillic
921  0x000204c5 0x004210c5 6   7    .text   ascii   &v\vj&[
922  0x00020756 0x00421356 4   5    .text   ascii   stR;
923  0x00020a84 0x00421684 4   5    .text   ascii   su\b;
924  0x00020aa4 0x004216a4 6   7    .text   ascii   rr\tjrZ
925  0x00020c12 0x00421812 4   5    .text   ascii   w<r3
926  0x00020cb6 0x004218b6 4   5    .text   ascii   su\b;
927  0x00020cd6 0x004218d6 6   7    .text   ascii   rr\tjrZ
928  0x00020ede 0x00421ade 4   5    .text   ascii   PVRQ
929  0x00020f3d 0x00421b3d 5   6    .text   ascii   M\bSV3
930  0x00020f9a 0x00421b9a 4   6    .text   utf8    uЋM\b blocks=Basic Latin,Cyrillic
931  0x00020fc7 0x00421bc7 4   5    .text   ascii   PSRW
932  0x00020ffd 0x00421bfd 4   5    .text   ascii   ]\bVW
933  0x00021108 0x00421d08 5   7    .text   utf8    uƋ]\bj blocks=Basic Latin,Latin Extended-B
934  0x00021177 0x00421d77 6   7    .text   ascii   >;9u\rH
935  0x000211a3 0x00421da3 4   7    .text   utf8    ƉuЉM blocks=Latin Extended-B,Basic Latin,Cyrillic
936  0x000211c2 0x00421dc2 4   7    .text   utf8    +ǉEԅ blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
937  0x000212b4 0x00421eb4 4   7    .text   utf8    E\tu܅ blocks=Basic Latin,Syriac
938  0x000212db 0x00421edb 5   8    .text   utf8    3\tu܉] blocks=Basic Latin,Syriac
939  0x000212f5 0x00421ef5 6   8    .text   utf8    wIPS3ɋ blocks=Basic Latin,Latin Extended-B
940  0x000213be 0x00421fbe 6   9    .text   utf8    u\f3ۋUă blocks=Basic Latin,Arabic,Latin Extended-A
941  0x000214dd 0x004220dd 4   5    .text   ascii   f9\bt
942  0x00021517 0x00422117 4   5    .text   ascii   P#E\f
943  0x00021546 0x00422146 4   6    .text   utf8    \f^]Ë blocks=Basic Latin,Latin-1 Supplement
944  0x00021582 0x00422182 5   7    .text   utf8    j\rX]Í blocks=Basic Latin,Latin-1 Supplement
945  0x00021645 0x00422245 4   5    .text   ascii   5\b!D
946  0x0002168d 0x0042228d 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
947  0x000216cc 0x004222cc 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
948  0x000216f9 0x004222f9 4   6    .text   utf8    ]Ã}\f blocks=Basic Latin,Latin-1 Supplement
949  0x00021777 0x00422377 4   5    .text   ascii   u\rWV
950  0x000217df 0x004223df 5   7    .text   utf8    ̋L$\fW blocks=Combining Diacritical Marks,Basic Latin
951  0x00021880 0x00422480 5   7    .text   utf8    D$\b_É blocks=Basic Latin,Latin-1 Supplement
952  0x000218e5 0x004224e5 5   7    .text   utf8    t\f3\t\a
953  0x00021900 0x00422500 4   6    .text   utf8    [^_Ë blocks=Basic Latin,Latin-1 Supplement
954  0x00021940 0x00422540 6   7    .text   ascii   j\fhX\bD
955  0x00021967 0x00422567 5   6    .text   ascii   35p.D
956  0x0002198a 0x0042258a 4   5    .text   ascii   Y_^[
957  0x000219a1 0x004225a1 4   5    .text   ascii   QSVW
958  0x000219c5 0x004225c5 6   7    .text   ascii   }\b99t\t
959  0x000219ea 0x004225ea 7   9    .text   utf8    u\v3\tY\b@
960  0x00021a36 0x00422636 4   5    .text   ascii   wGt>
961  0x00021abc 0x004226bc 5   6    .text   ascii   F\bPj\b
962  0x00021b2d 0x0042272d 4   5    .text   ascii   Y_^[
963  0x00021b4e 0x0042274e 7   9    .text   utf8    j Y+ȋE\b blocks=Basic Latin,Latin Extended-B
964  0x00021b60 0x00422760 6   7    .text   ascii   j\bhx\bD
965  0x00021b6f 0x0042276f 4   5    .text   ascii   =|.D
966  0x00021bdb 0x004227db 4   5    .text   ascii   h0RC
967  0x00021be0 0x004227e0 4   5    .text   ascii   h RC
968  0x00021bea 0x004227ea 6   7    .text   ascii   YYh8RC
969  0x00021bf1 0x004227f1 4   5    .text   ascii   h4RC
970  0x00021c1b 0x0042281b 4   5    .text   ascii   Y_^[
971  0x00021c42 0x00422842 5   6    .text   ascii   }\bcsm
972  0x00021d10 0x00422910 4   5    .text   ascii   t#Vh
973  0x00021e18 0x00422a18 4   5    .text   ascii   5\f6D
974  0x00021e24 0x00422a24 4   5    .text   ascii   f98u
975  0x00021e3b 0x00422a3b 4   5    .text   ascii   QWWP
976  0x00021ebd 0x00422abd 4   5    .text   ascii   9:t\b
977  0x00021ec4 0x00422ac4 4   5    .text   ascii   A98u
978  0x00021f20 0x00422b20 4   5    .text   ascii   u\fS2
979  0x00021f33 0x00422b33 5   6    .text   ascii   j"Xf9
980  0x00021f67 0x00422b67 5   6    .text   ascii   t\tf;E
981  0x00021f6d 0x00422b6d 5   7    .text   utf8    j"Xuą blocks=Basic Latin,Latin Extended-A
982  0x00021fe6 0x00422be6 5   6    .text   ascii   j"Xf;
983  0x00021fff 0x00422bff 5   6    .text   ascii   _f98u
984  0x0002203a 0x00422c3a 5   6    .text   ascii   u\ff;E
985  0x00022040 0x00422c40 5   6    .text   ascii   t f;E
986  0x0002218b 0x00422d8b 4   6    .text   utf8    _^Ã= blocks=Basic Latin,Latin-1 Supplement
987  0x0002223b 0x00422e3b 4   5    .text   ascii   =t7j
988  0x000222a1 0x00422ea1 5   6    .text   ascii   PPPPP
989  0x000222b6 0x00422eb6 5   7    .text   utf8    ]\b3\tE
990  0x000222c9 0x00422ec9 4   5    .text   ascii   t3j=
991  0x000222f9 0x00422ef9 4   6    .text   utf8    uՋ]\b blocks=Basic Latin,Armenian
992  0x000223ae 0x00422fae 5   6    .text   ascii   PPPPP
993  0x000223e3 0x00422fe3 5   7    .text   utf8    Y_^]Ë blocks=Basic Latin,Latin-1 Supplement
994  0x000223ff 0x00422fff 5   6    .text   ascii   SSSSj
995  0x00022467 0x00423067 4   6    .text   utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
996  0x000224a5 0x004230a5 5   6    .text   ascii   t3SVj
997  0x000224e4 0x004230e4 4   6    .text   utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
998  0x00022560 0x00423160 4   5    .text   ascii   h,1B
999  0x000225d1 0x004231d1 4   5    .text   ascii   Y_^[
1000 0x0002262c 0x0042322c 4   5    .text   ascii   Y_^[
1001 0x0002266e 0x0042326e 5   7    .text   utf8    3؋v\b3 blocks=Basic Latin,Arabic
1002 0x0002269c 0x0042329c 4   5    .text   ascii   j _;
1003 0x00022858 0x00423458 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
1004 0x0002289c 0x0042349c 5   6    .text   ascii   ;A\bu\r
1005 0x000229cc 0x004235cc 4   5    .text   ascii   9>t\n
1006 0x000229d9 0x004235d9 4   5    .text   ascii   >_^]
1007 0x000229e5 0x004235e5 4   5    .text   ascii   h\blC
1008 0x00022a14 0x00423614 4   5    .text   ascii   h\blC
1009 0x00022a1e 0x0042361e 4   6    .text   utf8    YY]á blocks=Basic Latin,Latin-1 Supplement
1010 0x00022a8c 0x0042368c 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
1011 0x00022aa3 0x004236a3 5   7    .text   utf8    ]á 6D blocks=Basic Latin,Latin-1 Supplement
1012 0x00022ab3 0x004236b3 4   5    .text   ascii   Vj 2
1013 0x00022af6 0x004236f6 4   5    .text   ascii   E\fSV
1014 0x00022afb 0x004236fb 4   6    .text   utf8    u\b+ƃ blocks=Basic Latin,Latin Extended-B
1015 0x00022b08 0x00423708 4   5    .text   ascii   9u\f\e
1016 0x00022b57 0x00423757 4   5    .text   ascii   ;u\fu
1017 0x00022b5e 0x0042375e 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
1018 0x00022b80 0x00423780 6   8    .text   utf8    X]á86D blocks=Basic Latin,Latin-1 Supplement
1019 0x00022bbe 0x004237be 6   8    .text   utf8    X]ù86D blocks=Basic Latin,Latin-1 Supplement
1020 0x00022bd3 0x004237d3 5   6    .text   ascii   E\bSVW
1021 0x00022ccb 0x004238cb 7   10   .text   utf8    9>t\vWV诏 blocks=Basic Latin,CJK Unified Ideographs
1022 0x00022cf5 0x004238f5 4   5    .text   ascii   Y_^[
1023 0x00022d94 0x00423994 4   5    .text   ascii   \r()D
1024 0x00022f3f 0x00423b3f 4   6    .text   utf8    ]Á}\f blocks=Basic Latin,Latin-1 Supplement
1025 0x00022f57 0x00423b57 5   8    .text   utf8    M\fSV腂 blocks=Basic Latin,CJK Unified Ideographs
1026 0x00023009 0x00423c09 6   7    .text   ascii   ,0<\tw\b
1027 0x00023040 0x00423c40 5   6    .text   ascii   u=j\n^
1028 0x0002304e 0x00423c4e 9   10   .text   ascii   }\f<xt\e<Xt
1029 0x0002307d 0x00423c7d 4   6    .text   utf8    }\f3҃ blocks=Basic Latin,Cyrillic
1030 0x000230f1 0x00423cf1 4   6    .text   utf8    \vЉ}\f blocks=Basic Latin,Cyrillic
1031 0x00023111 0x00423d11 4   6    .text   utf8    3ۉE\f blocks=Basic Latin,Arabic
1032 0x0002317f 0x00423d7f 4   5    .text   ascii   M\fSW
1033 0x0002321e 0x00423e1e 4   6    .text   utf8    U\fǅt blocks=Basic Latin,Latin Extended-B
1034 0x00023431 0x00424031 5   6    .text   ascii   rqf;u
1035 0x00023443 0x00424043 5   6    .text   ascii   r_f;u
1036 0x00023455 0x00424055 5   6    .text   ascii   rMf;u
1037 0x00023467 0x00424067 5   6    .text   ascii   r;f;u
1038 0x00023479 0x00424079 4   5    .text   ascii   r)f;
1039 0x000234d4 0x004240d4 5   6    .text   ascii   uCj\n_
1040 0x00023522 0x00424122 5   6    .text   ascii   j0Yf;
1041 0x0002352e 0x0042412e 5   6    .text   ascii   j:Xf;
1042 0x0002361c 0x0042421c 5   6    .text   ascii   r}f;u
1043 0x0002362e 0x0042422e 5   6    .text   ascii   rkf;u
1044 0x00023640 0x00424240 5   6    .text   ascii   rYf;u
1045 0x00023652 0x00424252 5   6    .text   ascii   rGf;u
1046 0x00023664 0x00424264 5   6    .text   ascii   r5f;u
1047 0x00023676 0x00424276 4   5    .text   ascii   r#f;
1048 0x000236c8 0x004242c8 4   5    .text   ascii   t5;E
1049 0x00023713 0x00424313 4   6    .text   utf8    3ۉE\f blocks=Basic Latin,Arabic
1050 0x00023786 0x00424386 4   5    .text   ascii   j\nQQ
1051 0x000237aa 0x004243aa 4   6    .text   utf8    ]ËM\f blocks=Basic Latin,Latin-1 Supplement
1052 0x000237be 0x004243be 7   8    .text   ascii   t\rf;1u\b
1053 0x000237e9 0x004243e9 4   5    .text   ascii   5$6D
1054 0x00023812 0x00424412 6   7    .text   ascii   j\fh8\tD
1055 0x00023887 0x00424487 4   5    .text   ascii   Y_^[
1056 0x000238c6 0x004244c6 4   5    .text   ascii   xE;5
1057 0x000239c3 0x004245c3 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
1058 0x00023abb 0x004246bb 4   5    .text   ascii   kE\b8
1059 0x00023b3a 0x0042473a 6   7    .text   ascii   j\fhX\tD
1060 0x00023b91 0x00424791 4   5    .text   ascii   Y_^[
1061 0x00023b96 0x00424796 5   7    .text   utf8    Ëu\bj\b blocks=Latin-1 Supplement,Basic Latin
1062 0x00023ba9 0x004247a9 5   7    .text   utf8    E\b3ɉ\b blocks=Basic Latin,Latin Extended-B
1063 0x00023cd0 0x004248d0 5   7    .text   utf8    !\a3\tF
1064 0x00023cda 0x004248da 5   6    .text   ascii   F\b_^]
1065 0x00023ce0 0x004248e0 6   7    .text   ascii   j\bhx\tD
1066 0x00023d58 0x00424958 4   5    .text   ascii   Y_^[
1067 0x00023dcd 0x004249cd 5   8    .text   utf8    E܉E؍E blocks=Basic Latin,Syriac,Arabic
1068 0x00023e04 0x00424a04 4   5    .text   ascii   Y_^[
1069 0x00023ec3 0x00424ac3 4   5    .text   ascii   M\bVW
1070 0x00023ee9 0x00424ae9 5   6    .text   ascii   ~1WPQ
1071 0x00023f1e 0x00424b1e 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
1072 0x00023fa0 0x00424ba0 4   5    .text   ascii   5$6D
1073 0x00023fd4 0x00424bd4 4   7    .text   utf8    u\bP萤 blocks=Basic Latin,CJK Unified Ideographs
1074 0x000240c0 0x00424cc0 4   5    .text   ascii   ~);^
1075 0x000240e9 0x00424ce9 4   5    .text   ascii   u\v;^
1076 0x0002410c 0x00424d0c 5   6    .text   ascii   FVWj\t
1077 0x00024255 0x00424e55 4   5    .text   ascii   t\a9u
1078 0x00024288 0x00424e88 4   5    .text   ascii   t\r9u
1079 0x00024305 0x00424f05 4   5    .text   ascii   j X+
1080 0x0002444e 0x0042504e 4   5    .text   ascii   j X+
1081 0x00024457 0x00425057 4   6    .text   utf8    #ЋE\f blocks=Basic Latin,Cyrillic
1082 0x0002446e 0x0042506e 4   5    .text   ascii   t\ff9
1083 0x000244bd 0x004250bd 5   6    .text   ascii   f9\at\a
1084 0x0002451d 0x0042511d 4   6    .text   utf8    #ЋE\f blocks=Basic Latin,Cyrillic
1085 0x00024534 0x00425134 4   5    .text   ascii   t\ff9
1086 0x00024581 0x00425181 5   6    .text   ascii   f9\at\a
1087 0x000245f9 0x004251f9 4   5    .text   ascii   Y_^[
1088 0x00024664 0x00425264 4   5    .text   ascii   Y_^[
1089 0x000246b9 0x004252b9 4   5    .text   ascii   Y_^[
1090 0x00024713 0x00425313 4   5    .text   ascii   Y_^[
1091 0x0002474d 0x0042534d 4   5    .text   ascii   E\bYj
1092 0x000248c6 0x004254c6 4   5    .text   ascii   FLY;
1093 0x000248d1 0x004254d1 4   5    .text   ascii   =\b!D
1094 0x0002491f 0x0042551f 4   6    .text   utf8    ux3ۋ blocks=Basic Latin,Arabic
1095 0x000249e3 0x004255e3 4   5    .text   ascii   tehd
1096 0x00024a76 0x00425676 4   6    .text   utf8    ux3ۋ blocks=Basic Latin,Arabic
1097 0x00024c03 0x00425803 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
1098 0x00024c2e 0x0042582e 4   5    .text   ascii   G\v9E
1099 0x00024c66 0x00425866 4   5    .text   ascii   u$PW
1100 0x00024cf0 0x004258f0 4   5    .text   ascii   j0Xu
1101 0x00024d15 0x00425915 4   6    .text   utf8    13ɍr blocks=Basic Latin,Latin Extended-B
1102 0x00024d40 0x00425940 4   5    .text   ascii   w\b9\v
1103 0x00024d7b 0x0042597b 4   5    .text   ascii   j0Yf
1104 0x00024dd6 0x004259d6 5   6    .text   ascii   \bv5j0
1105 0x00024df1 0x004259f1 4   5    .text   ascii   ]\b;E
1106 0x00024e12 0x00425a12 6   7    .text   ascii   Wj0XPV
1107 0x00024e91 0x00425a91 5   6    .text   ascii   SPSVQ
1108 0x00024ebd 0x00425abd 6   7    .text   ascii   SPjdVQ
1109 0x00024ed2 0x00425ad2 5   7    .text   utf8    U܈\aG3 blocks=Basic Latin,Syriac
1110 0x00024ee8 0x00425ae8 6   7    .text   ascii   SPj\nVQ
1111 0x00024ef8 0x00425af8 5   8    .text   utf8    U܈\aG3 blocks=Basic Latin,Syriac
1112 0x00024f0d 0x00425b0d 4   5    .text   ascii   ^[t\n
1113 0x00024f79 0x00425b79 6   8    .text   utf8    }\fQ3Ƀ} blocks=Basic Latin,Latin Extended-B
1114 0x00024fdb 0x00425bdb 5   6    .text   ascii   \t9E\fw
1115 0x00025067 0x00425c67 5   6    .text   ascii   9E\ft\a
1116 0x00025071 0x00425c71 6   7    .text   ascii   E\fh\bmC
1117 0x00025099 0x00425c99 4   5    .text   ascii   80t/
1118 0x000250aa 0x00425caa 5   6    .text   ascii   -jd_;
1119 0x000250ba 0x00425cba 4   5    .text   ascii   j\n_;
1120 0x000250ff 0x00425cff 5   6    .text   ascii   PPPPP
