[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   `.rdata
4    0x00000237 0x00000237 6   7            ascii   @.data
5    0x00000260 0x00000260 5   6            ascii   .rsrc
6    0x00000287 0x00000287 7   8            ascii   @.reloc
7    0x0000101a 0x00401c1a 6   7    .text   ascii   9u\f~\S
8    0x0000106e 0x00401c6e 5   7    .text   utf8    \bF\vǉU blocks=Basic Latin,Latin Extended-B
9    0x00001075 0x00401c75 4   5    .text   ascii   ;u\f|
10   0x0000117a 0x00401d7a 4   5    .text   ascii   E\b^B
11   0x0000118e 0x00401d8e 4   5    .text   ascii   t@Wh
12   0x0000119f 0x00401d9f 4   5    .text   ascii   M\bQh
13   0x000011be 0x00401dbe 4   5    .text   ascii   u\bVh
14   0x000011dd 0x00401ddd 5   7    .text   utf8    ]Íp\bS blocks=Basic Latin,Latin-1 Supplement
15   0x0000128a 0x00401e8a 6   7    .text   ascii   E\f_^[]
16   0x00001293 0x00401e93 4   5    .text   ascii   _^[]
17   0x000012d8 0x00401ed8 4   5    .text   ascii   tUj\n
18   0x000012f0 0x00401ef0 4   5    .text   ascii   w=PS
19   0x00001364 0x00401f64 4   5    .text   ascii   t\ehT
20   0x00001408 0x00402008 4   5    .text   ascii   Rj\bh
21   0x00001420 0x00402020 4   5    .text   ascii   u4PP
22   0x00001487 0x00402087 4   5    .text   ascii   SVW3
23   0x000014b7 0x004020b7 4   6    .text   utf8    SQǅd blocks=Basic Latin,Latin Extended-B
24   0x00001589 0x00402189 4   5    .text   ascii   RSSS
25   0x0000159a 0x0040219a 5   7    .text   utf8    QVWǅ` blocks=Basic Latin,Latin Extended-B
26   0x00001656 0x00402256 4   5    .text   ascii   QSh%
27   0x00001696 0x00402296 4   5    .text   ascii   =\QA
28   0x000016c2 0x004022c2 5   6    .text   ascii   RSSPh
29   0x00001753 0x00402353 4   5    .text   ascii   RSSP
30   0x00001797 0x00402397 4   5    .text   ascii   SVW3
31   0x0000185d 0x0040245d 6   8    .text   utf8    ]Ë=\QA blocks=Basic Latin,Latin-1 Supplement
32   0x00001896 0x00402496 6   7    .text   ascii   D0\n=p:
33   0x00001a93 0x00402693 4   5    .text   ascii   SVWh
34   0x00001abd 0x004026bd 4   5    .text   ascii   =4QA
35   0x00001b6b 0x0040276b 4   6    .text   utf8    \fPǅ( blocks=Basic Latin,Latin Extended-B
36   0x00001c4e 0x0040284e 4   6    .text   utf8    ]Ë\e@ blocks=Basic Latin,Latin-1 Supplement
37   0x00001c84 0x00402884 6   7    .text   ascii   E\bSVWh
38   0x00001caa 0x004028aa 4   5    .text   ascii   =\QA
39   0x00001e38 0x00402a38 5   6    .text   ascii   E\bSVW
40   0x00001e58 0x00402a58 5   6    .text   ascii   U\fQRh
41   0x00001f08 0x00402b08 5   6    .text   ascii   U\fQRh
42   0x0000200d 0x00402c0d 5   6    .text   ascii   M\fRQh
43   0x00002034 0x00402c34 4   5    .text   ascii   Rhp:
44   0x00002056 0x00402c56 5   6    .text   ascii   QVRPh
45   0x00002092 0x00402c92 4   5    .text   ascii   v\bj\n
46   0x000020f2 0x00402cf2 6   7    .text   ascii   U\fQPRh
47   0x0000214a 0x00402d4a 6   7    .text   ascii   }\fQVWh
48   0x00002176 0x00402d76 4   5    .text   ascii   ,_^3
49   0x000021b2 0x00402db2 5   6    .text   ascii   ]\fVWh
50   0x00002201 0x00402e01 4   5    .text   ascii   5\fQA
51   0x00002229 0x00402e29 4   5    .text   ascii   \t\nh
52   0x0000228e 0x00402e8e 4   5    .text   ascii   WRQh
53   0x00002379 0x00402f79 4   5    .text   ascii   RWPQ
54   0x000024a4 0x004030a4 4   5    .text   ascii   L$4Q
55   0x000024b9 0x004030b9 4   6    .text   utf8    ׀|$0 blocks=Hebrew,Basic Latin
56   0x000024c0 0x004030c0 5   6    .text   ascii   D$0t\r
57   0x000024d3 0x004030d3 4   5    .text   ascii   T$0R
58   0x000024fc 0x004030fc 5   6    .text   ascii   t$8Vh
59   0x00002523 0x00403123 4   5    .text   ascii   L$4Q
60   0x00002530 0x00403130 4   6    .text   utf8    ׀|$0 blocks=Hebrew,Basic Latin
61   0x00002537 0x00403137 4   5    .text   ascii   D$0t
62   0x00002554 0x00403154 4   5    .text   ascii   L$$R
63   0x00002559 0x00403159 6   7    .text   ascii   T$$PQR
64   0x00002560 0x00403160 4   5    .text   ascii   D$@P
65   0x0000259c 0x0040319c 4   5    .text   ascii   L$ Q
66   0x000025a4 0x004031a4 4   5    .text   ascii   RSPV
67   0x000025c6 0x004031c6 4   5    .text   ascii   D$4P
68   0x000025cb 0x004031cb 4   6    .text   utf8    ׀|$0 blocks=Hebrew,Basic Latin
69   0x000025d2 0x004031d2 4   5    .text   ascii   D$0t
70   0x000025f6 0x004031f6 4   5    .text   ascii   D$8P
71   0x0000261d 0x0040321d 7   8    .text   ascii   L$ SQVh
72   0x00002637 0x00403237 4   5    .text   ascii   _^[3
73   0x0000266a 0x0040326a 4   5    .text   ascii   u\bWh
74   0x000026e7 0x004032e7 5   7    .text   utf8    Ӌ=\QA blocks=Cyrillic,Basic Latin
75   0x00002707 0x00403307 6   8    .text   utf8    \u\bƄ5x blocks=Basic Latin,Latin Extended-B
76   0x00002721 0x00403321 5   8    .text   utf8    3\tE݉E blocks=Basic Latin,Syriac
77   0x00002920 0x00403520 5   6    .text   ascii   rXhp:
78   0x00002943 0x00403543 5   6    .text   ascii   RVPQh
79   0x00002966 0x00403566 4   5    .text   ascii   v\bj\n
80   0x00002996 0x00403596 4   5    .text   ascii   PQRh
81   0x00002a92 0x00403692 4   5    .text   ascii   (_^3
82   0x00002b66 0x00403766 4   5    .text   ascii   =DwB
83   0x00002b6c 0x0040376c 4   5    .text   ascii   5HwB
84   0x00002b88 0x00403788 5   6    .text   ascii   Rhl#B
85   0x00002e06 0x00403a06 4   5    .text   ascii   50PA
86   0x00002e11 0x00403a11 4   5    .text   ascii   QPPP
87   0x00002e53 0x00403a53 4   5    .text   ascii   hX{B
88   0x000030c3 0x00403cc3 5   7    .text   utf8    QRĥA blocks=Basic Latin,Combining Diacritical Marks
89   0x0000316b 0x00403d6b 4   5    .text   ascii   RPj\b
90   0x000031f4 0x00403df4 9   10   .text   ascii   RSSSSSSh 
91   0x0000329e 0x00403e9e 4   5    .text   ascii   hXyB
92   0x000032aa 0x00403eaa 4   5    .text   ascii   =XyB
93   0x000032d3 0x00403ed3 4   5    .text   ascii   hXyB
94   0x000032df 0x00403edf 4   5    .text   ascii   =XyB
95   0x00003313 0x00403f13 4   5    .text   ascii   SVWh
96   0x00003439 0x00404039 5   6    .text   ascii   RhX}B
97   0x0000346b 0x0040406b 4   5    .text   ascii   hX}B
98   0x00003470 0x00404070 4   5    .text   ascii   hl#B
99   0x00003475 0x00404075 4   5    .text   ascii   hX{B
100  0x00003489 0x00404089 4   5    .text   ascii   hXyB
101  0x000034b4 0x004040b4 4   9    .text   utf16le Ajjj
102  0x000034df 0x004040df 4   6    .text   utf8    ̡\#B blocks=Combining Diacritical Marks,Basic Latin
103  0x000034ea 0x004040ea 4   5    .text   ascii   tsVj
104  0x00003505 0x00404105 4   5    .text   ascii   \r\#B
105  0x000035eb 0x004041eb 4   5    .text   ascii   hP#B
106  0x0000361f 0x0040421f 4   5    .text   ascii   hP#B
107  0x0000362f 0x0040422f 4   6    .text   utf8    ֡\#B blocks=Hebrew,Basic Latin
108  0x00003678 0x00404278 4   5    .text   ascii   \r8#B
109  0x000036e0 0x004042e0 4   5    .text   ascii   h\#B
110  0x000036e5 0x004042e5 4   5    .text   ascii   h\b#B
