[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000088 0x00000088 4    5            ascii   2\a^A
2    0x00000178 0x00000178 5    6            ascii   .code
3    0x0000019f 0x0000019f 6    7            ascii   `.text
4    0x000001c7 0x000001c7 7    8            ascii   `.rdata
5    0x000001ef 0x000001ef 6    7            ascii   @.data
6    0x00000218 0x00000218 5    6            ascii   .rsrc
7    0x000004c4 0x004010c4 4    5    .code   ascii   5xpA
8    0x000004d3 0x004010d3 4    5    .code   ascii   hp`A
9    0x000004f9 0x004010f9 4    5    .code   ascii   hh`A
10   0x0000050f 0x0040110f 4    5    .code   ascii   hppA
11   0x00000514 0x00401114 4    5    .code   ascii   hx`A
12   0x00000533 0x00401133 4    5    .code   ascii   \r<pA
13   0x0000054d 0x0040114d 4    5    .code   ascii   hh`A
14   0x00000619 0x00401219 5    6    .code   ascii   T$\fRh
15   0x0000068d 0x0040128d 4    5    .code   ascii   D$\b 
16   0x00000695 0x00401295 4    5    .code   ascii   t$\fX
17   0x000006c0 0x004012c0 4    5    .code   ascii   l$8X
18   0x00000701 0x00401301 4    5    .code   ascii   \$8C
19   0x000007aa 0x004013aa 4    5    .code   ascii   t$PX
20   0x000007bd 0x004013bd 8    9    .code   ascii   \$TK;\$(
21   0x0000086e 0x0040146e 5    6    .code   ascii   3\$0S
22   0x00000874 0x00401474 4    5    .code   ascii   l$@X
23   0x0000087c 0x0040147c 4    5    .code   ascii   \$<C
24   0x0000088f 0x0040148f 5    6    .code   ascii   T$\fRh
25   0x000008f9 0x004014f9 4    5    .code   ascii   @_[]
26   0x00000956 0x00401556 4    5    .code   ascii   5hpA
27   0x0000096f 0x0040156f 4    5    .code   ascii   $;D$
28   0x00000995 0x00401595 4    5    .code   ascii   5hpA
29   0x000009a0 0x004015a0 4    5    .code   ascii   D$\fP
30   0x00000a4b 0x0040164b 4    5    .code   ascii   \rhpA
31   0x00000ada 0x004016da 4    5    .code   ascii   D$(P
32   0x00000b45 0x00401745 4    5    .code   ascii   -ppA
33   0x00000bde 0x004017de 4    5    .code   ascii   D$,P
34   0x00000c2c 0x0040182c 4    5    .code   ascii   T$,R
35   0x00000c91 0x00401891 4    5    .code   ascii   -ppA
36   0x00000cb3 0x004018b3 4    5    .code   ascii   -ppA
37   0x00000d5f 0x0040195f 6    7    .code   ascii   PPPPPP
38   0x00000e0a 0x00401a0a 4    5    .code   ascii   D$\bP
39   0x00000e24 0x00401a24 4    5    .code   ascii   T$\bR
40   0x00000e36 0x00401a36 4    5    .code   ascii   T$\bR
41   0x00000e40 0x00401a40 4    5    .code   ascii   D$\fP
42   0x00000efb 0x00401afb 4    7    .code   utf8    ZPR轿 blocks=Basic Latin,CJK Unified Ideographs
43   0x00000f03 0x00401b03 4    7    .code   utf8    ZPR赿 blocks=Basic Latin,CJK Unified Ideographs
44   0x00000f0b 0x00401b0b 4    7    .code   utf8    ZPR譿 blocks=Basic Latin,CJK Unified Ideographs
45   0x00000f48 0x00401b48 4    5    .code   ascii   ZPh\n
46   0x00000ff8 0x00401bf8 4    7    .code   utf8    t$\f萿 blocks=Basic Latin,CJK Unified Ideographs
47   0x00001001 0x00401c01 4    7    .code   utf8    t$\b臿 blocks=Basic Latin,CJK Unified Ideographs
48   0x00001034 0x00401c34 4    5    .code   ascii   \$\f!
49   0x0000109e 0x00401c9e 4    5    .code   ascii   T$\bR
50   0x000010a7 0x00401ca7 4    7    .code   utf8    ZPR豿 blocks=Basic Latin,CJK Unified Ideographs
51   0x00001127 0x00401d27 4    5    .code   ascii   5@pA
52   0x00001132 0x00401d32 4    5    .code   ascii   5`pA
53   0x0000113d 0x00401d3d 4    5    .code   ascii   5HpA
54   0x000011a4 0x00401da4 4    7    .code   utf8    ZPR贾 blocks=Basic Latin,CJK Unified Ideographs
55   0x000011c0 0x00401dc0 4    5    .code   ascii   T$\fR
56   0x000011c9 0x00401dc9 4    7    .code   utf8    ZPR菾 blocks=Basic Latin,CJK Unified Ideographs
57   0x000011f2 0x00401df2 4    5    .code   ascii   T$\fR
58   0x000011fc 0x00401dfc 4    5    .code   ascii   D$\fP
59   0x00001235 0x00401e35 5    6    .code   ascii   D$\bPX
60   0x00001251 0x00401e51 4    5    .code   ascii   D$Ph
61   0x0000125f 0x00401e5f 4    5    .code   ascii   D$TP
62   0x00001282 0x00401e82 4    6    .code   utf8    ыD$T blocks=Cyrillic,Basic Latin
63   0x000012f7 0x00401ef7 6    7    .code   ascii   PPPPPP
64   0x00001337 0x00401f37 4    7    .code   utf8    ZPR聻 blocks=Basic Latin,CJK Unified Ideographs
65   0x00001342 0x00401f42 4    5    .code   ascii   \$\fk
66   0x0000134f 0x00401f4f 5    8    .code   utf8    D$\fP註 blocks=Basic Latin,CJK Unified Ideographs
67   0x00001359 0x00401f59 4    5    .code   ascii   T$\fR
68   0x0000136b 0x00401f6b 4    5    .code   ascii   T$\fR
69   0x000013ee 0x00401fee 4    5    .code   ascii   5HpA
70   0x000013f9 0x00401ff9 4    5    .code   ascii   5HpA
71   0x00001413 0x00402013 4    5    .code   ascii   5HpA
72   0x00001423 0x00402023 4    7    .code   utf8    ZPR蕺 blocks=Basic Latin,CJK Unified Ideographs
73   0x00001443 0x00402043 4    5    .code   ascii   5`pA
74   0x0000144e 0x0040204e 4    5    .code   ascii   5`pA
75   0x00001468 0x00402068 4    5    .code   ascii   5`pA
76   0x00001473 0x00402073 4    5    .code   ascii   5`pA
77   0x000014a3 0x004020a3 4    5    .code   ascii   5@pA
78   0x000014b2 0x004020b2 4    5    .code   ascii   5@pA
79   0x000014ca 0x004020ca 4    7    .code   utf8    t$\f辺 blocks=Basic Latin,CJK Unified Ideographs
80   0x000014dc 0x004020dc 4    7    .code   utf8    t$\b謺 blocks=Basic Latin,CJK Unified Ideographs
81   0x00001551 0x00402151 4    7    .code   utf8    PPP觺 blocks=Basic Latin,CJK Unified Ideographs
