[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x0000011c 0x0000011c 4   8            utf8    ƿ䚐P) blocks=Latin Extended-B,CJK Unified Ideographs Extension A,Basic Latin
2    0x00000168 0x00000168 4   5            ascii   Rich
3    0x00000294 0x00000294 5   6            ascii   .text
4    0x000002bb 0x000002bb 7   8            ascii   `.rdata
5    0x000002e3 0x000002e3 5   6            ascii   @.crt
6    0x0000030c 0x0000030c 5   6            ascii   .rsrc
7    0x00000333 0x00000333 7   8            ascii   @.reloc
8    0x0000041c 0x1000101c 4   5    .text   ascii   D$CI
9    0x00000426 0x10001026 4   5    .text   ascii   t$(f
10   0x00000446 0x10001046 4   6    .text   utf8    ЉD$  blocks=Cyrillic,Basic Latin
11   0x00000466 0x10001066 4   6    .text   utf8    Ĉd$/ blocks=Latin Extended-A,Basic Latin
12   0x00000484 0x10001084 5   6    .text   ascii   D$\rtV
13   0x000004b1 0x100010b1 7   9    .text   utf8    _^[]ËE\b blocks=Basic Latin,Latin-1 Supplement
14   0x000004be 0x100010be 4   5    .text   ascii   D$:K
15   0x000004c4 0x100010c4 8   10   .text   utf8    T$\r Ҋt$C blocks=Basic Latin,Cyrillic
16   0x0000053b 0x1000113b 4   6    .text   utf8    ̈d$# blocks=Combining Diacritical Marks,Basic Latin
17   0x00000572 0x10001172 5   7    .text   utf8    _[^]Ð blocks=Basic Latin,Latin-1 Supplement
18   0x000005a4 0x100011a4 5   6    .text   ascii   D$Dnf
19   0x000005b7 0x100011b7 4   5    .text   ascii   N2q!
20   0x000005e6 0x100011e6 5   7    .text   utf8    9߉D$  blocks=Basic Latin,NKo
21   0x00000601 0x10001201 7   9    .text   utf8    [^_]ËD$ blocks=Basic Latin,Latin-1 Supplement
22   0x0000060b 0x1000120b 4   6    .text   utf8    ЉD$L blocks=Cyrillic,Basic Latin
23   0x00000619 0x10001219 5   6    .text   ascii   D$0U%
24   0x00000625 0x10001225 4   5    .text   ascii   D$<f
25   0x0000062a 0x1000122a 8   9    .text   ascii   L$Bf+L$B
