[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c7 0x000000c7 5   6            ascii   MRich
2    0x000001d8 0x000001d8 5   6            ascii   .text
3    0x000001ff 0x000001ff 7   8            ascii   `.rdata
4    0x00000227 0x00000227 6   7            ascii   @.data
5    0x00000250 0x00000250 6   7            ascii   .reloc
6    0x00001035 0x00401035 4   7    .text   utf8    M܁ɍ\t blocks=Basic Latin,Syriac,Latin Extended-B
7    0x000010a3 0x004010a3 4   7    .text   utf8    ȉM̋U blocks=Latin Extended-B,Basic Latin,Combining Diacritical Marks
8    0x000010d6 0x004010d6 4   6    .text   utf8    |cǅ| blocks=Basic Latin,Latin Extended-B
9    0x00001256 0x00401256 4   6    .text   utf8    }OǅX blocks=Basic Latin,Latin Extended-B
10   0x000012d9 0x004012d9 4   7    .text   utf8    Mā}Ą blocks=Basic Latin,Latin Extended-A
11   0x000012e5 0x004012e5 5   8    .text   utf8    UċEЋ\f blocks=Basic Latin,Latin Extended-A,Cyrillic
12   0x0000134e 0x0040134e 5   9    .text   utf8    UċE싍L blocks=Basic Latin,Latin Extended-A,Hangul Syllables
13   0x0000145e 0x0040145e 4   6    .text   utf8    }Qǅ8 blocks=Basic Latin,Latin Extended-B
14   0x00001581 0x00401581 4   6    .text   utf8    E؋M\b blocks=Basic Latin,Arabic
15   0x0000161c 0x0040161c 7   10   .text   utf8    UċEċ\b+M blocks=Basic Latin,Latin Extended-A
16   0x0000162d 0x0040162d 5   8    .text   utf8    UЋEЋ\b blocks=Basic Latin,Cyrillic
17   0x00001649 0x00401649 6   10   .text   utf8    UȉŰMԃ blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks,Cyrillic Supplement
18   0x000016ae 0x004016ae 4   5    .text   ascii   E\fX\f
19   0x0000171e 0x0040171e 7   11   .text   utf8    U\f+ЉU\f맋 blocks=Basic Latin,Cyrillic,Hangul Syllables
20   0x00001841 0x00401841 6   10   .text   utf8    M܉MċUċ blocks=Basic Latin,Syriac,Latin Extended-A
21   0x0000184b 0x0040184b 4   6    .text   utf8    #E܋M blocks=Basic Latin,Syriac
