Metadata Signature: 0xdcdf4 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 74 Size: 10b58
Stream name: #~ 4
DirectoryAddress: 10bcc Size: f898
Stream name: #Strings 12
DirectoryAddress: 20464 Size: 4d10
Stream name: #US 4
DirectoryAddress: 25174 Size: 10
Stream name: #GUID 8
DirectoryAddress: 25184 Size: 5380
Stream name: #Blob 8
[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000178 0x00000178 5   6            ascii   .text
2     0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3     0x000001c7 0x000001c7 7   8            ascii   @.reloc
4     0x000003d0 0x004021d0 5   6    .text   ascii   \n\f\a\b(
5     0x0000070e 0x0040250e 4   5    .text   ascii   PAs&
6     0x0000080e 0x0040260e 4   5    .text   ascii   +,\n 
7     0x00000927 0x00402727 4   5    .text   ascii   ,\f(I
8     0x00000954 0x00402754 4   5    .text   ascii   \n\e(K
9     0x0000095a 0x0040275a 4   5    .text   ascii   \n\r\ts
10    0x000009fa 0x004027fa 4   5    .text   ascii   ,5(R
11    0x00000ad2 0x004028d2 4   5    .text   ascii   ,"\b~
12    0x00000bdf 0x004029df 4   5    .text   ascii   *n~\r
13    0x00000bfa 0x004029fa 4   5    .text   ascii   \n*.s
14    0x00000c5e 0x00402a5e 4   5    .text   ascii   \n*\e0
15    0x00000d4e 0x00402b4e 4   5    .text   ascii   \n\v+3
16    0x00000d58 0x00402b58 5   6    .text   ascii   \n\f\bok
17    0x00000d61 0x00402b61 4   5    .text   ascii   #\r(+
18    0x00000d6d 0x00402b6d 4   5    .text   ascii   p\boO
19    0x00000df0 0x00402bf0 4   5    .text   ascii   \n%(m
20    0x00000f00 0x00402d00 4   5    .text   ascii   \n\f+5
21    0x00000f0a 0x00402d0a 5   6    .text   ascii   \n\r\tow
22    0x00000f21 0x00402d21 4   5    .text   ascii   p\toO
23    0x00000ff9 0x00402df9 4   5    .text   ascii   \n%\n}
24    0x00001132 0x00402f32 4   5    .text   ascii   \n*\e0
25    0x000011dd 0x00402fdd 5   6    .text   ascii   \n\f\b-\t
26    0x00001208 0x00403008 4   5    .text   ascii   ,R\tr
27    0x00001214 0x00403014 5   6    .text   ascii   \n-\r\tr
