[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000ef 0x000000ef 5    6            ascii   YRich
2    0x00000200 0x00000200 5    6            ascii   .text
3    0x00000227 0x00000227 7    8            ascii   `.rdata
4    0x0000024f 0x0000024f 6    7            ascii   @.data
5    0x00000278 0x00000278 5    6            ascii   .rsrc
6    0x0000029f 0x0000029f 7    8            ascii   @.reloc
7    0x0000103d 0x1000103d 4    5    .text   ascii   t$\fW
8    0x00001094 0x10001094 4    5    .text   ascii   t$\fP
9    0x000010b5 0x100010b5 6    7    .text   ascii   VWjAY3
10   0x0000110e 0x1000110e 4    7    .text   utf8    3\r}ѫ blocks=Basic Latin,Cyrillic
11   0x000012fd 0x100012fd 5    6    .text   ascii   VWjA3
12   0x00001358 0x10001358 4    7    .text   utf8    3\r}ѫ blocks=Basic Latin,Cyrillic
13   0x00001476 0x10001476 4    7    .text   utf8    VPS螾 blocks=Basic Latin,CJK Unified Ideographs
14   0x0000149a 0x1000149a 6    8    .text   utf8    M\fuҋ5\ blocks=Basic Latin,Cyrillic
15   0x0000159f 0x1000159f 4    5    .text   ascii   1SPh
16   0x000015f7 0x100015f7 6    7    .text   ascii   SUVWh(
17   0x00001649 0x10001649 4    5    .text   ascii   tEWj
18   0x00001660 0x10001660 4    5    .text   ascii   t.WP
19   0x000016b3 0x100016b3 5    7    .text   utf8    j@Y3\r
20   0x0000172e 0x1000172e 4    5    .text   ascii   \$\f;
21   0x00001733 0x10001733 6    8    .text   utf8    tcW3?,
22   0x0000175c 0x1000175c 8    9    .text   ascii   ,WSVjeh(
23   0x000017a9 0x100017a9 6    7    .text   ascii   SVWj@3
24   0x00001881 0x10001881 4    5    .text   ascii   PSh?
25   0x0000188b 0x1000188b 5    6    .text   ascii   F1SPh
26   0x0000189a 0x1000189a 4    6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
27   0x000018c5 0x100018c5 4    6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
28   0x00001974 0x10001974 5    6    .text   ascii   E\b_^[
29   0x0000199a 0x1000199a 4    5    .text   ascii   Wj@3
30   0x000019c4 0x100019c4 4    6    .text   utf8    Y3\r}
31   0x00001a62 0x10001a62 4    5    .text   ascii   VWj@
32   0x00001ac0 0x10001ac0 4    5    .text   ascii   WPh@
33   0x00001b16 0x10001b16 6    7    .text   ascii   PVVVVV
34   0x00001b3f 0x10001b3f 4    5    .text   ascii   VWh(
35   0x00001bb5 0x10001bb5 6    8    .text   utf8    ;ÉE\bt{ blocks=Basic Latin,Latin-1 Supplement
36   0x00001c45 0x10001c45 5    7    .text   utf8    SW3\r}
37   0x00001c7c 0x10001c7c 4    5    .text   ascii   Yj\a^
38   0x00001d97 0x10001d97 9    10   .text   ascii   M\bQSj(PSS
39   0x00001dae 0x10001dae 5    6    .text   ascii   8X ts
40   0x00001dc3 0x10001dc3 5    6    .text   ascii   Yt]8]
41   0x00001de1 0x10001de1 6    7    .text   ascii   E\bPSh?
42   0x00001dea 0x10001dea 5    6    .text   ascii   SSSh|
43   0x00001e8a 0x10001e8a 6    7    .text   ascii   Ytxj@3
44   0x00001ec5 0x10001ec5 4    5    .text   ascii   VPhl
45   0x00001ff4 0x10001ff4 4    7    .text   utf8    }ॊE\b blocks=Basic Latin,Devanagari
46   0x0000206f 0x1000206f 4    5    .text   ascii   PSh?
47   0x0000207a 0x1000207a 5    6    .text   ascii   SSAh|
48   0x00002119 0x10002119 4    5    .text   ascii   Wj@3
49   0x00002149 0x10002149 4    5    .text   ascii   t\nj'
50   0x0000219c 0x1000219c 4    5    .text   ascii   Yt2j
51   0x000021e1 0x100021e1 6    7    .text   ascii   SVWj\a3
52   0x000021fc 0x100021fc 5    6    .text   ascii   Yuh E
53   0x000023ad 0x100023ad 6    7    .text   ascii   t?WSh 
54   0x000025b4 0x100025b4 5    6    .text   ascii   ;E\b}\n
55   0x000025ef 0x100025ef 8    9    .text   ascii   YF;}\bY}\e
56   0x00002618 0x10002618 6    7    .text   ascii   F;E\b}\r
57   0x000026c1 0x100026c1 4    7    .text   utf8    u\fS蝬 blocks=Basic Latin,CJK Unified Ideographs
58   0x00002789 0x10002789 4    7    .text   utf8    QWV腫 blocks=Basic Latin,CJK Unified Ideographs
59   0x000027f3 0x100027f3 4    5    .text   ascii   $SVW
60   0x00002800 0x10002800 5    8    .text   utf8    E؉EԃM blocks=Basic Latin,Arabic,Cyrillic Supplement
61   0x0000283c 0x1000283c 4    5    .text   ascii   tFVj
62   0x00002a1f 0x10002a1f 4    5    .text   ascii   SSSS
63   0x00002a4c 0x10002a4c 4    5    .text   ascii   WWjP
64   0x00002ab2 0x10002ab2 5    6    .text   ascii   SSSSP
65   0x00002b1b 0x10002b1b 4    5    .text   ascii   t+8]
66   0x00002c09 0x10002c09 4    5    .text   ascii   u\fSP
67   0x00002d21 0x10002d21 4    5    .text   ascii   LSVW
68   0x00002d28 0x10002d28 5    8    .text   utf8    3ۉ]\t] blocks=Basic Latin,Arabic
69   0x00002e3b 0x10002e3b 5    6    .text   ascii   (SSSS
70   0x00002e7c 0x10002e7c 5    6    .text   ascii   u\fVWP
71   0x00002ec6 0x10002ec6 6    7    .text   ascii   uPSSSS
72   0x00003480 0x10003480 5    8    .text   utf8    AQSP荞 blocks=Basic Latin,CJK Unified Ideographs
73   0x000034a1 0x100034a1 4    6    .text   utf8    '3ۋu blocks=Basic Latin,Arabic
74   0x000034fd 0x100034fd 4    5    .text   ascii    SVW
75   0x000035bd 0x100035bd 4    5    .text   ascii   0SVW
76   0x000035ca 0x100035ca 7    11   .text   utf8    3ۉ]̉]؉] blocks=Basic Latin,Arabic,Combining Diacritical Marks
77   0x00003632 0x10003632 5    8    .text   utf8    Ẻ]؉] blocks=Basic Latin,Combining Diacritical Marks,Arabic
