[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1966 0x0003a684 0x1003bc84 18  19   .rdata  ascii   no space on device
1967 0x0003a698 0x1003bc98 19  20   .rdata  ascii   no stream resources
1968 0x0003a6ac 0x1003bcac 25  26   .rdata  ascii   no such device or address
1969 0x0003a6c8 0x1003bcc8 14  15   .rdata  ascii   no such device
1970 0x0003a6d8 0x1003bcd8 25  26   .rdata  ascii   no such file or directory
1971 0x0003a6f4 0x1003bcf4 15  16   .rdata  ascii   no such process
1972 0x0003a704 0x1003bd04 15  16   .rdata  ascii   not a directory
1973 0x0003a714 0x1003bd14 12  13   .rdata  ascii   not a socket
1974 0x0003a724 0x1003bd24 12  13   .rdata  ascii   not a stream
1975 0x0003a734 0x1003bd34 13  14   .rdata  ascii   not connected
1976 0x0003a744 0x1003bd44 17  18   .rdata  ascii   not enough memory
1977 0x0003a758 0x1003bd58 13  14   .rdata  ascii   not supported
1978 0x0003a768 0x1003bd68 18  19   .rdata  ascii   operation canceled
1979 0x0003a77c 0x1003bd7c 21  22   .rdata  ascii   operation in progress
1980 0x0003a794 0x1003bd94 23  24   .rdata  ascii   operation not permitted
1981 0x0003a7ac 0x1003bdac 23  24   .rdata  ascii   operation not supported
1982 0x0003a7c4 0x1003bdc4 21  22   .rdata  ascii   operation would block
1983 0x0003a7dc 0x1003bddc 10  11   .rdata  ascii   owner dead
1984 0x0003a7e8 0x1003bde8 17  18   .rdata  ascii   permission denied
1985 0x0003a7fc 0x1003bdfc 14  15   .rdata  ascii   protocol error
1986 0x0003a80c 0x1003be0c 22  23   .rdata  ascii   protocol not supported
1987 0x0003a824 0x1003be24 21  22   .rdata  ascii   read only file system
1988 0x0003a83c 0x1003be3c 29  30   .rdata  ascii   resource deadlock would occur
1989 0x0003a85c 0x1003be5c 30  31   .rdata  ascii   resource unavailable try again
1990 0x0003a87c 0x1003be7c 19  20   .rdata  ascii   result out of range
1991 0x0003a890 0x1003be90 21  22   .rdata  ascii   state not recoverable
1992 0x0003a8a8 0x1003bea8 14  15   .rdata  ascii   stream timeout
1993 0x0003a8b8 0x1003beb8 14  15   .rdata  ascii   text file busy
1994 0x0003a8c8 0x1003bec8 9   10   .rdata  ascii   timed out
1995 0x0003a8d4 0x1003bed4 29  30   .rdata  ascii   too many files open in system
1996 0x0003a8f4 0x1003bef4 19  20   .rdata  ascii   too many files open
1997 0x0003a908 0x1003bf08 14  15   .rdata  ascii   too many links
1998 0x0003a918 0x1003bf18 29  30   .rdata  ascii   too many symbolic link levels
1999 0x0003a938 0x1003bf38 15  16   .rdata  ascii   value too large
2000 0x0003a948 0x1003bf48 19  20   .rdata  ascii   wrong protocol type
2001 0x0003a95c 0x1003bf5c 13  14   .rdata  ascii   unknown error
2002 0x0003ac48 0x1003c248 36  37   .rdata  ascii   0123456789abcdefghijklmnopqrstuvwxyz
2003 0x0003ac76 0x1003c276 31  32   .rdata  ascii   \r\f\v\v\n\n\t\t\t\t\t\b\b\b\b\b\b\b\a\a\a\a\a\a\a\a\a\a\a\a\a
2004 0x0003ac98 0x1003c298 36  37   .rdata  ascii   0123456789abcdefghijklmnopqrstuvwxyz
2005 0x0003acdf 0x1003c2df 6   7    .rdata  ascii   \r\r\r\r\r\r
2006 0x0003acf8 0x1003c2f8 64  130  .rdata  utf16le ERROR : Unable to initialize critical section in CAtlBaseModule\n
2007 0x0003ad7c 0x1003c37c 12  13   .rdata  ascii   atlthunk.dll
2008 0x0003ad8c 0x1003c38c 21  22   .rdata  ascii   AtlThunk_AllocateData
2009 0x0003ada4 0x1003c3a4 17  18   .rdata  ascii   AtlThunk_InitData
2010 0x0003adb8 0x1003c3b8 19  20   .rdata  ascii   AtlThunk_DataToCode
2011 0x0003adcc 0x1003c3cc 17  18   .rdata  ascii   AtlThunk_FreeData
2012 0x0003adf4 0x1003c3f4 13  14   .rdata  ascii   bad exception
2013 0x0003b188 0x1003c788 8   9    .rdata  ascii   __based(
2014 0x0003b194 0x1003c794 7   8    .rdata  ascii   __cdecl
2015 0x0003b19c 0x1003c79c 8   9    .rdata  ascii   __pascal
2016 0x0003b1a8 0x1003c7a8 9   10   .rdata  ascii   __stdcall
2017 0x0003b1b4 0x1003c7b4 10  11   .rdata  ascii   __thiscall
2018 0x0003b1c0 0x1003c7c0 10  11   .rdata  ascii   __fastcall
2019 0x0003b1cc 0x1003c7cc 12  13   .rdata  ascii   __vectorcall
2020 0x0003b1dc 0x1003c7dc 9   10   .rdata  ascii   __clrcall
2021 0x0003b1e8 0x1003c7e8 6   7    .rdata  ascii   __eabi
2022 0x0003b1f0 0x1003c7f0 9   10   .rdata  ascii   __swift_1
2023 0x0003b1fc 0x1003c7fc 9   10   .rdata  ascii   __swift_2
2024 0x0003b208 0x1003c808 7   8    .rdata  ascii   __ptr64
2025 0x0003b210 0x1003c810 10  11   .rdata  ascii   __restrict
2026 0x0003b21c 0x1003c81c 11  12   .rdata  ascii   __unaligned
2027 0x0003b228 0x1003c828 9   10   .rdata  ascii   restrict(
2028 0x0003b234 0x1003c834 4   5    .rdata  ascii    new
2029 0x0003b23c 0x1003c83c 7   8    .rdata  ascii    delete
2030 0x0003b260 0x1003c860 8   9    .rdata  ascii   operator
2031 0x0003b2e0 0x1003c8e0 9   10   .rdata  ascii   `vftable'
2032 0x0003b2ec 0x1003c8ec 9   10   .rdata  ascii   `vbtable'
2033 0x0003b2f8 0x1003c8f8 7   8    .rdata  ascii   `vcall'
2034 0x0003b300 0x1003c900 8   9    .rdata  ascii   `typeof'
2035 0x0003b30c 0x1003c90c 20  21   .rdata  ascii   `local static guard'
2036 0x0003b324 0x1003c924 8   9    .rdata  ascii   `string'
2037 0x0003b330 0x1003c930 18  19   .rdata  ascii   `vbase destructor'
2038 0x0003b344 0x1003c944 28  29   .rdata  ascii   `vector deleting destructor'
2039 0x0003b364 0x1003c964 29  30   .rdata  ascii   `default constructor closure'
2040 0x0003b384 0x1003c984 28  29   .rdata  ascii   `scalar deleting destructor'
2041 0x0003b3a4 0x1003c9a4 29  30   .rdata  ascii   `vector constructor iterator'
2042 0x0003b3c4 0x1003c9c4 28  29   .rdata  ascii   `vector destructor iterator'
2043 0x0003b3e4 0x1003c9e4 35  36   .rdata  ascii   `vector vbase constructor iterator'
2044 0x0003b408 0x1003ca08 26  27   .rdata  ascii   `virtual displacement map'
2045 0x0003b424 0x1003ca24 32  33   .rdata  ascii   `eh vector constructor iterator'
2046 0x0003b448 0x1003ca48 31  32   .rdata  ascii   `eh vector destructor iterator'
2047 0x0003b468 0x1003ca68 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
2048 0x0003b490 0x1003ca90 26  27   .rdata  ascii   `copy constructor closure'
2049 0x0003b4ac 0x1003caac 15  16   .rdata  ascii   `udt returning'
2050 0x0003b4c0 0x1003cac0 5   6    .rdata  ascii   `RTTI
2051 0x0003b4c8 0x1003cac8 15  16   .rdata  ascii   `local vftable'
2052 0x0003b4d8 0x1003cad8 35  36   .rdata  ascii   `local vftable constructor closure'
2053 0x0003b4fc 0x1003cafc 6   7    .rdata  ascii    new[]
2054 0x0003b504 0x1003cb04 9   10   .rdata  ascii    delete[]
2055 0x0003b510 0x1003cb10 14  15   .rdata  ascii   `omni callsig'
2056 0x0003b520 0x1003cb20 26  27   .rdata  ascii   `placement delete closure'
2057 0x0003b53c 0x1003cb3c 28  29   .rdata  ascii   `placement delete[] closure'
2058 0x0003b55c 0x1003cb5c 37  38   .rdata  ascii   `managed vector constructor iterator'
2059 0x0003b584 0x1003cb84 36  37   .rdata  ascii   `managed vector destructor iterator'
2060 0x0003b5ac 0x1003cbac 37  38   .rdata  ascii   `eh vector copy constructor iterator'
2061 0x0003b5d4 0x1003cbd4 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
2062 0x0003b600 0x1003cc00 26  27   .rdata  ascii   `dynamic initializer for '
2063 0x0003b61c 0x1003cc1c 32  33   .rdata  ascii   `dynamic atexit destructor for '
2064 0x0003b640 0x1003cc40 34  35   .rdata  ascii   `vector copy constructor iterator'
2065 0x0003b664 0x1003cc64 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
2066 0x0003b690 0x1003cc90 42  43   .rdata  ascii   `managed vector copy constructor iterator'
2067 0x0003b6bc 0x1003ccbc 27  28   .rdata  ascii   `local static thread guard'
2068 0x0003b6d8 0x1003ccd8 12  13   .rdata  ascii   operator "" 
2069 0x0003b6e8 0x1003cce8 17  18   .rdata  ascii   operator co_await
2070 0x0003b6fc 0x1003ccfc 11  12   .rdata  ascii   operator<=>
2071 0x0003b708 0x1003cd08 17  18   .rdata  ascii    Type Descriptor'
2072 0x0003b71c 0x1003cd1c 27  28   .rdata  ascii    Base Class Descriptor at (
2073 0x0003b738 0x1003cd38 18  19   .rdata  ascii    Base Class Array'
2074 0x0003b74c 0x1003cd4c 28  29   .rdata  ascii    Class Hierarchy Descriptor'
2075 0x0003b76c 0x1003cd6c 25  26   .rdata  ascii    Complete Object Locator'
2076 0x0003b788 0x1003cd88 21  22   .rdata  ascii   `anonymous namespace'
2077 0x0003b7ac 0x1003cdac 29  60   .rdata  utf16le api-ms-win-core-fibers-l1-1-1
2078 0x0003b7e8 0x1003cde8 28  58   .rdata  utf16le api-ms-win-core-synch-l1-2-0
2079 0x0003b824 0x1003ce24 8   18   .rdata  utf16le kernel32
2080 0x0003b838 0x1003ce38 7   16   .rdata  utf16le api-ms-
2081 0x0003b850 0x1003ce50 8   9    .rdata  ascii   FlsAlloc
2082 0x0003b864 0x1003ce64 7   8    .rdata  ascii   FlsFree
2083 0x0003b874 0x1003ce74 11  12   .rdata  ascii   FlsGetValue
2084 0x0003b888 0x1003ce88 11  12   .rdata  ascii   FlsSetValue
2085 0x0003b89c 0x1003ce9c 27  28   .rdata  ascii   InitializeCriticalSectionEx
2086 0x0003bafc 0x1003d0fc 6   28   .rdata  utf32le \a\a\b\a\a\a
2087 0x0003bcb8 0x1003d2b8 6   14   .rdata  utf16le (null)
2088 0x0003bcc8 0x1003d2c8 6   7    .rdata  ascii   (null)
2089 0x0003bcf2 0x1003d2f2 4   6    .rdata  utf8    tFМ, blocks=Basic Latin,Cyrillic
2090 0x0003bd3b 0x1003d33b 4   6    .rdata  utf8    \aIV$
2091 0x0003bdb3 0x1003d3b3 4   7    .rdata  utf8    ̿aYܫ blocks=Combining Diacritical Marks,Basic Latin,Syriac
2092 0x0003bdf8 0x1003d3f8 4   5    .rdata  ascii   d8L2
2093 0x0003be24 0x1003d424 7   8    .rdata  ascii   [aOni*{
2094 0x0003be4e 0x1003d44e 4   5    .rdata  ascii   @2&@
2095 0x0003be82 0x1003d482 4   5    .rdata  ascii   "RP(
2096 0x0003be90 0x1003d490 4   6    .rdata  utf8    }]9֙ blocks=Basic Latin,Hebrew
2097 0x0003befb 0x1003d4fb 5   6    .rdata  ascii   eLK(w
2098 0x0003bf25 0x1003d525 4   5    .rdata  ascii   m\nXo
2099 0x0003bf67 0x1003d567 6   7    .rdata  ascii   \bFEMh\f
2100 0x0003bf76 0x1003d576 4   5    .rdata  ascii   h0'D
2101 0x0003bf85 0x1003d585 6   8    .rdata  utf8    Qh٢%v} blocks=Basic Latin,Arabic
2102 0x0003bfbf 0x1003d5bf 4   6    .rdata  utf8    א:@O blocks=Hebrew,Basic Latin
2103 0x0003bfc8 0x1003d5c8 4   5    .rdata  ascii   owM&
2104 0x0003c005 0x1003d605 7   9    .rdata  utf8    ~ $s%rс blocks=Basic Latin,Cyrillic
2105 0x0003c013 0x1003d613 7   8    .rdata  ascii   \a@b;zO]
2106 0x0003c053 0x1003d653 4   5    .rdata  ascii   $qE}
2107 0x0003c091 0x1003d691 4   5    .rdata  ascii   ;*xh
2108 0x0003c0e6 0x1003d6e6 4   7    .rdata  utf8    H孎cY blocks=Basic Latin,CJK Unified Ideographs
2109 0x0003c0f3 0x1003d6f3 4   7    .rdata  utf8    &>r䴆 blocks=Basic Latin,CJK Unified Ideographs Extension A
2110 0x0003c0fb 0x1003d6fb 4   5    .rdata  ascii   ["93
2111 0x0003c100 0x1003d700 4   5    .rdata  ascii   u\azK
2112 0x0003c12c 0x1003d72c 5   6    .rdata  ascii   iu+-,
2113 0x0003c192 0x1003d792 4   5    .rdata  ascii   \lo}
2114 0x0003c19d 0x1003d79d 5   6    .rdata  ascii   obwQ4
2115 0x0003c1b7 0x1003d7b7 4   5    .rdata  ascii   &Sgw
2116 0x0003c240 0x1003d840 4   5    .rdata  ascii   R\tE]
2117 0x0003c24f 0x1003d84f 4   5    .rdata  ascii   ?nz(
2118 0x0003c282 0x1003d882 4   6    .rdata  utf8    EJjت blocks=Basic Latin,Arabic
2119 0x0003c2b5 0x1003d8b5 4   5    .rdata  ascii   0+L\v
2120 0x0003c302 0x1003d902 4   5    .rdata  ascii   =87M
2121 0x0003c3c1 0x1003d9c1 4   6    .rdata  utf8    6zƞ) blocks=Basic Latin,Latin Extended-B
2122 0x0003c3e2 0x1003d9e2 6   9    .rdata  utf8    ¨N2Lɭ3 blocks=Latin-1 Supplement,Basic Latin,IPA Extensions
2123 0x0003c3ef 0x1003d9ef 6   7    .rdata  ascii   v2!L.2
2124 0x0003c438 0x1003da38 4   5    .rdata  ascii   \tcQr
2125 0x0003c471 0x1003da71 4   5    .rdata  ascii   X/4B
2126 0x0003c4c5 0x1003dac5 4   6    .rdata  utf8    ;҉s} blocks=Basic Latin,Cyrillic
2127 0x0003c4f1 0x1003daf1 4   6    .rdata  utf8    B(Ȏy blocks=Basic Latin,Latin Extended-B
2128 0x0003c50f 0x1003db0f 4   5    .rdata  ascii   k=yI
2129 0x0003c541 0x1003db41 4   6    .rdata  utf8    øBnc blocks=Latin-1 Supplement,Basic Latin
2130 0x0003c572 0x1003db72 5   6    .rdata  ascii   ^<V7w
2131 0x0003c5c5 0x1003dbc5 6   8    .rdata  utf8    W&|.ڋu blocks=Basic Latin,Arabic
2132 0x0003c6a0 0x1003dca0 49  100  .rdata  utf16le minkernel\crts\ucrt\inc\corecrt_internal_strtox.h
2133 0x0003c708 0x1003dd08 45  92   .rdata  utf16le __crt_strtox::floating_point_value::as_double
2134 0x0003c764 0x1003dd64 10  22   .rdata  utf16le _is_double
2135 0x0003c780 0x1003dd80 44  90   .rdata  utf16le __crt_strtox::floating_point_value::as_float
2136 0x0003c7dc 0x1003dddc 11  24   .rdata  utf16le !_is_double
2137 0x0003c880 0x1003de80 5   12   .rdata  utf16le INITY
2138 0x0003c88c 0x1003de8c 5   12   .rdata  utf16le inity
2139 0x0003c8a8 0x1003dea8 5   12   .rdata  utf16le SNAN)
2140 0x0003c8b4 0x1003deb4 5   12   .rdata  utf16le snan)
2141 0x0003c8c0 0x1003dec0 8   17   .rdata  utf16le IND)ind)
2142 0x0003c8d8 0x1003ded8 5   6    .rdata  ascii   INITY
2143 0x0003c8e0 0x1003dee0 5   6    .rdata  ascii   inity
2144 0x0003c8f0 0x1003def0 5   6    .rdata  ascii   SNAN)
2145 0x0003c8f8 0x1003def8 5   6    .rdata  ascii   snan)
2146 0x0003c900 0x1003df00 8   9    .rdata  ascii   IND)ind)
2147 0x0003c934 0x1003df34 12  52   .rdata  utf32le \t\a\f\b\f\t\f\n\a\v\b\f
2148 0x0003c9b8 0x1003dfb8 5   24   .rdata  utf32le R\rS\rW
2149 0x0003c9d0 0x1003dfd0 7   32   .rdata  utf32le Y\vl\rm p
2150 0x0003ca3c 0x1003e03c 4   20   .rdata  utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
2151 0x0003cb10 0x1003e110 9   20   .rdata  utf16le coree.dll
2152 0x0003cb24 0x1003e124 14  15   .rdata  ascii   CorExitProcess
2153 0x0003ccb8 0x1003e2b8 33  68   .rdata  utf16le          (((((                  H
2154 0x0003cf3f 0x1003e53f 7   8    .rdata  ascii   \a\b\t\n\v\f\r
2155 0x0003cf58 0x1003e558 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
2156 0x0003d0bf 0x1003e6bf 7   8    .rdata  ascii   \a\b\t\n\v\f\r
2157 0x0003d0d8 0x1003e6d8 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
2158 0x0003d1ba 0x1003e7ba 33  68   .rdata  utf16le          (((((                  H
2159 0x0003d2b8 0x1003e8b8 34  70   .rdata  utf16le       (                          \b
2160 0x0003d420 0x1003ea20 9   10   .rdata  ascii   NAN(SNAN)
2161 0x0003d42c 0x1003ea2c 9   10   .rdata  ascii   nan(snan)
2162 0x0003d438 0x1003ea38 8   9    .rdata  ascii   NAN(IND)
2163 0x0003d444 0x1003ea44 8   9    .rdata  ascii   nan(ind)
2164 0x0003d450 0x1003ea50 5   6    .rdata  ascii   e+000
2165 0x0003d45e 0x1003ea5e 7   8    .rdata  ascii   \a\b\t\n\v\f\r
2166 0x0003d477 0x1003ea77 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
2167 0x0003d520 0x1003eb20 6   14   .rdata  utf16le LC_ALL
2168 0x0003d530 0x1003eb30 10  22   .rdata  utf16le LC_COLLATE
2169 0x0003d548 0x1003eb48 8   18   .rdata  utf16le LC_CTYPE
2170 0x0003d55c 0x1003eb5c 11  24   .rdata  utf16le LC_MONETARY
2171 0x0003d574 0x1003eb74 10  22   .rdata  utf16le LC_NUMERIC
2172 0x0003d58c 0x1003eb8c 7   16   .rdata  utf16le LC_TIME
2173 0x0003d748 0x1003ed48 6   7    .rdata  ascii   Sunday
2174 0x0003d750 0x1003ed50 6   7    .rdata  ascii   Monday
2175 0x0003d758 0x1003ed58 7   8    .rdata  ascii   Tuesday
2176 0x0003d760 0x1003ed60 9   10   .rdata  ascii   Wednesday
2177 0x0003d76c 0x1003ed6c 8   9    .rdata  ascii   Thursday
2178 0x0003d778 0x1003ed78 6   7    .rdata  ascii   Friday
2179 0x0003d780 0x1003ed80 8   9    .rdata  ascii   Saturday
2180 0x0003d7bc 0x1003edbc 7   8    .rdata  ascii   January
2181 0x0003d7c4 0x1003edc4 8   9    .rdata  ascii   February
2182 0x0003d7d0 0x1003edd0 5   6    .rdata  ascii   March
2183 0x0003d7d8 0x1003edd8 5   6    .rdata  ascii   April
2184 0x0003d7e0 0x1003ede0 4   5    .rdata  ascii   June
2185 0x0003d7e8 0x1003ede8 4   5    .rdata  ascii   July
2186 0x0003d7f0 0x1003edf0 6   7    .rdata  ascii   August
2187 0x0003d7f8 0x1003edf8 9   10   .rdata  ascii   September
2188 0x0003d804 0x1003ee04 7   8    .rdata  ascii   October
2189 0x0003d80c 0x1003ee0c 8   9    .rdata  ascii   November
2190 0x0003d818 0x1003ee18 8   9    .rdata  ascii   December
2191 0x0003d82c 0x1003ee2c 8   9    .rdata  ascii   MM/dd/yy
2192 0x0003d838 0x1003ee38 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
2193 0x0003d84c 0x1003ee4c 8   9    .rdata  ascii   HH:mm:ss
2194 0x0003d890 0x1003ee90 6   14   .rdata  utf16le Sunday
2195 0x0003d8a0 0x1003eea0 6   14   .rdata  utf16le Monday
2196 0x0003d8b0 0x1003eeb0 7   16   .rdata  utf16le Tuesday
2197 0x0003d8c0 0x1003eec0 9   20   .rdata  utf16le Wednesday
2198 0x0003d8d4 0x1003eed4 8   18   .rdata  utf16le Thursday
2199 0x0003d8e8 0x1003eee8 6   14   .rdata  utf16le Friday
2200 0x0003d8f8 0x1003eef8 8   18   .rdata  utf16le Saturday
2201 0x0003d96c 0x1003ef6c 7   16   .rdata  utf16le January
2202 0x0003d97c 0x1003ef7c 8   18   .rdata  utf16le February
2203 0x0003d990 0x1003ef90 5   12   .rdata  utf16le March
2204 0x0003d99c 0x1003ef9c 5   12   .rdata  utf16le April
2205 0x0003d9a8 0x1003efa8 4   10   .rdata  utf16le June
2206 0x0003d9b4 0x1003efb4 4   10   .rdata  utf16le July
2207 0x0003d9c0 0x1003efc0 6   14   .rdata  utf16le August
2208 0x0003d9d0 0x1003efd0 9   20   .rdata  utf16le September
2209 0x0003d9e4 0x1003efe4 7   16   .rdata  utf16le October
2210 0x0003d9f4 0x1003eff4 8   18   .rdata  utf16le November
2211 0x0003da08 0x1003f008 8   18   .rdata  utf16le December
2212 0x0003da2c 0x1003f02c 8   18   .rdata  utf16le MM/dd/yy
2213 0x0003da40 0x1003f040 19  40   .rdata  utf16le dddd, MMMM dd, yyyy
2214 0x0003da68 0x1003f068 8   18   .rdata  utf16le HH:mm:ss
2215 0x0003da7c 0x1003f07c 5   12   .rdata  utf16le en-US
2216 0x0003db7c 0x1003f17c 5   6    .rdata  ascii   log10
2217 0x0003db84 0x1003f184 4   5    .rdata  ascii   sinh
2218 0x0003db8c 0x1003f18c 4   5    .rdata  ascii   cosh
2219 0x0003db94 0x1003f194 4   5    .rdata  ascii   tanh
2220 0x0003db9c 0x1003f19c 4   5    .rdata  ascii   asin
2221 0x0003dba4 0x1003f1a4 4   5    .rdata  ascii   acos
2222 0x0003dbac 0x1003f1ac 4   5    .rdata  ascii   atan
2223 0x0003dbb4 0x1003f1b4 5   6    .rdata  ascii   atan2
2224 0x0003dbbc 0x1003f1bc 4   5    .rdata  ascii   sqrt
2225 0x0003dbd0 0x1003f1d0 4   5    .rdata  ascii   ceil
2226 0x0003dbd8 0x1003f1d8 5   6    .rdata  ascii   floor
2227 0x0003dbe0 0x1003f1e0 4   5    .rdata  ascii   fabs
2228 0x0003dbe8 0x1003f1e8 4   5    .rdata  ascii   modf
2229 0x0003dbf0 0x1003f1f0 5   6    .rdata  ascii   ldexp
2230 0x0003dbf8 0x1003f1f8 5   6    .rdata  ascii   _cabs
2231 0x0003dc00 0x1003f200 6   7    .rdata  ascii   _hypot
2232 0x0003dc08 0x1003f208 4   5    .rdata  ascii   fmod
2233 0x0003dc10 0x1003f210 5   6    .rdata  ascii   frexp
2234 0x0003dc24 0x1003f224 5   6    .rdata  ascii   _logb
2235 0x0003dc2c 0x1003f22c 10  11   .rdata  ascii   _nextafter
2236 0x0003dc78 0x1003f278 5   12   .rdata  utf16le ja-JP
2237 0x0003dc84 0x1003f284 5   12   .rdata  utf16le zh-CN
2238 0x0003dc90 0x1003f290 5   12   .rdata  utf16le ko-KR
2239 0x0003dc9c 0x1003f29c 5   12   .rdata  utf16le zh-TW
2240 0x0003dcf8 0x1003f2f8 31  64   .rdata  utf16le api-ms-win-core-datetime-l1-1-1
2241 0x0003dd38 0x1003f338 27  56   .rdata  utf16le api-ms-win-core-file-l1-2-2
2242 0x0003dd70 0x1003f370 35  72   .rdata  utf16le api-ms-win-core-localization-l1-2-1
2243 0x0003ddb8 0x1003f3b8 44  90   .rdata  utf16le api-ms-win-core-localization-obsolete-l1-2-0
2244 0x0003de18 0x1003f418 37  76   .rdata  utf16le api-ms-win-core-processthreads-l1-1-2
2245 0x0003de64 0x1003f464 29  60   .rdata  utf16le api-ms-win-core-string-l1-1-0
2246 0x0003dea0 0x1003f4a0 30  62   .rdata  utf16le api-ms-win-core-sysinfo-l1-2-1
2247 0x0003dee0 0x1003f4e0 28  58   .rdata  utf16le api-ms-win-core-winrt-l1-1-0
2248 0x0003df1c 0x1003f51c 29  60   .rdata  utf16le api-ms-win-core-xstate-l2-1-0
2249 0x0003df58 0x1003f558 38  78   .rdata  utf16le api-ms-win-rtcore-ntuser-window-l1-1-0
2250 0x0003dfa8 0x1003f5a8 42  86   .rdata  utf16le api-ms-win-security-systemfunctions-l1-1-0
2251 0x0003e000 0x1003f600 34  70   .rdata  utf16le ext-ms-win-ntuser-dialogbox-l1-1-0
2252 0x0003e048 0x1003f648 38  78   .rdata  utf16le ext-ms-win-ntuser-windowstation-l1-1-0
2253 0x0003e098 0x1003f698 8   18   .rdata  utf16le advapi32
2254 0x0003e0ac 0x1003f6ac 5   12   .rdata  utf16le ntdll
2255 0x0003e0b8 0x1003f6b8 34  70   .rdata  utf16le api-ms-win-appmodel-runtime-l1-1-2
2256 0x0003e100 0x1003f700 6   14   .rdata  utf16le user32
2257 0x0003e110 0x1003f710 7   16   .rdata  utf16le ext-ms-
2258 0x0003e124 0x1003f724 15  16   .rdata  ascii   AreFileApisANSI
2259 0x0003e13c 0x1003f73c 15  16   .rdata  ascii   CompareStringEx
2260 0x0003e154 0x1003f754 19  20   .rdata  ascii   EnumSystemLocalesEx
2261 0x0003e190 0x1003f790 15  16   .rdata  ascii   GetDateFormatEx
2262 0x0003e1a8 0x1003f7a8 15  16   .rdata  ascii   GetLocaleInfoEx
2263 0x0003e1c0 0x1003f7c0 15  16   .rdata  ascii   GetTimeFormatEx
2264 0x0003e1d8 0x1003f7d8 24  25   .rdata  ascii   GetUserDefaultLocaleName
2265 0x0003e204 0x1003f804 17  18   .rdata  ascii   IsValidLocaleName
2266 0x0003e220 0x1003f820 13  14   .rdata  ascii   LCMapStringEx
2267 0x0003e238 0x1003f838 16  17   .rdata  ascii   LCIDToLocaleName
2268 0x0003e254 0x1003f854 16  17   .rdata  ascii   LocaleNameToLCID
