[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f8 0x000000f8 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 6   7            ascii   .reloc
6    0x00000497 0x10001097 4   5    .text   ascii   6hdA
7    0x000004ba 0x100010ba 4   5    .text   ascii   QhtA
8    0x00000582 0x10001182 4   5    .text   ascii   ;M\bw
9    0x000006c1 0x100012c1 4   5    .text   ascii   9E\bv
10   0x000007a3 0x100013a3 4   5    .text   ascii   ;E\bs
11   0x00001076 0x10001c76 4   5    .text   ascii   9E\fv
12   0x000013eb 0x10001feb 5   6    .text   ascii   9E\fwM
13   0x000014bd 0x100020bd 4   5    .text   ascii   M\f;H
14   0x00001879 0x10002479 5   6    .text   ascii   thh\bB
15   0x00001a81 0x10002681 4   5    .text   ascii   I$+\f
16   0x00001ae1 0x100026e1 4   5    .text   ascii   I +\f
17   0x00001bc4 0x100027c4 4   6    .text   utf8    MċU\f blocks=Basic Latin,Latin Extended-A
18   0x00001ca3 0x100028a3 4   5    .text   ascii   U\bRj
19   0x00001cf7 0x100028f7 4   5    .text   ascii   J$AB
20   0x00001d6d 0x1000296d 4   6    .text   utf8    4nʨ\t blocks=Basic Latin,IPA Extensions
21   0x00001d8f 0x1000298f 5   7    .text   utf8    ́$0)6 blocks=Combining Diacritical Marks,Basic Latin
22   0x00001dab 0x100029ab 4   5    .text   ascii   g_!o
23   0x00001dc2 0x100029c2 6   8    .text   utf8    f"n}ҲQ blocks=Basic Latin,Cyrillic
24   0x00001dcd 0x100029cd 5   6    .text   ascii   ys{3\a
25   0x00001de4 0x100029e4 7   9    .text   utf8    2+Z\tߘrn blocks=Basic Latin,NKo
26   0x00001e22 0x10002a22 4   5    .text   ascii   SbGi
27   0x00001eb5 0x10002ab5 5   6    .text   ascii   GMAVG
28   0x00001edd 0x10002add 5   6    .text   ascii   /?e]q
29   0x00001f01 0x10002b01 4   5    .text   ascii   #3}"
30   0x00001f11 0x10002b11 4   5    .text   ascii   }CW6
31   0x00001f74 0x10002b74 4   5    .text   ascii   %VD:
32   0x00001ffe 0x10002bfe 4   5    .text   ascii   >fDB
33   0x00002072 0x10002c72 4   5    .text   ascii   qrax
34   0x00002088 0x10002c88 5   7    .text   utf8    &ƥZGO blocks=Basic Latin,Latin Extended-B
35   0x00002098 0x10002c98 4   5    .text   ascii   <\==
36   0x0000209d 0x10002c9d 4   5    .text   ascii   rBlz
37   0x000020ff 0x10002cff 4   5    .text   ascii   [?Xm
38   0x0000210a 0x10002d0a 5   6    .text   ascii   \vf&ff
39   0x0000212a 0x10002d2a 4   6    .text   utf8    ŝ56n blocks=Latin Extended-A,Basic Latin
40   0x000021c4 0x10002dc4 5   6    .text   ascii   4\ePuy
41   0x00002205 0x10002e05 4   5    .text   ascii   SdS\r
42   0x00002264 0x10002e64 4   5    .text   ascii   $\rlz
43   0x0000227d 0x10002e7d 4   5    .text   ascii   /wwl
44   0x00002282 0x10002e82 4   5    .text   ascii   6s~P
45   0x000022ac 0x10002eac 5   9    .text   utf8    ך;"鬗U blocks=Hebrew,Basic Latin,CJK Unified Ideographs
46   0x000022c1 0x10002ec1 7   9    .text   utf8    I]Q3f-m
47   0x000022d8 0x10002ed8 5   7    .text   utf8    snpl΅ blocks=Basic Latin,Greek and Coptic
48   0x000022ee 0x10002eee 4   5    .text   ascii   2L}\
