[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 4   5            ascii   Rich
2    0x000001f0 0x000001f0 5   6            ascii   .text
3    0x00000217 0x00000217 7   8            ascii   `.rdata
4    0x0000023f 0x0000023f 6   7            ascii   @.data
5    0x00000268 0x00000268 4   5            ascii   .bss
6    0x00000290 0x00000290 6   7            ascii   .reloc
7    0x000004a2 0x100010a2 4   5    .text   ascii   BBf;
8    0x000004b4 0x100010b4 4   6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
9    0x00000531 0x10001131 4   5    .text   ascii   t;Sh
10   0x00000589 0x10001189 4   5    .text   ascii   u\fVS
11   0x000005f2 0x100011f2 4   5    .text   ascii   qVh@
12   0x00000719 0x10001319 4   5    .text   ascii   t$\bj
13   0x000007c0 0x100013c0 6   8    .text   utf8    ËD$\bV3 blocks=Latin-1 Supplement,Basic Latin
14   0x000007cc 0x100013cc 6   7    .text   ascii   t'Hu8h
15   0x00000829 0x10001429 5   6    .text   ascii   QSVW3
16   0x00000867 0x10001467 4   5    .text   ascii   tPWV
17   0x000008d4 0x100014d4 4   5    .text   ascii   @t%f
18   0x000008d9 0x100014d9 5   6    .text   ascii   M\bPPf
19   0x00000903 0x10001503 5   6    .text   ascii   D$\aP3
20   0x00000939 0x10001539 8   9    .text   ascii   QSUVWj\b]
21   0x0000096a 0x1000156a 5   6    .text   ascii   ttj:W
22   0x0000097a 0x1000157a 5   6    .text   ascii   WFFhL
23   0x0000098b 0x1000158b 4   5    .text   ascii   \fSSj
24   0x00000a01 0x10001601 4   5    .text   ascii   QSVW
25   0x00000a7c 0x1000167c 4   5    .text   ascii   uW9]
26   0x00000a84 0x10001684 5   6    .text   ascii   E\bPh_
27   0x00000ab9 0x100016b9 4   5    .text   ascii   @PVj
28   0x00000b00 0x10001700 6   7    .text   ascii   SVj\b[h
29   0x00000bcb 0x100017cb 4   5    .text   ascii   QQWj
30   0x00000bfa 0x100017fa 6   7    .text   ascii   u3!E\bV
31   0x00000c01 0x10001801 4   5    .text   ascii   E\bPW
32   0x00000d7e 0x1000197e 4   5    .text   ascii   [t&W
33   0x00000dcc 0x100019cc 6   7    .text   ascii   u!9u\bt
34   0x00000e13 0x10001a13 4   5    .text   ascii   SVW3
35   0x00000e31 0x10001a31 6   7    .text   ascii   D\b 9E\b
36   0x00000e88 0x10001a88 4   6    .text   utf8    ;ǉE\b blocks=Basic Latin,Latin Extended-B
37   0x00000eff 0x10001aff 5   6    .text   ascii   9}\ft5
38   0x00000f14 0x10001b14 4   5    .text   ascii   t\nWh
39   0x00000f67 0x10001b67 4   5    .text   ascii   PVh\r
40   0x00000f82 0x10001b82 5   6    .text   ascii   E\b_^[
41   0x00000f8b 0x10001b8b 4   5    .text   ascii   QSUV
42   0x00000f9d 0x10001b9d 4   5    .text   ascii   ,AU3
43   0x0000104e 0x10001c4e 5   6    .text   ascii   _^][Y
44   0x00001080 0x10001c80 4   5    .text   ascii   Ph0\b
45   0x0000109b 0x10001c9b 4   5    .text   ascii   PhX\b
46   0x000010c8 0x10001cc8 4   5    .text   ascii   @PSV
47   0x0000111b 0x10001d1b 8   9    .text   ascii   t@VWWj!W
48   0x0000112b 0x10001d2b 4   5    .text   ascii   u"h<
49   0x00001179 0x10001d79 4   5    .text   ascii   t\bWP
50   0x00001192 0x10001d92 4   6    .text   utf8    F\f3Ƀ blocks=Basic Latin,Latin Extended-B
51   0x0000119b 0x10001d9b 5   6    .text   ascii   Ht\nHu
52   0x00001202 0x10001e02 4   5    .text   ascii   X_^[
53   0x00001221 0x10001e21 5   6    .text   ascii   QSVWh
54   0x00001245 0x10001e45 6   7    .text   ascii   VSSj"S
55   0x00001257 0x10001e57 6   7    .text   ascii   VSSj S
56   0x00001285 0x10001e85 4   5    .text   ascii   _^[Y
