[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 4   5            ascii   Rich
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 5   6            ascii   .rsrc
6    0x0000027f 0x0000027f 7   8            ascii   @.reloc
7    0x00000404 0x10001004 4   5    .text   ascii   E\bVh
8    0x0000043f 0x1000103f 4   5    .text   ascii   E\fHu
9    0x000004e0 0x100010e0 4   5    .text   ascii   PSVW
10   0x00000524 0x10001124 7   9    .text   utf8    Np3ɉFlf blocks=Basic Latin,Latin Extended-B
11   0x0000059e 0x1000119e 4   5    .text   ascii   Y_^[
12   0x000005af 0x100011af 6   8    .text   utf8    ̃~p\br\f blocks=Combining Diacritical Marks,Basic Latin
13   0x000005cb 0x100011cb 4   6    .text   utf8    3ɉ^p blocks=Basic Latin,Latin Extended-B
14   0x000005d8 0x100011d8 5   6    .text   ascii   ~T\br\f
15   0x000005e9 0x100011e9 4   6    .text   utf8    3\t^T
16   0x000005f6 0x100011f6 5   6    .text   ascii   ~8\br\f
17   0x00000607 0x10001207 4   6    .text   utf8    3҉^8 blocks=Basic Latin,Cyrillic
18   0x00000650 0x10001250 4   5    .text   ascii   PSVW
19   0x0000067a 0x1000127a 5   6    .text   ascii   U\bRQP
20   0x00000688 0x10001288 4   6    .text   utf8    ؋E\bP blocks=Arabic,Basic Latin
21   0x00000698 0x10001298 4   6    .text   utf8    ^|3ۉ blocks=Basic Latin,Arabic
22   0x000006e2 0x100012e2 4   5    .text   ascii   Y_^[
23   0x00000700 0x10001300 5   6    .text   ascii   PQSVW
24   0x0000079e 0x1000139e 7   8    .text   ascii   U\b9}8r\f
25   0x000007bd 0x100013bd 4   5    .text   ascii   Y_^[
26   0x00000953 0x10001553 4   5    .text   ascii   \bSVW
27   0x000009a0 0x100015a0 4   6    .text   utf8    3ҍF, blocks=Basic Latin,Cyrillic
28   0x00000a3d 0x1000163d 4   5    .text   ascii   Y_^[
29   0x00000ac6 0x100016c6 4   5    .text   ascii   Y_^[
30   0x00000af1 0x100016f1 4   5    .text   ascii   SVWP
31   0x00000c07 0x10001807 4   5    .text   ascii   M\b9F
32   0x00000c13 0x10001813 6   8    .text   utf8    ƍ<\eWQP blocks=Latin Extended-B,Basic Latin
33   0x00000df9 0x100019f9 4   5    .text   ascii   Y_^[
34   0x00000ed0 0x10001ad0 4   5    .text   ascii   PSVW
35   0x00000ef5 0x10001af5 4   6    .text   utf8    wU+ظ blocks=Basic Latin,Arabic
36   0x00000f0a 0x10001b0a 5   6    .text   ascii   ;O\bu\a
37   0x00000f4b 0x10001b4b 6   7    .text   ascii   <;O\bu\a
38   0x00000fac 0x10001bac 4   5    .text   ascii   Y_^[
39   0x00001040 0x10001c40 5   6    .text   ascii   s\nh "
40   0x000010a3 0x10001ca3 4   5    .text   ascii   \fQQP
41   0x00001190 0x10001d90 5   6    .text   ascii   v\nh8"
42   0x000011f1 0x10001df1 5   6    .text   ascii   s\nh "
43   0x0000120f 0x10001e0f 5   6    .text   ascii   w\nhL"
44   0x000012ca 0x10001eca 5   7    .text   utf8    \a+؋E\b blocks=Basic Latin,Arabic
45   0x000012e1 0x10001ee1 4   6    .text   utf8    +؋E\b blocks=Basic Latin,Arabic
46   0x00001302 0x10001f02 5   6    .text   ascii   w\nhL"
47   0x000013df 0x10001fdf 5   6    .text   ascii   v\nhL"
48   0x00001488 0x10002088 5   6    .text   ascii   s\nh "
49   0x000014d4 0x100020d4 4   6    .text   utf8    \f+ǃ~ blocks=Basic Latin,Latin Extended-B
50   0x00001506 0x10002106 5   6    .text   ascii   v\nhL"
51   0x00001563 0x10002163 4   5    .text   ascii   \bSVW
52   0x00001586 0x10002186 5   6    .text   ascii   v\nh8"
53   0x000015c2 0x100021c2 4   5    .text   ascii   WPQR
54   0x0000162d 0x1000222d 4   5    .text   ascii   Y_^[
55   0x00001785 0x10002385 4   5    .text   ascii   Y_^[
56   0x00001874 0x10002474 4   5    .text   ascii   E\bVP
57   0x00001896 0x10002496 7   8    .text   ascii   ;]\bt>VW
58   0x000018d2 0x100024d2 4   5    .text   ascii   ;]\bu
59   0x000018da 0x100024da 4   5    .text   ascii   E\f[]
60   0x000018f1 0x100024f1 4   5    .text   ascii   >\br\f
61   0x00001943 0x10002543 4   5    .text   ascii   \bSVW
62   0x00001969 0x10002569 7   8    .text   ascii   E\b;E\ftx
63   0x000019c1 0x100025c1 4   7    .text   utf8    E\b룋u blocks=Basic Latin,Hangul Syllables
64   0x000019f4 0x100025f4 4   5    .text   ascii   Y_^[
65   0x00001a78 0x10002678 4   5    .text   ascii   _^[3
66   0x00001e32 0x10002a32 6   7    .text   ascii   T$|hX$
67   0x00001e41 0x10002a41 6   7    .text   ascii   D$xh`$
68   0x00001e5b 0x10002a5b 4   5    .text   ascii   L$xQ
69   0x00001e6f 0x10002a6f 6   7    .text   ascii   T$xhd$
70   0x00001ee4 0x10002ae4 4   5    .text   ascii   D$xP
71   0x00001f63 0x10002b63 4   5    .text   ascii   D$\fW
72   0x00001f68 0x10002b68 6   7    .text   ascii   T$|hX$
73   0x00001f77 0x10002b77 6   7    .text   ascii   D$xh`$
74   0x00001f91 0x10002b91 4   5    .text   ascii   L$xQ
75   0x00001fc1 0x10002bc1 4   5    .text   ascii   D$|P
76   0x00001fca 0x10002bca 4   5    .text   ascii   L$|Q
77   0x00002029 0x10002c29 4   5    .text   ascii   T$xR
78   0x00002041 0x10002c41 4   5    .text   ascii   \fhh$
79   0x00002075 0x10002c75 4   5    .text   ascii   L$xQ
80   0x000022c5 0x10002ec5 4   5    .text   ascii   `VjD
81   0x000022fb 0x10002efb 4   5    .text   ascii   PQQh
82   0x00002307 0x10002f07 4   5    .text   ascii   M\bQj
83   0x0000237a 0x10002f7a 4   5    .text   ascii   Ph0%
84   0x000023f4 0x10002ff4 4   9    .text   utf16le jjh0
85   0x0000242a 0x1000302a 4   5    .text   ascii   Ph0%
86   0x000024a4 0x100030a4 4   9    .text   utf16le jjh0
87   0x00002729 0x10003329 4   5    .text   ascii   0_^[
88   0x0000274d 0x1000334d 4   5    .text   ascii   u\bWh
89   0x000027db 0x100033db 4   5    .text   ascii   |$<.
90   0x0000281b 0x1000341b 4   5    .text   ascii   L$TQ
91   0x00002882 0x10003482 4   5    .text   ascii   T$<R
92   0x000028d6 0x100034d6 4   5    .text   ascii   D$\fP
