[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f8 0x000000f8 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .Init
6    0x000002a0 0x000002a0 5   6            ascii   .rsrc
7    0x000002c7 0x000002c7 7   8            ascii   @.reloc
8    0x00000404 0x10001004 4   5    .text   ascii   M\fVW
9    0x00000421 0x10001021 4   5    .text   ascii   PWh#
10   0x000004a2 0x100010a2 4   5    .text   ascii   YY^]
11   0x000004c7 0x100010c7 4   6    .text   utf8    +ыM\b blocks=Basic Latin,Cyrillic
12   0x000004da 0x100010da 4   5    .text   ascii   A\b^]
13   0x000004e3 0x100010e3 5   6    .text   ascii   E\fVW3
14   0x0000051e 0x1000111e 4   5    .text   ascii   A\b^]
15   0x0000057c 0x1000117c 5   6    .text   ascii   u$WSQ
16   0x00000594 0x10001194 4   5    .text   ascii   ^_[]
17   0x0000059f 0x1000119f 4   5    .text   ascii   E\f\vE
18   0x000005ad 0x100011ad 7   8    .text   ascii   B\f#M\f#E
19   0x000005bf 0x100011bf 5   6    .text   ascii   #E\f#M
20   0x000009a6 0x100015a6 4   6    .text   utf8    ЉT$$ blocks=Cyrillic,Basic Latin
21   0x00000af5 0x100016f5 4   5    .text   ascii   \bSVW
22   0x00000b60 0x10001760 4   5    .text   ascii   Wj@V
23   0x00000d4b 0x1000194b 4   7    .text   utf8    uȍEċ blocks=Basic Latin,Latin Extended-B,Latin Extended-A
24   0x00000d7c 0x1000197c 4   5    .text   ascii   j@hP
25   0x00000dc0 0x100019c0 4   5    .text   ascii   j@hP
26   0x00000e07 0x10001a07 4   5    .text   ascii   j@hP
27   0x00000eb1 0x10001ab1 4   5    .text   ascii   SVWP
28   0x00000efe 0x10001afe 4   5    .text   ascii   tf@h
29   0x00000f72 0x10001b72 4   5    .text   ascii   Y_^[
30   0x00000fc3 0x10001bc3 4   6    .text   utf8    SVWƅ blocks=Basic Latin,Latin Extended-B
31   0x00001398 0x10001f98 4   5    .text   ascii   T\b\ff
32   0x00001b4f 0x1000274f 4   5    .text   ascii   t\aj\a
33   0x00001bae 0x100027ae 5   6    .text   ascii   t h 1
34   0x00001c2a 0x1000282a 4   5    .text   ascii   j\fhh
35   0x00001c5c 0x1000285c 4   5    .text   ascii   t\aj\a
36   0x00001c87 0x10002887 4   6    .text   utf8    YY3Ʉ blocks=Basic Latin,Latin Extended-B
37   0x0000211a 0x10002d1a 7   8    .text   ascii   M\f;J\fr\n
38   0x000022b5 0x10002eb5 5   7    .text   utf8    j Y+ȃ blocks=Basic Latin,Latin Extended-B
39   0x000022f5 0x10002ef5 4   5    .text   ascii   j\bh8
40   0x00002392 0x10002f92 4   6    .text   utf8    u\t39
41   0x000023fd 0x10002ffd 4   5    .text   ascii   #E\b]
42   0x000026d0 0x100032d0 5   6    .text   ascii   Y__^[
43   0x000026eb 0x100032eb 5   6    .text   ascii   t\nj\fV
44   0x0000275a 0x1000335a 4   5    .text   ascii   ineI
45   0x00002761 0x10003361 8   10   .text   utf8    5ntel\vȋE blocks=Basic Latin,Latin Extended-B
46   0x0000276b 0x1000336b 6   7    .text   ascii   5Genu\v
47   0x0000278e 0x1000338e 4   5    .text   ascii   W\ftC
48   0x0000279f 0x1000339f 4   5    .text   ascii   t#=`
49   0x000027bb 0x100033bb 4   5    .text   ascii   t\a=p
50   0x000027ee 0x100033ee 6   7    .text   ascii   |2j\aX3
51   0x000028c2 0x100034c2 4   5    .text   ascii   }\bww
52   0x000029bc 0x100035bc 4   8    .text   utf8    뽋}\b3 blocks=Hangul Syllables,Basic Latin
53   0x000029f0 0x100035f0 4   5    .text   ascii   }\fVW
54   0x00002a53 0x10003653 4   5    .text   ascii   vZWh
55   0x00002aef 0x100036ef 4   5    .text   ascii   vZWh
56   0x00002b5b 0x1000375b 5   6    .text   ascii   PPPh 
57   0x00002ba7 0x100037a7 6   7    .text   ascii   3\f8_^]
58   0x00002bc8 0x100037c8 4   5    .text   ascii   ]\fVW
59   0x00002c48 0x10003848 4   5    .text   ascii   xj~W
60   0x00002c50 0x10003850 4   5    .text   ascii   8csm
61   0x00002c97 0x10003897 7   8    .text   ascii   E\f9x\ft_
62   0x00002da4 0x100039a4 7   8    .text   ascii   ]\bVWj\bY
63   0x00002de3 0x100039e3 4   5    .text   ascii   \a\bt\a
64   0x00002edf 0x10003adf 4   6    .text   utf8    ̋L$\f blocks=Combining Diacritical Marks,Basic Latin
65   0x00003045 0x10003c45 7   9    .text   utf8    j Y+ȋE\b blocks=Basic Latin,Latin Extended-B
66   0x000030f2 0x10003cf2 4   5    .text   ascii   _^[]
67   0x00003100 0x10003d00 4   6    .text   utf8    W3\r<
68   0x00003143 0x10003d43 6   7    .text   ascii   Wu\rVVS
69   0x00003173 0x10003d73 4   5    .text   ascii   ^_[]
70   0x000031b2 0x10003db2 5   6    .text   ascii   j2X^]
71   0x000031f5 0x10003df5 5   6    .text   ascii   j2X^]
72   0x0000322f 0x10003e2f 5   6    .text   ascii   j2X^]
73   0x00003278 0x10003e78 5   6    .text   ascii   j2X^]
74   0x00003281 0x10003e81 4   5    .text   ascii   Vh03
75   0x000032bb 0x10003ebb 4   5    .text   ascii   VhD3
76   0x000032f5 0x10003ef5 4   5    .text   ascii   VhT3
77   0x0000332f 0x10003f2f 4   5    .text   ascii   Vhh3
78   0x0000336c 0x10003f6c 4   5    .text   ascii   Vh|3
79   0x0000341f 0x1000401f 6   7    .text   ascii   URPQQh
80   0x00003435 0x10004035 6   8    .text   utf8    3ĉD$\bd blocks=Basic Latin,Latin Extended-A
81   0x0000344a 0x1000404a 4   5    .text   ascii   L$,3
82   0x0000349c 0x1000409c 6   8    .text   utf8    _^[ËL$ blocks=Basic Latin,Latin-1 Supplement
83   0x0000350e 0x1000410e 4   5    .text   ascii   UVWS
84   0x00003520 0x10004120 5   7    .text   utf8    [_^]Ë blocks=Basic Latin,Latin-1 Supplement
85   0x00003541 0x10004141 4   5    .text   ascii   SVWj
86   0x00003546 0x10004146 4   5    .text   ascii   RhRA
87   0x00003552 0x10004152 4   5    .text   ascii   _^[]
88   0x00003559 0x10004159 5   6    .text   ascii   l$\bRQ
89   0x00003601 0x10004201 4   5    .text   ascii   Bj(j
90   0x00003708 0x10004308 4   5    .text   ascii   j Y+
91   0x00003723 0x10004323 5   6    .text   ascii   SVWUj
92   0x00003738 0x10004338 4   5    .text   ascii   ]_^[
