[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000084 0x00000084 18  25           utf8    }[ҕ}[ҕ}[ҕi0єo[ҕi0ה blocks=Basic Latin,Cyrillic,Hebrew
2    0x0000009d 0x0000009d 8   12           utf8    [ҕi0֔j[ҕ blocks=Basic Latin,Cyrillic,Hebrew
3    0x000000a9 0x000000a9 32  44           utf8    *הY[ҕ/.ה&[ҕ/.֔o[ҕ/.єd[ҕi0Ӕp[ҕ}[ӕ blocks=Basic Latin,Hebrew,Cyrillic
4    0x000000d9 0x000000d9 5   8            utf8    .ڔx[ҕ blocks=Basic Latin,Arabic,Cyrillic
5    0x000000e9 0x000000e9 12  16           utf8    .Д|[ҕRich}[ҕ blocks=Basic Latin,Cyrillic
6    0x000001f8 0x000001f8 5   6            ascii   .text
7    0x0000021f 0x0000021f 7   8            ascii   `.rdata
8    0x00000247 0x00000247 6   7            ascii   @.data
9    0x00000270 0x00000270 5   6            ascii   .rsrc
10   0x00000297 0x00000297 7   8            ascii   @.reloc
11   0x0000067f 0x0040127f 4   7    .text   utf8    ĳʯt\b blocks=Latin Extended-A,IPA Extensions,Basic Latin
12   0x00000731 0x00401331 4   5    .text   ascii   1pt\b
13   0x00000941 0x00401541 4   5    .text   ascii   VPt\b
14   0x00000b5d 0x0040175d 4   5    .text   ascii   h@eL
15   0x00000b67 0x00401767 4   5    .text   ascii   h@eL
16   0x00000bc5 0x004017c5 4   5    .text   ascii   hb+I
17   0x00000d05 0x00401905 4   5    .text   ascii   hb,I
18   0x00000e45 0x00401a45 4   5    .text   ascii   hoJI
19   0x00000f14 0x00401b14 4   5    .text   ascii   hTeL
20   0x00000fac 0x00401bac 7   9    .text   utf8    Y_^ùIDL blocks=Basic Latin,Latin-1 Supplement
21   0x00000fe6 0x00401be6 5   7    .text   utf8    Yù8GL blocks=Basic Latin,Latin-1 Supplement
22   0x0000105f 0x00401c5f 5   7    .text   utf8    ̀=<IL blocks=Combining Diacritical Marks,Basic Latin
23   0x000010cf 0x00401ccf 5   7    .text   utf8    ̀=<IL blocks=Combining Diacritical Marks,Basic Latin
24   0x0000113f 0x00401d3f 5   7    .text   utf8    ̀=<IL blocks=Combining Diacritical Marks,Basic Latin
25   0x00001302 0x00401f02 4   5    .text   ascii   t$\fW
26   0x0000139f 0x00401f9f 4   6    .text   utf8    ̸ fL blocks=Combining Diacritical Marks,Basic Latin
27   0x000013df 0x00401fdf 7   9    .text   utf8    ̍D$\bPQj blocks=Combining Diacritical Marks,Basic Latin
28   0x0000145f 0x0040205f 7   9    .text   utf8    ̍D$\bPQj blocks=Combining Diacritical Marks,Basic Latin
29   0x000014df 0x004020df 6   8    .text   utf8    ̋L$\fVW blocks=Combining Diacritical Marks,Basic Latin
30   0x0000151f 0x0040211f 4   6    .text   utf8    ̋L$\f blocks=Combining Diacritical Marks,Basic Latin
31   0x00001536 0x00402136 4   5    .text   ascii   |$\b\v
32   0x0000159c 0x0040219c 4   5    .text   ascii   T$\bW
33   0x000015b8 0x004021b8 6   8    .text   utf8    ^ËD$\b^ blocks=Basic Latin,Latin-1 Supplement
34   0x0000173b 0x0040233b 5   6    .text   ascii   t\vj\fV
35   0x000017b6 0x004023b6 5   6    .text   ascii   t\vj\fV
36   0x000018e6 0x004024e6 5   6    .text   ascii   t\vj\fV
37   0x00001a7f 0x0040267f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
38   0x00001d72 0x00402972 5   6    .text   ascii   ;D$\fu
39   0x00001dc8 0x004029c8 4   5    .text   ascii   hg I
40   0x00001e38 0x00402a38 4   6    .text   utf8    Eк:  blocks=Basic Latin,Cyrillic
41   0x00001eab 0x00402aab 4   6    .text   utf8    CE\r4
42   0x00002105 0x00402d05 4   5    .text   ascii   h-!I
43   0x00002110 0x00402d10 4   5    .text   ascii   PQVW
44   0x000021a5 0x00402da5 4   5    .text   ascii   he!I
45   0x000021b0 0x00402db0 4   5    .text   ascii   PQVW
46   0x00002250 0x00402e50 4   5    .text   ascii   PQVW
47   0x00002308 0x00402f08 5   6    .text   ascii   t\vj\bV
48   0x00002597 0x00403197 5   6    .text   ascii   ~\bOu\t
49   0x0000268a 0x0040328a 4   5    .text   ascii   t%PV
50   0x00002807 0x00403407 4   5    .text   ascii   \r\fEL
51   0x0000280e 0x0040340e 4   5    .text   ascii   \r\fEL
52   0x00002905 0x00403505 4   5    .text   ascii   hp#I
53   0x00002a85 0x00403685 8   9    .text   ascii   t$\b;q\fs\f
54   0x00002aa6 0x004036a6 5   6    .text   ascii   ;p\fs\n
55   0x00002b00 0x00403700 5   6    .text   ascii   t\vj\bV
56   0x00002bfd 0x004037fd 5   6    .text   ascii   t\vj\bV
57   0x00002c25 0x00403825 4   5    .text   ascii   he$I
58   0x00002cc3 0x004038c3 4   5    .text   ascii   ~@ f
59   0x00002d88 0x00403988 5   7    .text   utf8    3ĉD$\f blocks=Basic Latin,Latin Extended-A
60   0x00002d97 0x00403997 5   6    .text   ascii   \$ UV
61   0x00002d9d 0x0040399d 4   5    .text   ascii   t$,W
62   0x00002dbe 0x004039be 4   5    .text   ascii   l$8;
63   0x00002e02 0x00403a02 4   5    .text   ascii   _^]3
64   0x00002e09 0x00403a09 4   5    .text   ascii   L$\f3
65   0x00002e23 0x00403a23 4   5    .text   ascii   L$\f3
66   0x00002e3c 0x00403a3c 5   6    .text   ascii   _^][3
67   0x00002e58 0x00403a58 4   6    .text   utf8    3ĉD$ blocks=Basic Latin,Latin Extended-A
68   0x00002e63 0x00403a63 5   6    .text   ascii   T$0SU
69   0x00002e70 0x00403a70 4   5    .text   ascii   t$DW
70   0x00002e8a 0x00403a8a 4   5    .text   ascii   ;L$8
71   0x00002ee0 0x00403ae0 4   5    .text   ascii   T$(P
72   0x00002efe 0x00403afe 5   6    .text   ascii   L$$QP
73   0x00002f18 0x00403b18 4   5    .text   ascii   ;L$8
74   0x00002f25 0x00403b25 6   7    .text   ascii   ;L$4^]
75   0x00002f54 0x00403b54 4   6    .text   utf8    ͋L$( blocks=Combining Diacritical Marks,Basic Latin
76   0x00002f5e 0x00403b5e 5   6    .text   ascii   _^][3
77   0x00002f78 0x00403b78 5   7    .text   utf8    3ĉD$\f blocks=Basic Latin,Latin Extended-A
78   0x00002f9a 0x00403b9a 4   5    .text   ascii   A\bPS
79   0x00002fbd 0x00403bbd 4   5    .text   ascii   L$\f3
80   0x00002fce 0x00403bce 4   5    .text   ascii   D$,N
81   0x00002fed 0x00403bed 4   5    .text   ascii   L$\f3
82   0x00003018 0x00403c18 5   6    .text   ascii   _^][3
83   0x00003038 0x00403c38 6   8    .text   utf8    3ĉD$\fS blocks=Basic Latin,Latin Extended-A
84   0x00003040 0x00403c40 4   5    .text   ascii   \$$U
85   0x0000304b 0x00403c4b 4   5    .text   ascii   L$\bV
86   0x00003067 0x00403c67 4   5    .text   ascii   E\bPQ
87   0x00003071 0x00403c71 5   6    .text   ascii   D$$VP
88   0x0000308c 0x00403c8c 4   6    .text   utf8    +ًL$ blocks=Basic Latin,Arabic
89   0x000030a1 0x00403ca1 4   5    .text   ascii   ^][3
90   0x0000313a 0x00403d3a 5   6    .text   ascii   t\vj4V
91   0x0000320d 0x00403e0d 5   6    .text   ascii   t\vj\bV
92   0x00003258 0x00403e58 4   5    .text   ascii   h-%I
93   0x000032ef 0x00403eef 4   6    .text   utf8    ̍A\bP blocks=Combining Diacritical Marks,Basic Latin
94   0x000032f6 0x00403ef6 4   5    .text   ascii   D$\bP
95   0x00003312 0x00403f12 4   5    .text   ascii   t$\bW
96   0x0000333f 0x00403f3f 4   6    .text   utf8    ̍A\bP blocks=Combining Diacritical Marks,Basic Latin
97   0x00003346 0x00403f46 4   5    .text   ascii   D$\bP
98   0x00003362 0x00403f62 4   5    .text   ascii   t$\bW
99   0x0000339f 0x00403f9f 5   7    .text   utf8    ̋T$\fV blocks=Combining Diacritical Marks,Basic Latin
100  0x000033a6 0x00403fa6 4   5    .text   ascii   t$\bW
101  0x000033e6 0x00403fe6 4   5    .text   ascii   t$\bW
102  0x00003415 0x00404015 4   5    .text   ascii   hm%I
103  0x00003581 0x00404181 4   5    .text   ascii   Y_^[
104  0x000035ee 0x004041ee 5   6    .text   ascii   L$\fPV
105  0x000036d5 0x004042d5 4   5    .text   ascii   hE&I
106  0x00003730 0x00404330 4   5    .text   ascii   PQVW
107  0x00003808 0x00404408 5   6    .text   ascii   t\vj8V
108  0x00003860 0x00404460 4   5    .text   ascii   SVWP
109  0x00003942 0x00404542 4   6    .text   utf8    M؍\f2 blocks=Basic Latin,Arabic
110  0x000039e4 0x004045e4 4   6    .text   utf8    u؋N< blocks=Basic Latin,Arabic
111  0x00003a92 0x00404692 4   6    .text   utf8    M؍\f2 blocks=Basic Latin,Arabic
112  0x00003aeb 0x004046eb 4   8    .text   utf8    듋E؋U blocks=Hangul Syllables,Basic Latin,Arabic
113  0x00003b53 0x00404753 4   5    .text   ascii   Y_^[
114  0x00003b7e 0x0040477e 4   6    .text   utf8    3ĉD$ blocks=Basic Latin,Latin Extended-A
115  0x00003bbd 0x004047bd 4   6    .text   utf8    ]ËD$ blocks=Basic Latin,Latin-1 Supplement
116  0x00003bc4 0x004047c4 4   5    .text   ascii   L$\bj
117  0x00003c47 0x00404847 4   6    .text   utf8    ]ËL$ blocks=Basic Latin,Latin-1 Supplement
118  0x00003c68 0x00404868 9   11   .text   utf8    3ĉD$<SVW3 blocks=Basic Latin,Latin Extended-A
119  0x00003c81 0x00404881 10  11   .text   ascii   PVVVVVVVVj
120  0x00003c91 0x00404891 4   5    .text   ascii   t$<P
121  0x00003c96 0x00404896 4   6    .text   utf8    ىt$8 blocks=Arabic,Basic Latin
122  0x00003c9c 0x0040489c 4   5    .text   ascii   t$Df
123  0x00003ca7 0x004048a7 4   5    .text   ascii   t$Lf
124  0x00003cbf 0x004048bf 9   10   .text   ascii   PVVVVVVh 
125  0x00003cd0 0x004048d0 4   5    .text   ascii   D$HP
126  0x00003ce3 0x004048e3 5   7    .text   utf8    W\tD$D
127  0x00003cea 0x004048ea 5   6    .text   ascii   D$\fPV
128  0x00003cf0 0x004048f0 4   5    .text   ascii   D$0f
129  0x00003cf6 0x004048f6 5   6    .text   ascii   D$<Pj
130  0x00003da6 0x004049a6 4   5    .text   ascii   _^[3
131  0x00003f35 0x00404b35 4   5    .text   ascii   h\r'I
132  0x00003f6a 0x00404b6a 5   6    .text   ascii   t\vj$V
133  0x00003f95 0x00404b95 4   5    .text   ascii   h\r'I
134  0x00003ff5 0x00404bf5 4   5    .text   ascii   h='I
135  0x00004000 0x00404c00 4   5    .text   ascii   PQVW
136  0x00004085 0x00404c85 4   5    .text   ascii   h\r'I
137  0x000040e5 0x00404ce5 4   5    .text   ascii   hm'I
138  0x000040f0 0x00404cf0 5   6    .text   ascii   PQSVW
139  0x00004181 0x00404d81 4   5    .text   ascii   Y_^[
140  0x00004197 0x00404d97 4   5    .text   ascii   Y_^[
141  0x000041b5 0x00404db5 4   5    .text   ascii   h\r'I
142  0x000041ea 0x00404dea 5   6    .text   ascii   t\vj(V
143  0x000042b7 0x00404eb7 4   5    .text   ascii   ^[_]
144  0x00004345 0x00404f45 5   6    .text   ascii   t\vj$V
