[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d6 0x000000d6 5    7            utf8    ֟Rich blocks=Hebrew,Basic Latin
2    0x000001e8 0x000001e8 5    6            ascii   .text
3    0x0000020f 0x0000020f 7    8            ascii   `.rdata
4    0x00000238 0x00000238 5    6            ascii   .data
5    0x00000260 0x00000260 5    6            ascii   .rsrc
6    0x00000287 0x00000287 7    8            ascii   @.reloc
7    0x000010c9 0x100010c9 4    5    .text   ascii   h!C4
8    0x000010f6 0x100010f6 4    5    .text   ascii   D$\fP
9    0x000010fb 0x100010fb 4    5    .text   ascii   D$8P
10   0x00001128 0x10001128 5    6    .text   ascii   j\b^u,
11   0x0000113e 0x1000113e 4    5    .text   ascii   9t$L
12   0x00001143 0x10001143 4    5    .text   ascii   |$8s
13   0x00001157 0x10001157 4    6    .text   utf8    tMD$
14   0x00001191 0x10001191 7    8    .text   ascii   H\b;L$,v
15   0x00001199 0x10001199 4    5    .text   ascii   +D$,
16   0x000011b3 0x100011b3 5    6    .text   ascii   L$,VW
17   0x000011b9 0x100011b9 4    5    .text   ascii   |$,+
18   0x000011d5 0x100011d5 4    5    .text   ascii   t$(P
19   0x00001227 0x10001227 4    5    .text   ascii   D$PP
20   0x0000123f 0x1000123f 5    7    .text   utf8    3ۍt$p blocks=Basic Latin,Arabic
21   0x0000124c 0x1000124c 11   12   .text   ascii   9D$dt(9D$(v
22   0x00001266 0x10001266 6    7    .text   ascii   @;D$(r
23   0x00001284 0x10001284 5    7    .text   utf8    3ۍt$T blocks=Basic Latin,Arabic
24   0x000012a9 0x100012a9 5    7    .text   utf8    3ۍt$8 blocks=Basic Latin,Arabic
25   0x00001331 0x10001331 5    6    .text   ascii   \f\eQWj
26   0x00001361 0x10001361 4    5    .text   ascii   E\fVW
27   0x000013f0 0x100013f0 6    7    .text   ascii   9D$\fr5
28   0x00001406 0x10001406 6    7    .text   ascii   P;D$\fv
29   0x00001417 0x10001417 5    7    .text   utf8    Ë\$\f+ blocks=Latin-1 Supplement,Basic Latin
30   0x00001441 0x10001441 5    6    .text   ascii   t$\fPS
31   0x000014ad 0x100014ad 4    5    .text   ascii   9}\fs
32   0x000014fd 0x100014fd 4    5    .text   ascii   XPRQ
33   0x00001515 0x10001515 5    6    .text   ascii   E\b_^]
34   0x00001565 0x10001565 4    5    .text   ascii   QQ9~
35   0x00001576 0x10001576 4    5    .text   ascii   ;E\bs
36   0x000015e9 0x100015e9 4    5    .text   ascii   \fSVW
37   0x000016c3 0x100016c3 4    6    .text   utf8    3ۋu\b blocks=Basic Latin,Arabic
38   0x000017e2 0x100017e2 4    6    .text   utf8    ؍D$\b blocks=Arabic,Basic Latin
39   0x0000180a 0x1000180a 4    6    .text   utf8    tߋC\b blocks=Basic Latin,NKo
40   0x00001815 0x10001815 4    5    .text   ascii   L$\fQ
41   0x0000186e 0x1000186e 4    6    .text   utf8    [ËC\b blocks=Basic Latin,Latin-1 Supplement
42   0x000018b2 0x100018b2 4    6    .text   utf8    ؍D$\b blocks=Arabic,Basic Latin
43   0x000018da 0x100018da 4    6    .text   utf8    tߋC\b blocks=Basic Latin,NKo
44   0x000018e5 0x100018e5 4    5    .text   ascii   L$\fQ
45   0x00001937 0x10001937 4    5    .text   ascii   t(Vj
46   0x00001948 0x10001948 4    5    .text   ascii   PQVW
47   0x000019a2 0x100019a2 4    6    .text   utf8    3\tD$
48   0x000019c2 0x100019c2 4    5    .text   ascii   D$ P
49   0x00001a4f 0x10001a4f 5    6    .text   ascii   L$\b^d
50   0x00001c58 0x10001c58 4    6    .text   utf8    3҉T$ blocks=Basic Latin,Cyrillic
51   0x00001c89 0x10001c89 4    5    .text   ascii   L$\f_
52   0x00001cd6 0x10001cd6 6    8    .text   utf8    _^YËG\b blocks=Basic Latin,Latin-1 Supplement
53   0x00001ce3 0x10001ce3 7    8    .text   ascii   T$\fRPQV
54   0x00001d37 0x10001d37 5    6    .text   ascii   $SUV3
55   0x00001d8b 0x10001d8b 4    5    .text   ascii   l$DU
56   0x00001db0 0x10001db0 8    10   .text   utf8    L$(;I\$,
57   0x00001de6 0x10001de6 4    5    .text   ascii   l$DU
58   0x00001e0b 0x10001e0b 8    10   .text   utf8    L$(;I\$,
59   0x00001e4a 0x10001e4a 4    5    .text   ascii   l$DU
60   0x00001e6f 0x10001e6f 8    10   .text   utf8    L$(;I\$,
61   0x00001ea0 0x10001ea0 4    5    .text   ascii   tSj\b
62   0x00001eac 0x10001eac 6    7    .text   ascii   L$$j\bQ
63   0x00001f28 0x10001f28 9    11   .text   utf8    L$(;I\$,t
64   0x00001f57 0x10001f57 4    5    .text   ascii   \$$^
65   0x00001f8b 0x10001f8b 5    6    .text   ascii   D$\bPh
66   0x00001fb2 0x10001fb2 4    7    .text   utf8    t\vP膩 blocks=Basic Latin,CJK Unified Ideographs
67   0x00001fbd 0x10001fbd 5    7    .text   utf8    (ËD$\b blocks=Basic Latin,Latin-1 Supplement
68   0x00001fc4 0x10001fc4 5    6    .text   ascii   T$\fRj
69   0x00001fdf 0x10001fdf 4    5    .text   ascii   L$\bQ
70   0x00001ff1 0x10001ff1 5    7    .text   utf8    (ËD$\f blocks=Basic Latin,Latin-1 Supplement
71   0x00001ffb 0x10001ffb 4    5    .text   ascii   T$0R
72   0x00002011 0x10002011 4    5    .text   ascii   D$\bP
73   0x0000201b 0x1000201b 4    5    .text   ascii   L$\fQ
74   0x0000202c 0x1000202c 5    7    .text   utf8    (ËT$\f blocks=Basic Latin,Latin-1 Supplement
75   0x0000204a 0x1000204a 4    5    .text   ascii   D$\fP
76   0x000021ce 0x100021ce 4    6    .text   utf8    3ɉN\b blocks=Basic Latin,Latin Extended-B
77   0x000021fd 0x100021fd 4    5    .text   ascii   M\bQV
78   0x00002242 0x10002242 4    5    .text   ascii   \$\bU
79   0x0000236a 0x1000236a 4    5    .text   ascii   \fSVW
