[Strings]
nth  paddr      vaddr      len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5384 0x0004ddd6 0x0044f7d6 7    8    .data    ascii   y\vEc6"o
5385 0x0004ddf7 0x0044f7f7 4    5    .data    ascii   }?qa
5386 0x0004de31 0x0044f831 5    7    .data    utf8    љqJ . blocks=Cyrillic,Basic Latin
5387 0x0004de4e 0x0044f84e 4    5    .data    ascii   1~q4
5388 0x0004de64 0x0044f864 5    6    .data    ascii   t\vn^*
5389 0x0004deac 0x0044f8ac 5    7    .data    utf8    /ʴ"fo blocks=Basic Latin,Spacing Modifier Letters
5390 0x0004debf 0x0044f8bf 4    5    .data    ascii   T$l|
5391 0x0004dede 0x0044f8de 4    5    .data    ascii   II]!
5392 0x0004df08 0x0044f908 5    6    .data    ascii   6>(=y
5393 0x0004df36 0x0044f936 5    8    .data    utf8    ժjdɇ/ blocks=Armenian,Basic Latin,Latin Extended-B
5394 0x0004df79 0x0044f979 4    6    .data    utf8    ~rs۵ blocks=Basic Latin,Arabic
5395 0x0004dfb9 0x0044f9b9 5    7    .data    utf8    G4ćg3 blocks=Basic Latin,Latin Extended-A
5396 0x0004e003 0x0044fa03 6    7    .data    ascii   3||%T2
5397 0x0004e014 0x0044fa14 6    8    .data    utf8    B&r\Ո_ blocks=Basic Latin,Armenian
5398 0x0004e036 0x0044fa36 5    6    .data    ascii   M=j]v
5399 0x0004e03c 0x0044fa3c 4    5    .data    ascii   'MD[
5400 0x0004e054 0x0044fa54 5    6    .data    ascii   W0%#\e
5401 0x0004e062 0x0044fa62 4    5    .data    ascii   Jl\ac
5402 0x0004e06e 0x0044fa6e 5    6    .data    ascii   HCN19
5403 0x0004e0e4 0x0044fae4 7    8    .data    ascii   zoR|FP/
5404 0x0004e11d 0x0044fb1d 6    9    .data    utf8    Տ݂ig|o blocks=Armenian,Syriac,Basic Latin
5405 0x0004e12d 0x0044fb2d 8    9    .data    ascii   VP\re8'R6
5406 0x0004e14c 0x0044fb4c 6    7    .data    ascii   \f\tK\vX0
5407 0x0004e1af 0x0044fbaf 4    5    .data    ascii   hvsG
5408 0x0004e210 0x0044fc10 7    8    .data    ascii   ?Vu5)5@
5409 0x0004e21d 0x0044fc1d 4    5    .data    ascii   b'M\v
5410 0x0004e251 0x0044fc51 4    5    .data    ascii   1k\eS
5411 0x0004e290 0x0044fc90 4    5    .data    ascii   z?2w
5412 0x0004e2d7 0x0044fcd7 4    5    .data    ascii   &1`?
5413 0x0004e308 0x0044fd08 4    5    .data    ascii   o<|;
5414 0x0004e352 0x0044fd52 5    6    .data    ascii   C=|8M
5415 0x0004e359 0x0044fd59 4    6    .data    utf8    \a'Dǥ blocks=Basic Latin,Latin Extended-B
5416 0x0004e362 0x0044fd62 4    5    .data    ascii   e]h*
5417 0x0004e369 0x0044fd69 4    5    .data    ascii   t({A
5418 0x0004e39e 0x0044fd9e 5    8    .data    utf8    kժ8uy blocks=Basic Latin,Armenian
5419 0x0004e3e9 0x0044fde9 5    7    .data    utf8    ?\M6e
5420 0x0004e43a 0x0044fe3a 5    6    .data    ascii   j0t>v
5421 0x0004e472 0x0044fe72 4    5    .data    ascii   bCDQ
5422 0x0004e50e 0x0044ff0e 4    6    .data    utf8    C+ͭh blocks=Basic Latin,Combining Diacritical Marks
5423 0x0004e527 0x0044ff27 5    6    .data    ascii   J60f-
5424 0x0004e54d 0x0044ff4d 4    5    .data    ascii   o0\aq
5425 0x0004e57b 0x0044ff7b 5    6    .data    ascii   /\azZ3
5426 0x0004e5c3 0x0044ffc3 4    5    .data    ascii   5.x`
5427 0x0004e5d6 0x0044ffd6 6    8    .data    utf8    Li\t\fۊ> blocks=Basic Latin,Arabic
5428 0x0004e633 0x00450033 4    6    .data    utf8    ¿q4G blocks=Latin-1 Supplement,Basic Latin
5429 0x0004e664 0x00450064 4    5    .data    ascii   3&;+
5430 0x0004e66b 0x0045006b 5    7    .data    utf8    Ք)*Ub blocks=Armenian,Basic Latin
5431 0x0004e696 0x00450096 6    7    .data    ascii   FN&\b~7
5432 0x0004e6a7 0x004500a7 4    5    .data    ascii   B}?|
5433 0x0004e6ad 0x004500ad 7    8    .data    ascii   :dd,e'?
5434 0x0004e70a 0x0045010a 6    8    .data    utf8    ©'k5#w blocks=Latin-1 Supplement,Basic Latin
5435 0x0004e736 0x00450136 4    7    .data    utf8    6z龬\t blocks=Basic Latin,CJK Unified Ideographs
5436 0x0004e74b 0x0045014b 4    5    .data    ascii   M6v 
5437 0x0004e7aa 0x004501aa 5    6    .data    ascii   [[RMn
5438 0x0004e89a 0x0045029a 4    5    .data    ascii   _"!$
5439 0x0004e8bf 0x004502bf 4    5    .data    ascii   V9-9
5440 0x0004e8df 0x004502df 4    5    .data    ascii   /`z.
5441 0x0004e905 0x00450305 4    5    .data    ascii   WX\e\r
5442 0x0004e92a 0x0045032a 4    6    .data    utf8    4מ;( blocks=Basic Latin,Hebrew
5443 0x0004e961 0x00450361 4    5    .data    ascii   ~k^J
5444 0x0004e9b8 0x004503b8 5    6    .data    ascii   .-e\8
5445 0x0004e9d5 0x004503d5 6    8    .data    utf8    yޕM:S; blocks=Basic Latin,Thaana
5446 0x0004e9ed 0x004503ed 5    6    .data    ascii   '\f4yl
5447 0x0004ea12 0x00450412 5    6    .data    ascii   k\a~Pl
5448 0x0004ea66 0x00450466 5    6    .data    ascii   4{L)s
5449 0x0004ea89 0x00450489 4    5    .data    ascii   p\r\t\
5450 0x0004ea9b 0x0045049b 4    5    .data    ascii   7QM=
5451 0x0004eacd 0x004504cd 5    7    .data    utf8    e5˛U? blocks=Basic Latin,Spacing Modifier Letters
5452 0x0004eade 0x004504de 5    7    .data    utf8    Qϸ\t` blocks=Basic Latin,Greek and Coptic
5453 0x0004eaea 0x004504ea 4    5    .data    ascii   VM$5
5454 0x0004eaf8 0x004504f8 5    6    .data    ascii   \b\eD"o
5455 0x0004eb08 0x00450508 4    5    .data    ascii   wQ\r2
5456 0x0004eb12 0x00450512 6    7    .data    ascii   q\nO5d<
5457 0x0004eb43 0x00450543 4    5    .data    ascii   w>V"
5458 0x0004eb55 0x00450555 4    6    .data    utf8    YF#ҏ blocks=Basic Latin,Cyrillic
5459 0x0004eb74 0x00450574 9    11   .data    utf8    J"c?\nplt߀ blocks=Basic Latin,NKo
5460 0x0004eb9e 0x0045059e 4    5    .data    ascii   [ax;
5461 0x0004eba4 0x004505a4 5    8    .data    utf8    㔖\rFeX blocks=CJK Unified Ideographs Extension A,Basic Latin
5462 0x0004ebbf 0x004505bf 4    5    .data    ascii   7/LF
5463 0x0004ec02 0x00450602 6    7    .data    ascii   8p!jD7
5464 0x0004ec10 0x00450610 4    5    .data    ascii   U`4c
5465 0x0004ec35 0x00450635 5    6    .data    ascii   06iqY
5466 0x0004ec44 0x00450644 6    8    .data    utf8    lrߟEur blocks=Basic Latin,NKo
5467 0x0004ec9f 0x0045069f 6    8    .data    utf8    aV\aˆ2e blocks=Basic Latin,Spacing Modifier Letters
5468 0x0004ed0d 0x0045070d 6    7    .data    ascii   =x!A\tw
5469 0x0004ed15 0x00450715 4    5    .data    ascii   g?7T
5470 0x0004eda8 0x004507a8 4    6    .data    utf8    +Y|͈ blocks=Basic Latin,Combining Diacritical Marks
5471 0x0004edc2 0x004507c2 4    5    .data    ascii   mf\t!
5472 0x0004edec 0x004507ec 6    7    .data    ascii   SE8Ym#
5473 0x0004ee2a 0x0045082a 4    5    .data    ascii   S0K\a
5474 0x0004ee9c 0x0045089c 4    5    .data    ascii   >K.\f
5475 0x0004eeb4 0x004508b4 4    5    .data    ascii   :C9~
5476 0x0004eeee 0x004508ee 4    5    .data    ascii   RzSl
5477 0x0004ef2a 0x0045092a 4    5    .data    ascii   C/&E
5478 0x0004efed 0x004509ed 4    5    .data    ascii   \b;o7
5479 0x0004f004 0x00450a04 4    5    .data    ascii   #M_7
5480 0x0004f01f 0x00450a1f 5    6    .data    ascii   +;CHQ
5481 0x0004f0f6 0x00450af6 4    5    .data    ascii   \r3 Z
5482 0x0004f133 0x00450b33 4    5    .data    ascii   _3yE
5483 0x0004f18a 0x00450b8a 4    5    .data    ascii   (7xY
5484 0x0004f194 0x00450b94 6    7    .data    ascii   DWw?H/
5485 0x0004f1b7 0x00450bb7 5    7    .data    utf8     ?aήe blocks=Basic Latin,Greek and Coptic
5486 0x0004f20c 0x00450c0c 4    5    .data    ascii   gFbT
5487 0x0004f23c 0x00450c3c 4    5    .data    ascii   Pi8#
5488 0x0004f258 0x00450c58 4    6    .data    utf8    keݹj blocks=Basic Latin,Arabic Supplement
5489 0x0004f277 0x00450c77 5    6    .data    ascii   1hLRp
5490 0x0004f288 0x00450c88 6    9    .data    utf8    ˗Э}~': blocks=Spacing Modifier Letters,Cyrillic,Basic Latin
5491 0x0004f2a7 0x00450ca7 4    5    .data    ascii   MjU\b
5492 0x0004f2cf 0x00450ccf 4    5    .data    ascii   6:|k
5493 0x0004f2df 0x00450cdf 4    5    .data    ascii   J*5,
5494 0x0004f300 0x00450d00 5    8    .data    utf8    䝲9JVD blocks=CJK Unified Ideographs Extension A,Basic Latin
5495 0x0004f308 0x00450d08 6    8    .data    utf8    .N~μuC blocks=Basic Latin,Greek and Coptic
5496 0x0004f313 0x00450d13 4    5    .data    ascii   ?zdc
5497 0x00051e00 0x00454000 18   19   .rdata   ascii   libgcc_s_dw2-1.dll
5498 0x00051e13 0x00454013 21   22   .rdata   ascii   __register_frame_info
5499 0x00051e29 0x00454029 13   14   .rdata   ascii   libgcj-13.dll
5500 0x00051e37 0x00454037 19   20   .rdata   ascii   _Jv_RegisterClasses
5501 0x00051e4b 0x0045404b 23   24   .rdata   ascii   __deregister_frame_info
5502 0x00051e64 0x00454064 9    20   .rdata   utf16le ole32.dll
5503 0x00051e78 0x00454078 16   17   .rdata   ascii   CoCreateInstance
5504 0x00051e8a 0x0045408a 8    18   .rdata   utf16le kernel32
5505 0x00051e9c 0x0045409c 9    20   .rdata   utf16le ntdll.dll
5506 0x00051eb0 0x004540b0 16   17   .rdata   ascii   SetThreadContext
5507 0x00051f90 0x00454190 4    5    .rdata   ascii   lpHP
5508 0x0005203b 0x0045423b 7    8    .rdata   ascii   cU!\f}QP
5509 0x00052044 0x00454244 4    5    .rdata   ascii   ~SeA
5510 0x000520b6 0x004542b6 5    6    .rdata   ascii   !tI)i
5511 0x000520c9 0x004542c9 4    5    .rdata   ascii   k>X'
5512 0x000520e9 0x004542e9 5    6    .rdata   ascii   `3QbE
5513 0x000520fe 0x004542fe 6    7    .rdata   ascii   +\bpXhH
5514 0x0005212c 0x0045432c 4    6    .rdata   utf8    ӥ\b70 blocks=Cyrillic,Basic Latin
5515 0x000521aa 0x004543aa 4    5    .rdata   ascii   C@gw
5516 0x000521bf 0x004543bf 5    7    .rdata   utf8    ȡG\n|| blocks=Latin Extended-B,Basic Latin
5517 0x000521dc 0x004543dc 4    5    .rdata   ascii   lNrZ
5518 0x000521ea 0x004543ea 7    9    .rdata   utf8    ծ6'9-\nd blocks=Armenian,Basic Latin
5519 0x000521fa 0x004543fa 7    8    .rdata   ascii   T[$:.6\f
5520 0x00052218 0x00454418 4    5    .rdata   ascii   ZiKw
5521 0x0005225a 0x0045445a 5    6    .rdata   ascii   ;f[4~
5522 0x0005227f 0x0045447f 4    6    .rdata   utf8    ƅ}$J blocks=Latin Extended-B,Basic Latin
5523 0x000522cb 0x004544cb 5    9    .rdata   utf8    ʘ6\vԦρ blocks=IPA Extensions,Basic Latin,Cyrillic Supplement,Greek and Coptic
5524 0x000522eb 0x004544eb 5    6    .rdata   ascii   _TbF~
5525 0x00052321 0x00454521 4    5    .rdata   ascii   \tx&n
5526 0x00052354 0x00454554 4    5    .rdata   ascii   *1#?
5527 0x00052407 0x00454607 5    6    .rdata   ascii   h8,4$
5528 0x00052437 0x00454637 5    6    .rdata   ascii   2Ht\l
5529 0x00052444 0x00454644 4    5    .rdata   ascii   A~Se
5530 0x000524b9 0x004546b9 5    7    .rdata   utf8    I)iɎD blocks=Basic Latin,Latin Extended-B
5531 0x000524ea 0x004546ea 5    6    .rdata   ascii   `3SbE
5532 0x000524ff 0x004546ff 6    7    .rdata   ascii   +HpXhE
5533 0x0005252b 0x0045472b 6    8    .rdata   utf8    {7ӥ\b(0 blocks=Basic Latin,Cyrillic
5534 0x000525c2 0x004547c2 4    5    .rdata   ascii   G\nB|
5535 0x000525db 0x004547db 5    6    .rdata   ascii   pZlNr
5536 0x000525ec 0x004547ec 4    5    .rdata   ascii   -6'9
5537 0x000525fb 0x004547fb 7    8    .rdata   ascii   T6$:.\n\f
5538 0x00052617 0x00454817 5    6    .rdata   ascii    wZiK
5539 0x00052627 0x00454827 4    5    .rdata   ascii   *"<C
5540 0x0005265d 0x0045485d 4    5    .rdata   ascii   [4~C
5541 0x0005267a 0x0045487a 4    6    .rdata   utf8    @"Ƅ  blocks=Basic Latin,Latin Extended-B
5542 0x000526ec 0x004548ec 4    5    .rdata   ascii   ~TbF
5543 0x00052722 0x00454922 4    5    .rdata   ascii   \txYn
5544 0x00052754 0x00454954 4    5    .rdata   ascii   ?*1#
5545 0x0005275f 0x0045495f 4    5    .rdata   ascii   fNt7
5546 0x00052808 0x00454a08 4    5    .rdata   ascii   $8,4
5547 0x00052816 0x00454a16 4    5    .rdata   ascii   \f%<(
5548 0x00052838 0x00454a38 4    5    .rdata   ascii   lHt\
5549 0x00052842 0x00454a42 6    7    .rdata   ascii   QPeA~S
5550 0x00052861 0x00454a61 5    6    .rdata   ascii   0 Umv
5551 0x000528b3 0x00454ab3 4    5    .rdata   ascii   -!tX
5552 0x000528ed 0x00454aed 5    6    .rdata   ascii   SbEwd
5553 0x00052900 0x00454b00 4    5    .rdata   ascii   hHpX
5554 0x0005291d 0x00454b1d 4    5    .rdata   ascii   Uf*(
5555 0x0005295e 0x00454b5e 4    6    .rdata   utf8    ĊS.4 blocks=Latin Extended-A,Basic Latin
5556 0x000529ae 0x00454bae 4    7    .rdata   utf8    gwB谽 blocks=Basic Latin,CJK Unified Ideographs
5557 0x000529d5 0x00454bd5 4    5    .rdata   ascii   +2Hp
5558 0x000529dc 0x00454bdc 4    5    .rdata   ascii   rZlN
5559 0x000529ec 0x00454bec 4    5    .rdata   ascii   9-6'
5560 0x000529f5 0x00454bf5 5    6    .rdata   ascii   \h!T[
5561 0x000529fc 0x00454bfc 7    8    .rdata   ascii   .6$:g\n\f
5562 0x00052a18 0x00454c18 4    5    .rdata   ascii   KwZi
5563 0x00052a5e 0x00454c5e 4    5    .rdata   ascii   [4)C
5564 0x00052a7d 0x00454c7d 4    6    .rdata   utf8    Ƅ $J blocks=Latin Extended-B,Basic Latin
5565 0x00052ab8 0x00454cb8 6    8    .rdata   utf8    ,}Vؐ3" blocks=Basic Latin,Arabic
5566 0x00052aec 0x00454cec 4    5    .rdata   ascii   F~Tb
5567 0x00052b37 0x00454d37 4    6    .rdata   utf8    ~ϼ!\b blocks=Basic Latin,Greek and Coptic
5568 0x00052b54 0x00454d54 4    5    .rdata   ascii   #?*1
5569 0x00052b5e 0x00454d5e 6    9    .rdata   utf8    5<Nt7ʂ blocks=Basic Latin,IPA Extensions
5570 0x00052b99 0x00454d99 5    7    .rdata   utf8    ,xQeF
5571 0x00052bf6 0x00454df6 4    5    .rdata   ascii   _[o=
5572 0x00052c07 0x00454e07 6    7    .rdata   ascii   >4$8,@
5573 0x00052c17 0x00454e17 4    5    .rdata   ascii   \fI<(
5574 0x00052c37 0x00454e37 6    7    .rdata   ascii   p\lHtW
5575 0x00052c43 0x00454e43 6    8    .rdata   utf8    QSeA~ä blocks=Basic Latin,Latin-1 Supplement
5576 0x00052c69 0x00454e69 4    6    .rdata   utf8    v̈%L blocks=Basic Latin,Combining Diacritical Marks
5577 0x00052c76 0x00454e76 5    7    .rdata   utf8    *ŀD5& blocks=Basic Latin,Latin Extended-A
5578 0x00052cb5 0x00454eb5 5    6    .rdata   ascii   !tX)i
5579 0x00052d00 0x00454f00 4    5    .rdata   ascii   XhHp
5580 0x00052d1e 0x00454f1e 4    5    .rdata   ascii   Uf\a(
5581 0x00052d5f 0x00454f5f 4    6    .rdata   utf8    ĝS.4 blocks=Latin Extended-A,Basic Latin
5582 0x00052dbf 0x00454fbf 4    5    .rdata   ascii   yG\n|
5583 0x00052ddc 0x00454fdc 4    5    .rdata   ascii   NrZl
5584 0x00052de9 0x00454fe9 7    9    .rdata   utf8    ծ='9-6d blocks=Armenian,Basic Latin
5585 0x00052dfc 0x00454ffc 4    5    .rdata   ascii   :.6$
5586 0x00052e17 0x00455017 5    6    .rdata   ascii   aiKwZ
5587 0x00052e43 0x00455043 4    5    .rdata   ascii   WL\au
5588 0x00052e59 0x00455059 5    6    .rdata   ascii   ;fD4~
5589 0x00052e5f 0x0045505f 4    5    .rdata   ascii   [v)C
5590 0x00052e76 0x00455076 4    5    .rdata   ascii   cB@"
5591 0x00052e7e 0x0045507e 4    6    .rdata   utf8    Ƅ}$J blocks=Latin Extended-B,Basic Latin
5592 0x00052eca 0x004550ca 5    9    .rdata   utf8    ʌ6\vԘρ blocks=IPA Extensions,Basic Latin,Cyrillic Supplement,Greek and Coptic
5593 0x00052eea 0x004550ea 6    7    .rdata   ascii   _jbF~T
5594 0x00052f53 0x00455153 6    7    .rdata   ascii   11#?*0
5595 0x00052fc1 0x004551c1 4    6    .rdata   utf8    aךz\f blocks=Basic Latin,Hebrew
5596 0x00053008 0x00455208 6    7    .rdata   ascii   ,4$8_@
5597 0x00053014 0x00455214 7    10   .rdata   utf8    \f%⼋I<(A blocks=Basic Latin,Kangxi Radicals
5598 0x00053038 0x00455238 6    7    .rdata   ascii   t\lHBW
5599 0x00053054 0x00455254 6    9    .rdata   utf8    ֽkkޱoo blocks=Hebrew,Basic Latin,Thaana
5600 0x00053060 0x00455260 4    5    .rdata   ascii   `P00
5601 0x00053068 0x00455268 7    9    .rdata   utf8    ΩggV}++ blocks=Greek and Coptic,Basic Latin
5602 0x000530cc 0x004552cc 12   13   .rdata   ascii   Lj&&lZ66~A??
5603 0x000530e0 0x004552e0 5    6    .rdata   ascii   h\44Q
5604 0x000530f8 0x004552f8 6    7    .rdata   ascii   bS11*?
5605 0x00053108 0x00455308 4    5    .rdata   ascii   Fe##
5606 0x00053121 0x00455321 5    6    .rdata   ascii   \t\a\a$6
5607 0x00053134 0x00455334 4    5    .rdata   ascii   Ni''
5608 0x00053148 0x00455348 6    7    .rdata   ascii   Xt,,4.
5609 0x00053150 0x00455350 7    9    .rdata   utf8    6-\e\eܲnn blocks=Basic Latin,Syriac
5610 0x00053162 0x00455362 6    7    .rdata   ascii   RRvM;;
5611 0x00053170 0x00455370 4    5    .rdata   ascii   R{))
5612 0x00053178 0x00455378 4    5    .rdata   ascii   ^q//
5613 0x00053190 0x00455390 4    5    .rdata   ascii   @`  
5614 0x0005319e 0x0045539e 5    7    .rdata   utf8    [[Ծjj blocks=Basic Latin,Armenian
5615 0x000531ac 0x004553ac 4    5    .rdata   ascii   rK99
5616 0x000531d6 0x004553d6 6    7    .rdata   ascii   MMfU33
5617 0x000531f2 0x004553f2 7    8    .rdata   ascii   PPxD<<%
5618 0x00053218 0x00455418 4    5    .rdata   ascii   pH88
5619 0x0005322c 0x0045542c 6    7    .rdata   ascii   Bc!! 0
5620 0x00053246 0x00455446 4    5    .rdata   ascii   \f\f&5
5621 0x0005325a 0x0045545a 4    5    .rdata   ascii   DD.9
5622 0x0005326a 0x0045546a 9    11   .rdata   utf8    ~~zG==Ȭdd blocks=Basic Latin,Latin Extended-B
5623 0x00053276 0x00455476 4    5    .rdata   ascii   ]]2+
5624 0x0005327e 0x0045547e 5    7    .rdata   utf8    ss ``
5625 0x00053290 0x00455490 9    10   .rdata   ascii   Df""T~**;
5626 0x000532c4 0x004554c4 8    9    .rdata   ascii   dV22tN::
5627 0x000532d2 0x004554d2 4    5    .rdata   ascii   II\f\n
5628 0x000532d8 0x004554d8 4    5    .rdata   ascii   Hl$$
5629 0x000532e8 0x004554e8 6    10   .rdata   utf8    CשּׁĦbb9 blocks=Basic Latin,Alphabetic Presentation Forms,Latin Extended-A
5630 0x00053308 0x00455508 7    9    .rdata   utf8    nY77ڷmm blocks=Basic Latin,Arabic
5631 0x0005331a 0x0045551a 7    11   .rdata   utf8    NNI੩شll blocks=Basic Latin,Gurmukhi,Arabic
5632 0x00053336 0x00455536 4    7    .rdata   utf8    zzG鮮 blocks=Basic Latin,CJK Unified Ideographs
5633 0x0005333e 0x0045553e 4    6    .rdata   utf8    \b\boպ blocks=Basic Latin,Armenian
5634 0x00053346 0x00455546 12   13   .rdata   ascii   xxJo%%\r..8$
5635 0x0005336a 0x0045556a 4    5    .rdata   ascii   tt>!
5636 0x00053372 0x00455572 4    6    .rdata   utf8    KKaܽ blocks=Basic Latin,Syriac
5637 0x00053382 0x00455582 8    10   .rdata   utf8    pp|B>>qĵ blocks=Basic Latin,Latin Extended-A
5638 0x000533a0 0x004555a0 7    9    .rdata   utf8    £aaj_55 blocks=Latin-1 Supplement,Basic Latin
5639 0x000533aa 0x004555aa 4    6    .rdata   utf8    WWiй blocks=Basic Latin,Cyrillic
5640 0x000533f6 0x004555f6 6    7    .rdata   ascii   UUPx((
5641 0x0005340e 0x0045560e 4    6    .rdata   utf8    \r\reڿ blocks=Basic Latin,Arabic
5642 0x0005341a 0x0045561a 5    7    .rdata   utf8    BBиhh blocks=Basic Latin,Cyrillic
5643 0x00053428 0x00455628 4    5    .rdata   ascii   Zw--
5644 0x00053436 0x00455636 4    6    .rdata   utf8    TTmֻ blocks=Basic Latin,Hebrew
5645 0x00053440 0x00455640 4    6    .rdata   utf8    cƥc| blocks=Basic Latin,Latin Extended-B
5646 0x00053454 0x00455654 8    12   .rdata   utf8    kֽkoޱoőT blocks=Basic Latin,Hebrew,Thaana,Latin Extended-A
5647 0x00053460 0x00455660 4    5    .rdata   ascii   0`P0
5648 0x00053468 0x00455668 7    9    .rdata   utf8    gΩg+V}+ blocks=Basic Latin,Greek and Coptic
5649 0x0005347f 0x0045567f 4    7    .rdata   utf8    vʏEʂ blocks=Basic Latin,IPA Extensions
5650 0x000534a4 0x004556a4 4    7    .rdata   utf8    ԳgԢ_ blocks=Armenian,Basic Latin,Cyrillic Supplement
5651 0x000534bb 0x004556bb 6    10   .rdata   utf8    r\e[7u· blocks=Basic Latin,Latin-1 Supplement
5652 0x000534cc 0x004556cc 12   13   .rdata   ascii   &Lj&6lZ6?~A?
5653 0x000534e0 0x004556e0 4    5    .rdata   ascii   4h\4
5654 0x000534f8 0x004556f8 4    5    .rdata   ascii   1bS1
5655 0x00053508 0x00455708 6    8    .rdata   utf8    #Fe#Ý^ blocks=Basic Latin,Latin-1 Supplement
5656 0x00053534 0x00455734 4    5    .rdata   ascii   'Ni'
5657 0x00053548 0x00455748 4    5    .rdata   ascii   ,Xt,
5658 0x00053550 0x00455750 8    10   .rdata   utf8    \e6-\enܲnZ blocks=Basic Latin,Syriac
5659 0x00053563 0x00455763 14   18   .rdata   utf8    R;vM;ַaֳ}γ)R{) blocks=Basic Latin,Hebrew,Greek and Coptic
5660 0x00053578 0x00455778 4    5    .rdata   ascii   /^q/
5661 0x00053590 0x00455790 4    5    .rdata   ascii    @` 
5662 0x0005359f 0x0045579f 14   19   .rdata   utf8    [jԾjˍF˾gپ9rK9J blocks=Basic Latin,Armenian,Spacing Modifier Letters,Arabic
5663 0x000535d7 0x004557d7 5    6    .rdata   ascii   M3fU3
5664 0x000535f3 0x004557f3 5    6    .rdata   ascii   P<xD<
5665 0x00053618 0x00455818 4    5    .rdata   ascii   8pH8
5666 0x00053625 0x00455825 4    7    .rdata   utf8    wvگu blocks=Basic Latin,Arabic
5667 0x0005362c 0x0045582c 4    5    .rdata   ascii   !Bc!
5668 0x00053660 0x00455860 4    7    .rdata   utf8    ēWħU blocks=Latin Extended-A,Basic Latin
5669 0x0005366b 0x0045586b 9    11   .rdata   utf8    ~=zG=dȬd] blocks=Basic Latin,Latin Extended-B
5670 0x0005367f 0x0045587f 4    6    .rdata   utf8    s` `
5671 0x00053690 0x00455890 8    9    .rdata   ascii   "Df"*T~*
5672 0x000536c4 0x004558c4 9    10   .rdata   ascii   2dV2:tN:\n
5673 0x000536d8 0x004558d8 5    6    .rdata   ascii   $Hl$\
5674 0x000536e4 0x004558e4 4    7    .rdata   utf8    ӽnӬC blocks=Cyrillic,Basic Latin
5675 0x00053708 0x00455908 7    9    .rdata   utf8    7nY7mڷm blocks=Basic Latin,Arabic
5676 0x00053720 0x00455920 4    6    .rdata   utf8    lشlV blocks=Basic Latin,Arabic
5677 0x00053730 0x00455930 4    6    .rdata   utf8    eʯez blocks=Basic Latin,IPA Extensions
5678 0x00053747 0x00455947 9    10   .rdata   ascii   x%Jo%.\r.
5679 0x00053759 0x00455959 4    7    .rdata   utf8    sǴƗQ blocks=Basic Latin,Latin Extended-B
5680 0x00053783 0x00455983 5    6    .rdata   ascii   p>|B>
5681 0x00053789 0x00455989 6    9    .rdata   utf8    qĵf̪fH blocks=Basic Latin,Latin Extended-A,Combining Diacritical Marks
5682 0x000537a0 0x004559a0 8    10   .rdata   utf8    a£a5j_5W blocks=Basic Latin,Latin-1 Supplement
5683 0x000537d0 0x004559d0 7    11   .rdata   utf8    iһi٩pَ\a blocks=Basic Latin,Cyrillic,Arabic
5684 0x000537f7 0x004559f7 8    11   .rdata   utf8    U(Px(ߥzߌ blocks=Basic Latin,NKo
5685 0x0005381b 0x00455a1b 5    7    .rdata   utf8    BhиhA blocks=Basic Latin,Cyrillic
5686 0x00053828 0x00455a28 4    5    .rdata   ascii   -Zw-
