[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
11337 0x00078cce 0x007a0ace 4   6    UPX1    utf8    <ɫ.m blocks=Basic Latin,IPA Extensions
11338 0x00078cdc 0x007a0adc 4   6    UPX1    utf8    1ɩ@@ blocks=Basic Latin,IPA Extensions
11339 0x00078d88 0x007a0b88 6   7    UPX1    ascii   /Q\vyh%
11340 0x00078dad 0x007a0bad 4   5    UPX1    ascii   D&k/
11341 0x00078dc2 0x007a0bc2 4   6    UPX1    utf8    Ľ\n"  blocks=Latin Extended-A,Basic Latin
11342 0x00078de1 0x007a0be1 7   8    UPX1    ascii   d`WP<l 
11343 0x00078e1e 0x007a0c1e 5   6    UPX1    ascii   EI3mb
11344 0x00078e6e 0x007a0c6e 5   6    UPX1    ascii   \t@^^5
11345 0x00078e8b 0x007a0c8b 5   6    UPX1    ascii   \n\n\_k
11346 0x00078e96 0x007a0c96 4   6    UPX1    utf8    g &¦ blocks=Basic Latin,Latin-1 Supplement
11347 0x00078f34 0x007a0d34 4   9    UPX1    utf8    õíåÐ blocks=Latin-1 Supplement
11348 0x00078f98 0x007a0d98 9   10   UPX1    ascii   m\rp[8H<,\t
11349 0x00078fab 0x007a0dab 4   5    UPX1    ascii   #GNU
11350 0x00078fba 0x007a0dba 4   6    UPX1    utf8    ľ\eY) blocks=Latin Extended-A,Basic Latin
11351 0x00078fc5 0x007a0dc5 4   6    UPX1    utf8    WuO; blocks=Basic Latin,Greek and Coptic
11352 0x00079000 0x007a0e00 5   6    UPX1    ascii   KW PP
11353 0x0007902a 0x007a0e2a 4   5    UPX1    ascii   D0\e/
11354 0x00079053 0x007a0e53 5   7    UPX1    utf8    \b#TˊV blocks=Basic Latin,Spacing Modifier Letters
11355 0x000790a2 0x007a0ea2 7   9    UPX1    utf8    --PS'Bӳ blocks=Basic Latin,Cyrillic
11356 0x000790be 0x007a0ebe 4   5    UPX1    ascii   1)Qy
11357 0x000790cf 0x007a0ecf 4   8    UPX1    utf8    5ՎхՋ blocks=Basic Latin,Armenian,Cyrillic
11358 0x000790d7 0x007a0ed7 4   5    UPX1    ascii   JT}N
11359 0x00079186 0x007a0f86 4   5    UPX1    ascii   95[5
11360 0x000791a0 0x007a0fa0 4   6    UPX1    utf8    5ϗe^ blocks=Basic Latin,Greek and Coptic
11361 0x000791d7 0x007a0fd7 4   5    UPX1    ascii   F `w
11362 0x00079224 0x007a1024 4   6    UPX1    utf8    u-LХ blocks=Basic Latin,Cyrillic
11363 0x00079250 0x007a1050 7   9    UPX1    utf8    ##(^Uwܣ blocks=Basic Latin,Syriac
11364 0x0007927c 0x007a107c 4   6    UPX1    utf8    =Jˡ[ blocks=Basic Latin,Spacing Modifier Letters
11365 0x0007928d 0x007a108d 4   5    UPX1    ascii   ks" 
11366 0x00079292 0x007a1092 4   6    UPX1    utf8    Ɨ]() blocks=Latin Extended-B,Basic Latin
11367 0x0007934d 0x007a114d 5   7    UPX1    utf8    ɭ Nk' blocks=IPA Extensions,Basic Latin
11368 0x0007935a 0x007a115a 4   5    UPX1    ascii   NXT\b
11369 0x00079385 0x007a1185 9   11   UPX1    utf8    @(a^!\bGoɉ blocks=Basic Latin,Latin Extended-B
11370 0x0007939d 0x007a119d 4   6    UPX1    utf8    ԿvXG blocks=Armenian,Basic Latin
11371 0x000793a6 0x007a11a6 5   8    UPX1    utf8    ٘܍fY\e blocks=Arabic,Syriac,Basic Latin
11372 0x000793c9 0x007a11c9 5   6    UPX1    ascii   Q<u\nw
11373 0x000793d8 0x007a11d8 6   7    UPX1    ascii   M\b\a.?\b
11374 0x00079445 0x007a1245 4   5    UPX1    ascii   ?xI\n
11375 0x0007944e 0x007a124e 4   5    UPX1    ascii   M~LJ
11376 0x0007945a 0x007a125a 5   6    UPX1    ascii   L\v'!:
11377 0x0007946e 0x007a126e 4   5    UPX1    ascii   :xd(
11378 0x00079487 0x007a1287 7   8    UPX1    ascii   P\rx NBS
11379 0x00079516 0x007a1316 4   5    UPX1    ascii   \r\bCU
11380 0x00079529 0x007a1329 5   6    UPX1    ascii   -\a@3"
11381 0x00079571 0x007a1371 5   6    UPX1    ascii   M]Z\nA
11382 0x0007959d 0x007a139d 4   5    UPX1    ascii   J)(4
11383 0x000795ae 0x007a13ae 4   5    UPX1    ascii   &\aWf
11384 0x000795c3 0x007a13c3 5   6    UPX1    ascii   hA \tU
11385 0x000795d4 0x007a13d4 4   5    UPX1    ascii   LOD)
11386 0x000795df 0x007a13df 4   5    UPX1    ascii   M+C\b
11387 0x0007960c 0x007a140c 4   5    UPX1    ascii   _"0U
11388 0x00079642 0x007a1442 5   6    UPX1    ascii   x`cCA
11389 0x0007964e 0x007a144e 4   6    UPX1    utf8    DۥNP blocks=Basic Latin,Arabic
11390 0x0007967b 0x007a147b 4   5    UPX1    ascii   p|'\n
11391 0x000796c6 0x007a14c6 4   7    UPX1    utf8    ;L\e blocks=Private Use Area,Basic Latin
11392 0x00079735 0x007a1535 4   5    UPX1    ascii   "\v0x
11393 0x0007974c 0x007a154c 4   5    UPX1    ascii   HqL5
11394 0x00079774 0x007a1574 4   5    UPX1    ascii   $QAi
11395 0x00079781 0x007a1581 5   6    UPX1    ascii   *PEH|
11396 0x0007979e 0x007a159e 5   6    UPX1    ascii   H\bHSP
11397 0x000797dd 0x007a15dd 4   5    UPX1    ascii   Z\b8{
11398 0x00079839 0x007a1639 6   7    UPX1    ascii   )\tn\f2\f
11399 0x00079840 0x007a1640 4   7    UPX1    utf8    ̞ٛI\e blocks=Combining Diacritical Marks,Arabic,Basic Latin
11400 0x0007985e 0x007a165e 6   8    UPX1    utf8    Ȟ6\n4`  blocks=Latin Extended-B,Basic Latin
11401 0x000798c3 0x007a16c3 4   5    UPX1    ascii   \n%\vo
11402 0x000798dc 0x007a16dc 4   5    UPX1    ascii   \fk8\r
11403 0x00079909 0x007a1709 4   5    UPX1    ascii   H3H3
11404 0x00079911 0x007a1711 4   5    UPX1    ascii   H3H3
11405 0x0007991a 0x007a171a 4   5    UPX1    ascii   CT3/
11406 0x0007995a 0x007a175a 4   5    UPX1    ascii   QZm(
11407 0x000799cc 0x007a17cc 4   5    UPX1    ascii   D+02
11408 0x000799ea 0x007a17ea 7   8    UPX1    ascii   O,d H\ah
11409 0x00079a2e 0x007a182e 4   6    UPX1    utf8    22\nȔ blocks=Basic Latin,Latin Extended-B
11410 0x00079a4d 0x007a184d 9   11   UPX1    utf8    )d00à\eB&H blocks=Basic Latin,Latin-1 Supplement
11411 0x00079a6c 0x007a186c 8   10   UPX1    utf8    \  d;\byu
11412 0x00079ae9 0x007a18e9 10  11   UPX1    ascii   v^^%x-qDwP
11413 0x00079af9 0x007a18f9 6   7    UPX1    ascii   6O`$Gh
11414 0x00079b00 0x007a1900 9   10   UPX1    ascii   OpH+GPL+&
11415 0x00079b0d 0x007a190d 8   9    UPX1    ascii   f_`ghop\v
11416 0x00079b16 0x007a1916 6   7    UPX1    ascii   )AML?L
11417 0x00079b48 0x007a1948 6   7    UPX1    ascii   %8m`=(
11418 0x00079b85 0x007a1985 5   6    UPX1    ascii   8mGkA
11419 0x00079b9e 0x007a199e 6   7    UPX1    ascii   'O3T$H
11420 0x00079ba7 0x007a19a7 4   5    UPX1    ascii   aOH5
11421 0x00079bf8 0x007a19f8 4   5    UPX1    ascii   H3Z3
11422 0x00079c03 0x007a1a03 5   8    UPX1    utf8    Ƀȋ6zZ blocks=Latin Extended-B,Basic Latin
11423 0x00079c0e 0x007a1a0e 5   6    UPX1    ascii   i \?]
11424 0x00079c33 0x007a1a33 4   5    UPX1    ascii   8 m\b
11425 0x00079c49 0x007a1a49 5   7    UPX1    utf8     m1Ȱm blocks=Basic Latin,Latin Extended-B
11426 0x00079c57 0x007a1a57 5   6    UPX1    ascii   Rm' E
11427 0x00079c5d 0x007a1a5d 4   5    UPX1    ascii   EXbC
11428 0x00079c63 0x007a1a63 5   6    UPX1    ascii   'Om (
11429 0x00079c69 0x007a1a69 5   6    UPX1    ascii   \r O m
11430 0x00079c72 0x007a1a72 6   7    UPX1    ascii   xL!LbK
11431 0x00079c92 0x007a1a92 4   5    UPX1    ascii   {\r\rt
11432 0x00079c9c 0x007a1a9c 6   7    UPX1    ascii   m\r\rf)+
11433 0x00079ca6 0x007a1aa6 4   5    UPX1    ascii   kK:+
11434 0x00079cbc 0x007a1abc 5   6    UPX1    ascii   E GL]
11435 0x00079d15 0x007a1b15 4   5    UPX1    ascii   Nn8i
11436 0x00079d43 0x007a1b43 5   6    UPX1    ascii   |= 0/
11437 0x00079d51 0x007a1b51 5   6    UPX1    ascii   ia7%7
11438 0x00079d5a 0x007a1b5a 6   7    UPX1    ascii   %7%!\n{
11439 0x00079d6a 0x007a1b6a 4   5    UPX1    ascii   i%c%
11440 0x00079d92 0x007a1b92 7   8    UPX1    ascii   @-Hm,mX
11441 0x00079da5 0x007a1ba5 6   7    UPX1    ascii   @q%HEX
11442 0x00079db3 0x007a1bb3 5   7    UPX1    utf8    Ҧ\r8q  blocks=Cyrillic,Basic Latin
11443 0x00079ddf 0x007a1bdf 7   8    UPX1    ascii   ~0LC~HX
11444 0x00079e0f 0x007a1c0f 4   5    UPX1    ascii   @Z%\v
11445 0x00079e14 0x007a1c14 4   5    UPX1    ascii   4\nW
11446 0x00079e4d 0x007a1c4d 6   8    UPX1    utf8    L k\b˥\n blocks=Basic Latin,Spacing Modifier Letters
11447 0x00079e8e 0x007a1c8e 4   5    UPX1    ascii   \fWYY
11448 0x00079ea3 0x007a1ca3 9   10   UPX1    ascii   D;EP((0+h
11449 0x00079ed1 0x007a1cd1 8   9    UPX1    ascii   Gx~gxS/\
11450 0x00079eec 0x007a1cec 4   7    UPX1    utf8    ׃D˰' blocks=Hebrew,Basic Latin,Spacing Modifier Letters
11451 0x00079f28 0x007a1d28 4   5    UPX1    ascii   /L;A
11452 0x00079f4e 0x007a1d4e 4   5    UPX1    ascii   U\[-
11453 0x00079f54 0x007a1d54 5   7    UPX1    utf8    -P\[Ÿ blocks=Basic Latin,Latin Extended-A
11454 0x00079f89 0x007a1d89 5   7    UPX1    utf8    ϸH[m* blocks=Greek and Coptic,Basic Latin
11455 0x00079fc0 0x007a1dc0 4   5    UPX1    ascii   0!k'
11456 0x00079fd6 0x007a1dd6 4   5    UPX1    ascii   ?  3
11457 0x0007a06f 0x007a1e6f 5   7    UPX1    utf8    %İqaX blocks=Basic Latin,Latin Extended-A
11458 0x0007a076 0x007a1e76 5   7    UPX1    utf8    %`ǈa# blocks=Basic Latin,Latin Extended-B
11459 0x0007a093 0x007a1e93 4   5    UPX1    ascii   F\2,
11460 0x0007a09e 0x007a1e9e 4   5    UPX1    ascii   6-pm
11461 0x0007a0ea 0x007a1eea 4   5    UPX1    ascii   EQ0o
11462 0x0007a0f4 0x007a1ef4 6   7    UPX1    ascii   U0VCfW
11463 0x0007a102 0x007a1f02 4   5    UPX1    ascii   0\tzb
11464 0x0007a108 0x007a1f08 4   5    UPX1    ascii   0$K<
11465 0x0007a132 0x007a1f32 4   5    UPX1    ascii   wh?M
11466 0x0007a13d 0x007a1f3d 6   8    UPX1    utf8    Wp=ҝ"| blocks=Basic Latin,Cyrillic
11467 0x0007a14f 0x007a1f4f 4   5    UPX1    ascii   Fm#[
11468 0x0007a155 0x007a1f55 6   7    UPX1    ascii   Uc#Y##
11469 0x0007a15c 0x007a1f5c 5   6    UPX1    ascii   U!OGX
11470 0x0007a171 0x007a1f71 4   5    UPX1    ascii   h\tGX
11471 0x0007a1a7 0x007a1fa7 5   6    UPX1    ascii   $.H{U
11472 0x0007a1b0 0x007a1fb0 12  15   UPX1    utf8    /p\nZҏI1xMakO blocks=Basic Latin,Cyrillic
11473 0x0007a1c3 0x007a1fc3 5   6    UPX1    ascii   )D\)[
11474 0x0007a1f4 0x007a1ff4 4   5    UPX1    ascii   Wt8>
11475 0x0007a1fc 0x007a1ffc 4   5    UPX1    ascii   V ya
11476 0x0007a217 0x007a2017 4   5    UPX1    ascii   \tp!#
11477 0x0007a222 0x007a2022 4   5    UPX1    ascii   \foF\b
11478 0x0007a231 0x007a2031 4   6    UPX1    utf8    \e̱3& blocks=Basic Latin,Combining Diacritical Marks
11479 0x0007a237 0x007a2037 5   6    UPX1    ascii   7V\bWa
11480 0x0007a2ca 0x007a20ca 5   6    UPX1    ascii   Ll\b|I
11481 0x0007a2ef 0x007a20ef 4   5    UPX1    ascii   DX\a'
11482 0x0007a2f9 0x007a20f9 5   6    UPX1    ascii   \bg wY
11483 0x0007a305 0x007a2105 7   8    UPX1    ascii   OP\b_`op
11484 0x0007a370 0x007a2170 6   7    UPX1    ascii   \7~\flL
11485 0x0007a3c2 0x007a21c2 5   6    UPX1    ascii   yI9$L
11486 0x0007a3dd 0x007a21dd 4   5    UPX1    ascii   (0t!
11487 0x0007a3e4 0x007a21e4 4   5    UPX1    ascii   )N)\f
11488 0x0007a3f9 0x007a21f9 4   5    UPX1    ascii   O X%
11489 0x0007a42f 0x007a222f 4   5    UPX1    ascii   F\b}<
11490 0x0007a452 0x007a2252 6   8    UPX1    utf8    X# IҳH blocks=Basic Latin,Cyrillic
11491 0x0007a467 0x007a2267 4   5    UPX1    ascii   7;WO
11492 0x0007a4a5 0x007a22a5 5   6    UPX1    ascii   )32D*
11493 0x0007a4b3 0x007a22b3 5   7    UPX1    utf8    \xʉG7 blocks=Basic Latin,IPA Extensions
11494 0x0007a4e8 0x007a22e8 4   5    UPX1    ascii   @'\$
11495 0x0007a533 0x007a2333 5   7    UPX1    utf8    ɕ*\b!I blocks=IPA Extensions,Basic Latin
11496 0x0007a556 0x007a2356 5   7    UPX1    utf8    pЕQ,Y blocks=Basic Latin,Cyrillic
11497 0x0007a568 0x007a2368 6   7    UPX1    ascii   *\aXN\D
11498 0x0007a572 0x007a2372 4   5    UPX1    ascii   AeY1
11499 0x0007a591 0x007a2391 4   7    UPX1    utf8    j׆Lի blocks=Basic Latin,Hebrew,Armenian
11500 0x0007a598 0x007a2398 5   6    UPX1    ascii   Z@.M\b
11501 0x0007a5b3 0x007a23b3 6   7    UPX1    ascii   T43Pe8
11502 0x0007a5c3 0x007a23c3 8   9    UPX1    ascii   ?*N"]\v+\v
11503 0x0007a5ee 0x007a23ee 4   5    UPX1    ascii    1C!
11504 0x0007a5f3 0x007a23f3 5   6    UPX1    ascii   t`ca2
11505 0x0007a620 0x007a2420 4   5    UPX1    ascii   `fQ0
11506 0x0007a649 0x007a2449 6   7    UPX1    ascii   S(<\4\f
11507 0x0007a65a 0x007a245a 4   5    UPX1    ascii   =.!6
11508 0x0007a661 0x007a2461 4   5    UPX1    ascii   < K8
11509 0x0007a66d 0x007a246d 4   6    UPX1    utf8    HKLC
11510 0x0007a69a 0x007a249a 7   9    UPX1    utf8    }Uۉ\f\tk1 blocks=Basic Latin,Arabic
11511 0x0007a6d0 0x007a24d0 4   5    UPX1    ascii   AP&A
11512 0x0007a6d7 0x007a24d7 4   5    UPX1    ascii   <.Q`
11513 0x0007a6e0 0x007a24e0 4   5    UPX1    ascii   L~(i
11514 0x0007a6f0 0x007a24f0 6   8    UPX1    utf8    bCߐ-aL blocks=Basic Latin,NKo
11515 0x0007a702 0x007a2502 5   6    UPX1    ascii   #AD=~
11516 0x0007a70c 0x007a250c 4   5    UPX1    ascii   S\ty\e
11517 0x0007a735 0x007a2535 4   5    UPX1    ascii   \rd @
11518 0x0007a73d 0x007a253d 7   9    UPX1    utf8    &s_ґ J\b blocks=Basic Latin,Cyrillic
11519 0x0007a761 0x007a2561 4   5    UPX1    ascii   OH d
11520 0x0007a787 0x007a2587 5   6    UPX1    ascii   @]@X(
11521 0x0007a7c5 0x007a25c5 5   8    UPX1    utf8    堗\n(a0 blocks=CJK Unified Ideographs,Basic Latin
11522 0x0007a7d3 0x007a25d3 11  14   UPX1    utf8    ,ߌ\t'Y)Ŭ,-0z blocks=Basic Latin,NKo,Latin Extended-A
11523 0x0007a7e7 0x007a25e7 5   6    UPX1    ascii   3L!\bU
11524 0x0007a81c 0x007a261c 5   6    UPX1    ascii   vj8tz
11525 0x0007a83f 0x007a263f 6   7    UPX1    ascii   =\fjc+Y
11526 0x0007a8ae 0x007a26ae 4   5    UPX1    ascii   @7L%
11527 0x0007a8be 0x007a26be 6   8    UPX1    utf8    (Lyϝ d blocks=Basic Latin,Greek and Coptic
11528 0x0007a9d2 0x007a27d2 4   5    UPX1    ascii   \v`g)
11529 0x0007aa66 0x007a2866 5   9    UPX1    utf8    X?ЩS⻡ blocks=Basic Latin,Cyrillic,CJK Radicals Supplement
11530 0x0007aa9e 0x007a289e 8   10   UPX1    utf8    ˁ}jxT$\b9 blocks=Spacing Modifier Letters,Basic Latin
11531 0x0007aabb 0x007a28bb 4   5    UPX1    ascii   tPWL
11532 0x0007aae9 0x007a28e9 4   5    UPX1    ascii   E;>"
11533 0x0007aaf5 0x007a28f5 4   5    UPX1    ascii   :uVa
11534 0x0007ab0c 0x007a290c 6   7    UPX1    ascii   XL\f\n;/
11535 0x0007ab1f 0x007a291f 5   7    UPX1    utf8    vn7\b̤ blocks=Basic Latin,Combining Diacritical Marks
11536 0x0007ab3f 0x007a293f 6   7    UPX1    ascii   !\tX\vYy
11537 0x0007ab92 0x007a2992 4   5    UPX1    ascii   3JF8
11538 0x0007abc2 0x007a29c2 4   5    UPX1    ascii   `!8B
11539 0x0007abc7 0x007a29c7 4   6    UPX1    utf8    }^1ۄ blocks=Basic Latin,Arabic
11540 0x0007abf4 0x007a29f4 8   9    UPX1    ascii   \$P\Hz`'
11541 0x0007ac1e 0x007a2a1e 4   5    UPX1    ascii   A6cE
11542 0x0007ac34 0x007a2a34 6   7    UPX1    ascii   OXTRn%
11543 0x0007ac8e 0x007a2a8e 4   7    UPX1    utf8    i\teΆ blocks=Basic Latin,Greek and Coptic
11544 0x0007acb8 0x007a2ab8 5   6    UPX1    ascii   }6e08
11545 0x0007accc 0x007a2acc 4   5    UPX1    ascii   4pl;
11546 0x0007ace2 0x007a2ae2 5   6    UPX1    ascii   K\b80c
11547 0x0007acee 0x007a2aee 5   6    UPX1    ascii   +t,Dx
11548 0x0007ad23 0x007a2b23 6   7    UPX1    ascii   ~Ar\v\bZ
11549 0x0007ad71 0x007a2b71 4   5    UPX1    ascii   AV"u
11550 0x0007ada6 0x007a2ba6 4   5    UPX1    ascii   d0\bM
11551 0x0007adcd 0x007a2bcd 5   6    UPX1    ascii   <$h`}
11552 0x0007ae10 0x007a2c10 4   6    UPX1    utf8    N\rJ`
11553 0x0007ae7f 0x007a2c7f 5   6    UPX1    ascii   [Z\fi;
11554 0x0007ae9d 0x007a2c9d 4   5    UPX1    ascii    OSR
11555 0x0007aec0 0x007a2cc0 4   5    UPX1    ascii    SaQ
11556 0x0007aec6 0x007a2cc6 6   7    UPX1    ascii   qSB(.\r
11557 0x0007af10 0x007a2d10 5   6    UPX1    ascii   ;H\rR)
11558 0x0007af84 0x007a2d84 5   7    UPX1    utf8    .}ňC\b blocks=Basic Latin,Latin Extended-A
11559 0x0007af96 0x007a2d96 4   5    UPX1    ascii   CS;S
11560 0x0007afc3 0x007a2dc3 5   6    UPX1    ascii   4\\n\ba
11561 0x0007b010 0x007a2e10 4   7    UPX1    utf8    \evɊҍ blocks=Basic Latin,Latin Extended-B,Cyrillic
11562 0x0007b02a 0x007a2e2a 5   6    UPX1    ascii   QIBoA
11563 0x0007b05e 0x007a2e5e 5   6    UPX1    ascii   "TAM;
11564 0x0007b064 0x007a2e64 4   5    UPX1    ascii   HU-~
11565 0x0007b0ad 0x007a2ead 4   5    UPX1    ascii   B!Z!
11566 0x0007b0b2 0x007a2eb2 5   6    UPX1    ascii   o@-b\f
11567 0x0007b0f1 0x007a2ef1 6   7    UPX1    ascii   \t?D? <
11568 0x0007b106 0x007a2f06 5   8    UPX1    utf8    kt鉁3# blocks=Basic Latin,CJK Unified Ideographs
11569 0x0007b130 0x007a2f30 4   6    UPX1    utf8    /\td\e
11570 0x0007b152 0x007a2f52 4   5    UPX1    ascii   \eA@F
11571 0x0007b15a 0x007a2f5a 4   5    UPX1    ascii   -0z1
11572 0x0007b187 0x007a2f87 4   5    UPX1    ascii   o6Hw
11573 0x0007b1a2 0x007a2fa2 5   6    UPX1    ascii   Z[%\rQ
11574 0x0007b1bb 0x007a2fbb 4   7    UPX1    utf8    Ř|?ȡ blocks=Latin Extended-A,Basic Latin,Latin Extended-B
11575 0x0007b1f3 0x007a2ff3 4   5    UPX1    ascii   DoO&
11576 0x0007b201 0x007a3001 4   6    UPX1    utf8    !xfށ blocks=Basic Latin,Thaana
11577 0x0007b26d 0x007a306d 4   5    UPX1    ascii   ?O&\b
11578 0x0007b272 0x007a3072 5   6    UPX1    ascii   vt_g@
11579 0x0007b28f 0x007a308f 4   5    UPX1    ascii   -MAQ
11580 0x0007b2e5 0x007a30e5 4   5    UPX1    ascii   S<H\b
11581 0x0007b326 0x007a3126 4   5    UPX1    ascii   L$O]
11582 0x0007b34d 0x007a314d 5   6    UPX1    ascii   Yf[?x
11583 0x0007b385 0x007a3185 4   5    UPX1    ascii   _(uv
11584 0x0007b3cb 0x007a31cb 6   7    UPX1    ascii   msYO%>
11585 0x0007b3de 0x007a31de 8   10   UPX1    utf8    AfǠ3\b\me blocks=Basic Latin,Latin Extended-B
11586 0x0007b3ff 0x007a31ff 4   7    UPX1    utf8    }\a\b䰙 blocks=Basic Latin,CJK Unified Ideographs Extension A
11587 0x0007b48e 0x007a328e 4   5    UPX1    ascii   $'"T
11588 0x0007b4a5 0x007a32a5 5   6    UPX1    ascii   +Twrm
11589 0x0007b4ab 0x007a32ab 4   5    UPX1    ascii   ~Dw9
11590 0x0007b4db 0x007a32db 6   8    UPX1    utf8    ՆLjdxi blocks=Armenian,Basic Latin
11591 0x0007b524 0x007a3324 4   5    UPX1    ascii   ZA+\
11592 0x0007b54f 0x007a334f 6   9    UPX1    utf8    x\\t|(?
11593 0x0007b564 0x007a3364 4   5    UPX1    ascii   \n`F\b
11594 0x0007b587 0x007a3387 4   5    UPX1    ascii   -F(+
11595 0x0007b59b 0x007a339b 4   5    UPX1    ascii    kUZ
11596 0x0007b5c8 0x007a33c8 4   5    UPX1    ascii   Hsy*
11597 0x0007b5d9 0x007a33d9 6   7    UPX1    ascii   B -.: 
11598 0x0007b65d 0x007a345d 4   5    UPX1    ascii   &w8\b
11599 0x0007b697 0x007a3497 4   5    UPX1    ascii   /EQ0
11600 0x0007b6c0 0x007a34c0 4   5    UPX1    ascii   [1k@
11601 0x0007b6d8 0x007a34d8 4   5    UPX1    ascii   )k?I
11602 0x0007b6df 0x007a34df 4   5    UPX1    ascii   Q\!?
11603 0x0007b700 0x007a3500 5   6    UPX1    ascii   "b4_J
11604 0x0007b712 0x007a3512 8   9    UPX1    ascii   5/}\n\eX\a\r
11605 0x0007b74e 0x007a354e 5   6    UPX1    ascii   \$H\el
11606 0x0007b785 0x007a3585 6   7    UPX1    ascii   o5k\r=l
11607 0x0007b7a4 0x007a35a4 5   6    UPX1    ascii   C }1\f
11608 0x0007b7ab 0x007a35ab 4   5    UPX1    ascii   Q["P
11609 0x0007b7b7 0x007a35b7 4   5    UPX1    ascii   $0/@
11610 0x0007b810 0x007a3610 4   5    UPX1    ascii   /TQ6
11611 0x0007b843 0x007a3643 4   5    UPX1    ascii   +*Pf
11612 0x0007b871 0x007a3671 4   5    UPX1    ascii   ,1t\e
11613 0x0007b876 0x007a3676 4   5    UPX1    ascii   T*$`
11614 0x0007b893 0x007a3693 4   6    UPX1    utf8    ˽Ah\t blocks=Spacing Modifier Letters,Basic Latin
11615 0x0007b8c5 0x007a36c5 4   5    UPX1    ascii   q\f20
11616 0x0007b8db 0x007a36db 4   5    UPX1    ascii   tt<d
11617 0x0007b920 0x007a3720 7   9    UPX1    utf8    `I\f60Tɮ blocks=Basic Latin,IPA Extensions
11618 0x0007b989 0x007a3789 6   7    UPX1    ascii   oHu`N'
11619 0x0007b9c4 0x007a37c4 6   7    UPX1    ascii   :\fH#CQ
11620 0x0007b9e0 0x007a37e0 5   6    UPX1    ascii   1J!{X
11621 0x0007ba28 0x007a3828 5   6    UPX1    ascii    [Uo%
11622 0x0007ba71 0x007a3871 4   5    UPX1    ascii   kx>w
11623 0x0007bb0f 0x007a390f 5   6    UPX1    ascii   Vq\bi|
11624 0x0007bb6d 0x007a396d 5   6    UPX1    ascii   !,M3\f
11625 0x0007bbba 0x007a39ba 5   7    UPX1    utf8    Ḧ́\v\\e blocks=Basic Latin,Combining Diacritical Marks
11626 0x0007bbe8 0x007a39e8 5   6    UPX1    ascii   '~@EH
11627 0x0007bc1d 0x007a3a1d 4   6    UPX1    utf8    \b(OɄ blocks=Basic Latin,Latin Extended-B
11628 0x0007bc28 0x007a3a28 5   6    UPX1    ascii    l/1`
11629 0x0007bc62 0x007a3a62 5   7    UPX1    utf8    s\r 6Q blocks=Basic Latin,Latin-1 Supplement
11630 0x0007bca3 0x007a3aa3 4   5    UPX1    ascii   0U\tC
11631 0x0007bcf4 0x007a3af4 6   7    UPX1    ascii    9b\bDq
11632 0x0007bd4c 0x007a3b4c 4   6    UPX1    utf8    \tVϨ| blocks=Basic Latin,Greek and Coptic
11633 0x0007bd75 0x007a3b75 4   5    UPX1    ascii   P"p]
11634 0x0007bd7a 0x007a3b7a 5   6    UPX1    ascii   qX @u
11635 0x0007bd83 0x007a3b83 4   5    UPX1    ascii   2A:!
11636 0x0007bda0 0x007a3ba0 4   5    UPX1    ascii   CC%|
11637 0x0007be1d 0x007a3c1d 4   5    UPX1    ascii   p\rj1
11638 0x0007be54 0x007a3c54 10  12   UPX1    utf8    Wp{Mk؊uq D blocks=Basic Latin,Arabic
11639 0x0007be78 0x007a3c78 4   5    UPX1    ascii    "uY
11640 0x0007beb9 0x007a3cb9 4   5    UPX1    ascii   \r9 /
11641 0x0007bf6c 0x007a3d6c 4   5    UPX1    ascii   ) s^
11642 0x0007bf7a 0x007a3d7a 4   5    UPX1    ascii   pY>]
11643 0x0007bf9b 0x007a3d9b 4   5    UPX1    ascii   RH?o
11644 0x0007bfdd 0x007a3ddd 4   5    UPX1    ascii   uah)
11645 0x0007c00e 0x007a3e0e 4   7    UPX1    utf8    ŀĐb\v blocks=Latin Extended-A,Basic Latin
11646 0x0007c01e 0x007a3e1e 5   6    UPX1    ascii   @83Yb
11647 0x0007c034 0x007a3e34 5   6    UPX1    ascii   5B]W7
11648 0x0007c03b 0x007a3e3b 5   7    UPX1    utf8    ?sT2ѿ blocks=Basic Latin,Cyrillic
11649 0x0007c06e 0x007a3e6e 4   5    UPX1    ascii    \n\nW
11650 0x0007c095 0x007a3e95 4   5    UPX1    ascii   +S i
11651 0x0007c0bc 0x007a3ebc 4   6    UPX1    utf8    ȀLmu blocks=Latin Extended-B,Basic Latin
11652 0x0007c0e5 0x007a3ee5 6   7    UPX1    ascii   .R#Y\(
11653 0x0007c14b 0x007a3f4b 5   7    UPX1    utf8    dpB&ڙ blocks=Basic Latin,Arabic
11654 0x0007c165 0x007a3f65 6   7    UPX1    ascii   }\n4Zf9
11655 0x0007c175 0x007a3f75 6   8    UPX1    utf8    Ӝq@aP( blocks=Cyrillic,Basic Latin
11656 0x0007c187 0x007a3f87 4   5    UPX1    ascii   "30\r
11657 0x0007c1a9 0x007a3fa9 4   5    UPX1    ascii   \q!4
11658 0x0007c1ae 0x007a3fae 6   7    UPX1    ascii   $/b!+]
11659 0x0007c21e 0x007a401e 4   5    UPX1    ascii   \t\fh;
11660 0x0007c242 0x007a4042 6   7    UPX1    ascii   &~Z!{v
11661 0x0007c24c 0x007a404c 6   7    UPX1    ascii   B&l'\aJ
