[Strings]
nth  paddr      vaddr       len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d  44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e0 0x000000e0  6   7            ascii   Richc|
2    0x000001f8 0x000001f8  5   6            ascii   .text
3    0x0000021f 0x0000021f  7   8            ascii   `.rdata
4    0x00000247 0x00000247  6   7            ascii   @.data
5    0x00000270 0x00000270  6   7            ascii   .pdata
6    0x00000297 0x00000297  7   8            ascii   @_RDATA
7    0x000002bf 0x000002bf  7   8            ascii   @.reloc
8    0x00000468 0x140001068 4   5    .text   ascii   l$0H
9    0x000004d6 0x1400010d6 4   7    .text   utf8    8^]钱 blocks=Basic Latin,CJK Unified Ideographs
10   0x00000580 0x140001180 13  14   .text   ascii   UAWAVAUATVWSH
11   0x000005d6 0x1400011d6 4   5    .text   ascii   )E0E
12   0x000005e4 0x1400011e4 4   5    .text   ascii   \vsOL
13   0x00000760 0x140001360 4   5    .text   ascii   )EPH
14   0x00000788 0x140001388 4   5    .text   ascii   )EpM
15   0x000009e8 0x1400015e8 12  13   .text   ascii   [_^A\A]A^A_]
16   0x00000b2d 0x14000172d 4   5    .text   ascii   )EpL
17   0x00000eb2 0x140001ab2 4   5    .text   ascii   rjf.
18   0x00001182 0x140001d82 4   5    .text   ascii   rmf.
19   0x000012e5 0x140001ee5 13  14   .text   ascii   UAWAVAUATVWSH
20   0x00001321 0x140001f21 15  17   .text   utf8    ([_^A\A]A^A_]ÐH blocks=Basic Latin,Latin-1 Supplement
21   0x00001335 0x140001f35 13  14   .text   ascii   UAWAVAUATVWSH
22   0x00001365 0x140001f65 13  14   .text   ascii   ([_^A\A]A^A_]
23   0x00001385 0x140001f85 13  14   .text   ascii   UAWAVAUATVWSH
24   0x000013ac 0x140001fac 13  14   .text   ascii   ([_^A\A]A^A_]
25   0x000013c5 0x140001fc5 13  14   .text   ascii   UAWAVAUATVWSH
26   0x000013f2 0x140001ff2 13  14   .text   ascii   ([_^A\A]A^A_]
27   0x00001405 0x140002005 13  14   .text   ascii   UAWAVAUATVWSH
28   0x00001432 0x140002032 13  14   .text   ascii   ([_^A\A]A^A_]
29   0x00001445 0x140002045 13  14   .text   ascii   UAWAVAUATVWSH
30   0x00001469 0x140002069 13  14   .text   ascii   ([_^A\A]A^A_]
31   0x00001480 0x140002080 13  14   .text   ascii   UAWAVAUATVWSH
32   0x00001492 0x140002092 4   5    .text   ascii   l$0H
33   0x000014e5 0x1400020e5 4   5    .text   ascii   \at\e1
34   0x000015e8 0x1400021e8 13  14   .text   ascii   8[_^A\A]A^A_]
35   0x00001615 0x140002215 13  14   .text   ascii   UAWAVAUATVWSH
36   0x00001636 0x140002236 13  14   .text   ascii   ([_^A\A]A^A_]
37   0x00001650 0x140002250 5   6    .text   ascii   UVWSH
38   0x0000168b 0x14000228b 4   5    .text   ascii   )E H
39   0x00001708 0x140002308 4   5    .text   ascii    wZH
40   0x00001760 0x140002360 4   5    .text   ascii   [_^]
41   0x00001795 0x140002395 5   6    .text   ascii   UVWSH
42   0x000017b1 0x1400023b1 5   6    .text   ascii   ([_^]
43   0x000017c5 0x1400023c5 5   6    .text   ascii   UVWSH
