[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 5   6            ascii   Rich 
2    0x000001f0 0x000001f0 5   6            ascii   .text
3    0x00000217 0x00000217 7   8            ascii   `.rdata
4    0x0000023f 0x0000023f 6   7            ascii   @.data
5    0x00000268 0x00000268 6   7            ascii   .reloc
6    0x00000a8c 0x1000168c 4   6    .text   utf8    ыU\bR blocks=Cyrillic,Basic Latin
7    0x00000d25 0x10001925 4   6    .text   utf8    ҋE\bP blocks=Cyrillic,Basic Latin
8    0x00000d9b 0x1000199b 4   6    .text   utf8    ЋM\bQ blocks=Cyrillic,Basic Latin
9    0x00000de3 0x100019e3 4   6    .text   utf8    ЋM\bQ blocks=Cyrillic,Basic Latin
10   0x00000fe1 0x10001be1 4   6    .text   utf8    ЋM\bQ blocks=Cyrillic,Basic Latin
11   0x00001047 0x10001c47 4   6    .text   utf8    ҋE\bP blocks=Cyrillic,Basic Latin
12   0x00001792 0x10002392 4   6    .text   utf8    ыU\bR blocks=Cyrillic,Basic Latin
13   0x000017c5 0x100023c5 4   6    .text   utf8    ЋM\bQ blocks=Cyrillic,Basic Latin
14   0x000017f8 0x100023f8 4   6    .text   utf8    ҋE\bP blocks=Cyrillic,Basic Latin
15   0x00001881 0x10002481 4   6    .text   utf8    ЋM\bQ blocks=Cyrillic,Basic Latin
16   0x000018e9 0x100024e9 4   6    .text   utf8    ҋE\bP blocks=Cyrillic,Basic Latin
17   0x0000193f 0x1000253f 4   5    .text   ascii   U Rh
18   0x00001d24 0x10002924 4   6    .text   utf8    ҋE\bP blocks=Cyrillic,Basic Latin
19   0x00001f3c 0x10002b3c 4   5    .text   ascii   M\bQh
20   0x000021da 0x10002dda 5   8    .text   utf8    UԋEԃ8 blocks=Basic Latin,Cyrillic Supplement
21   0x0000222f 0x10002e2f 4   5    .text   ascii   uVj\b
22   0x0000230d 0x10002f0d 4   7    .text   utf8    뢋M\bQ blocks=Hangul Syllables,Basic Latin
23   0x00002375 0x10002f75 5   8    .text   utf8    MԋUԋE blocks=Basic Latin,Cyrillic Supplement
24   0x00002388 0x10002f88 4   5    .text   ascii   U\bRj
25   0x0000242b 0x1000302b 5   7    .text   utf8    E؋U\bR blocks=Basic Latin,Arabic
26   0x0000248b 0x1000308b 5   9    .text   utf8    ʉM܋E܋ blocks=IPA Extensions,Basic Latin,Syriac
27   0x000027a0 0x100033a0 4   5    .text   ascii   U\bRh
28   0x00002837 0x10003437 4   5    .text   ascii   U\bRh
29   0x00002b38 0x10003738 4   5    .text   ascii   Qh\b\t
30   0x00002cd5 0x100038d5 4   5    .text   ascii   +U\bR
31   0x00002cda 0x100038da 5   6    .text   ascii   E\bPh0
32   0x00002ced 0x100038ed 5   7    .text   utf8    +M\bƁ0 blocks=Basic Latin,Latin Extended-B
33   0x00002d0a 0x1000390a 4   5    .text   ascii   Phx\t
34   0x00002d43 0x10003943 4   5    .text   ascii   \fSVW
35   0x00002d89 0x10003989 4   5    .text   ascii   Y_^[
36   0x00002d9d 0x1000399d 4   5    .text   ascii   Y_^[
37   0x00002db8 0x100039b8 4   5    .text   ascii   Y_^[
