[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d7 0x000000d7 5   6            ascii   rRich
2    0x000001f0 0x000001f0 5   6            ascii   .text
3    0x00000217 0x00000217 7   8            ascii   `.rdata
4    0x0000023f 0x0000023f 6   7            ascii   @.data
5    0x00000268 0x00000268 5   6            ascii   .rsrc
6    0x0000028f 0x0000028f 7   8            ascii   @.reloc
7    0x000004dc 0x004010dc 5   6    .text   ascii   x\b3r\f
8    0x00000518 0x00401118 4   6    .text   utf8    \vӋ]\b blocks=Basic Latin,Cyrillic
9    0x000008f1 0x004014f1 4   6    .text   utf8    \vӋ]\b blocks=Basic Latin,Cyrillic
10   0x00000c4c 0x0040184c 4   5    .text   ascii   E\bPV
11   0x00000d1f 0x0040191f 8   13   .text   utf8    +ڋʉE܉]؉} blocks=Basic Latin,Arabic,IPA Extensions,Syriac
12   0x00000e10 0x00401a10 4   6    .text   utf8    +É]\b blocks=Basic Latin,Latin-1 Supplement
13   0x00000eec 0x00401aec 4   5    .text   ascii   E\bPV
14   0x00000fca 0x00401bca 8   13   .text   utf8    +ڋʉE܉]؉} blocks=Basic Latin,Arabic,IPA Extensions,Syriac
15   0x000010c0 0x00401cc0 4   6    .text   utf8    +É]\b blocks=Basic Latin,Latin-1 Supplement
16   0x00001222 0x00401e22 4   6    .text   utf8    MD\t\f
17   0x000012f9 0x00401ef9 4   6    .text   utf8    3ۉ]\b blocks=Basic Latin,Arabic
18   0x0000134b 0x00401f4b 6   8    .text   utf8    |É]\b;] blocks=Basic Latin,Latin-1 Supplement
19   0x00001398 0x00401f98 4   7    .text   utf8    \b3ыȁ blocks=Basic Latin,Cyrillic,Latin Extended-B
20   0x000015cc 0x004021cc 4   6    .text   utf8    t$3҅ blocks=Basic Latin,Cyrillic
21   0x000015d5 0x004021d5 6   8    .text   utf8    M\b+ˉM\f blocks=Basic Latin,Spacing Modifier Letters
22   0x000015e6 0x004021e6 5   6    .text   ascii   0\bB@;
23   0x00001711 0x00402311 4   5    .text   ascii   SVWP
24   0x00001849 0x00402449 4   5    .text   ascii   Y_^[
25   0x00001881 0x00402481 4   5    .text   ascii   SVWP
26   0x000018f6 0x004024f6 4   7    .text   utf8    VPW育 blocks=Basic Latin,CJK Unified Ideographs
27   0x00001aeb 0x004026eb 4   5    .text   ascii   Y_^[
28   0x00001b21 0x00402721 4   5    .text   ascii   SVWP
29   0x00001db7 0x004029b7 4   5    .text   ascii   Y_^[
30   0x00001e49 0x00402a49 4   5    .text   ascii   AQWV
31   0x000020c7 0x00402cc7 6   9    .text   utf8    t\vWSV诪 blocks=Basic Latin,CJK Unified Ideographs
32   0x0000216f 0x00402d6f 4   6    .text   utf8    \f+ǃ~ blocks=Basic Latin,Latin Extended-B
33   0x000022ba 0x00402eba 4   5    .text   ascii   Y_^[
34   0x00002354 0x00402f54 4   5    .text   ascii   E\bVP
35   0x00002419 0x00403019 5   7    .text   utf8    u\b3҉U blocks=Basic Latin,Cyrillic
36   0x00002575 0x00403175 4   6    .text   utf8    \f3ҊE blocks=Basic Latin,Cyrillic
37   0x00002679 0x00403279 4   6    .text   utf8    G+Љ} blocks=Basic Latin,Cyrillic
38   0x00002695 0x00403295 5   6    .text   ascii   s\nPWV
39   0x000026fa 0x004032fa 4   5    .text   ascii   Y_^[
40   0x0000273c 0x0040333c 7   10   .text   utf8    u\b3҉U؋G blocks=Basic Latin,Cyrillic,Arabic
41   0x00002862 0x00403462 5   6    .text   ascii   s\rPWV
42   0x0000290c 0x0040350c 4   6    .text   utf8    3ɉM\f blocks=Basic Latin,Latin Extended-B
43   0x000029da 0x004035da 4   6    .text   utf8    3҉U\f blocks=Basic Latin,Cyrillic
44   0x00002a10 0x00403610 5   6    .text   ascii   s1PWV
45   0x00002a39 0x00403639 4   6    .text   utf8    +KM\f
46   0x00002a88 0x00403688 4   5    .text   ascii   U\f;U
47   0x00002a9f 0x0040369f 4   5    .text   ascii   Y_^[
48   0x00002b50 0x00403750 4   5    .text   ascii   ]\bVW
49   0x00002ce0 0x004038e0 4   5    .text   ascii   \nu j
50   0x00002d43 0x00403943 4   5    .text   ascii   ,SVW
51   0x00002d59 0x00403959 5   7    .text   utf8    u\b3ۉ] blocks=Basic Latin,Arabic
52   0x00002e0c 0x00403a0c 4   5    .text   ascii   Y_^[
53   0x00002e41 0x00403a41 4   5    .text   ascii   SVWP
54   0x000030e0 0x00403ce0 4   5    .text   ascii   Y_^[
55   0x00003183 0x00403d83 4   5    .text   ascii   T2\bR
56   0x00003194 0x00403d94 4   6    .text   utf8    M\b+ƃ blocks=Basic Latin,Latin Extended-B
57   0x0000320d 0x00403e0d 4   6    .text   utf8    M\b+ƾ blocks=Basic Latin,Latin Extended-B
58   0x000032e6 0x00403ee6 4   5    .text   ascii   E\bPW
59   0x00003340 0x00403f40 5   8    .text   utf8    ủ]Ȉ] blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
60   0x00003574 0x00404174 4   6    .text   utf8    SPǅD blocks=Basic Latin,Latin Extended-B
61   0x000035b7 0x004041b7 5   6    .text   ascii   PSSSj
62   0x000035bd 0x004041bd 6   8    .text   utf8    SSShԎA blocks=Basic Latin,Cyrillic Supplement
63   0x00003668 0x00404268 4   5    .text   ascii   5D0A
64   0x00003735 0x00404335 4   5    .text   ascii   SVWP
65   0x0000386f 0x0040446f 4   5    .text   ascii   5x0A
66   0x00003976 0x00404576 4   5    .text   ascii   SSSh
67   0x000039b2 0x004045b2 4   5    .text   ascii   u\bWS
68   0x000039f9 0x004045f9 4   5    .text   ascii   Y_^[
69   0x00003ac2 0x004046c2 7   11   .text   utf8    3\b]܉E݉E blocks=Basic Latin,Syriac
70   0x00003b5a 0x0040475a 4   6    .text   utf8    3\rd$
71   0x00003c51 0x00404851 4   5    .text   ascii   SVWP
72   0x00003cf4 0x004048f4 4   6    .text   utf8    Ɗ\b@: blocks=Latin Extended-B,Basic Latin
73   0x00003e63 0x00404a63 4   5    .text   ascii   SSSh
74   0x00003e6f 0x00404a6f 4   5    .text   ascii   SSSh
75   0x00003ee8 0x00404ae8 4   5    .text   ascii   Y_^[
76   0x00003f16 0x00404b16 4   5    .text   ascii   =@0A
77   0x00003f62 0x00404b62 5   6    .text   ascii   ou!Vj
78   0x00003fd8 0x00404bd8 4   5    .text   ascii   PQRh
79   0x00004009 0x00404c09 4   5    .text   ascii   t\bVj
80   0x00004016 0x00404c16 4   6    .text   utf8    [_3͍ blocks=Basic Latin,Combining Diacritical Marks
81   0x00004055 0x00404c55 4   5    .text   ascii   SVWh
82   0x000040e0 0x00404ce0 4   7    .text   utf8    3۹ȾA blocks=Basic Latin,Arabic,Latin Extended-B
83   0x00004196 0x00404d96 4   5    .text   ascii   \fj\nj
84   0x000041a5 0x00404da5 4   5    .text   ascii   Pj2j
85   0x000044ae 0x004050ae 4   5    .text   ascii   SSSh
86   0x000048b1 0x004054b1 4   6    .text   utf8    \b3\nL
87   0x00004aef 0x004056ef 4   5    .text   ascii   AQWV
88   0x00004b7b 0x0040577b 4   5    .text   ascii   E\bRP
89   0x00004b93 0x00405793 4   6    .text   utf8    Q3\tF
90   0x00004d58 0x00405958 4   5    .text   ascii   \bSVW
91   0x00004d98 0x00405998 4   5    .text   ascii   }\bR+
92   0x00004e48 0x00405a48 5   6    .text   ascii   s#PSV
93   0x00004edb 0x00405adb 4   5    .text   ascii   U\fRP
94   0x00004f93 0x00405b93 4   5    .text   ascii   \fQQP
95   0x0000502b 0x00405c2b 5   6    .text   ascii   s'PWV
96   0x000050fa 0x00405cfa 6   8    .text   utf8    +؋E\bSV blocks=Basic Latin,Arabic
97   0x0000510e 0x00405d0e 6   8    .text   utf8    +؋E\bSV blocks=Basic Latin,Arabic
98   0x00005288 0x00405e88 5   6    .text   ascii   ;u\bt^
99   0x000052da 0x00405eda 4   5    .text   ascii   M\fRQ
100  0x0000530d 0x00405f0d 4   5    .text   ascii   M\fRQ
101  0x0000544a 0x0040604a 4   5    .text   ascii   M\fSQ
102  0x00005664 0x00406264 4   6    .text   utf8    \f+ǃ~ blocks=Basic Latin,Latin Extended-B
103  0x000057ae 0x004063ae 4   7    .text   utf8    E츶c@ blocks=Basic Latin,Hangul Syllables
104  0x00005815 0x00406415 4   5    .text   ascii   Y_^[
105  0x000058a5 0x004064a5 4   5    .text   ascii   hy\eA
106  0x000058b0 0x004064b0 4   5    .text   ascii   PQVW
107  0x00005901 0x00406501 4   5    .text   ascii   w&9F
108  0x00005967 0x00406567 5   6    .text   ascii   E\fPQj
109  0x00005985 0x00406585 4   5    .text   ascii   h0\eA
110  0x0000599e 0x0040659e 4   5    .text   ascii   SVWP
