[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000099 0x00000099 5   6            ascii   m>;f\e
2    0x000000c7 0x000000c7 5   6            ascii   ;Rich
3    0x000001d8 0x000001d8 5   6            ascii   .text
4    0x000001ff 0x000001ff 7   8            ascii   `.rdata
5    0x00000227 0x00000227 6   7            ascii   @.data
6    0x00000250 0x00000250 5   6            ascii   .rsrc
7    0x00000277 0x00000277 7   8            ascii   @.reloc
8    0x00000403 0x10001003 5   6    .text   ascii   QQVW3
9    0x0000042d 0x1000102d 4   5    .text   ascii   u\bh8
10   0x0000045c 0x1000105c 4   5    .text   ascii   VVVj
11   0x00000473 0x10001073 4   6    .text   utf8    u\bh#
12   0x00000493 0x10001093 5   6    .text   ascii   OVVVj
13   0x00000564 0x10001164 4   5    .text   ascii   @^_]
14   0x000005b1 0x100011b1 6   8    .text   utf8    Q43ҍA\f blocks=Basic Latin,Cyrillic
15   0x000006df 0x100012df 7   8    .text   ascii   u\b;q\fs\b
16   0x000006fe 0x100012fe 5   6    .text   ascii   ;p\fs\b
17   0x000007b5 0x100013b5 4   5    .text   ascii   9E\br
18   0x000007ca 0x100013ca 5   6    .text   ascii   H;E\bv
19   0x00000857 0x10001457 4   5    .text   ascii   Yt\aV
20   0x000008cb 0x100014cb 5   8    .text   utf8    3\vΉF8 blocks=Basic Latin,Greek and Coptic
21   0x00000953 0x10001553 5   6    .text   ascii   E\bYYj
22   0x000009f3 0x100015f3 6   7    .text   ascii   u\b;u\ft
23   0x00000a0e 0x1000160e 6   7    .text   ascii   YY;u\fu
24   0x00000a37 0x10001637 6   7    .text   ascii   u\b;u\ft
25   0x00000a52 0x10001652 6   7    .text   ascii   YY;u\fu
26   0x00000aa8 0x100016a8 4   5    .text   ascii   ;u\ft
27   0x00000ac3 0x100016c3 4   5    .text   ascii   ;u\fu
28   0x00000b28 0x10001728 4   5    .text   ascii   ;u\ft
29   0x00000b43 0x10001743 6   7    .text   ascii   \aG;u\fu
30   0x00000b8f 0x1000178f 7   8    .text   ascii   8E\ft\aPP
31   0x00000cff 0x100018ff 4   6    .text   utf8    ^ËF0 blocks=Basic Latin,Latin-1 Supplement
32   0x00000d31 0x10001931 4   5    .text   ascii   \t9}\f
33   0x00000d3d 0x1000193d 6   7    .text   ascii   K 99t\a
34   0x00000d5a 0x1000195a 4   5    .text   ascii   vF9U
35   0x00000d63 0x10001963 5   6    .text   ascii   9u\fs\t
36   0x00000d95 0x10001995 4   5    .text   ascii   C0)0
37   0x00000dd8 0x100019d8 5   6    .text   ascii   |\t9}\f
38   0x00000e0c 0x10001a0c 4   5    .text   ascii   \t9}\f
39   0x00000e18 0x10001a18 6   7    .text   ascii   K$99t\a
40   0x00000e35 0x10001a35 4   5    .text   ascii   vF9U
41   0x00000e3e 0x10001a3e 5   6    .text   ascii   9u\fs\t
42   0x00000e70 0x10001a70 4   5    .text   ascii   C4)0
43   0x00000eb1 0x10001ab1 5   6    .text   ascii   |\t9}\f
44   0x00000ee0 0x10001ae0 4   6    .text   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
45   0x00000f06 0x10001b06 4   6    .text   utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
46   0x00000fb9 0x10001bb9 5   7    .text   utf8    _ËQ0S blocks=Basic Latin,Latin-1 Supplement
47   0x00000fe3 0x10001be3 4   5    .text   ascii   9y<v
48   0x00000fe8 0x10001be8 4   5    .text   ascii   9q<s
49   0x00001019 0x10001c19 6   7    .text   ascii   t\b9A<s
50   0x000010a3 0x10001ca3 7   8    .text   ascii   9E\fwI+u
51   0x000010b1 0x10001cb1 4   5    .text   ascii   u\f)0
52   0x0000116a 0x10001d6a 4   5    .text   ascii   9E\fw
53   0x00001178 0x10001d78 4   5    .text   ascii   u\f)0
54   0x00001187 0x10001d87 4   5    .text   ascii   E\f\vE
55   0x000011da 0x10001dda 6   7    .text   ascii   t\b9A<s
56   0x0000122b 0x10001e2b 4   5    .text   ascii   wC+u
57   0x000012e3 0x10001ee3 4   5    .text   ascii   QQSV
58   0x000012ea 0x10001eea 6   7    .text   ascii   F@\bWt#
59   0x000013c3 0x10001fc3 4   5    .text   ascii   \ePRW
60   0x000013f9 0x10001ff9 4   5    .text   ascii   F uW
61   0x0000143b 0x1000203b 4   6    .text   utf8    +KN4
62   0x00001477 0x10002077 4   6    .text   utf8    ~ +I
63   0x000014d8 0x100020d8 6   7    .text   ascii   _t\ff;r
