[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000cf 0x000000cf 5   6            ascii   IRich
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x00000230 0x00000230 5   6            ascii   .data
5    0x00000258 0x00000258 5   6            ascii   .rsrc
6    0x0000027f 0x0000027f 7   8            ascii   @.reloc
7    0x00000492 0x10001092 5   7    .text   utf8    }\b3\tE
8    0x00000674 0x10001274 4   5    .text   ascii   _^[d
9    0x00000723 0x10001323 5   6    .text   ascii   QQSVW
10   0x0000077a 0x1000137a 5   6    .text   ascii   QSVW3
11   0x000007a0 0x100013a0 4   6    .text   utf8    ;Ƌ]\b blocks=Basic Latin,Latin Extended-B
12   0x00000945 0x10001545 7   9    .text   utf8    \tC\bt@Wj
13   0x000009b2 0x100015b2 5   6    .text   ascii   F SW3
14   0x00000c8a 0x1000188a 8   9    .text   ascii   G(;G,s\bj
15   0x00000ca2 0x100018a2 5   7    .text   utf8    w\b3ۍu blocks=Basic Latin,Arabic
16   0x00000cb3 0x100018b3 4   5    .text   ascii   u\t9]
17   0x00000ccf 0x100018cf 4   5    .text   ascii   tCNV
18   0x00000dfe 0x100019fe 5   7    .text   utf8    W,3\vM
19   0x00000e1f 0x10001a1f 4   5    .text   ascii   N\fSW
20   0x00000e3e 0x10001a3e 5   8    .text   utf8    }؉]܉] blocks=Basic Latin,Arabic,Syriac
21   0x00000f24 0x10001b24 6   7    .text   ascii   v\fj\Yj
22   0x00000fe3 0x10001be3 4   5    .text   ascii   \bSVs
23   0x0000103d 0x10001c3d 4   5    .text   ascii   YYt\a
24   0x000010c1 0x10001cc1 4   5    .text   ascii   x0\br
25   0x00001227 0x10001e27 4   5    .text   ascii   D$4P
26   0x0000127b 0x10001e7b 4   5    .text   ascii   D$(P
27   0x00001290 0x10001e90 6   7    .text   ascii   9D$8r6
28   0x0000129e 0x10001e9e 4   6    .text   utf8    Ѓ=hQ blocks=Cyrillic,Basic Latin
29   0x000012b6 0x10001eb6 8   10   .text   utf8    L$@+ȍ|$, blocks=Basic Latin,Latin Extended-B
30   0x0000140d 0x1000200d 4   5    .text   ascii   9}\fs
31   0x0000145d 0x1000205d 4   5    .text   ascii   XPRQ
32   0x00001475 0x10002075 5   6    .text   ascii   E\b_^]
33   0x00001497 0x10002097 4   5    .text   ascii   Wj\bP
34   0x00001562 0x10002162 4   5    .text   ascii   QQ9~
35   0x00001573 0x10002173 4   5    .text   ascii   ;E\bs
36   0x00001642 0x10002242 4   5    .text   ascii   \fSVW
37   0x00001741 0x10002341 5   6    .text   ascii   9T$\br
38   0x00001753 0x10002353 6   7    .text   ascii   H;D$\bv
39   0x000017ff 0x100023ff 12  13   .text   ascii   0f;1u\v@@AAJu
40   0x0000182e 0x1000242e 4   5    .text   ascii   SVWh
41   0x0000194f 0x1000254f 4   5    .text   ascii   QSVj
42   0x0000195a 0x1000255a 4   5    .text   ascii   QSPh
43   0x00001aad 0x100026ad 4   5    .text   ascii   8]\fj
44   0x00001d35 0x10002935 4   5    .text   ascii   6j\bV
45   0x00001d84 0x10002984 4   5    .text   ascii   E\bSV
46   0x00001de8 0x100029e8 6   7    .text   ascii   9]\fwy3
47   0x00001def 0x100029ef 4   5    .text   ascii   A+M\f
48   0x00001e1e 0x10002a1e 6   7    .text   ascii   t\aFFIu
49   0x00001e7a 0x10002a7a 4   5    .text   ascii   ;E\bW
50   0x00001e8b 0x10002a8b 4   5    .text   ascii   +E\b;
51   0x00001eeb 0x10002aeb 8   10   .text   utf8    }\b+M<{WP
52   0x00001f6f 0x10002b6f 6   7    .text   ascii   E\b_^[d
53   0x00001fcd 0x10002bcd 5   6    .text   ascii   E\b_^d
54   0x0000204c 0x10002c4c 4   5    .text   ascii   t$\f+
55   0x00002114 0x10002d14 4   5    .text   ascii   |SVW
56   0x00002242 0x10002e42 4   5    .text   ascii   D$8P
57   0x000023ea 0x10002fea 4   5    .text   ascii   `SVW
58   0x00002529 0x10003129 7   8    .text   ascii   \bWWPh\b-
59   0x00002662 0x10003262 5   7    .text   utf8    SV2ۃe blocks=Basic Latin,Arabic
60   0x0000268b 0x1000328b 4   5    .text   ascii   t>j\f
61   0x000026da 0x100032da 4   5    .text   ascii   VWj@
62   0x0000270b 0x1000330b 4   5    .text   ascii   D$0P
63   0x0000271b 0x1000331b 4   5    .text   ascii   D$8P
64   0x0000272b 0x1000332b 4   5    .text   ascii   D$@P
65   0x00002770 0x10003370 4   6    .text   utf8    S3ۃ= blocks=Basic Latin,Arabic
66   0x000027c9 0x100033c9 4   5    .text   ascii   QSSP
67   0x00002832 0x10003432 4   6    .text   utf8    S3ۃ= blocks=Basic Latin,Arabic
68   0x00002918 0x10003518 4   5    .text   ascii   SUVW
69   0x00002920 0x10003520 5   7    .text   utf8    ĉd$03 blocks=Latin Extended-A,Basic Latin
70   0x0000294b 0x1000354b 4   5    .text   ascii   D$4P
71   0x00002984 0x10003584 6   8    .text   utf8    ;I|$ t
72   0x000029b6 0x100035b6 5   6    .text   ascii   v\bVWh
73   0x000029e2 0x100035e2 7   9    .text   utf8    ;I|$ t\e
74   0x00002a49 0x10003649 6   8    .text   utf8    ;I|$ t
75   0x00002aaa 0x100036aa 6   8    .text   utf8    ;I|$ t
76   0x00002ada 0x100036da 4   5    .text   ascii   _^]d
77   0x00002bcb 0x100037cb 5   6    .text   ascii   ~X\br\f
78   0x00002bf3 0x100037f3 5   6    .text   ascii   ~<\br\f
79   0x00002c14 0x10003814 5   6    .text   ascii   ~(_^d
80   0x00002c54 0x10003854 4   6    .text   utf8    VWǄ$ blocks=Basic Latin,Latin Extended-B
81   0x00002c69 0x10003869 4   6    .text   utf8    ;È\$ blocks=Basic Latin,Latin-1 Supplement
82   0x00002c71 0x10003871 4   5    .text   ascii   8^\fu
83   0x00002d93 0x10003993 4   5    .text   ascii   t$ 3
84   0x00002da9 0x100039a9 5   7    .text   utf8    \$(Ƅ$ blocks=Basic Latin,Latin Extended-B
85   0x00002dc1 0x100039c1 6   8    .text   utf8    ҉L$dtA blocks=Cyrillic,Basic Latin
86   0x00002dd5 0x100039d5 4   6    .text   utf8    \v|$$
87   0x00002ddb 0x100039db 5   6    .text   ascii   t$ t'
88   0x00002de7 0x100039e7 4   5    .text   ascii   D$hP
89   0x00002e04 0x10003a04 5   7    .text   utf8    t$ 3ۍ blocks=Basic Latin,Arabic
90   0x00002e51 0x10003a51 5   7    .text   utf8    t$ 3ۄ blocks=Basic Latin,Arabic
91   0x00002ee0 0x10003ae0 4   5    .text   ascii   D$$+
92   0x00002f24 0x10003b24 4   5    .text   ascii   D$H\a
93   0x00002f2c 0x10003b2c 4   5    .text   ascii   \$Df
94   0x00002f4e 0x10003b4e 4   5    .text   ascii   T$0;
95   0x00002f6f 0x10003b6f 4   5    .text   ascii   D$0s
96   0x00002f9b 0x10003b9b 4   5    .text   ascii   D$D;
97   0x00002fa7 0x10003ba7 5   6    .text   ascii   L$@QV
98   0x00002fad 0x10003bad 4   5    .text   ascii   T$4R
99   0x00002fb7 0x10003bb7 4   5    .text   ascii   D$D;
100  0x00002fc2 0x10003bc2 4   5    .text   ascii   L$0s
101  0x00002fcc 0x10003bcc 4   5    .text   ascii   ,6UW
102  0x00002fe1 0x10003be1 4   5    .text   ascii   |$D\b
103  0x00002fe6 0x10003be6 4   5    .text   ascii   t$@s
104  0x00002fec 0x10003bec 4   5    .text   ascii   D$0f
105  0x0000300b 0x10003c0b 4   5    .text   ascii   D$d\a
106  0x00003013 0x10003c13 4   5    .text   ascii   \$`f
107  0x00003035 0x10003c35 4   5    .text   ascii   T$L;
108  0x00003085 0x10003c85 4   5    .text   ascii   \$@s
109  0x0000308b 0x10003c8b 4   5    .text   ascii   D$0f
110  0x000030af 0x10003caf 4   5    .text   ascii   L$L;
111  0x000030bb 0x10003cbb 5   6    .text   ascii   L$\QV
112  0x000030c1 0x10003cc1 4   5    .text   ascii   T$PR
113  0x000030cf 0x10003ccf 4   5    .text   ascii   L$L;
114  0x000030e0 0x10003ce0 4   5    .text   ascii   ,6UW
