[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3379  0x000276c6 0x004282c6 4   5    sect_0  ascii   v'+R
3380  0x000276f1 0x004282f1 4   5    sect_0  ascii   '%le
3381  0x000276f7 0x004282f7 6   7    sect_0  ascii   8WD\nZk
3382  0x0002772f 0x0042832f 5   7    sect_0  utf8    5͐u*Q blocks=Basic Latin,Combining Diacritical Marks
3383  0x00027742 0x00428342 4   5    sect_0  ascii   >VE#
3384  0x0002775c 0x0042835c 8   9    sect_0  ascii   j7i"^RA)
3385  0x000277ad 0x004283ad 4   5    sect_0  ascii   3z&\n
3386  0x000277ee 0x004283ee 4   5    sect_0  ascii   @;+~
3387  0x00027889 0x00428489 5   8    sect_0  utf8    菳)8qP blocks=CJK Unified Ideographs,Basic Latin
3388  0x0002790d 0x0042850d 4   5    sect_0  ascii   *A"@
3389  0x00027923 0x00428523 6   7    sect_0  ascii   +z%E8i
3390  0x0002794e 0x0042854e 4   6    sect_0  utf8    LRӗ9 blocks=Basic Latin,Cyrillic
3391  0x00027991 0x00428591 6   8    sect_0  utf8    [J\vpcȠ blocks=Basic Latin,Latin Extended-B
3392  0x000279b8 0x004285b8 6   8    sect_0  utf8    Hr:@ޛw blocks=Basic Latin,Thaana
3393  0x00027a1f 0x0042861f 4   5    sect_0  ascii   wS~I
3394  0x00027a24 0x00428624 4   5    sect_0  ascii   \eTsV
3395  0x00027a47 0x00428647 5   6    sect_0  ascii   s\fa%\b
3396  0x00027b0c 0x0042870c 5   6    sect_0  ascii   %gzLS
3397  0x00027b38 0x00428738 6   7    sect_0  ascii   \nC7\e4M
3398  0x00027b8d 0x0042878d 4   5    sect_0  ascii   Y.68
3399  0x00027bcb 0x004287cb 5   7    sect_0  utf8    4xȿ"g blocks=Basic Latin,Latin Extended-B
3400  0x00027c5e 0x0042885e 4   6    sect_0  utf8    _ƚ&, blocks=Basic Latin,Latin Extended-B
3401  0x00027c75 0x00428875 4   5    sect_0  ascii   \vlQA
3402  0x00027c7c 0x0042887c 6   7    sect_0  ascii   xa\bEfP
3403  0x00027c9f 0x0042889f 5   7    sect_0  utf8    ҝ\GYX blocks=Cyrillic,Basic Latin
3404  0x00027ca7 0x004288a7 5   6    sect_0  ascii   t\;~w
3405  0x00027cb4 0x004288b4 8   9    sect_0  ascii   hQ8+6O#|
3406  0x00027ce7 0x004288e7 4   5    sect_0  ascii   k\]Z
3407  0x00027d2c 0x0042892c 5   6    sect_0  ascii   /1q\\a
3408  0x00027d32 0x00428932 4   5    sect_0  ascii   -AZh
3409  0x00027d50 0x00428950 5   7    sect_0  utf8    ǋ=#,& blocks=Latin Extended-B,Basic Latin
3410  0x00027d5b 0x0042895b 7   8    sect_0  ascii   %2QH#_v
3411  0x00027d74 0x00428974 4   6    sect_0  utf8    |QܖK blocks=Basic Latin,Syriac
3412  0x00027d99 0x00428999 6   7    sect_0  ascii   7$6#fK
3413  0x00027e16 0x00428a16 4   5    sect_0  ascii   ;:6<
3414  0x00027e1b 0x00428a1b 4   5    sect_0  ascii   $+>U
3415  0x00027e5d 0x00428a5d 5   6    sect_0  ascii   t\to-\e
3416  0x00027e76 0x00428a76 4   6    sect_0  utf8    ݱ\f~j blocks=Arabic Supplement,Basic Latin
3417  0x00027ee0 0x00428ae0 7   8    sect_0  ascii   %s)C2Tk
3418  0x00027efb 0x00428afb 6   7    sect_0  ascii   5V\t4ZU
3419  0x00027f1a 0x00428b1a 4   5    sect_0  ascii   \rjdo
3420  0x00027fe4 0x00428be4 5   6    sect_0  ascii   rn Di
3421  0x00027feb 0x00428beb 4   5    sect_0  ascii   B/#Y
3422  0x00027ff4 0x00428bf4 5   6    sect_0  ascii   zu{@P
3423  0x0002801e 0x00428c1e 6   8    sect_0  utf8    =@\v6)X
3424  0x000280dc 0x00428cdc 4   5    sect_0  ascii   4O;y
3425  0x00028103 0x00428d03 4   5    sect_0  ascii   21g0
3426  0x00028163 0x00428d63 4   5    sect_0  ascii   /B~(
3427  0x0002817a 0x00428d7a 5   7    sect_0  utf8    Vɴ\ee\b blocks=Basic Latin,IPA Extensions
3428  0x0002820e 0x00428e0e 9   10   sect_0  ascii   FZ\b@v3oFU
3429  0x00028220 0x00428e20 6   7    sect_0  ascii   Ifh=<$
3430  0x00028227 0x00428e27 6   7    sect_0  ascii   ]\r/10w
3431  0x00028288 0x00428e88 4   5    sect_0  ascii   j/dv
3432  0x0002830e 0x00428f0e 4   5    sect_0  ascii   Uoc\n
3433  0x00028325 0x00428f25 4   6    sect_0  utf8    *|hƔ blocks=Basic Latin,Latin Extended-B
3434  0x0002832b 0x00428f2b 4   5    sect_0  ascii   rQ40
3435  0x00028335 0x00428f35 4   6    sect_0  utf8    `\סX blocks=Basic Latin,Hebrew
3436  0x00028352 0x00428f52 4   5    sect_0  ascii   L-yy
3437  0x0002838f 0x00428f8f 5   7    sect_0  utf8    ȁv3 x blocks=Latin Extended-B,Basic Latin
3438  0x000283d7 0x00428fd7 5   6    sect_0  ascii   d|O\eV
3439  0x0002842b 0x0042902b 4   6    sect_0  utf8    >Ю9j blocks=Basic Latin,Cyrillic
3440  0x0002843b 0x0042903b 4   5    sect_0  ascii   y'F5
3441  0x0002848b 0x0042908b 4   5    sect_0  ascii   kVd5
3442  0x000284b7 0x004290b7 7   8    sect_0  ascii   o9p<NS`
3443  0x000285bd 0x004291bd 5   6    sect_0  ascii   ahJVz
3444  0x0002862a 0x0042922a 4   5    sect_0  ascii   1Na6
3445  0x00028656 0x00429256 4   5    sect_0  ascii   c3?,
3446  0x00028681 0x00429281 4   5    sect_0  ascii   \v@2\
3447  0x000286b0 0x004292b0 4   6    sect_0  utf8    \a7Xh
3448  0x000286d4 0x004292d4 10  12   sect_0  utf8    ݳPs?f\v!\r\tO blocks=Arabic Supplement,Basic Latin
3449  0x00028707 0x00429307 4   5    sect_0  ascii   j(R@
3450  0x0002873a 0x0042933a 4   5    sect_0  ascii   ~9C\a
3451  0x00028741 0x00429341 6   7    sect_0  ascii   i\b!B,'
3452  0x00028797 0x00429397 4   5    sect_0  ascii   -:'@
3453  0x000287a7 0x004293a7 6   7    sect_0  ascii   0.CS\v_
3454  0x0002883c 0x0042943c 5   6    sect_0  ascii   5$i}3
3455  0x00028842 0x00429442 4   5    sect_0  ascii   pfB8
3456  0x000288a3 0x004294a3 5   6    sect_0  ascii   /p\n6\a
3457  0x000288ac 0x004294ac 5   6    sect_0  ascii   '\v8(\b
3458  0x000288b4 0x004294b4 6   9    sect_0  utf8    4豁Fn\nz blocks=Basic Latin,CJK Unified Ideographs
3459  0x00028955 0x00429555 4   6    sect_0  utf8    ˋnge blocks=Spacing Modifier Letters,Basic Latin
3460  0x0002896a 0x0042956a 4   5    sect_0  ascii   Ir\fH
3461  0x00028981 0x00429581 4   5    sect_0  ascii   }6t2
3462  0x00028991 0x00429591 4   5    sect_0  ascii   ]C%L
3463  0x000289ef 0x004295ef 4   6    sect_0  utf8    \eʸE1 blocks=Basic Latin,Spacing Modifier Letters
3464  0x00028a06 0x00429606 5   7    sect_0  utf8    cí2al blocks=Basic Latin,Latin-1 Supplement
3465  0x00028a26 0x00429626 4   5    sect_0  ascii   J`0`
3466  0x00028a32 0x00429632 4   5    sect_0  ascii   r\f*0
3467  0x00028a52 0x00429652 4   5    sect_0  ascii   \fQ(\
3468  0x00028a68 0x00429668 8   9    sect_0  ascii   'I/L1\t^_
3469  0x00028a9d 0x0042969d 4   5    sect_0  ascii   `Ucl
3470  0x00028aa6 0x004296a6 6   7    sect_0  ascii   isdPN\v
3471  0x00028ab2 0x004296b2 7   8    sect_0  ascii   sf% |s1
3472  0x00028ac1 0x004296c1 5   8    sect_0  utf8    킻V\f 6 blocks=Hangul Syllables,Basic Latin
3473  0x00028b02 0x00429702 5   6    sect_0  ascii   ^c{F/
3474  0x00028b16 0x00429716 4   5    sect_0  ascii   ]b,_
3475  0x00028b1b 0x0042971b 4   6    sect_0  utf8    /edʙ blocks=Basic Latin,IPA Extensions
3476  0x00028b34 0x00429734 4   5    sect_0  ascii   qg;]
3477  0x00028b4d 0x0042974d 4   5    sect_0  ascii   9\vol
3478  0x00028b53 0x00429753 4   5    sect_0  ascii   MT"u
3479  0x00028b5b 0x0042975b 4   6    sect_0  utf8    /zaǋ blocks=Basic Latin,Latin Extended-B
3480  0x00028b88 0x00429788 4   5    sect_0  ascii   ~;;|
3481  0x00028beb 0x004297eb 5   7    sect_0  utf8    Kbɏ-\b blocks=Basic Latin,Latin Extended-B
3482  0x00028c0b 0x0042980b 5   8    sect_0  utf8    ]͆ބft blocks=Basic Latin,Combining Diacritical Marks,Thaana
3483  0x00028c2a 0x0042982a 6   7    sect_0  ascii   >53\fx.
3484  0x00028c75 0x00429875 4   5    sect_0  ascii   Gc<V
3485  0x00028c84 0x00429884 5   6    sect_0  ascii   @k{/o
3486  0x00028cdc 0x004298dc 5   6    sect_0  ascii   $^t6\v
3487  0x00028cff 0x004298ff 4   5    sect_0  ascii   17^P
3488  0x00028d0c 0x0042990c 8   11   sect_0  utf8    ?\bճσ\a\fs% blocks=Basic Latin,Armenian,Greek and Coptic
3489  0x00028d22 0x00429922 9   11   sect_0  utf8    <n\)ܛ7KA\t blocks=Basic Latin,Syriac
3490  0x00028d44 0x00429944 6   8    sect_0  utf8    OޕA \eb blocks=Basic Latin,Thaana
3491  0x00028d5d 0x0042995d 4   5    sect_0  ascii   VkE\e
3492  0x00028db0 0x004299b0 4   5    sect_0  ascii   .H\vS
3493  0x00028e0d 0x00429a0d 5   6    sect_0  ascii   !|A|~
3494  0x00028e1d 0x00429a1d 5   6    sect_0  ascii   ?&S\e
3495  0x00028e52 0x00429a52 6   7    sect_0  ascii   5Ph/Za
3496  0x00028e9e 0x00429a9e 6   7    sect_0  ascii   zixZw\a
3497  0x00028efb 0x00429afb 4   6    sect_0  utf8    ݊]S1 blocks=Syriac,Basic Latin
3498  0x00028f2e 0x00429b2e 4   5    sect_0  ascii   >_kk
3499  0x00028f52 0x00429b52 5   6    sect_0  ascii   x{d+B
3500  0x00028f68 0x00429b68 4   5    sect_0  ascii   OPf\r
3501  0x00028f82 0x00429b82 8   9    sect_0  ascii   }cYM*<~f
3502  0x00028f9b 0x00429b9b 4   5    sect_0  ascii   i^tl
3503  0x00028fd4 0x00429bd4 5   6    sect_0  ascii   bOku{
3504  0x00029017 0x00429c17 4   6    sect_0  utf8    8y~Ÿ blocks=Basic Latin,Latin Extended-A
3505  0x00029037 0x00429c37 7   9    sect_0  utf8    ̪3U@Z$8 blocks=Combining Diacritical Marks,Basic Latin
3506  0x00029051 0x00429c51 5   7    sect_0  utf8    rDӐGX blocks=Basic Latin,Cyrillic
3507  0x000290a5 0x00429ca5 4   5    sect_0  ascii   m\)h
3508  0x000290ad 0x00429cad 4   7    sect_0  utf8    ٸȦO0 blocks=Arabic,Latin Extended-B,Basic Latin
3509  0x000290db 0x00429cdb 4   5    sect_0  ascii   )U@\t
3510  0x000290e4 0x00429ce4 6   7    sect_0  ascii   \bp6;u/
3511  0x00029107 0x00429d07 4   5    sect_0  ascii   ep0b
3512  0x00029130 0x00429d30 5   7    sect_0  utf8    CSĮV6 blocks=Basic Latin,Latin Extended-A
3513  0x00029159 0x00429d59 5   6    sect_0  ascii   jk*`k
3514  0x0002918f 0x00429d8f 5   8    sect_0  utf8    C䭃rM4 blocks=Basic Latin,CJK Unified Ideographs Extension A
3515  0x000291b5 0x00429db5 4   5    sect_0  ascii   CDO2
3516  0x00029213 0x00429e13 5   6    sect_0  ascii   _n=~o
3517  0x0002922d 0x00429e2d 4   5    sect_0  ascii   8\t&R
3518  0x00029267 0x00429e67 4   5    sect_0  ascii   +WGk
3519  0x00029288 0x00429e88 6   8    sect_0  utf8    Z;uͱsG blocks=Basic Latin,Greek and Coptic
3520  0x000292ac 0x00429eac 5   7    sect_0  utf8    =HMȓu blocks=Basic Latin,Latin Extended-B
3521  0x000292bf 0x00429ebf 4   5    sect_0  ascii   )\eW8
3522  0x000292cb 0x00429ecb 5   8    sect_0  utf8    ѝ\a3!½ blocks=Cyrillic,Basic Latin,Latin-1 Supplement
3523  0x000292d7 0x00429ed7 4   5    sect_0  ascii   $2$.
3524  0x00029391 0x00429f91 4   6    sect_0  utf8    IՄnR blocks=Basic Latin,Armenian
3525  0x000293df 0x00429fdf 5   7    sect_0  utf8     ħozy blocks=Basic Latin,Latin Extended-A
3526  0x000293f3 0x00429ff3 4   6    sect_0  utf8    #Yeۑ blocks=Basic Latin,Arabic
3527  0x00029409 0x0042a009 4   5    sect_0  ascii   YI]K
3528  0x00029471 0x0042a071 4   5    sect_0  ascii   8L\aI
3529  0x000294a1 0x0042a0a1 5   6    sect_0  ascii   8?3II
3530  0x000294c0 0x0042a0c0 4   5    sect_0  ascii   CcDk
3531  0x000294f3 0x0042a0f3 4   5    sect_0  ascii   ;F4!
3532  0x000294f8 0x0042a0f8 6   7    sect_0  ascii   5=Mbci
3533  0x00029519 0x0042a119 5   6    sect_0  ascii   ' CN)
3534  0x000295aa 0x0042a1aa 4   5    sect_0  ascii   <-\eR
3535  0x000295b2 0x0042a1b2 5   6    sect_0  ascii   4\bD\Q
3536  0x00029600 0x0042a200 4   5    sect_0  ascii   3/&\e
3537  0x00029641 0x0042a241 4   5    sect_0  ascii   HF;@
3538  0x00029647 0x0042a247 10  13   sect_0  utf8    eK-訣q:<X5D blocks=Basic Latin,CJK Unified Ideographs
3539  0x0002965e 0x0042a25e 5   6    sect_0  ascii   MM\f*4
3540  0x00029670 0x0042a270 4   5    sect_0  ascii   8XV\e
3541  0x000296a7 0x0042a2a7 4   5    sect_0  ascii   -}7t
3542  0x000296c7 0x0042a2c7 7   10   sect_0  utf8    \ݠ_7I*Ư blocks=Basic Latin,Arabic Supplement,Latin Extended-B
3543  0x000296d8 0x0042a2d8 5   6    sect_0  ascii   4"OX&
3544  0x000296e7 0x0042a2e7 4   5    sect_0  ascii   Wm`|
3545  0x000296ed 0x0042a2ed 4   5    sect_0  ascii   ,kpc
3546  0x000296f2 0x0042a2f2 5   6    sect_0  ascii   Zb#c|
3547  0x000296f8 0x0042a2f8 4   5    sect_0  ascii   L{hd
3548  0x0002970b 0x0042a30b 4   5    sect_0  ascii    \v0Q
3549  0x00029732 0x0042a332 4   5    sect_0  ascii   JJ)1
3550  0x000297c4 0x0042a3c4 5   6    sect_0  ascii   2*m,E
3551  0x000297cf 0x0042a3cf 6   8    sect_0  utf8    oF̯c}\v blocks=Basic Latin,Combining Diacritical Marks
3552  0x00029846 0x0042a446 5   6    sect_0  ascii   \WLSx
3553  0x00029878 0x0042a478 5   6    sect_0  ascii   Mf(//
3554  0x0002988e 0x0042a48e 6   7    sect_0  ascii   \a\in]v
3555  0x000298b9 0x0042a4b9 5   7    sect_0  utf8    xJ̐Z? blocks=Basic Latin,Combining Diacritical Marks
3556  0x0002990b 0x0042a50b 4   5    sect_0  ascii   LUGj
3557  0x0002992d 0x0042a52d 4   5    sect_0  ascii   N}/\f
3558  0x00029992 0x0042a592 4   5    sect_0  ascii   0KUu
3559  0x000299a4 0x0042a5a4 6   7    sect_0  ascii   v"|uB5
3560  0x000299be 0x0042a5be 6   7    sect_0  ascii   &\e8\asM
3561  0x000299e7 0x0042a5e7 4   5    sect_0  ascii   -@TM
3562  0x00029a30 0x0042a630 4   5    sect_0  ascii   _T\b\e
3563  0x00029a3c 0x0042a63c 4   5    sect_0  ascii   2K1X
3564  0x00029a76 0x0042a676 5   6    sect_0  ascii   \rw-hg
3565  0x00029a7f 0x0042a67f 5   8    sect_0  utf8    y;誖?] blocks=Basic Latin,CJK Unified Ideographs
3566  0x00029a9d 0x0042a69d 4   6    sect_0  utf8    rYỲ blocks=Basic Latin,Combining Diacritical Marks
3567  0x00029aa8 0x0042a6a8 4   6    sect_0  utf8    zÂ4& blocks=Basic Latin,Latin-1 Supplement
3568  0x00029ad2 0x0042a6d2 4   5    sect_0  ascii   w4%R
3569  0x00029ae5 0x0042a6e5 4   6    sect_0  utf8    3dΨ8 blocks=Basic Latin,Greek and Coptic
3570  0x00029aec 0x0042a6ec 4   5    sect_0  ascii   ;/1o
3571  0x00029afc 0x0042a6fc 4   5    sect_0  ascii   R\thO
3572  0x00029b03 0x0042a703 6   7    sect_0  ascii   ob+kz.
3573  0x00029b0d 0x0042a70d 4   5    sect_0  ascii   (Dc 
3574  0x00029bcd 0x0042a7cd 4   5    sect_0  ascii   TSmU
3575  0x00029bd5 0x0042a7d5 4   5    sect_0  ascii   xsF*
3576  0x00029bed 0x0042a7ed 5   6    sect_0  ascii   rlC\nZ
3577  0x00029c12 0x0042a812 4   5    sect_0  ascii   wJ=d
3578  0x00029c4f 0x0042a84f 4   5    sect_0  ascii   0`v"
3579  0x00029c73 0x0042a873 5   8    sect_0  utf8    ՖΣ(U0 blocks=Armenian,Greek and Coptic,Basic Latin
3580  0x00029c8a 0x0042a88a 4   6    sect_0  utf8    ngкU blocks=Basic Latin,Cyrillic
3581  0x00029cc0 0x0042a8c0 4   5    sect_0  ascii   w/-F
3582  0x00029d05 0x0042a905 4   7    sect_0  utf8    8ߴdΩ blocks=Basic Latin,NKo,Greek and Coptic
3583  0x00029d0c 0x0042a90c 4   5    sect_0  ascii   MgX?
3584  0x00029d33 0x0042a933 5   6    sect_0  ascii   bA_-X
3585  0x00029d46 0x0042a946 5   6    sect_0  ascii   (n\a|~
3586  0x00029d84 0x0042a984 5   6    sect_0  ascii   :\f^%[
3587  0x00029d9d 0x0042a99d 5   6    sect_0  ascii   d5~UC
3588  0x00029db3 0x0042a9b3 4   5    sect_0  ascii   %jC-
3589  0x00029e24 0x0042aa24 5   7    sect_0  utf8    v$v̴Y blocks=Basic Latin,Combining Diacritical Marks
3590  0x00029e4b 0x0042aa4b 4   5    sect_0  ascii   SY/f
3591  0x00029e55 0x0042aa55 4   5    sect_0  ascii   n7]#
3592  0x00029e6b 0x0042aa6b 4   5    sect_0  ascii   I-lP
3593  0x00029ec3 0x0042aac3 4   7    sect_0  utf8    <gQサ blocks=Basic Latin,Katakana
3594  0x00029eef 0x0042aaef 6   7    sect_0  ascii   \aFNxbM
3595  0x00029f47 0x0042ab47 4   5    sect_0  ascii   yBk*
3596  0x00029fbd 0x0042abbd 5   6    sect_0  ascii   *c]UJ
3597  0x0002a001 0x0042ac01 4   5    sect_0  ascii   t4p^
3598  0x0002a007 0x0042ac07 4   5    sect_0  ascii   P4TJ
3599  0x0002a03b 0x0042ac3b 8   10   sect_0  utf8    4>G)@WSײ blocks=Basic Latin,Hebrew
3600  0x0002a0a2 0x0042aca2 4   6    sect_0  utf8    i\v% 
3601  0x0002a0ae 0x0042acae 4   6    sect_0  utf8    3\f±" blocks=Basic Latin,Latin-1 Supplement
3602  0x0002a0e2 0x0042ace2 5   6    sect_0  ascii   ]w,od
3603  0x0002a0e9 0x0042ace9 5   6    sect_0  ascii   x=n>Y
3604  0x0002a0f5 0x0042acf5 6   11   sect_0  utf8    m𤴤N)߱C blocks=Basic Latin,CJK Unified Ideographs Extension B,NKo
3605  0x0002a104 0x0042ad04 5   6    sect_0  ascii   qM|ar
3606  0x0002a143 0x0042ad43 5   6    sect_0  ascii   k'hnP
3607  0x0002a193 0x0042ad93 4   6    sect_0  utf8    =DP; blocks=Basic Latin,Greek and Coptic
3608  0x0002a1c5 0x0042adc5 4   6    sect_0  utf8    ǋbP{ blocks=Latin Extended-B,Basic Latin
3609  0x0002a21e 0x0042ae1e 4   6    sect_0  utf8    Ȯ71L blocks=Latin Extended-B,Basic Latin
3610  0x0002a263 0x0042ae63 8   9    sect_0  ascii   N?my?puS
3611  0x0002a29c 0x0042ae9c 4   5    sect_0  ascii   ,L=%
3612  0x0002a30b 0x0042af0b 4   6    sect_0  utf8    ȩQ)A blocks=Latin Extended-B,Basic Latin
3613  0x0002a326 0x0042af26 4   5    sect_0  ascii   +yD^
3614  0x0002a32b 0x0042af2b 4   5    sect_0  ascii   bf?]
3615  0x0002a358 0x0042af58 4   5    sect_0  ascii   a-UX
3616  0x0002a40e 0x0042b00e 5   7    sect_0  utf8    e\f&[Ȅ blocks=Basic Latin,Latin Extended-B
3617  0x0002a41b 0x0042b01b 9   10   sect_0  ascii   >~\f&wg@q\
3618  0x0002a4a9 0x0042b0a9 5   6    sect_0  ascii   J=9.L
3619  0x0002a4b6 0x0042b0b6 4   5    sect_0  ascii   PfBv
3620  0x0002a503 0x0042b103 5   6    sect_0  ascii   r_<VW
3621  0x0002a511 0x0042b111 5   6    sect_0  ascii   *cwjJ
3622  0x0002a51b 0x0042b11b 5   8    sect_0  utf8    &ߦ(\tϧ blocks=Basic Latin,NKo,Greek and Coptic
3623  0x0002a596 0x0042b196 5   6    sect_0  ascii   fi^p.
3624  0x0002a5fa 0x0042b1fa 4   6    sect_0  utf8    \e?bڍ blocks=Basic Latin,Arabic
3625  0x0002a613 0x0042b213 6   7    sect_0  ascii   P\aV1gh
3626  0x0002a61b 0x0042b21b 5   6    sect_0  ascii   -5L7,
3627  0x0002a640 0x0042b240 4   5    sect_0  ascii   aCfT
3628  0x0002a65b 0x0042b25b 4   5    sect_0  ascii   Y D/
3629  0x0002a661 0x0042b261 6   9    sect_0  utf8    \e\t&憤7 blocks=Basic Latin,CJK Unified Ideographs
3630  0x0002a683 0x0042b283 4   5    sect_0  ascii   :$ZJ
3631  0x0002a694 0x0042b294 4   5    sect_0  ascii   a:7X
3632  0x0002a6a2 0x0042b2a2 5   7    sect_0  utf8    !ޱAF5 blocks=Basic Latin,Thaana
3633  0x0002a6dd 0x0042b2dd 5   6    sect_0  ascii   @7j.@
3634  0x0002a6ed 0x0042b2ed 6   7    sect_0  ascii   #y8)FA
3635  0x0002a74a 0x0042b34a 4   6    sect_0  utf8    qVɺ0 blocks=Basic Latin,IPA Extensions
3636  0x0002a785 0x0042b385 5   6    sect_0  ascii   p%rNT
3637  0x0002a7e0 0x0042b3e0 8   10   sect_0  utf8    ٖqV4@d_[ blocks=Arabic,Basic Latin
3638  0x0002a7fa 0x0042b3fa 5   9    sect_0  utf8    חޣ+-ӯ blocks=Hebrew,Thaana,Basic Latin,Cyrillic
3639  0x0002a81c 0x0042b41c 4   5    sect_0  ascii   N^E6
3640  0x0002a826 0x0042b426 4   5    sect_0  ascii   ~`FB
3641  0x0002a872 0x0042b472 4   6    sect_0  utf8    β>i7 blocks=Greek and Coptic,Basic Latin
3642  0x0002a8b5 0x0042b4b5 4   7    sect_0  utf8    ~"ŶЫ blocks=Basic Latin,Latin Extended-A,Cyrillic
3643  0x0002a8cc 0x0042b4cc 4   5    sect_0  ascii   #7'\a
3644  0x0002a902 0x0042b502 5   8    sect_0  utf8    ٫ӗI=k blocks=Arabic,Cyrillic,Basic Latin
3645  0x0002a914 0x0042b514 5   6    sect_0  ascii   3QPFX
3646  0x0002a91f 0x0042b51f 4   5    sect_0  ascii   \nntO
3647  0x0002a93f 0x0042b53f 4   5    sect_0  ascii   n;7T
3648  0x0002a978 0x0042b578 7   8    sect_0  ascii   \nhna\t\e2
3649  0x0002a9b6 0x0042b5b6 4   6    sect_0  utf8    25sӉ blocks=Basic Latin,Cyrillic
3650  0x0002aa02 0x0042b602 4   6    sect_0  utf8    2|R͑ blocks=Basic Latin,Combining Diacritical Marks
3651  0x0002aa97 0x0042b697 5   6    sect_0  ascii   w_Ay,
3652  0x0002aaa0 0x0042b6a0 4   6    sect_0  utf8    ,߳<u blocks=Basic Latin,NKo
3653  0x0002aaf5 0x0042b6f5 5   6    sect_0  ascii    d|-o
3654  0x0002ab4f 0x0042b74f 4   5    sect_0  ascii   M\t\bp
3655  0x0002ab5c 0x0042b75c 6   7    sect_0  ascii   \t-]y6!
3656  0x0002ab7b 0x0042b77b 6   7    sect_0  ascii   _ktEbW
3657  0x0002ab99 0x0042b799 4   5    sect_0  ascii   b?$\n
3658  0x0002aba4 0x0042b7a4 4   6    sect_0  utf8    Q\r|н blocks=Basic Latin,Cyrillic
3659  0x0002abbf 0x0042b7bf 4   5    sect_0  ascii   \a]Ky
3660  0x0002abc8 0x0042b7c8 4   5    sect_0  ascii   _ABe
3661  0x0002ac18 0x0042b818 5   6    sect_0  ascii   F(D`}
3662  0x0002ac4d 0x0042b84d 4   5    sect_0  ascii   rf?a
3663  0x0002ac8e 0x0042b88e 4   5    sect_0  ascii   /r,;
3664  0x0002ac9e 0x0042b89e 4   6    sect_0  utf8    eB0î blocks=Basic Latin,Latin-1 Supplement
3665  0x0002ad0d 0x0042b90d 4   5    sect_0  ascii   Tl{3
3666  0x0002ad61 0x0042b961 4   5    sect_0  ascii   IEp\
3667  0x0002ae32 0x0042ba32 5   6    sect_0  ascii   Dh<Wn
3668  0x0002ae56 0x0042ba56 5   7    sect_0  utf8    g\tƳ~9 blocks=Basic Latin,Latin Extended-B
3669  0x0002aeb6 0x0042bab6 7   8    sect_0  ascii   :F'mJ'N
3670  0x0002aeea 0x0042baea 5   6    sect_0  ascii   )x%eX
3671  0x0002afdc 0x0042bbdc 4   5    sect_0  ascii   \e]S6
3672  0x0002b029 0x0042bc29 8   9    sect_0  ascii   ]:o4W[9i
3673  0x0002b076 0x0042bc76 5   7    sect_0  utf8    õZD): blocks=Latin-1 Supplement,Basic Latin
3674  0x0002b088 0x0042bc88 4   5    sect_0  ascii   C72R
3675  0x0002b09c 0x0042bc9c 4   5    sect_0  ascii   dq n
3676  0x0002b14c 0x0042bd4c 4   5    sect_0  ascii   (="U
3677  0x0002b16a 0x0042bd6a 6   8    sect_0  utf8    iܐE0IK blocks=Basic Latin,Syriac
3678  0x0002b196 0x0042bd96 8   11   sect_0  utf8    ;6@v5!̫Ƣ blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
3679  0x0002b1d5 0x0042bdd5 5   7    sect_0  utf8    wߕ"Pf blocks=Basic Latin,NKo
3680  0x0002b1e1 0x0042bde1 4   5    sect_0  ascii   3l2\f
3681  0x0002b1eb 0x0042bdeb 4   5    sect_0  ascii   .7p\t
3682  0x0002b20f 0x0042be0f 5   6    sect_0  ascii   MCnJK
3683  0x0002b283 0x0042be83 4   5    sect_0  ascii   p(BU
3684  0x0002b2bd 0x0042bebd 4   5    sect_0  ascii   >W=A
3685  0x0002b2d9 0x0042bed9 5   6    sect_0  ascii   At\v2L
3686  0x0002b317 0x0042bf17 4   5    sect_0  ascii   .Q\rT
3687  0x0002b32d 0x0042bf2d 4   5    sect_0  ascii    WSp
3688  0x0002b353 0x0042bf53 8   11   sect_0  utf8    0<V肘oN5k blocks=Basic Latin,CJK Unified Ideographs
3689  0x0002b3f8 0x0042bff8 4   5    sect_0  ascii   5Ih#
3690  0x0002b415 0x0042c015 5   7    sect_0  utf8    6i#[۵ blocks=Basic Latin,Arabic
3691  0x0002b45f 0x0042c05f 4   5    sect_0  ascii   \aMCY
3692  0x0002b4ad 0x0042c0ad 5   6    sect_0  ascii   +DW9P
